TF,PValue,Label
Foxm1,1.0,1
Suz12,1.6667,1
Smarca5,6.1667,1
Ddx20,150.5,1
Tet1,342.1667,1
Sall4,422.5,1
Arid4b,546.8333,1
Phf5a,1.0,0
Blm,1.0,0
Pnn,45.1667,0
Thoc1,50.3333,0
Dnmt1,55.0,0
Pcna,161.5,0
Dnmt3b,441.3333,0
Rps3,525.5,0
