0,1,2,3,4,5,6,7
Ets2,ENSMUSG00000022895,4.599512397991006,4.593116228281321,4.473292210521265,5.251139752037239,4.93689499454251,4.537845042503675
Etv3,ENSMUSG00000003382,1.8961318856782734,2.067532793405288,1.939657956039975,2.1736021330912116,2.014783726804309,2.593468651706531
Etv4,ENSMUSG00000017724,0.3334129317918833,0.14139303146750964,0.25882821944152,0.37886218366794217,1.035597183029712,1.9697850008704454
Etv5,ENSMUSG00000013089,2.728351716572918,2.5841207342253116,2.700445094426625,2.963782883159915,2.9380526303255103,2.998986224326935
Etv6,ENSMUSG00000030199,1.9584941918440721,2.021652433609117,1.7972431545100929,2.4987610971702585,2.6264724648652034,3.2336091515851715
Ezh2,ENSMUSG00000029687,0.7065126163733163,0.6937400300849533,0.7054307562842032,0.6537212703430744,0.9253495932428534,2.077616797231531
Fli1,ENSMUSG00000016087,3.3859263412399216,3.475213292012597,3.1317609716828025,3.338433380716712,3.433420490790056,3.9030512678108864
Fos,ENSMUSG00000021250,0.7430009496118639,2.8596021337866158,6.419607334196939,4.969526944001753,2.728548923948223,3.2704537514913685
Fosb,ENSMUSG00000003545,0.2345541979736688,0.7638243910674731,4.035954796995273,2.2279732114553408,0.669934009771683,0.45520806912793227
Fosl1,ENSMUSG00000024912,1.87072797296807,1.5638800525477403,1.5367348671352623,3.5151135019432833,3.5093209700426575,1.951695016615335
Fosl2,ENSMUSG00000029135,1.7158183260557172,2.190817503809176,2.7050048955992767,4.371937636027559,3.5434228583597167,3.693472522856673
Foxc2,ENSMUSG00000046714,0.9624776174681529,0.9876803877919214,1.1799589030599757,1.4215449057879457,1.492992943535768,3.0904599570221873
Foxk2,ENSMUSG00000039275,2.7528680023721512,2.7401946219145294,2.7560422875104673,2.574362291640919,3.108373268466809,3.276204392275053
Foxm1,ENSMUSG00000001517,0.10450300794843488,0.08565096485566472,0.07306595692789088,0.10325177882014688,0.2854345549925217,2.3460024000155486
Foxn2,ENSMUSG00000034998,1.1188264122587852,1.2547302040023782,1.239278766920874,1.4707122644554078,1.6715725938436607,2.1073124542090342
Foxo4,ENSMUSG00000042903,4.399965859090919,4.448274791325755,4.375756731778508,4.272927176382534,4.11206728018065,4.008113536386064
Foxp1,ENSMUSG00000030067,1.2232300109275325,1.2630479382498108,1.3242189865726992,1.2112570679526464,1.3610586365804977,2.225428172494674
Foxp4,ENSMUSG00000023991,1.9846352280036317,2.0687160944149983,2.0614162915695298,2.3557375347163596,2.54994478046494,3.2010515602916905
Foxs1,ENSMUSG00000074676,1.2601193080253592,1.7798280571576777,1.2415360055617013,1.6726642682409636,1.9058331596245845,3.328933567250534
Fubp1,ENSMUSG00000028034,2.0717412943312525,1.9842333033695143,1.8968117138838216,1.9620019727694575,2.4556604933887543,2.728846097302172
Fubp3,ENSMUSG00000026843,1.812913849746314,1.8437433424126803,1.8318421734148667,1.8831378337496318,2.2086058572471408,2.7955610978704786
Gabpa,ENSMUSG00000008976,2.9077138010182164,3.065517990253586,2.9220878677644606,2.722843122626127,2.8969270269426546,3.2263562949979554
Gata2,ENSMUSG00000015053,2.7719520431911207,2.66332726213349,3.13708588189218,3.1073452365926664,2.6814918364472855,1.879884888620213
Gata4,ENSMUSG00000021944,5.055574746377516,5.217506354652299,5.1530210304659185,4.6782613061402545,5.303239863214135,5.044960306850465
Gata6,ENSMUSG00000005836,4.223913366078125,4.288395052416881,4.546295216553726,4.486142905223575,4.5313478442384465,4.097321248228057
Gatad1,ENSMUSG00000007415,4.005771319537887,4.058140405906828,4.104767941031013,4.041894764775472,4.0619819970332465,4.250637710492386
Glis2,ENSMUSG00000014303,1.8328191603384043,1.7471986575870502,1.8548692600529475,1.6367472891618409,1.9768339374122805,3.402604803363994
Gpbp1,ENSMUSG00000032745,3.8202219610660353,3.7594247836281265,3.855252907437664,3.7875645164052374,4.014812937704116,4.21255472610729
Gtf2a1,ENSMUSG00000020962,1.9609713813845433,1.9473965235941038,1.7840371328094928,1.9386944265807207,2.3256141414881784,2.7902856116950217
Gtf2b,ENSMUSG00000028271,1.833383495336888,1.9603419789747882,1.8604470151711199,1.8794895298176937,2.2690115306110075,2.8063753903644044
Gtf2e2,ENSMUSG00000031585,2.6448023255745055,2.755678444879832,2.5795813023159497,2.5223366228811415,3.183112003517784,3.689996064405893
Gtf2f1,ENSMUSG00000002658,4.380908548012436,4.228072135952691,4.234750980083026,4.500945132761964,5.243817073751603,5.375411363717697
Gtf2f2,ENSMUSG00000067995,2.7419731571011243,2.757416680601428,2.614225080350998,2.77823702083429,3.4050903609685994,3.519958344329614
Gtf2h5,ENSMUSG00000034345,3.6000217800915144,3.53098343681144,3.4950940342698127,3.491142630373629,3.5362704285714543,3.959617110466965
Gtf2i,ENSMUSG00000060261,4.2498732402371555,4.226055621772737,4.243519192519077,3.7679299637784998,3.831366616116717,3.8628801318898596
Hand2,ENSMUSG00000038193,3.967208472962825,4.326714254148168,4.453179018663234,4.8644158572434595,4.853589590943558,3.7102957281604767
Hdac1,ENSMUSG00000028800,3.0270648370287008,3.1236370282065846,3.010240802029838,3.0696217937682224,3.804375674975674,4.589926103341619
Hdac2,ENSMUSG00000019777,3.7500065712546897,3.68215941859212,3.6481798270993764,3.4232995526308105,3.805953116426785,4.097487787866247
Hdac3,ENSMUSG00000024454,3.8718367651425822,3.746148762525687,3.8240328804373336,3.7803903259868816,3.8601863958811706,4.004090305510523
Hdgf,ENSMUSG00000004897,5.67123979992065,5.601986407954586,5.616992481952863,5.779284595089014,6.190655712090527,6.241393400875473
Hells,ENSMUSG00000025001,0.10171686429241239,0.09738645853320378,0.07078695541343809,0.1029434569175088,0.5780406431775785,1.703203838569437
Hes1,ENSMUSG00000022528,3.233390173533679,3.546003866460041,3.884410924394057,3.5941310278535235,3.4457614858808934,3.62239250550001
Hes6,ENSMUSG00000067071,3.813234201899742,3.717510401099316,3.6662858151877447,3.239628726619015,3.2959096167513304,3.885138482615058
Heyl,ENSMUSG00000032744,3.044589545949541,3.200593728571625,3.135309933585505,2.429518370893882,2.524560796705332,3.9364967368835133
Hhex,ENSMUSG00000024986,1.6380806352518884,1.7474335279164925,1.6924601846311667,1.975946529152574,2.1694514608244497,3.141894802867605
Hic1,ENSMUSG00000043099,3.3139195659407936,3.171834451246169,3.1512770310267464,2.9027367969384086,3.60748826952591,4.408959741246111
Hif1a,ENSMUSG00000021109,3.211802677113279,3.3225866691977113,3.298081961859177,4.277724345108589,4.284295267179071,4.836386174870636
Hlf,ENSMUSG00000003949,3.0355478862613925,2.4421468594613263,3.034490277000331,1.8268597456944127,1.9928468641238566,0.6132095866939224
Hltf,ENSMUSG00000002428,1.8412431338109243,1.8326956470008853,1.8022907351423418,1.4637994966139296,1.7719470860038389,2.5502439849163947
Hlx,ENSMUSG00000039377,2.582354858357019,2.8618137474485086,2.7742831048021435,2.5522028675717467,2.717587443464021,3.524458515491206
Hmg20b,ENSMUSG00000020232,4.096424994727453,4.128521466787436,4.156332913959373,3.8799089406742313,4.1616269122346585,4.548618749955054
Hmgb1,ENSMUSG00000066551,3.476423567113152,3.410984532506239,3.464996238112942,3.3935929380482044,3.581962191343089,4.231218131892461
Hmgb2,ENSMUSG00000054717,2.307389673717455,2.1600828826422656,2.412228581538467,2.4600422986469885,2.888271163731155,5.0746358749996805
Hmgn3,ENSMUSG00000066456,1.8403884910984252,1.632863303737133,1.6555878534492987,1.5277302972812585,2.091250249538272,3.3773201321946256
Hmgn5,ENSMUSG00000031245,3.6363076985682445,3.4590015989953886,3.4907448449538974,3.53020573159377,3.534384689371239,3.7592075599897714
Hnrnpab,ENSMUSG00000020358,5.711000051912294,5.737796408104483,5.874264941381816,6.198806772185367,6.539480612866209,6.803812154216619
Hnrnpd,ENSMUSG00000000568,3.0737272379188494,3.030392548269849,3.0269686758755125,3.270402485241272,3.6028679399735735,3.8837762928343778
Hnrnpk,ENSMUSG00000021546,4.9754576041562855,4.921913028063224,4.88037076369,5.160055623548561,5.347359669405352,5.833424682560412
Hopx,ENSMUSG00000059325,7.109610060963038,7.038484615284543,7.0868780751865454,6.747604143958737,6.084242716446444,5.509210855083561
Hsf1,ENSMUSG00000022556,4.23666085283576,4.198365361951197,4.186234375082611,4.025177944138764,4.247771626378592,4.270890997953297
Ifi204,ENSMUSG00000073489,1.1089185279466134,1.2083696591215038,1.0766010067861396,2.0630091187766717,2.5685607124261614,4.292247760015969
Ikzf1,ENSMUSG00000018654,0.41637207911375657,0.48321128966672144,0.5662971738541039,0.7376087871513267,1.5698897542607857,2.822839148086477
Ilf2,ENSMUSG00000001016,1.9623453172766399,2.0245367550122118,1.898143889273792,1.9926890396379966,2.4023001919514413,2.638274093610598
Ilf3,ENSMUSG00000032178,2.1264860698949106,2.1386548416768965,2.0200488258851257,2.183051254170928,2.452481225082963,2.757117044316997
Ing2,ENSMUSG00000063049,1.486224205536241,1.4290830211254706,1.5315611562852534,1.7504929060285235,2.0027106119293183,2.3194313413784866
Irf1,ENSMUSG00000018899,3.0782277503294377,2.9092704625238612,3.0487689461848295,2.9515321077504173,2.96550347548668,3.580250093311015
Irf3,ENSMUSG00000003184,3.315721660599106,3.1996784208662263,3.1637772337253227,3.2974512533628886,3.608503610480945,3.9623609226498364
Irf5,ENSMUSG00000029771,1.081060689673879,1.108369231725904,1.054934550718173,1.7252581888848944,3.030613300814988,4.338295428895618
Irf7,ENSMUSG00000025498,2.288776392993451,2.1047949141310647,2.160753183123184,2.4216055711333055,2.86815514033009,4.561609065548843
Irf8,ENSMUSG00000041515,1.0232637103248532,1.06596909994591,1.133492875353429,1.8262521463287709,2.1600988678264517,3.67271527492629
Irf9,ENSMUSG00000002325,2.1376325218058505,2.187684724777449,2.0153005942257387,2.3904154065514382,2.590004479686814,3.488403329147825
Irx1,ENSMUSG00000060969,2.5980819705622555,2.5185832649417876,2.7064992268738557,2.5117286360758104,2.4226567244684043,1.3218260275277252
Irx3,ENSMUSG00000031734,5.260627450635946,5.363952959208233,5.473623286195992,5.746054281820365,5.5317557889732045,4.735938825112229
Irx5,ENSMUSG00000031737,2.6543575184019663,2.78199287432021,2.734315799579373,2.7262148931350607,3.115709486717229,2.200795759984068
Jdp2,ENSMUSG00000034271,2.5370377055318905,2.680142281817381,2.8073792630029946,3.1864002772402933,3.346174321492267,3.665726416708685
Jun,ENSMUSG00000052684,4.2558224389172405,4.659267554186212,6.656959587156137,5.682068869747149,5.345214898543145,5.632014336523798
Junb,ENSMUSG00000052837,3.2255231902257937,4.266188569708799,6.697032655550448,6.774588192584469,5.970401109781171,6.043899569968424
Jund,ENSMUSG00000071076,4.212468236157758,4.471754700066235,5.248240070722656,4.911877075286081,5.10899299061932,5.1912834697266375
Kdm1a,ENSMUSG00000036940,2.7362980594895725,2.766780382130014,2.6687116463491933,2.8502352465308216,3.0984965062428715,3.384471094498702
Kdm2a,ENSMUSG00000054611,2.1063601613270584,2.2739462681131934,2.1183038031032124,2.2367441052247266,2.4975774945105806,2.838503754936167
Kdm5c,ENSMUSG00000025332,2.76179956857003,2.8205247831236875,2.6697393604641375,3.212783583076367,3.2627160527244965,3.5643987885095485
Kdm6b,ENSMUSG00000018476,3.232702551316012,3.1198559754335204,3.362110731746332,3.941401342595514,3.392933759918745,2.813327355549342
Khsrp,ENSMUSG00000007670,3.6105877957953276,3.619772511467005,3.5508727632464954,3.5870300363632732,3.986692074708988,4.512908750688133
Klf13,ENSMUSG00000052040,3.11043238331454,3.03509969917243,3.2673525087252497,3.092203278275278,3.090153209714873,3.3585394613694866
Klf15,ENSMUSG00000030087,4.213149826137267,4.168646034571746,4.349482129461537,4.054051446795334,3.781096615476876,2.590264730595173
Klf16,ENSMUSG00000035397,1.7644444519259401,1.9364810687667326,1.7067182588765473,2.403332971860488,2.799669008418095,3.0213886199409674
Klf2,ENSMUSG00000055148,5.6269302728385995,5.98400918768822,7.083209130592059,5.967449743014836,5.88614509561759,5.504501706894121
Klf4,ENSMUSG00000003032,4.25880233870893,4.821300783892451,5.610121609529765,4.706820134971267,4.216703167110134,3.9620833950056586
Klf6,ENSMUSG00000000078,4.157615566613399,4.319361527668355,4.832367529983741,5.382219467129595,4.922679975480548,5.020348510201437
Klf9,ENSMUSG00000033863,5.252580675552976,5.460636767734067,5.661551317261062,5.370325443642435,4.711686727918792,4.076301664427465
Ldb1,ENSMUSG00000025223,4.246503986287045,3.9560526134183776,4.155371492133191,3.8926353064489736,4.202208760943672,4.493582675735028
Lmo2,ENSMUSG00000032698,3.8743076021164304,3.6983664976626622,3.739555623507181,3.2935971939707556,3.787712383722743,5.139636410508811
Lmo4,ENSMUSG00000028266,3.60912854236774,3.7704034710242627,3.756611997403106,3.549546298923449,3.823397043631066,4.694608737094881
Lrpprc,ENSMUSG00000024120,4.3383223314052355,4.338674763288633,4.417317582519429,4.153572624650107,3.8559733380370167,3.306893816911335
Lrrfip1,ENSMUSG00000026305,3.6408348290420967,3.7065899926331496,3.647315560768279,3.9247798562943874,4.648920229652724,4.54062240351351
Lyl1,ENSMUSG00000034041,2.3571311732381885,2.1879373099024715,2.325825760752306,2.1926405972702865,2.9723541449276265,4.506295478691321
Maf,ENSMUSG00000055435,1.6773427652567277,1.7437340789140696,1.7301489155398109,1.6462041677674628,2.651489169949686,4.334184507504176
Maf1,ENSMUSG00000022553,5.510111665763266,5.47476201050734,5.507669733125025,5.251914387983154,5.337978827059563,5.208205289705298
Mafb,ENSMUSG00000074622,1.9941693049656966,2.60704335452588,2.6104840782053014,2.767466778176982,3.433616508726889,5.233512653128786
Mafg,ENSMUSG00000051510,3.2108814960653302,3.1621150678520222,3.1586901958000766,3.65962279813522,3.8789786849912393,3.803727892267181
Mafk,ENSMUSG00000018143,3.920734512874106,4.104789714578314,4.2533557323567805,5.37282244611601,5.225999656301278,4.389125157883904
Max,ENSMUSG00000059436,3.834349504101443,3.701896160213163,3.951733969690227,4.182277089564466,4.104959411487579,4.3692144799823
Maz,ENSMUSG00000030678,4.8442808969578905,4.755430726312412,4.880720018939562,4.712505261057048,5.339405879053564,5.966294433371995
Mbd1,ENSMUSG00000024561,3.010018720737923,2.8936959610452706,3.1974036469330223,3.782689533879167,3.4736953140631948,3.123142543549055
Mbd2,ENSMUSG00000024513,4.4977243648163014,4.3890885043150005,4.597915035565283,4.66368317401625,4.881965960381255,5.051464633254099
Mbd3,ENSMUSG00000035478,5.772944274404024,5.8478608753728905,5.767242918335733,5.777578053720137,6.253001114490465,6.310181444154878
Med6,ENSMUSG00000002679,2.9122959937408166,3.111213428396597,2.771998018235738,2.740874126954787,3.3346007298377103,3.843569621603916
