Source,Target,PValue
Uhrf1,Pcna,0.0
Tbl1xr1,Mon1b,1.3960273992013364e-139
Fkbp9,Snai2,3.0828540356869435e-105
Morn2,Tead3,1.339971536843028e-103
Hells,Med6,3.4124726745048765e-99
Ctnnb1,Ykt6,3.14648241354246e-79
Trim25,Nfe2l2,7.856262981376781e-74
Cdca4,Set,8.327974001382284e-74
Tex10,Zc3h8,8.997229117527261e-72
Tapbp,Cenpb,1.1786097503032926e-71
Hdac2,Tada2a,8.842019481020454e-71
Ifi204,Ms4a6d,4.302189803846618e-70
Ssrp1,Set,9.491993056393563e-69
Hells,Pcna,1.1502839857179696e-65
Ifi204,S100a4,2.4078460915305096e-64
Gja1,Snai2,2.5452382621309776e-62
Taf2,Rfc1,6.267929993752068e-61
Ifi204,Fcgr1,1.5803065629616464e-57
Cfdp1,Taf13,3.780957108868163e-57
Wdr3,Drap1,1.004987916936031e-56
Wdr3,Zc3h8,7.44189925606241e-52
Chd1,Pabpc1,3.206049539635118e-51
Mybl2,Ppp1r8,8.208178343631674e-49
Cdca8,Gtf2f1,7.313962900343328e-48
Maf,Slc7a7,4.2746071449150297e-45
S100a16,Zfp217,3.9627063437549706e-44
Cdca4,Cggbp1,7.940877341953659e-44
Acvrl1,Irx3,2.2800666640655768e-42
Il13ra1,Mier1,2.670233088485055e-42
Hmg20b,Rps6kb2,7.064469306694818e-42
Tgif1,Fam107b,9.948364687247278e-42
Tmem65,Zfp516,6.380132280708171e-41
Adrb1,Irx3,1.0221704293190455e-40
Ddx1,Tcp1,7.1384839016116795e-40
Ddx1,Tex10,5.837954661491828e-38
Bub3,Suz12,8.747845888510923e-38
Vegfb,Hsf1,1.4589979278865361e-36
Mbd3,Alkbh7,4.8087950260203226e-36
Wdr3,Rbbp5,1.421915919235575e-35
Dis3,Sarnp,2.6226356184900167e-35
Runx1,Psd4,4.6291537447556597e-35
Cdca4,Pa2g4,7.133513799701928e-35
Snai2,Twist1,1.6697041892257995e-34
Haus3,Atf1,1.983833549906613e-34
Hmg20b,Pef1,2.1679496941439072e-34
Maf,Nt5dc3,5.6057686905632886e-33
Cdca4,Pcna,3.1297671707877246e-32
Ctnnb1,Gorasp2,4.1815494212387783e-32
Npm1,Med6,7.132450880968403e-32
Rbck1,Rbx1,1.1196318888014887e-31
Clp1,Thra,3.359690512852659e-31
Melk,Stat5b,3.7031156597922884e-31
Cdca8,Rfc1,4.27176546360155e-31
Tex10,Trim27,2.1045123749047563e-30
Npm1,Set,1.4700611225596647e-29
Ddx1,Hdac2,1.5511153258048258e-29
Ldb1,Cct4,3.534494347391085e-29
Wdr3,Taf13,1.1956207728640132e-28
Npm1,Pcna,1.4932482727969178e-28
Zfp516,Fkbp1b,3.083077408521733e-28
Hells,Hmgb2,7.449850252249307e-28
Cdca8,Sfpq,1.7996919126844307e-27
Ddx1,Wdr3,2.1939171211586897e-27
Maf,Ids,6.1533008937787115e-27
Cxxc1,Josd2,7.901695843192733e-27
Cdca4,Hnrnpab,1.2368602858964286e-26
Cdca5,Rfc1,4.2559700728857374e-26
Cdca8,Mxd3,4.49120437131143e-26
Josd2,Atf6b,1.9389743122960282e-25
Hadha,Creb3,3.39318544972118e-25
Nfkb1,Psmb9,4.05283913119769e-25
Zfpm1,Vamp4,4.31893831475754e-25
Cdca4,Tmpo,1.0424186886350927e-24
Cdca5,Mxd3,3.835540048008134e-24
Wdr3,Trim27,6.971864369591766e-24
Mybl2,Pcna,7.89532578403223e-24
Cdca4,Ssrp1,9.084954366958878e-24
Rbmxl1,Xpo1,9.629438413754585e-24
Zfpm1,Galk1,1.4509452260831977e-23
Rps3,Gnptg,2.0584002509182366e-23
Chmp1b,Puf60,2.1882105318128012e-23
Kank2,Snai2,2.196447373141607e-23
Maf,Vamp4,2.207548014618058e-23
Mrpl14,Carhsp1,2.457618960110151e-23
Rela,Etv5,2.529261950962703e-23
Ssrp1,Cenpt,3.4986837751626916e-23
Dctn2,Atf6b,1.0572640584383679e-22
Bag6,Atf6b,1.4228855502060156e-22
Tex10,Dnajc2,1.5860421310600905e-22
Rbmxl1,Tex10,1.6602094935760333e-22
Zfpm1,Btd,2.313292843624015e-22
Cdca5,Tmpo,4.928540061850776e-22
Hnrnpk,Zfp422,4.992770506105276e-22
Rbpms,Hlx,5.309310036041636e-22
Wdr3,Nr1d1,1.4112782046119376e-21
Rbmx,Zfp422,2.1144326757309262e-21
Arhgap29,Snai2,4.414403512940073e-21
Nolc1,Ilf2,6.3979733151635286e-21
Cdca8,Tmpo,9.246218720141189e-21
Hic1,Nfatc4,1.156881038263127e-20
Dnmt1,Ppp1r8,1.2751978576886536e-20
Xpo1,Tada2a,1.3002698077898385e-20
Chd1,Acap3,2.3746475601245204e-20
Ddx1,Xpo1,3.661395636622067e-20
Trim28,Cenpt,3.8872483768647207e-20
Nfe2l2,Ttll1,4.779989059608944e-20
Psma5,Sarnp,6.38596849820567e-20
Npm1,Taf1d,9.437883432001973e-20
Npm1,Xpo1,1.0361955320917633e-19
Slmap,Tbl1xr1,1.1064945152430993e-19
Maf,Tmed9,1.6122156987489062e-19
Cct7,Gtf2f1,4.2808435745755827e-19
Cdk4,Ppp1r8,5.113868284147527e-19
Khk,Naca,6.802620228795026e-19
Npm1,Orc6,1.2730298089677527e-18
Npm1,Tex10,1.3899650238080776e-18
Nfe2l2,Lima1,1.4038898068436633e-18
Zfp260,B230219D22Rik,1.6287860494888802e-18
Hspb2,Tcea3,5.752194000804479e-18
Scx,Arl4c,6.647479839055631e-18
Fubp3,Tex10,1.464726251404093e-17
Gnptg,Edf1,1.5277952973572822e-17
Ctcf,Bclaf1,2.524024329019261e-17
Trim28,Set,3.388272264055146e-17
Ifi204,Igsf6,3.797777583729695e-17
Tcp1,Tada2a,4.0270983865918846e-17
Pdlim2,Thra,5.588745796387931e-17
Ccdc34,Stat5b,6.606442868577485e-17
Ctnnb1,Sun1,7.136448613922661e-17
Cdca4,E2f1,7.464730725504726e-17
Nfatc4,Prrx2,8.138862636871741e-17
Cenpt,Tfdp1,9.503345835933703e-17
Emp3,Hlx,9.822528828202993e-17
Nfya,Ankrd13a,9.962377527909686e-17
Zfp217,Desi1,1.514860114857449e-16
Nfkbiz,Irf9,1.7791432095343435e-16
Ddx1,Psip1,1.9897218813537304e-16
Trim27,Smarce1,2.4760781810094974e-16
Rnps1,Nono,2.6808423113742234e-16
Zfp110,Txnl1,2.7090549185130826e-16
Rbck1,Tpra1,2.98108586375794e-16
Ssrp1,Smarcc1,5.125153432609666e-16
Xdh,Nr1h3,8.674871032318338e-16
Cenpt,Tada2a,1.0449405792040148e-15
Trim28,Tex10,1.1077435983287706e-15
Xpo1,Nono,1.28818514541944e-15
Tbx2,Ehd2,1.407456764408429e-15
Cdca4,Trim28,2.2529097678419446e-15
Phf5a,Anp32e,2.5693555834353855e-15
Drap1,Mrpl14,2.610520183882059e-15
Arid1a,Txnl1,2.6841683867315145e-15
Cdca5,Smarcc1,2.9302669664286385e-15
Xpo1,Rbbp5,3.739343262582462e-15
Wdr3,Smarce1,3.91419377829681e-15
Cdca8,Smarcc1,3.957486357031758e-15
Ccne1,Mxd3,4.16985602338944e-15
Npm1,Rnps1,5.354402407374849e-15
Cdca5,Set,5.399258439222207e-15
Akna,Ptpre,5.609238773044276e-15
Ssb,Hmgn5,6.124010741925104e-15
Cdca5,Pcna,6.228894520796648e-15
Ilf3,Cenpt,8.32688273097248e-15
Cdca8,Top2a,1.450736077106985e-14
Cdca5,Hdac1,1.5895832804521713e-14
Mybl2,Hmgb2,1.7279007587905972e-14
Fbl,Ppp1r8,1.7637422209304035e-14
Fubp3,Wdr3,2.2720951847273536e-14
Gtf2b,Mrpl14,2.6816020688760502e-14
