Source,Target,PValue
Gpbp1,Stag2,0.0
Hibadh,Basp1,0.0
E2f4,Bak1,2.582683456144855e-206
Zbtb16,Ndrg2,5.258129237695365e-201
Csk,Ldb1,3.6742584125506944e-183
Tsen54,Ddx41,3.7513093924686644e-174
Agtr1a,Hhex,6.141591265208388e-173
Rxrg,Acsl1,2.526239509582233e-156
Ctbp2,Naca,1.416696825174021e-138
Mark2,Vps72,3.5444000440811805e-125
Rhog,Vps72,5.122771596104562e-124
Nckap1,Sp110,3.8000572687966064e-120
Trim16,Myh14,8.33624710064076e-111
Rdx,Zfp281,1.0572068857156839e-106
Irf9,Ifit3,7.998218783858113e-101
Batf,Samhd1,1.9517425945466546e-98
Inpp5d,Sp110,5.7408127009969176e-98
Trim16,Pqlc3,8.596504455879737e-96
Hibadh,Sod2,3.038484337691729e-92
Gna11,Zfp281,8.847405617242258e-92
Junb,Klhl13,5.66066759928113e-91
Hhex,Aldh6a1,8.617938616612693e-91
Stat1,Bod1,2.475553246280686e-87
Rxrg,Trak1,5.7601318032073676e-86
Trim16,Efnb1,4.887979027052107e-83
Edf1,Mrpl55,2.569751222025278e-81
Igtp,Nfatc1,2.157733096323403e-78
Tapbp,Zfp36,2.8984946184596017e-78
Nfe2l1,Esyt1,1.7165562719099136e-77
Zhx1,Bccip,4.370326171808105e-77
Cp,Cebpb,4.044888207459872e-76
Snrpa1,Cry1,2.8260148976529035e-75
Slc4a2,Srebf2,5.640240419357556e-75
Nfic,Asb8,3.1599395941496492e-74
Ppp1r11,Taf10,7.074408094736672e-74
Irf1,Erap1,2.2409665597541236e-73
Bod1,Adar,2.3998560645412403e-69
Tra2b,Thoc1,1.0554302150517118e-68
Capn1,Taf13,1.853464213627374e-68
Il6st,Cebpb,7.856741896963818e-68
Mark2,E2f4,1.6168088360192226e-67
Phf5a,Ccdc34,1.8808132533967454e-67
Rps11,Hlf,1.9416825349145344e-66
Hnrnpf,Tgif1,3.006638568009612e-64
Phf5a,Chchd4,5.176342068102023e-64
Cyyr1,Erg,6.61630617112321e-64
Rpl14,Naca,1.0101385318878718e-62
Phf5a,Ngdn,1.0267843276566724e-62
Edf1,Chmp2a,1.5279545805193385e-62
Dhx15,Pbrm1,4.8584066713645965e-62
Xaf1,Trim30a,7.172489236303645e-61
Plekhj1,Safb2,9.385430068901529e-60
