Source,Target,PValue
Dusp7,Rela,8.684313270551076e-88
Lama4,Prrx1,5.934594036520762e-87
Clock,Nckap5l,8.035150715090522e-83
Cryab,Aebp1,1.7399965145502214e-78
Ogn,Hic1,6.928569480993405e-78
Vps72,Mrps14,3.906915097392136e-73
Lama4,Aebp1,7.035837553297366e-64
Ogn,Prrx1,6.954022342899548e-53
Cryab,Prrx1,3.1068480343943925e-50
Srebf2,Mrps14,2.7727534888153373e-43
Ehd2,Hic1,5.304001514850216e-40
Srebf2,Ufsp2,6.243451227277863e-40
Col5a2,Nfib,7.359956979098132e-39
Colec12,Nfib,1.3302023327545774e-38
Aebp1,Homer3,2.1097837804281407e-35
Meox2,Itgb1bp2,2.3842172355441724e-33
Mfap5,Nfatc4,4.2810817022948407e-29
Cav1,Aebp1,6.608393255922719e-28
Lrrc39,Zbtb16,1.2217965929090029e-27
Ogn,Aebp1,4.4945206107907526e-27
Rcor2,Pih1d1,8.734566347820163e-27
Meox2,Dhrs7c,9.388116858000017e-27
Pgm5,Hic1,1.2152312978465762e-26
Vps72,Ufsp2,3.210156847517636e-26
Fibin,Nfatc4,4.987892627591467e-26
Rasl11b,Snai2,5.687804278240488e-26
Lsp1,Nfatc4,1.5481606348760316e-25
Armcx2,Hdac2,1.449864404015144e-24
Vps72,Yipf5,3.318831908070091e-23
Wwtr1,Aebp1,7.251183287958643e-23
Dusp7,Hopx,2.684445284806742e-22
Akt2,Nfic,3.531310070604293e-22
Myoz2,Hopx,4.876028787308123e-22
Ehd2,Prrx1,7.145937007836436e-21
Vgll3,Twist1,9.353927063545028e-20
Meox2,Abra,2.0680705438795296e-19
Rasip1,Rarg,2.8109550562704693e-19
Mfap5,Aebp1,4.632823119402024e-19
Rarg,Plscr3,1.4499317158396808e-18
Rarg,Rnf144a,3.624211104963395e-18
Sox12,Armcx2,4.741191963240023e-18
Bmp6,Rarg,2.954076316268942e-17
Zfp354c,Xdh,1.1540563862799705e-16
Olfml3,Aebp1,2.226500875254634e-16
Tie1,Hlx,2.950523479219707e-16
Myo1c,Taf8,5.185762189121197e-16
Pxdn,Nfib,7.154170917183254e-16
Acat1,Ppargc1a,1.0059205480079216e-15
Sulf1,Nfatc4,2.593469827943007e-15
Slc36a2,Hopx,4.7384258048219185e-15
Coro6,Zbtb16,6.0271852125270505e-15
Stt3a,Zfp148,6.3834556511746184e-15
Cav1,Prrx1,6.920304433632296e-15
E2f3,Dusp1,7.0612366609915194e-15
Col1a2,Snai2,9.695272209310766e-15
Pcolce,Prrx2,1.1432986079140047e-14
Prelp,Nfix,1.2184298093978215e-14
Srrm1,Kdm5c,1.3253242506233644e-14
Ogn,Nfib,1.356179968562579e-14
Cebpa,Mertk,1.5099727031974705e-14
Fstl1,Yap1,1.511975756274003e-14
Pdgfrb,Aebp1,2.234219312524084e-14
Slc38a3,Nr0b2,2.6194055697040723e-14
Dusp7,Calcoco1,3.4714981258469654e-14
Runx1,Clic1,1.3013257040685773e-13
Meox2,Coro6,1.4137971073776472e-13
Sulf1,Safb,1.4487573637526474e-13
Ppargc1a,Ndufv3,1.6135826659747126e-13
Mbd3,Fbxw8,1.6814147629201368e-13
Lamb2,Nfib,4.0682651254888534e-13
Plvap,Gtf2f1,4.560838550707938e-13
Srebf2,Ufm1,7.052633444542752e-13
Pxdn,Snai2,8.462642481072109e-13
Rnaseh2b,Zfp36,8.668954434813827e-13
Tm4sf1,Prrx1,1.0343026871313027e-12
Pcdh18,Nfatc4,1.6396715099422217e-12
Ptprb,Calcoco1,1.986370864379944e-12
Men1,Clpb,2.2475276424235107e-12
Meox2,Ttn,2.3992431090569233e-12
Litaf,Etv6,3.145994781159348e-12
Ehd2,Aebp1,3.663203588934352e-12
Vps72,Rpl32,4.839242370481284e-12
Krt80,Klf2,1.0894862014767726e-11
Slc9a3r2,Rarg,1.633723707054944e-11
Pdgfrb,Prrx1,2.6669515023354515e-11
Srebf2,Yipf5,2.7180726034223815e-11
Gatad1,Cops6,3.202142909835586e-11
Asb10,Rxrg,3.22359073374013e-11
Gas1,Twist1,7.034686001115297e-11
Nfib,Rbms1,7.486510577036086e-11
Gstm7,Nr0b2,8.616188668517028e-11
Meox2,Ldb3,9.62370246812815e-11
Ankrd1,Coro6,1.0162384501768946e-10
Mb,Zbtb16,1.214082649851554e-10
Ndufb9,Ppargc1a,1.360804351739807e-10
Pcdh18,Prrx2,1.5737466771922378e-10
Lsp1,Hic1,2.1764910462601038e-10
Dusp7,Rarg,2.5599095498611647e-10
Fam122a,Nat14,2.879785041555762e-10
Tm4sf1,Aebp1,2.977936759859765e-10
Runx1,Cd44,3.2213252191100943e-10
Tfip11,Rbm7,3.4391734262105244e-10
Gpihbp1,Zbtb16,3.929883225438615e-10
Ssb,Pnn,4.0789649511175645e-10
Ephb4,Nat14,4.083872254368437e-10
Pcolce,Aebp1,4.422437028874203e-10
Col1a2,Aebp1,4.974465072497971e-10
Ddx39,Epas1,5.212740848478872e-10
Rhoj,Aebp1,5.438057143838991e-10
Foxp1,Ikzf1,5.513150375985569e-10
Gpr153,Nfatc4,5.55283426528365e-10
Vgll3,Prrx1,6.892497235747199e-10
Nfkb2,Cul4a,7.840318080929396e-10
Lamb2,Aebp1,7.978224932189831e-10
Trim28,Samd14,8.628465212509953e-10
Fbn1,Aebp1,8.628853028938065e-10
Gpihbp1,Calcoco1,9.533034683404023e-10
