TF,gene,Confidence
NFKB2,MDK,High
NFKB2,MIR4500HG,High
NFKB2,NCF2,High
NFKB2,NDE1,High
NFKB2,NFKB1,High
NFKB2,NFKBIA,High
NFKB2,NFKBIB,High
NFKB2,NFKBID,High
NFKB2,NFKBIZ,High
NFKB2,OLFM4,High
NFKB2,OPTN,High
NFKB2,PAFAH1B3,High
NFKB2,PDE4B,High
NFKB2,PHF1,High
NFKB2,PIP4K2A,High
NFKB2,PMAIP1,High
NFKB2,PRDM13,High
NFKB2,PRR16,High
NFKB2,PTGS2,High
NFKB2,RAP1GAP,High
NFKB2,RETN,High
NFKB2,RHBDL2,High
NFKB2,RPS6KA1,High
NFKB2,S100A3,High
NFKB2,SEMA3A,High
NFKB2,SIRT6,High
NFKB2,SKIDA1,High
NFKB2,SLA2,High
NFKB2,SLC6A14,High
NFKB2,SLC8B1,High
NFKB2,TAAR6,High
NFKB2,TAGLN2,High
NFKB2,TJP2,High
NFKB2,TMTC2,High
NFKB2,TRIM31,High
NFKB2,TTC3P1,High
NFKB2,ZNF670,High
NFKB2,ARG2,High
NFKB2,ARID5B,High
NFKB2,CALCA,High
NFKB2,CHMP4C,High
NFKB2,CHSY1,High
NFKB2,CYTH2,High
NFKB2,ERN1,High
NFKB2,FAM157A,Low
NFKB2,FGF23,High
NFKB2,FHL3,High
NFKB2,GAREM1,High
NFKB2,GFPT2,High
NFKB2,IER3,High
NFKB2,IFT43,High
NFKB2,NR1H2,High
NFKB2,PLOD2,High
NFKB2,PPP1R18,High
NFKB2,RELT,High
NFKB2,RHBDF2,High
NFKB2,SERINC2,High
NFKB2,SNX33,High
NFKB2,SOD2,High
NFKB2,STC2,High
NFKB2,STX4,High
NFKB2,TRIM69,High
NFKB2,VCAN,High
NFKB2,ZSWIM4,High
NFKB2,REG1B,Low
NFKB2,ANO1-AS2,Low
NFKB2,ASB1,Low
NFKB2,CD300E,Low
NFKB2,CLCN6,Low
NFKB2,CPNE8,Low
NFKB2,ETS2,Low
NFKB2,FABP5P3,Low
NFKB2,HTR3A,Low
NFKB2,HTR5A,Low
NFKB2,KCNB1,Low
NFKB2,LPCAT1,Low
NFKB2,MAPK8IP3,Low
NFKB2,MYOM1,Low
NFKB2,NCR2,Low
NFKB2,RAB43,Low
NFKB2,RUBCN,Low
NFKB2,SLC22A14,Low
NFKB2,SLC22A15,Low
NFKB2,TSSC4,Low
NFKB2,WFDC8,Low
NFKB2,ZNF513,Low
NFKB2,GPRIN3,High
NFKB2,OR6B3,Low
NFKB2,FBXL22,Low
NFKB2,GOLGA6B,Low
NFKB2,MEFV,Low
NFKB2,NPTX2,Low
NFKB2,SNORD89,Low
NFKB2,TGFB3,Low
NFKB2,ZBTB2,Low
NFKB2,ADRA2B,High
NFKB2,ALOX5AP,High
NFKB2,ARHGEF5,High
NFKB2,C5AR1,Low
NFKB2,CALCB,High
NFKB2,CALN1,High
NFKB2,CBLB,High
NFKB2,CCL11,High
NFKB2,CD9,High
NFKB2,CDK16,High
NFKB2,CEACAM3,High
NFKB2,CLDN4,High
NFKB2,CLDN6,High
NFKB2,CNGB1,High
NFKB2,CRYM-AS1,High
NFKB2,CXCL8,High
NFKB2,CYP21A1P,High
NFKB2,DIO3,High
NFKB2,DKFZp779M0652,High
NFKB2,EGFR-AS1,High
NFKB2,FGF19,High
NFKB2,GPR84,High
NFKB2,HSPA4L,High
NFKB2,IL17C,High
NFKB2,IRF7,High
NFKB2,KCNF1,High
NFKB2,KDM6B,High
NFKB2,LINC00473,High
NFKB2,LINC01254,Low
NFKB2,MAP1LC3B2,High
NFKB2,3-Mar,High
NFKB2,NFATC1,High
NFKB2,PF4,High
NFKB2,PFKP,High
NFKB2,PITPNM1,High
NFKB2,PLA2G2C,High
NFKB2,PTP4A3,High
NFKB2,SFTA3,High
NFKB2,SH2B2,High
NFKB2,SLC38A5,High
NFKB2,SSTR3,High
NFKB2,STEAP2,High
NFKB2,TMEM217,High
NFKB2,TREML1,High
NFKB2,UPP2,High
NFKB2,USP36,High
NFKB2,VIPR1-AS1,High
NFKB2,YPEL2,High
NFKB2,LINC00313,Low
NFKB2,BHLHA9,Low
NFKB2,HES5,High
NFKB2,HES7,Low
NFKB2,MCTP1,Low
NFKB2,TMEM171,Low
NFKB2,CDC7,High
NFKB2,MNT,High
NFKB2,ABHD16A,High
NFKB2,ABHD6,High
NFKB2,ACTBL2,High
NFKB2,AGAP2,High
NFKB2,AGL,High
NFKB2,APOA5,High
NFKB2,ARHGAP20,High
NFKB2,ARHGAP21,High
NFKB2,ARHGAP42,High
NFKB2,ARHGAP9,High
NFKB2,ARHGEF28,High
NFKB2,ATG2A,Low
NFKB2,ATP12A,High
NFKB2,ATP2B4,High
NFKB2,BACH1,High
NFKB2,BASP1,High
NFKB2,BCL2L11,High
NFKB2,BHLHE41,High
NFKB2,C1orf198,High
NFKB2,CA1,High
NFKB2,CACNA1G,High
NFKB2,CASP14,High
NFKB2,CASP4,High
NFKB2,CCDC188,High
NFKB2,CCL19,High
NFKB2,CCNA1,High
NFKB2,CCR9,High
NFKB2,CFAP221,High
NFKB2,CFAP45,High
NFKB2,CHRDL2,High
NFKB2,CLIC1,High
NFKB2,CNTNAP2,High
NFKB2,CRYAA,High
NFKB2,CTD-2350J17.1,High
NFKB2,CTXN3,High
NFKB2,DCD,High
NFKB2,DGAT2,High
NFKB2,DGUOK,High
NFKB2,DUSP13,High
NFKB2,EGLN3,High
NFKB2,ELL2,High
NFKB2,ENDOU,High
NFKB2,EPHB1,High
NFKB2,ERVW-1,High
NFKB2,ETNK2,High
NFKB2,ETV4,High
NFKB2,EVX1,High
NFKB2,EZH2,High
NFKB2,FAM110A,High
NFKB2,FAM127A,High
NFKB2,FAM169B,High
NFKB2,FAM43B,High
NFKB2,FANCC,High
NFKB2,FGF5,High
NFKB2,FITM1,High
NFKB2,FNDC3B,High
NFKB2,FNDC4,High
NFKB2,FOLR3,High
NFKB2,FRMD4B,High
NFKB2,FRMPD2,High
NFKB2,FRY,High
NFKB2,GALNT18,High
NFKB2,GATA4,High
NFKB2,GATAD2A,High
NFKB2,GMCL1P1,High
NFKB2,GMEB2,High
NFKB2,GPR1,High
NFKB2,GPR87,High
NFKB2,GUK1,High
NFKB2,HES1,High
NFKB2,HES4,High
NFKB2,HIST1H3J,High
NFKB2,HIVEP3,High
NFKB2,HORMAD2-AS1,High
NFKB2,HOXA10,High
NFKB2,HS3ST3B1,High
NFKB2,HSPB1,High
NFKB2,ICAM3,High
NFKB2,ICAM5,High
NFKB2,ID2,High
NFKB2,IFITM1,High
NFKB2,IL1R1,High
NFKB2,INF2,High
NFKB2,ITPR1,High
NFKB2,JPH1,High
NFKB2,JUN,High
NFKB2,KIFC3,High
NFKB2,KLF11,High
NFKB2,KLHDC7A,High
NFKB2,KLHL40,High
NFKB2,KLHL5,High
NFKB2,KRAS,Low
NFKB2,LILRB2,High
NFKB2,LIMK2,High
NFKB2,LINC00239,High
NFKB2,LINC00619,High
NFKB2,LINC01352,High
NFKB2,LOXHD1,High
NFKB2,LPAR2,High
NFKB2,LYPD5,High
NFKB2,MAGEB1,High
NFKB2,MAMDC2,High
NFKB2,MAPK11,High
NFKB2,MCOLN2,High
NFKB2,MEG3,High
NFKB2,MIR1250,High
NFKB2,MIR661,High
NFKB2,MIR6753,High
NFKB2,MIR6757,High
NFKB2,MMP12,Low
NFKB2,MMP9,High
NFKB2,MOGAT2,High
NFKB2,MROH5,High
NFKB2,MSX1,High
NFKB2,MT1E,High
NFKB2,MYLK-AS1,High
NFKB2,MYRF,High
NFKB2,NAMPT,High
NFKB2,NEU4,High
NFKB2,NFE2,High
NFKB2,NLGN2,High
NFKB2,NLRC5,High
NFKB2,NLRP10,High
NFKB2,NPIPA7,High
NFKB2,OR4D1,High
NFKB2,P4HA1,High
NFKB2,PADI4,High
NFKB2,PDE4C,High
NFKB2,PELO,High
NFKB2,PHYHD1,High
NFKB2,PIGR,High
NFKB2,PIK3R1,High
NFKB2,PIM2,High
NFKB2,PITPNC1,High
NFKB2,PKLR,High
NFKB2,PLD4,High
NFKB2,PLPPR4,High
NFKB2,PLXNA2,High
NFKB2,PPP2R5B,High
NFKB2,PRG2,High
NFKB2,PSG9,High
NFKB2,PTBP3,High
NFKB2,PTH1R,High
NFKB2,PVT1,High
NFKB2,PWWP2B,High
NFKB2,RAB20,High
NFKB2,RAB33A,High
NFKB2,RALGPS2,High
NFKB2,RHOD,High
NFKB2,RIN1,High
NFKB2,RNASE9,High
NFKB2,RNF122,High
NFKB2,ROM1,High
NFKB2,RUFY3,High
NFKB2,SAT1,High
NFKB2,SBSN,High
NFKB2,SECTM1,Low
NFKB2,SEMA3F,High
NFKB2,SEMA4C,High
NFKB2,9-Sep,High
NFKB2,SGMS2,High
NFKB2,SH2D3A,High
NFKB2,SLC16A3,High
NFKB2,SLC25A48,High
NFKB2,SLC2A4,High
NFKB2,SLC39A2,High
NFKB2,SLC52A3,High
NFKB2,SLC7A5,High
NFKB2,SNORA47,High
NFKB2,SNORD83B,High
NFKB2,SNRPB,High
NFKB2,SP100,High
NFKB2,SPANXN1,High
NFKB2,SPATA13,High
NFKB2,SPECC1L,High
NFKB2,SRF,High
NFKB2,ST8SIA2,High
NFKB2,STAT5A,High
NFKB2,STRA6,High
NFKB2,SYNE2,High
NFKB2,SYNJ2,High
NFKB2,TBCB,High
NFKB2,TFEB,High
NFKB2,TGFBR3,High
NFKB2,THBS1,High
NFKB2,THBS2,High
NFKB2,TLR2,High
NFKB2,TM4SF1,High
NFKB2,TMEM158,High
NFKB2,TMEM54,High
NFKB2,TMPRSS11D,High
NFKB2,TNFRSF21,High
NFKB2,TP53TG5,High
NFKB2,TRPM6,High
NFKB2,TRPV6,High
NFKB2,TSEN34,High
NFKB2,TSPO,High
NFKB2,TUBB6,High
NFKB2,UBA6,High
NFKB2,USP17L1,High
NFKB2,VASP,High
NFKB2,VDR,High
NFKB2,WDR45,High
NFKB2,XKR6,High
NFKB2,YWHAEP1,High
NFKB2,ZBTB20-AS4,High
NFKB2,ZIC5,High
NFKB2,ZMYND15,High
NFKB2,ZNF385B,High
NFKB2,ZNF446,High
NFKB2,ZNF705G,High
NFKB2,AANAT,Low
NFKB2,OR5K4,Low
NFKB2,USP11,Low
NFKB2,AFAP1-AS1,High
NFKB2,AIP,High
NFKB2,AIRE,High
NFKB2,ALDH1A3,High
NFKB2,ANKRD44-IT1,High
NFKB2,AOAH-IT1,High
NFKB2,ARHGEF2,High
NFKB2,ARNTL2,High
NFKB2,BCAM,High
NFKB2,BIK,High
NFKB2,BMP2,High
NFKB2,BNIP3L,High
NFKB2,C12orf74,Low
NFKB2,C2orf27A,High
NFKB2,C9orf152,High
NFKB2,C9orf72,High
NFKB2,CACNG2,High
NFKB2,CCL3,High
NFKB2,CCRL2,High
NFKB2,CD44,High
NFKB2,CDC37,High
NFKB2,CDX4,High
NFKB2,CECR3,High
NFKB2,CHIC2,High
NFKB2,CIB1,Low
NFKB2,CX3CL1,High
NFKB2,CXCR1,High
NFKB2,CYMP,High
NFKB2,CYP4B1,High
NFKB2,CYSTM1,High
NFKB2,DCLK3,High
NFKB2,DHRS9,High
NFKB2,DMBT1,High
NFKB2,DTX2,High
NFKB2,DTX4,High
NFKB2,DUSP23,High
NFKB2,EFHD2,High
NFKB2,EGFL6,High
NFKB2,EHHADH-AS1,High
NFKB2,EMID1,High
NFKB2,EML2-AS1,High
NFKB2,ERC2,High
NFKB2,ESR2,High
NFKB2,FAM133DP,High
NFKB2,FAM222A,High
NFKB2,FAM46C,High
NFKB2,FAM53C,High
NFKB2,FAM89A,High
NFKB2,FBXW7,High
NFKB2,FCHO1,High
NFKB2,FLJ22763,High
NFKB2,FLRT3,High
NFKB2,GAB2,High
NFKB2,GAS2L3,High
NFKB2,GDF7,High
NFKB2,GFOD1,High
NFKB2,GIPR,High
NFKB2,GJA1,High
NFKB2,GLP1R,High
NFKB2,GPRC5A,High
NFKB2,HAS3,High
NFKB2,HIVEP1,High
NFKB2,HLA-J,High
NFKB2,HOOK2,High
NFKB2,HOXB13,High
NFKB2,HPCAL1,High
NFKB2,HS3ST1,High
NFKB2,HS6ST1,High
NFKB2,HYALP1,High
NFKB2,IFFO2,High
NFKB2,IL11,High
NFKB2,IL13,High
NFKB2,IL21R,High
NFKB2,IRF2BPL,High
NFKB2,IRF9,High
NFKB2,ISM1,High
NFKB2,ITPK1-AS1,High
NFKB2,KCNB2,High
NFKB2,KCNK5,High
NFKB2,KCNMA1,High
NFKB2,KDM4B,High
NFKB2,KIAA1324L,High
NFKB2,KLHL15,High
NFKB2,KLHL36,High
NFKB2,KREMEN2,High
NFKB2,KRT16P1,High
NFKB2,KRT16P2,High
NFKB2,KRT16P3,High
NFKB2,KSR1,High
NFKB2,LAMC2,High
NFKB2,LHX5,High
NFKB2,LINC00319,High
NFKB2,LINC00320,High
NFKB2,LINC00443,High
NFKB2,LINC00578,High
NFKB2,LINC00615,High
NFKB2,LINC00937,High
NFKB2,LINC01036,High
NFKB2,LINC01111,High
NFKB2,LINC01138,High
NFKB2,LINC01322,High
NFKB2,LINC01538,High
NFKB2,LRRC9,High
NFKB2,MCTP2,High
NFKB2,MEF2D,High
NFKB2,MESDC1,High
NFKB2,MFAP3L,High
NFKB2,MGAT4EP,High
NFKB2,MID1,High
NFKB2,MIR193A,High
NFKB2,MIR3945HG,High
NFKB2,MME,High
NFKB2,MMP1,High
NFKB2,MT2A,High
NFKB2,NELL1,High
NFKB2,NFIL3,High
NFKB2,NHEG1,High
NFKB2,NKAIN4,High
NFKB2,NKX6-1,High
NFKB2,NR1I2,High
NFKB2,OSMR-AS1,High
NFKB2,PAG1,High
NFKB2,PARP8,High
NFKB2,PCK1,High
NFKB2,PI15,High
NFKB2,PLA2G4E,High
NFKB2,PLEKHA1,High
NFKB2,PLEKHA6,High
NFKB2,PLSCR1,High
NFKB2,PLSCR2,High
NFKB2,PPFIA4,High
NFKB2,PPP2R2A,High
NFKB2,PRKAB2,High
NFKB2,PRR7,High
NFKB2,PTPRE,High
NFKB2,RAB8B,High
NFKB2,RAPGEF5,High
NFKB2,RASSF5,High
NFKB2,RASSF6,High
NFKB2,RGCC,High
NFKB2,RGS8,High
NFKB2,RHBDF1,High
NFKB2,RHCG,High
NFKB2,RNF19A,High
NFKB2,RPL23AP82,High
NFKB2,S100A8,High
NFKB2,SAMSN1,High
NFKB2,SEMA4B,High
NFKB2,SEMA5B,High
NFKB2,SEMA7A,High
NFKB2,SERPINH1,High
NFKB2,SFMBT2,High
NFKB2,SGK2,High
NFKB2,SH2D4B,High
NFKB2,SH3PXD2A-AS1,High
NFKB2,SHISA9,High
NFKB2,SLAMF1,High
NFKB2,SLC14A2,High
NFKB2,SLC41A1,High
NFKB2,SLCO4A1,High
NFKB2,SLCO5A1,High
NFKB2,SMIM12,High
NFKB2,SMPD3,High
NFKB2,SP6,High
NFKB2,ST6GALNAC6,High
NFKB2,STK24,High
NFKB2,STX6,High
NFKB2,TANC1,High
NFKB2,TBC1D10A,High
NFKB2,TCF15,High
NFKB2,TLE1,High
NFKB2,TLX1NB,High
NFKB2,TMCC2,High
NFKB2,TMEFF1,High
NFKB2,TMEM2,High
NFKB2,TMEM200A,High
NFKB2,TMEM39B,High
NFKB2,TMIGD1,High
NFKB2,TNC,High
NFKB2,TNFAIP1,Low
NFKB2,TNFRSF8,High
NFKB2,TNFSF9,High
NFKB2,TRAF3,High
NFKB2,TRPC4,High
NFKB2,TRPV3,High
NFKB2,TSC22D2,High
NFKB2,TTC39C-AS1,High
NFKB2,TUBA1C,Low
NFKB2,USP12,High
NFKB2,VIPR1,High
NFKB2,VWA5A,High
NFKB2,ZBED3,High
NFKB2,ZDHHC7,High
NFKB2,ZFAS1,High
NFKB2,ZIC2,High
NFKB2,BAIAP2L2,High
NFKB2,C12orf71,High
NFKB2,CAMK2N2,High
NFKB2,CEACAM19,High
NFKB2,COL25A1,High
NFKB2,DCAF8L1,High
NFKB2,DGKH,High
NFKB2,DNAAF1,High
NFKB2,DTNBP1,High
NFKB2,ECE1,High
NFKB2,ERO1A,High
NFKB2,ETV6,High
NFKB2,EZR,High
NFKB2,F2RL1,High
NFKB2,FAM25C,High
NFKB2,FREM3,High
NFKB2,GAS8,High
NFKB2,HLA-G,High
NFKB2,KLK7,High
NFKB2,KRBA1,High
NFKB2,LGALS3,High
NFKB2,LPIN2,High
NFKB2,MX1,High
NFKB2,OR2A5,High
NFKB2,OR8U1,High
NFKB2,P2RX1,High
NFKB2,PHKG2,High
NFKB2,PRMT2,High
NFKB2,PSMB10,High
NFKB2,RCC2,High
NFKB2,RGS16,High
NFKB2,SDS,High
NFKB2,SEC14L4,High
NFKB2,SLC25A18,High
NFKB2,SLC4A7,High
NFKB2,SPATA21,High
NFKB2,SPATA2L,High
NFKB2,SSX2B,High
NFKB2,SYT9,High
NFKB2,TMEM51,High
NFKB2,TMSB10,High
NFKB2,TNFSF13B,High
NFKB2,U2AF1L5,High
NFKB2,WNT4,High
NFKB2,ZNF233,High
NFKB2,CASQ1,Low
NFKB2,SH3RF2,Low
NFKB2,TMC2,Low
NFKB2,VWA1,Low
NFKB2,DHODH,Low
NFKB2,HS6ST2,Low
NFKB2,SLC2A1,Low
NFKB2,CCDC85B,Low
NFKB2,FAM131A,Low
NFKB2,ISYNA1,Low
NFKB2,PCSK1N,Low
NFKB2,TMEM184B,Low
NFKB2,TRIM46,Low
NFKB2,DNAH17,Low
NFKB2,MAP2K2,Low
NFKB2,PERM1,Low
NFKB2,DHX34,Low
NFKB2,C10orf10,Low
NFKB2,KCNC2,Low
NFKB2,MCEMP1,Low
NFKB2,MIR4435-2HG,Low
NFKB2,PTCSC3,Low
NFKB2,RGMB,Low
NFKB2,SCARNA15,Low
NFKB2,SLCO4A1-AS1,Low
NFKB2,ST7-OT4,Low
NFKB2,TOX3,Low
NFKB2,WFDC11,Low
NFKB2,ZFYVE27,Low
NFKB2,HIF1A-AS1,Low
NFKB2,PLK3,Low
NFKB2,TBC1D25,Low
NFKB2,KLK6,Low
NFKB2,MRGPRX3,Low
NFKB2,RD3,Low
NFKB2,A3GALT2,Low
NFKB2,C15orf48,Low
NFKB2,CEBPB,Low
NFKB2,CUX2,Low
NFKB2,CYP3A4,Low
NFKB2,DGCR14,Low
NFKB2,DMRTA1,Low
NFKB2,ELANE,Low
NFKB2,FBXL13,Low
NFKB2,GNGT1,Low
NFKB2,GREM2,Low
NFKB2,GTPBP2,Low
NFKB2,HIST1H2AA,Low
NFKB2,JAKMIP2-AS1,Low
NFKB2,KRTAP16-1,Low
NFKB2,LINC01629,Low
NFKB2,MFSD7,Low
NFKB2,MIR3945,Low
NFKB2,MYH1,Low
NFKB2,MYH7,Low
NFKB2,NAT2,Low
NFKB2,NOG,Low
NFKB2,OASL,Low
NFKB2,OR10Q1,Low
NFKB2,OR2J3,Low
NFKB2,OR4B1,Low
NFKB2,PFKFB4,Low
NFKB2,PNP,Low
NFKB2,RAB39B,Low
NFKB2,SAMD10,Low
NFKB2,SNORA31,Low
NFKB2,SNORA70F,Low
NFKB2,SPDYE7P,Low
NFKB2,TAP1,Low
NFKB2,TAT,Low
NFKB2,TPD52L2,Low
NFKB2,TTPAL,Low
NFKB2,VMO1,Low
NFKB2,ZNF331,Low
NFKB2,ZNF491,Low
NFKB2,ZNF878,Low
NFKB2,ADGRE2,High
NFKB2,ANXA11,High
NFKB2,BAZ1A,High
NFKB2,BLNK,High
NFKB2,CDC25B,High
NFKB2,CDIPT,High
NFKB2,CHD1,High
NFKB2,CNOT9,High
NFKB2,CREB3,High
NFKB2,CRYGB,High
NFKB2,DCP1A,High
NFKB2,DKK1,High
NFKB2,DLL1,High
NFKB2,DMRTC1,High
NFKB2,DOK5,High
NFKB2,ELOVL3,High
NFKB2,ERP27,High
NFKB2,FAM169A,High
NFKB2,GABARAPL1,High
NFKB2,GNE,High
NFKB2,GPSM1,High
NFKB2,GPX3,High
NFKB2,GTF3C2-AS1,High
NFKB2,HIC1,High
NFKB2,HIST2H2AB,High
NFKB2,IGFBP1,High
NFKB2,IL18RAP,High
NFKB2,IL31,High
NFKB2,INHBA,High
NFKB2,KDM8,High
NFKB2,KIAA0930,High
NFKB2,KIAA1549L,High
NFKB2,KRBA2,High
NFKB2,KRT12,High
NFKB2,KRT8P41,High
NFKB2,KRTAP9-6,High
NFKB2,LDLR,High
NFKB2,LINC01351,High
NFKB2,LINGO1-AS2,High
NFKB2,MAGEB6,High
NFKB2,MIR7848,High
NFKB2,MTMR11,High
NFKB2,MTRF1L,High
NFKB2,MYO1E,High
NFKB2,OLFM3,High
NFKB2,OR2M1P,High
NFKB2,P2RY6,High
NFKB2,PDLIM7,High
NFKB2,PID1,High
NFKB2,PIGA,High
NFKB2,PPP1R15A,High
NFKB2,PRAC1,High
NFKB2,PRKG1-AS1,High
NFKB2,PRR29,High
NFKB2,PTPRH,High
NFKB2,RNF175,High
NFKB2,RTP3,High
NFKB2,S100A16,High
NFKB2,SALL1,High
NFKB2,SAV1,High
NFKB2,SCARNA18,High
NFKB2,SH2D2A,High
NFKB2,SLC16A12,High
NFKB2,SLC22A4,High
NFKB2,SPAG1,High
NFKB2,TESC,High
NFKB2,TLN2,High
NFKB2,WBP2,High
NFKB2,WHRN,High
NFKB2,WNT8B,High
NFKB2,DYRK1B,Low
NFKB2,LINC00895,Low
NFKB2,LINC01189,Low
NFKB2,SYT7,Low
NFKB2,TNFRSF1A,Low
NFKB2,SCAMP1,Low
NFKB2,SCIN,Low
NFKB2,AGBL1,High
NFKB2,ANKRD36C,High
NFKB2,AR,High
NFKB2,ARL4C,High
NFKB2,BPI,High
NFKB2,C20orf202,High
NFKB2,CERS5,High
NFKB2,CPNE7,High
NFKB2,CSNK1D,High
NFKB2,DUSP16,Low
NFKB2,EGR1,High
NFKB2,FAM83D,Low
NFKB2,GAS5,High
NFKB2,H3F3B,Low
NFKB2,HOXB5,High
NFKB2,HPYR1,High
NFKB2,HRH2,High
NFKB2,KCNH4,High
NFKB2,KCNMB2,High
NFKB2,LINC00403,High
NFKB2,NARF,High
NFKB2,RNF19B,High
NFKB2,SCGB2A2,High
NFKB2,SLC35D1,High
NFKB2,SNORA26,Low
NFKB2,SOWAHB,Low
NFKB2,TAAR8,High
NFKB2,TAF4B,High
NFKB2,TESK1,High
NFKB2,UGCG,High
NFKB2,VSIG8,High
NFKB2,ZBTB21,High
NFKB2,ZNF726,Low
NFKB2,FAM83E,Low
NFKB2,TGFBI,Low
NFKB2,UBXN10,Low
NFKB2,MMP25-AS1,Low
NFKB2,ASTE1,Low
NFKB2,RGPD5,Low
NFKB2,USP35,Low
NFKB2,IL31RA,Low
NFKB2,IL22,Low
NFKB2,SLC25A52,Low
NFKB2,CER1,Low
NFKB2,DCLK2,Low
NFKB2,FAM60A,Low
NFKB2,GK,Low
NFKB2,IL12RB1,Low
NFKB2,KANK4,Low
NFKB2,KIR2DL3,Low
NFKB2,LINC00208,Low
NFKB2,LINC01567,Low
NFKB2,LYZL1,Low
NFKB2,NRBF2,Low
NFKB2,OR10G9,Low
NFKB2,OR6B1,Low
NFKB2,PPP1R2P3,Low
NFKB2,R3HDML,Low
NFKB2,TMEM163,Low
NFKB2,TNFRSF13C,Low
NFKB2,TPRN,Low
NFKB2,ADAM19,High
NFKB2,ADAMTS1,High
NFKB2,AKAP12,High
NFKB2,ALOXE3,High
NFKB2,ARRDC2,High
NFKB2,B4GALT5,High
NFKB2,BHLHE40,High
NFKB2,BTBD8,High
NFKB2,CBS,High
NFKB2,CCL13,High
NFKB2,CD55,High
NFKB2,CEBPD,High
NFKB2,CHPF,High
NFKB2,CIB2,High
NFKB2,CLCF1,High
NFKB2,DEFA3,High
NFKB2,DOCK9-AS1,High
NFKB2,DYNLT1,High
NFKB2,FABP5,High
NFKB2,FAM109A,High
NFKB2,FAM71A,High
NFKB2,G0S2,High
NFKB2,GNB5,High
NFKB2,GPR141,High
NFKB2,GUCY2C,High
NFKB2,HEY1,High
NFKB2,HILPDA,High
NFKB2,IL4R,High
NFKB2,INAFM1,High
NFKB2,IRAK2,High
NFKB2,KRT222,High
NFKB2,LILRB1,High
NFKB2,LINC01012,High
NFKB2,LINC01136,High
NFKB2,LONRF1,High
NFKB2,LOXL2,High
NFKB2,MACROD2-IT1,High
NFKB2,MDM2,High
NFKB2,MIR149,High
NFKB2,MMACHC,High
NFKB2,MYCL,High
NFKB2,MYL4,High
NFKB2,MYO1G,High
NFKB2,NETO2,High
NFKB2,NPFFR1,High
NFKB2,PANDAR,High
NFKB2,PLA2G2A,High
NFKB2,POLD3,High
NFKB2,PPA1,High
NFKB2,PRAMEF20,High
NFKB2,PRKD2,High
NFKB2,RAET1L,High
NFKB2,RAX,High
NFKB2,RBPMS,High
NFKB2,REC8,High
NFKB2,RELA,High
NFKB2,RHOJ,High
NFKB2,RRH,High
NFKB2,SDCBP2,High
NFKB2,SENP8,High
NFKB2,SLC12A7,High
NFKB2,SLC23A2,High
NFKB2,SNORA41,High
NFKB2,SNORA73B,High
NFKB2,SPON2,High
NFKB2,STAT4,High
NFKB2,STMND1,High
NFKB2,TADA1,High
NFKB2,TCIRG1,High
NFKB2,TEC,High
NFKB2,TMEM74B,High
NFKB2,TTLL13P,High
NFKB2,TTPA,High
NFKB2,ZNF292,High
NFKB2,ADAMTS9-AS1,High
NFKB2,AGBL1-AS1,High
NFKB2,APLN,High
NFKB2,ARNTL2-AS1,High
NFKB2,ATG9B,High
NFKB2,ATP1B3,High
NFKB2,B4GALT1,High
NFKB2,BAG3,High
NFKB2,C1QL1,High
NFKB2,C3orf52,High
NFKB2,CELSR2,High
NFKB2,CYP19A1,High
NFKB2,DENND3,High
NFKB2,DOC2B,High
NFKB2,EN2,High
NFKB2,ENO2,High
NFKB2,FAM83A,High
NFKB2,GABRG2,High
NFKB2,GCNT3,High
NFKB2,GNL2,High
NFKB2,GS1-600G8.3,High
NFKB2,GSX1,High
NFKB2,HAO2,High
NFKB2,HORMAD2,High
NFKB2,HSD17B7,High
NFKB2,IWS1,High
NFKB2,LCE1B,High
NFKB2,LINC00524,High
NFKB2,LINC01317,High
NFKB2,LOX,High
NFKB2,LRRC52,High
NFKB2,LZTS1,High
NFKB2,NRON,High
NFKB2,OR1F1,Low
NFKB2,PDE10A,High
NFKB2,PDLIM4,High
NFKB2,PHC2,High
NFKB2,PHKG1,High
NFKB2,PLCB1,High
NFKB2,PLEKHG7,High
NFKB2,SH2D5,High
NFKB2,SH2D6,High
NFKB2,SHB,High
NFKB2,SLC25A19,High
NFKB2,SLC6A20,High
NFKB2,SLC9A9-AS1,High
NFKB2,SNED1,High
NFKB2,SPSB1,High
NFKB2,STX1A,High
NFKB2,TARM1,High
NFKB2,TEAD4,High
NFKB2,TIMM17B,High
NFKB2,TRABD2A,High
NFKB2,TRIM31-AS1,High
NFKB2,TRIP10,High
NFKB2,TTC22,High
NFKB2,UBE2Z,High
NFKB2,VRTN,High
NFKB2,WDR59,High
NFKB2,CAMSAP2,Low
NFKB2,NRGN,Low
NFKB2,BTG1,Low
NFKB2,KRT6C,Low
NFKB2,CD72,High
NFKB2,IL15RA,High
NFKB2,FLJ22447,Low
NFKB2,HIGD1C,Low
NFKB2,INSR,Low
NFKB2,LINC00870,Low
NFKB2,MTFP1,Low
NFKB2,SLC47A2,Low
NFKB2,SOX4,Low
NFKB2,SPTB,Low
NFKB2,VSTM1,Low
NFKB2,ZXDB,Low
NFKB2,DLSTP1,Low
NFKB2,PTP4A1,Low
NFKB2,ARNTL,High
NFKB2,EIF3IP1,Low
NFKB2,GNL1,High
NFKB2,IFI16,High
NFKB2,TTYH3,High
NFKB2,WNK3,Low
NFKB2,AK1,High
