TF,gene,Confidence
CLOCK,PPIB,Low
CLOCK,SEC61A2,Low
CLOCK,SOWAHB,Low
CLOCK,TRAM1,Low
CLOCK,UCHL5,Low
CLOCK,UNC50,Low
CLOCK,WSB2,Low
CLOCK,ACBD3,Low
CLOCK,ALDH18A1,Low
CLOCK,ARCN1,Low
CLOCK,ARL1,Low
CLOCK,ASPH,Low
CLOCK,C17orf78,Low
CLOCK,CCDC47,Low
CLOCK,CDK2AP1,Low
CLOCK,CDK8,Low
CLOCK,CHID1,Low
CLOCK,COG3,Low
CLOCK,COMMD6,Low
CLOCK,DAD1,Low
CLOCK,DAP,Low
CLOCK,EDEM2,Low
CLOCK,EIF2AK3,Low
CLOCK,EPB41,Low
CLOCK,ERO1A,Low
CLOCK,FAM168A,Low
CLOCK,FIRRE,Low
CLOCK,FKBP9,Low
CLOCK,GNPNAT1,Low
CLOCK,GOLGA5,Low
CLOCK,GOLT1B,Low
CLOCK,HERC1,Low
CLOCK,HOXD13,Low
CLOCK,KNSTRN,Low
CLOCK,LINC01220,Low
CLOCK,LINC01475,Low
CLOCK,MAP7,Low
CLOCK,MARS2,Low
CLOCK,MGLL,Low
CLOCK,MIA3,Low
CLOCK,PAX1,Low
CLOCK,POGK,Low
CLOCK,POP1,Low
CLOCK,POP7,Low
CLOCK,RCN1,Low
CLOCK,RSU1,Low
CLOCK,SAR1A,Low
CLOCK,SCFD1,Low
CLOCK,SEC31A,Low
CLOCK,SLC12A8,Low
CLOCK,SLC17A2,Low
CLOCK,SLC25A5,Low
CLOCK,SLC30A5,Low
CLOCK,SLC31A1,Low
CLOCK,SMAP1,Low
CLOCK,SND1,Low
CLOCK,SRPRA,Low
CLOCK,SULF2,Low
CLOCK,THUMPD3-AS1,Low
CLOCK,TIMM10B,Low
CLOCK,TM9SF1,Low
CLOCK,TM9SF3,Low
CLOCK,TSHZ1,Low
CLOCK,TXNL1,Low
CLOCK,UBE2J1,Low
CLOCK,XPOT,Low
CLOCK,DIABLO,Low
CLOCK,EPHB1,Low
CLOCK,ESF1,Low
CLOCK,HDAC2,Low
CLOCK,MIPEP,Low
CLOCK,PALM2,Low
CLOCK,SGK2,Low
CLOCK,THTPA,Low
CLOCK,TTC28,Low
CLOCK,YWHAQ,Low
CLOCK,ARFIP1,Low
CLOCK,ARSG,Low
CLOCK,CAB39,Low
CLOCK,CDK14,Low
CLOCK,COPB2,Low
CLOCK,DIP2C,Low
CLOCK,EDEM3,Low
CLOCK,GOLGA3,Low
CLOCK,MBTPS1,Low
CLOCK,MFAP3L,Low
CLOCK,MRM1,Low
CLOCK,MTERF1,Low
CLOCK,NKX1-1,Low
CLOCK,PDZD8,Low
CLOCK,PFAS,Low
CLOCK,PFN1P2,Low
CLOCK,PGM3,Low
CLOCK,PPM1L,Low
CLOCK,PRDM10,Low
CLOCK,PTPMT1,Low
CLOCK,SLC2A4,Low
CLOCK,SLC39A7,Low
CLOCK,SRD5A3,Low
CLOCK,TBC1D8B,Low
CLOCK,TMEM248,Low
CLOCK,KCNJ12,Low
CLOCK,LRP2,Low
CLOCK,CCNK,Low
CLOCK,MIR212,Low
CLOCK,TDRKH,Low
CLOCK,UBE2H,Low
CLOCK,PCDHA4,Low
CLOCK,ABCF1,Low
CLOCK,BORCS6,Low
CLOCK,ELMOD2,Low
CLOCK,ENOPH1,Low
CLOCK,FGD5-AS1,Low
CLOCK,GSX1,Low
CLOCK,LGALSL,Low
CLOCK,MAPT,Low
CLOCK,MRPS18B,Low
CLOCK,PDHB,Low
CLOCK,SNX5,Low
CLOCK,AARS,High
CLOCK,ABCA1,High
CLOCK,ABCB6,High
CLOCK,ACP5,High
CLOCK,ADAR,High
CLOCK,AKAP11,High
CLOCK,ALG3,High
CLOCK,AMIGO1,High
CLOCK,ANAPC13,High
CLOCK,AP1S2,High
CLOCK,APC,High
CLOCK,ARFGEF2,High
CLOCK,ARMCX3,High
CLOCK,ARMCX6,High
CLOCK,ARMT1,High
CLOCK,ASXL2,High
CLOCK,ATF6B,High
CLOCK,ATF7,High
CLOCK,ATG3,High
CLOCK,ATIC,High
CLOCK,ATL2,High
CLOCK,ATP6V0D1,High
CLOCK,ATP6V0E1,High
CLOCK,ATP6V1A,High
CLOCK,ATP7A,High
CLOCK,ATXN1L,High
CLOCK,B2M,Low
CLOCK,BAZ1B,High
CLOCK,BCAR3,High
CLOCK,BPTF,High
CLOCK,BTBD7,High
CLOCK,C12orf66,High
CLOCK,C18orf8,High
CLOCK,C1orf132,High
CLOCK,C1orf43,High
CLOCK,C1S,Low
CLOCK,C4A,High
CLOCK,C4B,High
CLOCK,CALR,High
CLOCK,CAND1,High
CLOCK,CAPN7,High
CLOCK,CBX5,High
CLOCK,CBX6,High
CLOCK,CCDC126,High
CLOCK,CD164,High
CLOCK,CDK6,High
CLOCK,CEP63,High
CLOCK,CIART,High
CLOCK,CLCN4,High
CLOCK,CLN3,High
CLOCK,CLTC,High
CLOCK,CNOT4,High
CLOCK,CNR1,High
CLOCK,COA7,High
CLOCK,COMMD8,High
CLOCK,COMMD9,High
CLOCK,COPS7A,High
CLOCK,COPZ1,High
CLOCK,CTAG2,High
CLOCK,CXorf56,High
CLOCK,DACT3-AS1,High
CLOCK,DCTN4,High
CLOCK,DDX18,High
CLOCK,DFFA,High
CLOCK,DNAJB9,High
CLOCK,DNAJC13,High
CLOCK,DNAJC16,High
CLOCK,DNAJC8,High
CLOCK,DNMT3A,High
CLOCK,DOLK,High
CLOCK,DPAGT1,High
CLOCK,DYM,High
CLOCK,DYNC1LI1,Low
CLOCK,EEF2K,High
CLOCK,EIF3A,High
CLOCK,EIF4G1,High
CLOCK,ELOVL5,High
CLOCK,EMC2,High
CLOCK,ERP29,High
CLOCK,FAHD1,High
CLOCK,FAM118B,High
CLOCK,FAM212B-AS1,Low
CLOCK,FBXO10,High
CLOCK,FNDC3A,High
CLOCK,FNIP2,High
CLOCK,FOXRED2,High
CLOCK,FUBP3,High
CLOCK,FUT8,Low
CLOCK,GBA,High
CLOCK,GIGYF2,High
CLOCK,GLYR1,High
CLOCK,GMPPA,High
CLOCK,GNS,High
CLOCK,GOLIM4,High
CLOCK,GPR146,High
CLOCK,GRN,High
CLOCK,GTF2A1,High
CLOCK,HBP1,High
CLOCK,HCFC2,High
CLOCK,HDLBP,High
CLOCK,HNRNPH2,High
CLOCK,HOXA2,High
CLOCK,HOXB7,High
CLOCK,HOXC12,High
CLOCK,HPS3,High
CLOCK,HSP90B1,High
CLOCK,IGF2R,High
CLOCK,ILVBL,High
CLOCK,INTS6,High
CLOCK,IPO7,High
CLOCK,ITGA6,High
CLOCK,KCNAB1,High
CLOCK,KDM6A,High
CLOCK,KLF11,High
CLOCK,KLHL12,High
CLOCK,KNOP1,High
CLOCK,KRTAP4-6,High
CLOCK,LAMP1,High
CLOCK,LAPTM4A,High
CLOCK,LCORL,High
CLOCK,LIN52,High
CLOCK,LIN54,High
CLOCK,LMO4,High
CLOCK,LMTK2,High
CLOCK,LMX1B,Low
CLOCK,LONRF3,High
CLOCK,LRPPRC,High
CLOCK,M6PR,High
CLOCK,MAP7D2,High
CLOCK,MAPK1,High
CLOCK,8-Mar,High
CLOCK,MARVELD2,High
CLOCK,MCCC2,High
CLOCK,MCOLN1,High
CLOCK,MEGF9,High
CLOCK,MFSD13B,Low
CLOCK,MFSD4B,High
CLOCK,MFSD5,High
CLOCK,MIR3939,High
CLOCK,MITD1,High
CLOCK,MLX,High
CLOCK,MOSPD2,High
CLOCK,MRPL49,High
CLOCK,MTDH,High
CLOCK,NAA50,High
CLOCK,NCOA6,High
CLOCK,NEU1,High
CLOCK,NFATC3,High
CLOCK,NR1D1,High
CLOCK,OPRL1,High
CLOCK,ORAI1,High
CLOCK,OSBPL1A,High
CLOCK,OTUB2,High
CLOCK,PDCD6IP,High
CLOCK,PDIA4,High
CLOCK,PER2,High
CLOCK,PHB,High
CLOCK,PHF20L1,High
CLOCK,PI4KA,High
CLOCK,PIP4K2C,High
CLOCK,PLBD2,High
CLOCK,PLEKHF2,Low
CLOCK,PRDX6,High
CLOCK,PURA,High
CLOCK,RAB29,High
CLOCK,RAB3GAP2,High
CLOCK,RAB7A,High
CLOCK,RAD50,High
CLOCK,RBBP4,High
CLOCK,RCBTB1,High
CLOCK,RCHY1,High
CLOCK,RELN,High
CLOCK,RFESD,High
CLOCK,RGL1,High
CLOCK,RIC1,High
CLOCK,RNU6-1,High
CLOCK,RPA1,High
CLOCK,RSPRY1,High
CLOCK,RUFY1,High
CLOCK,SCARB2,High
CLOCK,SCFD2,High
CLOCK,SCPEP1,High
CLOCK,SDE2,High
CLOCK,SDHC,High
CLOCK,SEC23IP,High
CLOCK,SEC24A,High
CLOCK,SEC24D,High
CLOCK,SET,High
CLOCK,SGO1,High
CLOCK,SIK3,High
CLOCK,SLC16A13,High
CLOCK,SLC24A4,High
CLOCK,SLC25A33,High
CLOCK,SLC2A13,High
CLOCK,SLC31A2,High
CLOCK,SLC33A1,High
CLOCK,SLC35A5,High
CLOCK,SLC38A9,High
CLOCK,SLC39A8,High
CLOCK,SLC43A1,High
CLOCK,SLC4A2,High
CLOCK,SLC6A2,High
CLOCK,SLC7A14,High
CLOCK,SMAD2,High
CLOCK,SMC3,High
CLOCK,SMG6,High
CLOCK,SNAP29,High
CLOCK,SNX2,High
CLOCK,SPTY2D1,High
CLOCK,SRPK2,High
CLOCK,STK26,High
CLOCK,STT3A,High
CLOCK,STT3A-AS1,High
CLOCK,STT3B,High
CLOCK,SUMF1,High
CLOCK,SUMO3,High
CLOCK,SWAP70,High
CLOCK,SYNCRIP,High
CLOCK,SYPL2,High
CLOCK,SYTL4,High
CLOCK,TAS2R40,High
CLOCK,TBCEL,High
CLOCK,TBL1X,High
CLOCK,TCEAL1,High
CLOCK,TCEAL8,High
CLOCK,TFDP1,High
CLOCK,TGFBRAP1,High
CLOCK,TIMM8A,High
CLOCK,TMED10,High
CLOCK,TMEM126B,High
CLOCK,TMEM131,High
CLOCK,TMEM8C,High
CLOCK,TPP1,High
CLOCK,TRAPPC8,High
CLOCK,TTC3,High
CLOCK,TTC37,High
CLOCK,TTC39C-AS1,High
CLOCK,UBE4B,High
CLOCK,UBR5,High
CLOCK,USP28,High
CLOCK,USP31,High
CLOCK,USP32,High
CLOCK,UTP20,High
CLOCK,VPS26A,High
CLOCK,VPS33A,High
CLOCK,VPS35,High
CLOCK,VPS41,High
CLOCK,WDR81,High
CLOCK,XRCC6P5,Low
CLOCK,ZBTB11,High
CLOCK,ZC3H14,High
CLOCK,ZNF318,High
CLOCK,ADAD2,Low
CLOCK,LINC00635,Low
CLOCK,RGR,Low
CREB1,ADNP,Low
CREB1,ATG12,Low
CREB1,CREB1,Low
CREB1,CTCF,Low
CREB1,FAM172A,Low
CREB1,FNBP1L,Low
CREB1,KATNBL1,Low
CREB1,KPNA5,Low
CREB1,LAMTOR3,Low
CREB1,MRPL40,Low
CREB1,PSIP1,Low
CREB1,PUM1,Low
CREB1,QSER1,Low
CREB1,RAP1A,Low
CREB1,RSPH3,Low
CREB1,SOCS5,Low
CREB1,SUDS3,Low
CREB1,TIAL1,Low
CREB1,TMEM65,Low
CREB1,ZMYM4,Low
CREB1,ZZZ3,Low
CREB1,DCAF17,Low
CREB1,MYF5,Low
CREB1,VPS50,Low
CREB1,ZNF148,Low
CREB1,SNAPC3,Low
CREB1,SPOPL,Low
CREB1,AAAS,Low
CREB1,ABCC5,Low
CREB1,ABHD17B,Low
CREB1,ABHD18,Low
CREB1,ABI1,Low
CREB1,ACAP3,Low
CREB1,ACIN1,Low
CREB1,ACTR6,Low
CREB1,ACVR2A,Low
CREB1,ACYP2,Low
CREB1,ADAMTS5,Low
CREB1,ADAMTS7P1,Low
CREB1,ADARB1,Low
CREB1,ADD3,Low
CREB1,ADNP-AS1,Low
CREB1,AFF1,Low
CREB1,AFTPH,Low
CREB1,AGO4,Low
CREB1,AGPAT1,Low
CREB1,AHNAK,Low
CREB1,AIFM3,Low
CREB1,AIP,Low
CREB1,AKIP1,Low
CREB1,ALG6,Low
CREB1,ALOX12P2,Low
CREB1,AMZ2,Low
CREB1,ANAPC10,Low
CREB1,ANAPC16,Low
CREB1,ANKRD10,Low
CREB1,ANKRD17,Low
CREB1,ANKRD18A,Low
CREB1,ANKRD26,Low
CREB1,ANKRD63,Low
CREB1,ANKS1A,Low
CREB1,AP2B1,Low
CREB1,AP5M1,Low
CREB1,APBB2,Low
CREB1,APC,Low
CREB1,API5,Low
CREB1,APTX,Low
CREB1,ARAP1,Low
CREB1,ARAP2,Low
CREB1,ARFIP1,Low
CREB1,ARHGEF6,Low
CREB1,ARHGEF7,Low
CREB1,ARID2,Low
CREB1,ARID4B,Low
CREB1,ARL17A,Low
CREB1,ARRB2,Low
CREB1,ARSJ,Low
CREB1,ASB3,Low
CREB1,ASH1L,Low
CREB1,ASXL2,Low
CREB1,ATF7IP,Low
CREB1,ATG5,Low
CREB1,ATM,Low
CREB1,ATP7A,Low
CREB1,ATP8B2,Low
CREB1,ATXN1,Low
CREB1,ATXN7,Low
CREB1,ATXN7L3B,Low
CREB1,B3GAT2,Low
CREB1,B3GNT2,Low
CREB1,BAG4,Low
CREB1,BAZ2B,Low
CREB1,BBIP1,Low
CREB1,BBX,Low
CREB1,BCAR3,Low
CREB1,BCL2,Low
CREB1,BCLAF1,Low
CREB1,BDP1,Low
CREB1,BIRC2,Low
CREB1,BIRC6,Low
CREB1,BLOC1S5,Low
CREB1,BMP15,Low
CREB1,BMP4,Low
CREB1,BMPR1A,Low
CREB1,BMT2,Low
CREB1,BORCS7,Low
CREB1,BRWD1,Low
CREB1,BTRC,Low
CREB1,BUB3,Low
CREB1,C10orf88,Low
CREB1,C12orf65,Low
CREB1,C12orf66,Low
CREB1,C12orf75,Low
CREB1,C14orf119,Low
CREB1,C14orf28,Low
CREB1,C15orf40,Low
CREB1,C15orf41,Low
CREB1,C16orf52,Low
CREB1,C17orf58,Low
CREB1,C17orf80,Low
CREB1,C18orf25,Low
CREB1,C18orf32,Low
CREB1,C18orf63,Low
CREB1,C1GALT1,Low
CREB1,C1orf115,Low
CREB1,C1orf131,Low
CREB1,C21orf59,Low
CREB1,C22orf23,Low
CREB1,C22orf29,Low
CREB1,C2orf49,Low
CREB1,C3orf38,Low
CREB1,C4orf33,Low
CREB1,C5orf24,Low
CREB1,C5orf30,Low
CREB1,C5orf34,Low
CREB1,C5orf56,Low
CREB1,C5orf63,Low
CREB1,C6orf62,Low
CREB1,C7orf31,Low
CREB1,C8orf37,Low
CREB1,C9orf153,Low
CREB1,CACHD1,Low
CREB1,CAPN7,Low
CREB1,CAPZA2,Low
CREB1,CARNMT1,Low
CREB1,CASC2,Low
CREB1,CASP2,Low
CREB1,CASP8AP2,Low
CREB1,CBFA2T2,Low
CREB1,CBL,Low
CREB1,CBX5,Low
CREB1,CC2D1A,Low
CREB1,CCAR1,Low
CREB1,CCDC102A,Low
CREB1,CCDC115,Low
CREB1,CCDC126,Low
CREB1,CCDC136,Low
CREB1,CCDC167,Low
CREB1,CCDC171,Low
CREB1,CCDC186,Low
CREB1,CCDC92,Low
CREB1,CCL28,Low
CREB1,CCNI,Low
CREB1,CCNYL1,Low
CREB1,CCP110,Low
CREB1,CDC42BPA,Low
CREB1,CDC42SE2,Low
CREB1,CDK13,Low
CREB1,CDKL5,Low
CREB1,CDKN2AIP,Low
CREB1,CDKN2B-AS1,Low
CREB1,CEBPZOS,Low
CREB1,CELF1,Low
CREB1,CELF2,Low
CREB1,CENPJ,Low
CREB1,CENPT,Low
CREB1,CEP112,Low
CREB1,CEP120,Low
CREB1,CEP170,Low
CREB1,CEP250,Low
CREB1,CEP295,Low
CREB1,CEP350,Low
CREB1,CEP57L1,Low
CREB1,CEP63,Low
CREB1,CEP85,Low
CREB1,CEP85L,Low
CREB1,CETN3,Low
CREB1,CFAP206,Low
CREB1,CFDP1,Low
CREB1,CFLAR,Low
CREB1,CGGBP1,Low
CREB1,CHD9,Low
CREB1,CHIC1,Low
CREB1,CHMP5,Low
CREB1,CHRM1,Low
CREB1,CIPC,Low
CREB1,CLASP1,Low
CREB1,CLEC11A,Low
CREB1,CLIC5,Low
CREB1,CLINT1,Low
CREB1,CLIP3,Low
CREB1,CLK3,Low
CREB1,CLN5,Low
CREB1,CLOCK,Low
CREB1,CLUAP1,Low
CREB1,CMIP,Low
CREB1,CMTR2,Low
CREB1,CNBP,Low
CREB1,CNOT2,Low
CREB1,CNOT4,Low
CREB1,CNOT8,Low
CREB1,CNST,Low
CREB1,CNTLN,Low
CREB1,COCH,Low
CREB1,COG2,Low
CREB1,COG6,Low
CREB1,COMMD6,Low
CREB1,COMMD7,Low
CREB1,COMMD8,Low
CREB1,COQ5,Low
CREB1,COX7A2L,Low
CREB1,CPNE1,Low
CREB1,CPSF7,Low
CREB1,CRACR2A,Low
CREB1,CREBRF,Low
CREB1,CSGALNACT1,Low
CREB1,CSNK1A1,Low
CREB1,CSNK1G1,Low
CREB1,CSNK1G3,Low
CREB1,CSRP1,Low
CREB1,CTAGE8,Low
CREB1,CTBP2,Low
CREB1,CTDSPL2,Low
CREB1,CTPS2,Low
CREB1,CUL4B,Low
CREB1,CYB5R4,Low
CREB1,CYBRD1,Low
CREB1,CYP2R1,Low
CREB1,CYTH1,Low
CREB1,DCAF5,Low
CREB1,DCLRE1C,Low
CREB1,DCP2,Low
CREB1,DDAH1,Low
CREB1,DDHD1,Low
CREB1,DDHD2,Low
CREB1,DDX39B,Low
CREB1,DENND2A,Low
CREB1,DENND4C,Low
CREB1,DENR,Low
CREB1,DESI2,Low
CREB1,DICER1,Low
CREB1,DIDO1,Low
CREB1,DISP1,Low
CREB1,DISP3,Low
CREB1,DKK2,Low
CREB1,DLEU1,Low
CREB1,DLG3,Low
CREB1,DLX4,Low
CREB1,DNAJA4,Low
CREB1,DNMT3A,Low
CREB1,DOCK2,Low
CREB1,DOLPP1,Low
CREB1,DPP8,Low
CREB1,DPY19L2P2,Low
CREB1,DPYSL2,Low
CREB1,DSC2,Low
CREB1,DYNLRB2,Low
CREB1,DYRK1A,Low
CREB1,EDRF1,Low
CREB1,EED,Low
CREB1,EEF2K,Low
CREB1,EFCAB6,Low
CREB1,EFNA5,Low
CREB1,EHD1,Low
CREB1,EHMT1,Low
CREB1,EIF4A2,Low
CREB1,ELF2,Low
CREB1,ELK4,Low
CREB1,ELMOD1,Low
CREB1,ELP6,Low
CREB1,EML4,Low
CREB1,EML6,Low
CREB1,EMSY,Low
CREB1,ENC1,Low
CREB1,ENDOV,Low
CREB1,EP300,Low
CREB1,EPB41,Low
CREB1,EPB41L2,Low
CREB1,EPC2,Low
CREB1,EPHA4,Low
CREB1,EPM2AIP1,Low
CREB1,EPS15L1,Low
CREB1,ERCC4,Low
CREB1,ERCC6,Low
CREB1,ERICH1,Low
CREB1,ESCO1,Low
CREB1,ETAA1,Low
CREB1,EVI2B,Low
CREB1,EVI5,Low
CREB1,EXOC4,Low
CREB1,EXOC5,Low
CREB1,EXOG,Low
CREB1,EZH1,Low
CREB1,FAM120C,Low
CREB1,FAM122A,Low
CREB1,FAM122B,Low
CREB1,FAM126B,Low
CREB1,FAM134C,Low
CREB1,FAM149B1,Low
CREB1,FAM160B1,Low
CREB1,FAM161A,Low
CREB1,FAM168A,Low
CREB1,FAM171B,Low
CREB1,FAM182B,Low
CREB1,FAM200B,Low
CREB1,FAM214A,Low
CREB1,FAM229B,Low
CREB1,FAM45BP,Low
CREB1,FAM49B,Low
CREB1,FAM91A1,Low
CREB1,FAR1,Low
CREB1,FASTKD1,Low
CREB1,FAT4,Low
CREB1,FBLL1,Low
CREB1,FBXO38,Low
CREB1,FBXO42,Low
CREB1,FBXO46,Low
CREB1,FBXW7,Low
CREB1,FCHO2,Low
CREB1,FENDRR,Low
CREB1,FGD1,Low
CREB1,FGF14,Low
CREB1,FIGN,Low
CREB1,FIGNL1,Low
CREB1,FLCN,Low
CREB1,FLJ20021,Low
CREB1,FNDC3A,Low
CREB1,FOXD2,Low
CREB1,FOXN2,Low
CREB1,FTX,Low
CREB1,FUNDC1,Low
CREB1,FUT8,Low
CREB1,FXR2,Low
CREB1,FZD5,Low
CREB1,FZD8,Low
CREB1,G2E3,Low
CREB1,GABPA,Low
CREB1,GABRA5,Low
CREB1,GAS2L3,Low
CREB1,GATA3,Low
CREB1,GATA5,Low
CREB1,GATAD1,Low
CREB1,GBAP1,Low
CREB1,GDAP2,Low
CREB1,GDF6,Low
CREB1,GDPD1,Low
CREB1,GEMIN2,Low
CREB1,GGA1,Low
CREB1,GGNBP2,Low
CREB1,GGPS1,Low
CREB1,GID4,Low
CREB1,GIN1,Low
CREB1,GIT2,Low
CREB1,GMCL1,Low
CREB1,GNA14,Low
CREB1,GNAS,Low
CREB1,GNPAT,Low
CREB1,GNPDA2,Low
CREB1,GOLGA1,Low
CREB1,GOLGA8F,Low
CREB1,GOLGA8S,Low
CREB1,GOPC,Low
CREB1,GPATCH2,Low
CREB1,GPATCH2L,Low
CREB1,GPBP1,Low
CREB1,GPD1L,Low
CREB1,GPR101,Low
CREB1,GPR155,Low
CREB1,GPR63,Low
CREB1,GPSM2,Low
CREB1,GRB10,Low
CREB1,GREB1L,Low
CREB1,GSK3B,Low
CREB1,GTF2A1,Low
CREB1,GTF2A2,Low
CREB1,GTPBP10,Low
CREB1,GUCY1A2,Low
CREB1,HARS2,Low
CREB1,HAUS3,Low
CREB1,HDAC3,Low
CREB1,HEATR5B,Low
CREB1,HELZ,Low
CREB1,HERC4,Low
CREB1,HERPUD2,Low
CREB1,HHEX,Low
CREB1,HIRIP3,Low
CREB1,HIST1H3E,Low
CREB1,HIVEP3,Low
CREB1,HLA-DRB6,Low
CREB1,HMGB1,Low
CREB1,HMGN2,Low
CREB1,HMGN4,Low
CREB1,HNRNPA3,Low
CREB1,HNRNPH1,Low
CREB1,HNRNPH3,Low
CREB1,HOMEZ,Low
CREB1,HOPX,Low
CREB1,HP1BP3,Low
CREB1,HSPA12A,Low
CREB1,HYLS1,Low
CREB1,IFT122,Low
CREB1,IFT80,Low
CREB1,IKZF2,Low
CREB1,IL12RB1,Low
CREB1,ING3,Low
CREB1,INTS3,Low
CREB1,INTU,Low
CREB1,IPO9-AS1,Low
CREB1,IRF2,Low
CREB1,ISCU,Low
CREB1,ITCH,Low
CREB1,ITFG2,Low
CREB1,ITM2C,Low
CREB1,JAK2,Low
CREB1,JARID2,Low
CREB1,KANSL1,Low
CREB1,KANSL1L,Low
CREB1,KAT2B,Low
CREB1,KAT6B,Low
CREB1,KAT7,Low
CREB1,KATNAL1,Low
CREB1,KCNE3,Low
CREB1,KCNH5,Low
CREB1,KCNIP3,Low
CREB1,KCNMB3,Low
CREB1,KCNQ1DN,Low
CREB1,KCTD1,Low
CREB1,KCTD18,Low
CREB1,KDM2A,Low
CREB1,KIAA0232,Low
CREB1,KIAA0907,Low
CREB1,KIAA1462,Low
CREB1,KIAA1958,Low
CREB1,KIAA2026,Low
CREB1,KIF3A,Low
CREB1,KLF3,Low
CREB1,KLF7,Low
CREB1,KLHDC8B,Low
CREB1,KLHL8,Low
CREB1,KMT2C,Low
CREB1,KMT2E,Low
CREB1,KMT5B,Low
CREB1,KRBOX4,Low
CREB1,KRCC1,Low
CREB1,KRIT1,Low
CREB1,KRR1,Low
CREB1,L3MBTL3,Low
CREB1,LAMTOR4,Low
CREB1,LATS1,Low
CREB1,LBR,Low
CREB1,LCK,Low
CREB1,LDB1,Low
CREB1,LHX2,Low
CREB1,LHX5-AS1,Low
CREB1,LIMA1,Low
CREB1,LIMD1,Low
CREB1,LIN28B-AS1,Low
CREB1,LINC00472,Low
CREB1,LINC00493,Low
CREB1,LINC00674,Low
CREB1,LINC00840,Low
CREB1,LINC00869,Low
CREB1,LINC00877,Low
CREB1,LINC01097,Low
CREB1,LINC01504,Low
CREB1,LMBRD1,Low
CREB1,LMBRD2,Low
CREB1,LMO4,Low
CREB1,LPCAT4,Low
CREB1,LRP11,Low
CREB1,LRRC46,Low
CREB1,LRTM2,Low
CREB1,LSM14B,Low
CREB1,LYSMD3,Low
CREB1,LYST,Low
CREB1,MAF,Low
CREB1,MAGED2,Low
CREB1,MAGI1,Low
CREB1,MAN1B1,Low
CREB1,MANBAL,Low
CREB1,MAP2K5,Low
CREB1,MAP3K4,Low
CREB1,MAP4K3,Low
CREB1,MAPK9,Low
CREB1,MAPRE3,Low
CREB1,1-Mar,Low
CREB1,7-Mar,Low
CREB1,MARVELD2,Low
CREB1,MAT2B,Low
CREB1,MATR3,Low
CREB1,MBD5,Low
CREB1,MBP,Low
CREB1,MCF2L-AS1,Low
CREB1,MCMDC2,Low
CREB1,MED11,Low
CREB1,MED18,Low
CREB1,MED25,Low
CREB1,MEST,Low
CREB1,METAP1,Low
CREB1,METTL14,Low
CREB1,METTL21A,Low
CREB1,METTL23,Low
CREB1,METTL6,Low
CREB1,MEX3B,Low
CREB1,MEX3C,Low
CREB1,MFSD4B,Low
CREB1,MFSD6,Low
CREB1,MFSD8,Low
CREB1,MGA,Low
CREB1,MGEA5,Low
CREB1,MIER1,Low
CREB1,MIR9-3HG,Low
CREB1,MKNK1,Low
CREB1,MKX-AS1,Low
CREB1,MLH3,Low
CREB1,MMP16,Low
CREB1,MOB3B,Low
CREB1,MORC3,Low
CREB1,MOS,Low
CREB1,MPC2,Low
CREB1,MRGBP,Low
CREB1,MRPL45P2,Low
CREB1,MSC-AS1,Low
CREB1,MSL1,Low
CREB1,MSL2,Low
CREB1,MTERF1,Low
CREB1,MTFR1,Low
CREB1,MTHFSD,Low
CREB1,MTIF3,Low
CREB1,MTMR3,Low
CREB1,MTMR4,Low
CREB1,MTMR9,Low
CREB1,MTX2,Low
CREB1,MYH10,Low
CREB1,MYNN,Low
CREB1,MYO9A,Low
CREB1,N4BP2,Low
CREB1,N6AMT1,Low
CREB1,NAA16,Low
CREB1,NAIF1,Low
CREB1,NAP1L4,Low
CREB1,NBR1,Low
CREB1,NCBP1,Low
CREB1,NCBP3,Low
CREB1,NCK2,Low
CREB1,NCOA3,Low
CREB1,NDRG3,Low
CREB1,NDUFC1,Low
CREB1,NECAP1,Low
CREB1,NEK7,Low
CREB1,NFYA,Low
CREB1,NFYC,Low
CREB1,NIFK-AS1,Low
CREB1,NIPBL,Low
CREB1,NMNAT1,Low
CREB1,NPAT,Low
CREB1,NPHP1,Low
CREB1,NPIPA7,Low
CREB1,NR2F1,Low
CREB1,NR2F2,Low
CREB1,NR3C1,Low
CREB1,NRF1,Low
CREB1,NSG1,Low
CREB1,NSMCE3,Low
CREB1,NUMB,Low
CREB1,NUP62,Low
CREB1,OIP5-AS1,Low
CREB1,ONECUT3,Low
CREB1,ORC4,Low
CREB1,OSBP2,Low
CREB1,OSBPL8,Low
CREB1,OTULIN,Low
CREB1,PAAF1,Low
CREB1,PAFAH1B1,Low
CREB1,PAGR1,Low
CREB1,PAN3,Low
CREB1,PANK3,Low
CREB1,PAPD4,Low
CREB1,PAQR5,Low
CREB1,PAQR9,Low
CREB1,PARD6B,Low
CREB1,PARP14,Low
CREB1,PATJ,Low
CREB1,PATL1,Low
CREB1,PAWR,Low
CREB1,PAX8,Low
CREB1,PBX3,Low
CREB1,PCDHGA1,Low
CREB1,PCMTD2,Low
CREB1,PDCD4-AS1,Low
CREB1,PDE7A,Low
CREB1,PDE8A,Low
CREB1,PDIA3P1,Low
CREB1,PDLIM5,Low
CREB1,PDPR,Low
CREB1,PDS5B,Low
CREB1,PEX12,Low
CREB1,PEX2,Low
CREB1,PFDN1,Low
CREB1,PFKM,Low
CREB1,PGLS,Low
CREB1,PGRMC2,Low
CREB1,PHF14,Low
CREB1,PHF20L1,Low
CREB1,PHF3,Low
