GeneSymbol,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9
Fam172A,0.8234291,0.38246906,0.96622515,0.21765235,-0.46636504,-0.58876234,0.68790567,0.1175797,0.018771667,-0.8514055
Fam174A,0.29449478,0.41340274,-0.42884043,-0.31136453,0.09288867,-0.010877196,-0.26353997,-0.5147812,-0.45249605,-0.3027548
Fam174B,0.38478294,0.2180544,0.21727079,-0.5036365,0.5611473,0.0073785074,0.39951763,-0.39138606,0.6398258,0.6017699
Fam177A1,-0.18290815,0.6818978,-0.17773464,-0.23977892,0.5373492,0.5052138,0.45460743,-0.3039954,1.080328,0.9713564
Fam178B,0.17254153,-0.09103173,0.0814471,-0.018356021,0.18503168,0.555362,0.2584501,0.51287985,0.096428424,0.34632197
Fam181A,0.36735874,0.6951402,0.34009504,1.1121721,0.34009504,1.1121721,0.17732668,0.7188676,0.0031223744,1.022087
Fam182B,-0.19975579,-0.2280045,-0.27560872,-0.2647426,-0.76084995,-0.5327569,-0.19975579,-0.2280045,-0.15233454,-0.23853444
Fam184B,0.4779246,0.03714752,0.08463914,0.44210157,0.019793145,-0.21168174,-0.5200677,-0.50494367,0.08133687,-0.12144689
Fam185A,-0.15299231,-0.5192965,-0.5082314,0.28624973,-0.09428506,0.03454565,-0.477966,0.53008085,-0.47591102,0.34193465
Fam187B,0.13657299,-0.66131425,0.016041137,0.42206877,-0.438609,0.06970559,-0.21076643,0.04825768,0.4365416,-0.64139754
Fam193A,0.47816163,0.04849955,0.37825513,-0.15079227,-0.051482894,-0.42514917,0.43954185,-0.13695724,-0.6000952,-0.4621655
Fam193B,0.104051635,-0.8602253,0.25654256,0.24087806,-0.086574815,0.051363323,0.6173386,0.6597957,-1.082558,-0.55381846
Fam199X,0.73465693,0.4056846,0.6708276,0.71153474,-0.36251435,-0.61820257,0.23257533,0.17032972,0.23515639,-0.40165785
Fam204A,0.49539098,-0.6211313,0.47300434,-0.8150171,0.37087727,-1.0327547,0.44905007,-0.6916341,0.27327934,-0.81649816
Fam205A,0.13059366,0.10009439,-0.95561945,0.26533568,-0.9924737,0.18312512,0.13751589,-0.11150001,-0.9924737,0.18312512
Fam209B,0.1409272,0.049497683,-0.2080521,-0.3278719,-0.149775,-0.0075746663,-0.42033052,-0.5138366,-0.3452309,-0.15394635
Fam20A,-0.44671065,0.2574795,0.024035953,0.3765274,-0.09190913,0.53045976,0.50751364,0.12521207,0.5432054,-0.2225527
Fam20B,0.68538237,0.46197513,0.9541196,0.40912163,0.20743981,0.05058949,0.61225694,0.61497426,0.17283219,-0.24572103
Fam210A,0.37248626,0.3830338,0.57765555,-0.63022363,0.4611203,0.31713843,0.6621087,-0.40675724,0.44135523,0.06769334
Fam210B,0.23634097,0.5577868,0.12170593,0.5742444,0.23634097,0.5577868,0.12170593,0.5742444,-0.350838,0.046059486
Fam216A,0.4138428,0.3684652,0.4138428,0.3684652,0.112326376,-0.4500569,-0.027022742,0.6297576,-0.29553822,0.4315927
Fam217B,0.2121461,0.084836125,0.28710997,-0.53470755,0.36881825,0.19041316,0.14353848,-1.0168455,0.003340982,-1.2321322
Fam219A,0.5606935,0.2273995,0.80002004,-0.081579655,0.7947887,0.21275748,0.8638496,-0.052539337,0.47460043,0.38529766
Fam219B,0.3639421,-0.22583668,0.3557009,0.40401328,0.2799598,0.18975855,0.43946677,0.023869906,-0.034377553,-0.4007368
Fam21Ep,0.25508282,1.1331619,-0.40967256,0.48789874,0.25508282,1.1331619,-0.13823682,-0.8156953,0.61418563,-0.9527664
Fam220A,0.28033563,0.016908642,0.29923844,-0.4302054,0.24968603,-0.3132999,0.26289302,0.121572,0.14319667,-0.20663781
Fam221A,-0.19687518,0.42139497,-0.25880882,0.39139843,-0.65500665,0.17256574,0.27389252,-0.7107606,-0.5623459,-0.748741
Fam221B,0.02670198,-0.59151304,-0.08270886,-0.48958266,0.2530738,-0.46817297,0.34111714,-0.5525551,0.00791575,0.9303019
Fam222A,0.17130905,0.5784783,-0.30537936,-1.1098244,0.4688971,0.06566222,0.036113203,-1.3096925,0.28056127,0.34403133
Fam222B,0.7902967,0.09708674,0.69145036,-0.024978247,0.42721373,-0.19238088,0.6836256,0.2406991,0.09656887,-0.38535398
Fam223B,-0.034326978,-0.41603595,-0.0016691759,-0.79549825,-0.08667252,-0.8199402,0.06845676,-0.71394885,-0.018610545,-0.42790765
Fam227B,-0.08613729,-0.48908806,-0.1619902,-0.5258262,-0.64723146,-0.79384047,0.47386473,-0.06424019,-0.98551965,-0.087693036
Fam234A,0.57612544,0.2881042,0.4852853,0.111359194,0.21770394,-0.34553558,0.44967547,0.02713583,0.13035104,-0.23633347
Fam24B,-0.89529073,-0.34328616,-0.23167899,-0.111024514,-0.23519248,-0.050597075,-0.5324249,-0.18987139,0.051102094,-0.24463676
Fam27E3,0.42199272,-0.02956875,0.3461398,-0.06630686,-0.13910148,-0.33432114,0.42199272,-0.02956875,-0.40914917,-0.019436289
Fam32A,0.81499404,0.31725207,0.8707512,0.20318379,0.14899033,-0.20427127,0.87009287,0.113730654,0.062972926,-0.068345755
Fam3A,-0.14512423,-0.49949396,0.31615454,0.1731448,-0.43277574,-0.1547495,0.20315489,-0.105414405,-0.14480233,-0.76383257
Fam3B,0.116747186,0.0388868,0.5377652,-0.07221988,-0.22096545,-0.27326354,-0.19472802,0.00011399388,-0.10088215,0.13645661
Fam3C,0.8139757,0.6126835,1.0991217,0.18260553,0.5763658,-0.12462421,0.9912104,0.6317194,0.5552224,0.17510606
Fam3D,-0.8838556,-0.26436728,-0.17829299,0.050813954,-0.264684,-0.12376656,-0.6745101,0.23022927,-0.3133303,0.08099745
Fam3D-As1,-0.2195192,-0.16112989,-0.32367843,-0.5450567,0.028844453,-0.22560807,-0.09889916,-0.24220376,0.3235382,0.30259427
Fam43A,0.092590705,0.7146312,-0.32535827,-0.64594615,0.24357167,0.44908896,-0.036755726,-0.59328806,0.69102675,0.9634047
Fam43B,-0.0023777708,0.21300982,-0.09623807,-0.5689152,-0.10206898,-0.05947091,-0.11464506,-0.69176155,-0.13663873,0.19691427
Fam50A,0.032497153,0.30056933,-0.17462265,-0.9078042,0.5682575,-0.5036343,0.059427664,-1.4408716,0.64261234,0.6561723
Fam53A,0.30837715,-0.6429329,0.0051387176,1.0401901,0.0051387176,1.0401901,0.0051387176,1.0401901,0.30837715,-0.6429329
Fam53C,0.28513452,0.4970821,-0.23810542,-1.2315986,0.56079406,0.23993625,0.023446992,-1.3224013,0.4305501,0.19708717
Fam76A,0.42199272,-0.02956875,0.3461398,-0.06630686,-0.13910148,-0.33432114,-0.19975579,-0.2280045,-0.15233454,-0.23853444
Fam76B,-0.24814504,-1.2129996,-0.61793447,0.40997186,-0.078230195,-0.93219274,-0.2939408,0.8096162,-0.30803055,0.8283104
Fam81A,-1.0167049,0.2584369,-0.8975673,0.27759296,-0.80364335,-0.2825052,-0.8278345,-0.098512635,-0.82041913,-0.3877238
Fam83D,0.21510437,0.49064907,-0.2478481,0.8694444,-0.17616096,0.9047402,0.14846879,0.41130775,0.1830717,0.19729653
Fam83G,0.19563928,0.123538,0.35771143,-0.26901048,0.46165615,0.26400816,0.9560108,-0.29953876,0.6696126,0.1504817
Fam83H,0.38928452,-0.11581151,0.3956908,0.095705435,0.4909306,-0.40810528,0.6979011,0.42666596,0.5772042,0.22171043
Fam86B3P,0.05641131,0.33408356,-0.617627,-0.6297151,-0.04792416,0.04376621,-0.52248025,-0.7175086,-0.33079237,-0.06435701
Fam89A,0.38296717,0.016895901,0.06965056,-0.9033111,0.3050089,-0.6148154,0.12738156,-1.0344379,0.37972274,-0.04101849
Fam89B,-0.05096443,-0.6760206,0.20626771,-0.07673119,0.08154243,-0.451423,0.30291077,0.1485298,-0.39156628,-0.030148122
Fam8A1,-0.17236781,0.26917312,-0.1610583,0.39785594,-0.13273555,0.31192178,0.13860825,0.47176027,-0.27794325,-0.33626604
Fam90A1,-0.7738445,0.31244698,-0.66685176,0.52158594,-0.12052854,0.24259429,-0.7860271,-0.22188376,-0.65213215,0.0077783354
Fam91A1,0.75592804,0.17054583,0.7986814,-0.06990667,0.16337599,-0.29647177,0.7903894,-0.189667,0.43285224,-1.0701139
Fam98A,0.5148766,0.37242585,0.6831797,-0.1620409,0.71171224,0.24821419,1.3477427,0.3919944,0.8737609,0.5611635
Fam98C,-0.26590863,-0.13115215,-0.31221813,-0.28226382,-0.26590863,-0.13115215,-0.31221813,-0.28226382,-0.5058496,-0.887576
Fam99B,-0.17458698,-1.6501644,0.08222154,0.4460632,0.03428521,0.6166141,0.022263251,0.13822527,0.3154759,-1.1088957
Fan1,0.31404665,-0.5243853,0.35789907,-0.47191536,0.47950685,0.34468296,0.3382104,-0.5815675,-0.10924775,-0.57355696
Fanca,0.34899515,0.3466714,0.33244917,1.0804685,0.45039564,0.66416943,0.3741474,1.0319899,0.26558867,0.77717286
Fancb,0.33023974,0.3241971,0.43992332,0.53037405,0.5245486,0.536144,0.27721328,0.78635657,0.25828674,0.7373708
Fance,0.45134747,0.39177924,0.7196075,0.540005,8.4504485e-05,-0.35496193,0.5556272,0.626849,0.4480513,-0.24318908
Fancf,0.29232338,0.32113293,0.83359814,0.33045793,-0.19960141,-0.29493457,0.5505987,0.2768937,0.20709911,-1.0092753
Fancg,0.26805896,0.13367623,0.2927464,0.3503616,0.44627914,0.24115965,0.2692777,0.6403918,0.110822566,0.46127564
Fanci,0.22165936,0.18677984,0.6766127,0.78017473,0.83025354,0.79537916,0.55710846,0.9159701,0.5433238,1.0252328
Fancl,0.13919786,-1.1580522,-0.6505442,0.3620841,-0.17638475,0.82015294,-0.6505442,0.3620841,0.13919786,-1.1580522
Fancm,0.34929183,0.11342771,0.6798511,0.66331387,0.12134665,0.067858726,0.5381364,0.6242433,0.14724755,0.23675847
Far2P2,0.63848376,0.1821178,-0.79483354,0.6139797,0.63848376,0.1821178,-0.49080682,0.70262194,0.12354358,0.59070385
Farp1,-0.27360588,0.3328063,0.061953954,0.34085032,0.06786467,0.12255846,1.1913838,0.5550789,0.30213183,0.46896836
Fars2,0.45293415,0.030961711,0.1556848,0.37687242,0.33723986,-0.024190761,0.12810701,0.34462488,-0.32041305,0.16262092
Farsa,0.5611697,0.35411993,0.84448826,0.31979844,0.58042276,0.01894566,0.9328177,0.557437,0.40671104,0.6340003
Faslg,-0.32000586,-0.28750265,-0.5948271,-0.28133383,-0.12151673,0.33335614,-0.07272907,-0.14534283,-0.6124099,-0.4380145
Fastk,0.3709698,0.5325934,0.4902497,-0.28069055,0.11426966,-0.12029332,0.41814053,-0.28604826,0.43804467,-0.20887658
Fastkd1,0.54771656,0.5471444,0.6251766,-0.24642031,0.20219976,-0.25206023,0.5751544,0.110027134,0.03011915,-0.1114358
Fastkd2,-0.39468387,0.7072245,-0.07548804,0.7704429,-0.28005552,0.5773803,0.57105774,1.3600204,0.4684462,0.10291208
Fastkd3,0.45980927,-0.025550772,0.28292602,0.233044,0.0036060363,-0.3602388,0.25443524,0.4344148,0.33775255,-0.3506852
Fastkd5,0.4815344,-0.05502477,0.9611864,0.20244487,0.51667583,-0.5444081,0.9118256,0.37108803,0.52856153,0.13110751
Fat1,0.058764018,0.65439105,0.293985,0.14973168,0.5639646,0.49235713,0.4608477,0.20709346,0.8123099,1.1637826
Fat2,-0.0407129,-0.11060879,-0.6003885,-0.09228864,-0.68992865,-0.15307494,-0.6003885,-0.09228864,-0.732225,-0.18365668
Fat4,0.089392476,-0.52116406,0.36191952,-0.23355664,0.45024195,-0.16744918,-0.16279,0.046216663,0.4373392,0.17224637
Fau,0.10630763,0.07580672,0.92746454,-1.1690667,0.5319372,0.09248872,0.86840117,-1.3395587,1.0370716,-0.77126527
Fbf1,0.06508362,-0.3438706,-0.021879919,-0.5556078,-0.021549962,-0.7103588,0.29848912,0.10648994,-0.053842634,-0.02913453
Fbl,0.38502443,-0.8450187,1.0001562,-0.6643706,1.0261058,-0.39964467,0.9775611,-0.813371,1.1660038,0.11596607
Fblim1,-0.14192885,0.17502895,-0.07911878,-0.511115,-0.41461134,0.3929722,0.2460432,0.69452715,-0.086822115,0.5222116
Fbll1,-0.4761653,0.3064035,-0.5079509,-0.5294224,-0.47159332,-0.4009704,0.12312737,0.19912297,-0.77879107,-0.0375374
Fbln1,-0.7212484,-0.3532323,0.16730155,-0.088693514,-0.015622079,-0.25215983,-0.71861374,-0.17613998,-0.421236,-0.41829085
Fbln2,-0.41775018,-0.028562177,-0.31144324,0.0015297197,-0.40252,-0.14959,-0.20703113,0.3402898,-0.1421375,0.27208138
Fbln5,-0.6215746,0.96367943,-0.6215746,0.96367943,-0.24879354,0.7898176,-0.7050138,-0.5581238,-0.7050138,-0.5581238
Fbn1,0.06255199,0.25966087,0.16587292,0.056892794,-0.16508085,0.34513843,0.28684467,0.64442736,0.29602537,0.6514349
Fbn3,-0.048304655,0.026493784,-0.12297777,0.3154738,0.0698601,0.4582484,-0.04104758,0.26950744,-0.012049027,0.23121859
Fbp1,0.109354526,-0.12878719,-0.2658319,-0.85636437,0.17380138,0.26360962,0.18650505,-0.7996694,-0.06426852,0.3662431
Fbp2,-0.07069453,-0.20293705,-0.0048655495,0.13135783,-0.00189922,0.12477334,-0.107701026,-0.13760206,-0.14761037,-0.3617041
Fbrs,0.58033556,-0.04194698,0.69414157,-0.9313806,0.4212499,-0.41911826,0.7893993,-0.48502767,0.18306059,-0.66767734
Fbrsl1,0.23982319,-0.36886474,0.299534,-0.19069497,0.03868456,-0.56432194,0.2157484,-0.7191556,-0.15321952,-0.4622146
Fbxl12,-0.559409,-1.4085991,0.025211923,-0.44733292,-0.033497848,-0.2384515,-0.048221678,-0.82435584,0.040793054,-0.7456831
Fbxl15,0.0029841736,-0.2648359,-0.07286874,-0.301574,-0.55811,-0.5695883,0.0029841736,-0.2648359,-0.5400067,-0.08380422
Fbxl16,-0.16393113,0.21836098,-0.65135944,-0.592222,-0.17945716,0.15881346,-0.08570755,-0.24903782,0.45170966,0.7086094
Fbxl17,0.4141693,0.41653994,1.0402863,0.4900775,-0.35040075,-0.01913521,0.6643865,0.3344472,0.1343846,-1.1343744
Fbxl18,0.75482225,-0.24534853,1.1573944,-0.05506665,0.87158126,-0.26999795,1.1441158,-0.040837433,0.7068717,-0.25105196
Fbxl19,0.35678306,-0.3344441,0.55868644,-0.0062945485,0.317837,-0.671232,0.53363913,-0.06935036,0.42431656,-0.6509007
Fbxl19-As1,0.20356801,-0.043032948,0.9956037,0.24877052,0.2623447,-0.31922036,0.8253109,0.059604246,0.6045686,-0.3398127
Fbxl20,-0.22018296,-0.4338091,-0.5232662,0.82774955,-0.042347766,0.1805361,-0.4478885,0.33059838,-0.4076358,-0.5799285
Fbxl3,0.40964574,0.234236,0.84055185,0.2157587,0.07891551,0.2589555,0.50362,0.028727215,0.09553873,-0.8264766
Fbxo10,0.4808653,-7.586926e-05,0.5340154,0.10132578,0.5571689,0.2965284,0.79397094,0.45406553,0.29473275,0.023204517
Fbxo11,0.6583079,0.39338475,0.8055705,0.3925685,0.3362397,0.38650405,0.9794192,0.71060026,-0.31918323,0.014401648
Fbxo16,-0.14646828,-0.37479547,-0.22231942,-0.43450797,-0.34718192,-0.8335997,0.04298032,0.20390768,-0.4476233,-0.5345354
Fbxo17,0.23385167,0.5115626,-0.3340752,-0.44167745,0.1794546,0.24747543,-0.36815897,-0.6297333,-0.22181141,-0.5102209
Fbxo2,-0.4655611,-1.45339,0.47226524,0.19857688,0.096350424,-0.27337086,0.31268573,-0.12828816,0.05239921,-0.24742986
Fbxo21,0.42224744,-0.005870629,0.29021153,0.17570437,-0.06478057,0.053841453,0.34328738,0.18768586,-0.5754447,-0.08635871
Fbxo22,0.73570293,0.18918063,0.38203594,0.6053114,0.21364504,-0.096668735,0.22738338,0.23549403,0.029722009,-0.1998811
Fbxo25,0.64978015,-0.15958576,0.71104765,-0.48942852,0.44053838,-0.7969408,0.66626245,-0.07717767,0.36720473,-0.52246624
Fbxo28,0.06826102,0.10940331,0.52357984,0.37761644,-0.47105867,-0.54449916,0.41429123,0.5744699,0.110937245,-0.8493168
Fbxo3,0.274826,-0.57031643,-0.78410476,0.6267543,0.3056679,-0.42907202,0.16618356,0.40305647,-0.7813683,-0.15124853
Fbxo30,0.46836853,-0.17738514,0.4881363,-0.22344337,0.46836853,-0.17738514,0.5073251,0.570153,-0.043887608,0.0122196
Fbxo31,-0.34045208,0.08723427,-0.4965104,0.9719527,-0.5662202,-1.3377208,-0.58719707,0.7049967,-0.5370879,0.62409115
Fbxo33,0.5442262,0.60439014,0.34908262,-0.22410564,0.18419673,0.112391114,0.63915616,-0.24457885,0.12653811,0.5557796
Fbxo34,0.22001678,0.45691073,-0.50915396,-0.805833,0.31926388,0.102123514,-0.030210473,-1.0547032,0.2566144,0.726302
Fbxo38,0.636414,0.04425535,0.51520663,0.7701895,0.096855596,-0.2716062,0.13962825,0.14091262,-0.12177249,-0.33952874
Fbxo41,-0.31936732,-0.042835433,-0.11007538,0.15483798,-0.067514114,0.40652332,0.5389419,0.60510087,-0.33168554,0.35471216
Fbxo42,0.4720018,-0.19762602,0.5890802,0.27457452,-0.08059367,-0.49148715,0.6284967,0.27824104,-0.75647235,8.330867e-05
Fbxo43,0.06827953,0.12639561,-0.25584495,0.31251344,0.421057,0.4751029,-0.1106747,0.099846885,0.57027656,0.8320693
Fbxo44,0.66258955,0.15257016,-0.44500756,0.744928,0.13791607,0.6383834,-0.3202523,0.30128312,0.6069661,-1.0521145
Fbxo45,0.11817952,-0.18247525,0.20564315,-0.09729932,0.11817952,-0.18247525,0.085655205,-0.27994752,0.00879446,-0.5373556
Fbxo46,0.0029841736,-0.2648359,-0.07286874,-0.301574,-0.19243678,-0.6938339,0.0029841736,-0.2648359,-0.52491164,-0.14534208
Fbxo5,0.69323236,0.5811124,1.021201,0.45094788,0.019406818,0.10956907,0.77243066,0.4707523,0.02721212,-0.47673404
Fbxo6,-0.35842687,0.4708872,-0.26761115,0.48758754,-0.401693,0.5118355,0.36116332,0.94142973,-0.40359393,0.27634105
Fbxo7,-0.047385044,0.35904568,-0.39636436,-0.018323887,-0.182652,0.15753505,-0.45320755,-0.3487269,-0.3781079,0.011163348
Fbxo8,0.061932318,0.32504767,0.063339815,1.0667635,-0.14593038,0.16567957,-0.033224925,1.0720805,-0.203183,0.46745107
Fbxo9,0.14365427,0.48300767,0.40358898,0.43667755,0.10018869,0.18346535,0.5983776,1.0383525,0.5215529,-0.22037934
Fbxw10,-0.30924013,-0.16539632,-0.54851,-0.1788903,-0.6411251,-0.4303863,-0.49889648,-0.31096214,-0.59193844,-0.33272994
Fbxw11,0.73402655,0.5355825,0.7224823,0.0894689,0.3771175,0.12962876,0.6987552,0.36232403,0.17005922,-0.123747155
Fbxw4,0.14651594,0.20679076,-0.05731035,0.01600362,-0.20706335,-0.27371812,0.014204092,0.279992,-0.6322801,0.16863509
Fbxw5,-0.2505387,0.6202103,-0.2505387,0.6202103,-0.19643581,-0.1834469,-0.36160675,0.2932573,0.092311144,0.69591564
Fbxw7,0.6425732,0.09056315,0.11134194,-0.7539355,-0.122813396,-0.5049549,0.22556418,-1.1295724,-0.40215284,0.25747824
Fbxw8,0.40902424,0.2794676,0.70994145,0.1333265,0.18978605,-0.37008277,0.5981812,0.3986906,0.47310987,0.097775176
Fbxw9,0.41871285,-0.07270248,0.40736303,0.45751724,0.54983425,-0.14593875,0.45488167,-0.016803663,0.6624009,0.28293505
Fcer2,-0.2518236,-0.116683096,-0.39733946,0.017694395,0.00966635,0.44338664,0.08856731,0.46120623,-0.1152521,0.03545989
Fcf1,0.6736755,0.38796222,0.8188972,0.35289234,0.118384644,-0.037788305,0.7015511,0.3850045,0.0873581,-0.44864482
Fcgbp,-0.07553088,-0.13516693,-0.0152442455,0.17032789,0.1082306,0.39829046,0.029728666,0.44941062,-0.13671258,0.13424265
Fcgr2B,0.11945602,-0.09913126,-0.1096906,0.28070828,0.1665664,0.07616593,0.15355334,0.4040315,0.45431042,0.690464
Fcgr2C,-0.38744017,-0.1358543,-0.48850888,-0.19187996,-0.43709075,0.27050102,-0.17201668,0.29718283,-0.2074807,0.33055657
Fcho1,0.022090811,0.3587565,0.40257743,-0.14090814,0.3738888,0.24510421,0.50314426,0.2557471,0.60651404,0.9789013
Fcho2,0.50037146,0.0929905,0.9350161,0.46608385,-0.52061164,-0.48218286,0.589133,-0.045034368,0.08556018,-0.5000967
Fchsd1,-0.26398325,-0.11136629,-0.34979105,-0.23353802,-0.08084773,0.38068658,-0.057176612,-0.39590138,-0.4414022,0.15626086
Fchsd2,0.43553978,-0.047868233,0.32986996,-0.06992893,0.26572037,-0.015109707,0.63375956,0.20679095,-0.1648565,0.031197038
Fcmr,-0.14752948,-0.05294754,-0.17250377,-0.08873686,-0.19592878,0.22055359,0.4670114,0.30267277,-0.020881146,0.13602154
Fcrl2,-0.36128476,-0.11521052,-0.22275147,-0.020604227,-0.27134517,-0.018380743,-0.33782148,-0.2594629,-0.2605422,0.012204735
Fcrlb,0.18792926,0.8358729,0.15518351,0.72902083,0.1793074,0.84179676,-0.14781788,0.6550986,-0.4438725,-0.12546672
Fdft1,-0.21789283,-0.048998643,-0.14087778,0.6787851,-0.17611861,0.28063914,-0.19846585,0.5048714,-0.45533848,-0.3989976
Fdps,-0.14343208,-0.026396941,-0.31695905,0.5165587,-0.4276073,0.6174885,-0.2395497,0.73602116,-0.086789854,-1.1827468
Fdx1,0.5275024,0.24473031,0.55098027,0.12130363,0.15501407,-0.028541286,0.5409608,0.8443042,0.09119355,0.21102723
Fdxacb1,-0.22427717,0.039618485,-0.2036089,-0.23998187,-0.2270292,-0.4795481,-0.27779132,0.25942466,0.12067382,-0.21150543
Fdxr,0.253965,0.7668487,0.2332578,0.3940698,0.11054665,0.72257566,0.2507198,0.77674127,-0.15975478,0.22323321
Fech,-0.10615281,0.21199967,-0.10615281,0.21199967,-0.10615281,0.21199967,-0.08889838,0.9622638,0.42225102,0.6262653
Fem1A,0.83045465,0.24894412,0.83641773,-0.4102111,0.85633075,-0.09470856,0.9471773,-0.30768573,0.49249542,-0.31526753
Fem1B,0.6217705,0.08530596,0.7149263,0.14023392,-0.019703098,-0.12777849,0.5101448,0.15135552,-0.24258065,-0.98242235
Fem1C,0.06578805,0.82154024,-0.70244426,-0.7729094,-0.14954683,-0.098759264,-0.31842488,-0.80928445,0.29803124,0.21704563
Fen1,-0.07570138,-0.28643817,0.3940399,0.7027403,0.52843124,0.13820408,0.30675244,0.53312033,0.38216186,0.8022733
Fendrr,-0.3623041,0.5026254,-0.8928978,0.08947633,-0.4116251,0.18472944,-0.95147085,-0.14303996,-0.86565673,-0.1738099
Fer,0.57281476,0.052121904,0.4831496,-0.114653245,0.09681251,-0.38173318,0.5710133,0.22757255,-0.12758574,0.013753314
Fermt1,-0.6079586,0.4566849,-0.39499053,0.790619,0.06044509,0.7570827,-0.4735657,0.50538844,-0.18344337,0.6931566
Fermt2,0.08438048,-0.026804697,0.33847192,0.03725877,0.08060369,-0.10967147,0.07110483,-0.046817962,-0.18995574,-0.9558388
Fes,0.047360532,-0.32561737,-0.13379323,-0.33516774,-0.9990612,-1.0608276,0.3501138,-0.57331604,-0.78789896,-0.10907236
Fez2,-0.5606596,0.26790038,-0.46984386,0.2846007,-0.6039257,0.30884865,0.1589306,0.7384429,-0.40359393,0.27634105
Ffar1,-0.26949763,-0.109631136,-0.29620925,0.2655922,-0.35994866,-0.10417712,-0.19907105,0.070021346,-0.14103094,0.21908921
Ffar2,0.22003195,0.6555982,-0.021131478,-0.27868423,0.34989235,0.494593,0.20413646,-0.39361393,0.5012631,0.8296323
Fga,-0.5606596,0.26790038,-0.2838535,0.015705522,-0.6039257,0.30884865,0.34492093,0.4695477,1.1562182,0.5486568
Fgb,0.5192394,-1.5158904,0.61005515,-1.49919,0.4759733,-1.4749421,0.34136972,0.18166105,-0.22115481,-0.28044078
Fgd1,0.09254187,0.7575655,-0.022093184,0.77402306,0.09254187,0.7575655,-0.022093184,0.77402306,-0.19214043,0.40699077
Fgd2,-0.12514475,0.41122717,-0.15398258,0.3699012,-0.20989531,0.62998664,0.5220171,0.92788035,-0.0077676997,0.5323775
Fgd3,-0.51853305,0.10843937,-0.53224635,-0.52689856,-0.42969552,0.095876604,-0.36077344,0.1636676,0.24934286,0.48641786
Fgd4,-0.57741827,-1.7956846,-0.16111672,0.26072773,0.18320736,-0.30259937,-0.06332389,0.27219635,0.12677895,-0.1764021
Fgd5,-0.17043415,0.0846324,-0.015161455,0.044319384,-0.28849235,0.21721105,0.109288156,0.40580952,0.18575479,0.4965037
Fgd5-As1,0.5641351,0.45995617,0.4048989,0.70049775,0.143655,0.22733098,0.26876006,0.1359496,-0.15794572,-0.8692818
Fgd6,0.576697,1.0224541,0.59761935,0.91075337,0.56898534,1.0277525,0.52470976,1.2062209,0.07903649,0.77518153
Fgf10-As1,-0.48485428,0.07936135,-0.10635456,0.27050564,-0.32345492,0.116526514,-0.096685894,0.2581518,-0.0976414,0.15468396
Fgf11,-0.4141761,0.747263,-0.74018604,0.7052895,0.35815036,0.66149545,-1.0993508,-0.58334976,-0.59776473,-0.49588734
Fgf12,-0.23141831,0.35097483,-0.2068106,0.812353,0.22927988,0.7276107,-0.036131397,0.6165422,0.06845802,0.72358996
Fgf14-As2,0.117929034,-0.98173034,-0.21424088,0.2872869,0.08060767,0.59053975,-0.04974801,0.44162938,0.493003,-0.55881906
