0,1,2,3,4,5,6,7,8,9,10,11,12,13
-0.84100413,0.10250993,-0.84100425,0.10250993,-0.84100413,0.10250993,-0.84100413,0.10250993,-0.84100425,0.10250994,-0.84100413,0.10250994,-0.84100425,0.10250993
-1.7686939,-0.5140972,-1.7966714,-0.5670974,-1.8222022,-0.5619441,-1.7838159,-0.5733062,-1.8093467,-0.56815296,-1.8222024,-0.56194407,-1.7987206,-0.5872029
-0.36671492,-0.157856,-0.36671498,-0.157856,-0.36671498,-0.15785594,-0.36671498,-0.15785599,-0.36671504,-0.15785596,-0.36671504,-0.15785597,-0.36671492,-0.15785599
-0.41629818,0.08919239,-0.41629824,0.08919234,-0.41629824,0.08919236,-0.41629824,0.089192376,-0.4162983,0.08919237,-0.41629824,0.08919235,-0.41879287,0.07726212
-0.19379658,-0.22530507,-0.18212202,-0.22702424,-0.19229999,-0.22552545,-0.18212208,-0.22702421,-0.19229999,-0.22552545,-0.19229999,-0.22552545,-0.19229999,-0.22552548
-0.24050221,0.0042739175,-0.23302445,0.0031727366,-0.23302445,0.0031727627,-0.23302439,0.0031727664,-0.23302445,0.0031727552,-0.23302445,0.0031727813,-0.23302445,0.003172759
-0.0696165,0.022432335,-0.08575934,0.022670731,-0.08575934,0.022670727,-0.08575934,0.02267076,-0.08575937,0.02267074,-0.08575934,0.022670746,-0.08575934,0.022670742
-1.2995726,-0.476713,-1.319522,-0.5064043,-1.3262451,-0.5054141,-1.3149472,-0.5121409,-1.3216705,-0.5111511,-1.3262453,-0.50541383,-1.3153795,-0.5107323
-0.87919617,-0.7485073,-0.8791959,-0.7485075,-0.8791959,-0.7485075,-0.87919605,-0.7485074,-0.87919617,-0.74850744,-0.8791959,-0.74850744,-0.87919605,-0.7485075
-0.43186304,0.0140093565,-0.43186304,0.014009386,-0.43186304,0.014009424,-0.43186298,0.014009394,-0.43186298,0.014009386,-0.43186304,0.014009375,-0.43557337,-0.0025714599
-1.08332,-0.3937478,-1.0876589,-0.41311377,-1.0900757,-0.41438556,-1.0894969,-0.41408074,-1.0894966,-0.41408062,-1.0900757,-0.41438556,-1.0832216,-0.41051376
-0.5259284,-0.69091636,-0.5259284,-0.6909164,-0.5259284,-0.6909163,-0.5259284,-0.6909164,-0.5259284,-0.6909164,-0.5259284,-0.69091636,-0.5259284,-0.6909164
-0.98923755,0.12968099,-1.0210975,0.113067225,-1.0210977,0.11306722,-1.0060002,0.12605794,-1.0060003,0.12605792,-1.0210977,0.11306721,-0.9982176,0.13697706
-1.393007,0.13915819,-1.3500533,0.12931389,-1.3930072,0.13915819,-1.3500534,0.12931389,-1.3930072,0.13915816,-1.393007,0.13915819,-1.393007,0.13915817
-0.18101284,-0.155951,-0.1903179,-0.15589352,-0.1903179,-0.15589352,-0.19240406,-0.17122005,-0.19240406,-0.17122002,-0.1903179,-0.1558935,-0.18935564,-0.16459672
-1.3787123,-0.19062118,-1.4150065,-0.2105089,-1.4163189,-0.21031572,-1.4028848,-0.21024735,-1.4041975,-0.21005414,-1.4163194,-0.21031566,-1.3936503,-0.20157228
-0.08596611,-0.2413394,-0.08596611,-0.2413394,-0.08596611,-0.24133943,-0.08596611,-0.2413394,-0.08596611,-0.24133943,-0.08596611,-0.24133943,-0.08596611,-0.2413394
-0.75906193,-0.1928343,-0.7610893,-0.19204947,-0.7683078,-0.19584757,-0.7693939,-0.20080556,-0.7693937,-0.20080553,-0.7683079,-0.1958476,-0.7478684,-0.18930298
-1.645731,-0.5886884,-1.6718656,-0.61576927,-1.6936427,-0.6075383,-1.6643033,-0.6218638,-1.6855327,-0.61726063,-1.6936425,-0.6075384,-1.6747996,-0.6216986
-0.6390593,-0.7232844,-0.6359358,-0.72734773,-0.64128065,-0.72656053,-0.6353693,-0.7270497,-0.64071417,-0.72626245,-0.64128065,-0.7265607,-0.6402663,-0.72610843
-1.3473574,-0.41143245,-1.3741028,-0.4328646,-1.3801823,-0.43196946,-1.3601931,-0.4225865,-1.366115,-0.42171448,-1.3801827,-0.43196934,-1.3573886,-0.41088408
-0.269187,0.11773384,-0.269187,0.11773384,-0.26918706,0.117733836,-0.26918706,0.11773384,-0.26918706,0.11773385,-0.269187,0.117733836,-0.26918706,0.117733866
-0.097782046,-0.3167534,-0.097782046,-0.3167534,-0.097782046,-0.3167534,-0.097782046,-0.3167534,-0.097782046,-0.3167534,-0.097782075,-0.3167534,-0.097782075,-0.3167534
-0.46700463,0.10667306,-0.46700463,0.10667309,-0.4670047,0.10667311,-0.46700463,0.10667311,-0.4670047,0.10667309,-0.4670047,0.10667312,-0.4670047,0.1066731
-1.7989948,0.16419032,-1.7635009,0.15622285,-1.798995,0.1641903,-1.7635009,0.1562229,-1.7989948,0.16419032,-1.798995,0.16419034,-1.798995,0.16419032
-1.7837441,-0.2274281,-1.8184261,-0.24510996,-1.8252971,-0.24409811,-1.805325,-0.24699889,-1.812196,-0.24598713,-1.8252969,-0.24409817,-1.803776,-0.2473815
-0.19542903,-0.20950063,-0.19542903,-0.20950063,-0.19542903,-0.20950063,-0.19542903,-0.20950063,-0.195429,-0.20950066,-0.19542903,-0.20950063,-0.19542906,-0.20950066
-0.5047653,-0.13859275,-0.51384974,-0.14195678,-0.51435304,-0.14188264,-0.5115489,-0.1445653,-0.5120524,-0.14449117,-0.51435316,-0.14188261,-0.510463,-0.1510799
-0.5210341,-0.37539554,-0.53708935,-0.46301746,-0.54329157,-0.46628088,-0.54307187,-0.4737413,-0.54307187,-0.47374135,-0.54329145,-0.46628088,-0.45251343,-0.58265746
-0.45932958,0.11041227,-0.45932952,0.11041228,-0.45932952,0.11041227,-0.45932952,0.11041227,-0.45932952,0.11041227,-0.45932952,0.11041227,-0.45932952,0.11041227
-0.36544576,0.1154246,-0.36544576,0.115424566,-0.36544576,0.115424566,-0.36544576,0.11542458,-0.3654457,0.11542465,-0.3654457,0.11542463,-0.36544576,0.1154246
-0.15537375,0.11774627,-0.15537375,0.11774627,-0.15537375,0.11774627,-0.15537375,0.11774627,-0.15537375,0.11774627,-0.15537375,0.11774627,-0.15537375,0.11774627
