0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
-0.7312522,-0.07146333,-0.31055272,0.5316934,0.08801263,-0.10553953,-0.42464253,-0.038180336,0.1511565,-0.15220566,-0.017566044,-0.08071326,-0.01756604,-0.08071326,0.15115649,-0.15220568,0.051409032,-0.19045329,-0.5819774,0.0137245525
0.13224456,-0.11985837,0.2024729,-0.2564769,0.16039845,0.46272084,0.3574168,-0.078471035,0.3524267,-0.2362991,-0.01913746,0.45450088,0.19995965,-0.0258646,0.3466098,-0.22450054,-0.42470872,0.19369556,-0.42470872,0.19369556
-0.63247913,0.27228013,-0.6002441,0.26271647,-0.49006936,0.024493737,-0.5549306,0.39192602,-0.6324792,0.27228013,-0.5549306,0.39192602,-0.5549306,0.39192602,-0.5549306,0.39192602,-0.6773663,0.28559747,-0.6773663,0.28559747
0.053080574,-0.29013646,0.16166839,-0.3921782,0.004660841,-0.29344878,0.2082844,-0.12631197,-0.086483344,-0.24679819,-0.09063937,-0.14100859,-0.04710572,-0.23869123,-0.038433354,-0.1614396,0.08744827,-0.18909422,0.029151812,-0.08876806
-0.571325,0.049565174,-0.7128684,-0.16272807,-0.33030954,-0.36506787,0.06697738,-0.16863303,-0.08077867,-0.021717593,-0.3120321,-0.35114965,-0.101662815,-0.06953429,-0.0085866,0.018508265,-0.44033393,0.15211791,-0.38705692,0.03487262
-0.13430053,-0.3933256,-0.37538344,-0.52563107,0.069892466,-0.36661685,0.3199333,-0.5761248,0.23845169,-0.34587428,0.31269214,-0.41144168,0.27820423,-0.42530024,0.27405533,-0.4348431,0.26940548,-0.42823783,0.33085844,-0.4886965
-0.66356623,0.028022347,-0.5643558,-0.25554118,-0.4324256,-0.04855921,0.10584581,-0.3100938,0.21700695,-0.45755318,-0.15146807,-0.24548131,-0.035347577,-0.31168216,0.15753356,-0.40567175,-0.06481023,-0.3784979,0.12772745,-0.15502
0.116166085,0.33555216,0.08857645,-0.8278836,-0.031935062,0.11704333,-0.16793211,-0.11319366,-0.41500998,-0.072975084,0.031017017,-0.3464669,0.20625082,-0.6048906,-0.026904527,-0.20114756,0.2675901,-0.661118,0.22339587,-0.0040074717
-0.5743216,0.11157197,-0.75991464,0.087343976,-0.4881957,0.4780093,-0.30616105,0.35396734,-0.45967808,0.24992704,-0.53032047,0.4137811,-0.59142977,0.69311744,-0.51326483,0.2936634,-0.4639314,-0.25013945,-0.6309027,0.12743984
0.48007473,-0.16471083,0.48007473,-0.16471083,0.48007473,-0.16471083,0.48007473,-0.16471083,0.48007473,-0.16471083,-0.34871054,0.279062,-0.34871054,0.279062,-0.34871054,0.279062,-0.34871054,0.279062,0.48007473,-0.16471083
