GeneSymbol,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19
Rfxank,-0.017689768,0.3406421,-0.017689768,0.3406421,0.42089307,-0.0643417,-0.017689768,0.3406421,0.42089307,-0.0643417,0.06306182,-0.2232536,-0.017689768,0.3406421,-0.017689768,0.3406421,-0.017689768,0.3406421,-0.017689768,0.3406421
Rfxap,0.1983662,-0.34372148,0.16765533,-0.2731718,0.20249653,-0.1949554,-0.014058191,0.07742532,-0.014058191,0.07742532,-0.22954817,0.32804814,-0.4402854,0.22898449,-0.014058191,0.07742532,0.020035814,-0.0074731642,0.16149922,-0.26065472
Rnf10,-0.36757624,0.20280598,-0.36757624,0.20280598,-0.36757624,0.20280598,-0.36757624,0.20280598,0.35793877,-0.09392593,0.35793877,-0.09392593,0.35793877,-0.09392593,0.35793877,-0.09392593,-0.36757624,0.20280598,-0.36757624,0.20280598
Rnf141,0.07396157,-0.4235905,-0.12505506,-0.12037999,0.05132374,0.33631644,0.17796962,-0.5802849,0.17796962,-0.5802849,0.15074553,-0.49286556,0.1643865,-0.5608276,0.1643865,-0.5608276,0.17796962,-0.5802849,0.17796962,-0.5802849
Rnf4,-0.42189425,0.080926426,-0.3151971,-0.020256756,-0.25956428,0.15921105,0.19730113,0.08184642,-0.43298107,0.25124618,-0.43772793,0.2623777,0.21591073,0.15625896,-0.35217392,0.3569406,-0.42475855,0.15450692,-0.4503283,0.19167258
Rnf6,-0.017689768,0.3406421,-0.017689768,0.3406421,-0.017689768,0.3406421,0.42089307,-0.0643417,0.42089307,-0.0643417,-0.017689768,0.3406421,0.42089307,-0.0643417,0.42089307,-0.0643417,0.42089307,-0.0643417,0.42089307,-0.0643417
Rora,0.6182294,-0.10712724,0.09324905,-0.1433715,-0.9692621,0.49879235,-0.17965822,0.16203745,-0.1830208,0.3628547,-0.19876392,-0.008638053,-0.14602113,0.070323035,0.74564123,-0.10375407,-0.09217091,0.2371748,-0.81743836,0.23850606
Rorc,0.8479042,0.2995899,0.8247234,0.40786996,-0.5387454,0.58136797,-0.35263464,0.11547813,-0.030341897,0.47556353,0.07841921,-0.14560731,0.18423645,-0.33677799,0.5874769,-0.45166537,0.5631066,0.10078954,0.37323627,0.15993498
Rps3,-0.07966015,-0.070486695,0.06482515,-0.014401366,-0.07288736,0.7132547,0.23397718,0.06316464,-0.24077933,0.1769859,-0.23223911,0.29720914,-0.21011983,0.44164106,-0.119874716,0.31898472,0.23841186,-0.39880344,0.19734149,-0.24243876
Rptor,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536
Rreb1,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536,-0.017689768,0.3406421,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536
Rtf1,-0.51475286,-0.3400168,-0.41938224,-0.34485635,-0.12852162,-0.4939084,-0.08449042,-0.537716,-0.21154076,-0.17896232,-0.47968054,-0.21701917,-0.32902378,-0.14977041,-0.34531176,-0.17392984,-0.033569332,-0.1421866,-0.08877638,-0.1327867
Ruvbl2,-0.400732,0.04519733,-0.4563361,-0.12219109,-0.38785857,-0.15823339,-0.5649998,0.13632278,-0.47799098,0.30856034,-0.47955275,0.045218714,-0.5701501,0.19935463,-0.38909024,0.09951889,-0.46937752,0.16373388,-0.47409946,0.07364231
Rxra,0.11783585,0.9021926,-0.2347921,0.91577053,0.073684394,-0.17761448,0.027941179,-0.12054283,0.10095629,-0.39696744,-0.2892956,-0.47525918,-0.032757048,-0.28151503,0.0047394447,-0.26098284,-0.40204936,-0.10008353,-0.23318128,-0.2097504
Rxrg,0.86473817,0.23695695,0.33123684,0.6614076,-1.0174611,-0.38613397,0.86473817,0.23695695,0.86473817,0.23695695,0.86473817,0.23695695,0.33123684,0.6614076,0.86473817,0.23695695,0.86473817,0.23695695,0.86473817,0.23695695
Rybp,-0.16186932,-0.039753377,-0.08207147,-0.41331425,-0.16090463,-0.09616327,-0.30300856,0.07880569,-0.12854038,-0.12872405,-0.52160585,0.010227575,-0.24037112,0.0072065806,-0.30300856,0.07880569,-0.28560108,0.22176646,-0.28560108,0.22176646
Safb,0.035086263,-0.38789475,0.035086263,-0.38789475,0.035086263,-0.38789475,0.035086263,-0.38789475,0.035086263,-0.38789475,0.035086263,-0.38789475,0.035086263,-0.38789475,0.035086263,-0.38789475,0.035086263,-0.38789475,0.21529844,-0.25416815
Safb2,-0.3202573,0.24578549,0.05117212,-0.29368618,-0.07789026,0.061569475,-0.37611607,0.2937291,-0.22164343,-0.17174126,-0.23794053,-0.11912407,0.11439335,-0.3068069,-0.22164343,-0.17174126,0.13601846,-0.38678083,-0.37611607,0.2937291
Sall1,0.20001654,-0.21347833,0.20787154,0.003569803,-0.38103336,-0.04259161,0.053133488,0.5143799,0.009106051,0.5053065,0.107443705,-0.3543044,0.053133488,0.5143799,0.004417654,0.31883922,0.009106051,0.5053065,0.20001654,-0.21347833
Sap30,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536,-0.017689768,0.3406421,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536
Sarnp,-0.51562333,0.2527689,-0.5958829,0.12646626,-0.45565012,-0.11029855,-0.7025827,0.11257466,-0.8448611,0.40772194,-0.6355016,0.21344845,-0.5000436,0.055654205,-0.708264,0.131297,-0.6300972,0.36222693,-0.63941324,0.28392002
Set,-0.91451025,0.3628944,-0.87085307,0.038417444,-0.84519255,-0.1905172,-0.789602,0.016396357,-0.81927687,0.20803542,-0.74486136,0.010489775,-0.5600164,0.1329545,-0.42476016,-0.2299747,-0.8885901,0.32429424,-0.92421186,0.2864879
Sfpq,-0.9474832,-0.026963245,-0.87918824,-0.025713729,-0.8967218,-0.2740431,-0.36144227,-0.38667703,-0.3393685,-0.367748,-0.6692753,-0.1757913,-0.51645964,-0.008666295,-0.26481816,-0.29377446,-0.45431578,-0.30213922,-0.4383286,-0.14402778
Sin3a,-0.6065618,0.018841969,-0.38592437,-0.3464639,-0.15372112,-0.6465232,-0.36871564,-0.101109594,-0.18481766,-0.31161115,-0.7704989,0.14297101,-0.00939215,-0.35210827,-0.0050088875,-0.08447149,-0.1227451,0.14717224,-0.13805099,0.1969779
Smad1,-0.29492274,-0.38322866,-0.6204066,0.15939997,-0.5711323,0.1507468,0.3551037,-0.21675958,-0.57735634,0.071416155,0.36329564,-0.1308111,0.16382062,-0.39994794,0.20666303,0.38875595,0.36329564,-0.1308111,0.36329564,-0.1308111
Smad2,0.06306182,-0.2232536,0.06306182,-0.2232536,0.6279499,1.3197587,-0.017689768,0.3406421,0.06306182,-0.2232536,-0.017689768,0.3406421,-0.017689768,0.3406421,-0.017689768,0.3406421,0.06306182,-0.2232536,-0.017689768,0.3406421
Smad3,0.3425656,-0.2204565,0.06217018,-0.20191969,-0.09937216,0.32631811,0.3425656,-0.2204565,0.06217018,-0.20191969,0.3425656,-0.2204565,0.3425656,-0.2204565,0.06217018,-0.20191969,0.3425656,-0.2204565,0.3425656,-0.2204565
Smad4,-0.527919,0.21090604,-0.10587789,-0.078206085,-0.09880157,0.041697405,0.07838689,0.2274193,0.042669073,0.2627048,0.04294175,0.29948917,0.17384568,-0.54679346,0.087877885,-0.15122831,0.12863691,-0.1328604,0.0783869,0.2274193
Smad5,0.1464026,-0.0051784543,0.1464026,-0.0051784543,-0.11310576,0.4192606,-0.36979663,0.3285333,-0.3468328,0.4777554,-0.3468328,0.4777554,-0.56848496,0.18038315,-0.36979663,0.3285333,-0.3468328,0.4777554,-0.3468328,0.4777554
Smad7,0.06306182,-0.2232536,0.06306182,-0.2232536,-0.017689768,0.3406421,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536,0.6279499,1.3197587,0.6279499,1.3197587,0.06306182,-0.2232536
Smarca2,0.064292565,0.23780107,0.064292565,0.23780107,0.37661844,-0.14517976,0.09705517,0.4265826,0.064292565,0.23780107,0.064292565,0.23780107,0.09705517,0.4265826,0.064292565,0.23780107,0.064292565,0.23780107,0.064292565,0.23780107
Smarca4,-0.26586378,0.08203877,-0.26586378,0.08203877,0.15185887,-0.39201126,0.22027922,-0.31048128,0.22125228,-0.2317893,0.30371895,-0.3718157,0.35374382,-0.39284316,0.19915928,-0.20425822,0.22125228,-0.2317893,0.22125228,-0.2317893
Smarca5,-0.89027584,-0.0020002418,-0.7628525,-0.17287035,-0.3275332,-0.6324991,-0.45648614,0.029707944,-0.41655448,-0.3521846,-0.794704,-0.28195786,-0.20851292,-0.5989684,-0.16118357,-0.41996473,-0.61000246,0.14425956,-0.4474525,0.21614315
Smarcal1,-0.12676346,0.2653077,0.03859149,0.095376715,0.03859149,0.095376715,0.16934928,0.089995936,0.03859149,0.095376715,-0.24980523,0.16688447,0.25915417,0.10770793,0.36035126,0.05881755,0.36035126,0.05881755,-0.12676346,0.2653077
Smarcc1,-0.7670708,0.123118974,-0.62092423,-0.16317068,-0.43728918,-0.44528103,-0.36573663,-0.06613727,-0.5715199,-0.076781884,-0.49062622,-0.25580132,-0.36730328,-0.15506978,-0.3492709,-0.14837709,-0.62883073,0.11714495,-0.62452894,0.14112882
Smarcc2,0.15566078,-0.5127523,0.15566078,-0.5127523,0.18914843,-0.50932044,0.1726126,-0.408539,-0.46615112,0.1199451,-0.37932688,0.053261474,-0.6465081,0.2900213,-0.022575486,-0.20808603,-0.5525485,0.31150103,-0.49562323,0.21455012
Smarce1,-0.45887858,0.18276142,-0.5156128,0.33079785,-0.32921943,-0.15171503,-0.40093,-0.08689821,-0.45150888,0.110659026,-0.5040202,0.07976063,-0.4430482,0.18502189,-0.46140122,0.08272194,-0.20270537,-0.01882538,-0.19380273,-0.12951411
Snai2,0.101035014,0.014382056,-0.089423895,-0.60508996,0.024852257,0.57040393,-0.38277534,0.25802678,-0.5578605,0.580642,0.19237402,-0.71612644,0.26299146,-0.37317342,0.2929835,-0.4341556,0.1674966,-0.6072814,0.101035014,0.014382056
Snapc1,0.10147275,-0.36559376,0.10147275,-0.36559376,0.08854723,-0.3699863,0.10147275,-0.36559376,0.10147275,-0.36559376,0.10147275,-0.36559376,0.10147275,-0.36559376,0.057865717,-0.2835667,0.10147275,-0.36559376,0.10147275,-0.36559376
Snapc4,-0.7246049,0.101972364,-0.3804356,-0.28328952,-0.083774686,-0.44499508,-0.01949725,-0.42035148,-0.16164891,-0.42033854,-0.39704826,-0.23792933,0.042293206,-0.33027178,-0.019648526,-0.44017836,-0.5252029,0.01941335,-0.49655867,-0.037935197
Sod2,0.86473817,0.23695695,0.33123684,0.6614076,-1.0174611,-0.38613397,0.86473817,0.23695695,0.86473817,0.23695695,0.86473817,0.23695695,0.33123684,0.6614076,0.86473817,0.23695695,0.86473817,0.23695695,0.86473817,0.23695695
Son,-0.014330205,-0.36285645,0.014739621,-0.33320454,-0.08235961,-0.38214368,0.13530412,-0.30892068,0.12242177,-0.2928674,0.02945019,-0.34044138,0.17180638,-0.34302998,0.14905432,-0.32323253,0.1559674,-0.33248997,0.1554928,-0.33675033
Sox13,-0.09370707,-0.24513891,-0.027566064,-0.11454489,0.027965426,0.052582875,-0.12142187,0.0128120845,-0.17225216,-0.021726223,-0.15074988,-0.0073112035,-0.14937131,0.008010446,-0.18837155,0.0016044665,-0.15347691,-0.021502497,-0.13669744,-0.029339837
Sox18,-0.17388734,-0.3500676,-0.05869202,0.20069145,-0.54258406,0.25919104,-0.20915996,-0.03477015,-0.4837013,-0.18841597,0.10071798,-0.23718971,-0.36008295,-0.43420607,0.2631302,-0.6758112,0.10151948,-0.24855734,-0.17809927,0.03781192
Sox6,-0.1556424,-0.29809406,0.20592013,-0.18328296,-0.05249178,0.9873513,-0.07402685,-0.09952588,-0.029072147,0.1953799,0.02861743,-0.26155826,0.061599378,-0.14258207,0.06371933,-0.11215265,-0.029072147,0.1953799,-0.029072147,0.1953799
Sox9,0.08677225,-0.2665341,0.08677225,-0.2665341,0.08677225,-0.2665341,-0.05024812,-0.0065373266,0.08677225,-0.2665341,-0.05024812,-0.0065373266,0.08677225,-0.2665341,0.08677225,-0.2665341,0.08677225,-0.2665341,0.08677225,-0.2665341
Sp1,-0.22353654,0.2745111,-0.2159297,-0.26221442,-0.5516906,-0.2176781,0.22445394,-0.3166316,0.3746344,-0.39970586,-0.14023088,0.011628843,0.27317247,-0.45866185,0.37869617,-0.53732073,0.23300841,-0.09214283,0.25437567,0.24619614
Sp2,0.6279499,1.3197587,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536,0.6279499,1.3197587,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536
Sp3,0.42089307,-0.0643417,0.42089307,-0.0643417,-0.017689768,0.3406421,0.42089307,-0.0643417,0.42089307,-0.0643417,-0.017689768,0.3406421,0.42089307,-0.0643417,0.42089307,-0.0643417,0.42089307,-0.0643417,-0.017689768,0.3406421
Spata24,-0.3501163,-0.079698056,0.072992876,0.37153202,-0.028684657,0.9166584,-0.24628933,0.05525382,0.05899453,-0.29666033,-0.17988224,-0.32634947,0.14900467,-0.13473,0.15806052,0.041643836,-0.4764464,0.05550596,-0.39477247,-0.09066851
Spen,0.06571187,-0.20576362,0.06571187,-0.20576362,0.06571187,-0.20576362,0.18845151,-0.229693,0.06571187,-0.20576362,0.18845151,-0.229693,0.18845151,-0.229693,0.18845151,-0.229693,0.18845151,-0.229693,0.06571187,-0.20576362
Sra1,-0.09418005,-0.2659768,0.4712127,-0.5093333,0.20810562,-0.28448507,-0.23725499,0.33919975,-0.2820219,0.21668157,-0.15616427,0.32270524,-0.51605153,0.5476395,-0.62884223,0.60927683,0.32261342,-0.6819258,0.3273143,-0.657035
Srebf1,-0.36757624,0.20280598,-0.36757624,0.20280598,-0.017689768,0.3406421,-0.017689768,0.3406421,0.42089307,-0.0643417,-0.36757624,0.20280598,-0.36757624,0.20280598,0.35793877,-0.09392593,0.35793877,-0.09392593,0.35793877,-0.09392593
Srebf2,-0.492648,-0.5947406,-0.2881891,-0.411303,0.020669034,-0.026577754,0.09003323,-0.5762049,-0.26619577,-0.5263419,-0.45338365,-0.19146127,0.01208283,-0.6362912,0.1535263,-0.75467724,-0.09704007,-0.7312534,-0.29832697,-0.63143367
Srf,0.27635267,-0.35887697,-0.46166125,0.13707769,-0.3238546,0.46654907,0.19419456,-0.20348051,0.19419456,-0.20348051,0.18632644,-0.14165266,0.19419456,-0.20348051,0.19419456,-0.20348051,0.19419456,-0.20348051,0.19419456,-0.20348051
Srrt,-0.056817863,-0.3319513,-0.09067993,-0.38600144,-0.09655303,-0.4233223,0.06808932,-0.32677117,-0.096838355,-0.2764882,0.17003241,-0.1926807,0.1674911,-0.18297866,0.15826324,-0.3994451,-0.043316927,-0.31021518,-0.14089221,-0.2847501
Ssrp1,-0.9508057,0.08389987,-1.1280494,0.07251893,-1.1768281,-0.0034527539,-0.7428417,0.057696607,-1.1899949,0.29201496,-1.0986416,0.35982335,-0.95029783,0.40505144,-0.69531494,0.0319216,-0.9903898,-0.07425026,-1.0810429,-0.019837877
Stat1,-0.43998387,0.009788654,-0.3607031,0.023900608,-0.54417443,0.10096719,-0.34677637,0.23631695,-0.66637075,-0.01758646,-0.5035252,-0.057530303,-0.75944436,0.10675529,-0.6865568,0.12987569,0.024103303,-0.40663448,-0.19989993,-0.1846527
Stat3,-0.20241198,-0.029825898,-0.33934355,0.17236276,-0.21815996,-0.12240652,-0.46316049,0.2120984,-0.45640653,0.26930916,-0.45956558,0.22841392,-0.6881862,0.28849342,-0.3602064,0.09648111,-0.094914064,0.029309792,0.0054294877,-0.22809009
Stat5a,-0.040062483,-0.34510848,-0.030687343,-0.4226974,0.1787425,-0.36611423,0.1368292,-0.56516063,0.08668437,-0.49368504,0.11330032,-0.5299744,0.16844004,-0.4795511,0.10295229,-0.5177912,-0.009219322,-0.4442958,0.04875518,-0.39679638
Stat5b,0.21018332,-0.1381432,0.03298644,-0.4137943,-0.2773723,-0.049553208,-0.08000147,-0.28571972,0.056459937,-0.14387375,-0.09914251,-0.2678664,0.12692615,-0.32624194,0.20617971,-0.25356185,-0.057380643,-0.26567253,-0.2704875,-0.17869031
Stat6,-0.24150755,-0.11732945,-0.51956403,0.017077005,-0.38979557,0.11323532,-0.074033916,-0.069637164,-0.2562546,-0.28288212,-0.32117322,-0.036371402,-0.39497313,0.27697393,-0.24633594,0.046452064,0.14614536,-0.27203438,-0.21857683,-0.136412
Sub1,-0.3720705,-0.10727687,-0.044845518,0.7744218,0.3525982,0.64544415,-0.120701864,-0.21103661,0.17110108,-0.50797033,-0.22743092,-0.30918694,0.15727183,-0.57416546,0.0980486,-0.44343343,-0.34696802,-0.22939433,-0.31876966,-0.26879597
Suz12,-0.4954772,0.06077985,-0.49553657,-0.08123388,-0.26570025,-0.49216434,-0.24085017,-0.026930341,-0.23095323,-0.37503594,-0.549985,-0.2667331,0.023840953,-0.6425632,0.043107413,-0.54664266,-0.17323978,0.021755204,-0.17241184,0.087271
Tada2a,-0.389209,-0.12782706,-0.7136823,0.09273,-0.6394212,-0.12559038,-0.29815787,0.12752841,-0.48067236,0.020842317,-0.51925904,0.22592139,-0.52759045,0.41278538,-0.4370195,0.099421725,-0.21590932,-0.2690525,-0.55095303,0.014738171
Taf1,-0.35420847,-0.49711558,-0.17593905,0.11513108,-0.0797991,0.01773507,0.13488685,-0.35047883,0.1263804,-0.30266404,0.17969029,-0.2957272,0.20467655,-0.29980677,0.18334794,-0.24989854,-0.24273239,-0.39012,-0.2555545,-0.3880265
Taf10,0.42089307,-0.0643417,-0.017689768,0.3406421,0.42089307,-0.0643417,0.42089307,-0.0643417,0.42089307,-0.0643417,0.42089307,-0.0643417,0.42089307,-0.0643417,-0.017689768,0.3406421,-0.017689768,0.3406421,-0.017689768,0.3406421
Taf11,-0.3371148,0.25506055,-0.09571971,-0.06929338,0.030349694,-0.14040402,-0.3419858,0.42930797,-0.1897524,0.48090294,-0.32626328,0.3194591,-0.39312673,0.42516908,-0.24386011,0.5400235,-0.16818947,0.42720845,-0.07872015,0.26708236
Taf12,-0.23604889,-0.0079011405,0.5817563,-0.33857912,0.27094826,0.07563456,-0.25094825,0.55127734,-0.25094825,0.55127734,-0.25094825,0.55127734,-0.35135308,0.62219036,-0.40348366,0.6017318,0.49093845,-0.31590107,0.49093845,-0.31590107
Taf13,-0.37567908,-0.3708695,-0.20348802,-0.5568114,0.202236,-0.6861728,-0.010671306,-0.6022803,-0.23310037,-0.35339794,-0.2690875,-0.3261626,0.051472377,-0.50559884,-0.11559777,-0.45807347,-0.07626727,-0.47384977,-0.2922787,-0.27234358
Taf1b,-0.09427871,-0.27246377,-0.24020265,-0.45504418,0.13156714,-0.46650967,0.04621678,-0.22007234,-0.03892557,-0.39437652,-0.2000704,-0.3432558,0.079742804,-0.39736465,-0.12193544,-0.24168243,-0.123267844,-0.21611972,-0.123267844,-0.21611972
Taf1d,-1.4579908,-0.046748504,-1.2523783,-0.17566293,-0.88562363,-0.65675503,-0.43297037,-0.5754384,-0.42766288,-0.61070544,-1.1934223,0.01919031,-0.38059026,-0.28924808,0.13702357,-0.71727294,-0.92197776,-0.2157815,-0.9327897,-0.048578944
Taf2,-0.7752845,-0.36224276,-0.5921821,-0.32350212,-0.36750084,-0.66068304,-0.17981999,-0.15212043,-0.3486417,-0.09952482,-0.7086291,-0.040108785,-0.20727688,-0.36561364,-0.169653,-0.14990361,-0.55425334,-0.059901424,-0.4129936,-0.16063365
Taf4a,-0.39380047,-0.43391597,-0.36159334,-0.3529814,-0.34702373,-0.6513257,0.17820205,-0.5010486,0.18123677,-0.43543372,-0.06855115,-0.31634742,0.13399127,-0.21864022,0.22172055,-0.35688502,-0.0021022707,-0.28733677,0.21038514,-0.39872378
Taf5,-0.4225325,0.28402576,-0.20136206,0.019131979,-0.27203202,-0.24856268,-0.12515074,-0.19031617,-0.4957363,0.021611692,-0.2316101,0.046087638,-0.4597667,0.1930644,-0.26693383,0.108591,-0.4818871,0.07702577,-0.7392039,0.09520979
Taf6,0.30189288,-0.33280358,-0.5538328,0.2835756,-0.10494086,0.6293478,-0.40628207,0.33252117,-0.40628207,0.33252117,0.8032819,-0.24810718,-0.40628207,0.33252117,-0.40628207,0.33252117,0.45369458,-0.4855271,0.45369458,-0.4855271
Taf7,-0.119137764,-0.02178746,-0.3356121,-0.20092858,0.20489226,-0.4412028,-0.22444348,0.010909564,-0.16955282,-0.14504062,-0.34182984,0.23291053,0.18412285,-0.51032865,-0.020721216,-0.09125589,-0.10167077,0.21285082,-0.11242589,0.22045435
Taf8,0.24153987,0.35512957,0.06306206,-0.22325334,0.06306206,-0.22325334,0.24153987,0.35512957,0.24153987,0.35512957,0.24153987,0.35512957,0.24153987,0.35512957,0.24153987,0.35512957,0.24153987,0.35512957,0.24153987,0.35512957
Taf9,-0.4623811,-0.02705556,-0.32353842,0.085371085,-0.15943183,-0.29761648,-0.27873027,0.0357353,-0.2740347,0.039880827,-0.47061068,0.08843782,-0.3854292,-0.028447198,-0.22453447,-0.09176503,-0.20756961,-0.036450453,-0.3356832,-0.10875211
Tardbp,-0.7998589,0.30341658,-0.7831738,-0.046761017,-0.47904015,-0.08338199,-0.23244558,-0.34893462,-0.05503318,-0.46720713,-0.62782466,-0.09060712,-0.2076185,-0.16580923,0.16629544,-0.46339464,-0.5220362,-0.13398573,-0.30435303,-0.07175699
Tbl1xr1,-0.18921281,0.022500744,-0.42165953,0.11663707,-0.23072772,-0.4619651,0.08627919,-0.45409685,0.17304908,-0.3663711,-0.4573819,-0.049058802,0.13466924,-0.017349223,0.14622921,-0.04057566,0.12926783,-0.08994564,0.13241504,-0.15441886
Tbx3,0.24855284,-0.20080546,0.059668604,0.07849234,-0.31187907,0.19206573,-0.4421234,0.17848825,-0.10880205,0.09366173,-0.15367188,0.03753952,-0.11483176,0.16862614,-0.09104408,0.12819318,0.060655106,0.42724362,-0.037367616,0.4969621
Tcea1,-0.52305984,0.1721715,-0.50585556,0.07829571,-0.1701638,0.089956224,0.013715837,0.27502704,-0.4810301,0.20590453,-0.5379977,0.29839656,0.028289963,0.19169107,-0.39949596,0.3086107,-0.47290105,0.10908553,-0.47290105,0.10908553
Tcea3,0.78029466,0.16318779,0.20684884,0.54348004,-0.575293,0.94809747,-0.34013733,0.5289569,-0.50683993,0.50870186,-0.44273734,0.19425735,-0.10895254,0.051221482,0.6893526,-0.19247994,0.54232883,-0.053820938,0.51720434,-0.02426316
Tceb3,-0.017689768,0.3406421,-0.017689768,0.3406421,-0.017689768,0.3406421,0.42089307,-0.0643417,0.42089307,-0.0643417,0.42089307,-0.0643417,0.42089307,-0.0643417,0.42089307,-0.0643417,0.42089307,-0.0643417,0.42089307,-0.0643417
Tcf12,-0.6155875,-0.7452307,-0.027537849,-0.15953402,-0.057865683,-0.06915968,0.05598756,0.3690215,0.05192081,0.28611532,0.0022678412,-0.1021648,0.0254899,0.34290388,0.0254899,0.34290388,0.21427374,-0.15096751,0.2793127,-0.07148721
Tcf20,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536,0.06306182,-0.2232536,-0.017689768,0.3406421,-0.017689768,0.3406421,-0.017689768,0.3406421
Tcf21,0.2378775,-0.5207529,-0.039948385,-0.5251872,-0.42545217,0.29902068,-0.27435237,-0.046531335,-0.4544365,-0.22676058,0.39769754,-0.1523842,0.04572839,-0.25062317,0.42378813,-0.38463962,0.40198222,-0.44793573,0.40198222,-0.44793573
Tcf25,-0.36757624,0.20280598,-0.36757624,0.20280598,-0.36757624,0.20280598,0.35793877,-0.09392593,0.35793877,-0.09392593,0.35793877,-0.09392593,0.35793877,-0.09392593,-0.36757624,0.20280598,-0.36757624,0.20280598,-0.36757624,0.20280598
Tcf3,-0.8841593,0.1163434,-0.46610522,-0.38006213,-0.17879641,-0.553425,-0.11700329,-0.6523757,-0.36733338,-0.3349016,-0.7689121,-0.06503215,0.13699418,-0.7135388,0.027139321,-0.7864508,-0.4860214,-0.20035356,-0.59994525,-0.07708307
Tcf7,-0.05024812,-0.0065373266,-0.05024812,-0.0065373266,0.79015756,1.6796671,0.08677225,-0.2665341,0.08677225,-0.2665341,0.08677225,-0.2665341,0.08677225,-0.2665341,0.08677225,-0.2665341,0.08677225,-0.2665341,-0.05024812,-0.0065373266
Tcf7l1,0.106729865,0.042294957,-0.1556048,-0.5334312,0.15123865,0.58902353,-0.1364955,-0.38957012,0.041938353,1.0240331,0.12857896,-0.46667987,0.06137786,-0.2586848,0.09811047,-0.3333724,0.09811047,-0.3333724,0.106729865,0.042294957
