Source,Target,PValue
Atf6,Amotl1,0.0
E2F8,Rfwd3,0.0
Elk1,Pskh2,0.0
Elk1,Simc1,0.0
Elk1,C12Orf57,0.0
Elk1,Dock9,0.0
Elk1,Asip,0.0
Elk1,Linc00852,0.0
Elk1,Smpd2,0.0
Elk1,Psmb5,0.0
Elk1,Rplp0,0.0
Elk1,Lhx3,0.0
Elk1,Amotl1,0.0
Elk1,Mavs,0.0
Elk1,Trappc5,0.0
Elk4,Tcf12,0.0
Elk4,Armcx5,0.0
Foxo4,Bcl2L11,0.0
Gmeb2,Ighmbp2,0.0
Gmeb2,Trmt44,0.0
Gtf2F1,Chuk,0.0
Gtf2F1,Otud7B,0.0
Gtf2F1,Arhgef11,0.0
Gtf2F1,Zfand3,0.0
Hcfc1,Akt1S1,0.0
Hcfc1,Dcaf7,0.0
Hcfc1,Gpr107,0.0
Hcfc1,Smg5,0.0
Hnf4G,Itch,0.0
Irf4,Cd8B,0.0
Irf9,Ap5Z1,0.0
Klf16,Abhd4,0.0
Mzf1,Efhc1,0.0
Nr1H3,Pacsin3,0.0
Nr1H3,Tmem220,0.0
Nr1H3,Haao,0.0
Nrf1,Ccdc12,0.0
Pbx3,Zbtb3,0.0
Rb1,Tbc1D23,0.0
Rbbp5,Sart1,0.0
Rhoxf1,Chfr,0.0
Sp1,Ephb6,0.0
Stat1,Fga,0.0
Stat1,Enpep,0.0
Taf1,Mllt6,0.0
Tbp,C12Orf73,0.0
Tbp,Dpm1,0.0
Tp53,Dnaja3,0.0
Xbp1,Hmgcs1,0.0
Zbtb7A,Adam15,0.0
Znf143,Znf24,0.0
Znf384,Arhgef18,0.0
Znf384,Eif2S3,0.0
Znf384,Fbxl19,0.0
Znf491,Napepld,0.0
Taf1,Foxj3,1.839030422283173e-299
Znf384,Ldb1,3.9243965339522406e-292
Rfx5,Dbi,2.339219537346953e-279
Gtf2F1,Vgll4,1.0318994765059885e-278
Gtf2F1,Pstpip2,4.341556652681373e-278
Hcfc1,Fbxl18,6.69076147643476e-278
Hcfc1,Coro1B,3.6953681595169e-276
Rfx5,Cyb5B,1.150003016211452e-267
Hcfc1,Otud7B,5.837887445115056e-262
Rbbp5,Sfmbt1,6.703399806254911e-258
Hcfc1,Trappc6A,2.156128970358881e-257
Nr1H3,Lhpp,1.132542650042508e-246
Hcfc1,Cdc42Ep4,6.549553681326707e-238
Foxo4,Sdhc,7.96881597848157e-224
Stat1,Csf2Rb,1.5664060884391827e-220
Hcfc1,Zscan20,2.4001244974299794e-219
Elk1,Piezo1,6.479044670153997e-215
Ep300,Vps72,5.72368333328243e-206
Polr2A,Tnfrsf11A,6.0688229481241585e-204
Hcfc1,Pikfyve,3.1231551021031044e-203
Hcfc1,Rnf34,6.407110904798639e-199
Hcfc1,Lasp1,2.0448487158101666e-198
Rfx2,Drc3,4.289098223692574e-197
Rfx5,Agbl5,1.0648158913809914e-193
E4F1,Prr3,4.953445982362439e-193
Gtf2F1,Cope,1.0400375019397034e-190
Sp1,Tmem218,6.5547340758872285e-189
Elk4,Linc01525,8.303944531561028e-189
Hcfc1,Slc12A9,1.9141509421055896e-188
Rfx5,Ugp2,2.852282702806568e-188
Znf384,Ubn1,3.5140086118808575e-187
Cebpa,Gpr50,1.9156632667629773e-186
Gtf2F1,Gpr107,4.3677431210279285e-186
Ep300,Klhl2,2.4958014094325118e-183
Rfx5,Hmgcs1,2.202010042050089e-182
Znf384,Cdyl,2.300857467946139e-180
Foxo4,Klhdc3,7.997430378340662e-178
Gmeb2,Larp4B,9.08961433292857e-169
Gtf2F1,Pik3C2A,1.6070958503509157e-168
Rxra,Lingo1-As2,2.440752923300558e-167
Gmeb2,Tubgcp2,2.9785613705377197e-165
Etv6,Nos1,3.8960072830182627e-165
Foxo4,Tmem187,1.040444487396948e-163
Elk1,Tmx2,2.8030623916486815e-163
Hcfc1,Eef2K,8.382652743690632e-163
Nrf1,Vash2,2.0099475366063354e-162
Rfx2,Noxo1,2.362227307387581e-158
Znf143,Sp1,1.8508521561833422e-157
Sp1,Znf143,1.8508521561843973e-157
E2F7,Pold1,2.1283271530225394e-155
Znf143,Zeb1,3.1536052889037038e-155
Yy1,Vamp4,6.728085892501054e-155
Pbx3,Ankrd50,1.0432531268157378e-153
Xbp1,Gtf2B,1.0336385014842974e-152
Etv3,Eml4,3.279519758814842e-151
Elk1,Otud7B,1.3478352397366822e-149
Tbp,Uhrf2,1.2108540805268412e-148
Irf1,Mx1,1.7818568659989e-147
Foxo4,Nedd4,2.659752843872527e-147
Znf143,Sec31A,3.786386546932495e-147
Elk4,Ubr1,1.617356125915672e-146
Znf35,Klhl2,1.3629240504990265e-145
Hcfc1,Dnmt3A,4.95633769796263e-145
Hcfc1,Unc119,6.627214324776547e-144
E2F1,Rfwd3,2.4629476678708154e-143
Stat1,Abcb1,1.7304473105508942e-142
Znf143,Znf2,1.4921631597789994e-141
Gtf2F1,Katna1,3.43920643792577e-140
Gabpa,Trmt10A,2.067057662219408e-138
Neurod2,Prr35,3.077515556836663e-138
Foxo4,Bsn,5.1885831651016856e-138
Thap1,Slc35F5,6.423039686100312e-136
Elk1,Polg,3.487963831581337e-135
Foxo4,Tgoln2,4.164729491791572e-135
Nucb1,Hs6St1,4.7079861478122206e-135
Znf143,Tra2B,5.839277889704349e-134
Etv6,Ube2O,5.543755442946711e-133
Creb3,Pdxk,1.407681530865229e-132
Stat2,Cdkl3,5.6332587616397146e-132
Rcor1,Map3K7,1.191880296026014e-131
Foxo4,Sh3D19,6.180655391227538e-131
Hcfc1,Rpl10A,9.428749927913534e-130
Gtf2F1,Ciz1,2.6854675904772866e-129
Foxo4,Cdk6,3.111876685832702e-129
Mzf1,Gdpd3,8.272010376160225e-129
Taf1,Ccdc186,1.2732064136711223e-128
Gtf2F1,Tp53Bp1,7.66363532268814e-128
Stat2,Pced1A,1.556803119894385e-126
Gtf2F1,Strip1,1.672387435016495e-126
Foxo4,Hebp2,1.7767457605003414e-126
Gtf2F1,Wdfy3,9.903952379769223e-126
Smad5,Inhbb,1.4346941357464355e-125
Taf1,Braf,1.1644782742312334e-124
Gmeb2,Tbrg1,2.3890390767594342e-123
Elk1,Sec22C,6.0286904799279314e-123
Etv5,S1Pr4,8.556992404539164e-122
Rfx2,Rgma,1.494049327255109e-121
Stat1,Dact2,2.2512766716199156e-121
Tcf7L2,Smad3,1.5775545395954444e-120
Hcfc1,Wdfy3,1.799210289547943e-120
Gmeb2,Jarid2,1.2318972712152437e-119
Hcfc1,Mkks,5.670827011487743e-119
Gtf2F1,Pick1,2.544204572093554e-117
Tgif1,Has1,3.219890508862832e-117
Hnf4G,Sh3Rf1,4.209856126614217e-116
Rxra,Il1Rapl1,7.036336769759615e-116
Rela,Aurkaip1,1.414347240640983e-115
Ep300,Pdpk1,3.454177817444755e-115
Crem,Smc5,4.851975907943057e-115
Stat1,Smpdl3B,1.327503382878241e-114
Irf9,Etv7,1.133374621831225e-112
Stat2,Apobec2,2.0547512733414223e-112
Mzf1,Foxd4,2.3306945041847267e-111
Atf3,Hspa6,6.128817738406753e-111
Atf3,Cpxm2,6.128817738406753e-111
Atf3,Nav2-As4,6.128817738406753e-111
Hcfc1,Zfand3,2.964603388633406e-110
Gtf2F1,Akt1S1,9.289690210774934e-110
Elk1,Rps18,2.958470738674614e-108
Taf7,Shoc2,2.0810499651197173e-107
Hcfc1,Chuk,3.2167856404920687e-106
Irf9,Lpin1,4.619472307677263e-106
Hcfc1,Tp53Bp1,4.7918900889548876e-105
Gtf2F1,Zcchc17,7.478122810203922e-105
Nr1H3,Efhd1,1.0133325155031457e-104
Mzf1,Grik5,2.3973723673178636e-104
Rcor1,Zeb1,5.988496962961215e-104
Foxp2,Med13,9.080295119154744e-103
Foxp2,Slc24A1,1.5927433668546002e-102
Xbp1,Inhbc,1.7195293380719263e-101
Nr2F6,Rapgefl1,2.4672189616704357e-101
Elk4,Six1,3.528889219342117e-100
Ep300,Ttf1,2.1747826774111698e-99
Rb1,Ubr1,2.8580480826592534e-99
Gtf2F1,Zscan20,3.3428593829408627e-99
Elk4,Cwc15,8.311767335624962e-99
Kdm5A,Tra2B,1.0410632385618989e-98
Rbbp5,Elavl1,2.32348182373719e-98
Elk3,Syn3,1.8675103846802693e-97
Hcfc1,Carm1,3.1818303073183813e-97
Tfdp1,Mrpl57,1.8322935717399422e-96
Znf490,Znf436-As1,2.084898637109217e-96
Elk4,Rpp14,5.914374561490691e-96
Elk4,Taok1,9.101038708731336e-96
Tgif1,Vcan,2.2845018512961535e-95
Creb3,Sec16A,6.437929721397483e-95
Atf3,Avpi1,1.0465961754020687e-94
Gbx1,Casc16,2.6974907421625534e-94
Atf6,Nbeal1,3.1058524926521087e-94
Elk1,Rhbdd2,8.759245981674738e-94
Tfdp1,Fgd5-As1,1.3635749719951322e-93
Gtf2F1,Nmt1,2.5463309078697563e-93
Gtf2F1,Ergic1,7.270492839796657e-93
Rela,Tfeb,4.144740369827563e-92
Gmeb2,Cacna1D,5.90560601938977e-91
Rfx5,Cdc23,1.2102349443518534e-90
Thap1,Exoc8,1.456163840250084e-90
Gtf2F1,Smg5,1.5568420532683925e-90
Foxo4,Hdgf,1.691721348758318e-90
Elk4,Akap10,7.682694463917803e-90
Rarg,Prr12,9.780111608537753e-90
Tbp,Mapkapk5-As1,1.0795879643433189e-88
Hcfc1,Cope,1.6822125847310374e-88
Sp1,Fam117B,2.3728132518483852e-88
Znf143,Prepl,2.0094098940505663e-87
Znf384,Mkx,2.8200835877797316e-87
Elk4,Mier1,4.824681513975363e-86
Gtf2F1,Ubr5,6.3397564218808416e-86
Zfp30,Hexim1,9.761987147066423e-86
Nrf1,Ccl28,1.4938459514811393e-85
Elk4,Nipal2,5.437091245687349e-85
Polr2A,Znfx1,1.9700421095944326e-84
Yy1,Shoc2,4.0369055009930694e-84
Foxo4,Cpe,4.511243393611496e-84
Znf143,Leprotl1,1.2121740112335186e-83
Rarg,Tmem218,2.503206221623083e-83
Creb3,Gnl3,3.189542480597749e-83
Creb3,Ctc1,2.0014261613817758e-82
Gata6,Peli2,3.358101877585885e-82
Gtf2F1,Fbxl18,5.285913991434208e-82
Taf1,Agap9,1.0248187247242302e-81
Gtf2F1,Lasp1,1.5422136278006043e-81
Gmeb2,Eml4,1.1098702750912503e-80
Hnf4G,Asb7,1.1889878325067713e-80
Creb3L2,Bet1,1.625970409624081e-80
Cebpb,Adcyap1,1.817194034209885e-80
Rfx2,Mipepp3,2.1344132391822765e-80
Hcfc1,Mtf1,3.406285999953201e-80
Nr1H3,F12,5.032109520199146e-80
Sp1,Hoxb4,5.788133337309615e-80
Rfx5,Ubb,7.350156000410577e-80
Nr2F6,Blvrb,2.7477178763455935e-79
Taf7,Foxj3,5.563915871750975e-79
Creb3,Otub2,6.454654278779762e-79
Rfx2,Prrg3,9.712530299327022e-79
Znf143,Ddit3,1.0861401618602724e-78
Elk1,Pigs,1.4254427332981356e-78
Hcfc1,Hps1,1.4489802361082708e-78
