Source,Target,PValue
Elk1,Pard6G-As1,0.0
Elk1,Pskh2,0.0
Elk1,Raph1,0.0
Elk1,Hydin,0.0
Elk1,Rplp0,0.0
Nrf1,Pgbd2,0.0
Prdm16,Ckb,0.0
Stat1,Ppt1,0.0
Tbp,Znf213-As1,0.0
Znf143,Nrav,0.0
E2F7,E2F8,1.796652082172161e-289
Ctbp2,Sencr,2.8624805850770944e-226
Creb3,Xpnpep1,4.741897200771558e-158
Hnf4A,Nme9,4.241888869986482e-121
E2F7,Cdca5,2.0410259713996093e-115
Nrf1,Apbb3,5.578015348416449e-114
Elk4,Gtf2H3,2.0148354432611946e-97
Rfx5,P2Ry6,2.1471804315829853e-95
Rxra,Ap5B1,3.469359524759673e-95
Znf143,Supt20H,4.7230848428923106e-95
Rfx5,Plxnc1,6.025678395395608e-94
Stat2,Btn3A3,6.641296295325353e-90
Gtf2F1,Psmd8,3.053426538010883e-88
Tfdp1,Dleu1,4.2037553812204135e-86
Creb3,Atp6V1G1,1.7902572108388993e-79
Hcfc1,Psmd8,8.566480026955281e-76
Gtf2F1,Uqcrc1,1.9008233910424205e-74
E2F8,Atad2,3.354851470437798e-72
Rarg,Fzd2,2.1226856240920542e-70
Elk1,Dancr,2.730831851914177e-67
Nrf1,Rbm14,1.2662466055335325e-66
Hnf4A,Pde3B,1.39753598310661e-65
Stat1,Linc00545,1.0942519855215713e-63
Creb3,Tomm34,2.8272321779614133e-58
Esrra,Hnf1B,7.709092870285347e-57
Rfx5,Hspa8,1.1144436113248189e-56
Foxp2,Nudt4,1.719072004362098e-56
Tbp,Slc25A40,5.080877481502012e-55
Gtf2F1,Fbxw9,5.738510421668735e-54
Tfdp1,Kbtbd8,3.892065985583373e-53
Elk4,Phf14,1.5726419398259924e-52
Gli2,Dpep1,8.047219593355811e-47
Hcfc1,Ovch1-As1,3.022978949601271e-46
Bcl3,Notum,2.3792540907726445e-45
Gmeb2,Ddx56,1.1778035382383382e-44
Tbp,Hinfp,4.649543446719704e-44
Elk1,Aamp,8.424923247336152e-44
Elk4,Stk26,2.8176346718186395e-43
Tbx21,Pde7A,6.600854107440308e-43
Sp1,Znf8,4.7491392683899865e-42
Tbp,Cnot3,1.1838528606943081e-41
Nr1H3,Camk2N1,2.2355587842315514e-41
Stat3,Dimt1,2.1876782736650986e-40
Taf1,Ice1,1.2131709632119018e-39
Nfkb2,Tbcb,1.6523915364150114e-39
Hoxc10,Hoxa10,1.2498109512704392e-38
Rb1,Gfpt1,1.9608191365267272e-38
Tfdp1,Nudt2,3.6756692572530087e-38
Elk4,Dek,6.721979873944356e-38
Nrf1,Znf213-As1,7.417735023429801e-38
Taf1,Ercc6,9.413120038783063e-38
E2F1,Atad2,4.951011781059256e-37
Sp1,Nrav,9.384240925325345e-37
Creb3,Yipf3,1.297933813601363e-36
Stat1,Lipe,1.4673686910505941e-36
