Source,Target,PValue
Atf6,Egfr,0.0
Elk1,Pskh2,0.0
Elk1,Simc1,0.0
Elk1,C8G,0.0
Elk1,Rplp0,0.0
Fosl2,Rfc2,0.0
Gtf2F1,Gar1,0.0
Hnf4A,Fnip2,0.0
Kdm5A,Mfsd6,0.0
Nr1H3,Bahcc1,0.0
Ubtf,Lrp3,0.0
Zkscan1,Gpr45,0.0
Ubtf,Slc25A35,4.204518032968948e-276
Hnf4G,Tex30,1.2068421076514248e-257
Nfkb2,S100A16,2.057251808192364e-247
Kdm5A,Stag1,8.089647772926299e-237
Polr2A,Dusp14,1.1384434467861602e-235
Znf471,Klf15,1.8744125892974923e-226
Batf,Mmp9,9.030816318676522e-223
Foxp2,Sybu,1.0294389605999535e-222
Nr1H3,Fdps,3.2931374568662475e-222
Stat2,Acin1,9.391990779669196e-221
Nrf1,Rfxap,1.9249923474079525e-220
Taf1,Taf2,6.244380600689328e-198
Foxc1,Emp3,4.3490217422291654e-193
Nfil3,Osgin1,5.066752532878774e-192
Myog,Calhm3,1.4071341050995083e-174
Gmeb2,Abhd11,1.2463124733857314e-172
Foxo3,Tec,7.565792294872902e-170
Tgif1,Abhd11,8.971007697257602e-163
Nr1H3,Dbh,2.734408177431991e-158
Fosl2,Abtb2,1.6647473542486703e-146
E2F8,Spc25,2.1540361438161485e-142
Znf143,Znf529,4.320302753285598e-140
Nr1H3,Elmod3,3.3148264266742868e-139
Znf143,Ywhag,3.028621923087601e-138
Gtf2F1,Bod1,2.7839695361772417e-136
Relb,Apoa5,4.953748295791283e-127
Znf768,Tsnaxip1,5.26677512647965e-124
Junb,Ttbk1,7.336495281083702e-116
Gtf2F1,Lypla2,2.6455825528357384e-115
Hcfc1,Psmc3,1.3524655097853533e-111
Creb3L2,Rwdd2B,3.993319100373619e-111
Znf76,Sgf29,1.0252379651758365e-108
Yy1,Znrf1,1.91808286025407e-107
Znf76,Fam120C,7.656097948825224e-107
Znf211,Tpt1-As1,1.478699700106579e-106
Nfyb,Mir4458Hg,1.26772123495949e-104
Gtf2F1,Kctd5,4.7423638808056594e-104
Creb3L2,Mia3,6.780278376487343e-97
Fosl1,Zswim6,8.107211440669538e-91
Nr1H3,Scnn1D,3.494647904320467e-90
Gtf2F1,Trmt61A,5.5362281977143496e-89
Znf768,Ormdl3,1.0155979456315406e-88
Nr1I3,Dmd,1.1551961467795628e-88
Tbp,Zbtb45,5.0482954287613145e-87
Elk1,Ssu72,1.0030328601219594e-86
Srebf2,Dvl2,1.4194656047638122e-86
Rbbp5,Pym1,9.727404884277515e-84
Creb3,F2Rl1,5.5187178228467745e-76
E4F1,Rad9A,5.763256066186405e-76
Rbbp5,Zmat3,9.370005483031638e-76
Ppara,Ak4,1.0480142121454792e-75
Nfyb,Linc01533,4.175646696964018e-75
Gata6,Tagln,1.0440917706364103e-74
Elk1,Ltbr,5.991404084539037e-74
Fosl1,Sat1,2.638527316921416e-73
Znf740,Tbcc,1.4014335145416838e-72
Stat1,Alas1,3.762174621934591e-71
Foxp2,Ptk2B,5.462536143653334e-71
Ppara,Zswim3,1.2157026859883855e-70
Znf143,Gcc1,1.0780800970357962e-69
Junb,Letm2,1.8873041158952807e-69
Hnf4A,Proser2,4.1043305980870875e-68
Hcfc1,Prmt1,4.051737514635293e-66
Cux2,Ldlrad4-As1,1.672794960030784e-65
Znf557,Zbtb6,1.7631273339017802e-65
Znf143,Kif5B,2.9155821280979357e-65
Junb,Ubald1,3.934302849685334e-65
Srf,Ntmt1,5.332979598917751e-65
Relb,Abtb2,1.0151255054803006e-63
Nfkb2,Trpv6,1.1002746557843538e-62
Rb1,Tm9Sf1,1.831167529391613e-61
Nr1H3,Map4K1,4.867829579944123e-61
Polr2A,Brap,7.376899255826014e-61
Mafb,Slc5A12,8.375657218101119e-61
Elk1,Trappc6A,1.408548525187447e-60
Stat1,Tmem185B,1.4733499913157947e-60
Znf768,Lzts3,4.079261119386216e-57
Zfp62,Adamts10,5.399860828302451e-57
Elk4,Rbbp7,1.810227912400113e-55
Arnt,Diaph2,3.417732326590317e-55
Cebpb,Abtb2,4.933678884713876e-55
Onecut2,Pax8-As1,7.513823307118778e-55
Taf1,Mettl22,2.1002381745943197e-54
Fosl2,Osmr,2.302804032573561e-53
Znf384,Stag1,7.3519696559244125e-53
Eomes,Spock2,2.759582215666669e-51
Gtf2F1,Cbx4,3.145008940543936e-51
Irf1,Nfkbiz,2.1228981522891776e-50
Ppara,Fosl2,3.583055460672149e-50
Taf1,Rilpl1,8.373757907880799e-50
Foxp2,Klhl24,2.0664938154162145e-49
Foxp2,Zer1,5.252384362958146e-49
Foxp3,Mycnos,2.1387158176004195e-48
Foxp2,Cyth1,3.9044612448915044e-48
Hnf4A,Mgrn1,4.829374035249977e-48
Rarg,Rhobtb2,9.452450082667211e-48
Creb3L2,Nt5Dc3,5.078442590162525e-47
Foxp2,Tmem256,5.09602654419119e-47
Nr1H3,Twf2,1.006103956137779e-46
Nfatc3,Foxn3,1.1184625261100266e-46
Nr2F6,Wnt11,6.348235490154909e-46
Znf787,Kxd1,1.4426585163346388e-45
Nr1H3,Aifm3,2.3000024977469263e-45
Yy1,Pym1,2.725951624077363e-45
Atf3,Epc1,5.748847411158432e-45
Irf1,Ndel1,6.881570317314506e-45
Nfyb,Fbxo31,8.110723011890788e-45
Foxp2,Tfdp2,1.3534855699956893e-44
Myf6,Klhl41,1.0740976778437401e-43
Gtf2F1,Cdk11B,1.2035945679724923e-43
Tgif1,Klhdc7A,5.839887901172501e-43
Mecom,Clip2,8.995176415812929e-43
Thap1,Smtnl2,2.2686937446686417e-42
Esrra,Ppp1R16A,3.6516241231700354e-42
Foxp2,Pygl,1.0082912030371803e-41
Hcfc1,Ece2,1.6307085804023386e-41
Creb3L2,G6Pc2,2.472310504074531e-41
Junb,Fam131A,7.170031788132844e-41
Yy1,L3Mbtl2,8.113926480764538e-41
Nfkb2,Ifrd1,1.4504541834052422e-40
Nr1I3,Bhlha15,2.7147854694067584e-40
Tgif1,Klhl31,9.676439540074961e-40
Relb,Vipr1,7.565350622365618e-39
Mesp1,Twf2,9.25024411253763e-39
Hoxc6,Tfap2B,1.769928176338245e-38
Elk1,Surf4,6.465020381033192e-38
Rbbp5,Rala,7.752814302047226e-38
Foxn3,Slc22A9,1.5204694384190606e-37
Rela,Ppan,1.8521212428755799e-37
Znf471,Cep164,6.94647516702444e-37
Elk3,Adcy3,2.3962711533672783e-36
Elf4,Sp6,3.188692101400694e-36
Creb3,Camsap2,1.0956441855530502e-35
Cebpd,Nfkbiz,1.8294726287883643e-35
Znf768,Cyth1,2.400384414228971e-35
Rb1,Rbbp7,7.614144793626375e-35
Nr1H3,Pygl,8.98346114840863e-35
Fosl2,Mafb,1.4952451967864071e-34
Taf1,Gnl3L,9.755064079566044e-34
Foxp2,Cyp11A1,9.76607554894162e-34
Znf76,Sugp1,1.1459879373068506e-33
Srf,Anxa3,1.149687852660635e-33
Gtf2F1,Tpd52L2,1.7687897801041726e-33
Hlf,Alb,2.6068071932279987e-33
Tbx21,Sbk1,6.962698953477093e-33
Gsc,Dll3,7.286793070114762e-33
Sp1,Chd8,7.389071497253877e-33
Polr2A,Sms,7.761490897150981e-33
Elk1,Ythdf1,9.220450927531418e-33
Nr1H3,Sh3Glb2,2.2318872918177175e-32
Stat1,Nkx3-2,4.063266970984245e-32
Nr1H3,Znf768,4.7643184855476616e-32
Elk1,Furin,5.726159225328372e-32
Irf4,Furin,5.726159225330683e-32
Nfyb,Ccr6,5.733631712523492e-32
Gtf2F1,Rhobtb2,6.219482225540415e-32
Mafb,Rapgefl1,7.150521559165059e-32
Fosl1,Fam131A,8.250733413373049e-32
Rb1,Sorbs1,1.836839770260026e-31
Relb,Snora74A,2.9662432130515647e-31
Nfkb2,Treml1,3.092795116666333e-31
Gata6,Pdgfa,4.781236637495581e-31
Rarg,Plcg1,5.075042856339745e-31
Nr2F6,Phospho1,5.969726660242787e-31
Tgif1,Ppara,6.511250654531956e-31
Elf4,Part1,1.2208487078541615e-30
Gata6,Hbegf,1.323202715837475e-30
E2F8,Cep55,3.0586742317821056e-30
Elk1,Derl1,4.815539906985367e-30
Rarg,Coro1A,5.416643571180874e-30
Rarg,Rassf4,8.912707849549411e-30
Rbbp5,Malsu1,1.0871207725928466e-29
Klf4,Slc34A2,1.325657891826711e-29
Rarg,Gcnt1,1.4015526184299484e-29
Gata6,Tsc22D3,1.893408146527366e-29
Irf9,Batf2,3.2406357434934446e-29
Fosl2,Klhl31,6.349109896879867e-29
Kdm5A,Taf1,7.097576552792277e-29
Taf1,Kdm5A,7.097576552792277e-29
Cux2,Cyfip2,7.204546431193948e-29
Foxp2,Slc13A2,1.3299776828736505e-28
Gtf2F1,Pdcd6,2.710313765575533e-28
Hnf4A,Alg14,2.841530561228006e-28
Gata6,Fstl3,2.9362012028722227e-28
Foxp2,Irs1,4.742367480838128e-28
Rbbp5,Vma21,1.375290834992835e-27
Hnf4A,Xab2,1.725479636368107e-27
Znf76,Hcfc1R1,2.338947630682919e-27
Mlx,Erp29,3.629973830120352e-27
Srf,Ptp4A3,3.889893215531375e-27
Eomes,Gng2,4.312692473213588e-27
Nr1H3,Ss18L1,7.285675631947478e-27
Foxa2,Linc00572,9.355472579845214e-27
Fosl1,Tp53Tg5,9.37399922724192e-27
Znf768,Zer1,1.0288711783885848e-26
Gtf2F1,Kctd20,1.0749032447761985e-26
Foxo1,Dhrs9,1.0811664741903706e-26
Mesp1,Ppdpf,1.1054997273711178e-26
Znf471,Scnn1D,1.3647254132094952e-26
Hcfc1,Tiprl,1.824178868544587e-26
Relb,Hs6St1,2.1048349087297877e-26
Polr2A,Prdm4,3.7986186338294245e-26
Foxp2,Frat1,5.37937996311151e-26
Taf1,Trim4,5.399228947399292e-26
Fosl1,C10Orf67,9.07376290412031e-26
Nr1H3,Syne3,9.395091217810053e-26
Gtf2F1,Ppp1R14B,1.3767684150786882e-25
Taf1,Tfcp2,1.61487753346426e-25
Foxc1,Lrrc32,2.7021482026329756e-25
Thra,Fam131C,2.736640241115833e-25
Relb,Krt79,2.8368971033248495e-25
Nr1H3,C16Orf86,3.753231587472987e-25
Nr2F6,Blvrb,5.349637401098474e-25
Fosl1,Plod2,6.336065538392807e-25
