Source,Target,PValue
Atf6,Hbs1L,0.0
E2F1,Dbndd1,0.0
Elk1,Pard6G-As1,0.0
Elk1,Pskh2,0.0
Elk1,Elp3,0.0
Elk1,Fgfbp1,0.0
Elk1,Hydin,0.0
Elk1,Rplp0,0.0
Elk1,Tmx4,0.0
Etv5,Mro,0.0
Rax2,Kl,0.0
Rbbp5,Naa50,0.0
Rfx5,Cdca2,0.0
Rfx5,Tk1,0.0
Stat1,Etv5,0.0
Stat1,Uts2R,0.0
Stat1,Capn1,0.0
Stat1,Tmx4,0.0
Stat1,Pcdha9,3.750936746921213e-302
Stat1,Csag3,3.750936746921213e-302
Stat1,Nkx3-1,3.154040911060495e-264
Etv5,Orc6,3.8762464519109945e-264
Irf1,Osr1,1.1402775913157715e-260
Stat1,Rpn2,1.2783488632269185e-252
Rfx5,Cdc20,2.6997226404509453e-251
Fosl1,Lpcat1,1.5329456743432942e-249
Stat1,Flii,3.3151974712345765e-247
Srf,Cdc37L1,8.57213244970664e-245
Stat1,Aplp2,3.6651223579473657e-242
Tfdp1,Slc31A1,2.1838021487698922e-226
Tfdp1,Gjd3,7.761338241632605e-222
Nfkb2,Myl4,1.4927336527465002e-219
Rfx5,Kif18B,1.508553952889153e-212
Znf143,Cab39L,9.306702482674984e-211
E2F1,Cenpa,4.6788508187012755e-207
E2F8,Pbk,5.588322414377497e-194
Rfx5,Bub1,4.4247453659968394e-184
E2F8,Cenpa,2.67266588378887e-180
Irf9,Lgals3Bp,3.042720292698466e-178
Stat3,Sohlh1,1.0171215914368224e-177
Elk4,Rbm7,3.934703158960614e-170
Stat1,Psma3,4.112681104970284e-168
Stat1,Nacc1,1.4583745669969881e-165
Gtf2F1,Cox7A2,2.685340398435989e-159
Gtf2F1,Ndufb4,2.685340398435989e-159
Foxp2,Chad,1.3941363055076275e-141
Stat1,Nuak1,1.3007666157508787e-129
Fosl1,Brix1,1.8679550871549478e-124
Stat1,Zc3Hav1,7.023405162078828e-121
Stat1,Psma4,2.0876385882707436e-119
Elk3,Xxylt1,6.5628120765954985e-118
Maz,Dgkq,1.668847945679942e-112
Tfdp1,Cyp1B1,2.893474413370674e-109
Gtf2F1,Mlx,8.086522499319589e-109
Rarg,Tmc4,3.431193984587713e-107
Rfx5,Aplp2,4.195981500323404e-105
E2F8,Tpx2,5.667770411691095e-105
Thap1,Rdx,1.9058771837502532e-104
Tfdp1,Gdi2,8.438914580892277e-104
Nrf1,Fam76A,1.0176355943042811e-103
E2F1,Mis18A,1.0209080106260147e-101
Gtf2F1,Vipas39,1.1334157966059495e-101
Fosl1,Oasl,3.6305766827447097e-97
Stat1,Ube2E1,8.04555051505751e-96
Fosl2,Snord89,1.2610641411303172e-95
E2F1,Cbr3,2.442034258808225e-92
Stat1,Ubr7,8.080802150467129e-92
Atf3,Gadd45G,1.5356626829941354e-91
Gata3,Pygm,5.129014719893811e-90
Sp1,Clock,5.940735399487842e-89
Elk1,Nuak1,4.884774731705515e-88
Tbp,C15Orf40,6.248413761345947e-86
Znf136,Maml2,4.298535210025078e-83
Srf,Lrfn5,1.7726473871191117e-82
Hcfc1,Pdap1,4.003466592780635e-77
Stat1,Osgin2,4.67807515389079e-77
Stat3,Klhl25,4.3131980074765885e-76
Etv5,Arhgap30,2.122049910008724e-75
Gata3,Hoxc4,3.591436997539804e-75
E2F1,Mybl2,4.950579126087376e-74
Taf7,Ccni,5.2265811287752153e-73
Cdx1,Ambn,2.5674366505590436e-71
Sp1,Lin52,1.1586748704009458e-69
E2F1,Nuf2,1.4487903527819315e-69
Stat1,Rnf6,1.0244025092171109e-68
E2F8,Mybl2,4.587585384780477e-68
Mybl2,E2F8,4.587585384780477e-68
Hcfc1,Ubxn4,9.030759909108848e-68
Rfx5,Ipo13,2.4697161448647137e-67
Znf143,Man1A2,6.239782524294143e-67
Foxp2,Clk4,1.5696935992685012e-66
Sp1,Cab39L,7.275457914677873e-66
Gmeb2,Rps6Ka4,4.727612107841722e-65
Stat3,Limk2,2.326849132162902e-63
