,0,1,2,3,4,5
ENSMUSG00000000001,8.316736520666666,9.624989056333334,8.216922108333334,11.826416959333335,15.871331903333333,34.83489917333333
ENSMUSG00000000028,0.9152943683333333,1.3545458846666667,1.2587406043333333,0.7962029806666667,1.5726132236666668,6.063635529666667
ENSMUSG00000000031,3.608557258333333,4.893053843333334,6.0877062660000005,7.8506313663333325,6.791609744666666,75.20876168666666
ENSMUSG00000000037,0.07262398466666665,0.10575976599999999,0.06470613233333333,0.052365233000000004,0.075787668,0.36960692
ENSMUSG00000000049,0.07306749,0.152631873,0.029374082333333332,0.08786257533333335,0.06927854500000001,0.11779156899999998
ENSMUSG00000000056,23.643524190000004,23.63691716,23.567064060000003,16.525647666666668,17.954341423333332,14.898052850000001
ENSMUSG00000000058,27.589639176666665,24.759478556666664,23.976412326666665,21.590651860000005,24.22962314333333,26.132493916666665
ENSMUSG00000000078,16.847072833333332,18.964451453333336,27.48968035333333,40.7070529,29.330134183333332,31.454542413333332
ENSMUSG00000000085,4.570636872666667,4.553875194666667,4.556817165999999,3.5415682126666668,3.762420752333334,3.579605013
ENSMUSG00000000088,156.54113413333334,162.7609248,161.0908068,157.63093460000002,133.1722782,83.01373309
ENSMUSG00000000093,6.931414832666667,6.533795773666665,8.039138656,5.743058507666667,7.0751439263333324,5.279200690333333
ENSMUSG00000000094,0.0,0.005294386000000001,0.004328771666666667,0.008311410333333333,0.009563496999999999,0.025369843666666666
ENSMUSG00000000120,0.2066039776666667,0.32032255633333334,0.24687197633333335,0.220175255,1.046759751,1.6506854746666668
ENSMUSG00000000125,0.0,0.0,0.0,0.0,0.0,0.004572713666666666
ENSMUSG00000000126,1.8843698683333334,2.3508285213333333,2.1537145890000002,2.0539088800000003,2.631777556,2.683669552
ENSMUSG00000000127,4.138489378666667,4.242578060333333,4.114818725666667,3.1747468970000003,4.293441631666667,6.031830715000001
ENSMUSG00000000131,1.5909541406666667,1.3234066436666667,1.616289179,1.4893286796666665,2.3415866983333333,2.883626080333334
ENSMUSG00000000134,1.5006139473333333,1.5950219453333332,1.4369386426666668,1.9414056423333335,2.732878138666667,5.028120127333334
ENSMUSG00000000142,0.8176947283333332,0.6027512413333334,0.6664624056666666,0.5320585983333334,0.6999073763333333,0.465919417
ENSMUSG00000000148,1.5743833683333335,1.4908654626666664,1.361657387,1.5437154793333334,2.4687848446666667,2.9805289233333334
ENSMUSG00000000149,33.811579619999996,34.658252839999996,36.06295807666667,27.80587333,34.934094423333335,47.559577993333335
ENSMUSG00000000154,0.228934638,0.24206144366666668,0.22246490333333335,0.068818417,0.262084045,0.6689155836666667
ENSMUSG00000000157,0.0,0.0,0.0,0.04846804133333334,0.03723048,0.025171556666666667
ENSMUSG00000000159,0.0,0.019865348666666668,0.0,0.011148403333333334,0.0,0.03777366733333334
ENSMUSG00000000167,0.05882927766666666,0.07204960333333334,0.06501522466666666,0.044420496000000004,0.17673283399999998,0.22057164933333331
ENSMUSG00000000168,91.84966548333334,107.61099026666666,102.80964277999999,87.15783025333333,73.31349043333333,46.77650729333334
ENSMUSG00000000171,329.0228265,331.496139,318.80993429999995,272.39891993333333,249.70806153333334,210.94354410000003
ENSMUSG00000000182,0.008641980666666667,0.0,0.0,0.9114314929999999,0.26051118,0.023366651333333332
ENSMUSG00000000183,0.08928821599999999,0.06542204733333333,0.11182909033333333,0.1985133573333333,0.028248167666666667,0.046962858333333336
ENSMUSG00000000184,10.696223346333333,10.061603091,9.740470044333334,6.462036245666667,9.369793771666666,9.568568403999999
ENSMUSG00000000194,4.037254787999999,4.165088743,3.793990329333333,3.026852824,4.643083582,6.396833179333334
ENSMUSG00000000197,0.12594540633333334,0.11702471166666667,0.09553335933333333,0.09133233966666666,0.027490576000000003,0.15076342533333334
ENSMUSG00000000202,0.004451232666666667,0.0057470509999999995,0.010318350333333332,0.004434751666666666,0.028441811666666667,0.080866049
ENSMUSG00000000204,0.06509979833333333,0.15407364166666668,0.220226845,7.007051846333333,20.462547400000002,8.043609937666666
ENSMUSG00000000214,0.006526309666666666,0.0,0.0,0.0,0.011252252333333332,0.005949943666666666
ENSMUSG00000000215,0.011948592000000001,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000000223,0.039074339,0.04891557133333333,0.014187231333333333,0.021219346,0.017053555,0.177719894
