0,1,2,3,4,5,6,7,8,9,10,11
0.046168707,-0.016775753,0.096390285,-0.16291527,-0.4749078,-0.20089541,0.12062311,-0.11084449,0.45370337,0.80287474,0.5828128,0.58530635
-0.5189288,-0.8718735,-0.41625297,-0.6740324,-0.5552145,-0.84382516,-0.091753535,0.6458993,-0.41237208,-0.5454294,-0.05999007,-0.4278565
-0.35591188,-0.5116068,0.5844369,0.5078977,0.5844369,0.5078975,0.6760911,0.21670756,0.5918006,0.73976314,-0.18615264,0.25433707
-0.47919324,-0.5721242,-0.5592807,-0.89521825,-0.7708752,-0.7786999,-0.32632324,-0.5935692,0.14097401,0.28559157,0.4831427,0.9316285
0.38181493,0.019496847,-0.45859078,-0.6867905,-0.0179035,-0.32008338,0.33537424,-0.5826634,-1.3935778,0.7066879,-0.55801076,-1.3284787
-0.05215659,0.7687584,-0.04466623,0.6160777,0.012887664,0.64881045,-0.04635144,-0.061535973,0.78421247,-0.51249933,-0.9539926,0.055245176
-0.58345246,-0.20320469,-0.58345246,-0.20320469,-0.58345246,-0.20320469,-0.58345246,-0.20320469,-0.58345246,-0.20320469,0.46159768,0.19318832
0.19313163,0.38535908,0.20485127,0.3558514,0.265284,0.3986979,0.3719038,0.6179494,0.10205985,0.31265897,0.30775276,-0.14239617
-0.3129869,-0.5502859,-0.18338469,-0.5792465,-0.36286902,-0.683032,-0.04563243,0.16818799,-0.19193202,-0.14280759,0.5416385,0.75717765
-0.33007693,0.16126096,-0.33007693,0.16126096,-0.33007693,0.16126096,0.5942064,-0.42980075,0.19238824,-0.05825882,0.19238824,-0.05825882
0.5942064,-0.42980075,0.5942064,-0.42980075,0.5942064,-0.42980075,0.5942064,-0.42980075,0.5942064,-0.42980075,-0.33825326,0.060265146
-0.24256793,0.37853134,-0.07560976,-0.20950876,-0.18896684,-0.4574458,-0.10989053,-0.24684788,-0.014987964,-0.018068034,-0.27161035,0.24874069
0.1661005,0.01227187,0.19668919,0.31063923,0.6161097,0.6401136,0.4253482,-0.030242044,0.6586248,0.47940588,0.09860454,0.077659845
-0.25557938,-0.5568415,0.5927414,0.44211236,-0.42321193,-0.34479967,-0.31437045,-0.7075955,0.32843536,0.6942732,-0.13730428,-0.048285585
0.34561747,-0.19139817,0.34561747,-0.19139817,0.34561747,-0.19139817,-0.72448415,0.11912073,-0.72448415,0.11912073,-0.72448415,0.11912073
-0.4897023,-0.07361734,-0.40099934,0.09756634,-1.3500916,0.08038085,0.7287252,-0.15980755,0.03192671,0.39642614,-0.6280546,-0.9539612
0.7719865,0.43069205,0.987712,0.19419616,0.9333011,0.21671192,0.8455153,0.5805823,-0.21831658,-0.300004,0.07326312,-0.27051884
-0.16696072,0.33375275,-0.100917585,0.3189379,0.42585337,0.1566194,-0.15018496,0.5859375,-0.17040312,0.14979057,0.08466985,-0.042722207
0.19238824,-0.05825882,0.19238824,-0.05825882,-0.33007693,0.16126096,0.19238824,-0.05825882,0.19238824,-0.05825882,-0.33825326,0.060265146
0.5942064,-0.42980075,0.5942064,-0.42980075,0.5942064,-0.42980075,-0.33825326,0.060265146,-0.33825326,0.060265146,-0.0827194,0.19347383
0.5942064,-0.42980075,0.5942064,-0.42980075,0.5942064,-0.42980075,0.5942064,-0.42980075,0.5942064,-0.42980075,-0.33825326,0.060265146
0.22744602,0.5211787,0.14178237,0.38425133,0.5088256,0.39289153,-0.67870927,0.4195348,-0.076706745,0.1392438,-0.9030612,-0.6381378
-0.34335035,-0.7145127,-0.5570527,-0.63359165,-0.68014157,-0.567163,0.11565293,-0.0849728,-0.04243602,-0.043089543,0.73391455,0.99557775
0.0055348044,0.09179747,0.25223064,-0.47882366,0.25223064,-0.47882366,-0.0009786077,-0.032558385,-0.0009786077,-0.032558385,-0.33007693,0.16126096
0.10472119,-0.049005453,0.21165326,-0.097025126,0.10472119,-0.04900537,-0.2542065,0.08048858,0.5703912,0.21182092,0.30825195,0.58562243
0.42153826,-0.0071124136,0.31748995,-0.29837832,-0.24412134,0.17182806,0.38657096,-0.13925205,0.8431294,0.562199,-0.19889426,0.877382
-0.39809474,-0.10341188,-0.7512987,-0.15831788,0.43795913,-0.60211164,-0.040859483,0.120207205,-0.5677046,0.43701276,-0.7318071,0.3158345
-0.13408834,0.6206534,-0.028270867,0.5644994,0.375263,0.5648958,-0.06943829,0.6732243,-0.15803063,-0.031700198,0.45863995,0.72144735
0.2568523,-0.32861722,0.2568523,-0.32861722,-0.0827194,0.19347383,0.44534928,-0.11066021,0.44534928,-0.11066021,-0.0827194,0.19347383
0.33766413,0.019471593,0.3261337,-0.10996468,0.25796288,-0.038363334,0.29658267,-0.44016337,0.5815294,-0.6458276,0.27597186,-0.26818258
0.360515,0.099623024,0.5145023,0.19029965,0.41378343,0.11048986,-0.08499066,0.14544663,0.58161944,0.2249134,0.24552816,0.66693896
-0.20592108,0.28054437,-0.20592108,0.28054437,-0.20592108,0.28054437,-0.22034436,0.08172014,0.24404693,-0.4448138,0.0339937,0.40845603
0.5102377,-0.48052102,0.34561747,-0.19139817,0.34561747,-0.19139817,0.34561747,-0.19139817,-1.1504487,0.06082879,0.44534928,-0.11066021
-0.33825326,0.060265146,-0.33825326,0.060265146,-0.33825326,0.060265146,0.2568523,-0.32861722,-0.33825326,0.060265146,0.5942064,-0.42980075
0.56956255,0.22612752,0.5695625,0.22612746,0.65149224,0.27494103,0.15448457,0.26701576,0.11948467,-0.2108153,-0.26778954,0.1017037
0.2568523,-0.32861722,0.2568523,-0.32861722,0.2568523,-0.32861722,0.44534928,-0.11066021,-1.1504487,0.06082879,0.34561747,-0.19139817
-1.453837,0.105012625,-0.55197465,-0.30780688,-0.5519748,-0.30780688,0.49277654,-0.25024936,-0.46498415,-1.2590798,-0.37197432,-0.7319978
-0.25892547,-0.033798147,-0.07148152,0.065466575,0.49119833,0.24273668,0.1786552,-0.1139635,0.85466135,-0.21690981,-0.6886514,0.15955849
0.31678763,0.41721526,0.34832695,-0.15079187,0.23197365,0.47670344,-0.020781912,-0.2885105,0.3152447,0.3565971,0.094119444,0.25426435
0.19238824,-0.05825882,0.19238824,-0.05825882,-0.33007693,0.16126096,-0.33007693,0.16126096,0.19238824,-0.05825882,-0.33825326,0.060265146
0.052902482,0.7776191,0.1538215,0.69693595,0.6048734,0.7410777,-0.37170884,0.5565534,-0.13661769,0.010802373,-0.013526406,0.7960947
-0.28227893,0.043709453,0.35120234,0.46754432,-0.31946215,0.29753327,-0.12589902,-0.096915856,0.7458689,-0.36656448,-0.3538802,-0.18003827
0.21841377,-0.06285453,0.23328257,-0.13716389,-0.04480727,0.12644103,0.27632028,-0.16157797,0.7198974,0.4085608,-0.16572788,-0.49957913
-0.18250313,0.20710324,-0.20690927,0.1783524,-1.2513719,0.10405283,0.31769916,0.22388612,0.31809953,0.3714973,-1.1983485,-0.65234274
0.4958662,0.18735917,0.43109924,0.30160496,0.5272419,0.16393518,0.3153597,0.1794294,0.10808017,-0.13663416,-0.3688456,-1.2549378
-0.39753467,-0.3768087,-0.14905411,0.02782603,-0.3700237,-0.26215583,0.045303382,0.32366675,0.3572561,0.15141167,0.42382458,0.18406047
-0.30609223,-0.41569507,0.19087142,0.3554633,0.44576615,-0.22175582,0.8374343,0.6156222,0.29694572,0.8943851,0.5018356,0.6114875
0.5236269,0.050891228,0.5409181,0.23740149,0.55412453,0.06143228,0.2714918,0.04103314,0.4115517,0.1716172,0.022081077,0.7237312
0.19414353,0.41710436,0.09426272,0.8306242,0.12764096,0.5357804,0.11918631,-0.14420651,-0.033458598,0.2941474,0.06665588,0.047606353
-0.43246797,-0.30632985,-0.41955182,-0.381303,-0.82160306,-0.19555493,-0.38501552,-0.31565493,0.17855981,-0.067560956,0.09039081,0.67641014
0.7116693,-0.31029424,-0.33007693,0.16126096,0.7116693,-0.31029424,0.7116693,-0.31029424,-0.33007693,0.16126096,0.19238824,-0.05825882
0.059116572,0.22870414,0.40244213,0.66340905,0.38661015,0.7689905,0.2725503,0.33340794,0.49879748,-0.7162565,-0.45420095,0.3895996
-0.0827194,0.19347383,0.2568523,-0.32861722,0.2568523,-0.32861722,-0.0827194,0.19347383,0.44534928,-0.11066021,0.34561747,-0.19139817
-0.14091983,-0.13277882,-0.42532808,-0.028129552,-0.14091983,-0.13277882,-0.42532808,-0.028129552,-0.12817338,-0.23189746,0.0733367,-0.15230419
0.19238824,-0.05825882,0.5942064,-0.42980075,0.19238824,-0.05825882,0.19238824,-0.05825882,0.5942064,-0.42980075,0.2568523,-0.32861722
-0.21569502,0.08634134,-0.06705138,0.5145728,0.008771522,0.33268246,0.09159245,0.4358134,0.09170405,-0.08161469,0.52744156,0.49930084
0.19238824,-0.05825882,-0.33007693,0.16126096,0.5942064,-0.42980075,-0.33825326,0.060265146,0.5942064,-0.42980075,-0.33007693,0.16126096
-0.33825326,0.060265146,0.5942064,-0.42980075,-0.33825326,0.060265146,-0.33825326,0.060265146,0.5942064,-0.42980075,0.7116693,-0.31029424
0.2568523,-0.32861722,-0.0827194,0.19347383,-0.0827194,0.19347383,-0.0827194,0.19347383,-0.33825326,0.060265146,0.5942064,-0.42980075
0.34561747,-0.19139817,0.34561747,-0.19139817,0.34561747,-0.19139817,0.34561747,-0.19139817,0.34561747,-0.19139817,0.34561747,-0.19139817
-0.32602325,-0.34818742,0.7020136,-0.18787609,-0.021964505,-0.6363277,-0.27712104,0.36096978,-0.27218434,-0.1716222,0.60763645,0.20563753
-0.20646855,0.25094065,0.1291726,0.56529355,0.51269525,0.30774415,-0.24250507,-0.30135342,0.086111955,-0.53061473,0.2868019,0.9423393
0.37013033,0.43790266,0.33924088,0.34223914,0.5158885,0.61944526,0.3705444,0.5760088,0.18214631,0.38796467,0.25097728,-0.22881515
0.655205,0.1292663,0.83073974,0.08326287,0.74296314,0.011774961,0.62603575,0.38197258,-0.5115916,-0.35655445,-0.47013357,-0.54439765
