Source,Target
Cenpq,0610031J06Rik
Cenpq,Dnajc2
Cenpq,Taf9
Cenpq,Taf5
Clns1a,Ash2l
Clns1a,Stat1
Clns1a,Ilf3
Clns1a,Pa2g4
Clns1a,Set
Clns1a,Hnrnpab
Clns1a,Cdc5l
Clns1a,Tfdp1
Clns1a,Rbbp5
Clns1a,Smarcc1
Clns1a,Tada2a
Cse1l,Stat3
Cse1l,Zfp36
Cse1l,Ilf3
Cse1l,Rfc1
Cse1l,Smarce1
Cse1l,Psip1
Cse1l,Bhlhe40
Cse1l,Spata24
Cse1l,Trim28
Cse1l,Prdx5
Cse1l,Sarnp
Cse1l,Pa2g4
Cse1l,Set
Cse1l,Cdc5l
Cse1l,Hdac2
Cse1l,Tfdp1
Cse1l,Msl3
Cse1l,Smarca5
Cse1l,Rbbp5
Cse1l,Smarcc1
Cse1l,Cnbp
Cse1l,Dhx33
Cse1l,Tmpo
Cse1l,Npm1
Cse1l,Tardbp
Cse1l,Zfp422
Cse1l,Gtf2e1
Cse1l,Tada2a
Cse1l,Smad2
Cse1l,Ddx1
Cse1l,Zbtb41
Cse1l,Taf9
Cse1l,Ddx20
D19Bwg1357e,Rfc1
D19Bwg1357e,Smarce1
D19Bwg1357e,Zfp553
D19Bwg1357e,Ssrp1
D19Bwg1357e,Pa2g4
D19Bwg1357e,Nkrf
D19Bwg1357e,Hnrnpab
D19Bwg1357e,Tfdp1
D19Bwg1357e,Msl3
D19Bwg1357e,Rbbp5
D19Bwg1357e,Smarcc1
D19Bwg1357e,E2f3
D19Bwg1357e,Dhx33
D19Bwg1357e,Npm1
D19Bwg1357e,Rbmxl1
D19Bwg1357e,Tada2a
D19Bwg1357e,Ddx1
D19Bwg1357e,Zbtb41
D19Bwg1357e,Ddx20
Dap3,Nkrf
Dcaf13,Hnrpdl
Dcaf13,Gtf2b
Dcaf13,Drap1
Dcaf13,Zzz3
Dcaf13,Hnrnpk
Dcaf13,Nono
Dcaf13,Trim33
Dcaf13,Rbbp5
Dcaf13,Smad2
Dcaf13,Ddx1
Dcaf13,Taf13
Dcp2,Nkap
Dcp2,Zfp593
Dcp2,Nr1d1
Dcp2,Lin54
Dcp2,Nkrf
Dcp2,Rbbp8
Dcp2,E2f3
Dcp2,Cggbp1
Dcp2,Taf5
Ddx1,Pias2
Ddx1,Zfp36
Ddx1,Vps72
Ddx1,Smarce1
Ddx1,Zzz3
Ddx1,Atf1
Ddx1,Nkrf
Ddx1,Thoc1
Ddx1,Hnrnpab
Ddx1,Msl3
Ddx1,Smarca5
Ddx1,Rtf1
Ddx1,Gtf2e2
Ddx1,Tada2a
Ddx1,Lrp10
Ddx1,Tapbp
Ddx1,H2-K1
Ddx1,Cd74
Ddx1,P2rx4
Ddx1,AW112010
Ddx1,B2m
Ddx1,Rassf3
Ddx1,Csk
Ddx1,Tnks1bp1
Ddx1,Tbc1d10a
Ddx1,Map3k11
Ddx1,Ubl7
Ddx1,2700060E02Rik
Ddx1,Brix1
Ddx1,Cacybp
Ddx1,Cbwd1
Ddx1,Ccdc55
Ddx1,Ccnh
Ddx1,Cct4
Ddx1,Cfdp1
Ddx1,Cnot2
Ddx1,Cops4
Ddx1,Cul4b
Ddx1,Dbr1
Ddx1,Ddx18
Ddx1,Ddx52
Ddx1,Denr
Ddx1,Dis3
Ddx1,Eed
Ddx1,Eif3e
Ddx1,Elp3
Ddx1,Eri2
Ddx1,Farsb
Ddx1,Fkbp3
Ddx1,G3bp2
Ddx1,Gemin6
Ddx1,Glrx3
Ddx1,Gmps
Ddx1,Gtf3c3
Ddx1,Hars
Ddx1,Hat1
Ddx1,Haus1
Ddx1,Haus3
Ddx1,Hdac2
Ddx1,Hnrnpm
Ddx1,Ift74
Ddx1,Ik
Ddx1,Kpna2
Ddx1,Larp7
Ddx1,Lars
Ddx1,Leo1
Ddx1,Llph
Ddx1,Lrrc40
Ddx1,Lyar
Ddx1,Mak16
Ddx1,Mki67ip
Ddx1,Mphosph8
Ddx1,Mrpl11
Ddx1,Ncbp1
Ddx1,Ncl
Ddx1,Nme1
Ddx1,Nsmce2
Ddx1,Nup133
Ddx1,Nup37
Ddx1,Nup85
Ddx1,Nup88
Ddx1,Pcmt1
Ddx1,Pitrm1
Ddx1,Polr2b
Ddx1,Ppp1r7
Ddx1,Psip1
Ddx1,Ptpn2
Ddx1,Ran
Ddx1,Rbbp7
Ddx1,Rbm34
Ddx1,Rbm8a
Ddx1,Rpf2
Ddx1,Rtcd1
Ddx1,Ruvbl1
Ddx1,Spast
