Cxxc1,3.029214773,3.181690236,3.405681009,3.41518763,3.383641648,3.446680776,3.696543169,3.293902415,3.004898131,3.084330703
Ddx1,4.492517658,4.554003362,4.802819316,5.497960485,5.126474494,5.328333138,5.46392076,5.403587633,4.933231263,4.711725873
Ddx20,1.332320389,1.505286259,1.691549011,1.899430827,1.656749638,2.131150003,1.926857814,1.642911053,1.461581218,1.475486923
Ddx41,3.042338064,3.010138352,3.07443155,3.444052851,3.295593076,3.299604752,3.378426194,3.23082106,3.029194349,3.118272545
Ddx58,2.016613759,1.676338652,1.382778003,1.917115011,2.480395985,2.106618793,2.249782743,2.628770511,2.632236562,2.513063235
Deaf1,1.918975184,1.564886184,1.214623928,1.603867057,1.57918872,2.088215984,1.777913859,1.762063173,1.870712453,1.844455378
Dedd,1.88596232,1.78133719,1.772766768,1.886506046,1.928375932,1.922388043,2.1438265,2.046557736,1.891547821,1.896894171
Dedd2,2.765113181,2.218189593,1.62308273,2.441129486,2.280480668,2.415370579,2.762859064,2.437148853,2.521106805,2.512727911
Dhx33,1.728374551,2.043373771,2.065924789,2.313510819,2.179205369,2.236334065,2.089368042,2.047900362,1.941706063,2.003762195
Dmap1,2.130113381,1.753262305,1.744235266,2.136241026,1.829073601,2.060719524,2.376582955,2.094797744,1.957924732,1.971687649
Dmtf1,1.855896296,1.668527739,2.480622346,2.244448495,2.000413147,1.990126457,2.074047348,2.326284017,2.115688842,2.053261477
Dnajb6,3.165207494,3.216676513,3.168967017,3.38563832,3.277728227,3.541065987,3.429457374,3.165313752,3.13347186,3.039164989
Dnajc2,1.827881995,1.707974791,2.085967862,2.453038494,2.021148853,2.280757192,2.205641187,2.12735448,1.784299786,1.827172477
Dnmt1,1.206092182,1.047481643,1.147998809,1.74419883,1.676736515,3.207663051,2.418822599,2.150909366,1.597466336,1.438226557
Dr1,2.503692952,2.57018509,2.668764064,2.843745204,2.704320686,2.685504794,2.908893224,2.80925446,2.732654628,2.530886652
Drap1,4.290462246,3.904218563,3.627937212,3.699721491,3.964347996,4.018751119,4.040689526,3.889453148,3.733070672,3.961160669
E2f3,0.902571585,1.143965039,1.069415534,1.780587904,1.591410452,2.000677825,1.48788194,1.456498017,1.3731463,1.218372205
E2f4,2.630579708,2.533589766,3.296250167,3.041935861,2.878535649,3.216470756,3.22507638,3.176814129,2.791748556,2.66839665
E2f5,1.806108335,1.8038397,1.73297306,2.022228244,1.924382814,2.058280241,2.556764481,2.131979163,1.790538701,1.714891824
E2f6,2.04055494,2.073395512,1.708253028,2.666466745,2.571731942,2.914105682,2.546055231,2.346452919,2.430178896,2.32734457
E2f8,0.665593805,0.923776058,1.692833176,2.120466412,1.806051039,2.807932952,2.107292704,1.471532537,0.787943909,0.749733104
E4f1,1.550717835,1.404046981,1.319078589,1.5743862,1.406708286,1.510603629,1.43640067,1.237849538,1.336560918,1.500789785
Edf1,6.235632766,5.748889441,5.810815354,6.105984273,6.168449326,6.168871316,6.094193271,6.000626972,5.75829474,5.729599149
Egr1,2.964030527,3.450693675,4.794263268,2.534306091,2.832862063,2.989865623,3.457728633,4.120370905,4.566860888,3.820400278
Elf1,2.20734214,1.940773843,1.619624581,2.105145225,2.204907342,2.007884912,2.254426061,2.230505209,2.571255348,2.403325044
Elf2,2.082912118,2.204994835,2.301431712,2.511801017,2.399142341,2.621901133,2.722760997,2.442955971,2.217867033,2.051709874
Elk4,2.442430476,2.622959034,2.43164526,2.467664246,2.384429846,2.347445619,2.537088001,2.274408538,2.378367791,2.458409746
Epas1,4.406157138,5.099556616,5.915498874,4.925721394,5.003062252,5.011910931,4.679440469,4.774812784,4.507990749,4.488347692
Ercc2,1.569878069,1.441229436,1.202591599,1.729547429,1.730229111,1.838029067,1.909311768,1.712710974,1.671527036,1.637002611
Ercc3,2.638451969,2.551084345,2.479032807,3.185816184,3.106966949,3.194285519,3.117081648,3.037078481,2.871221009,2.845012069
Ercc6,1.025461548,0.993234049,1.284065773,1.346996825,1.228570843,1.251152122,1.228234235,1.258391677,1.078610258,1.188677926
Erf,2.112644352,2.625128829,2.25164706,2.68481822,2.474125573,2.894784798,2.597032641,2.204715068,2.129540711,2.413646812
Esr1,1.143974009,1.105907998,0.917995865,1.764461938,2.015650344,1.929257438,1.889251323,2.481166541,2.068887775,1.412317772
Esrra,2.608615301,2.477793309,2.1110923,3.022017641,2.906427127,3.195453613,2.572764334,3.18491522,2.930185781,2.763418133
Ets1,1.53318624,1.346317688,1.317864712,1.318536395,1.59408083,1.546504844,1.640399397,1.59928885,1.939182641,1.409470602
Ets2,1.924040489,3.506282945,4.906738588,3.094283543,3.032777193,3.287961653,2.797448788,3.004016343,2.296787947,1.984059423
Etv3,0.94672606,1.235300581,1.59079109,1.189476411,1.126955073,1.095273255,1.066670863,1.178402195,1.049033305,1.089675631
Etv6,1.616993775,1.87474295,3.374751855,2.060806869,2.245433368,2.082279019,2.288597417,2.68889819,2.237168696,2.127499004
Ezh1,1.332609151,1.126796911,0.900845757,1.476988965,1.355133397,1.257713639,1.441583715,1.392607241,1.565118721,1.523163709
Fosl2,0.995281385,2.114118899,2.274113611,1.815183075,1.824158655,1.377568908,1.879510229,1.836100235,1.237784666,1.00640915
Foxa1,2.420314881,1.244756853,1.375093442,2.767444235,2.437138038,2.765039869,2.706814397,2.372808441,2.127764283,2.474576146
Foxa2,3.376509871,1.653711042,2.404506268,2.83583534,3.187662592,3.373377516,3.222877771,3.383583844,3.051736466,3.28332766
Foxa3,3.822004925,4.301716666,4.827207525,4.7297621,4.625877856,5.02821615,4.453723514,4.307113309,3.621455127,3.895337965
Foxj2,1.137022852,1.10145938,0.931422699,1.198817776,1.20861014,1.127433351,1.146516977,1.056754046,1.263046143,1.172688558
Foxk1,1.550939887,1.459443175,1.335593344,1.613598508,1.499642975,1.256508516,1.605553488,1.637017373,1.913091925,1.932953602
Foxk2,1.522686643,1.635153163,1.988364559,2.147212023,2.193814132,2.526749197,2.445603574,2.592289319,1.682950728,1.590870094
Foxn2,1.256484123,1.206875402,1.464836491,1.761381737,1.776785823,1.834273078,1.878976756,1.947775855,1.596347815,1.39778984
Foxn3,1.134536454,1.486402425,0.630440373,1.090823615,1.430245043,1.124191511,1.101414288,1.152081808,1.687157953,1.952824299
Foxo1,2.721340516,3.620016744,3.009952517,2.80998257,2.902919186,2.706549096,3.126990998,2.797539441,2.62730732,2.409804057
Foxo4,2.641653875,2.66300913,1.945301293,2.425507267,2.633834726,2.467935853,2.904062075,2.574315516,2.837808644,2.906280193
Foxp4,1.869301524,1.85141155,1.688121139,2.38302447,2.187457697,2.474014996,2.44069363,2.394168636,2.117513699,2.042779143
Foxq1,2.751596093,1.352433244,2.547733648,1.858784683,1.911815138,2.442265549,2.324451436,2.672032623,2.394352935,2.751798186
Fubp1,2.211787212,1.915819812,2.125402062,3.21405924,2.401894294,2.541168344,2.674291207,2.880543263,2.297224083,2.292128491
Fubp3,1.968625647,1.947983004,2.123203511,2.098829548,2.114245622,2.230976537,2.375134642,2.411703447,2.210834814,2.168571017
Gabpa,2.863280786,2.893859054,2.89105033,2.938628878,2.682529547,2.728251261,3.033930698,2.95068856,3.197174391,3.096552092
Gabpb1,0.911680613,0.903208013,1.622197934,1.047083562,0.825554571,0.964379963,1.105271954,1.056081574,0.969604967,0.961010221
Gabpb2,1.232490408,1.08299734,1.258933787,1.333964411,1.477525578,1.440638225,1.734292833,1.69150814,1.499443181,1.457090232
Gata4,1.955932517,1.396828575,1.748288623,1.846957155,2.158003731,2.182253848,2.008514981,2.198883525,2.168862412,2.39035051
Gata6,1.502587293,1.212590811,2.141301606,1.77316113,1.590624591,2.111344241,2.155130117,1.914213659,1.401833375,1.280879189
Gatad1,3.032388063,3.015587947,2.878062424,3.383836542,3.565351653,3.688571734,3.718609825,3.45582436,3.257344108,3.199719108
Gatad2b,1.294452378,1.478999246,1.757807224,2.212955986,2.019963584,1.86959376,2.024771672,2.034488965,1.872923794,2.040408517
Gm98,2.286326904,2.369178229,1.497723454,2.770713406,2.724760156,2.839774577,2.94033788,2.830890731,2.684975901,2.64405156
Gmeb2,1.538830587,1.695498056,1.825631577,1.773595831,1.717942851,1.670066127,1.690817909,1.666540781,1.647123259,1.747829263
Gon4l,1.446799873,1.440472568,1.636393953,1.859818049,1.79882149,1.870199061,1.961233711,1.789818152,1.590792105,1.590316232
Gpbp1,3.419147399,3.324969075,3.280279457,3.550126992,3.516151363,3.520934345,3.781004123,3.742521846,3.534990732,3.356254521
Grlf1,3.013494696,3.254125512,2.660049911,3.218365628,3.63480692,3.570107152,3.498870674,3.597283069,3.707950189,3.653840238
Gtf2a1,2.11844089,1.925933888,1.805908783,2.424001738,1.982361855,2.0474719,2.027140261,1.836514653,2.072303911,2.262258975
Gtf2b,3.652709017,4.134057349,4.680577771,4.303219807,3.801848865,3.916346002,4.202898513,4.039474554,3.642292473,3.463996184
Gtf2e1,1.155733632,1.788608054,1.549392397,1.924228448,1.775340779,1.7381151,1.900717746,1.729501454,1.496653713,1.360495255
Gtf2e2,2.249971075,2.082470145,2.180818774,2.674917058,2.737280496,2.934470847,3.019690807,3.068385416,2.351665939,2.181083378
Gtf2f1,3.270632302,3.066299793,3.578449755,4.084762876,3.567386285,3.936241776,4.0858313,3.794490261,3.202995356,3.188584189
Gtf2f2,2.440533577,2.231591328,2.688263332,2.727109359,2.624680765,2.778995232,2.873788615,2.73266841,2.1834142,2.179484877
Gtf2h5,2.693700919,2.354589058,2.118882192,2.395212582,2.473031416,2.596157448,2.688856572,2.584867826,2.411047917,2.466177584
Gtf2i,3.252832953,3.250274747,2.478668909,3.29010513,3.725972842,3.649557643,3.426763468,3.496878276,3.623693315,3.517921289
Gtf2ird1,2.102551062,2.190057542,1.637474204,2.684472127,2.575982832,2.354372636,2.366087213,2.266330114,2.547997603,2.567619573
Gtf3a,1.987943405,1.746235331,1.183736916,1.229792421,1.743998577,1.782121436,1.896700833,2.059058006,1.695745473,1.848355321
Gzf1,3.134303151,3.005993853,2.460417446,3.319939203,3.416938238,3.431899933,3.830259957,3.744321213,3.468764005,3.246798143
Hbp1,3.531296329,3.608787092,3.06179966,3.495322858,3.440261178,2.923988219,3.549906036,3.187946956,3.73304593,3.720359288
Hdac1,2.415946423,2.26840972,2.330615538,2.559632118,2.704945978,2.808191078,3.075005567,3.048411032,2.614585782,2.539122879
Hdac2,2.415236923,2.105833859,2.229558356,2.492230725,2.404353039,2.639817765,2.774006993,2.646819805,2.360719723,2.223398479
Hdac3,2.903452148,2.591130603,2.583001801,2.748995667,2.783335489,3.111853699,3.039600117,3.193109784,2.888453078,2.852939662
Hdac4,1.1528258,1.148580081,1.50150734,1.249843232,1.175995861,1.288476622,1.426309383,1.208318052,1.087875642,1.118137587
Hdgf,5.437732804,5.31065652,4.81350414,5.424263208,5.585492278,5.882130524,5.841166285,5.731561223,5.432746159,5.3729382
Hes1,2.194007316,1.948548597,1.982220647,2.105881881,2.030567618,3.01870065,2.221979696,2.317348107,2.049455052,2.461722347
Hes6,4.975854045,4.474497523,2.446901006,3.081940415,3.514743255,4.104768503,3.338126085,4.819552962,5.016697016,5.328254428
Hhex,4.006563158,1.688466092,1.730107402,3.945488064,4.446468021,3.829684126,3.69097943,4.079944318,3.82536043,3.888729619
Hinfp,1.102548996,0.889073092,1.216875063,1.397611246,1.457847253,1.433220158,1.573876714,1.526209069,1.38010299,1.330744729
Hivep1,1.042544049,1.515112838,1.310743781,1.399884207,1.265052215,1.165261377,1.361934254,1.315399707,1.375516688,1.453006446
Hlf,2.240284029,2.340795504,1.698304674,2.609691632,2.959617858,2.805231289,2.157183888,2.319582191,2.472475898,2.432663879
Hltf,1.454387439,1.326212993,1.024419929,1.756743324,1.5835664,1.923650185,2.398595728,1.874359928,1.990170497,1.778452326
Hmbox1,1.173520945,1.151197661,1.03030307,1.146514504,1.242880305,1.053830953,1.356634605,1.258150399,1.374684505,1.306077611
Hmg20a,1.878119281,1.566479881,1.871396461,2.030314267,2.102839171,1.773608711,2.01627856,1.995070881,1.940542249,1.963022961
Hmg20b,2.492530484,2.279002247,1.995770691,2.218528252,2.583518638,2.755901136,2.682209775,2.551426531,2.37685989,2.330615582
Hmgb1,4.418511178,4.15238519,3.922846708,4.284582716,4.22673581,4.88080279,4.869588334,4.32789419,4.086556927,4.034120414
Hmgb2,1.306857633,1.334435633,0.764975586,1.025246354,0.97131987,2.914360752,3.741100764,3.027251416,1.735135263,1.213878252
Hmgn5,4.523924188,4.246829262,3.872408644,3.939223025,4.471009067,4.739822609,5.21742641,5.05636123,4.534760483,3.977100664
Hnf1a,2.605286272,2.247809774,2.598019802,3.040154846,2.792683954,2.851060405,2.888012051,2.763991673,2.812972969,2.706774616
Hnf1b,2.381143215,1.678558843,1.193709573,2.086053392,2.4494003,1.925463255,2.144476325,2.156239204,2.450513371,2.294995706
Hnf4a,6.169107622,7.042378756,6.937915553,6.735397679,6.839977471,7.179026698,6.933298097,6.997807871,6.52210561,6.229597457
Hnrnpab,5.11153714,5.011478837,5.339335904,5.518202871,5.338461862,6.006250229,5.929218059,5.616326695,4.953483503,4.989048745
Hnrnpd,2.685476981,2.519266132,3.072232574,3.47973524,2.861285843,3.567939676,2.461206572,2.672720411,2.63824879,2.730864765
Hnrnpk,5.167967052,5.100321008,5.159108867,5.393522035,5.362308216,5.570339047,5.524001759,5.647295156,5.232635639,5.187702052
Hnrpdl,3.026681085,3.007485128,3.128692182,3.604327532,3.072267635,3.375168771,3.01121309,2.970828106,2.848520039,2.912867187
Hopx,3.699353274,4.593768517,4.665630327,4.730950311,4.284783621,3.92518189,3.336604945,3.309701754,3.472955144,3.677444093
Hsf1,2.417576283,2.291609124,2.327767153,2.512969502,2.481797064,2.512673508,2.765631243,2.491748183,2.336371857,2.392610863
Hsf4,1.672132813,1.448769159,0.802859792,1.183619773,1.555433379,1.912524213,1.737980017,1.564418696,1.567218186,1.582828695
Ifi204,1.243341796,1.004256991,1.192922178,0.795281,0.882970825,0.941322512,1.222741112,1.15804248,1.639652709,1.024074494
Ikzf5,1.116307365,1.149076752,1.87456401,1.232038435,1.370820524,1.161823045,1.682610763,1.551466732,1.282637318,1.163760681
Ilf2,2.85602213,2.523592959,2.652583131,2.892842986,2.936458364,3.502632929,3.942029926,3.270134356,2.751555716,2.659334636
Ilf3,1.505124404,1.394142553,1.336121187,1.98394354,1.778580746,2.470880184,2.462340316,2.317462443,1.70246288,1.642848859
Ing2,1.768165582,1.383827309,0.690344007,1.476848248,1.520908818,1.954915634,1.74545506,1.475528905,1.527828183,1.613711431
Ino80,1.293123976,1.428681919,1.732714216,1.616473877,1.517532141,1.427888054,1.666519053,1.556922218,1.552380459,1.60356283
Irf1,2.674246001,1.28982848,2.250884783,2.445455846,2.612973754,2.789633569,2.901631218,2.908395323,3.275607848,2.531554157
Irf2,4.237309766,4.56489357,3.866042479,3.925172467,3.551288811,3.796944882,3.869328829,3.894740932,4.094415669,4.024505599
Irf3,3.80698269,3.392747187,3.263797101,3.739349615,3.584325259,3.705732059,3.755142935,3.711438205,3.620471272,3.591266618
Irf5,2.196830377,2.001612078,1.099896306,1.367079088,1.404559984,2.013109078,2.011858335,1.913343767,2.315846607,2.757445251
Irf6,3.096023756,3.125775411,1.730992765,2.813546803,2.714065301,2.566770489,3.340186186,2.976828006,3.224783198,3.149120827
Irf7,2.957833699,2.739493729,2.269925138,2.160895479,2.991857198,2.503020828,2.208477019,1.982673831,3.569945583,3.144480225
Irf9,2.42361804,2.086589577,2.659490892,2.61875832,2.76392911,2.092134061,2.458752563,2.313694293,2.80754763,2.748452682
Jun,1.988531638,3.623897537,3.723391052,3.583484779,2.641899212,3.329519942,2.986249627,3.170503032,2.367235254,2.830488698
Junb,3.227752257,4.31059007,5.949813396,4.281059525,3.770515089,3.585534102,4.303683974,3.870762848,3.555735473,3.382174337
Jund,3.735040718,4.661724741,4.264687909,4.024111971,3.506365173,3.99079421,3.738287398,4.206393589,3.339442643,3.795682373
Kdm1a,1.654405218,1.455451473,1.731251357,1.933724472,1.797581,1.905699015,2.172018513,2.000313578,1.887493744,1.779872933
Kdm1b,2.399429467,2.317328854,1.551996601,2.493190121,2.626159784,2.696930689,2.74088291,2.825989419,2.907119031,2.729045473
Kdm2a,2.016131899,1.780752202,1.662858754,2.233975774,2.358831415,2.41500715,2.470104369,2.382044658,2.398873829,2.354700586
Kdm3a,1.931544893,1.690390869,1.553839777,1.80633799,1.774854825,1.426757108,1.947201653,1.843591837,1.779748699,2.222213181
Kdm5a,1.236557797,1.323667164,1.574253486,1.609119287,1.527275867,1.33540143,1.589555016,1.627623756,1.595570156,1.542635557
Kdm5b,1.717839363,1.474684552,1.82418811,1.993146021,1.829783767,1.434645525,2.147822487,2.171013415,2.032185408,2.332714796
Kdm5c,2.70929984,3.058990793,3.600091781,3.802145006,3.434914579,3.290334055,3.442516508,3.364703332,3.124414649,3.031031097
Kdm6b,1.601555483,1.92457875,1.629089347,1.91405355,1.82239894,1.660712594,1.558295775,1.605609999,1.543951503,1.933069674
Khsrp,3.180566699,2.859332755,3.040681481,3.478198337,3.288825126,3.836007095,3.718741693,3.538864491,3.317933371,3.212388886
Klf11,1.527861521,2.531314343,1.508488813,2.00681486,1.26073256,0.936557923,1.250048369,0.818627299,1.232204397,1.465067597
