Bcl6b,3.065778724,3.323149667,2.587958824,2.982069664,3.223782054,3.667076113
Bclaf1,2.22217177,2.15830026,2.328889215,2.293100137,2.448451225,2.854532016
Bhlhe40,3.360887542,3.615904563,3.751120899,4.430991459,4.210661948,4.031883739
Bmi1,3.761889431,3.684710642,3.742674188,3.437880796,3.715944748,3.707294928
Brd4,2.582812552,2.665827162,2.667940346,2.913802728,2.887647834,3.184442299
C1d,3.272931625,3.158489828,3.14112116,3.096736607,3.320221339,3.80670743
Calcoco1,5.363807065,5.288022464,5.31037839,5.154327957,4.713824756,4.335479258
Camta1,3.271917142,3.254129982,3.280372611,3.370126314,3.232528307,2.656663004
Camta2,3.466534273,3.453991042,3.434177811,3.184440731,3.367676058,3.723800823
Carhsp1,3.596853731,3.669784045,3.520273816,4.389277014,4.691621473,5.026435553
Carm1,3.271018606,3.300238076,3.414808285,3.346409137,3.648310034,3.568849025
Cbfb,3.004207246,3.254858254,3.015843437,3.241689435,3.624573251,4.7443913
Cc2d1a,2.37928136,2.45592128,2.263737719,2.184644648,2.77759821,3.224071012
Cc2d1b,2.121479968,2.144852191,2.017954503,2.020055281,2.444248964,3.155039712
Cdc5l,3.341061122,3.380889385,3.307620271,2.88916111,3.350895945,3.810762039
Cdk9,2.636695667,2.68250035,2.599977261,2.984523469,3.39727132,3.835868786
Cebpa,2.161666308,2.357124236,2.368195773,2.717272373,3.267718331,6.098402703
Cebpb,4.286601241,4.396570583,5.3494176,5.882291832,5.978416824,5.485391439
Cenpb,5.882174878,5.906426246,5.864545752,5.972595433,6.105789216,6.290936759
Cggbp1,2.992961537,3.08758546,2.946505525,3.193526895,3.488524019,4.408119179
Chd1,2.237564272,2.189351002,2.25220832,2.615928831,2.616799926,2.669881419
Chd4,4.438816191,4.374695261,4.36123882,4.231486283,4.465735903,4.886753368
Cic,2.838886628,2.970600871,2.995772208,3.191038446,3.290446812,3.91730761
Ciita,0.281389105,0.402802085,0.344828518,0.269396604,0.767892658,1.805149399
Clock,1.44446446,1.911427246,1.513306123,1.590469002,1.815603417,2.394106663
Cnbp,6.74022157,6.667657463,6.704283269,6.848655433,7.089657589,6.81196118
Creb3,3.71895586,3.626171119,3.490513366,3.853301047,4.515586702,5.005825864
Creb3l1,1.420849975,1.729597957,1.408409509,1.982029121,2.179842776,4.152731839
Creb3l2,2.341004874,2.517958987,2.403250506,2.28394816,2.838173217,3.602213226
Crebzf,3.199256286,3.087617212,3.040686358,3.236677829,3.590239339,4.116120187
Cry1,2.440720377,1.853160412,2.639142654,3.035328426,2.633024896,1.857531526
Cry2,3.082295848,2.598037713,3.07505476,3.013052615,2.688018436,1.55960737
Csdc2,3.680603614,3.883930811,4.037423629,4.068097389,3.265867568,2.703181942
Csde1,5.23487279,5.121896323,5.129484057,4.966220761,4.982810483,4.982784931
Csrnp1,2.157696551,2.851015916,4.152571526,4.6568306,3.757390216,2.840510647
Ctcf,3.15066475,3.328917314,3.240628615,2.967957684,3.304399097,3.778643953
Ctnnb1,5.915990174,6.006768043,5.86469944,5.566627289,5.856145787,6.529118245
Cxxc1,4.35320318,4.233514389,4.293277276,4.331768004,4.597947111,4.801208307
Dbp,5.311444868,4.497430357,4.802232718,3.627055674,4.075110818,1.908752505
Ddx1,3.944852108,3.997303101,3.97020965,4.060286666,4.117858362,4.335016267
Ddx41,2.340503185,2.310466813,2.193865792,2.337711859,2.993559441,3.824229856
Ddx58,1.755753583,1.678202471,1.502093929,1.389116617,1.736977577,2.894446125
Deaf1,2.143531655,2.588298575,2.462206246,2.07667389,2.349715881,2.990596126
Dnajb6,3.321163815,3.396232716,3.319152618,3.564623522,3.618431909,3.911769533
Dnajc2,2.328709741,2.289855185,2.239100636,2.374290815,2.774000793,2.887651038
Dnmt1,2.015862488,2.079864959,1.886148107,1.88506196,2.476830589,3.598481797
Dnmt3a,2.181923534,2.165227004,2.087907849,1.571286554,1.872349398,2.690546485
Dr1,3.007525268,3.093910465,2.99536611,3.10500873,3.515024792,3.959420832
Drap1,7.633469875,7.611128985,7.678540497,7.771403291,7.800713539,7.355886016
E2f1,0.343755365,0.28032023,0.380837249,0.257050039,1.325613598,2.959132116
E2f2,0.059431396,0.088997938,0.103836992,0.207341069,0.665097402,1.82839792
E2f3,1.235480559,1.279040476,1.235470055,1.598886873,1.650758408,2.132085129
E2f4,3.418560438,3.473216665,3.40311661,3.605788313,4.093276167,4.263884454
E2f5,1.704282908,1.7171681,1.545556044,1.882700729,2.019735064,2.470610046
E2f6,3.908711478,3.950798178,3.963664683,3.482381139,3.683182489,3.424680373
Edf1,6.832401475,6.756689192,6.76850985,6.785185822,6.741673051,6.839314787
Egr1,1.890493897,3.420016955,6.187039884,5.5660735,3.499503921,3.652385453
Egr2,0.166277088,0.450969193,1.253675525,1.79377476,1.735896247,2.838305045
Egr3,0.35490549,0.636376593,1.431415788,1.537026486,1.508966505,2.168684668
Elf1,2.226801984,2.452003201,2.464897911,2.727488933,2.589736612,3.406090032
Elf4,1.459528953,1.441208004,1.340382924,1.997695921,2.195976199,3.069704079
Elk3,3.220067304,3.489955363,3.254878459,3.059641831,3.388286023,4.299782409
Epas1,6.603110338,6.483971551,6.631157484,6.503601278,6.157762185,5.429869229
Ercc3,2.698278729,2.770965171,2.828336621,2.806508852,3.175040107,3.272533477
Erf,3.671792398,3.68547426,3.787275445,4.166869872,4.310866111,4.845299474
Erg,3.829021743,3.806929733,3.669134397,3.796099597,3.776405823,4.041060551
Esrra,6.623687718,6.695461128,6.745357173,6.242994223,6.429031033,5.962993691
Esrrb,2.605779554,2.529167477,2.675552248,2.525158489,2.408895473,1.62906204
Esrrg,2.272855126,2.607435715,2.467985254,2.152063702,1.989927128,1.729666796
Ets1,3.514617675,3.705370689,3.41231448,3.436271062,3.597631569,4.050887459
Ets2,4.599512398,4.593116228,4.473292211,5.251139752,4.936894995,4.537845043
Etv3,1.896131886,2.067532793,1.939657956,2.173602133,2.014783727,2.593468652
Etv4,0.333412932,0.141393031,0.258828219,0.378862184,1.035597183,1.969785001
Etv5,2.728351717,2.584120734,2.700445094,2.963782883,2.93805263,2.998986224
Etv6,1.958494192,2.021652434,1.797243155,2.498761097,2.626472465,3.233609152
Ezh2,0.706512616,0.69374003,0.705430756,0.65372127,0.925349593,2.077616797
Fli1,3.385926341,3.475213292,3.131760972,3.338433381,3.433420491,3.903051268
Fos,0.74300095,2.859602134,6.419607334,4.969526944,2.728548924,3.270453751
Fosb,0.234554198,0.763824391,4.035954797,2.227973211,0.66993401,0.455208069
Fosl1,1.870727973,1.563880053,1.536734867,3.515113502,3.50932097,1.951695017
Fosl2,1.715818326,2.190817504,2.705004896,4.371937636,3.543422858,3.693472523
Foxc2,0.962477617,0.987680388,1.179958903,1.421544906,1.492992944,3.090459957
Foxk2,2.752868002,2.740194622,2.756042288,2.574362292,3.108373268,3.276204392
Foxm1,0.104503008,0.085650965,0.073065957,0.103251779,0.285434555,2.3460024
Foxn2,1.118826412,1.254730204,1.239278767,1.470712264,1.671572594,2.107312454
Foxo4,4.399965859,4.448274791,4.375756732,4.272927176,4.11206728,4.008113536
Foxp1,1.223230011,1.263047938,1.324218987,1.211257068,1.361058637,2.225428172
Foxp4,1.984635228,2.068716094,2.061416292,2.355737535,2.54994478,3.20105156
Foxs1,1.260119308,1.779828057,1.241536006,1.672664268,1.90583316,3.328933567
Fubp1,2.071741294,1.984233303,1.896811714,1.962001973,2.455660493,2.728846097
Fubp3,1.81291385,1.843743342,1.831842173,1.883137834,2.208605857,2.795561098
Gabpa,2.907713801,3.06551799,2.922087868,2.722843123,2.896927027,3.226356295
Gata2,2.771952043,2.663327262,3.137085882,3.107345237,2.681491836,1.879884889
Gata4,5.055574746,5.217506355,5.15302103,4.678261306,5.303239863,5.044960307
Gata6,4.223913366,4.288395052,4.546295217,4.486142905,4.531347844,4.097321248
Gatad1,4.00577132,4.058140406,4.104767941,4.041894765,4.061981997,4.25063771
Glis2,1.83281916,1.747198658,1.85486926,1.636747289,1.976833937,3.402604803
Gpbp1,3.820221961,3.759424784,3.855252907,3.787564516,4.014812938,4.212554726
Gtf2a1,1.960971381,1.947396524,1.784037133,1.938694427,2.325614141,2.790285612
Gtf2b,1.833383495,1.960341979,1.860447015,1.87948953,2.269011531,2.80637539
Gtf2e2,2.644802326,2.755678445,2.579581302,2.522336623,3.183112004,3.689996064
Gtf2f1,4.380908548,4.228072136,4.23475098,4.500945133,5.243817074,5.375411364
Gtf2f2,2.741973157,2.757416681,2.61422508,2.778237021,3.405090361,3.519958344
Gtf2h5,3.60002178,3.530983437,3.495094034,3.49114263,3.536270429,3.95961711
Gtf2i,4.24987324,4.226055622,4.243519193,3.767929964,3.831366616,3.862880132
Hand2,3.967208473,4.326714254,4.453179019,4.864415857,4.853589591,3.710295728
Hdac1,3.027064837,3.123637028,3.010240802,3.069621794,3.804375675,4.589926103
Hdac2,3.750006571,3.682159419,3.648179827,3.423299553,3.805953116,4.097487788
Hdac3,3.871836765,3.746148763,3.82403288,3.780390326,3.860186396,4.004090306
Hdgf,5.6712398,5.601986408,5.616992482,5.779284595,6.190655712,6.241393401
Hells,0.101716864,0.097386459,0.070786955,0.102943457,0.578040643,1.703203839
Hes1,3.233390174,3.546003866,3.884410924,3.594131028,3.445761486,3.622392506
Hes6,3.813234202,3.717510401,3.666285815,3.239628727,3.295909617,3.885138483
Heyl,3.044589546,3.200593729,3.135309934,2.429518371,2.524560797,3.936496737
Hhex,1.638080635,1.747433528,1.692460185,1.975946529,2.169451461,3.141894803
Hic1,3.313919566,3.171834451,3.151277031,2.902736797,3.60748827,4.408959741
Hif1a,3.211802677,3.322586669,3.298081962,4.277724345,4.284295267,4.836386175
Hlf,3.035547886,2.442146859,3.034490277,1.826859746,1.992846864,0.613209587
Hltf,1.841243134,1.832695647,1.802290735,1.463799497,1.771947086,2.550243985
Hlx,2.582354858,2.861813747,2.774283105,2.552202868,2.717587443,3.524458515
Hmg20b,4.096424995,4.128521467,4.156332914,3.879908941,4.161626912,4.54861875
Hmgb1,3.476423567,3.410984533,3.464996238,3.393592938,3.581962191,4.231218132
Hmgb2,2.307389674,2.160082883,2.412228582,2.460042299,2.888271164,5.074635875
Hmgn3,1.840388491,1.632863304,1.655587853,1.527730297,2.09125025,3.377320132
Hmgn5,3.636307699,3.459001599,3.490744845,3.530205732,3.534384689,3.75920756
Hnrnpab,5.711000052,5.737796408,5.874264941,6.198806772,6.539480613,6.803812154
Hnrnpd,3.073727238,3.030392548,3.026968676,3.270402485,3.60286794,3.883776293
Hnrnpk,4.975457604,4.921913028,4.880370764,5.160055624,5.347359669,5.833424683
Hopx,7.109610061,7.038484615,7.086878075,6.747604144,6.084242716,5.509210855
Hsf1,4.236660853,4.198365362,4.186234375,4.025177944,4.247771626,4.270890998
Ifi204,1.108918528,1.208369659,1.076601007,2.063009119,2.568560712,4.29224776
Ikzf1,0.416372079,0.48321129,0.566297174,0.737608787,1.569889754,2.822839148
Ilf2,1.962345317,2.024536755,1.898143889,1.99268904,2.402300192,2.638274094
Ilf3,2.12648607,2.138654842,2.020048826,2.183051254,2.452481225,2.757117044
Ing2,1.486224206,1.429083021,1.531561156,1.750492906,2.002710612,2.319431341
Irf1,3.07822775,2.909270463,3.048768946,2.951532108,2.965503475,3.580250093
Irf3,3.315721661,3.199678421,3.163777234,3.297451253,3.60850361,3.962360923
Irf5,1.08106069,1.108369232,1.054934551,1.725258189,3.030613301,4.338295429
Irf7,2.288776393,2.104794914,2.160753183,2.421605571,2.86815514,4.561609066
Irf8,1.02326371,1.0659691,1.133492875,1.826252146,2.160098868,3.672715275
Irf9,2.137632522,2.187684725,2.015300594,2.390415407,2.59000448,3.488403329
Irx1,2.598081971,2.518583265,2.706499227,2.511728636,2.422656724,1.321826028
Irx3,5.260627451,5.363952959,5.473623286,5.746054282,5.531755789,4.735938825
Irx5,2.654357518,2.781992874,2.7343158,2.726214893,3.115709487,2.20079576
Jdp2,2.537037706,2.680142282,2.807379263,3.186400277,3.346174321,3.665726417
Jun,4.255822439,4.659267554,6.656959587,5.68206887,5.345214899,5.632014337
Junb,3.22552319,4.26618857,6.697032656,6.774588193,5.97040111,6.04389957
Jund,4.212468236,4.4717547,5.248240071,4.911877075,5.108992991,5.19128347
Kdm1a,2.736298059,2.766780382,2.668711646,2.850235247,3.098496506,3.384471094
Kdm2a,2.106360161,2.273946268,2.118303803,2.236744105,2.497577495,2.838503755
Kdm5c,2.761799569,2.820524783,2.66973936,3.212783583,3.262716053,3.564398789
Kdm6b,3.232702551,3.119855975,3.362110732,3.941401343,3.39293376,2.813327356
Khsrp,3.610587796,3.619772511,3.550872763,3.587030036,3.986692075,4.512908751
Klf13,3.110432383,3.035099699,3.267352509,3.092203278,3.09015321,3.358539461
Klf15,4.213149826,4.168646035,4.349482129,4.054051447,3.781096615,2.590264731
Klf16,1.764444452,1.936481069,1.706718259,2.403332972,2.799669008,3.02138862
Klf2,5.626930273,5.984009188,7.083209131,5.967449743,5.886145096,5.504501707
Klf4,4.258802339,4.821300784,5.61012161,4.706820135,4.216703167,3.962083395
Klf6,4.157615567,4.319361528,4.83236753,5.382219467,4.922679975,5.02034851
Klf9,5.252580676,5.460636768,5.661551317,5.370325444,4.711686728,4.076301664
Ldb1,4.246503986,3.956052613,4.155371492,3.892635306,4.202208761,4.493582676
Lmo2,3.874307602,3.698366498,3.739555624,3.293597194,3.787712384,5.139636411
Lmo4,3.609128542,3.770403471,3.756611997,3.549546299,3.823397044,4.694608737
Lrpprc,4.338322331,4.338674763,4.417317583,4.153572625,3.855973338,3.306893817
Lrrfip1,3.640834829,3.706589993,3.647315561,3.924779856,4.64892023,4.540622404
Lyl1,2.357131173,2.18793731,2.325825761,2.192640597,2.972354145,4.506295479
Maf,1.677342765,1.743734079,1.730148916,1.646204168,2.65148917,4.334184508
Maf1,5.510111666,5.474762011,5.507669733,5.251914388,5.337978827,5.20820529
Mafb,1.994169305,2.607043355,2.610484078,2.767466778,3.433616509,5.233512653
Mafg,3.210881496,3.162115068,3.158690196,3.659622798,3.878978685,3.803727892
Mafk,3.920734513,4.104789715,4.253355732,5.372822446,5.225999656,4.389125158
Max,3.834349504,3.70189616,3.95173397,4.18227709,4.104959411,4.36921448
Maz,4.844280897,4.755430726,4.880720019,4.712505261,5.339405879,5.966294433
Mbd1,3.010018721,2.893695961,3.197403647,3.782689534,3.473695314,3.123142544
Mbd2,4.497724365,4.389088504,4.597915036,4.663683174,4.88196596,5.051464633
Mbd3,5.772944274,5.847860875,5.767242918,5.777578054,6.253001114,6.310181444
Med6,2.912295994,3.111213428,2.771998018,2.740874127,3.33460073,3.843569622
Mef2a,3.462096648,3.584723339,3.480839797,3.041243936,3.273100193,3.505749973
Mef2d,4.562074967,4.660362141,4.676228415,4.276827295,4.647449303,4.225689752
Meis3,1.235878205,1.169517093,1.000106831,1.138064382,1.547159062,2.056525852
Men1,2.771284382,2.780028326,2.829564382,2.847002917,3.080623477,3.55139668
Meox1,2.482235433,2.929465741,2.086529228,2.921233631,3.727447715,5.721739909
Meox2,3.136943282,3.160233947,3.017201599,2.567315203,2.994781168,2.829897821
Mier1,1.697575555,1.602095181,1.527323012,1.727077244,1.9264884,2.421592495
Mlx,2.956763449,2.93502912,2.813401945,2.886642571,3.349960517,3.590891131
Msl3,4.056658325,4.076767359,3.957910762,3.644198235,3.872796459,4.105454817
Mta1,4.228452542,4.182414681,4.231702059,4.156070203,4.417563689,4.580999699
Mta2,3.63001865,3.690929098,3.629102564,3.785587311,4.078029023,4.63809495
Mta3,1.911884697,2.048259642,1.962029095,1.766176017,2.051226472,2.74873817
Mxd3,0.094301147,0.018960375,0.135426147,0.12257627,0.559934816,3.046195083
Mxd4,3.580600825,3.535576749,3.634642475,3.731648849,3.511941051,4.024719731
Mybbp1a,3.544482427,3.575913789,3.494553496,4.141190467,4.554743249,3.994531876
Mybl2,0.063088961,0.056771563,0.075208213,0.043557879,0.285924776,1.713542757
Myc,0.795331228,0.847216611,1.584290951,3.802363623,3.551414693,3.168369606
Naca,5.339554842,5.40541562,5.294648809,5.359217393,5.333268954,5.527875726
Nat14,1.365688941,1.640223588,1.356578172,1.187725714,1.676337539,2.227919796
Ncoa3,2.815375596,2.694440624,2.904257545,2.629252431,2.705271288,3.261008403
Ncor2,3.427683879,3.478936518,3.56939842,3.57712157,3.93232761,4.221270621
Ndn,1.757714744,1.910262576,1.768549348,1.328840643,1.98332095,3.390971772
Nfatc1,1.707845056,1.752399003,1.771750967,1.653773893,1.968258891,2.553516133
Nfatc4,1.768276539,1.648131247,1.57115873,1.596431852,1.605919248,3.064000361
Nfe2l1,6.680767929,6.802747732,6.701288979,6.560479396,6.740120308,6.368962738
Nfe2l2,3.931581224,3.761888613,3.873827547,4.36314778,4.343804445,4.614975029
Nfib,3.079995485,2.880876618,2.860439642,2.49580011,2.75410677,2.864535615
Nfic,4.639809906,4.696503238,4.709035568,4.197833116,4.812090158,5.065259969
Nfil3,2.47783813,2.152456545,2.999418565,4.074320756,3.700341075,3.483730158
Nfix,4.38963001,4.505769731,4.533151115,3.701398884,4.003972685,4.612511224
Nfkb1,2.277970062,2.277907567,2.197799336,2.42625547,2.537250983,3.107176257
Nfkb2,2.860205829,3.156260731,2.799049317,3.515168363,3.972979891,4.468509742
Nfya,2.01923883,2.068076784,1.794367491,1.841924327,2.274554361,3.127185182
Nfyb,1.860591853,1.911147994,1.890092658,1.96644401,2.111999033,2.509249018
Nfyc,3.597113978,3.5608031,3.513125278,3.275711667,3.558968351,3.607216469
Nolc1,2.845860913,2.830623805,2.770408533,3.491595441,3.529187499,3.310196664
Nono,4.374139354,4.403265717,4.3528755,4.242180305,4.85021701,5.701001743
Nostrin,2.130783447,2.220769223,2.006477625,1.875904782,2.243732511,2.811829125
Npm1,5.194661909,5.048959581,5.094186951,5.645817842,6.388078193,6.880245606
Nr0b2,3.196464094,3.270441576,3.160609172,2.513821075,2.96968807,2.478339814
Nr1d1,4.699667693,5.040339976,3.971681652,4.007026546,3.8945878,3.261844873
Nr1d2,4.426262786,4.229792505,4.243198531,3.800497271,3.876439186,2.883113379
Nr1h2,4.167013312,4.076629276,4.068524969,4.108482579,4.316003119,4.513315696
Nr1h3,2.812352383,2.919701923,2.74552582,2.825633287,3.224029895,3.298560445
Nr2f6,3.598905279,3.573577952,3.67987543,3.246161016,3.701303625,4.13833641
Nr3c1,3.654249371,3.593629545,3.526716372,3.037574232,3.454703562,3.776919533
Nr3c2,2.26299602,2.022270909,1.97145024,1.107509175,1.238866577,0.990210282
Nr4a1,2.890770833,3.438996213,6.308629561,4.705365329,4.088600006,3.63952844
Nr4a3,0.462670466,0.515526764,1.391539796,2.061073779,1.074090045,0.681758074
Ogg1,1.815213264,1.803771803,1.802447574,1.590260541,2.308396842,2.502308125
Pa2g4,4.215210135,4.103510673,4.100195244,4.466720387,5.027278678,4.885749718
Pbrm1,2.445182982,2.531900105,2.486411788,2.377982407,2.648572897,3.074808396
Pbx2,3.021516188,3.001474975,2.862375764,2.8125144,3.205447394,3.918604928
Pcgf2,1.24485639,1.11035301,1.073016885,0.987665706,1.47560984,2.269426793
Pcna,4.087189496,4.015676965,4.052192585,4.307620027,4.894768228,6.054411864
Per1,3.881767261,3.437574837,4.191088422,4.414738988,3.987026216,2.617795884
Phb,6.604757751,6.600125821,6.532087688,6.529150441,6.467771047,6.05748582
Phf5a,4.650721122,4.55477618,4.421866299,4.357634139,5.054020534,5.311885626
Phtf1,1.005076179,1.013420077,0.989857311,0.906355769,1.282587391,2.002764589
Phtf2,3.420220685,3.474921189,3.462399371,3.122208057,3.245693221,2.833789438
Pias4,3.001515985,3.019259345,2.927632625,3.011644475,3.475058258,3.447844634
Pml,1.396497826,1.496382958,1.416102356,1.330660873,1.634235535,2.86660286
Pnn,3.426577436,3.185194158,3.295508257,3.083504083,3.480806289,3.921167855
Pou2f2,0.24826658,0.296787852,0.259912351,0.273522271,0.577913241,1.990845454
Ppara,2.621636005,3.079495941,3.021015723,2.485534888,2.495126258,1.881877019
Pparg,2.213469769,2.447686201,2.367844204,2.953017418,2.545049322,2.447702317
Ppargc1a,3.518004935,3.502094317,3.761405715,3.199882584,3.08819212,2.430653019
Ppp1r8,2.959111331,3.076803955,3.009416256,2.870075134,3.508186856,3.685465838
Prdm4,1.887904332,1.94043809,1.91708168,2.016417687,2.432721468,2.679093178
Prdx5,8.054015322,7.958119344,7.956537963,8.014949842,7.856863258,7.484610679
Preb,3.005469949,3.053694633,3.091853393,3.179795521,3.515332492,3.467166086
Prox1,2.632852983,2.848378396,2.68297761,2.264036001,2.305561715,2.211575558
Prrx1,2.409677106,2.462927214,2.434412968,1.899779333,2.288398604,3.085915209
Prrx2,0.021624159,0.177629704,0.046475046,0.086893972,0.273887669,2.127849563
Psip1,2.093984786,2.135509284,2.200707339,1.942805405,2.340063561,3.231101811
Psmc3ip,1.414302317,1.541658099,1.316466912,1.193788705,1.723862216,2.206716762
Ptges2,3.615082126,3.608213524,3.69737152,3.484670498,3.537736424,3.103396893
Puf60,5.304691702,5.380566542,5.199560094,5.400560739,5.828261531,5.987832772
Purb,3.025635178,3.051743101,3.052310934,3.085453421,3.322691876,3.596904518
Pus1,2.87183596,2.935426724,2.721010671,3.074028331,3.559958604,3.297139314
Rara,2.069264181,1.878609442,1.923030231,2.766651065,3.196477547,3.09022513
Rarg,3.254800028,2.954782017,3.109303265,2.356155403,3.063209493,3.658321495
Rbbp5,2.532421964,2.5269066,2.445379635,2.145424055,2.722567728,3.043647024
Rbbp8,1.053922771,1.129973218,1.109088355,1.417279584,1.626675036,2.658141268
Rbck1,3.608101677,3.583648625,3.523454393,3.229704894,3.621279587,4.207857004
Rbmx,3.315206048,2.956821192,3.109793949,3.030577239,3.291850177,3.592114637
Rbmxl1,3.179486063,3.384681666,3.077033502,3.590570446,3.945162165,4.704419371
Rbpj,1.517385015,1.691692332,1.547554797,1.827582123,2.411412921,2.817090783
Rcor1,2.069872016,2.217259453,2.242809493,2.202272938,2.366135961,2.889116899
Rcor2,2.312404797,1.893821002,2.205173658,0.90375579,2.076389622,2.031107306
Rela,3.823901841,3.946394699,3.820943558,4.397793492,4.46399577,4.703721661
Relb,1.765287905,1.928784495,1.503087283,2.265569279,2.681969807,3.170505888
Rere,3.113115593,3.006292929,3.129760409,3.062150664,3.089160127,3.500586968
Rest,1.600529864,1.746203173,1.661936309,1.948594778,2.026372505,2.590560904
Rfc1,2.612527118,2.580630282,2.562182487,2.129098389,2.505457112,3.109290162
Rfx1,1.773028772,1.722159505,1.782872319,1.543338991,1.997814602,2.355368148
Rnf10,5.311548046,5.338707193,5.31318025,5.329614433,5.176453082,5.145343396
Rnf4,2.348219073,2.518530568,2.32953588,2.770168583,3.121836238,3.768354379
Rnf6,3.36786176,3.373875183,3.354971857,3.143346384,3.507226433,3.741309916
Rorc,2.968994026,2.885349325,3.241391701,2.800159347,2.608343221,2.051273547
Rps3,6.510446221,6.52541613,6.421702785,6.624829909,7.082347164,7.727290196
Runx1,0.219187601,0.239124682,0.221583116,0.590013526,0.982003274,2.284481182
Runx3,0.254224659,0.306085678,0.262626645,0.591346382,1.209397003,1.864989178
Ruvbl2,3.18231807,3.173100852,3.127942469,3.105159893,3.710917738,3.639016381
Rxra,3.980927677,4.080020659,3.983480262,3.561452631,3.738815738,4.105397106
Rxrg,4.539898827,4.671000695,4.569611601,3.717585996,3.678511945,3.395981211
Safb,3.784321786,3.729807192,3.772659563,3.574546202,3.955304308,3.920735136
Safb2,2.915668515,2.88275074,2.897213678,2.836705418,3.186643179,3.41833607
Sap30,3.056443215,3.039381964,3.140536615,3.443443604,3.947450015,4.267931377
Sarnp,3.029249592,2.746415294,3.18063122,3.262811632,3.680162871,4.003528324
Scx,2.38555477,2.598777496,2.245787126,2.51862703,3.861423032,3.925448633
Set,4.574847047,4.565975497,4.542848033,4.837689873,5.362882046,5.571491781
Sfpq,4.021691991,3.994438162,4.176426704,3.836272114,4.532119778,5.006338338
Six5,2.661754061,2.668201787,2.681866854,1.8178403,2.511225278,2.966835477
Smad1,1.776391217,1.81631345,1.847940651,2.642408566,2.234185067,2.839179379
Smad2,2.385707354,2.338839138,2.334824899,2.491083431,2.794611982,3.242927415
Smad3,2.021553118,2.22488891,1.991989537,1.891343571,2.189060818,2.92408572
Smad4,3.474344679,3.580060848,3.555656469,3.620395921,3.683063259,4.006923205
Smad5,2.736062642,2.761838968,2.669669214,2.686782379,2.852000573,3.381140082
Smad6,2.778719642,2.94852435,3.244530131,3.291323636,3.002856877,3.185947055
Smad7,2.879344492,3.112528636,3.477808142,3.882390309,3.304557123,3.280119233
Smarca2,2.732485663,2.568508799,2.769991601,2.373177468,2.345622429,2.798126524
Smarca4,3.660737747,3.703332486,3.601558923,3.584309342,4.081865783,4.337493418
Smarca5,2.54417135,2.614696021,2.61004254,2.747071667,2.835794626,3.321210831
Smarcc1,2.028685219,2.255091501,1.97529629,2.008348188,2.452208123,2.949390745
Smarcc2,4.417783876,4.390161105,4.31416614,4.143655655,4.368841716,4.75117836
Smarce1,3.231748343,3.165998462,3.096431047,3.07386093,3.374637822,3.688379183
Smyd1,6.760082728,6.892916073,6.791938483,6.666524971,6.656769382,5.930241024
Snai1,1.1408549,1.360948427,1.055862281,2.422699832,3.110385417,4.203578325
Snai2,1.588144971,1.436244101,1.43501073,1.057614792,1.280098064,2.547760993
Snai3,2.380605941,1.739975774,2.019225313,1.493051107,0.923966565,0.74628449
Sod2,7.282113263,7.370398173,7.312397495,7.194362379,6.850366669,6.176567866
