Genesymbol	0	1	2	3	4	5	6
Hspb8	58.19646667	9.512783333	4.049706667	13.05413333	10.16019333	23.55883333	21.65166667
Hspbap1	3.543293333	3.42051	5.493693333	8.915233333	11.94576667	12.30703333	18.91293333
Hspbp1	26.63936667	38.81206667	36.56083333	45.37286667	50.13263333	47.51416667	30.79393333
Hspe1	412.31	592.545	484.229	595.27	504.3206667	551.362	758.4656667
Hspg2	196.6933333	86.75983333	96.86543333	84.16343333	30.5479	45.9884	24.85916667
Htatip2	23.27113333	13.6027	13.56866667	14.11826667	10.00495667	11.66826667	6.803553333
Htatsf1	23.83983333	28.0591	29.07126667	27.5283	23.98086667	25.2542	29.0169
Htr1b	15.5027	2.286206667	1.612466667	4.920676667	3.88001	2.372556667	0.557574333
Htra1	143.29	19.76096667	36.05786667	23.0334	11.74976667	36.74936667	14.96146667
Htra3	3.712286667	0.010764533	0.012087133	0.071310667	0.111084967	0.190390333	0.319003
Hunk	1.278933333	1.82369	2.234016667	1.58222	2.681713333	2.598316667	6.611213333
Hus1	5.457776667	34.93296667	28.36223333	24.9142	19.66893333	23.54443333	30.31986667
Huwe1	52.8816	97.09966667	132.896	132.128	97.4982	82.70083333	167.956
Hvcn1	2.25633	1.96552	3.006933333	2.996693333	5.139856667	6.302996667	10.2124
Hyal2	34.58926667	23.64833333	20.6126	15.12323333	20.24433333	21.54496667	16.36453333
Hyls1	8.486566667	10.39843	10.84255333	9.469983333	12.26853333	15.06136667	17.04916667
Iars	125.5193333	131.99	134.3896667	150.5003333	150.257	151.9713333	167.6003333
Ica1	11.98482667	21.48226667	21.9357	17.27906667	19.49776667	19.76363333	5.727586667
Icam1	3.55982	1.434693333	0.957330333	0.637564	1.911926667	5.748276667	16.63663333
Ick	7.062883333	14.09603333	12.1334	11.88026667	10.953	8.80838	8.184946667
Id1	182.4976667	118.401	62.8685	112.9276667	18.36076667	26.52473333	12.51067
Id3	341.306	99.13676667	35.8365	71.13206667	5.49211	2.751203333	27.38946667
Id4	12.66683333	12.44946667	19.19923333	30.06546667	9.477893333	5.58884	1.643843333
Ide	29.92223333	50.14723333	53.4299	48.68113333	55.25153333	57.61643333	88.87533333
Idh1	108.5526667	173.2666667	135.8416667	119.0993333	63.64896667	39.76146667	68.11273333
Idh3a	72.2745	87.9202	90.8354	102.8832333	101.3087	94.86556667	59.72313333
Idh3b	90.2783	97.1984	88.16926667	113.673	108.3253333	107.308	74.82603333
Ids	21.2752	8.085776667	9.173073333	14.04113333	21.1576	9.02526	7.252193333
Ier2	42.61623333	31.46006667	29.42096667	33.17113333	43.32393333	38.18276667	41.8372
Ier3	90.49956667	8.53043	4.723373333	4.41618	4.711633333	4.77263	6.640696667
Ier3ip1	95.7589	44.84163333	44.2021	45.60566667	43.6671	47.48613333	50.2325
Ier5	38.71246667	5.462183333	2.63054	3.109556667	4.224076667	4.22869	4.670943333
Ier5l	26.21903333	1.21863	0.649296667	1.157776667	1.569133333	1.894683333	3.04652
Ifi27l1	52.56673333	1.810793667	2.209096667	1.131604	3.13061	4.439853333	29.04603333
Ifi27l2a	0.504976333	0.111918	0.348742667	0.125684333	1.396046333	1.452336667	4.6754
Ifi30	58.19166667	45.1427	67.54656667	66.5649	82.4596	96.02566667	26.75043333
Ifi35	18.56796667	16.00303333	16.26843333	13.3834	23.40333333	19.90896667	22.67513333
Ifi47	3.234426667	0.0	0.0	0.021119833	0.117858867	0.0528971	1.010623
Ifitm1	3.275646667	16.9455	3.274836667	0.614333333	30.70096667	25.5393	267.21
Ifitm2	323.0613333	430.783	401.4476667	258.438	345.8306667	348.5076667	269.5076667
Ifitm3	313.4773333	311.137	287.0263333	94.27406667	54.709	67.96083333	248.7716667
Ifitm5	0.670652	0.438328	0.588044	1.116654333	3.805253333	1.772066667	0.974675333
Ifnar1	29.64283333	21.41296667	18.34553333	17.6728	17.11316667	16.08703333	15.58333333
Ifnar2	33.4542	17.58506667	13.52166667	8.256936667	8.05699	15.42363333	8.474163333
Ifngr1	31.05366667	10.38267333	7.415283333	6.567313333	5.530703333	5.290196667	4.63945
Ifngr2	79.8525	8.983473333	9.626066667	4.84495	4.815133333	3.994636667	4.484073333
Ifrd2	15.65363333	58.81	51.76506667	51.9609	47.0465	47.4604	23.93523333
Ift122	7.743503333	7.523313333	11.26337667	5.502913333	5.784356667	6.877153333	8.27781
Ift140	8.945733333	12.25263333	13.02603333	8.054186667	12.02273333	10.98022	11.13847333
Ift74	28.5842	17.48656667	16.0855	14.51413333	13.09266667	11.6391	20.29073333
Ift80	7.803443333	6.11283	10.59008	4.68682	8.62509	6.755633333	14.401
Ift81	19.1831	13.3696	18.68496667	12.453	20.1034	18.94026667	18.34773333
Igdcc4	4.804073333	3.103116667	2.761893333	1.6736	1.635076667	2.62713	7.251423333
Igf1	8.330813333	0.063641	0.004449667	0.050858333	0.280768267	0.182426467	0.735879333
Igf1r	26.58993333	20.7843	20.33653333	11.8267	11.17735	9.05385	11.16926667
Igf2	535.5513333	56.55943333	84.2024	5.54154	6.516206667	8.016486667	33.2614
Igf2bp1	20.67093333	29.91776667	24.5818	11.87403333	24.15573333	39.8462	188.4696667
Igf2bp2	60.1267	113.2993333	119.6206667	121.607	129.7353333	125.506	54.60456667
Igf2bp3	23.7774	35.65596667	30.95843333	22.47506667	26.02956667	17.95866667	32.0831
Igfbp2	480.68	5.494676667	92.95323333	94.93866667	342.06	256.3316667	586.0873333
Igfbp3	42.02193333	42.86673333	25.94493333	57.74956667	24.0009	23.94896667	69.33836667
Igfbp4	141.0966667	2.54742	0.567737	0.664253333	6.574146667	6.461276667	30.23406667
Igfbp5	10.44649333	0.0280657	0.050337133	0.0684199	0.244671667	0.094866	2.825376667
Igfbp6	48.3107	3.168136667	1.639297333	0.881395	0.496300667	0.712193	1.418221667
Iglon5	3.600153333	0.136027233	0.281953	0.101083467	0.542297667	0.462056333	1.137496667
Igsf1	0.600057667	0.0117801	0.091899	0.064763467	0.407907	0.798247667	3.22069
Igsf3	6.188993333	2.363626667	2.02888	1.50737	3.517073333	5.425006667	8.03317
Igsf8	26.099	4.30095	13.51446667	20.71616667	39.3043	45.0763	32.1022
Igsf9	0.238329667	0.774698333	6.46121	7.28988	9.856876667	5.240323333	14.0547
Igtp	0.518425667	0.101271667	0.3138457	0.093196333	0.894886667	0.581688667	12.13834667
Ik	71.43156667	85.77443333	85.07666667	85.33533333	84.45586667	87.35876667	80.9382
Ikbip	87.7748	11.55463333	10.65217667	4.878673333	6.464866667	8.266853333	7.590326667
Ikbkap	39.43	50.57183333	51.5466	60.44233333	61.71083333	57.74483333	60.7532
Ikbke	7.289476667	9.0427	19.15	10.80706667	3.709416667	5.179936667	2.36508
Il10rb	31.99226667	4.674543333	2.765823333	3.389336667	2.522716667	2.184256667	1.765343333
Il13ra1	16.5914	0.534456	0.38469	0.746116667	0.560624667	0.554005667	2.52904
Il15ra	5.68017	2.940893333	2.339246667	2.008653333	4.945426667	5.476276667	8.376506667
Il17ra	8.45495	6.17927	5.24032	6.985773333	7.576603333	6.141746667	2.60862
Il17rc	18.8236	8.361523333	5.860093333	7.26251	5.870493333	1.779206667	10.49972667
Il17rd	2.15649	0.229685667	0.273453667	0.490103	3.198146667	2.81379	13.93053333
Il18	4.78272	0.944441	0.589862667	1.803307	0.506877333	0.261561333	2.49567
Il1r1	7.53262	0.0836725	0.038500367	0.080790833	0.103793333	0.096770133	0.567378667
Il1rap	8.336126667	3.266973333	4.452756667	3.132723333	3.65849	3.295583333	1.702916667
Il4ra	21.1937	2.048133333	2.198546667	1.72255	2.703176667	2.533213333	1.732943333
Il6ra	2.23071	7.127006667	3.362853333	2.499996667	1.45327	2.318033333	0.477823
Il6st	66.72516667	18.58306667	15.8727	10.20123667	9.410246667	9.491346667	19.64553333
Ildr1	0.0826361	0.399247333	3.963633333	5.402903333	6.716316667	3.58744	9.208506667
Immp1l	17.8877	21.90973333	16.51136667	18.63566667	16.73093333	13.9972	16.33453333
Immp2l	4.39395	15.91753333	17.6393	8.938166667	19.236	19.4181	5.138003333
Immt	100.0698333	103.9096667	96.9063	110.2046667	116.225	106.0243333	125.3663333
Imp3	63.0371	75.45673333	66.62266667	83.37366667	77.6326	69.72166667	47.73736667
Imp4	51.83686667	81.91403333	68.87066667	91.3458	79.03196667	75.5058	151.343
Impa1	48.5226	36.37883333	29.66	31.1074	43.7456	35.63583333	46.56
Impa2	6.55076	14.1892	13.13223333	15.04773333	17.30256667	22.7067	25.553
Impad1	36.93176667	47.63743333	47.3634	38.18996667	34.40806667	27.4552	20.35343333
Impdh1	55.399	35.86906667	31.96266667	40.2358	47.41173333	43.2633	28.0207
Impdh2	39.24536667	72.36016667	60.66313333	66.43723333	67.31956667	71.7364	71.29043333
Ina	0.039347633	0.143365867	0.145665867	1.187723333	3.506173333	1.98742	15.61883333
Inadl	10.44079333	20.17336667	40.9708	39.71506667	32.43653333	32.66233333	28.26233333
Incenp	21.80243333	64.87583333	63.6713	61.22326667	57.0395	66.3367	63.83426667
Inf2	58.77446667	13.14606667	9.2955	6.402123333	2.424356667	4.06275	6.556573333
Ing1	19.76043333	23.68063333	21.04096667	22.95856667	23.89803333	21.15733333	22.67423333
Ing3	9.731266667	21.55693333	20.8537	22.38383333	19.07563333	17.42123333	19.14196667
Ing5	5.634476667	8.94818	11.1805	12.46966667	12.5238	12.55713333	26.38973333
Inha	1.885723333	2.16581	3.972403333	2.921896667	4.124833333	3.544066667	0.550224667
Inhbb	3.832623333	0.206721667	0.898589	1.086530333	1.226786667	1.548516667	2.337136667
Ino80b	11.38223333	14.54	14.42696667	12.515	16.1083	18.433	11.04853333
Ino80c	12.65773333	12.13126667	8.682326667	13.58986667	10.08761333	8.813666667	16.43813333
Ino80d	2.62584	4.681716667	6.95435	6.289523333	5.064336667	4.315573333	8.901946667
Ino80e	58.15833333	60.8951	52.0546	56.4312	74.17533333	73.5083	60.51136667
Inpp5a	51.23686667	12.1449	9.802143333	9.09335	11.37232333	16.2315	11.326
Inpp5b	24.74326667	15.36113333	15.02856667	15.04006667	21.45593333	20.46486667	14.72133333
Inpp5d	0.2466553	0.351005233	0.263379667	0.354575667	0.889009	5.37008	18.035
Inpp5f	10.01863333	9.94223	11.35496667	12.22206667	12.90956667	11.89756667	11.41486667
Inpp5k	13.8451	13.09433333	17.3609	17.9816	17.78876667	18.97706667	14.67413333
Insig2	66.805	32.63856667	36.24793333	21.3473	28.37686667	41.7952	51.85226667
Insm1	0.0	15.4669	15.79936667	25.82053333	17.06666667	8.847096667	0.196913333
Ints1	16.40966667	19.09663333	19.3502	19.57636667	18.8044	16.6667	18.90283333
Ints12	14.0147	14.1764	12.86433333	14.81843333	15.55063333	14.69826667	17.2123
Ints2	15.18613333	20.44513333	24.60123333	26.17333333	27.76186667	23.1862	53.20333333
Ints3	22.99753333	29.61806667	26.1398	34.2814	31.63586667	26.34743333	29.699
Ints5	17.17043333	21.81853333	19.91303333	20.10053333	16.30543333	13.8901	20.1473
Ints6	6.6391	10.27711667	11.1282	10.61896	8.97065	7.09687	12.13443333
Ints7	8.847463333	26.40853333	24.94883333	29.33866667	22.5136	17.1349	30.6453
Ints8	38.32456667	37.46903333	28.40133333	32.99466667	24.86933333	31.93193333	34.9
Ints9	12.41773333	16.83086667	18.4515	18.45496667	19.1661	19.94266667	22.9924
Intu	1.10674	2.46599	4.767193333	1.976643333	2.964123333	3.315233333	5.33472
Invs	5.299493333	3.509193333	3.042603333	2.581313333	2.72352	1.90313	1.682056667
Ipmk	7.799106667	13.4938	11.4126	11.32376667	10.7699	14.53186667	25.27573333
Ipo11	15.17376667	32.42306667	37.12533333	32.80593333	31.93296667	30.7636	33.55863333
Ipo13	34.7363	29.21936667	31.72003333	29.6579	22.0094	25.89703333	18.60646667
Ipo5	124.6576667	170.102	163.3313333	180.449	189.042	210.889	221.9643333
Ipo7	99.74146667	153.2966667	153.753	142.2216667	136.514	116.6466667	100.3553667
Ipo9	73.52013333	94.56933333	99.4185	64.88993333	64.6901	62.08986667	116.9826667
Iqcb1	13.3837	15.29113333	16.72296667	14.80666667	20.04536667	26.6254	33.3483
Iqcg	0.596625333	0.942628333	0.783629667	0.521077667	2.38776	3.22614	12.91743333
Iqgap1	147.694	58.6214	60.45206667	55.94623333	37.58393333	30.59643333	55.32563333
Iqgap2	1.565073333	47.69576667	45.3192	18.37943333	9.869126667	9.810776667	9.654243333
Iqgap3	8.045723333	17.05966667	18.2829	12.75036667	12.22096667	13.7699	10.24045333
Iqsec1	27.29323333	13.44086667	10.49389333	6.409383333	5.51417	7.338573333	13.60233333
Iqsec2	6.50053	2.629143333	3.643893333	6.04831	3.948526667	2.999716667	0.972671667
Irak1	43.44783333	77.21443333	78.85636667	69.2857	70.71603333	63.95806667	24.29633333
Irak1bp1	7.319866667	30.77316667	21.81413333	14.99816667	12.79	12.99516667	6.72162
Irak2	20.11226667	1.125108	1.501943333	1.65925	1.018306	1.165033333	2.79547
Irak4	6.83135	2.666936667	1.809113333	1.364556667	1.746666667	1.842656667	1.191243333
Irgm1	45.53776667	0.769689333	0.252920667	0.389559667	3.759046667	1.696613333	37.666
Irgm2	0.511031333	0.099629667	0.243875333	0.074424967	0.605915	0.377721667	13.19361
Irs1	9.514016667	4.024966667	3.20403	2.014903333	0.861148	1.18178	1.563136667
Irx2	29.4118	52.89336667	57.93933333	66.03223333	35.89633333	27.17936667	1.751953333
Iscu	56.08836667	26.80136667	27.3091	36.23693333	33.18513333	35.6959	29.4679
Isg20	6.662563333	0.792234	0.668120333	1.326573667	1.14018	0.458535267	4.63484
Isg20l2	22.2218	33.35856667	36.1416	37.77043333	35.56556667	31.11113333	36.7212
Islr	3.989933333	0.0	0.0	0.016579333	0.117166567	0.230114333	0.427228
Isy1	27.27896667	56.55293333	54.33636667	61.7655	55.81983333	61.12353333	48.42183333
Isyna1	14.2213	49.04336667	69.8923	54.43643333	70.31976667	65.79666667	48.20103333
Itch	22.49776667	15.65833333	14.98773333	13.46916667	13.05976667	12.79746667	17.5632
Itfg1	43.28256667	23.96116667	20.98133333	19.01166667	18.39526667	19.029	15.02446667
Itfg2	6.92273	11.08763333	11.12223333	14.33863333	11.91676667	10.97113333	12.22786667
Itfg3	49.90086667	27.56836667	39.45893333	34.1949	40.991	39.54113333	22.81226667
Itga1	5.633836667	0.098147133	0.0915929	0.052561433	0.064602533	0.166119333	0.604241667
Itga3	14.40453333	3.950546667	5.775143333	10.46159	7.438836667	15.3856	14.64
Itga4	1.632883333	12.3593	19.87386667	15.99606667	11.728	14.01476667	0.489530667
Itga6	72.7497	34.04336667	60.05436667	73.26586667	53.80066667	70.1903	44.08453333
Itga7	8.277656667	0.107671067	0.177336	0.216211	0.306449	0.399707667	0.829869667
Itga8	14.08043333	0.968747667	0.416819667	0.420002333	0.621233	0.500928	3.554243333
Itgb1	1072.126667	211.654	155.2606667	165.5906667	135.391	153.7303333	80.08916667
Itgb3bp	9.260546667	22.01506667	24.7512	23.84893333	24.1311	21.33266667	22.43816667
Itgb4	1.814416667	67.5727	120.2006667	130.9343333	83.75633333	62.19046667	1.98453
Itgb5	224.468	74.5468	66.08636667	39.4322	23.37826667	26.91486667	22.23643333
Itgb7	0.530230667	0.055342067	0.178280333	0.111601267	0.373995	1.135393	6.24347
Itgbl1	12.57096667	0.238539333	0.1040449	0.539571333	0.349344	0.212244233	0.955853
Itih2	18.90953333	0.009160333	0.019877867	0.0241156	0.2800011	0.0195597	0.380060333
Itm2a	41.87526667	6.02074	8.022606667	4.244043333	4.328626667	6.271243333	14.04343333
Itm2b	328.3513333	135.1196667	124.7376667	104.7983333	82.3484	82.98816667	46.96043333
Itm2c	176.2813333	41.1998	32.13183333	20.59693333	27.243	36.2678	37.44413333
Itpk1	2.099836667	9.06277	17.56653333	28.2667	40.73153333	37.24533333	26.28386667
Itpkb	5.722973333	15.84243333	13.32603333	11.09793333	14.20923333	11.43026667	2.735883333
Itpkc	7.474386667	7.047583333	6.984326667	6.50619	9.375573333	11.14282	5.525893333
Itpr2	3.973993333	6.02302	5.98714	4.042576667	2.59585	1.752506667	1.003397667
Itpr3	26.94986667	47.36583333	42.71666667	42.7722	36.36143333	28.79023333	9.962773333
Itprip	25.64696667	6.115946667	3.796836667	3.25238	2.90105	2.46907	2.34368
Itpripl2	51.6131	37.2692	39.8424	29.83853333	16.5632	15.353	1.981456667
Itsn2	9.645963333	9.42122	10.31806667	10.95816667	12.21326667	12.23576667	9.302343333
Ivd	38.17026667	69.9638	81.1243	56.63373333	52.98226667	53.35293333	45.0289
Ivns1abp	38.56763333	123.3316667	138.3826667	116.657	106.7626667	107.8476667	143.2486667
Iws1	7.64891	9.504326667	12.0672	11.33006667	11.45163333	11.32383333	13.05213333
Jagn1	55.19223333	38.11843333	36.51006667	48.27913333	43.71133333	34.77456667	29.9339
Jak2	11.8107	9.620483333	5.52784	4.52877	2.025613333	2.18301	3.319803333
Jak3	1.483403333	0.439895333	0.555715667	1.493696667	1.86239	2.1851	5.43953
Jakmip1	0.0	0.102732333	0.249941	0.44816	1.382003333	1.013496333	8.761276667
Jam2	8.573276667	7.128463333	6.096823333	1.828543333	1.63655	8.2768	26.78923333
Jkamp	32.35336667	21.1307	20.35316667	23.96093333	20.3958	22.43203333	21.16156667
Jmjd1c	12.21203333	24.7986	40.66793333	34.28033333	28.3007	28.993	41.55013333
Jmjd6	60.93183333	41.42646667	35.51153333	43.8207	61.60243333	52.65766667	66.56666667
Jmjd8	16.7415	20.78696667	19.66823333	15.81053333	16.13123333	13.5067	9.572923333
Josd2	65.85286667	38.24096667	31.15813333	37.17896667	28.7587	31.18596667	12.99
Jph1	1.445266667	7.038106667	8.519	6.198186667	7.161683333	8.099986667	3.673733333
Jph2	28.9197	0.101632167	0.0740827	0.153263	0.354241667	0.310975667	0.708303333
Jtb	50.14286667	35.4712	35.0334	38.2994	29.57023333	31.8629	26.08676667
Jub	35.31953333	32.32926667	25.44883333	19.1788	16.7374	23.88053333	40.62813333
Jup	72.01583333	67.58353333	94.33133333	101.9610333	63.18696667	65.86873333	60.95176667
Kank1	16.34923333	5.64867	7.5781	6.519816667	7.67018	8.78904	12.39603333
Kank2	48.02556667	46.61766667	43.19096667	26.753	19.50296667	22.33753333	20.66626667
Kank3	4.30859	26.37026667	46.7084	37.45053333	52.96106667	48.7704	20.74666667
Kank4	6.586593333	2.60727	2.824863333	1.79447	2.539246667	2.422543333	1.108257
Kansl1	23.23653333	22.76363333	26.9144	26.84126667	28.9734	24.3522	43.54976667
Kars	120.0273333	206.5073333	190.5126667	203.8813333	219.8786667	224.0903333	217.375
Kat2a	26.60026667	43.68843333	41.54363333	49.94056667	62.29766667	63.3981	62.83463333
Kat2b	11.42859667	19.04546667	18.68456667	15.38396667	9.08499	9.285023333	25.5244
Kat5	16.18306667	20.30683333	20.95206667	25.12396667	22.37873333	21.71496667	22.12216667
Kat8	13.60133333	16.90826667	19.51816667	25.7598	27.14563333	25.47846667	22.47686667
Katna1	23.1151	26.673	28.35043333	36.56386667	31.3084	30.35106667	38.78623333
Katnal1	10.09354	4.11205	2.874493333	2.530716667	3.49867	4.09397	3.288123333
Katnal2	2.05316	1.59825	3.561146667	2.69223	5.289726667	6.40251	8.577683333
Kazn	11.35547333	6.939666667	14.61313333	16.78076667	19.03913333	18.64756667	17.01393333
Kbtbd2	19.07193333	22.01606667	17.1346	19.18966667	18.88883333	16.26253333	20.2319
Kbtbd8	0.338792333	5.680826667	6.38657	9.743753333	8.146876667	8.677276667	19.6674
Kcmf1	31.61833333	34.7109	34.56646667	37.90873333	34.0871	39.4012	29.14676667
Kcnab3	0.834588667	1.948046667	1.646233333	1.410646667	5.62112	6.362123333	1.383043333
Kcnf1	2.780323333	3.60678	1.12334	2.33651	0.312805333	0.340442667	0.285215667
Kcnh2	1.139556333	0.760521667	1.181427333	4.050746667	11.97026333	9.703976667	3.611733333
Kcnj15	5.79282	0.0	0.008910067	0.0617279	0.1065559	0.119228	0.246474
Kcnk1	0.386713667	0.322752	2.639793333	4.71777	8.639216667	7.973636667	9.532213333
Kcnk12	0.100361667	0.235340333	1.769396667	3.836496667	4.052943333	4.181986667	0.087365233
Kcnk5	0.754051	1.298546667	1.012773667	1.3732	2.857886667	3.79756	11.7673
Kcnk6	1.23017	0.105056167	0.779385667	2.668136667	3.75636	1.854166667	1.41968
Kcnn4	6.25027	0.074091533	0.032254167	0.083637233	0.149566033	0.240155333	0.251473333
Kcnt1	0.0	0.652608	2.567293333	4.41929	8.559593333	2.911756667	0.433348
Kctd10	192.963	47.70393333	28.02656667	32.23026667	33.7547	29.4161	27.764
Kctd11	28.34793333	2.53209	1.632583333	0.910224333	1.21784	1.545026667	1.688803333
Kctd12b	3.62847	0.886302	3.575086667	2.375346667	0.916917333	0.678380667	0.917951667
Kctd15	20.00913333	16.89776667	13.35993333	20.82703333	19.47623333	13.91976667	8.626646667
Kctd17	88.47653333	50.0111	43.97626667	38.98316667	36.3423	31.7683	17.32993333
Kctd18	8.917993333	9.712026667	16.10296667	12.5658	11.41757667	14.35843333	20.22443333
Kctd3	17.18063333	19.77163333	21.13096667	27.12586667	31.97486667	35.15266667	40.89726667
Kctd5	54.29676667	29.57343333	28.1277	39.26866667	40.66786667	40.5557	30.51073333
Kdelc1	43.0392	35.37946667	31.28393333	27.9589	33.4417	37.502	26.92996667
Kdelc2	28.7679	14.21273333	11.692	8.923233333	9.538573333	8.611663333	4.660603333
Kdelr1	232.1476667	118.0536667	100.1003667	82.3655	73.0849	69.46083333	42.20813333
Kdelr3	132.5673333	7.011713333	5.45104	2.69162	3.478096667	7.748736667	8.72061
Kdm3b	12.76776667	19.32723333	23.19406667	22.05386667	21.00333333	22.9277	26.77443333
Kdm4c	9.439486667	14.18146667	15.73463333	17.15776667	16.96356667	21.3455	25.97173333
Kdm6a	4.66647	15.519	20.08876667	15.9156	11.02053333	9.93088	15.90583333
Khdrbs1	64.79726667	93.49923333	101.9167667	99.43306667	87.29373333	78.1567	82.96956667
Khdrbs3	22.41913333	12.45863333	9.434683333	11.491	18.29403333	18.22003333	18.6814
Khk	7.003086667	6.072826667	7.620126667	2.54367	3.941423333	4.386333333	8.233863333
Khnyn	6.106053333	12.24253333	16.11836667	14.1431	15.1882	20.51633333	15.47996667
Kif11	12.69703333	51.78326667	52.06033333	47.6793	39.9354	42.4534	46.3343
Kif13a	10.74756667	43.33716667	45.68116667	32.4974	26.5603	22.9694	9.18015
Kif13b	2.365006667	2.131746667	3.030663333	2.91254	3.316733333	4.087013333	8.221826667
Kif15	5.518813333	28.06556667	31.2522	23.69046667	19.73133333	20.26386667	25.51703333
Kif18a	4.46569	13.36673333	15.6949	13.10863333	12.8182	16.8065	18.9242
Kif18b	7.797443333	27.16376667	24.30416667	25.16666667	30.51483333	35.1905	28.95063333
Kif1a	25.5785	1.990746667	3.379503333	6.091876667	10.83636667	7.826143333	21.83893333
Kif1c	81.92883333	72.43533333	64.56376667	49.85596667	42.14053333	35.91086667	23.90756667
Kif20a	39.84586667	88.65246667	69.5614	56.08596667	57.9991	62.5908	80.59233333
Kif20b	6.704536667	16.94513333	21.0685	19.0959	20.17363333	23.89346667	31.27526667
Kif21a	1.92373	3.998253333	7.45215	8.63396	6.01867	4.92964	7.0753
Kif21b	1.51261	1.199746333	4.825713333	5.420053333	11.73403333	12.87563333	9.12369
Kif22	20.43516667	72.22176667	63.37816667	62.19403333	61.498	76.46343333	67.98026667
Kif23	18.0276	45.45533333	39.4998	37.57206667	29.82626667	32.59526667	43.5122
Kif24	1.5528	4.396856667	6.507373333	4.63185	5.848206667	4.42323	8.488893333
Kif26a	0.064829933	0.174298333	1.82045	2.897166667	4.015443333	3.217466667	4.267123333
Kif26b	6.008356667	0.139958967	0.102376633	0.116807067	0.159517267	0.131028333	1.272613333
Kif2a	32.92946667	43.34863333	33.4575	28.86156667	33.08906667	29.59416667	53.11043333
Kif2c	18.37603333	50.308	40.53836667	39.98036667	41.67276667	51.81646667	46.75223333
Kif3a	21.23766667	12.33646667	12.9987	11.72436667	15.1032	15.00343333	18.40646667
Kif3c	9.639773333	2.647373333	2.62482	3.18277	5.89975	5.7265	2.60306
Kif4	12.10533333	27.5863	26.6134	28.55686667	21.31586667	22.46913333	21.92966667
Kif5b	75.88466667	64.5847	75.57233333	65.18853333	53.2596	45.21136667	57.95883333
Kif5c	4.601656667	2.64525	5.666736667	6.873793333	12.67523333	9.252596667	12.1847
Kifap3	29.67126667	14.86373333	15.07176667	15.91816667	17.26593333	17.34376667	24.08803333
Kifc5b	3.497096667	11.82056667	12.3501	10.27184667	10.8046	12.6287	9.38365
Kin	14.95746667	13.65323333	12.70023333	11.777	12.0215	10.86106667	13.17833333
Kirrel	41.5258	59.38126667	45.6768	29.5313	23.19556667	17.85253333	5.04074
Kit	0.081718367	0.245874	1.85357	4.064036667	9.836636667	8.11109	27.5462
Kitl	3.875476667	1.58082	1.212168	3.213133333	1.47476	0.777555667	2.053863333
Klc1	256.0916667	168.3283333	123.7393333	116.8216667	90.93513333	85.85636667	47.94083333
Klc2	16.7562	9.57305	11.353	12.36756667	16.41146667	18.8788	16.2979
Klc3	5.888566667	1.92054	5.029466667	2.922103333	4.597116667	3.467283333	8.75133
Klhdc1	3.56486	2.028363333	2.482720333	1.360685667	2.169559333	5.02115	0.606946667
Klhdc10	18.8223	21.84883333	25.33933333	22.95083333	27.38323333	26.06173333	42.9077
Klhdc2	52.74863333	54.78036667	47.1135	40.8249	44.5687	46.5391	32.3377
Klhdc3	43.64586667	45.74426667	46.33043333	43.55983333	50.9552	46.03893333	61.9114
Klhl12	8.376383333	11.6427	14.78016667	14.99813333	15.0207	16.2999	31.94746667
Klhl13	15.30276667	6.61357	4.364206667	5.564846667	9.749586667	20.0993	65.95
Klhl17	4.377573333	6.960096667	8.331283333	5.94158	7.043346667	6.414886667	3.367316667
Klhl18	7.733376667	2.779963333	2.688043333	2.26893	2.32389	1.800773333	2.52568
Klhl23	4.70152	5.35795	2.41394	1.018893	1.545443333	1.492393333	7.50567
Klhl24	5.389443333	7.729976667	8.199286667	5.48478	5.364533333	5.98085	13.64346667
Klhl26	32.40866667	12.24336667	12.00056667	8.13026	9.00005	12.9958	4.28493
Klhl30	3.935146667	0.0188547	0.010585633	0.094761267	0.188605667	0.025529833	0.173994333
Klhl5	24.107	11.96206667	9.470466667	6.1794	7.405766667	9.5542	4.54995
Klhl7	11.0708	12.88326667	14.5694	10.47103333	12.25496667	11.33846667	12.8654
Klhl8	3.947923333	3.73726	3.850043333	2.980096667	4.93081	7.241103333	7.283026667
Klk10	4.220126667	2.4057	1.844906667	3.798366667	1.010553667	0.958408667	2.94042
Klk8	10.91316667	2.044	2.73007	1.89414	6.397176667	9.468303333	10.42527667
Kntc1	4.824486667	17.13303333	19.69123333	16.72653333	18.31833333	19.23976667	25.71583333
Kpna1	25.64463333	30.63063333	26.3856	28.5336	33.3092	26.35716667	43.87816667
Kpna2	1.70183	3.980176667	8.804906667	6.02719	6.90892	7.195723333	12.2025
Kpna3	35.79936667	36.27106667	37.2673	35.2573	34.9384	42.06843333	57.23946667
Kpnb1	302.462	309.318	285.7143333	306.535	307.58	348.1523333	475.3613333
Kras	42.74533333	43.6412	43.64443333	50.6789	48.49973333	47.0337	75.04696667
Kri1	17.31313333	21.45833333	23.76293333	25.42456667	26.3304	23.73396667	23.51703333
Krr1	20.5153	41.32223333	46.5238	49.37793333	40.66673333	39.8889	43.00343333
Krt14	0.018324067	0.0	0.062289333	2.926393333	25.23696667	6.241396667	0.367173333
Krt16	0.047913333	0.060199167	0.307739	10.42822333	16.14746667	8.8301	0.700886
Krt17	0.023961933	0.040562	1.691356667	6.5489	21.8062	13.32986667	5.590546667
