Genesymbol	0	1	2	3	4	5	6
Clgn	0.1003807	0.110204067	0.204120333	0.401841667	0.738026333	0.946831667	3.7207
Clic1	422.306	195.3003333	179.0923333	129.526	138.9433333	145.9736667	61.95876667
Clic3	0.312687667	3.2613	10.42481	8.44809	1.80654	0.482523333	0.131191
Clic4	192.2396667	139.623	97.1616	74.83453333	61.7333	65.43523333	67.34433333
Clip1	34.66013333	21.79796667	20.6539	14.03036667	13.0943	16.51736667	14.22383333
Clip3	55.25626667	24.43186667	22.8721	17.11396667	26.472	22.5628	20.065
Clk1	54.18966667	65.76963333	68.93696667	59.6363	55.35083333	67.21993333	113.6243333
Clk2	30.18683333	33.95603333	36.5294	28.86413333	34.21153333	43.307	48.12426667
Clk3	26.22753333	26.27196667	22.74903333	22.92713333	24.04756667	28.64613333	16.14656667
Clk4	36.28096667	39.18076667	48.8271	43.7303	47.0792	47.05496667	55.39153333
Clmp	10.02118	0.434419	0.321034333	0.724281	1.319263333	1.753046667	1.97611
Clns1a	68.5086	109.2693333	105.904	129.325	112.5716667	117.8363333	130.4803333
Clp1	8.3604	12.7192	11.72933333	13.0295	15.2073	15.86146667	23.62866667
Clpb	19.90836667	43.85553333	46.36473333	43.16336667	49.4494	61.91313333	45.8657
Clpp	40.3385	51.53916667	47.46273333	63.95746667	60.14033333	63.6432	44.3846
Clptm1	49.95663333	33.05336667	27.98103333	34.973	28.78366667	23.9457	28.62866667
Clspn	7.047003333	25.30246667	28.17593333	22.44206667	25.02026667	20.63456667	20.83826667
Clstn1	47.70253333	45.10503333	41.65473333	33.39506667	30.84856667	34.48313333	31.77496667
Clta	356.645	202.6463333	186.1703333	250.6653333	222.1056667	207.9586667	187.8716667
Cltb	80.4153	73.95886667	56.62563333	59.56573333	55.0996	73.303	15.89383333
Clu	7.47645	23.76966667	20.092	35.14643333	45.562	59.00756667	27.377
Cluap1	9.75326	13.6584	14.21633333	12.89603333	12.60653333	12.60756667	10.08914
Clybl	7.836563333	13.5336	23.17156667	17.3822	27.22136667	31.80073333	34.59166667
Cmah	0.375289	0.596915333	1.87916	1.715913333	2.506296667	4.04839	3.778293333
Cmas	33.8352	31.31386667	30.40016667	41.253	50.72586667	46.83123333	35.80023333
Cmklr1	3.748453333	0.051601233	0.035134	0.0918551	0.248017333	0.993177	2.95858
Cmpk1	62.13056667	33.42026667	28.24206667	31.9101	32.305	31.92783333	31.49476667
Cmtm3	86.4106	20.1541	9.272866667	6.710546667	6.740946667	5.931653333	6.336466667
Cmtm4	14.70596667	17.4571	23.819	23.6647	19.019	17.4301	17.55956667
Cmtm6	16.97	16.37646667	20.3969	23.21423333	27.89793333	32.0588	29.28533333
Cmtm7	69.2051	108.2902	84.88236667	107.5041	72.35773333	61.9904	16.5747
Cndp2	43.82793333	33.0806	33.2384	49.2805	47.98356667	61.44683333	45.6005
Cnih2	2.122416667	0.400166333	0.631752667	0.538069	0.629865	0.896451667	3.386473333
Cnn1	136.817	0.126424133	0.0411649	0.281325	1.508696667	1.000568333	9.94834
Cnn2	751.359	100.1155667	68.868	47.08063333	41.48303333	50.58703333	67.026
Cnn3	410.067	426.2473333	380.0816667	310.5563333	154.7563333	185.2853333	179.5656667
Cnnm2	3.592886667	1.64159	3.723446667	4.474676667	5.131506667	8.038183333	5.43447
Cnnm3	4.98396	14.8976	12.82473333	10.37166333	9.278456667	7.66949	17.9241
Cnnm4	6.806443333	11.18046667	10.33822	10.09556333	8.981163333	6.88459	3.596306667
Cnot10	19.1202	35.88203333	40.28846667	41.4202	34.57256667	27.87386667	29.18203333
Cnot2	44.2701	62.88173333	54.89053333	56.9759	51.80573333	46.72576667	70.0097
Cnot3	40.7665	52.1163	52.7323	59.3068	50.82576667	54.8039	64.46106667
Cnot4	11.46676667	10.83676667	10.86693333	11.45196667	10.36330333	10.68190667	14.00956667
Cnot6	25.81726667	83.41166667	82.4541	79.3657	75.1026	46.87206667	58.24213333
Cnot6l	13.17299	23.51223333	20.49946667	14.1298	11.94387	11.07066667	9.276163333
Cnot7	66.50026667	97.14526667	110.6439333	122.301	86.63866667	59.42063333	91.24513333
Cnpy1	0.018466767	0.235412	1.403883333	25.22393333	77.16613333	79.64016667	4.847123333
Cnpy2	99.2767	86.88643333	74.0949	84.06513333	87.79596667	90.72783333	75.0502
Cnpy3	36.76866667	24.6077	26.30373333	23.86893333	27.45386667	30.92266667	24.5933
Cnpy4	47.5693	25.4911	23.3309	18.65546667	19.30256667	17.89833333	10.79770667
Cnrip1	5.538146667	1.20899	1.703973333	0.240755	0.063796633	0.179921667	1.838363333
Cnst	9.948886667	2.800163333	2.8162	3.36852	3.975346667	5.6112	6.55479
Cntln	4.230253333	4.178116667	3.843783333	1.390303333	1.25018	1.30143	2.135143333
Cntnap2	0.064612033	0.018743767	0.249272667	0.624773333	1.220626667	1.024937333	6.841043333
Cntrob	9.842843333	17.104	24.85193333	21.1765	31.1204	37.6273	28.68953333
Coasy	15.32706667	23.15583333	20.80376667	19.0047	26.95523333	27.46056667	21.98833333
Cobl	3.129253333	55.642	46.3777	23.2206	4.18781	7.935646667	17.72916667
Coch	45.94836667	0.297890667	0.117004733	1.116073667	1.847053333	1.749533333	8.57285
Cog1	31.19553333	20.21796667	18.90886667	13.82833333	17.11513333	16.0114	19.2969
Cog3	14.80573333	10.32302	10.04148667	9.950016667	9.325796667	9.86938	11.4817
Cog4	48.6086	37.48036667	33.40386667	30.10993333	29.29126667	34.01186667	39.06136667
Cog5	6.609136667	10.24441667	11.71696667	8.460753333	10.53506667	9.721973333	10.37819667
Cog7	10.79126667	10.91096667	13.75366667	11.26153333	15.63563333	17.26636667	17.30016667
Coil	4.424366667	9.65267	9.94927	14.63226667	20.18306667	21.92643333	27.99783333
Col11a1	97.27113333	3.44604	1.929856667	1.720166667	0.794394	0.971428667	1.188243333
Col12a1	316.8593333	0.672696	0.481433333	0.701722333	1.80145	1.426783333	7.322506667
Col14a1	4.255776667	0.0	0.004664567	0.098077467	0.218337667	0.034537367	0.355264667
Col15a1	3.94302	17.6063	7.763353333	19.416	25.6579	12.673	1.165219333
Col16a1	101.7782667	2.07771	1.753920333	2.003616667	3.01937	3.832153333	6.155
Col17a1	0.568308667	0.627011667	4.61943	4.271536667	3.01498	1.232643667	0.782020667
Col1a1	2482.626667	4.19532	3.14649	7.953496667	12.9546	14.49306667	23.59453333
Col1a2	2123.813333	28.1239	8.203183333	13.81993333	19.28353333	18.9349	40.7871
Col3a1	416.7653333	0.973675667	0.588187667	0.358051667	3.052476667	3.728286667	11.97692
Col4a1	360.193	76.77453333	58.53816667	32.48036667	17.71073333	20.5058	15.93076667
Col4a2	274.3363333	63.41913333	50.7237	23.01876667	12.64093333	14.71436667	10.60108667
Col4a5	48.23626667	4.330636667	2.060036667	2.157233333	1.14056	0.729662333	1.869556667
Col5a1	558.4436667	5.793183333	3.576746667	4.421813333	6.221626667	5.903653333	14.49673333
Col5a2	676.698	10.35256667	3.394963333	7.631313333	4.44677	3.34224	7.88801
Col5a3	14.43343333	2.09735	1.628233333	2.05823	3.046496667	2.715076667	0.496447
Col6a1	170.7296667	22.2172	6.282453333	22.68666667	3.316776667	3.98826	7.051913333
Col6a2	85.4832	7.811856667	4.489343333	5.512136667	5.472006667	4.46646	4.816563333
Col6a3	98.99303333	3.782743333	2.118716667	3.232736667	2.63914	2.112933333	4.739586667
Col8a1	189.0873333	0.669310333	0.447012333	1.441013333	1.55092	1.39158	4.508543333
Col8a2	4.918773333	0.019581	0.013929267	0.0147548	0.054573167	0.0807679	0.443158333
Colec12	53.7076	10.27173333	6.2995	1.908396667	4.404306667	4.114433333	10.12893667
Commd1	144.6843333	152.5316667	127.929	123.7253333	162.9053333	169.326	218.812
Commd10	26.4104	21.03566667	18.53056667	18.25746667	23.328	27.9514	39.1361
Commd2	44.0887	36.9985	33.37013333	39.7891	36.61203333	38.1112	34.0753
Commd6	31.67706667	28.79793333	25.3597	29.1877	28.04263333	30.25943333	22.30263333
Comt	74.93213333	42.2687	32.8923	27.44193333	31.73266667	27.2924	16.21553333
Copa	204.5103333	78.8887	73.58106667	70.97806667	67.86656667	55.9262	100.4577333
Copb2	198.076	73.07706667	67.16806667	73.7699	68.41546667	61.99743333	77.35616667
Copg	139.7923333	64.5536	57.8748	62.73853333	62.21306667	53.32296667	56.92016667
Cops2	101.6989667	113.2606667	111.9563333	106.2503667	82.50003333	78.24593333	106.7811
Cops3	81.31963333	138.413	127.1596667	130.2946667	136.7936667	131.1293333	139.8266667
Cops4	69.78796667	164.1523333	150.995	158.2106667	122.0003333	120.1463333	84.7635
Cops5	87.4603	85.66083333	78.3863	94.75453333	83.80026667	76.17663333	112.4233333
Cops6	184.2903333	132.548	110.4326667	111.6466667	112.1383333	134.0443333	123.227
Cops7a	95.90336667	122.6383333	128.0213333	137.6723333	161.6936667	188.3436667	83.71346667
Cops7b	18.30526667	25.62373333	23.16776667	23.16546667	23.0046	23.06443333	28.44243333
Cops8	73.2861	65.00936667	54.9156	65.85406667	61.23713333	61.5218	82.54313333
Copz2	147.3783333	3.38614	1.935063333	0.991083	2.123093333	3.3812	9.820536667
Coq3	8.950146667	14.74196667	12.998	11.4784	11.60453333	14.97393333	10.32230333
Coq5	14.3291	18.26123333	17.28296667	21.4891	25.67026667	24.21066667	20.0815
Coq6	12.97294667	23.81083333	22.01496667	20.58626667	24.97786667	21.7518	18.00416667
Coq9	28.92966667	32.6634	32.76513333	30.7597	34.398	37.16376667	29.78813333
Coro1a	1.037780333	1.803276667	1.774783333	1.535933333	3.21589	3.460236667	4.494403333
Coro1b	239.293	168.4486667	152.5446667	162.3093333	132.882	126.5676667	74.7536
Coro1c	295.07	297.2506667	288.184	291.3783333	293.7256667	277.2016667	249.198
Coro2b	3.35035	1.482957333	2.787556667	6.96273	6.583033333	7.307853333	4.993126667
Coro6	4.963743333	0.010715867	0.034814433	0.0403003	0.153836	0.208153333	0.658619
Coro7	10.32991667	10.76565667	12.05046667	11.13020333	11.26131333	17.4845	18.25576667
Cox11	12.15426667	9.15189	10.68596667	14.2752	12.5681	12.66213333	26.79096667
Cox15	15.5859	28.011	25.59993333	25.0219	24.9762	26.24256667	24.40826667
Cox16	76.43976667	72.337	60.8777	66.12693333	59.83856667	63.74346667	50.68946667
Cox17	141.3623333	121.8586667	102.3762333	136.439	135.442	162.8126667	133.643
Cox19	15.13843333	12.6475	15.22936667	19.46043333	20.2624	20.40486667	5.279833333
Cox4i1	684.5473333	692.7996667	596.4156667	666.8963333	570.7703333	591.172	455.6423333
Cox5a	241.2556667	228.3343333	200.725	272.2683333	231.86	243.822	245.845
Cox5b	190.8166667	214.3776667	176.945	217.2236667	224.2956667	228.875	260.3766667
Cox6a1	510.8183333	372.7183333	313.3596667	383.506	350.1936667	373.9026667	271.5676667
Cox6b1	697.0713333	651.4026667	582.3156667	660.4046667	594.263	551.718	337.4603333
Cox6b2	47.8641	273.9183333	280.7683333	172.138	148.3793333	174.6316667	28.79573333
Cox7a1	2.39038	4.179363333	5.49953	3.441156667	4.638516667	8.572403333	24.49843333
Cox7a2	220.3186667	254.281	222.8503333	252.8206667	229.5186667	223.101	199.5116667
Cox7a2l	195.0973333	158.5943333	148.7716667	144.8376667	145.573	130.4536667	111.7086667
Cox7c	42.38673333	43.28916667	37.1033	54.3621	41.75386667	43.5167	41.81663333
Cox8a	436.881	573.535	455.0103333	477.5723333	465.003	468.415	292.9536667
Cp	5.05368	0.406464	0.273034667	0.724701667	0.595310667	0.486458667	1.296659
Cpa6	13.67056667	0.0	0.0	0.073180133	0.020443933	0.063630867	0.1077236
Cpd	24.6734	16.09443333	10.27099	5.640923333	4.27355	5.540343333	11.79843333
Cpe	568.9896667	93.055	49.20193333	24.76813333	13.27953333	12.48006667	15.73233333
Cpeb1	13.7598	0.094960167	0.368667233	0.873665	2.051306667	2.190983333	17.02883333
Cpeb2	6.986106667	2.15518	2.211766667	3.40592	3.43415	2.578856667	1.84677
Cpeb4	8.050836667	3.12777	3.481563333	4.697323333	5.4774	4.067173333	8.000483333
Cplx2	4.118496667	2.103143333	1.664626667	0.579818	0.389574333	0.329139667	1.186203333
Cpn1	0.231729333	0.0339976	0.0188612	0.037661667	0.398997333	0.928901333	5.666423333
Cpne2	23.25506667	40.73663333	35.1591	25.40946667	23.0768	19.5005	3.965613333
Cpne5	0.130482533	0.0475423	0.165512	0.372675333	0.786946333	0.827681667	4.793953333
Cpox	13.0347	16.05373333	18.12966667	16.22203333	19.1935	22.44743333	15.12756667
Cpped1	39.45933333	37.13286667	37.94323333	37.97966667	29.4373	22.3655	11.73593333
Cpsf1	19.29873333	34.87173333	38.54646667	36.4827	39.86443333	40.0943	43.428
Cpsf2	25.61683333	28.7708	26.95273333	29.62126667	28.49036667	27.0083	27.59016667
Cpsf3	30.86016667	50.31146667	52.3415	52.55236667	57.0524	61.66093333	60.61953333
Cpsf3l	35.10863333	42.2862	35.12243333	42.30036667	47.24863333	47.80113333	46.5107
Cpsf4	18.9327	25.96166667	26.5811	33.0473	31.1081	30.43586667	38.7865
Cpsf4l	0.287726333	0.550736667	0.644569333	1.519149333	2.659766667	2.04498	24.78213333
Cpsf6	42.2426	73.17436667	80.1586	75.74093333	61.63243333	49.74076667	81.21056667
Cpsf7	22.70196667	28.6134	30.86503333	31.08896667	28.53763333	25.56616667	28.17003333
Cpt1c	28.58316667	34.2185	35.70223333	27.8847	25.4704	27.08573333	13.16106667
Cpt2	18.6575	20.00223333	18.73316667	16.9333	18.3202	21.3108	15.681
Cpxm1	9.750973333	0.782589333	1.94559	1.024459333	4.035903333	7.496816667	10.83352667
Cr1l	40.52456667	28.37683333	26.02783333	33.89306667	30.7891	28.69716667	31.85626667
Crabp1	123.689	37.84296667	38.24226667	9.37749	19.7762	30.5904	34.06856667
Crabp2	110.277	18.0027	20.01286667	34.49423333	93.7957	128.4213333	12.98063333
Cradd	2.20737	3.8838	4.224196667	3.04083	4.644786667	4.846953333	5.307683333
Crat	36.5879	11.05297667	11.28863667	9.173616667	14.03486667	13.40296667	8.369616667
Crb3	0.0	0.889463333	12.3141	22.87313333	33.80113333	29.71283333	17.62336667
Crbn	21.29206667	18.24856667	19.2103	18.0756	16.02223333	14.9675	20.45433333
Crcp	33.73243333	22.8956	21.9063	32.66786667	31.71506667	32.1452	26.26936667
Crct1	3.200843333	0.105100667	0.060495333	0.362414	0.384821333	1.463913333	0.485108667
Creg1	23.69203333	22.8872	23.76846667	13.67906667	15.7124	17.9268	16.1597
Creld1	22.5412	19.70213333	26.09176667	16.7952	20.3968	28.10363333	8.424573333
Crim1	70.92943333	14.68146667	17.11746667	17.97113333	13.1169	10.44223333	2.61588
Crip1	150.137	87.1019	95.84916667	73.54763333	53.79923333	52.91896667	41.01693333
Crip2	209.2566667	183.0803333	135.995	126.5553333	70.46206667	68.37873333	27.87156667
Crispld2	12.59296667	0.101989533	0.169102733	0.301021	0.226490667	0.191134333	1.635143333
Crk	98.63116667	57.70796667	50.0117	50.1788	52.81056667	43.38756667	65.8619
Crkl	19.603	25.39866667	23.06783333	19.40323333	17.68713333	16.91223333	23.30613333
Crlf1	367.5473333	0.1655829	0.494761333	1.523968667	2.67288	2.28872	7.146076667
Crlf3	23.4601	32.0224	31.28276667	28.16553333	36.3018	39.92136667	63.6285
Crls1	33.18306667	24.86073333	24.24153333	27.49943333	23.16673333	20.6425	22.65866667
Crmp1	4.654853333	0.732985	2.00076	16.4963	78.1608	37.76606667	13.71486667
Crnkl1	17.08836667	18.93313333	19.4346	23.68686667	18.0178	17.881	22.18513333
Crocc	2.80995	3.815793333	3.98717	2.470823333	4.38833	4.308583333	8.65696
Crtap	276.0496667	111.414	81.13533333	73.26046667	59.1207	50.7411	30.37343333
Crtc3	8.85889	9.321043333	7.690006667	6.488486667	12.46996667	7.48717	3.080046667
Cryab	170.2553333	45.4775	35.7444	51.90626667	6.753863333	7.262876667	6.030896667
Crygn	2.870133333	3.61696	0.959903333	1.082584	1.828951333	7.29384	2.272493333
Cryl1	8.214863333	3.726603333	2.778713333	1.811386667	3.707573333	3.798803333	5.02478
Cryz	10.78856667	37.37456667	24.11216667	13.43223333	15.94056667	14.5474	17.3534
Cs	174.244	183.409	163.6056667	174.4586667	197.3576667	172.7093333	106.2338
Cse1l	80.92876667	145.5643333	146.9566667	156.732	137.6786667	136.085	158.7186667
Csf1	227.8036667	39.31753333	19.8315	12.97383333	6.686936667	4.965543333	9.619183333
Csgalnact1	8.3378	0.345094667	0.036420533	0.202753333	0.129194	0.205772333	0.545917667
Csgalnact2	20.49743333	4.471236667	4.045946667	3.39909	3.173	3.180686667	3.572266667
Csk	50.74716667	30.82056667	24.4468	27.92503333	33.7146	29.34683333	18.06423333
Csnk1a1	168.0086667	175.3333333	176.8473333	154.1396667	131.238	139.9916667	167.515
Csnk1e	81.87086667	53.91633333	47.1533	37.77936667	56.79106667	59.03463333	32.4397
Csnk1g1	15.25356667	11.64916667	15.2904	10.68616667	12.7452	13.07976667	12.48653333
Csnk1g2	91.1608	87.32956667	66.9468	62.50603333	59.92766667	52.37193333	53.19633333
Csnk1g3	16.0407	15.89903333	16.51903333	15.8091	13.3952	13.26443333	11.75333333
Csnk2a1	28.01216667	37.59	40.64313333	42.5288	39.72733333	40.76893333	42.27603333
Csnk2a2	15.9656	17.96266667	20.28666667	20.6433	19.53293333	18.02693333	22.85763333
Csnk2b	290.763	278.1153333	237.7836667	322.633	257.5563333	202.1386667	200.1313333
Cspg4	43.28116667	1.249066667	0.583114333	0.475227	0.436850667	0.323860333	0.842397
Cspp1	9.42295	7.89919	13.03493333	13.48126667	12.50386667	13.3466	36.04063333
Csrp1	489.4326667	149.039	114.6466667	90.31406667	51.2402	70.27173333	85.88636667
Csrp2	93.03526667	43.73683333	30.57133333	36.15176667	62.54033333	97.26173333	85.63356667
Cst3	613.73	182.2016667	157.8016667	229.031	196.5483333	177.5786667	144.238
Cstf1	26.14483333	36.28733333	36.40806667	41.47006667	38.1028	34.9425	41.08093333
Cstf2	19.26136667	54.55383333	52.02376667	46.45863333	49.0079	37.7085	51.84286667
Cstf2t	16.84246667	29.09623333	25.38513333	23.3951	18.06103333	14.15243333	18.18096667
Cstf3	29.8379	30.3767	32.08676667	34.21526667	34.85273333	30.00406667	51.016
Ctbp1	102.3047	90.87836667	69.60876667	74.13393333	58.19063333	50.05823333	37.13936667
Ctbp2	59.91713333	92.0746	101.4133	112.0075333	110.3773333	122.6946667	184.051
Ctc1	26.7387	65.47313333	83.7442	70.44183333	118.2626333	147.0173333	98.23033333
Ctdnep1	163.672	122.578	99.59896667	106.912	98.16553333	79.7477	80.88733333
Ctdp1	18.0607	15.14323333	15.41416667	20.77913333	16.96013333	16.81696667	17.3419
Ctdsp1	44.72616667	45.9513	31.26416667	25.00863333	14.45563333	12.6888	20.83723333
Ctdspl	8.18543	3.64528	3.316876667	2.303906667	1.27249	0.964125333	2.021166667
Ctdspl2	9.358086667	22.5251	23.89076667	16.99886667	16.94216667	14.5209	25.73366667
Ctgf	809.6986667	24.44973333	25.67073333	36.16666667	21.373	37.5508	19.93316667
Cth	33.33666667	184.3086667	203.896	230.0066667	164.0013333	183.6573333	25.06686667
Cthrc1	148.2966667	0.173192333	0.593154333	0.939315667	4.100236667	3.82185	18.3217
Ctla2a	11.15896	0.047358233	0.102073733	0.105383333	0.532459333	0.655511333	1.672923333
Ctnna1	185.6073333	157.1273333	146.4096667	174.799	151.6903333	152.101	132.2013333
Ctnnbip1	17.7655	29.72816667	21.73163333	21.3825	20.923	23.25393333	14.14916667
Ctnnbl1	28.8072	47.08453333	38.66256667	39.19496667	41.22873333	35.39673333	43.9489
Ctnnd1	196.2766667	114.947	120.5336667	124.6043333	116.9336667	90.9261	81.50863333
Ctnnd2	5.203573333	3.16323	2.2124	1.415066667	1.234603333	1.590993333	0.765520333
Ctps	114.766	121.6326667	108.143	112.232	82.60743333	82.2835	72.57243333
Ctps2	50.0356	28.64763333	31.69743333	14.846	14.4603	21.16353333	34.13063333
Ctr9	26.95383333	22.41946667	24.068	24.2012	22.1206	22.9787	31.0783
Ctsa	223.384	62.2014	57.71066667	56.62763333	55.8525	54.5995	60.19653333
Ctsb	205.2976667	35.1947	34.5349	58.59696667	101.66	89.2672	32.07576667
Ctsc	38.33743333	18.10713333	18.06153333	37.43303333	63.42306667	53.0995	18.77996667
Ctsd	1152.89	291.6633333	253.6856667	394.967	214.6843333	179.865	179.2823333
Ctsf	15.613	7.72365	9.08096	5.11833	4.149536667	2.5026	4.289203333
Ctsh	54.41386667	1.089253667	0.546487667	0.235179333	0.266969667	0.871394667	2.623826667
Ctso	4.08766	0.898063667	0.844906333	0.743345667	0.6614	0.692115333	2.70654
Ctsz	192.1846667	183.6686667	119.451	94.77713333	74.14013333	82.58836667	50.5123
Cttn	377.9956667	129.0566667	108.688	102.0297	83.68763333	83.9704	92.21346667
Cttnbp2nl	38.31033333	13.28516667	11.43096667	11.0447	9.548973333	8.802923333	9.615076667
Ctu2	29.26836667	32.53323333	33.8234	49.10986667	51.50316667	59.1369	46.59616667
Ctxn1	42.6745	11.34594333	10.47617333	6.46274	11.06255333	11.5195	8.98606
Cul1	77.18073333	75.86036667	74.72783333	72.05863333	73.27286667	67.27706667	83.97983333
Cul3	113.8013333	100.6110333	100.9673	110.5916667	78.2569	81.72353333	134.8233333
Cul4a	66.76463333	48.91263333	49.85383333	43.07813333	44.35576667	42.60053333	28.29316667
Cul4b	33.88816667	41.68056667	37.1974	40.2115	31.89916667	38.74323333	100.5044333
Cul5	24.4241	23.84856667	26.45726667	24.07353333	18.44263333	19.61643333	25.44676667
Cul7	34.4084	29.76236667	30.82846667	24.03446667	27.5487	33.0337	27.27196667
Cwc15	113.3543333	96.6528	90.95463333	108.419	97.4174	96.10936667	94.9134
Cwc22	24.14513333	42.0383	46.4374	42.9144	41.52636667	43.99516667	53.95733333
Cwc25	10.67173333	9.75664	10.79376667	10.68302667	11.8448	11.62746667	15.90526667
Cwc27	12.78796667	22.72393333	18.10046667	15.94453333	24.61363333	23.88633333	24.28483333
Cwf19l1	4.002066667	7.398533333	7.619623333	8.55348	7.40174	6.657623333	8.811536667
Cwf19l2	3.941766667	8.51649	11.6632	8.246503333	9.97967	12.32026667	12.77603333
Cx3cl1	12.75883333	2.27405	2.42254	2.511893333	0.962989333	1.10628	1.460536667
Cxadr	1.78778	68.2293	52.13556667	39.7663	27.93826667	16.28413333	14.21163333
Cxcl12	359.0053333	0.222278867	0.236014333	1.307226667	1.24781	0.717658333	4.196233333
Cxcl14	25.88913333	8.039516667	6.3344	4.467773333	12.35333333	13.17816667	7.280903333
Cxcl16	3.058413333	3.259243333	2.80798	7.58386	5.49833	4.743806667	7.30835
Cxcr4	0.102761333	7.05751	8.582933333	3.641983333	1.92753	1.918083333	9.02311
Cxcr7	25.18303333	1.759003333	3.463616667	8.01422	13.01313333	9.40302	5.427373333
Cxx1c	22.92583333	1.675075333	0.970205667	0.962943667	2.73439	0.777068333	17.32227667
Cxxc4	0.351865	3.680023333	5.8084	4.98511	4.800946667	2.300783333	0.297590333
Cxxc5	36.88973333	13.13333333	14.583	11.55953333	14.95513333	18.2666	28.88596667
Cyb5	225.6003333	206.12	267.8106667	241.483	165.3023333	150.3516667	149.224
Cyb561	0.436327667	4.987106667	8.821133333	8.21074	13.21653333	15.69556667	10.90929
Cyb5b	77.5865	62.96893333	46.79056667	55.51506667	48.43296667	36.7985	36.93093333
Cyb5d2	9.48921	2.196943333	2.789046667	2.14792	2.484073333	2.044543333	2.92965
Cyb5r3	353.4123333	140.9413333	81.166	82.34833333	77.78563333	100.1579333	114.5473333
Cyba	146.296	20.59176667	12.02953333	6.505176667	16.3161	18.07323333	31.67743333
Cybasc3	6.473066667	3.61692	3.277456667	2.419803333	3.586826667	5.135693333	3.561256667
Cybrd1	0.273117333	0.291910333	0.432114667	0.607143667	1.917856667	3.633563333	0.172262667
Cyc1	114.1226667	166.244	161.7833333	203.584	216.8946667	224.548	181.9733333
Cycs	16.6688	15.8165	13.2551	20.15166667	19.7914	20.10796667	14.14946667
Cyct	0.147034	0.063067333	0.138319333	0.482189333	1.017272333	14.3833	140.2466667
Cyfip2	0.774246333	4.083846667	6.332356667	1.71676	2.93087	6.721523333	12.1789
Cyhr1	37.05863333	23.75476667	23.16803333	22.76416667	25.4458	31.48366667	25.6409
Cyld	9.39591	6.617906667	5.295553333	5.009976667	3.408626667	3.702233333	3.82053
Cyp1b1	77.69353333	3.976336667	1.209493333	4.62007	1.45714	0.673971	1.826356667
Cyp26a1	0.020968833	0.0169631	0.267451667	1.891066667	4.444863333	0.487709	25.4157
Cyp2j6	7.337686667	7.89343	6.302276667	6.584046667	6.139613333	5.302713333	1.454616667
Cyp2s1	0.216897	3.50503	5.24699	5.46684	3.74689	2.55996	5.96257
Cyp4f13	4.51434	4.63036	7.44356	6.824066667	9.741613333	12.3775	9.48803
Cyp4f16	18.97053333	11.18697	9.542173333	9.686916667	11.14626667	8.558673333	9.507636667
Cyp4f39	0.019634933	1.587458333	5.86953	26.32593333	33.6268	10.57203333	1.317265333
Cyp4v3	3.191013333	0.270280333	0.171568333	0.167947633	0.1657509	0.232431	0.478123667
Cyp7b1	1.849753333	0.234344667	0.1923999	0.154369867	0.188163667	0.170331867	3.748446667
Cyr61	589.3903333	115.237	74.1654	60.39743333	29.3548	44.8964	46.8498
Cyth1	9.475396667	6.888783333	6.25886	8.379283333	7.161996667	5.63479	4.33265
Cyth2	52.9744	36.82976667	30.59646667	42.35766667	36.30256667	28.23353333	30.02236667
Cyth3	42.38353333	49.39686667	28.0823	17.74716667	15.2288	13.69956667	8.495623333
Cyyr1	0.458943	2.391836667	4.513963333	1.638906667	0.432293333	0.525479	1.226429333
D030056L22Rik	15.83846667	21.81846667	22.48826667	23.86463333	28.3781	33.21496667	32.35456667
D0H4S114	27.55236667	8.300706667	13.78496667	19.66416667	17.88313333	14.56543333	18.18406667
D10Jhu81e	27.60946667	30.21936667	25.5144	22.9439	21.30603333	24.40763333	16.15576667
D10Wsu102e	20.03596667	47.96193333	55.34576667	81.6738	53.2226	29.21993333	26.4741
D11Wsu47e	10.33558333	12.0888	11.973	14.90776667	17.86943333	15.65033333	31.77876667
D14Abb1e	3.851673333	5.358153333	6.202633333	5.618093333	5.241133333	6.800323333	16.373
D15Ertd621e	49.9803	56.98573333	51.67423333	53.94263333	50.74783333	39.0758	32.47873333
D16Ertd472e	8.31921	17.1698	14.26426667	13.528	9.909433333	11.7667	8.944813333
D16H22S680E	16.65153333	9.693143333	8.98827	9.562516667	12.69093333	9.795396667	8.492166667
D17H6S56E-5	35.30593333	49.85513333	30.9036	24.91156667	16.3712	16.54466667	12.0758
D17Wsu104e	80.85943333	45.44586667	35.811	31.40143333	36.35833333	35.21906667	20.2117
D17Wsu92e	43.9928	44.01853333	40.01016667	38.83343333	36.71036667	43.35346667	39.3882
D19Bwg1357e	43.37476667	51.2692	46.48936667	65.39323333	56.5029	51.5779	61.15056667
D19Wsu162e	37.88956667	22.3422	18.2965	20.6821	19.0026	13.84753333	17.41546667
D1Bwg0212e	19.9266	25.01706667	25.2201	30.55766667	23.2067	19.6973	37.99606667
D1Ertd622e	11.37007667	19.8191	11.60306667	11.31712667	7.612766667	6.421913333	6.10524
D1Pas1	0.0	0.0	0.0	0.0	0.099924833	0.809428	7.34761
D230025D16Rik	11.6611	40.38303333	51.9168	47.9753	36.7527	42.56123333	26.0548
D2Ertd750e	35.0061	95.624	82.5088	62.35873333	68.3171	75.5597	49.42816667
D2Wsu81e	19.8372	39.82633333	45.55183333	42.8993	44.12936667	50.96043333	29.84553333
D3Ertd751e	1.72977	3.247993333	3.70807	3.904936667	3.896793333	2.766146667	5.973436667
