source,target,p-value,model
Ezh1,Atp5sl,7.987404117825374e-45,1
Taf13,Rab5a,8.251507730112405e-45,-1
Sox6,Homer2,1.496970237719047e-44,1
Rxrg,Ppia,1.7210396847513475e-44,1
Hnf1b,Entpd8,7.024307202115642e-44,-1
Zfx,Zdhhc20,2.16248738803474e-43,-1
Hnf1b,Pbld2,3.618868786724553e-42,1
Apex1,Tada2a,4.560710865838308e-42,-1
Tada2a,Apex1,4.560710865840078e-42,-1
Phb,Hmbs,1.20472939134854e-41,-1
Phb,Mrpl2,1.20472939134854e-41,-1
Phb,Mrps18b,1.20472939134854e-41,-1
Hnf1b,Eps8l2,1.589541576983161e-41,1
Npm1,Tex10,1.7676768812639591e-41,-1
Sox6,Dbi,2.0921311242980766e-41,1
Zbtb24,Leng1,2.6832318498160293e-41,-1
Smarca2,Tprn,3.1420365814410473e-41,-1
Gmeb2,Fam54b,3.554141925768101e-41,1
Zkscan14,BC029214,6.008822670858958e-41,-1
Nfia,Rnf13,1.2332047754468448e-40,-1
Nfat5,E2f6,2.4685241819945455e-40,1
Zbtb24,Ing2,2.592659904739859e-40,-1
Nr1i2,Rdh16,3.072885324394781e-40,-1
Rnf4,Mettl6,5.997627832137967e-40,-1
Gtf2i,Ttc7b,1.0583622088407071e-39,-1
Hnf1b,Nr1h4,1.6306753088529725e-39,-1
Nr1h4,Hnf1b,1.6306753088542854e-39,-1
Foxn2,Hltf,2.39980744674225e-39,-1
Phf5a,Taf5l,3.009052358452514e-39,-1
Chd8,Hdac10,7.087371342156016e-39,-1
Grlf1,Rapgef6,2.07775705080706e-38,-1
Rara,Raver1,2.641691674125681e-38,1
Stat5a,Snx6,9.353067661781001e-38,-1
Maf1,Cyp2c38,1.0405424321755481e-37,-1
Nfe2l1,Esyt1,4.41102664564681e-37,1
Ahctf1,Smc5,7.689539552430472e-37,-1
Zhx3,Srr,8.92105245066697e-37,-1
Nr1h4,Slc22a5,1.2553683493699758e-36,-1
Zfp36,Myd88,1.2891607655714486e-36,-1
Tcea3,Pxmp2,1.3694390816443087e-36,-1
Ing2,Ephb4,1.4304318797976118e-36,-1
Zfp692,Fnbp4,1.7513219954634602e-36,-1
Nfyc,Tubb2b,2.3397346442897014e-36,-1
Taf13,Asb8,2.525170046939398e-36,1
Smad2,Arl6ip6,3.000427935288092e-36,-1
Deaf1,Suv420h2,3.475277702374255e-36,-1
Xbp1,Hmg20b,4.229683660945812e-36,-1
Mta2,Arpc4,1.45725736146338e-35,-1
Hnf1b,Anks4b,2.4603656590405767e-35,-1
Foxn3,Cyp2f2,4.439997550098567e-35,1
Phb,Rnmtl1,6.030495923661245e-35,1
Nr1i2,Kcnk5,7.448337259205977e-35,-1
Mta2,Wdr1,1.3222334081700256e-34,-1
Hnf4a,Hsd3b2,1.5307419934594926e-34,1
Sox18,Eng,1.8068755888045703e-34,-1
Sod2,Itih1,2.1394629285037155e-34,1
Xbp1,Net1,2.320987237542916e-34,-1
Nr1h4,Cml5,3.5039029576785116e-34,-1
Zbtb41,Zc3h14,5.187845723961072e-34,-1
Myst4,Taz,5.198253015610573e-34,-1
Ing2,Aplp2,5.544966881384877e-34,-1
Hltf,Creb1,6.019481961991479e-34,1
Creb1,Hltf,6.0194819619968545e-34,1
Hnf4a,0610011F06Rik,1.3796929654453296e-33,-1
Taf9,Psma5,1.636457073321512e-33,-1
Taf13,Srebf2,2.4370430341849298e-33,-1
Foxn2,Actr2,2.5463379037483947e-33,-1
Smad2,Iws1,2.666090927981387e-33,-1
Tcf12,Hmg20a,2.771388165362049e-33,1
Hmg20a,Tcf12,2.771388165362049e-33,1
Rxrg,Sod2,2.771388165362049e-33,1
Sod2,Rxrg,2.771388165362049e-33,1
Mtf1,Mta3,2.780481389112968e-33,1
Zfp276,Irf3,2.780481389112968e-33,1
Irf3,Zfp276,2.780481389112968e-33,1
Mta3,Mtf1,2.780481389112968e-33,1
Rxrg,Mlycd,2.8604385973743237e-33,1
Sod2,Mlycd,2.8604385973743237e-33,1
Rxrg,Cpeb3,3.2702347504522985e-33,-1
Sod2,Cpeb3,3.2702347504522985e-33,-1
Zfp281,Osbpl8,5.203566806629612e-33,-1
Hnf1b,Dnajc22,5.438765437687022e-33,1
Med6,Plrg1,8.302653004262916e-33,-1
Bcor,Lsm14a,9.799003720708693e-33,-1
Nr1i2,Bdh1,1.7223255479641033e-32,1
Rxrg,Saa4,1.7434802656029294e-32,1
Sod2,Saa4,1.7434802656029294e-32,1
Hnf1b,Rab17,2.74140195984675e-32,-1
Zfp367,2310008H09Rik,3.09565204922899e-32,-1
Rxrg,Sec23b,3.8883485638235653e-32,-1
Pcna,1110034A24Rik,1.2685272691770059e-31,-1
Sox6,Rab4a,1.6264580163495666e-31,1
Foxn3,Tst,1.6437206629944346e-31,1
Nfe2l2,Sec23a,2.0820270164839597e-31,-1
Hnf1b,Ttc36,2.1947255446443336e-31,-1
Sin3a,Dirc2,2.4096888968547545e-31,-1
Rxrg,Slc10a1,2.857057052221564e-31,1
Sod2,Slc10a1,2.857057052221564e-31,1
Sox6,Esyt1,3.3022420887652652e-31,1
Zfp367,Mtap,8.236967810413796e-31,-1
Nr1i2,Clmn,1.0825570168248532e-30,-1
Nr1h4,Acy1,1.2701365683083168e-30,-1
Creb1,Zfp143,2.1891188967487382e-30,-1
Zfp143,Creb1,2.1891188967497163e-30,-1
Nfkb1,Arhgef1,2.2197907722988714e-30,-1
Sod2,Mapk3,2.7577689536679316e-30,-1
Phb,Mrpl16,3.337587483915582e-30,-1
Phb,Mrpl28,3.337587483915582e-30,-1
Ezh1,Dirc2,3.5468169508540425e-30,1
Xrcc5,9130401M01Rik,7.315873119388124e-30,-1
Taf9,Tcp1,1.6244007013873434e-29,-1
Maz,Sf3a2,1.9539297683490467e-29,-1
Taf9,Nup205,2.0449473381256108e-29,-1
Zfx,BC002059,5.34670756151833e-29,-1
Gmeb2,Adhfe1,5.598655731885701e-29,-1
Gmeb2,Adhfe1,5.598655731885701e-29,-1
Chd8,Taz,5.887066786050369e-29,-1
Zfx,Rbm22,6.669003879669046e-29,1
Kdm1b,Ngly1,8.483885496286485e-29,1
Foxn3,Nfia,1.1343712426257486e-28,1
Mef2a,Macf1,1.7603872145869398e-28,1
Ezh1,Rps3,2.397736117627031e-28,1
Gatad1,Acbd6,3.484139767008978e-28,-1
Arid5b,A430107O13Rik,3.637343154937905e-28,1
Dnmt1,Dut,5.2504660343048865e-28,-1
Ddx41,Prepl,6.333627418583048e-28,-1
Smarcc2,Mtch1,7.131569293437171e-28,-1
Rreb1,Stk11,1.3779990487812657e-27,-1
Mxi1,Sft2d2,1.3779990487815944e-27,-1
Nfia,Tspan12,1.5180276516044276e-27,-1
Nfkb1,1110065P20Rik,1.6186910744349323e-27,1
Sox6,Atp6ap1,2.1400273250393266e-27,1
Zfp672,Ktn1,2.2256564686327903e-27,-1
Foxn2,Snx5,2.391127368001814e-27,-1
Mll3,Bptf,2.7519435200456743e-27,-1
Bptf,Mll3,2.7519435200473255e-27,-1
Foxn3,C230052I12Rik,3.538226538366124e-27,1
Tcea3,Ptpn3,5.28740218558061e-27,-1
Nr1h4,4931406C07Rik,6.08780756012154e-27,-1
Rxrg,Agxt,6.1017708508421285e-27,1
Rxrg,Hrg,7.678870822790618e-27,1
Sod2,Hrg,7.678870822790618e-27,1
Rbbp8,Cdt1,9.465701259835144e-27,-1
Nfe2l1,Pld3,9.525849891797142e-27,1
Tcf7,Lyn,1.2435071312405146e-26,1
Foxa1,Tmem39a,1.4048821521868894e-26,-1
Zfp161,Phka1,1.431433941445707e-26,1
Tcea3,Etfb,1.7391780517945495e-26,1
Mynn,Rbm22,1.969474610664417e-26,-1
Nfe2l1,Ppip5k2,2.02020869736505e-26,1
Stat5a,Tgfb1,2.386993190589705e-26,-1
Ubp1,Rps17,2.684350464983802e-26,-1
Foxn2,Zfp53,2.699038507793485e-26,1
Zfp161,Fkbp9,2.766233401042004e-26,1
Tfdp1,Rpa2,3.535228321650566e-26,-1
Irf7,Oasl1,3.9804821558135786e-26,-1
Zfp800,Ascc3,4.4005928749964187e-26,-1
Foxp4,Ap2a1,4.6828405554150885e-26,-1
Rxrg,Cyp2c54,5.93622721857134e-26,1
Sod2,Cyp2c54,5.93622721857134e-26,1
Nfkb1,Mcts2,9.012334707255086e-26,-1
Cic,Anks1,1.0348831376115125e-25,-1
Rxrg,C9,1.3645825822656694e-25,1
Sod2,C9,1.3645825822656694e-25,1
Churc1,Mrpl42,1.5312438527966827e-25,1
Tcf7,Icam1,1.6998792167798868e-25,1
Rara,Ncln,1.7723663947805588e-25,-1
Rxrg,Idh3a,1.809345590621268e-25,-1
Sod2,Idh3a,1.809345590621268e-25,-1
Foxn3,Rarres2,2.1393707681252444e-25,1
Zfp161,Ids,2.302768192198567e-25,1
E2f4,Arl3,2.35782845909591e-25,1
Hnf1b,Aadac,2.556712776627372e-25,-1
Zhx3,Abcb4,4.393188212596917e-25,1
Mef2a,Spnb2,4.620811853192639e-25,-1
Zhx3,Dpys,5.478783327686819e-25,1
Prox1,Apof,7.113688309950797e-25,-1
Bmi1,Ccdc104,1.198758706252048e-24,-1
Zfp750,Aldh2,1.3202972949416983e-24,-1
Klf11,Cst3,1.345525104756162e-24,-1
Rxrg,Cfhr2,1.5088347250852495e-24,1
Sod2,Cfhr2,1.5088347250852495e-24,1
Ezh1,Ddx19a,1.860315939490504e-24,1
Yy1,Bcor,2.2665583170040947e-24,-1
Bcor,Yy1,2.2665583170046035e-24,-1
Zfp161,Galm,2.449476421948146e-24,1
Rxrg,Mbl1,2.614103807314489e-24,1
Sod2,Mbl1,2.614103807314489e-24,1
Creb3l2,St6galnac6,2.663933425805339e-24,-1
Rxrg,Pcx,3.283671095205827e-24,1
Tcf7,Lcp1,4.185978427356786e-24,1
Ezh1,Leng1,4.2011419668311156e-24,-1
Cry2,Cpeb3,4.326575984075051e-24,1
Tfdp1,Odc1,4.484257538043541e-24,-1
Nfe2l1,Mid1ip1,4.7957421095543146e-24,1
Hmbox1,Tcf7,7.341453081207324e-24,1
Rara,E2f4,8.285496934153121e-24,1
E2f4,Rara,8.285496934153121e-24,1
Klf3,Spata24,1.0110437892503689e-23,1
Sox6,Abcg2,1.062186333114299e-23,1
Zfp292,Impad1,1.3434592396596247e-23,-1
Rnf10,Med15,1.4035057450485623e-23,-1
Rnf10,Rnf7,1.4163278176077106e-23,1
Zbtb24,Sepw1,1.7150870443484917e-23,-1
Sod2,Car14,2.3445793293879496e-23,-1
Rxrg,Akr1c20,2.672025599017652e-23,1
Sod2,Akr1c20,2.672025599017652e-23,1
Camta2,Nucb1,2.8482374447784626e-23,-1
Nr1h4,Ugt2b35,2.87855105374753e-23,-1
Arid4b,Mtcp1,2.8821181711285166e-23,-1
Zhx3,Inhbc,2.955151567658072e-23,1
Foxp4,Maz,3.3700673541201243e-23,-1
Maz,Foxp4,3.370067354120441e-23,-1
Hlf,Il1rap,3.561541124357464e-23,1
Hmbox1,Slco2a1,3.752216705882395e-23,1
Rxrg,Csrp3,4.082231025323822e-23,1
Rxrg,Dlat,4.428317492046405e-23,-1
Sod2,Dlat,4.428317492046405e-23,-1
Srebf2,Ap2s1,4.494180406650377e-23,-1
Taf9,Cbx1,5.0781636476903096e-23,-1
Nr1i2,Dio1,5.317915599762177e-23,-1
Rps3,Gnptg,5.322575897186272e-23,-1
Aebp2,Crlf3,8.622891115047594e-23,-1
Tcf7,Slco2a1,1.107814463685365e-22,1
Smad2,Dcaf13,1.161677386859023e-22,-1
Ddx58,Ostf1,1.1827483843387959e-22,-1
Maf1,Ass1,1.1833643092506706e-22,1
Rxrg,Mrpl51,1.3073639773133073e-22,-1
Maf,Rap2c,1.5309772943156072e-22,-1
Camta2,Magoh,1.727203456416281e-22,-1
Creb3,Fitm2,1.8414318609409213e-22,1
Rxrg,Apoa5,1.9922061474764297e-22,1
Sod2,Apoa5,1.9922061474764297e-22,1
Nfat5,Fnbp4,2.0009458406824295e-22,-1
Foxn3,Scd1,2.3508867815751497e-22,1
Foxn3,Nfix,2.3896991242768564e-22,1
Ezh1,Taz,2.480013219207055e-22,1
Chd9,2810403A07Rik,2.923241541828109e-22,-1
Taf13,Ppp6r1,3.0311779795106414e-22,-1
Zfp800,Mrpl33,3.904829620402975e-22,-1
Zfp800,Pyroxd1,3.904829620402975e-22,-1
Rxrg,Slc27a5,4.556042248530814e-22,1
Sod2,Slc27a5,4.556042248530814e-22,1
Ezh1,Hdac10,4.68436342753253e-22,1
Taf13,Ehmt2,5.052350368797809e-22,-1
Trim33,Tgfb1,5.546377603338086e-22,-1
Pml,Tmem179b,6.01257294197566e-22,1
Hmbox1,Smurf2,6.308519144797173e-22,-1
Rbck1,Sec31a,6.339083032369223e-22,-1
Taf13,Ncln,6.436140521190749e-22,-1
Preb,Chid1,9.220617985376873e-22,-1
Zbtb44,Psd3,1.0512741885585243e-21,-1
Foxn2,Riok1,1.1283161679187094e-21,-1
Nfe2l1,Prnp,1.2534703733450556e-21,1
Maf,Ids,1.5483486446966578e-21,-1
Sarnp,Sumo2,1.5608863595102393e-21,-1
Rxrg,Ndufb9,1.5710131486902663e-21,-1
Nfe2l1,Nod1,1.629331976623818e-21,-1
Hmbox1,Swap70,1.6481516844428497e-21,1
Nfil3,Fga,1.9727602611563208e-21,1
Ppargc1a,Srsf9,1.978061594320745e-21,-1
Nr2f6,Ccbl1,3.0059272564231473e-21,-1
Zfp161,Dbi,3.0867819532618637e-21,1
Hlf,Adhfe1,3.2548688497723423e-21,1
Hnf1b,Cyp2d26,3.2773260583957094e-21,1
Hmbox1,Sepw1,4.059740895301242e-21,-1
Phf21a,Bsg,4.4341660859468384e-21,1
Rfxank,Zfp275,5.382062453406859e-21,-1
Rxrg,Serpina1a,6.5404696609278866e-21,-1
Zfp652,Phf14,6.613405089296882e-21,-1
Tcf7,Rin3,6.840040908517482e-21,1
Tfdp1,Kpna2,6.925671069702349e-21,-1
Fubp1,Cspp1,7.338369829083426e-21,-1
Gtf2f1,Nudc,7.446749236091124e-21,-1
Nfia,Kmo,8.009157145321046e-21,-1
Sox6,Mid1ip1,8.123006042684877e-21,1
Xrcc5,Tarsl2,8.75284883701802e-21,-1
Rxrg,Aqp9,8.833174140432021e-21,1
Sod2,Aqp9,8.833174140432021e-21,1
Sin3a,Hdac10,1.0465861026021238e-20,-1
Nr1h4,Sema4g,1.0647745741383993e-20,-1
Trim33,Armc10,1.1755914630120835e-20,-1
Rxrg,Cyp1a2,1.1973771965182047e-20,1
Sod2,Cyp1a2,1.1973771965182047e-20,1
Sarnp,Dopey2,1.237139929371656e-20,-1
Nr1i2,Ggt6,1.3128781518615442e-20,-1
Zzz3,1110037F02Rik,1.4196480749136438e-20,-1
Nfat5,Dopey2,1.4641012059447518e-20,1
Taf13,Nr1h2,1.526645690641339e-20,-1
Nr1i2,Hsd3b3,1.8133942548048872e-20,-1
Nr1i2,Gstm3,1.9428759600889346e-20,-1
Nfe2l1,Nenf,2.3766349451880245e-20,1
Zfp787,Zhx3,2.7679245772502106e-20,-1
Crebbp,Dnajb14,2.807411942900258e-20,-1
Ddx1,Leo1,2.870750826950387e-20,-1
C1d,Ube2e3,3.092913189874825e-20,-1
Zfp1,2610021A01Rik,3.108620239515877e-20,-1
Sox6,Cst3,3.175765204753748e-20,1
Ppp1r8,Pcca,3.738878879087856e-20,1
Apex1,Eif3g,3.7840325687941184e-20,-1
Foxj2,Acp1,3.941048917237691e-20,1
Zfp161,Ccdc104,4.1125852868006453e-20,1
Gm98,Gne,4.2141447865723403e-20,-1
Arid4b,Mesdc2,4.262948843509927e-20,-1
Smad2,Cenpc1,5.003938838974703e-20,1
Foxn3,Ndrg2,5.0748068466474725e-20,1
Gtf2i,Slc29a1,5.31831512510835e-20,-1
Hnf4a,Slc3a1,5.384750810681016e-20,-1
Gzf1,Aldoa,5.547431347006917e-20,-1
Mynn,Fam76b,5.5531647107854e-20,-1
Foxj2,Crls1,6.462163618961145e-20,1
Nfia,Acsl1,6.917108454733385e-20,-1
Hsf4,Magix,8.139676474714733e-20,-1
Smad2,Hnrnpm,8.154163352891046e-20,1
Nfia,Adhfe1,8.583546212753173e-20,-1
Rxrg,Ftcd,9.855912526115664e-20,1
Sod2,Ftcd,9.855912526115664e-20,1
Ezh1,Ppapdc2,1.0171119737083851e-19,1
Srebf2,Bag6,1.0504297643927776e-19,-1
Nr2f6,Farp2,1.3035371382539062e-19,-1
Maf,Prnp,1.3291849884780948e-19,-1
Npm1,Tipin,1.362081414873822e-19,-1
Hnf1b,Aldob,1.444761172645613e-19,-1
Bdp1,Usp45,1.4798462341277907e-19,-1
Npm1,Magoh,1.9329166818628223e-19,-1
Cc2d1b,F8a,2.034657764326997e-19,-1
Chd9,Rps6kb1,2.1479990814419922e-19,-1
Zfp161,Nsmaf,2.1664469960818067e-19,-1
Hnf1b,Mgam,2.4116769520663833e-19,1
Rxrg,F9,2.54682801520321e-19,1
Sod2,F9,2.54682801520321e-19,1
Elf1,Rabgap1l,2.7406854105165125e-19,1
Hlf,Kmo,3.3453011213204526e-19,1
Gatad1,Ruvbl1,3.735038882586915e-19,1
Hmgb2,Mcm7,4.330092626061058e-19,-1
Zfp518a,Ppwd1,4.435741263298065e-19,1
Rxrg,Cyp8b1,5.521148880622231e-19,1
Sod2,Cyp8b1,5.521148880622231e-19,1
