source,target,p-value,model
Foxj2,Hdac4,1.9021690321385624e-17,-1
Zhx1,Zbtb44,1.9021690321385624e-17,1
Rxrg,Sod2,1.9021690321385624e-17,1
Zbtb44,Zhx1,1.9021690321385624e-17,1
Sod2,Rxrg,1.9021690321385624e-17,1
Irf2,Tap2,4.108681336945568e-17,1
Zfp524,Ppp2ca,4.1095619601205364e-17,1
Ctnnb1,Add1,4.2508310192537684e-17,-1
Vps72,Hmg20b,4.410497855300112e-17,-1
Ppard,Cdc42ep5,4.8300442311829185e-17,-1
Stat5a,Tnpo2,5.925630416940389e-17,-1
Rere,Serpina3m,6.926774690873884e-17,-1
Rbck1,Mlf2,1.1130705979241484e-16,-1
Elk4,Tpt1,2.4639116705722882e-16,-1
Irf2,Erap1,3.570699468930024e-16,1
Naca,Rpl11,3.75872247217014e-16,-1
Rere,Tmem164,4.0901555385809795e-16,-1
Phf21a,Smchd1,5.92408885413638e-16,-1
Hmgb1,Npm1,6.888566104636889e-16,-1
Crebzf,Rev1,8.257792770741149e-16,-1
Zbtb6,Ppp2ca,9.25333257278876e-16,-1
Irf6,Rhpn2,1.0615752772099187e-15,1
Tardbp,Gtf3c2,1.985804732940598e-15,-1
Creb1,Zfx,1.9896917471829587e-15,-1
Zfx,Creb1,1.989691747183535e-15,-1
Fubp1,Morc3,2.541002261743373e-15,-1
Irf2,Gvin1,2.794048554030254e-15,1
Zfp787,Eif2ak1,4.17075653694714e-15,-1
Hmgb1,Rpl7,4.561962460982206e-15,-1
Rbbp8,S1pr1,6.26009790219683e-15,-1
Ctnnb1,Hcfc1,1.0167358671168853e-14,-1
Hdac3,Lmnb1,1.0817715227420322e-14,-1
Ilf2,Fbl,1.2741810773141061e-14,-1
Topors,Terf1,1.924376951504934e-14,-1
Ash1l,Dnajb14,2.0446914080673164e-14,-1
Zfp161,Zfp790,2.072735953577227e-14,-1
Irf2,Trim14,2.4959537942093832e-14,1
Smarcc1,Nvl,2.7857607432164992e-14,-1
Yap1,Col3a1,3.031738158232825e-14,-1
Irf2,Ikbke,3.513541698227774e-14,1
Drap1,Sav1,3.7207675994182146e-14,1
Snai2,Col6a1,6.401562090710547e-14,-1
Trim33,Ing2,7.250807134394932e-14,1
Foxa1,Abcc3,7.599725299653571e-14,1
Atf1,Cdc123,7.650402359603434e-14,-1
Gtf2e1,Denr,1.1730048628985553e-13,-1
Rest,Ing5,1.516659469693529e-13,-1
Ilf2,Tcerg1,1.6168588047507281e-13,-1
Naca,Rps26,1.945052772304496e-13,-1
Zfp768,Mtif3,2.7042043545280273e-13,-1
Kdm1a,Mtf2,3.458244542801725e-13,-1
Bahd1,Ttpa,3.729427041609882e-13,-1
Zfp653,Vps4b,4.309560032657811e-13,-1
Zfp280c,Hnrnpa1,4.3149900007916605e-13,-1
Hmgb1,Magoh,4.491418378831576e-13,-1
Med6,Myef2,4.70034431849566e-13,-1
Tcf7l1,Fat1,5.042197359299693e-13,-1
Yap1,Col1a2,5.043425039026216e-13,-1
Dmtf1,Tubgcp5,5.237602606460941e-13,-1
Rere,Ddt,5.903873568730797e-13,-1
Rora,Steap4,6.301598632951636e-13,-1
Zfp513,Cc2d1a,8.112831346675559e-13,-1
Ubp1,Wdr61,8.432410864527659e-13,-1
Bahd1,Vps4a,9.208362332773272e-13,-1
Cnbp,Nup85,9.437472447576063e-13,-1
Rfx1,Snx24,1.2907680603945291e-12,-1
E2f8,Zrsr1,1.3038448537976458e-12,-1
Mga,Zfp568,1.3950131117961886e-12,-1
Zfp280c,Eri1,1.4871171775438738e-12,-1
Naca,Rpl8,1.517514153685358e-12,-1
Hltf,Snx13,1.878503055792572e-12,-1
Bdp1,Kin,1.979360622341702e-12,-1
Naca,Rpl19,2.0608525823887467e-12,-1
Ppp1r8,Ier3ip1,2.513679679271858e-12,1
Yap1,Col1a1,2.647900255028335e-12,-1
Taf1d,Trmt11,3.468894033733698e-12,-1
E2f3,Hmgb3,3.7275960421834515e-12,-1
Ppp1r8,Man1a,4.677242472059405e-12,1
Hes1,Fat1,4.873228816825478e-12,-1
Nfix,Rnf217,5.582451165801178e-12,-1
Rxrg,Eno3,5.809088058379039e-12,-1
Mybbp1a,Eif3c,7.591200903817064e-12,-1
Xrcc5,Trim23,8.687158558507254e-12,-1
Zkscan17,Vasn,9.259415898541853e-12,-1
Zfp292,Pank3,1.067224532823848e-11,1
Taf1,Mapk1,1.1388761616725194e-11,-1
Zfp280c,Tardbp,1.3438751830611598e-11,-1
Tardbp,Zfp280c,1.3438751830613138e-11,-1
Irf2,Irgm2,1.3475716019422006e-11,1
Kdm1a,Msh6,1.3533290047710967e-11,-1
Snapc4,Dph2,1.3898320324613837e-11,-1
Hdac1,Tmem205,1.565769250655027e-11,-1
Naca,Rps3a,1.6731123279295597e-11,-1
Mybbp1a,Adsl,1.9065428259022755e-11,-1
Nr1i2,9530008L14Rik,2.1960910870290144e-11,-1
Klf15,AI464131,2.2253707574093397e-11,-1
Gtf2e2,Zmynd19,2.712156170547744e-11,-1
Kdm5a,Rictor,2.8923094967855728e-11,1
Naca,Ranbp1,3.2773435229554407e-11,-1
Snai2,Lhfp,3.973225823957765e-11,-1
Zkscan14,Fstl1,4.764026296897037e-11,-1
Yy1,Nup153,4.828470300923929e-11,-1
Ilf2,Snrpa1,5.1301788949896144e-11,-1
Bdp1,Tubgcp5,5.25230836107107e-11,-1
Nr1h4,Myo6,6.020276815992253e-11,-1
Hnf4a,Tfpi2,6.206587217632825e-11,-1
Gabpb1,Cd2bp2,6.877048667689166e-11,-1
Rere,Cyp2r1,8.815557194690515e-11,-1
Ilf2,Hmgb1,1.0382241312912107e-10,1
Hmgb1,Ilf2,1.0382241312918094e-10,1
Ddx1,Haus3,1.0604257502467028e-10,-1
Rxrg,Mrpl30,1.1383284345387367e-10,-1
Taf6,B2m,1.3271611959612484e-10,-1
Naca,Rplp2,1.3667449349757797e-10,-1
Hnf1b,Acsm1,1.4010918130679943e-10,1
Gabpa,Zfp944,1.5421219996853778e-10,1
Phf21a,Srsf11,1.6478432097103894e-10,-1
Epas1,Serping1,1.6590882257876447e-10,-1
Wbp7,Gtf2e1,1.7144537547002986e-10,-1
Zkscan14,Tubd1,1.8385029130869448e-10,-1
Hmg20b,Sdhc,2.392518513432805e-10,-1
Hdac3,Rfc3,2.66436310015696e-10,-1
Tcf7l1,Nomo1,2.831076422479149e-10,-1
Zfp326,Zfp932,2.861951965300584e-10,-1
Cnbp,Sfr1,3.256733045925499e-10,-1
Tardbp,Trmt11,3.486683154393867e-10,-1
Ilf2,Rcc2,3.553750533021658e-10,-1
Smarcc1,Mtf2,3.731711862983595e-10,-1
Zbtb16,Gpr146,3.786039564727743e-10,-1
Cnbp,Cse1l,3.89573029606714e-10,-1
Tmf1,Trip11,4.600485431963126e-10,-1
Irf1,Irf7,4.619543692898225e-10,1
Irf7,Irf1,4.619543692899258e-10,1
Zkscan14,Nat9,4.689893504755634e-10,1
Hmgb1,Rpl7a,4.921031811994888e-10,-1
Ilf2,Eif2s3x,5.224651916995413e-10,-1
Klf9,Hsd11b1,5.384937863294071e-10,-1
Smad5,Zfand2b,5.745231571698927e-10,1
Wbp7,Arhgdia,6.293916150957719e-10,-1
Nr1d2,4933411K20Rik,6.33370241359186e-10,1
Nfe2l2,Casp7,6.665000406674094e-10,-1
Gtf2f2,Aptx,7.082759697740998e-10,1
Hnf4a,Fmo4,8.350796805592653e-10,-1
Nfil3,Iqgap1,8.935149672644085e-10,1
Irf1,AW112010,9.293014667970314e-10,-1
Zzz3,Ubl7,1.1766882706324655e-09,-1
Ruvbl2,Rps19,1.3506721057357788e-09,-1
Med6,Pitrm1,1.409376378444802e-09,-1
Psip1,Klhl7,1.48916666668892e-09,1
Snai2,Lum,1.7757463281053397e-09,-1
Phf21a,Riok1,1.839841709433098e-09,-1
Atoh8,Ppp2ca,2.0055343748961185e-09,1
Stat1,Dtx3l,2.0306391202764203e-09,-1
Zhx3,Slc17a1,2.053312383384611e-09,-1
Myc,Sox9,2.066596765722318e-09,-1
Ilf2,Nop58,2.0744757868143415e-09,-1
Cebpa,1500003O03Rik,2.171410482133613e-09,1
Tada2a,Cacybp,2.3110862109142637e-09,-1
Hnf4a,Hpd,2.3616450486028685e-09,-1
Taf9,Pitrm1,2.3993545143199884e-09,-1
E2f8,Rcc1,2.5509075377001195e-09,-1
Pias4,Upf1,2.6152292379733287e-09,-1
Rnf141,Prmt10,2.6632277320243597e-09,-1
Bcor,Nup153,2.6938471350183906e-09,-1
Taf6,Rbbp5,2.700071326340277e-09,-1
Zfp280d,Ddx50,2.7232825876636613e-09,-1
Cnbp,Snrpe,2.749140514577697e-09,-1
Sarnp,Ccdc90a,2.762199855975299e-09,-1
Ezh1,Dirc2,2.7678159447522653e-09,-1
Med6,Ncbp2,2.778891922086323e-09,-1
Zscan12,Tarsl2,2.797238273625544e-09,-1
Ssrp1,Nap1l1,2.982773824651712e-09,-1
Zfp110,B3galnt2,2.993920840519836e-09,1
Epas1,Ntn4,3.493016597977001e-09,-1
Atoh8,Hamp,3.752582334015931e-09,-1
Cnbp,BC018507,4.172655628157489e-09,-1
Gtf2f2,Thap6,4.256280699617274e-09,-1
Stat1,Irf2,5.128616480442894e-09,-1
Irf2,Stat1,5.128616480443338e-09,-1
Bcor,Rsbn1,5.231422579774858e-09,-1
Kdm1a,Rnps1,5.4059778360472565e-09,-1
Pcna,Man1a,5.822961153301436e-09,1
Gtf2e2,Eif3g,5.902538251103626e-09,-1
Smarcal1,2200002D01Rik,6.003117873117064e-09,-1
Cebpa,C1ra,6.083753245301293e-09,-1
Zhx3,Inhbe,6.327178513085536e-09,-1
Ilf2,Mcm7,6.513919869870655e-09,-1
Smarcc1,Msh6,6.99384930985842e-09,-1
Irf2,Ifi47,7.074696384097086e-09,1
Zkscan14,Dirc2,7.688137295941503e-09,-1
Zfp653,Josd2,7.692606678350252e-09,-1
Prox1,Adra1b,7.837752752395775e-09,-1
Pknox1,Polr3f,8.07299269359663e-09,1
Bcor,Hnrpdl,8.366175344285139e-09,-1
Zfp326,Sumo1,9.188477415210557e-09,-1
Yap1,Fat1,9.747680115990068e-09,-1
Aebp2,Ppil4,9.908391608778913e-09,1
Rere,Plin5,1.0044869795511887e-08,-1
Whsc1,Epas1,1.0127635572787468e-08,-1
Ilf2,Srsf1,1.0943864099390932e-08,-1
Smarcc1,Smc2,1.1337832800436209e-08,-1
Phf21a,Ankrd11,1.1728867044363282e-08,-1
Irf2,Il4ra,1.227951028375187e-08,1
Sox9,Slc39a11,1.248755004768666e-08,-1
Smarcc1,Sf3a3,1.4386042919707753e-08,-1
Arid4b,4833420G17Rik,1.4638111327830792e-08,1
Atf1,Hmg20b,1.6973924330627468e-08,1
Bahd1,Hibch,1.70577351684076e-08,1
Nr1h2,Fbrs,1.8271813665761878e-08,-1
Chd1,Ube3a,1.902605040969491e-08,-1
Zbtb16,Hsd11b1,1.9420527800692e-08,-1
Zbtb16,Ddx39,2.110625129198462e-08,-1
Gatad1,Wdr8,2.225596946860627e-08,-1
Bcor,Rpl22,2.243242864490097e-08,1
Sarnp,Ptges3,2.2683167115626346e-08,-1
Med6,Gtf2e2,2.2890029600126328e-08,-1
E2f3,Aprt,2.3637299908470207e-08,-1
Vps72,Leng8,2.3752702674400508e-08,-1
Irf7,Irgm1,2.4273773843793863e-08,1
Pknox1,Asb8,2.4656625371482462e-08,-1
Rbck1,Scand1,2.616915451911664e-08,-1
Snapc4,Trmt2a,2.6288574240315517e-08,1
Arid1a,Setd6,2.6386486543653332e-08,-1
Fubp1,Nxf1,2.7399595093006802e-08,-1
Hmgb2,Set,2.9252950120493525e-08,-1
Set,Hmgb2,2.9252950120500894e-08,-1
E2f8,Aprt,2.9475789495809304e-08,-1
Cnbp,Hdac2,2.961253061539595e-08,-1
Hdac2,Cnbp,2.9612530615396003e-08,-1
Gabpb1,Dhx16,3.147944525747685e-08,1
Dmtf1,Luc7l2,3.241409797080922e-08,-1
Mybbp1a,Pelp1,3.45299891342761e-08,-1
Snai2,Parva,3.5101247054566664e-08,-1
Zkscan14,2010012O05Rik,3.5452004212584524e-08,1
Arid4b,Cdk12,3.559035343070125e-08,1
Irf2,Irf9,3.682905869785954e-08,1
Irf9,Irf2,3.682905869785954e-08,1
Zhx3,C9,3.683495614511371e-08,-1
Chd1,Mcmbp,3.685223903238721e-08,-1
Aebp2,Nup153,3.758946994744357e-08,-1
Foxo1,Gimap4,3.83888115046356e-08,-1
Aebp2,Fip1l1,4.2432743513951066e-08,-1
Zbtb16,Rtp3,4.2857191938724405e-08,-1
Zfp384,Zfp408,4.3323540725015664e-08,-1
Phf21a,Fam168b,4.40288104326483e-08,1
Gtf2e1,Rpap2,4.553020600685122e-08,-1
E2f8,Ppil1,4.589885780685891e-08,-1
Srebf2,Cant1,4.701026639776275e-08,1
Bcl3,Acp5,4.7557790509688173e-08,-1
Ppp1r8,U2af1,5.095155549691936e-08,-1
Zhx3,Cyp2a12,5.4805991392137544e-08,-1
Epas1,Esam,5.5464075620836836e-08,-1
Ercc2,Uros,5.714420800922414e-08,-1
Klf9,Tcf19,5.959725859718613e-08,-1
Tbl1xr1,Zfp143,6.020882735043459e-08,-1
Ncor2,Tor1aip2,6.351823426248244e-08,-1
Ilf2,2700094K13Rik,6.363271907814934e-08,-1
Arid4b,Pik3c2a,6.488389461698699e-08,-1
Trim28,Stmn1,6.65246949236722e-08,1
Phf21a,Pds5a,6.750770738380935e-08,-1
Irf2,H2-K1,6.832498117805339e-08,1
Hnf4a,Cyp2d9,7.017652600324911e-08,-1
Zfp93,Cand1,7.052184009126447e-08,-1
Chd4,Atrx,7.482797359400482e-08,-1
Elk4,Ercc2,7.505280328762733e-08,-1
Ilf2,Rfc3,7.875759513347603e-08,-1
Adnp2,Msh6,8.517563310083546e-08,-1
Hsf1,Pgls,8.871663641667392e-08,1
Hnrpdl,Chordc1,9.52320098700893e-08,-1
Zfp39,Bbs10,9.765955948965461e-08,-1
Trim27,Timm22,1.0020226464981336e-07,-1
Klf9,Cdc20,1.0096634545816262e-07,-1
Mafb,Rpl10,1.0288133478915337e-07,-1
Bcor,Rps17,1.0587522365220807e-07,-1
Foxk2,Naa40,1.0605415535034642e-07,-1
Hltf,Ralgapa1,1.0826451192851966e-07,-1
Cnbp,Hmgn1,1.100538127532807e-07,-1
Tcea3,Coq9,1.1226182180129752e-07,-1
Yy1,Bsg,1.1611439323540388e-07,-1
Safb,Ddrgk1,1.1680828490872591e-07,-1
Kdm5a,Morc3,1.175036269418702e-07,-1
Zfp654,Zfp51,1.187640239968113e-07,1
Srebf2,Nrbp1,1.2064490476690268e-07,-1
Ddx1,Tbc1d10a,1.267731504978902e-07,-1
Zfp653,Dctn2,1.3469042290974776e-07,-1
Nkap,Prkrip1,1.3665098815817555e-07,-1
Zhx3,Pemt,1.5049428332052766e-07,-1
Naca,2610029G23Rik,1.5937478956276722e-07,-1
Sox6,Cst3,1.5955084395172281e-07,-1
Nono,Rpl9,1.6074821540244708e-07,-1
Kdm1a,Tex10,1.6537890398000005e-07,-1
Drap1,Tmem167,1.6825212122131735e-07,-1
Drap1,Tbc1d10a,1.689561428112753e-07,1
Gtf2e2,Orc6,1.6950162655829106e-07,-1
Drap1,Immt,1.7202119588693256e-07,1
Lrpprc,Nipsnap1,1.7664188743003795e-07,-1
Hnf4a,Cyp2d10,1.9345112000344972e-07,-1
Smarcc1,Tcerg1,1.9503017123494916e-07,-1
Rere,1190005I06Rik,2.089541649727177e-07,-1
Mta1,Abcf2,2.0903770559572392e-07,-1
Zbtb6,Dnajc7,2.104507273206278e-07,-1
Kdm1a,Nasp,2.1215803769117067e-07,-1
Zfp39,Trim23,2.1998634271826286e-07,-1
Klf9,Mcm6,2.3031047665710795e-07,-1
Adnp2,Tmem209,2.384248131458956e-07,-1
Srrt,Srsf4,2.430792204664059e-07,-1
Nfya,Romo1,2.5500142731278765e-07,-1
Sox6,Dbi,2.579845997062596e-07,-1
Adnp2,Nup155,2.621647563513052e-07,-1
Ilf2,Terf1,2.6620561942979367e-07,-1
Tcf7l2,Tstd1,2.944011253003945e-07,1
Tfb1m,Mterfd2,2.950355608854019e-07,-1
Csda,Rpl23a,2.9646601568583406e-07,-1
Mybbp1a,Rsl24d1,3.002161805344899e-07,-1
Nkap,Cwc22,3.06431736263714e-07,1
Rbck1,Mob2,3.0664977225529047e-07,-1
Zfp672,Spata5,3.0816399907038587e-07,1
Nr1i2,Slc22a18,3.098346222020647e-07,-1
Csda,Rpl28,3.1807918444833306e-07,1
Cnbp,Psmb4,3.247318855720613e-07,-1
Mta1,Slc6a9,3.278333158385332e-07,-1
Atf1,Bms1,3.303173190003859e-07,-1
Rybp,Myef2,3.3232603693486807e-07,-1
Phf21a,Phospho2,3.4599247519041335e-07,1
Atf1,Haus3,3.646896634991986e-07,-1
Zfp384,Ddx11,3.6821767077220417e-07,1
Mybbp1a,Atic,3.7081776925547794e-07,-1
Ilf2,Snrpg,3.958967677866843e-07,-1
Zzz3,Dcaf13,4.093301518461413e-07,-1
Sox6,Pld3,4.115007881939789e-07,-1
Smarcal1,Stap2,4.3321377724314646e-07,-1
Klf9,Hnmt,4.3950748642408926e-07,-1
Vps72,Mkl1,4.450940747201844e-07,-1
Gtf2e2,Nup37,4.760889501592089e-07,-1
Whsc1,Gstm2,4.994850006664893e-07,-1
Zhx3,Hrg,5.092477610521829e-07,-1
Rora,Zbtb16,5.257012622336793e-07,-1
Zbtb16,Rora,5.257012622336793e-07,-1
Trp53,Dph2,5.906494122080066e-07,-1
Phb,Mrpl19,5.938934931970572e-07,-1
Hdac3,Alyref,6.111356603074564e-07,-1
Set,Cyp4f13,6.190713457024537e-07,-1
Hnf4a,Myo6,6.260342968696097e-07,1
Trim28,Pabpn1,6.588639497501793e-07,1
Irf2,Zfp36,6.752513388440959e-07,1
Zfp36,Irf2,6.752513388441322e-07,1
Ercc2,9930021J03Rik,6.790601149969896e-07,-1
Ercc2,Gpank1,6.790656039379854e-07,-1
Tfpt,Sac3d1,7.267684113488837e-07,1
Trp53,Polr1a,7.404271159366351e-07,-1
Wbp7,Dctn1,7.491647520651824e-07,-1
Ttf1,Elk4,7.517480642792612e-07,-1
Cc2d1b,Elk4,7.517576246633252e-07,-1
Elk4,Cc2d1b,7.517576246633662e-07,-1
Rbmx,Ppp2ca,7.705402560014354e-07,1
Kdm1a,Rbmxl1,7.939907005354866e-07,-1
Zfp280c,Sfpq,7.987913287345174e-07,-1
Zfx,Utp11l,8.014312433267838e-07,-1
Zbtb24,Abcf3,8.014825066093187e-07,-1
Aebp2,Phip,8.154170257359266e-07,1
Nfib,Plxna2,8.17381309582189e-07,-1
Gtf2e1,Bub3,8.236271109147969e-07,1
Trim27,Mrps26,8.441489427139904e-07,-1
Tcf7l2,Casp7,8.716539931423711e-07,1
Smad2,1110037F02Rik,8.732413655232726e-07,-1
Cdc5l,Rnf2,9.606087110062476e-07,-1
Zfp110,2410091C18Rik,9.753385685432835e-07,1
Kdm1a,Cct6a,9.836706584661282e-07,-1
Klf9,Cp,9.90243650011472e-07,-1
Apex1,Grpel1,1.0553775011093214e-06,-1
Naca,Npm1,1.0653933439329868e-06,-1
Npm1,Naca,1.0653933439333353e-06,-1
Kdm1a,Tcp1,1.0736954885953726e-06,-1
Gon4l,Edc4,1.1714759728634014e-06,-1
Atoh8,G0s2,1.2087259353563507e-06,-1
Pias1,Rsrc1,1.2189262778011367e-06,-1
Mbd3,Ndufaf3,1.2246266648698978e-06,1
Irf2,Unc93b1,1.2247294247553718e-06,1
Gabpb2,Ccnl1,1.2389083193592365e-06,-1
Med6,Rbm8a,1.2459355648977108e-06,-1
Kdm1a,Cct2,1.2496831069628524e-06,-1
Mbd2,Dph3,1.2869813658404667e-06,-1
Zfp524,Ubl7,1.3000780588384126e-06,1
Klf9,Aox1,1.3317253096078288e-06,-1
Gtf2e1,Tceb1,1.367968982416502e-06,-1
Zfp280c,Nup155,1.4463678676874367e-06,-1
Gon4l,Slc25a16,1.474174025091377e-06,-1
Ncoa2,1810037I17Rik,1.5227696884178905e-06,-1
A930001N09Rik,Ptpla,1.527839665488183e-06,-1
Phf21a,Rdh11,1.5832989652197846e-06,1
Atf1,Ube2e1,1.593612367809082e-06,1
Kdm1a,Cct7,1.6400814217063982e-06,-1
Nr1i2,Aspg,1.640658674255978e-06,-1
Zfp574,Dctn2,1.6587801960250657e-06,-1
Cnbp,Rpa1,1.6607905184643788e-06,-1
Snapc1,Ier3ip1,1.6778752546518165e-06,-1
Whsc1,Pdk4,1.7225876278762316e-06,-1
Zhx3,Aqp9,1.7432892177854937e-06,-1
Nolc1,Ppil1,1.7502540642864814e-06,-1
Nr2c2,Atrx,1.7527995563072803e-06,-1
Ilf2,Dkc1,1.7592539687046399e-06,-1
Aebp2,Chd2,1.8952938438910872e-06,-1
Gm98,Eif2s2,1.9048805601886139e-06,-1
Ilf2,Tipin,1.961924481634753e-06,-1
Ing2,C030048B08Rik,2.072816002524943e-06,-1
Taf1d,Uqcrc2,2.1428989857908e-06,1
Hmgb1,Dek,2.1982599195833022e-06,-1
Zfp148,Zfp955b,2.19826657517372e-06,-1
Hmg20b,Rwdd4a,2.2458976993075536e-06,-1
Zfp191,4930430F08Rik,2.283918099486084e-06,-1
Zfp386,Cwc27,2.2913197709345424e-06,-1
Epas1,Gja4,2.2964533910682416e-06,-1
Atoh8,Gpr182,2.305452812087312e-06,-1
Pcgf6,Tbc1d24,2.314600287846346e-06,1
Gtf2e1,Rnmt,2.3692754979690996e-06,-1
Spata24,Eps8l2,2.3961603847610632e-06,1
Safb,Cyb5d2,2.424077540598019e-06,-1
Irf1,BC006779,2.5081812494865218e-06,-1
Mybbp1a,Dhx29,2.5559428685613626e-06,-1
Nfkb2,Zfp335,2.5841516647145254e-06,1
Snapc4,Polr1a,2.591632821121989e-06,-1
Zfp161,BC046331,2.6460307686182514e-06,1
Snai2,Wwtr1,2.7591391824983785e-06,-1
Phf21a,Git2,2.9432462299016047e-06,-1
Bdp1,Nemf,2.9802518999114144e-06,1
Naca,Snrpg,3.045293847023129e-06,-1
Lin54,Zfp53,3.136880833010606e-06,-1
Aebp2,1200014J11Rik,3.1868610672313216e-06,-1
Stat1,AW112010,3.355306628034919e-06,1
