0,1,2,3,4,5,6,7,8,9
0.13831046,0.3851621,0.6223179,0.059754834,0.4342023,-0.041058205,0.54549426,-0.21378309,0.34883884,0.23080689
0.054520942,-0.05983895,-0.15468532,0.74234486,-0.10849754,-0.34931663,-0.18160552,0.7482138,-0.65317154,0.013362154
-0.3392921,-0.28494376,-0.1578525,-0.0512795,-0.08447125,-0.07495589,-0.14730418,-0.20485786,0.0686141,-0.03378156
0.6852119,0.08793821,0.7652963,-0.41446385,0.01904533,-1.0063357,0.77001786,-0.16235271,0.6918808,-0.5044643
-0.19837803,0.64813,-1.1844882,-1.1688058,-0.23854148,0.21560156,-0.21190754,-0.60614294,0.20742583,0.089192405
0.29800093,0.05644238,0.35670504,-0.44514748,0.22149223,-1.0499071,0.36131188,-0.17195767,0.50450206,0.22347486
-0.4485529,0.65393215,-0.4485529,0.65393215,-0.4485529,0.65393215,-0.4485529,0.65393215,-0.4485529,0.65393215
-0.29533356,0.29365835,-0.04747869,0.096675694,-0.32373866,0.30785087,-0.32220277,0.24096271,-0.46092898,0.6636117
0.060181625,0.40608817,0.288503,-0.22964042,0.43093148,0.30855936,0.6243054,0.032444112,0.9011075,1.0933045
-0.08352693,0.5594598,0.22373086,-0.32445255,0.520786,0.06530422,0.48635486,-0.5921616,0.82989246,0.7301006
-0.105255164,0.24255267,0.041190375,0.15284422,0.11996585,-0.09006604,-0.027407996,0.33828482,0.31064644,0.7045082
0.1647698,0.1631544,0.25965664,0.24376464,0.3598111,0.40109795,0.5174798,0.34658304,0.028470024,0.42087346
-0.19074884,-0.535485,-0.60880685,1.1545582,-0.021968976,0.21346784,-0.71361506,0.20552143,-0.34133112,-0.20609522
0.2999246,0.15805064,-0.15048328,0.049457245,0.16761476,-0.07536522,0.21742892,-0.018061325,-0.1825704,-0.17331198
-0.95683265,0.21655074,-0.6706592,0.39088848,0.018220447,0.5415991,-0.74774766,-0.24258694,-0.69156253,-0.17389873
-0.20981461,-0.636182,-0.024335206,-0.64921933,-0.22352663,0.36015508,-0.32395267,-0.46237108,-0.54283345,0.30601987
-0.52261686,-0.57544833,-0.1365377,-0.15208721,0.016119465,0.50080717,-0.061267115,-0.08219598,-0.20882395,0.2384552
-0.0011927485,0.7248058,-1.0610802,-1.3708447,-0.00659246,0.2959337,-0.2717393,-1.2677692,0.1214892,0.41728047
-0.08478319,0.18586525,-0.48451823,-1.1382642,0.11430378,-0.08565837,0.19056882,-0.87719005,0.33641532,0.8632426
0.36205572,0.18161178,0.6873299,-0.47651455,-0.027455084,-1.3542529,0.540171,0.09342791,0.3432234,0.12142668
0.44581047,0.57599413,-0.32060117,0.6920173,-0.14141288,0.66784567,0.2666222,0.60016584,-0.0039817467,0.31342813
-1.3436235,0.48385787,-1.3436235,0.48385787,-1.3436235,0.48385787,1.7683661,0.8329993,-1.3436235,0.48385787
0.31696603,0.29320475,-0.17857212,-1.2542715,0.47709367,0.16690314,0.14153242,-1.370702,0.290856,0.81355286
0.50433177,0.5092323,0.6682272,0.04663091,0.9801553,0.558648,0.7397412,-0.19351032,0.9073906,0.60392255
0.7872104,0.4941232,0.94369435,0.17106748,0.4884224,-0.23641774,0.88299644,0.7522764,0.37808922,0.14533037
0.1236365,0.54080164,0.12791531,-0.705732,0.5167045,0.29186183,0.46079618,-0.6916506,0.79570407,0.9590517
0.67839015,0.31635,0.7214573,-0.32025087,0.12835278,-1.1722234,0.52022856,0.41243437,0.2749969,-0.048565052
-0.074423514,1.0658207,-1.1459905,-1.3774774,0.052917253,0.7059162,-0.02209679,-1.0723158,0.37338573,0.9052398
0.21696302,0.39720538,-0.43680394,-0.79844075,0.32215023,-0.040750913,0.03132432,-0.6898316,0.5354674,0.87340665
-0.28867128,0.101792805,-0.07482197,0.024096623,-0.22550717,0.22833332,-0.19556704,0.56798756,0.13033238,0.51047957
0.92305,0.6663333,0.956544,0.34310746,0.0052869692,-0.59088653,0.8937074,0.6612264,0.1851626,-0.02770432
0.577489,0.44469085,0.54416734,0.37102178,0.2930959,0.21858421,0.45052224,0.6628865,0.012961153,0.33836982
-0.33713764,-1.2340907,0.18225278,-0.11191108,0.35430032,-0.33216205,0.4178935,-0.3117639,0.41402972,-0.24515018
0.22700238,0.004993081,0.49654716,-0.40089467,-0.3210652,-1.8729396,0.41750994,0.019326525,0.07731202,-0.023542456
-0.47158068,0.124382995,-0.28584978,0.045634367,-0.570101,-0.30352774,0.11451555,0.50004977,-0.20765689,-0.020976484
-1.0727617,-0.3343831,-1.0727617,-0.3343831,-1.0727617,-0.3343831,-0.65699875,-0.049391977,-0.49414366,0.0035220608
0.16081217,0.32132614,-0.15435666,0.3037782,0.2298305,0.5885528,-0.10806889,0.15281731,-0.22981796,0.2527125
0.22555983,0.28349626,0.23397943,0.72641337,0.4845493,0.7375828,0.34347263,1.1379956,0.104061455,0.61373395
0.39164162,0.17300513,0.40567657,0.14624742,0.56867015,0.3181474,0.40591148,0.51846117,0.11533603,0.43233216
0.28709275,0.3674636,0.7089205,0.12815654,0.07838179,-0.13611963,0.5161491,0.43105662,0.211838,-0.059830546
0.11406989,0.20321816,0.28865272,0.31512874,0.24654877,0.5583494,0.2583987,0.6102182,0.15640491,0.5719184
0.2905202,0.47998542,0.4270578,0.77733177,0.5505511,0.994479,0.5037081,1.0825396,0.20362154,0.82113093
-0.019401222,0.39991271,0.0009842142,0.2585486,-0.23777187,0.11607049,-0.05175642,0.23272228,-0.3826058,-0.1798299
-0.27649865,0.5301024,-1.0373306,-1.2063264,-0.13265514,0.4420868,-0.19079578,-0.93115205,0.0507961,0.066647016
-0.066539,0.25978997,-0.35872298,-0.16314378,-0.46715045,-0.73250145,-0.10662528,-0.4210799,0.067117766,0.15846826
-0.16341674,0.5319943,-0.048757315,-0.31610084,0.2776105,0.4462336,0.2971178,-0.495747,0.63943213,0.7720106
0.17052883,0.16174713,0.40056163,0.033423334,0.52639794,0.54263085,0.6314508,0.55215514,0.38535646,0.89746577
-0.49879068,-0.2654204,-0.7276981,-0.4688703,-0.50952196,-0.4853945,-0.21983203,-0.3929917,-0.08136078,-0.10105943
0.5941392,-0.757766,0.5941392,-0.757766,0.5941392,-0.757766,0.5941392,-0.757766,0.5941392,-0.757766
-0.045372307,0.17415884,0.023646452,-0.23525801,0.21475151,-0.10638807,0.40669596,0.35208416,0.4778927,0.84539586
