Source,Target,PValue
Hbp1,Dlg1,0.0
Gatad2b,Myst3,0.0
Dedd2,Zfand2b,0.0
Mtf1,Mta3,0.0
Tcf12,Hmg20a,0.0
Pias4,Atp5g2,0.0
Pias4,Uba1,0.0
Maf1,Fbxl14,0.0
Csde1,Mpnd,0.0
Zfp523,Safb,0.0
Safb,Zfp523,0.0
Hmg20a,Tcf12,0.0
Rfx1,Apip,0.0
Myst3,Gatad2b,0.0
Csrnp1,Per1,0.0
Arid5b,Rnf169,0.0
Per1,Csrnp1,0.0
Cc2d1b,9930021J03Rik,0.0
Rxrg,Sod2,0.0
Mta3,Mtf1,0.0
Sod2,Rxrg,0.0
Thrb,Rpl34,2.3661049688813915e-237
Son,1110008F13Rik,1.292829398801719e-172
Hmgb1,Tmpo,3.3731062190893843e-160
Tmpo,Hmgb1,3.3731062190918835e-160
Thra,Nubp2,3.960685421396459e-145
E4f1,Clk2,4.443866554020508e-109
Hmgb1,Srsf1,1.194504691914597e-105
Snai2,Col3a1,1.3637737602234294e-105
App,Tfb1m,1.1600099300380848e-94
Snai2,Ccdc80,3.726271114736766e-61
Hmgb1,Rpl13a,1.3239902580683922e-52
Hmgb1,Set,7.693907902929211e-51
Set,Hmgb1,7.693907902935611e-51
Tardbp,Zfp266,2.304821035623595e-49
Set,Ptges3,6.587447801628882e-47
Sarnp,Tsen15,3.627447544064918e-45
Rere,Glyat,1.1107861631307807e-43
Ilf2,Ranbp1,4.702935155959507e-43
Hmgb1,Dkc1,1.608459894494105e-41
Set,Prmt1,4.277296646111592e-41
Drap1,Mrps18a,1.58541477101436e-40
Pias4,Zfand2b,7.4094538328069e-40
Gmeb2,Fam54b,3.128954409037727e-37
Hmgb1,Anp32b,1.2533163450511692e-36
Chd8,Ddx54,3.548735465466734e-36
Zfp295,Morc3,1.9710749809223314e-35
Pknox1,Bag6,2.0573801238200466e-35
Safb,Zfand2b,7.531179102996067e-35
Irf2,Psmb10,1.1300156672038319e-33
Zzz3,Iws1,1.9704910705655995e-33
Cc2d1b,Gpank1,2.7683635685664586e-33
Tfcp2,Mfsd1,2.771388165362049e-33
Csde1,Cox19,2.771388165362049e-33
Nfkb2,Klf13,2.780481389112968e-33
Pias4,2410002I01Rik,2.780481389112968e-33
Pias4,Trappc9,2.780481389112968e-33
Klf13,Nfkb2,2.780481389112968e-33
Rfx1,Wipf2,2.780481389112968e-33
E4f1,Zfyve27,2.780481389112968e-33
Churc1,Plscr3,2.780481389112968e-33
Nfe2l2,Tpst1,3.286762071577193e-33
Chd1,Prpf38b,6.900178373713163e-33
Tcea3,Abcc9,7.831723828562535e-32
Gon4l,Rnft1,1.6774263228161133e-31
Rere,Asgr1,2.588481296582534e-31
Ilf2,Smc2,9.404966006907721e-31
Zfp593,Ddx54,1.864981075304219e-30
Irf2,Tapbpl,3.667726433872873e-30
Hmgb1,2700094K13Rik,4.25826181907703e-30
Hmgb1,Hnrnpu,7.299708687428901e-30
Chd1,Snrnp48,2.0567574810662505e-29
Naca,Rpl13a,4.8771776716328194e-29
Ppp1r8,Prmt1,1.3592161428009662e-28
Atf1,Zfp335,3.691378432124127e-27
Irf1,Gsdmd,7.408671942032909e-27
Tcea3,Prkaa2,7.891357263962257e-27
Zkscan14,Sac3d1,8.847279500646725e-27
Tmpo,Ilf2,1.0300434580977825e-26
Ilf2,Tmpo,1.0300434580984527e-26
Yap1,Ccdc80,6.548495049526121e-26
Rfc1,Hars,1.215229800231357e-25
Irf2,Rtp4,2.334793858485966e-25
Rbck1,Asna1,3.9853677210852535e-25
Snai2,Serpinh1,5.47901590184017e-25
Srrt,Pabpn1,6.490885156067215e-25
Pknox1,Tnpo2,2.1823377685513972e-24
Rere,Fgg,1.4176643741004815e-23
Snai2,Col1a1,3.207553185476961e-23
Hmgb1,Rpl8,1.9099034722564592e-22
Rbck1,Dctn2,2.5914312993349883e-22
Ubp1,Yy1,5.494718127420933e-22
Bahd1,Ttc23,2.8674815573064245e-21
Tcf7l1,Cnnm2,8.906132613054042e-21
Irf2,Dtx3l,1.0832419879420659e-20
Zfx,Socs4,1.2277739149014828e-20
Zfp280c,Taf1d,1.8969048671954777e-20
Cry1,Kdm3a,3.743916774179383e-20
Zkscan14,Fam126a,5.54266458222492e-20
Pcna,Naca,5.942256065663084e-20
Naca,Pcna,5.94225606566464e-20
Irf2,Ifi35,3.886332413637582e-19
Mterfd3,Alpl,4.2756327919695854e-19
Cnbp,Rpl22,5.668334214514286e-19
Hmg20b,8430410K20Rik,6.040537129220467e-19
Smarca5,Terf1,1.342518908517549e-18
Snai2,Col1a2,1.3975992538310536e-18
Mnt,Ddx54,1.6774650209507384e-18
Npm1,Rps3a,1.766958489177138e-18
Snai2,Copz2,2.0787778082066656e-18
Chd1,Rpl30,2.8417052316023556e-18
Zfp36,AW112010,6.060608501917427e-18
Klf9,Pde8a,1.3248746721334147e-17
Hmgb1,Snrpg,1.3568003171009611e-17
Irf2,Tap2,4.1087125035349214e-17
Zfp524,Ppp2ca,4.109636030486163e-17
Ctnnb1,Add1,4.250923572286347e-17
Vps72,Hmg20b,4.410464077074399e-17
Ppard,Cdc42ep5,4.830129483113569e-17
Stat5a,Tnpo2,5.925513570479292e-17
Rere,Serpina3m,6.926659793813275e-17
Rbck1,Mlf2,1.1130072969873941e-16
Elk4,Tpt1,2.4638706591007444e-16
Irf2,Erap1,3.57086268407043e-16
Naca,Rpl11,3.758599832911338e-16
Rere,Tmem164,4.090140273941293e-16
Phf21a,Smchd1,5.924268174493845e-16
Hmgb1,Npm1,6.888703565181464e-16
Crebzf,Rev1,8.257442251618874e-16
Zbtb6,Ppp2ca,9.253229356114146e-16
Irf6,Rhpn2,1.0615458016686444e-15
Tardbp,Gtf3c2,1.985740067862534e-15
Zfx,Creb1,1.9897938861064173e-15
Creb1,Zfx,1.989793886107002e-15
Fubp1,Morc3,2.5409844283164743e-15
Irf2,Gvin1,2.794111188203357e-15
Zfp787,Eif2ak1,4.170864702323984e-15
Hmgb1,Rpl7,4.562063212443881e-15
Rbbp8,S1pr1,6.260238481302974e-15
Ctnnb1,Hcfc1,1.0167299373044763e-14
Hdac3,Lmnb1,1.0817788441261152e-14
Ilf2,Fbl,1.2741951710242224e-14
Topors,Terf1,1.924400656290054e-14
Ash1l,Dnajb14,2.0446263540630875e-14
Zfp161,Zfp790,2.0727536672200487e-14
Irf2,Trim14,2.495935551091292e-14
Smarcc1,Nvl,2.7857044086637974e-14
Yap1,Col3a1,3.031754079657477e-14
Irf2,Ikbke,3.513615038803916e-14
Drap1,Sav1,3.720750791517747e-14
Snai2,Col6a1,6.401567754441384e-14
Trim33,Ing2,7.251035653220833e-14
