Source,Target,PValue
Gatad2b,Myst3,0.0
Nfkb2,Klf13,0.0
Mtf1,Mta3,0.0
Pias4,Atp5g2,0.0
Pias4,Uba1,0.0
Mafg,Ptgr1,0.0
Csde1,Mpnd,0.0
Zfp523,Safb,0.0
Safb,Zfp523,0.0
Klf13,Nfkb2,0.0
Rfx1,Apip,0.0
Myst3,Gatad2b,0.0
Arid5b,Rnf169,0.0
Cc2d1b,9930021J03Rik,0.0
Rxrg,Sod2,0.0
Mta3,Mtf1,0.0
Sod2,Rxrg,0.0
Olig1,Acsm5,7.62565224765491e-290
Snai2,Nid1,1.3352373681951486e-198
Sp2,Fahd2a,1.3302380263239493e-195
Chd8,Aldoc,3.4103310884452145e-141
Onecut1,Gcgr,5.0191381875825555e-126
Gzf1,Hacl1,5.351671569771056e-78
Mlxipl,Tob1,1.7115860023475526e-66
Olig1,Ttc39c,2.6843607134297834e-63
Rxrg,Inca1,1.9737122477020814e-55
Onecut1,Sds,6.293310309610015e-53
Olig1,Agxt,5.195916850912424e-49
Olig1,Inhbe,5.543953910466049e-49
Onecut1,Gm4788,9.423703455681495e-47
Olig1,Slc17a1,4.214928615023721e-46
Pias2,Pitrm1,3.0308410751679345e-45
Onecut1,C8g,1.4175451107795742e-43
Trim33,Cluap1,1.1226147535517746e-42
Mlxipl,Adh1,8.756073662589664e-42
Olig1,Slc10a1,3.3816237368408257e-40
Olig1,Saa4,2.0643556436207825e-37
Gmeb2,Fam54b,3.128954409037727e-37
Olig1,C9,6.4944475780631245e-37
Onecut1,Mup10,7.073459424760908e-34
Onecut1,0610012H03Rik,1.3401650260091426e-33
Cc2d1b,Gpank1,2.7683635685664586e-33
Tfcp2,Mfsd1,2.771388165362049e-33
Csde1,Cox19,2.771388165362049e-33
Pias4,2410002I01Rik,2.780481389112968e-33
Pias4,Trappc9,2.780481389112968e-33
Rfx1,Wipf2,2.780481389112968e-33
E4f1,Zfyve27,2.780481389112968e-33
Churc1,Plscr3,2.780481389112968e-33
Olig1,Serpinf2,1.2049081221081212e-32
Grlf1,Amotl2,1.9171864990515564e-32
Olig1,Tmprss6,9.9911208827955e-32
Deaf1,Nomo1,3.7072616457443215e-31
Olig1,Mmd2,4.341857484464293e-31
Olig1,Gcgr,1.3508254871176854e-30
Olig1,5830473C10Rik,2.2173894077776067e-30
Olig1,Itih1,7.041733020832826e-30
Olig1,1300017J02Rik,1.0732546584608853e-29
Prox1,Mup10,1.0936040229052978e-29
Olig1,Aqp9,2.638110271040911e-29
Olig1,Akr1c20,3.3714194940828215e-29
Snai2,Vangl1,6.375214237894137e-29
Zfp161,Fkbp9,8.570231635942549e-29
Gzf1,Sucnr1,1.67356717978232e-28
Onecut1,Nlrp12,1.791695222511587e-28
Olig1,F2,6.452288633520679e-28
Olig1,Slco1a4,5.535945664245701e-27
Olig1,Slc27a5,5.792525610647673e-27
Olig1,Cml2,1.071646514169792e-26
Olig1,Aspdh,4.678032064488505e-26
Yap1,Nid1,1.530410925654992e-25
Olig1,Cfhr2,2.1197122417037075e-24
Mlxipl,Rbmxl1,3.778366391522837e-24
Onecut1,Gfra1,8.027201847694535e-24
Atf2,Fxr1,1.7083167751408443e-23
Olig1,F12,1.912898714505633e-23
Olig1,Pzp,2.3634950778601656e-23
Ets1,Dlc1,3.2832787111812475e-23
Olig1,Cyp1a2,5.513051985790835e-23
Foxn3,Mfhas1,6.508568542827619e-23
Olig1,Hrg,1.4200228966650097e-22
Onecut1,Clec4f,2.7235506913969375e-22
Olig1,Slc6a13,2.9091752487120397e-22
Max,Arf6,4.0926834682449475e-22
Olig1,Abca6,6.988435987359613e-21
Olig1,Mug1,9.354552554617494e-21
Olig1,Masp1,9.88963074047881e-21
Olig1,Cyp2a12,9.950605894132977e-21
Mlxipl,Cct2,1.386226937556212e-20
Onecut2,Agmat,1.5014587964630362e-20
Olig1,Pemt,2.4165920982625005e-20
Onecut1,1700001C19Rik,2.4241541550528915e-20
Olig1,Dnase2b,3.0259506294081976e-20
Tcf7l1,Wrap53,5.233251614525354e-20
Olig1,Afmid,6.592164416252986e-20
Olig1,F9,9.113624869672817e-20
Onecut1,F11,1.1121063750875352e-19
Snai2,Jub,1.5378694117443696e-19
Nr1h4,5033411D12Rik,2.9348936568476725e-19
Olig1,Sds,3.022442070801633e-19
Mlxipl,Ghr,3.496792360712982e-19
Onecut1,Agxt2l1,4.445418206074686e-19
Olig1,Apon,4.556583365840909e-19
Olig1,Hgd,6.524954861023416e-19
Olig1,Pglyrp2,5.5468583438186975e-18
Olig1,Timd2,6.382944593139228e-18
Olig1,Sardh,8.085086586260342e-18
Hlf,Acsm5,8.330794795413902e-18
Nr0b2,Acsm5,8.597654800196711e-18
Onecut1,5830473C10Rik,1.1307960636032253e-17
Olig1,Cyp8b1,1.1800780658539506e-17
Rxrg,Sdr9c7,2.4693773524914033e-17
Onecut1,Apoc4,3.8372384715579914e-17
Olig1,Cyp2c54,7.4398772821049e-17
Olig1,Shroom1,8.209355232943465e-17
Olig1,Ftcd,1.0420222786902104e-16
Gtf2b,Bmpr1a,1.151378717402741e-16
Olig1,Lrrc3,1.380556483531407e-16
Onecut1,Slc25a47,1.6146445596256076e-16
Olig1,Mup5,1.8898197361189292e-16
Olig1,Pfkfb1,2.493073466634711e-16
Onecut2,Rgn,2.821055940639546e-16
Yap1,Mgst1,2.8935275571720074e-16
Grlf1,Fermt2,2.9906594231769665e-16
Olig1,2810007J24Rik,6.010797029696326e-16
Mlxipl,Enpep,8.501211970529693e-16
Snai2,Dlc1,1.0996767423064074e-15
Olig1,Cyp2c50,1.6888158220756753e-15
Olig1,Etnk2,1.803968938040995e-15
Hlf,Rps11,2.7258718709837035e-15
Olig1,Mbl1,2.810552399200637e-15
Olig1,Cpn2,2.819747436834304e-15
Onecut1,Car5a,3.486309721759755e-15
Olig1,Gldc,3.622158864999701e-15
Olig1,F11,4.4817394294848496e-15
Onecut1,Serpinf2,6.028351764118513e-15
Onecut1,Fgb,6.415450624833981e-15
Tcf7l1,Uck1,1.1098262308557678e-14
Onecut1,Shroom1,1.1319929261602176e-14
Nr1h4,Rbm47,1.194584195739989e-14
Rxrg,Kmo,1.2826786021493547e-14
Sod2,Kmo,1.2826786021493547e-14
Onecut1,Ces1c,2.2291790203424018e-14
Onecut1,Baat,2.546148813920403e-14
Olig1,Ahsg,3.014847925990475e-14
Tcf21,Fzd1,3.097679324301295e-14
Smad1,Fut8,5.185248921986287e-14
Thap11,Zfp275,1.3064006249596603e-13
Onecut1,Habp2,1.7067557939648286e-13
Olig1,Plg,1.7100548933553619e-13
