Source,Target,PValue
Gatad2b,Myst3,0.0
Nfkb2,Klf13,0.0
Mtf1,Mta3,0.0
Tcf12,Hmg20a,0.0
Pias4,Atp5g2,0.0
Pias4,Uba1,0.0
Pias4,Vps18,0.0
Csde1,Mpnd,0.0
Zfp523,Safb,0.0
Safb,Zfp523,0.0
Klf13,Nfkb2,0.0
Hmg20a,Tcf12,0.0
Rfx1,Apip,0.0
Rfx1,Tjap1,0.0
Myst3,Gatad2b,0.0
Sap30,Aimp1,0.0
Sap30,Magoh,0.0
Sap30,Orc6,0.0
Sap30,Polr2d,0.0
Csrnp1,Per1,0.0
Arid5b,Rnf169,0.0
Per1,Csrnp1,0.0
Cc2d1b,9930021J03Rik,0.0
Mta3,Mtf1,0.0
Sap30,Lsm5,1.3979161902629175e-280
Sap30,Snrpd1,2.6735585809080034e-273
Mafg,Dnase1l1,1.8442012130098993e-250
Sap30,Nup93,1.8519361652587644e-230
Zkscan14,B4galt7,3.011791846036621e-227
Gm98,Golga3,1.046652095394955e-158
Sap30,Nop56,2.1010975457141997e-132
Sap30,Mcm6,8.499807706642761e-132
Sap30,Prim1,2.041516788242301e-117
Sap30,Rpa2,2.939505354925821e-98
Sap30,Rfc4,3.046794213500406e-97
Rxrg,Hspb6,2.3923427983112735e-96
Sap30,Naa38,1.009840900943291e-93
Sap30,Ltv1,3.165689429973277e-72
Sap30,Smc2,1.72041636977659e-70
Sap30,Sf3a3,2.0682148797727503e-64
Mafg,Slc25a44,8.903963488141964e-64
Sap30,Tcerg1,2.3774723564095606e-57
Chd8,BC088983,1.4279079798019996e-48
Gmeb2,Fam54b,3.128954409037727e-37
Nr3c2,Il13ra1,1.326612199583346e-35
Cc2d1b,Gpank1,2.7683635685664586e-33
Tfcp2,Mfsd1,2.771388165362049e-33
Csde1,Cox19,2.771388165362049e-33
Pias4,2410002I01Rik,2.780481389112968e-33
Pias4,Trappc9,2.780481389112968e-33
Rfx1,Wipf2,2.780481389112968e-33
E4f1,Zfyve27,2.780481389112968e-33
Churc1,Plscr3,2.780481389112968e-33
Nolc1,Aqr,1.5284985450580972e-32
Mafg,Fbxo21,2.6732878852582743e-31
Tfip11,Mrps11,1.2779902434976304e-29
Naca,Rpl10a,1.9852419819364674e-29
Mef2a,Clic4,1.6619324144711893e-28
Hmgb2,Mcm6,8.869130306823324e-28
Sarnp,Hsp90aa1,4.655327490591714e-27
Zfp750,Rnf39,7.099856328825697e-26
Sap30,Mrps25,1.0099689689012807e-24
Tfpt,Drg2,9.096396394366851e-24
Zfpm1,Sco2,1.875229743060285e-23
Nostrin,Slc44a3,4.25255486525704e-21
Nostrin,Baiap2l1,4.573668572281013e-21
Set,Hnrnpu,3.019563775996349e-20
Nr3c2,Cd38,3.2397906674216004e-20
Tmf1,Tlr5,1.8173304465777622e-19
Rbmx,Jkamp,2.646465378029677e-18
Mybbp1a,Exosc10,2.6843662163211753e-18
Nr1h4,Hmgcs2,3.2233270647789055e-18
Bcl6,Rnf144b,3.8864169851236416e-18
Nr3c2,Trim2,6.73892137691008e-18
Irf9,Cmtm6,1.8282013560575006e-17
Pcna,Rpl7,1.0563534758557984e-16
Bptf,Ep400,1.8322229713871246e-16
Camta2,Lsg1,2.2056768018141422e-16
Tmpo,Pigm,2.8789223166691005e-16
Suz12,Ltv1,3.708585835192388e-16
Tfpt,Gadd45gip1,7.314800319077607e-16
Zbtb44,Znrd1as,1.1431104477030596e-15
Dmtf1,BC088983,2.277453129140899e-15
Taf7,Ttc4,2.436575055627709e-15
Nolc1,Pgam5,5.55548930144748e-15
Trim28,Edc4,1.8767565198046558e-14
Zfp787,Pex5,1.9990850438039144e-14
Nr2c2,Ep400,3.0354661768834085e-14
Stat5a,Mad1l1,4.0208202242673735e-14
Zkscan14,Tubd1,4.210055391761834e-14
Set,Rpl10a,4.5696655139017985e-14
Rfx1,Plcb3,6.462737996994837e-14
Topors,Nudcd2,8.754693256943976e-14
Sox18,Serpinb9,1.2772768520309501e-13
Nolc1,Ltv1,1.9402611139843373e-13
Pcgf6,Tmem161b,3.125465949929099e-13
Ppara,Slc47a1,6.561384706584455e-13
Zkscan14,Nat9,7.186191501479317e-13
Dnajc2,5930416I19Rik,1.0231897991664858e-12
Ruvbl2,Erh,5.595770755336584e-12
Zfp280d,Srsf11,6.01369584428185e-12
Zfp148,Rad17,7.1951774515529e-12
Rfx1,Rexo2,8.49538794640348e-12
Tfip11,Med24,1.1532966023841524e-11
Klf15,Bckdha,1.4699929735979406e-11
Ruvbl2,Rpl13,1.545372062474173e-11
Ruvbl2,Ube2n,1.590682407395679e-11
Mtf1,Rbms2,1.98124173394867e-11
Ruvbl2,Stip1,2.120958234438119e-11
Pcna,Rpl8,2.560150935753083e-11
Suz12,Pola2,2.7429628661561167e-11
Chd4,Ep400,2.7849177118548258e-11
Hnf4a,Klc4,4.37626405362811e-11
Sap30,Gmnn,7.676505757439566e-11
Sarnp,Polr2d,1.0335280820772311e-10
Rfc1,Nudcd2,1.2581341785377564e-10
Ssrp1,Rpl8,1.414279930542655e-10
Trim28,Snrpg,1.4285162202071433e-10
Trim28,Rps26,1.8752860526915735e-10
Dnmt1,Rpl7a,1.983600457631888e-10
Ets1,Pitpnc1,2.585929304932995e-10
Zfpm1,Tusc3,3.559836808539896e-10
Tfpt,Fbxl6,5.217716116884442e-10
Hdac1,Cdca4,7.025340423713999e-10
Hmg20a,Ppp6r3,9.042677177778549e-10
Pknox1,Exosc10,1.02142214639325e-09
Nr3c2,Ilf3,1.0979862050445147e-09
Stat3,Znhit3,1.1531441455514414e-09
Mybbp1a,Pprc1,1.2759623629281854e-09
Set,Csda,1.3150004346339476e-09
Arid4b,Mga,1.4490852316066946e-09
Mga,Arid4b,1.4490852316067097e-09
Hdac1,Mad2l1,1.5115054160015152e-09
Camta2,Mettl6,1.538129816279368e-09
Camta2,Mettl6,1.538129816279368e-09
Sarnp,Med30,1.7988864797564867e-09
Mybbp1a,Ltv1,1.899862952322765e-09
Cxxc1,Mlst8,1.907013443501129e-09
Smarca2,Eif6,1.9513580305291295e-09
Cxxc1,Setdb1,1.9614850150713078e-09
Npm1,Aimp1,2.3106954717841196e-09
Pias4,Upf1,2.6151772032183993e-09
Npm1,Rpl10a,2.7843639908204547e-09
Dnmt1,Mcm7,3.067042801826424e-09
Crebbp,Ep400,3.106835404941877e-09
Apex1,Drg1,3.1216799698297344e-09
Zkscan14,Gm5617,3.5002189013878844e-09
Tmpo,Rpl7,3.552218767554111e-09
Gabpa,Plaa,4.11616898196936e-09
Sap30,Rtcd1,4.169986261292706e-09
