Source,Target,PValue
Gatad2b,Myst3,0.0
Mtf1,Mta3,0.0
Pias4,Atp5g2,0.0
Pias4,Uba1,0.0
Csde1,Mpnd,0.0
Zfp523,Safb,0.0
Safb,Zfp523,0.0
Rfx1,Apip,0.0
Kdm6b,Psmd5,0.0
Pbx2,Taf8,0.0
Gmeb2,Otud5,0.0
Myst3,Gatad2b,0.0
Hdac4,Foxj2,0.0
Arid5b,Rnf169,0.0
Foxj2,Hdac4,0.0
Zfp276,Atg2a,0.0
Cc2d1b,9930021J03Rik,0.0
Irf3,Atg2a,0.0
Mta3,Mtf1,0.0
Usf2,BC017647,0.0
Taf8,Pbx2,0.0
Yy1,Otud5,1.316056696625808e-224
Zfp592,Arhgef1,2.7191614203905644e-207
Kdm1b,Cldn12,1.1449681608123158e-205
Gatad1,Ado,9.790450864040316e-147
Jun,Ier3,1.0068628719754144e-89
Dmtf1,Bptf,9.959132261886458e-77
Bptf,Dmtf1,9.959132261899269e-77
Mafg,Scly,7.004242659299211e-76
Naca,Dynll1,2.948209036828425e-73
Mysm1,Plekha1,2.6234074076779093e-66
Zfp592,Fam193a,2.2465625969965433e-61
Usf2,Plcg1,1.1542039177332798e-57
Fosl2,Tnip1,5.033591001700459e-56
Ets2,Anxa2,6.354446148974306e-53
Nfat5,Tbc1d23,1.9353232871051853e-52
Mysm1,2410042D21Rik,2.1319068472471626e-52
Nfib,1110067D22Rik,1.4731333606721893e-44
Rxrg,Kif1b,3.99692816683959e-44
Nolc1,Ncl,1.3462201014902072e-40
Klf9,Ubac1,1.7584083361310965e-40
Klf9,Rhbdd1,1.7584083361310965e-40
Irf1,H2-K1,3.969197270648913e-40
Mafg,Tlr3,7.755966074755389e-40
Foxn2,Dph5,9.770643187898106e-40
Rxrg,Trak1,3.7456020476581184e-39
Taf6,Dram2,1.1798084271804468e-38
Irf1,Khnyn,1.9500439757257242e-38
Dmtf1,Prrc2c,3.5620266956039627e-38
Tcf7l1,Mcl1,9.091657381819042e-38
Dmtf1,Shprh,1.2552250923039595e-37
Med26,Coil,1.8042825567902017e-37
Gmeb2,Fam54b,3.128954409037727e-37
