Source,Target,PValue
Elk4,Pcca,0.0
Gatad2b,Myst3,0.0
Dedd2,Rbpj,0.0
Zkscan14,Actn1,0.0
Mtf1,Mta3,0.0
Brd7,Gpank1,0.0
Brd7,Commd2,0.0
Pias4,Tmem123,0.0
Pias4,Rap1a,0.0
Pias4,Csgalnact2,0.0
Pias4,Atp5g2,0.0
Pias4,Hexdc,0.0
Pias4,Uba1,0.0
Gtf2i,Sel1l,0.0
Phb,Tars2,0.0
Gatad1,Mrps17,0.0
Abt1,E2f6,0.0
Tfip11,Tmem123,0.0
Tfip11,Rap1a,0.0
Pknox1,Poc1b,0.0
Zbtb6,Cnnm3,0.0
Rnf141,Eaf1,0.0
Csde1,Mpnd,0.0
Csde1,Csgalnact2,0.0
Csde1,Dynlt3,0.0
Csde1,Usp46,0.0
Nfyc,Fbxl14,0.0
Hmbox1,Taf5l,0.0
Hmbox1,1810046J19Rik,0.0
Hmbox1,Als2cl,0.0
Zfp523,Safb,0.0
Safb,Zfp523,0.0
Thra,Prkaca,0.0
Rfx1,Apip,0.0
Rfx1,Tmem41a,0.0
Pbx2,Taf8,0.0
Zfp507,Sirpa,0.0
Myst3,Gatad2b,0.0
Mef2a,Mrpl46,0.0
Mef2a,Bnip3l,0.0
Mef2a,Csgalnact2,0.0
Mef2a,Dynlt3,0.0
Mef2a,Epb4.1l2,0.0
Mef2a,Fam168a,0.0
Mef2a,Ppp3ca,0.0
Gzf1,Gphn,0.0
Csrnp1,Per1,0.0
E4f1,Stk19,0.0
E4f1,Szt2,0.0
Hivep1,Tmem201,0.0
Hdac4,Foxj2,0.0
Hdac4,Mapk3,0.0
Arid5b,2810055F11Rik,0.0
Arid5b,Rnf169,0.0
Gtf2ird1,Pcsk7,0.0
Churc1,Sipa1,0.0
Foxj2,Hdac4,0.0
Foxj2,Mapk3,0.0
E2f6,Pi4k2b,0.0
E2f6,Tmem201,0.0
Xbp1,Amdhd2,0.0
Xbp1,Lmbr1l,0.0
Xbp1,Pomgnt1,0.0
Foxn3,Prim1,0.0
Foxn3,Dut,0.0
Foxn3,Nup205,0.0
Foxn3,Mcm2,0.0
Foxn3,Dnajc1,0.0
Tshz2,Fam114a1,0.0
Per1,Csrnp1,0.0
Cc2d1b,9930021J03Rik,0.0
Cc2d1b,Med25,0.0
Rxrg,Sod2,0.0
Zfp652,Kdm4c,0.0
Zfp652,Rbm22,0.0
Zbtb43,Them4,0.0
Zfp692,Clasrp,0.0
Mta3,Mtf1,0.0
Sod2,Atg3,0.0
Sod2,Rxrg,0.0
Taf8,Pbx2,0.0
