Source,Target,PValue
Gatad2b,Myst3,0.0
Nfkb2,Klf13,0.0
Mtf1,Mta3,0.0
Pias4,Atp5g2,0.0
Pias4,Uba1,0.0
Phb,Ptges2,0.0
Csde1,Mpnd,0.0
Zfp523,Safb,0.0
Safb,Zfp523,0.0
Klf13,Nfkb2,0.0
Rfx1,Apip,0.0
Ptges2,Phb,0.0
Myst3,Gatad2b,0.0
Csrnp1,Per1,0.0
Arid5b,Rnf169,0.0
Foxk1,Tut1,0.0
Zhx1,Pgcp,0.0
Per1,Csrnp1,0.0
Cc2d1b,9930021J03Rik,0.0
Rxrg,Sod2,0.0
Zbtb44,2700089E24Rik,0.0
Zbtb44,Pgcp,0.0
Mta3,Mtf1,0.0
Sod2,Rxrg,0.0
Gtf2a1,Bcar3,3.295815829950276e-114
Zhx1,Fbxo8,9.990080544262974e-65
Zbtb44,Fbxo8,9.990080544262974e-65
Abt1,Pwp2,2.0375158928235554e-51
Zbtb44,Cab39l,4.2355196090929284e-50
Irf1,Urod,4.91619850903957e-38
Gmeb2,Fam54b,3.128954409037727e-37
Ppp1r8,Polr1d,6.558952028180268e-36
Zhx1,Rfesd,2.0134057027670624e-33
Cc2d1b,Gpank1,2.7683635685664586e-33
Tfcp2,Mfsd1,2.771388165362049e-33
Csde1,Cox19,2.771388165362049e-33
Pias4,2410002I01Rik,2.780481389112968e-33
Pias4,Trappc9,2.780481389112968e-33
Rfx1,Wipf2,2.780481389112968e-33
E4f1,Zfyve27,2.780481389112968e-33
Churc1,Plscr3,2.780481389112968e-33
Chd8,1600027N09Rik,7.273961356975351e-32
Zbtb44,Pex13,1.401323731192538e-29
Abt1,Utp14a,1.4381311806565182e-27
Dhx33,Umps,2.4526074373540615e-25
Hsf1,Vps4b,6.738350819328159e-24
Set,Pus7,1.3298340637076547e-23
Abt1,Cirh1a,3.26675530186343e-21
Abt1,Shq1,1.1242152763116508e-20
Taf12,Ptcd1,4.556965169579732e-20
Nfe2l2,Tmco4,5.846548439842328e-17
Zbtb44,Nars2,8.764280136990871e-17
Cux1,Ecd,9.149652534477933e-17
Pa2g4,Lars,1.3634662157434845e-16
Abt1,Gart,1.6847332496962757e-16
Yap1,Ctgf,1.679746396616657e-15
Nkrf,Wdr3,2.882764273871068e-15
Zfp120,Zfp330,3.2377475728007117e-15
Taf13,Zfp330,8.159809498009063e-15
Stat5a,D17Wsu92e,3.8768544178363273e-14
Hdac3,Tek,5.829035797896888e-14
Rfc1,Luc7l,8.67214915890927e-14
Dhx33,Parp1,8.698861772145263e-14
Abt1,Polr1c,1.0074426254553927e-13
Zhx3,Pcx,1.4166826463889918e-13
Myst4,Mterfd1,1.9457399191337321e-13
Mterfd1,Myst4,1.9457399191341991e-13
Gtf2e2,Zfp330,2.6403876842179186e-13
Pa2g4,Pus7,3.245503124393724e-13
Zbtb44,Slc25a16,3.9331246167531893e-13
Ets1,Nedd9,4.10928516851311e-13
Set,Fbxo8,5.61685184254926e-13
Trim33,Zfp330,1.847590549130815e-12
Zfp110,Oxr1,3.6674066151322475e-12
Abt1,Cct3,7.436754129679291e-12
Nfkb2,Prr14,7.749174356679607e-12
Phf5a,Zfp330,1.5205574812242376e-11
Ruvbl2,Gart,2.7402327130939088e-11
Hnrnpk,Cct4,2.937757887554932e-11
Pias4,Ttc7,4.942589620353293e-11
Zbtb44,Ttc32,7.938864559827104e-11
Bdp1,Ppp3cb,8.549974933632677e-11
Apex1,Tapbp,1.2665194480767668e-10
Grlf1,Fam109a,1.5477194849302026e-10
Zbtb44,Acn9,1.689554611180057e-10
Mbd3,Myg1,2.2505038175959887e-10
Apex1,Zfp330,2.491715417121414e-10
Zbtb44,Sirt3,3.1523562145588934e-10
Nfyc,D17Wsu92e,5.374034264921129e-10
Drap1,Ctdnep1,8.982039419514091e-10
Hdac3,Slc43a3,1.1433513883038529e-09
Nr5a2,Cyp2d10,1.281264892500861e-09
Nkrf,Wdr12,1.34934130633914e-09
Zhx1,Fn3k,1.6691701194140677e-09
Mybbp1a,Hspe1,2.023532203566371e-09
Npm1,Mak16,2.3013927761546107e-09
Phf5a,Usp39,3.174744500239469e-09
Tgif1,Hnrnpf,3.7027549770084646e-09
Gtf2e1,Pmpcb,3.9415598378084275e-09
Mterfd1,Hspb11,4.761593041709372e-09
Arid4b,Ubtd1,5.050928449786222e-09
Rbck1,Zfp330,6.650656838166062e-09
Lmo4,Nbas,9.486213657656537e-09
Rbl2,Dalrd3,1.3596622738217661e-08
Zbtb44,Ddrgk1,1.573497701648366e-08
Dhx33,Wdr5,1.7886112467678774e-08
Ing2,Sdc1,2.269571983475038e-08
Abt1,Mak16,2.602132269512706e-08
Esrra,Cgref1,2.634170541068222e-08
Ets1,Eltd1,2.6859515562874987e-08
E2f6,Ecd,2.994720585751231e-08
Zbtb16,Ppp1r3c,3.167511303560619e-08
Rbl2,Sec11a,3.70256903483531e-08
Abt1,Mrrf,4.108634371121869e-08
Dnajc2,Ptpn2,4.34550195671683e-08
Epas1,Ppap2b,6.084833057837314e-08
Tfip11,Chst15,6.245807600119831e-08
Stat6,Irak2,6.552493002924501e-08
Rcor1,Papss1,6.876067251772625e-08
Clock,Tmf1,7.268498680193734e-08
Pa2g4,Gar1,7.433230682100065e-08
Npm1,Gar1,9.139519399469533e-08
Zscan21,1110012L19Rik,1.0233408288470171e-07
Tada2a,Rnps1,1.188820611565378e-07
Thap7,Cdk10,1.404150272777791e-07
Gtf2e2,Rbbp7,1.4106564997851054e-07
Set,Cirh1a,1.6548488582591979e-07
App,Alkbh2,1.6907519536117897e-07
Arnt,H2-K1,1.763863152155433e-07
Zbtb41,Zranb2,1.783018822705001e-07
Bmi1,Hcfc2,1.8377210521415129e-07
Arnt,Elp3,2.0006603361916496e-07
Rps3,Prdm2,2.0279035415802593e-07
Zfp523,Metap1d,2.043066962365632e-07
Zfp593,Mtus1,2.068347894545193e-07
Nfil3,Ninj1,2.069494651467158e-07
Dhx33,Nup43,2.1742600496529237e-07
Zfp592,Eif4ebp2,2.2337387062737888e-07
Nfic,Eml4,2.581810533507683e-07
Dnajc2,Prmt3,2.5930468775759247e-07
Pa2g4,Aaas,2.779376445522619e-07
Gatad1,Aarsd1,2.8415642341727836e-07
Arnt,Lgals9,3.0377947624316806e-07
Rbmxl1,Gar1,3.811383165532857e-07
Ets1,Tmem204,3.916731552853564e-07
Zfp120,Zranb2,3.9479227349616844e-07
Dhx33,Ddx18,4.0169051313273557e-07
Trim33,Zranb2,4.103759410767857e-07
Nr1h2,Zfp330,4.4629278144563154e-07
Npm1,Znhit6,5.001693218330521e-07
