source,target,p-value,model
Sox18,Serpinb9,1.2903117996054982e-43,-1
Prrx1,Arhgef25,2.181358519753184e-43,-1
Stat3,Mad2l1,3.31507542242325e-43,-1
Irf8,Tlr1,7.898388090241178e-43,-1
Gtf2e2,4930579G24Rik,1.4155253402061859e-42,-1
Sfpq,Armc10,1.444468764292911e-42,-1
Hdac2,Ctps,1.517759498235145e-42,-1
Mafg,Serpinb6a,2.896183096860524e-42,-1
Nr1h3,Cenpt,3.6593254645509016e-42,-1
Tcea3,Ephx2,4.3564032050353676e-42,-1
Stat3,Depdc1a,4.5375389760173866e-42,-1
Cebpb,Cebpa,1.8953299647203563e-41,1
Cebpa,Cebpb,1.8953299647203563e-41,1
Set,Sart3,2.2812179705500527e-41,-1
Mybl2,Wdr36,3.1535826728116883e-41,-1
Stat3,Dlgap5,6.012970153550599e-41,-1
Esrrb,Rbp1,6.421893103240754e-41,-1
Hlx,Fgfr1,9.216380733963244e-41,-1
Stat3,Cdc25c,1.3992893245348018e-40,-1
Prrx1,Col1a1,2.590099732369733e-40,-1
Prrx2,Dnm3os,3.31140266611427e-40,-1
Mybl2,Rfc4,5.4831257991593e-39,-1
Stat3,Syce2,1.4239680700362889e-38,-1
Mafb,Csf1r,2.706272671715279e-38,-1
Runx1,Cdk6,2.909779692217408e-38,-1
Twist1,Sertad4,3.290051745804416e-38,-1
Stat3,Prim1,4.753383562481102e-38,-1
Stat3,Ska3,4.761437067480589e-38,-1
Gata4,Adam9,9.272703912970845e-38,-1
Mybbp1a,Cars,1.1980523495116694e-37,-1
Smarcc2,AI837181,2.1630412514781006e-37,-1
Gtf2e2,Cdc20,2.978179284720015e-37,-1
Stat3,Bub1,3.6198365896836717e-37,-1
Msl3,Kpna2,3.8633358784359066e-37,-1
Gtf2e2,Mad2l1,6.983284924707103e-37,-1
Nfatc4,Mmp23,1.1075167036067598e-36,-1
Aebp1,Sparc,1.6209128620411892e-36,-1
Msl3,Gins1,3.5472123330244485e-36,-1
Sox17,Serpinb9,9.173676286125249e-36,-1
Stat3,Trip13,9.44579678599686e-36,-1
Stat3,Cenpe,9.996223324508173e-36,-1
Msl3,Npm1,1.5223072437869955e-35,-1
Hdac2,Nup107,1.6783568859777213e-35,-1
Prrx2,Nradd,1.9841786720869657e-35,-1
Gata4,Plcb4,2.011000081197206e-35,-1
Stat3,Ndc80,2.670209493444804e-35,-1
Stat3,Cdc6,3.2422880033193667e-35,-1
Stat3,Gins2,4.12303487808265e-35,-1
Msl3,Rfc2,5.958380848625604e-35,-1
Rbbp8,Pold3,6.131420744803023e-35,1
Prrx2,Ckap4,8.524653729266495e-35,-1
Irf8,Syk,1.555275265965067e-34,-1
Mybbp1a,Hspe1,1.6850404336008278e-34,-1
Hdac2,Uba2,1.7619052409086457e-34,-1
Stat3,Plk4,4.403871939884576e-34,-1
Smyd1,Asb11,4.477161203818061e-34,-1
Atf5,Cebpb,9.167418228494991e-34,-1
Cebpb,Atf5,9.167418228503445e-34,-1
Bcl6b,Esam,1.7771651352117968e-33,-1
Cebpa,Fcgrt,2.1431307105083152e-33,1
Stat3,Rfc5,5.292029348611517e-33,-1
Nfatc4,Il1rl2,5.3358397165265584e-33,-1
Stat3,Cdc45,8.168213703926085e-33,-1
Stat1,Slfn1,1.4517462517005332e-32,-1
Smarcc1,Snrpg,1.7016214679979042e-32,-1
Cebpa,Tcp1,2.3485941578739225e-32,1
Gtf2e2,Cep55,2.646284598889334e-32,-1
Sphk1,Aldh3b1,4.520608429949992e-32,-1
Nr4a1,Spock2,7.306473617195636e-32,1
Ctnnb1,Ykt6,1.0455789681394404e-31,1
Nfya,Dcaf12,1.3072397016915676e-31,-1
Zhx1,Metap1d,1.4898670342813199e-31,-1
Stat3,Dis3,1.888695638204205e-31,-1
Prrx2,Pcdh18,3.0229267516314654e-31,-1
Nostrin,Efna1,4.306446270260996e-31,1
Nfe2l2,Sec23a,5.134474235591898e-31,-1
Stat3,Tipin,5.807799474610486e-31,-1
Fli1,Cd36,6.397659376505794e-31,-1
Stat3,Smc2,8.341922620538349e-31,-1
Sphk1,Lyz1,9.900255853824522e-31,-1
Msl3,Smc2,1.0215549930686004e-30,-1
Dnmt1,Xpo1,2.2662987835728835e-30,-1
Msl3,Wdr36,2.632913737388122e-30,-1
Klf15,Palmd,2.701330489418927e-30,1
Arid5b,Prkd3,3.602388605195161e-30,-1
Cebpa,Trf,3.827605863171612e-30,1
Aebp1,Pcolce,4.8457438542203446e-30,-1
Nostrin,Akr1c14,5.358778588395794e-30,-1
Stat3,Ncapg2,1.1502815518249753e-29,-1
Rfc1,Nasp,1.2680820137560567e-29,-1
Etv3,Tlr1,1.5930744244353473e-29,-1
Msl3,Rfc4,1.67588765789643e-29,-1
Stat3,Dsn1,1.8462954259789224e-29,-1
Yap1,Cttn,2.1154823428441288e-29,-1
Gtf2e2,Cdc6,2.3494492637012443e-29,-1
Nat14,Tssc4,2.5254567411235196e-29,-1
Stat3,Tacc3,2.963945413080339e-29,-1
Ppara,Ptgr2,3.2299393007485176e-29,-1
Sp100,H2-K1,4.111863666200453e-29,-1
Stat3,Dtymk,6.454790702331325e-29,-1
Stat3,Rfc4,7.434655516670686e-29,-1
Arid5b,Olfml1,8.4744964597637e-29,-1
Stat3,Snrpd1,1.5199833510453233e-28,-1
Hdac2,Dnmt1,2.319189658441538e-28,-1
Taf13,Bcl2l1,2.9123376503647816e-28,-1
Gtf2e2,Anln,3.057935003698187e-28,-1
Nat14,Lyn,4.906232879698459e-28,-1
Stat3,Dut,5.4770556296101575e-28,-1
Gabpa,Pnn,8.376973646567702e-28,-1
Pnn,Gabpa,8.376973646569155e-28,-1
Sarnp,Pdcd5,8.865643839755081e-28,-1
Sarnp,Rfc1,1.1923795693746836e-27,-1
Msl3,Ddx1,1.197482643220552e-27,-1
Zfp120,Lipe,1.719742850378423e-27,-1
Hnrnpk,H2afz,2.4866490280931143e-27,-1
Hsf1,Ncor2,2.604059570780594e-27,1
Ncor2,Hsf1,2.6040595707808756e-27,1
Gtf2e2,Cdca5,3.762596478981395e-27,-1
Nostrin,Ccl6,5.32973704917893e-27,1
Sp100,Unc93b1,7.797465259643157e-27,-1
Nr0b2,Gstm7,9.915927702726913e-27,-1
Gtf2e2,Fkbp3,1.4700962424931798e-26,-1
Msl3,Psma5,2.5701558166369136e-26,-1
Rorc,Coq9,2.7616496836492994e-26,-1
Gtf2e2,Nuf2,2.9454333406417775e-26,-1
Mef2a,Plcb4,3.0905123622621343e-26,-1
Cebpa,Ilf3,4.1285229402509674e-26,1
Stat3,Cenph,4.768438192176492e-26,-1
Zfx,Tgs1,5.0474960653213117e-26,-1
Smarce1,Tipin,7.282558978277393e-26,-1
Gtf2e2,Kif2c,7.629851199881417e-26,-1
Rfc1,Brix1,9.347082008255158e-26,-1
Prrx2,Wisp1,9.762024733218798e-26,-1
Hnrnpab,Magoh,1.21276834889725e-25,-1
Ppargc1a,Tmem246,1.3551105035992568e-25,-1
Sphk1,Itpripl2,1.3765622278020697e-25,-1
Nfe2l1,Atp6ap1,1.3794934429343229e-25,-1
Stat3,Cenpn,1.4932683215130883e-25,-1
Rbmxl1,Pdcd5,1.8182789341919463e-25,-1
Ldb1,Pld3,2.1496701013219673e-25,-1
Npm1,Eif1ax,3.2573337456507714e-25,-1
Chd4,Brd4,5.226480744527935e-25,1
Brd4,Chd4,5.226480744528769e-25,1
Fubp1,Srsf10,7.166906547468752e-25,-1
Gtf2e2,Pbk,7.787030000940564e-25,-1
Stat3,Haus1,8.248944130332835e-25,-1
Stat3,Hat1,8.461144308375435e-25,-1
Nostrin,Ilf3,1.120500444819723e-24,-1
Msl3,Mgrn1,1.1225744136794876e-24,-1
Msl3,Nup37,1.2169610719009922e-24,-1
Ikzf1,Rac2,1.24632066912213e-24,-1
Aebp1,Loxl1,1.3143871146223243e-24,-1
Gtf2e2,Metap2,3.012550966214426e-24,-1
Med6,Snrpd1,3.0136105001365478e-24,-1
Cry2,Cpeb1,3.183284385163105e-24,-1
Taf1d,Wdr75,3.346874556322096e-24,-1
Tead2,Prrx2,3.9572022327580156e-24,-1
Prrx2,Tead2,3.9572022327583594e-24,-1
Aebp1,Pdpn,4.4305057862603415e-24,-1
Vps72,Banf1,4.844932102441527e-24,-1
Gtf2e2,Espl1,5.652975899965049e-24,-1
Mxd3,Pold3,6.136187222145381e-24,1
Stat3,Npm1,7.829824786436999e-24,-1
Stat3,Orc6,7.903116466346412e-24,-1
Stat3,Rpa2,8.621675186138873e-24,-1
Gtf2e2,Ckap2,1.0312604155630501e-23,-1
Gtf2e2,Fignl1,1.0511465958385255e-23,-1
Sphk1,Il33,1.2392051757183941e-23,-1
Pnn,Zfx,1.3557576712664832e-23,-1
Zfx,Pnn,1.3557576712664926e-23,-1
Ppargc1a,Uqcrc2,1.4549530124752245e-23,-1
Smad2,Snx4,1.651800274140972e-23,-1
Gtf2e2,Gins2,2.3944670003968594e-23,-1
Tead2,Mest,2.4765538421430293e-23,-1
Rbpj,Stard10,3.7048686371805537e-23,-1
Stat3,Kpna2,4.3558490680612643e-23,-1
Sphk1,Tpm3,6.123064120094881e-23,-1
Gtf2e2,Kpna2,6.480101367619884e-23,-1
Stat3,Rfc2,6.76905601447117e-23,-1
Gtf2e2,Nup37,6.941571595093836e-23,-1
Prrx1,Vcl,1.0799852670476775e-22,1
Gtf2e2,Mcm7,1.094212606080046e-22,-1
Stat3,Topbp1,1.224075783279543e-22,-1
Gtf2e2,Prc1,1.2673197760040328e-22,-1
Msl3,Snrpa1,1.3057137451161888e-22,-1
Rxrg,Acta1,1.344344093780007e-22,-1
Trim28,Ddx19a,1.6101805176367702e-22,1
Gtf2e2,Dsn1,1.6545208436152814e-22,-1
Gtf2e2,Bub1,1.767770690041546e-22,-1
Arid5b,Pid1,1.8967493023186563e-22,-1
Ezh2,Gins1,2.147064319866035e-22,-1
Irf9,Rhog,3.1742045849430703e-22,-1
Gtf2e2,Cdk1,3.9003204693564076e-22,-1
Msl3,Cct2,4.0293571746480246e-22,-1
Prrx1,Loxl1,4.290664750022173e-22,-1
Tmf1,Gnb5,5.092195029575662e-22,1
Ppp1r8,Med6,6.581262636536336e-22,-1
Med6,Ppp1r8,6.581262636539874e-22,-1
Gtf2e2,Cenpe,6.706623089523287e-22,-1
Prrx1,Casp12,7.26857741687474e-22,1
Gtf2e2,Hells,7.728832214170621e-22,-1
Stat3,Spc24,8.186081120041195e-22,-1
Aebp1,Pdgfrb,8.323781154705408e-22,-1
Pa2g4,Tacc3,8.971292768910831e-22,-1
Suz12,Ddx46,9.454528172463204e-22,-1
Heyl,Prrg3,1.2903368121657133e-21,-1
Gtf2e2,Ttk,1.5966990672230623e-21,-1
Lrrfip1,Desi1,1.968064686421869e-21,-1
Ctcf,Prpf40a,3.212046232955861e-21,-1
Gtf2e2,Cebpa,3.370531975154212e-21,1
Sox17,Higd1b,3.7230392217439006e-21,-1
Npm1,Fbxo5,5.128111388398324e-21,-1
Msl3,Bub3,6.25323066059383e-21,1
Nfatc4,Smarcd3,7.269525325993013e-21,-1
Dnmt1,Nup85,7.289760370603068e-21,-1
Gtf2e2,Rad51ap1,7.772100415395475e-21,-1
Nr1h3,Ctps,8.402545688341733e-21,-1
Smarce1,Dis3,1.0140945508082695e-20,-1
Nostrin,Lyz1,1.1975554204493187e-20,1
Atf6b,Dnajc14,1.2696050168086578e-20,-1
Uhrf1,Dck,1.407150064442698e-20,-1
Gtf2e2,Syce2,1.6896312141451956e-20,-1
Gtf2e2,Melk,2.156429548514507e-20,-1
Rnf6,Hyal2,2.18585608954721e-20,-1
Ppp1r8,U2af1,2.2188999318775776e-20,-1
Zfp110,Pik3r2,2.6094372230824558e-20,-1
Prrx1,Sparc,2.988599625475845e-20,-1
Gtf2e2,Cdca2,3.893548043291936e-20,-1
Gtf2e2,Ezh2,4.0371011047087946e-20,-1
Gtf2e2,Bub1b,4.1758871631914577e-20,-1
Foxp1,Cttnbp2nl,4.761889901633233e-20,-1
Pa2g4,Eri1,5.581899673369493e-20,-1
Smad2,Rpl15,5.868713127508449e-20,-1
Usf2,Plcg1,6.236590537532448e-20,-1
Rarg,Vcl,6.488161990784846e-20,-1
Hdac2,Psmd14,6.557873323847664e-20,-1
Cc2d1a,Mlx,6.58081327318995e-20,1
Twist1,Adamts5,6.670229759240074e-20,-1
Smad5,Zfand2b,7.219090632336285e-20,1
Top2a,Tcf19,9.050423588587545e-20,-1
Tfdp1,Aurka,1.2207211316979357e-19,-1
Yap1,Pik3cd,1.2249322707859038e-19,-1
Smarce1,Rpl13a,1.276858961057934e-19,-1
Mybbp1a,Dvl2,1.2965655045924314e-19,-1
Cdc5l,Ddx10,1.3197292309881993e-19,-1
Tmpo,Stat3,1.472421516037758e-19,-1
Stat3,Tmpo,1.4724215160379077e-19,-1
Gtf2e2,Kif22,1.693008581426725e-19,-1
Smarce1,Hat1,1.8326258364488867e-19,-1
Uhrf1,Ndc80,1.8430268560279818e-19,-1
Stat5b,Akt2,1.973532889488666e-19,-1
Sox18,Notch4,1.9851672600573944e-19,-1
Ctnnb1,Add1,1.9938669260994312e-19,-1
Aebp1,C1qtnf1,2.314038886592317e-19,1
Smad5,Sirt7,2.558742094908094e-19,-1
Rbbp8,Haus3,2.6986899183901945e-19,-1
Aebp1,Mgp,2.883317326760404e-19,-1
Smarcc1,Msh6,2.979085727603434e-19,-1
Stat3,Rpa3,3.817966447152205e-19,-1
Smarce1,Stat3,4.452926715934697e-19,-1
Stat3,Smarce1,4.452926715936317e-19,-1
Egr2,Hspa1a,4.526691006707848e-19,-1
Msl3,Zfp36,4.701623624922222e-19,1
Zbtb7b,Stap2,5.169565803377571e-19,-1
Smarcc1,Nasp,5.252112191769085e-19,-1
Aebp1,Mxra8,5.781638563191855e-19,-1
Gtf2e2,Ska3,6.467400309071999e-19,-1
Prrx1,Osmr,6.47434422147833e-19,1
Stat3,Chaf1b,7.440102483564821e-19,-1
Hic1,Osr1,8.155263683584037e-19,-1
Taf2,Myef2,9.290400263974546e-19,-1
Taf2,Srsf10,9.367459332925418e-19,-1
Mef2a,Lims1,9.405776721365948e-19,-1
Smad1,Ms4a8a,9.77331617333344e-19,-1
Gtf2e2,Ect2,1.1975838426092989e-18,-1
Hells,Bzw2,1.2232556505405431e-18,-1
Med6,Kif20a,1.321072668301838e-18,-1
Gtf2e2,Cenpn,1.6443667294507261e-18,-1
Runx1,Akap13,1.7037341094353003e-18,-1
Sphk1,AU020206,1.8341127707473527e-18,-1
Tbx20,Fhl2,2.0890542871824445e-18,-1
Esrrg,Uqcrc2,2.6902629810571152e-18,-1
Top2a,Pold3,3.0650776427966923e-18,1
Ncor2,Tsc2,3.2143288795330304e-18,-1
Rfc1,Nop58,3.2550544436855033e-18,-1
Ctnnb1,Sfxn2,3.3998532026053304e-18,1
Rbmxl1,Eif3i,3.8525120531408534e-18,-1
Irf7,Naip2,4.616223748337101e-18,-1
Nfkb1,Kcnn4,4.987908427800638e-18,-1
Atf3,Cxcl2,5.304554400189459e-18,-1
Aebp1,Casp12,5.485182928204805e-18,1
Set,Pwp1,7.097386885871081e-18,-1
Zbtb16,Cp,7.428377459771127e-18,1
Stat3,Snrpa1,8.622892475975865e-18,-1
Mafb,Atp1b3,9.756767303788684e-18,-1
Sarnp,Smarce1,9.973202367477514e-18,-1
Gtf2e2,Cdca8,1.0045252693598787e-17,-1
Cebpa,Csf1r,1.0780352588372423e-17,-1
Ifi204,Igsf6,1.2301855261942596e-17,-1
Suz12,Prpf40a,1.483046592676053e-17,-1
Ssrp1,Tcp1,1.6391787440929496e-17,-1
Gtf2e2,Ccnb1,2.1279953339365407e-17,-1
Gtf2e2,Aurka,2.1437734805710043e-17,-1
Irf1,Sp100,2.1958158115676242e-17,-1
Sp100,Irf1,2.1958158115704943e-17,-1
Cebpa,Cct5,2.3692169023904648e-17,1
Nr2f6,Sdc2,3.4252357529546695e-17,-1
Stat3,Gins1,3.5626379488409797e-17,-1
Nfix,Mettl7a1,4.2559897473374424e-17,1
Nfe2l1,Apbb1,4.621249906254074e-17,1
Med6,Lsm5,5.3302490971383086e-17,-1
Gtf2e2,Uhrf1,5.571375794837322e-17,-1
Uhrf1,Gtf2e2,5.571375794838458e-17,-1
Aebp1,Serpinf1,6.49757601423325e-17,1
Hdac2,Nr1h3,6.61852248482647e-17,-1
Nr1h3,Hdac2,6.61852248483895e-17,-1
Cebpa,Hp,7.076112708989427e-17,1
Ifi204,Msr1,7.463286239219403e-17,-1
Irf9,H2-K1,7.667396920637033e-17,-1
Rorc,Rgs19,8.223410955508927e-17,-1
Smarce1,Cdk4,8.7696158403018e-17,-1
Gtf2e2,Prim1,9.132311791974534e-17,-1
Uhrf1,Gins1,9.229651918206513e-17,-1
Cdc5l,Dnttip2,1.0704149048954949e-16,-1
Msl3,Znfx1,1.181614688150581e-16,-1
Cebpa,Ccl6,1.2932921285857235e-16,-1
Sox18,Pdzd2,1.322849937049231e-16,-1
Gtf2f2,Polr1e,1.32632893515288e-16,-1
Kdm1a,Pxmp4,1.4750481065336266e-16,-1
Aebp1,Ptgis,1.9038904007695636e-16,-1
Hmg20b,Nosip,1.9740382635467195e-16,-1
Smarce1,Rbmxl1,2.0829794610508012e-16,-1
Rbmxl1,Smarce1,2.0829794610509856e-16,-1
Tcea3,Acaa2,2.307406978228317e-16,-1
Zfp110,Cox8a,2.5544414748519654e-16,-1
Gtf2e2,Ndc80,3.081955721643995e-16,-1
Pcna,Haus3,3.541847379073956e-16,-1
Msl3,Rpf2,4.0334054833441763e-16,-1
Prrx2,Foxc2,4.167603421415241e-16,-1
Foxc2,Prrx2,4.1676034214156205e-16,-1
Tbx2,Icam2,4.788234864326212e-16,-1
Smarce1,Zdhhc16,5.076065642226564e-16,-1
Prrx1,Pcolce,5.256349212703754e-16,-1
Cdc5l,Ddx46,5.327578268644849e-16,-1
Carm1,Trim28,5.745170906296928e-16,-1
Med6,Eef1e1,6.149734637545441e-16,-1
Irf7,Nat2,6.535024405642837e-16,-1
Smarce1,Cct2,7.009786403894357e-16,-1
Nfatc4,Olfml3,7.031365845174181e-16,-1
Zfp120,Tram1,7.84818122493686e-16,-1
Npm1,Ranbp1,7.88622972789936e-16,-1
Mef2a,Bnip3l,8.052998024439844e-16,-1
Zfx,Plaa,8.10766264186607e-16,-1
Gtf2e2,Cenph,9.221439887128311e-16,-1
Med6,Cenph,9.473108878271856e-16,-1
Sox18,Egflam,9.544922447380933e-16,-1
Irf9,Nat2,9.742244696308573e-16,-1
Med6,Ddx18,1.0183915489837303e-15,-1
Sox18,Lmcd1,1.1038262545856604e-15,-1
Dnmt1,H2afz,1.1123200099907755e-15,-1
Top2a,Ggcx,1.2505423248511469e-15,-1
Tbx2,Homer3,1.3892246913186225e-15,-1
Trim30a,H2-K1,1.4431811258250804e-15,-1
Hmgb2,Eri1,2.0262779461758266e-15,-1
Sox7,Lmcd1,2.0293620658742377e-15,-1
Hmg20b,Irf7,2.6642449564129366e-15,1
Sox17,Icam2,3.0262424089509282e-15,-1
Ctnnb1,Laptm4a,3.0707375216713635e-15,1
Tead2,Vim,3.081123365084273e-15,-1
Arnt,Cebpa,3.2262014663166688e-15,-1
Smarce1,Npm1,3.463402897183999e-15,-1
Npm1,Smarce1,3.463402897183999e-15,-1
Gtf2e2,Tacc3,3.515293379254307e-15,-1
Cebpa,Lrg1,3.731193754902803e-15,1
Taf8,Stoml1,3.887865412136604e-15,-1
Hdac2,Ssrp1,3.917882162814476e-15,-1
Rxrg,Casq1,4.012091319737781e-15,-1
Glis2,Oaz2,4.603346478407211e-15,1
Kdm1a,Nasp,5.0016871664417466e-15,-1
Tmpo,Zdhhc16,5.114132441947313e-15,-1
Mybl2,Orc6,5.721969342729801e-15,-1
Uhrf1,Bzw2,6.6089215028578094e-15,-1
Spata24,Myef2,6.6495633157900995e-15,-1
Nr0b2,Abcc1,6.899894605800921e-15,-1
Stat3,Ccne2,7.460099148439213e-15,-1
Prrx2,Fzd2,8.038642268317646e-15,-1
Stat3,Gmnn,8.719281242839763e-15,-1
Topors,Prpf40a,9.448858905853135e-15,-1
Thoc1,Pold3,1.0678537165696161e-14,-1
Mybl2,Ppil1,1.081783948103677e-14,-1
Sphk1,Pdia5,1.1109928746154255e-14,-1
Prrx1,Col5a1,1.1340796657105864e-14,-1
Meis3,Ano8,1.1411994849955446e-14,-1
Nr3c2,Limd2,1.1614618729646367e-14,-1
Sarnp,Mgrn1,1.2934162993191764e-14,-1
Nfatc4,Tmem119,1.6111559635833922e-14,-1
Cebpa,C1ra,1.7258703038919984e-14,1
Runx3,Tacc2,1.762227784041552e-14,-1
Nolc1,Snrpg,1.8289804401596393e-14,-1
Drap1,Ncor2,2.080837490463822e-14,-1
Ncor2,Drap1,2.080837490463822e-14,-1
Rfc1,Myo18a,2.1235190013771603e-14,-1
Mybl2,Nop56,2.1869063562479106e-14,-1
Zc3h8,Taf1a,2.2255308573842688e-14,-1
Yap1,Dock1,2.241227587574165e-14,-1
Pnn,Srsf10,2.2572441420849083e-14,-1
Mybl2,Kifc5b,2.702162555222331e-14,-1
Med6,Rad51ap1,2.703958262499073e-14,-1
Topors,Hnrnpu,2.983437192540449e-14,-1
Stat3,Wdr36,3.0245537267743366e-14,-1
Mbd3,Znhit2,3.090260434424934e-14,-1
Msl3,Cct5,3.5116727393030555e-14,-1
Ezh2,Pold3,3.6479546486037896e-14,1
Yap1,Ccdc88b,4.110607533499466e-14,-1
Taf13,Sbf1,4.128686192135882e-14,-1
Rorc,Ugp2,6.594823045388017e-14,-1
Pcna,Rpl7a,6.604505107099804e-14,-1
Cebpa,Pon3,7.523734065523636e-14,-1
Smad6,Dag1,8.026828413398637e-14,-1
Hdac2,Snrpe,8.170177353407563e-14,-1
Msl3,Glrx3,8.321652737842814e-14,-1
Hic1,Nfatc4,8.866692310701072e-14,-1
Nfatc4,Hic1,8.866692310701072e-14,-1
Men1,Cyhr1,8.921975155754556e-14,-1
Hdac2,Ska2,9.465919721481114e-14,-1
Pparg,Ccl6,9.730086229882929e-14,-1
Hlx,Dennd5a,1.0327473740721419e-13,-1
Klf9,Cp,1.0866036604675619e-13,1
Tfdp1,Ckap2,1.0912360319507877e-13,-1
Cebpa,C3,1.1183448390195917e-13,1
Rxrg,Tmem182,1.1558497505388338e-13,-1
Rfc1,Lrwd1,1.1672404427233055e-13,-1
Cebpa,Psip1,1.214609790629395e-13,1
Usf2,Abca2,1.2852648051026301e-13,-1
Ddx41,Amigo1,1.3075150067800707e-13,-1
Hdac2,Cct7,1.3195397655517895e-13,-1
Rxrg,Asb2,1.5885785936204826e-13,-1
Rbbp8,Gmnn,1.6014782960932483e-13,-1
Med6,Trip13,1.778758981448746e-13,-1
