source,target,p-value,model
Zfp217,Myd88,1.1193826689240466e-21,-1
Rbbp5,Rnaseh1,1.5158489411695793e-21,-1
Smyd1,Idh3a,3.3481485258963016e-21,-1
Psmc3ip,Mex3b,4.030177674915002e-20,-1
Ezh2,Rcc2,5.490183664701026e-20,-1
Tcea3,Ugp2,6.043924390299763e-20,-1
Psmc3ip,Nxt1,7.567765016624223e-20,-1
Arid5a,Dennd1c,1.4461469163545797e-19,-1
Nfatc1,Gpr65,1.5674411670314395e-19,-1
Hells,Rcc2,1.85284056946683e-19,-1
Snai2,Efs,2.4891307812179215e-19,-1
Ppargc1a,Atp5d,2.996728554493915e-19,1
Sod2,Iqsec2,3.302770642761296e-19,-1
Snai2,Wtip,4.2526083361658094e-19,-1
Arid5a,Il21r,5.537516541731803e-19,-1
Psmc3ip,Fignl1,6.545964980809123e-19,-1
Arid5a,Hcst,9.94530717305366e-19,-1
Ppargc1a,Ppargc1b,1.3143900419542709e-18,1
Arid5a,Treml2,2.3440086808520152e-18,-1
Irf9,Ifi47,2.7847428341666786e-18,-1
Nr1d1,Trp53inp2,3.3665577500467135e-18,-1
Nfatc1,Sash3,6.047009774125052e-18,-1
Ikzf1,Ncf4,6.4534652298257205e-18,-1
Zfx,AI314180,6.8071795125325256e-18,-1
Psmc3ip,Tacc3,7.122113820816733e-18,-1
Fli1,Fxyd5,7.58468441061715e-18,-1
Runx3,Sla,8.634898832498059e-18,-1
Snai2,Sfrp2,9.208170546476228e-18,-1
Rbbp5,Elp2,1.0551759629807424e-17,-1
Hlf,Fn3k,1.132996155748561e-17,-1
Nfatc1,Cd47,2.927647472485746e-17,-1
Nr1d1,Mcm4,4.246865517781018e-17,-1
Runx3,Fgd3,7.084361874120658e-17,-1
Runx3,Nckap1,1.1712964145732202e-16,-1
Sod2,Ndufs1,1.671875487119087e-16,-1
Nr1d1,Prim1,1.8881464449923892e-16,-1
Smyd1,Ndufa10,2.0912134220339423e-16,-1
Zfp217,Samd9l,3.996001292288965e-16,-1
Ppargc1a,Cyc1,4.1821122278626675e-16,1
Ikzf1,Fermt3,6.215412682091247e-16,-1
Zfp768,Mtfp1,8.798783373747159e-16,-1
Clock,Nckap5l,1.1636671215947091e-15,-1
Dnajc2,Nup155,1.518703099900911e-15,-1
Snai2,Islr,2.097715873288294e-15,-1
Snai2,Rcn3,2.134033225452271e-15,-1
Rxrg,Ndufab1,2.3674225739389825e-15,-1
Psmc3ip,Nup107,2.4703636151655104e-15,-1
Runx3,Ccdc88b,2.6726018069927906e-15,-1
Nfatc1,Cd53,2.9077915756517442e-15,-1
Sp100,Cd47,3.720733286091219e-15,-1
Bcl6b,Pcdh12,6.653885828880478e-15,-1
Scx,Calhm2,9.770345601114946e-15,-1
Tcf3,Fau,9.856960855025971e-15,1
Zfp217,Birc3,2.3946794956107998e-14,-1
Rnf6,Efr3a,2.7326771313559944e-14,-1
Sod2,Ndufab1,2.998928261566387e-14,-1
Tcf3,Ppp6r1,3.2063916932411205e-14,-1
Nfatc1,Abcg3,3.281000229641758e-14,-1
Arid5a,Rasal3,3.6671083687995065e-14,-1
Psmc3ip,Anp32b,4.219784318736951e-14,-1
Nfatc1,Nckap1l,4.6186075519655794e-14,-1
Dnajc2,Haus3,6.103369558030026e-14,-1
Ppargc1a,Ndufa9,6.93108104689979e-14,1
Esrrg,Atp5a1,8.81852073665035e-14,1
Creb3l1,Thbs4,9.290833989033557e-14,-1
Ppargc1a,Chchd3,1.0371957635824702e-13,1
Arid5a,Apbb1ip,1.2200135228011943e-13,-1
Ppargc1a,Cdk9,1.7305602988164316e-13,1
Ppargc1a,Cox5b,1.7676466900772877e-13,1
Hells,4930579G24Rik,1.7747160974152613e-13,-1
Nr4a1,Dusp1,2.1722547936375614e-13,-1
Zfp281,Aco2,2.9914356839747673e-13,-1
Nfatc1,Cd48,3.462798412833507e-13,-1
Psmc3ip,Impdh2,3.695568486660377e-13,-1
Dnajc2,Gins1,3.7366750349011207e-13,-1
Zfpm1,Slc47a1,4.089273296195141e-13,-1
Runx3,Itgb7,4.997157761288309e-13,-1
Dnajc2,Wdr43,6.525429649703362e-13,-1
Mybl2,Cks1b,7.357883204678326e-13,-1
Sp1,Mcmbp,8.749166039997161e-13,-1
Dnajc2,Nup43,8.800337405837163e-13,-1
Nr1d1,Srsf3,9.573136070730305e-13,-1
Psmc3ip,Mcm7,9.759355803995722e-13,-1
Psmc3ip,Ssrp1,9.903147860248918e-13,-1
Nr1d1,Dnmt1,1.0839154704844143e-12,-1
Esrrg,Cyc1,1.0983448813051078e-12,1
Zbtb16,Sorbs1,1.1252535376640836e-12,1
Tgif1,Nubp1,1.3336724349850907e-12,-1
Snai2,Wisp1,1.414854865787472e-12,-1
Nfatc1,Was,1.5468987076097646e-12,-1
Ppargc1a,Usmg5,1.6523663760011378e-12,1
Dnajc2,Psma5,2.0605359811716827e-12,-1
Ppargc1a,Mkks,2.4584289123264413e-12,1
Trim27,Impdh2,2.7525885183550667e-12,-1
Ppargc1a,Mtfp1,3.2773776748747667e-12,1
Psmc3ip,Nup205,3.69463928265593e-12,-1
Psmc3ip,Gemin6,4.359850060848538e-12,-1
Heyl,Lama2,4.529778176834545e-12,-1
Snai2,Col8a2,4.936339422615417e-12,-1
Ppargc1a,Usp2,6.201112485304314e-12,1
Ppargc1a,Ndufa8,6.556140133039592e-12,1
Ikzf1,Pik3cg,8.707193815893463e-12,-1
Pcna,Cks1b,8.957939341758502e-12,-1
Ppargc1a,Rnaseh1,9.763396864534087e-12,1
Nfatc1,AI662270,9.95127037391225e-12,-1
Nr1d1,Mad2l1,1.000247298952823e-11,-1
Esrrg,Ndufa8,1.7070682204808593e-11,1
Ppargc1a,Endog,2.059205486104781e-11,1
Zfp217,Krt8,2.7766410933160033e-11,1
Egr2,Dusp1,3.233925797810827e-11,-1
Ppargc1a,Ndufv3,3.3756785720247466e-11,1
Nfatc1,Lcp2,3.6007063763493306e-11,-1
Ppargc1a,Anp32b,3.71966112583449e-11,1
Ankrd1,Rcan2,3.728361199513019e-11,-1
Trim27,Ran,4.1081521284880913e-11,-1
Trim27,Dnajc9,4.237431794127907e-11,-1
Esrrg,Mtfp1,5.172943998074726e-11,1
Ppargc1a,Ndufb5,5.42147140171118e-11,1
Nr1d1,Pdk2,5.875095286127495e-11,-1
Ppargc1a,Rcc2,5.918346583396966e-11,1
Nr1d1,Dcp2,6.090483116436696e-11,-1
Ppargc1a,Sdhb,6.958429717146836e-11,1
Nfib,Pxdn,7.345295456617557e-11,-1
Klf16,Cdk9,7.564370574999808e-11,-1
Ppargc1a,Aco2,7.614814972696141e-11,1
Ppargc1a,Atp5g1,7.871039885889314e-11,1
Taf1b,Dnajb6,8.111096071139875e-11,-1
Dnajb6,Taf1b,8.111096071139875e-11,-1
Trim28,Fam53c,9.133837061474773e-11,1
Batf,Arid5a,1.1477022448410017e-10,-1
Arid5a,Batf,1.1477022448410174e-10,-1
Ctnnb1,Vps35,1.1772807117443512e-10,-1
Psmc3ip,Nup37,1.303678743514449e-10,-1
Ppargc1a,Acadvl,1.344903848287769e-10,1
Nfatc1,Trpv2,1.3819920718441709e-10,-1
Psmc3ip,Med30,1.448646484741228e-10,-1
Srrt,Ctbp1,1.4621498032193604e-10,1
Nr3c2,AA467197,1.519747566559648e-10,-1
Ppargc1a,Nr3c2,1.6964458868115362e-10,-1
Nr3c2,Ppargc1a,1.6964458868115494e-10,-1
Ppargc1a,Ndufs7,1.869317873891757e-10,1
Psmc3ip,Cdk4,2.1985394797048938e-10,-1
Nr1d1,Npm1,2.438753180856596e-10,-1
Ppargc1a,Fahd1,2.615132682667495e-10,1
Srrt,U2af2,2.622208999716619e-10,1
Trim27,Hirip3,2.8963103137956836e-10,-1
Nfatc1,Arhgap25,2.990549820325023e-10,-1
Srrt,Poldip3,3.1204899861545683e-10,1
Ppargc1a,Atp5a1,3.1428107121083906e-10,1
Nfkb1,Ifi47,3.1997024099855115e-10,-1
Nfatc4,Cisd1,3.205057131320054e-10,-1
Psmc3ip,Bub1b,3.417967820114587e-10,-1
Ppargc1a,Srsf9,3.444501537613616e-10,1
E2f1,Srsf9,3.499832635398253e-10,1
Ppargc1a,Ndufv1,3.725446192738355e-10,1
Nfatc1,Pik3cg,4.298953041048125e-10,-1
Mafb,Dynll1,4.388004532413417e-10,-1
Scx,Gm13111,4.970941423664334e-10,-1
Psmc3ip,Rpa2,5.087964015369832e-10,-1
Psmc3ip,Ezh2,6.586660710640289e-10,-1
Esrrg,Nkiras1,6.982188869662152e-10,1
Nr1d1,Snrpe,7.11018231475052e-10,-1
Gata4,Slc47a1,7.371906929915964e-10,-1
Ruvbl2,Eif3b,7.41776469134016e-10,-1
Sox4,Bola3,7.839465131507494e-10,1
Nfatc1,Ncf4,7.94620463062453e-10,-1
Sox7,Shank3,8.143488811416021e-10,-1
Nr1d1,Xpo1,8.313691221822037e-10,-1
Nfatc1,Fermt3,9.144475672072011e-10,-1
Ppargc1a,Uqcrfs1,1.1252869454451306e-09,1
Zfp217,Gsn,1.1587180836306118e-09,-1
Arid5a,Ikzf1,1.1703786975797854e-09,-1
Snai2,Cald1,1.180897781848736e-09,-1
Rxrg,Ndufs1,1.334730324164132e-09,-1
Psmc3ip,Ncaph,1.382593172912438e-09,-1
Ppargc1a,Acot13,1.7269087032856962e-09,1
Meox1,Tns1,1.753059136730332e-09,-1
Snai2,Tbc1d2b,1.8526554155023228e-09,-1
Ctnnb1,Rab18,1.8647723256622858e-09,-1
Zfp217,Morc3,1.9216627468045585e-09,-1
Tbx2,Shank3,1.9411200273233485e-09,-1
Tmf1,Erlec1,2.046553642906143e-09,-1
Psmc3ip,Cdca2,2.074692730323454e-09,-1
Psmc3ip,Prim1,2.2434290042956313e-09,-1
Psmc3ip,Cdca8,2.259698467162675e-09,-1
Srrt,S100a1,2.324378967879809e-09,-1
Ppargc1a,Npm1,2.3380527801915827e-09,1
Thoc1,Nup153,2.427131051971479e-09,1
Ptges2,Cox5b,2.6143356109018105e-09,-1
Nfatc1,Cytip,2.7855138377286216e-09,-1
Nfatc1,Dock10,2.9548518421443614e-09,-1
Dnajc2,Taf1d,3.0435857586438613e-09,-1
Psmc3ip,Uhrf1,3.2698482313283404e-09,-1
Ppargc1a,Nkiras1,3.2752549832735847e-09,1
Ppargc1a,Suclg1,3.970927302319872e-09,1
Sarnp,Aggf1,4.111608741305061e-09,1
Psmc3ip,Nup62,4.231261452182092e-09,-1
Psmc3ip,Pold1,4.264419980650368e-09,-1
Psmc3ip,Cdc45,4.500039201916017e-09,-1
Arid5a,Rac2,4.553978751328395e-09,-1
Ppargc1a,Tmem25,4.6957592729316135e-09,1
Esrrg,Sdhb,4.783964332553608e-09,1
Ruvbl2,Nup35,5.148461057913523e-09,-1
Ppargc1a,Cycs,5.293507840971633e-09,1
Egr2,Ccrl2,5.381665594792785e-09,-1
Nfatc1,Cd84,5.614544696743166e-09,-1
Ppargc1a,Dlat,5.731628951373483e-09,1
Psmc3ip,Kif22,5.769080312209949e-09,-1
Psmc3ip,Plk4,7.712696461946383e-09,-1
Snai2,Pkd2,8.064795839770558e-09,-1
Psmc3ip,Pcna,9.065022477505046e-09,-1
Ppara,Agtr1a,9.66877990516873e-09,-1
Csrnp1,Idh1,9.840261854747907e-09,-1
Psmc3ip,Asf1b,1.0011513300552308e-08,-1
Lmo4,Nkiras1,1.0079820971650794e-08,-1
Ppargc1a,Stard4,1.0149986670036045e-08,1
Esrrg,Tmem25,1.0242229191316918e-08,1
Dnajc2,Nup62,1.0340503019447994e-08,-1
Psmc3ip,Dis3,1.0477338763310537e-08,-1
Cry2,Msl3l2,1.0606396070677112e-08,-1
Dnajc2,Ddx39,1.1201370473385556e-08,-1
Sp1,Elf1,1.167843018142873e-08,-1
Nr1d1,Rfc2,1.1887371942122224e-08,-1
Runx3,Vav1,1.2223063336359478e-08,-1
Hic1,Myl9,1.2304021111432757e-08,-1
Srrt,Ptov1,1.2335536678357948e-08,1
Ppargc1a,Tmem246,1.3274632835560721e-08,1
Sod2,Gfm1,1.486207932596533e-08,-1
Nfyb,Ski,1.5072802301985965e-08,-1
Rbbp8,Cdkn3,1.6352588813458416e-08,-1
Creb3l2,Mcfd2,1.6403186266864713e-08,-1
Stat1,Ifi47,1.6814151748452238e-08,-1
Psmc3ip,Dsn1,1.7092529916823815e-08,-1
Esrrg,Uqcrfs1,1.739319602872634e-08,1
Ikzf1,Cd48,1.801620876257526e-08,-1
Sarnp,Tbc1d22a,1.836242970788945e-08,1
Psmc3ip,Kif2c,1.8858876173592825e-08,-1
Psmc3ip,Hells,1.9235492171151806e-08,-1
Irx1,Timp3,2.1053920139034783e-08,-1
Ppara,Oplah,2.2329638134877496e-08,-1
Srrt,Tspyl2,2.268613198226891e-08,1
Runx3,Arhgap4,2.2772153942467547e-08,-1
Psmc3ip,Aurka,2.342224921495515e-08,-1
Nr1d1,Cacybp,2.410817228383349e-08,-1
Psmc3ip,Ccnb1,2.4185196466928938e-08,-1
Dnajc2,Rfc4,2.4759207320902846e-08,-1
Psmc3ip,Ndc80,2.7649378585513298e-08,-1
Snai2,Gpx7,2.8308300256744684e-08,-1
Pml,Zfp217,2.8748482660850674e-08,-1
Nr1d1,Vrk1,2.9869290543022255e-08,-1
Prrx2,Vasn,3.0518739583441935e-08,-1
Psmc3ip,Orc6,3.513843219344737e-08,-1
Ppargc1a,Mgst3,3.530034375681841e-08,-1
Nr1d1,Srsf7,3.6162629675723924e-08,-1
Snai2,Dnm3os,3.792274969540086e-08,-1
Scx,Tmeff1,3.819459887065026e-08,-1
Trim27,Nup107,3.832473408457691e-08,-1
Npm1,Cks1b,3.9239418537375495e-08,-1
Ikzf1,Nckap1l,4.1013574008317965e-08,-1
Nr1d1,Ran,4.202819602343722e-08,-1
Nr3c2,Zdhhc13,4.2630556498205235e-08,-1
Psmc3ip,Cdca5,4.475441488049747e-08,-1
Runx3,Coro1a,4.52040588557212e-08,-1
Sp1,Prpf38b,4.7875118381818446e-08,-1
Dnajc2,Mtf2,5.849576542674818e-08,-1
Psmc3ip,Trip13,6.995366653792051e-08,-1
Meox1,Kcne4,7.304286893980459e-08,-1
Srrt,Ugp2,7.466986892293854e-08,1
Ppargc1a,Ppara,7.5780626740505e-08,1
Dnajc2,Dkc1,7.621186467205725e-08,-1
Psmc3ip,Nusap1,7.63204315294155e-08,-1
Psmc3ip,Pbk,7.688975707240897e-08,-1
Psmc3ip,Stmn1,8.226859717023449e-08,-1
Nr1d1,Apex1,8.84835653721904e-08,-1
Psmc3ip,Lrwd1,9.004218988956458e-08,-1
Gabpa,Cacul1,9.033164841838607e-08,-1
Nr1d1,Rbmxl1,9.356342823813878e-08,-1
Nr1d1,Sfpq,9.356354803738171e-08,-1
Nr1d1,Tipin,9.45976102897918e-08,-1
Ppargc1a,Ceacam1,9.595367981416632e-08,-1
Hic1,Lgals1,9.925899547694548e-08,-1
Dnajc2,Rrp15,9.948291022147767e-08,-1
Chd4,2610507B11Rik,1.0067540475377788e-07,-1
Sox9,Uqcrfs1,1.0609976179851091e-07,-1
Prdx5,Anapc5,1.0711938299284897e-07,-1
Akna,Nfatc1,1.0773927073782778e-07,-1
Nfatc1,Akna,1.0773927073782778e-07,-1
Camta2,Exosc3,1.1050508056568366e-07,-1
Phb,Mrps7,1.1518833503307238e-07,-1
Uhrf1,4930579G24Rik,1.1549997893997421e-07,-1
Rbbp5,Tada2a,1.2315077302116885e-07,-1
Tada2a,Rbbp5,1.2315077302116885e-07,-1
Nr1d1,Cks1b,1.233520983758071e-07,-1
Psmc3ip,Gins2,1.2587911415604128e-07,-1
Psmc3ip,Cdc6,1.3959900052467453e-07,-1
Snai2,Ufsp1,1.4268253370233974e-07,-1
Esrrg,Aco2,1.4380023081722212e-07,1
Psmc3ip,Bms1,1.4558252753316088e-07,-1
Ppara,Fgf1,1.490380457319012e-07,1
Ppargc1a,Ndufb10,1.4925333637012303e-07,1
Snai2,Mmp11,1.5338523055567196e-07,-1
Vps72,Tcf3,1.5415574174078138e-07,-1
Tcf3,Vps72,1.5415574174078847e-07,-1
Ppargc1a,Idh3a,1.6006120147836126e-07,1
Psmc3ip,Rad51ap1,1.6565379180797265e-07,-1
Esrrg,Acot13,1.7284655400629738e-07,1
Foxn2,Socs4,1.7882439249770593e-07,-1
Nfib,Aldh1a1,1.8087989348845002e-07,-1
Esrrg,Suclg1,1.8756029747404187e-07,1
Ppargc1a,Me3,1.962784072915834e-07,1
Esrrg,Atp5g3,1.997095586079281e-07,1
Deaf1,Nomo1,2.114167439066122e-07,1
Ppargc1a,Mcm3,2.121695675326474e-07,1
Ilf2,Morc2a,2.1359684513206874e-07,1
Psmc3ip,Mcm4,2.2898502035725671e-07,-1
Nr1d1,Cct5,2.2916901729751647e-07,-1
Ppargc1a,Pcna,2.3092409437276912e-07,1
Ppargc1a,Atad2,2.373596709690712e-07,1
Dnajc2,Snrpa1,2.4170724918896864e-07,-1
Ppargc1a,Plk4,2.6690915881294195e-07,1
Nfatc1,Spats2,2.757830332430531e-07,-1
Ppargc1a,Ogdh,2.783726834921143e-07,1
Psmc3ip,Cenph,2.8697195081793897e-07,-1
Phf5a,Cenpq,2.9360089301310227e-07,-1
Psmc3ip,Tpx2,2.9498402440999756e-07,-1
Sox18,Ptprm,3.1921934303734237e-07,-1
Arid5a,Arhgap9,3.596872400465726e-07,-1
Ppargc1a,Mdh1,3.618146415618194e-07,1
Nr3c2,Lnx1,3.678511769862905e-07,-1
Esrrg,Slc8a1,3.6986079186753534e-07,1
Nfatc1,Pstpip1,3.7931450200131523e-07,-1
Gabpa,AI314180,3.9295597515079e-07,1
Deaf1,Tnfaip2,3.9297547185006596e-07,1
Nr1d1,Rnaseh2b,4.0291731924972943e-07,-1
Psmc3ip,Zwilch,4.2752499442913994e-07,-1
Psmc3ip,Hirip3,4.3476517934497667e-07,-1
Dnmt1,Rfc2,4.3775164371418e-07,-1
Smarcc1,Abcf1,4.510983786435938e-07,-1
Smyd1,Gfm1,4.5570314574542633e-07,-1
Nr1d1,Eml4,4.633255806750974e-07,-1
Psmc3ip,Zmynd19,4.769514257642015e-07,-1
Ppargc1a,Ndufs3,5.050973038713703e-07,1
Nr1d1,H2afz,5.137535215171115e-07,-1
Sarnp,Psma2,5.357048011527934e-07,-1
Nfatc1,Psd4,5.425668501986407e-07,-1
Psmc3ip,Espl1,5.447974920279083e-07,-1
Nolc1,Rsl1d1,5.490368448967044e-07,1
Zeb1,Vasn,5.612217817433149e-07,-1
Trim27,Wdr43,5.896739410227277e-07,-1
Zfp110,Tox4,6.444211741327722e-07,-1
Psmc3ip,Cdc20,6.862578165748019e-07,-1
Safb,Snd1,6.898466201893244e-07,-1
Zbtb16,Adcy9,6.981334160173259e-07,-1
Tead3,Smad3,6.991901843047865e-07,-1
Smad3,Tead3,6.991901843057076e-07,-1
Trim27,Xpo1,7.244968150732494e-07,-1
Ppargc1a,Uqcrb,7.281056519588034e-07,1
Runx3,Cd72,7.303335503419407e-07,-1
Runx3,Il10ra,7.568877878177272e-07,-1
Psmc3ip,Spag5,7.602558573456849e-07,-1
Psmc3ip,Prc1,7.636118830340778e-07,-1
Cry2,Apaf1,7.668632329842306e-07,-1
Nfatc1,Klhl6,7.761762826711824e-07,-1
Psmc3ip,Cenpe,7.826776771750869e-07,-1
Tmf1,Golga5,8.536988549305382e-07,1
Nfatc1,Ms4a6b,8.550655171185745e-07,-1
Heyl,Esam,8.744999767055169e-07,1
Ppara,Gstk1,9.421019422500367e-07,1
Rarg,Crip2,9.448476640897406e-07,1
Snai2,Ccdc102a,9.771241454168247e-07,-1
Psmc3ip,Cenpn,9.812634148296684e-07,-1
Zfp217,Desi1,9.972226933865966e-07,-1
Set,Eef1e1,1.1003742165737544e-06,-1
Nr1d1,Dis3,1.1304477179489134e-06,-1
Nr1d1,Syce2,1.1510216077772628e-06,-1
Dnajc2,Gnl3,1.1544742348831454e-06,-1
Hic1,Bgn,1.273875040153862e-06,-1
Uhrf1,Rcc2,1.3530584650774917e-06,-1
Ets1,Gimap6,1.3543372599055994e-06,-1
Pcna,4930579G24Rik,1.3656951050678035e-06,-1
Gata2,Npr3,1.459901792827849e-06,-1
Ppargc1a,Ndufa10,1.5218279700694006e-06,1
Ddx1,Nme1,1.5380660595146858e-06,-1
Psmc3ip,Atad2,1.5417948729041457e-06,-1
Thra,Nup50,1.6398643878968125e-06,1
Ilf3,Trim27,1.7267148435259322e-06,-1
Trim27,Ilf3,1.7267148435259362e-06,-1
Heyl,Ramp2,1.7985615787228325e-06,-1
Csrnp1,Treml2,1.8127492107474708e-06,-1
Cggbp1,Stk4,1.8457752656326103e-06,-1
Tbx2,Bcam,1.8795892001094326e-06,-1
Psmc3ip,Tipin,1.894226165023373e-06,-1
Thoc1,Dnajc2,1.909555286992472e-06,-1
Zfp217,Cars,1.963245430903771e-06,1
Smyd1,Cox7a1,2.031973509637539e-06,-1
Psmc3ip,Tcp1,2.03294035592668e-06,-1
Ppargc1a,Pde4dip,2.05947145701415e-06,1
Psmc3ip,Mad2l1,2.0660708343403547e-06,-1
Ppara,Endog,2.128159281541111e-06,1
Esrrg,Nras,2.1372103720687083e-06,-1
Psmc3ip,Top2a,2.1580678225259576e-06,-1
Ezh2,4930579G24Rik,2.161937591099836e-06,-1
Esrrg,Uqcrc2,2.186018692092433e-06,1
Klf9,Cisd1,2.2461317485083455e-06,1
Runx3,Bcar1,2.47608367009524e-06,-1
Nr1d1,Cbx1,2.480282885645466e-06,-1
Psmc3ip,Dnajc9,2.5202716276312673e-06,-1
Psmc3ip,Clspn,2.5525103497459767e-06,-1
Sod2,Cycs,2.717950446170099e-06,-1
Set,Rsl1d1,2.886173390290004e-06,1
Ppargc1a,Cdca4,2.898678734031868e-06,1
Psmc3ip,Ttk,3.0034728233855083e-06,-1
Klf9,Prkaa2,3.1602818684832263e-06,1
Runx3,Arhgap30,3.3434027607337625e-06,-1
Etv3,Aftph,3.4490159276703074e-06,-1
Psmc3ip,Rfc4,3.486769219583709e-06,-1
Ppargc1a,Cisd1,3.523877348284036e-06,1
Nr1d1,Uba2,3.627803470330566e-06,-1
Psmc3ip,Eif3g,3.6425611910869738e-06,-1
Sox7,C1qtnf7,3.666401687097893e-06,-1
Gata4,Khk,3.6784542575068764e-06,-1
Nfatc1,Selplg,3.875511615741944e-06,-1
Ppargc1a,Ndufa5,3.967808090297866e-06,1
Srrt,Mavs,3.9697970093535026e-06,-1
Cc2d1a,Slc4a2,4.0290152778585544e-06,-1
Psmc3ip,Cct2,4.194048044901663e-06,-1
Snai2,Fbn2,4.239264687051556e-06,-1
Ets1,Tgfbr2,4.263911307651933e-06,-1
Heyl,Aplnr,4.303464667128571e-06,-1
Nfatc1,Hcls1,4.37719588429735e-06,-1
Rbmxl1,Psmc3ip,4.4772568977480005e-06,-1
Hic1,Fam198b,4.6176205459398245e-06,-1
Psmc3ip,Gins1,4.731513495812826e-06,-1
Nfatc1,Dock2,5.021913027390401e-06,-1
Ppargc1a,Uqcrc2,5.085359326705198e-06,1
Mbd3,Men1,5.173985155422069e-06,-1
Men1,Mbd3,5.1739851554234135e-06,-1
Snai2,Cpxm1,5.195089759190746e-06,-1
Elk3,Notch3,5.275636128870877e-06,-1
Runx3,Tsc22d1,5.365808342010457e-06,-1
Nfatc1,Coro1a,5.393083400581772e-06,-1
Esrrg,Ndufa5,5.5491478749723885e-06,1
Snai2,Mdfic,5.551811025105302e-06,-1
Rbbp5,Noc2l,5.636358133340149e-06,-1
Sod2,Pdhb,5.677620418332694e-06,-1
Ikzf1,Cd37,5.721542670234905e-06,-1
Cry2,Btnl9,5.852969960075051e-06,-1
Ppargc1a,Pdk2,5.981019455146229e-06,1
Dnajc2,Nup37,6.040317501853853e-06,-1
Rbmxl1,Nap1l1,6.342090015157433e-06,-1
Dnajc2,Nop58,6.509408939039386e-06,-1
Psmc3ip,Kif20a,6.557694676988758e-06,-1
Nfatc1,Samhd1,6.561037861823356e-06,-1
Phb,Ptges2,6.801827505805722e-06,1
Ptges2,Phb,6.801827505805722e-06,1
Esrrg,Uqcrb,6.958669514708784e-06,1
Snai2,Sgce,6.992902281711956e-06,-1
Ppargc1a,Acat1,7.046063637899867e-06,1
Psmc3ip,Snrpd2,7.30750890986022e-06,-1
Pus1,Supv3l1,7.3341863601439826e-06,-1
Ppargc1a,Apoo,7.840183786312169e-06,1
Trim27,Nup85,7.862792576721881e-06,-1
Nr1d1,Snrpa1,7.96130840344468e-06,-1
Esrrg,Mdh1,8.04059430197507e-06,1
Psmc3ip,Hat1,8.069914780010758e-06,-1
Psmc3ip,Dtymk,8.139580925155263e-06,-1
Esrrg,Ppargc1a,8.582170270034483e-06,1
Ppargc1a,Esrrg,8.582170270034483e-06,1
Sox4,Foxred1,8.598724160725386e-06,1
Gtf2b,S100a1,8.696122248332379e-06,-1
Trim28,Srrt,8.896318129560514e-06,1
Srrt,Trim28,8.896318129560544e-06,1
Tcf3,Add1,9.264256083075362e-06,-1
