0,1,2
948,Atp7b,Atp7b
949,Atp8b1,Atp8b1
950,Atp9a,Atp9a
951,Atpif1,Atpif1
952,Atrn,Atrn
953,Atrx,Atrx
954,Atxn10,Atxn10
955,Atxn7,Atxn7
956,Aup1,Aup1
957,Avl9,Avl9
958,Avpi1,Avpi1
959,Avpr1a,Avpr1a
960,Azgp1,Azgp1
961,B230118H07Rik,B230118H07Rik
962,B230219D22Rik,B230219D22Rik
963,B2m,B2m
964,B3galnt2,B3galnt2
965,B3galt1,B3galt1
966,B3gnt1,B3gnt1
967,B4galnt1,B4galnt1
968,B4galt1,B4galt1
969,B630005N14Rik,B630005N14Rik
970,B9d2,B9d2
971,BC002230,BC002230
972,BC003266,BC003266
973,BC003331,BC003331
974,BC006779,BC006779
975,BC017647,BC017647
976,BC018507,BC018507
977,BC021614,BC021614
978,BC023829,BC023829
979,BC024659,BC024659
980,BC025446,BC025446
981,BC030336,BC030336
982,BC048355,BC048355
983,BC048546,BC048546
984,BC056474,BC056474
985,BC088983,BC088983
986,BC089597,BC089597
987,Baat,Baat
988,Bace1,Bace1
989,Bag5,Bag5
990,Bag6,Bag6
991,Baiap2l1,Baiap2l1
992,Bak1,Bak1
993,Banf1,Banf1
994,Bap1,Bap1
995,Bbox1,Bbox1
996,Bcap29,Bcap29
997,Bcar1,Bcar1
998,Bcar3,Bcar3
999,Bcas2,Bcas2
1000,Bcas3,Bcas3
1001,Bccip,Bccip
1002,Bche,Bche
1003,Bckdha,Bckdha
1004,Bckdhb,Bckdhb
1005,Bcl10,Bcl10
1006,Bcl2l1,Bcl2l1
1007,Bcl7b,Bcl7b
1008,Bco2,Bco2
1009,Bdh1,Bdh1
1010,Bgn,Bgn
1011,Bhmt,Bhmt
1012,Bhmt2,Bhmt2
1013,Bicd2,Bicd2
1014,Bid,Bid
1015,Bin1,Bin1
1016,Birc2,Birc2
1017,Birc6,Birc6
1018,Blvrb,Blvrb
1019,Bmp1,Bmp1
1020,Bmpr1a,Bmpr1a
1021,Bms1,Bms1
1022,Bnip1,Bnip1
1023,Bnip2,Bnip2
1024,Bnip3l,Bnip3l
1025,Bod1,Bod1
1026,Bola1,Bola1
1027,Bola3,Bola3
1028,Bpnt1,Bpnt1
1029,Brap,Brap
1030,Brcc3,Brcc3
1031,Brd3,Brd3
1032,Brd9,Brd9
1033,Bre,Bre
1034,Bri3,Bri3
1035,Bri3bp,Bri3bp
1036,Brix1,Brix1
1037,Brpf3,Brpf3
1038,Bsg,Bsg
1039,Bst2,Bst2
1040,Btaf1,Btaf1
1041,Btbd1,Btbd1
1042,Btd,Btd
1043,Btf3,Btf3
1044,Btf3l4,Btf3l4
1045,Btg1,Btg1
1046,Btg2,Btg2
1047,Bub3,Bub3
1048,Bysl,Bysl
1049,Bzw1,Bzw1
1050,Bzw2,Bzw2
1051,C030006K11Rik,C030006K11Rik
1052,C030046E11Rik,C030046E11Rik
1053,C030046I01Rik,C030046I01Rik
1054,C1galt1,C1galt1
1055,C1qa,C1qa
1056,C1qb,C1qb
1057,C1qbp,C1qbp
1058,C1qc,C1qc
1059,C1ra,C1ra
1060,C1s,C1s
1061,C2,C2
1062,C2cd2,C2cd2
1063,C3,C3
1064,C330018D20Rik,C330018D20Rik
1065,C4b,C4b
1066,C4bp,C4bp
1067,C6,C6
1068,C77080,C77080
1069,C8a,C8a
1070,C8b,C8b
1071,C8g,C8g
1072,C9,C9
1073,Cab39l,Cab39l
1074,Cables2,Cables2
1075,Cacybp,Cacybp
1076,Cad,Cad
1077,Cadm1,Cadm1
1078,Cald1,Cald1
1079,Camk2n1,Camk2n1
1080,Caml,Caml
1081,Camsap2,Camsap2
1082,Camsap3,Camsap3
1083,Cand1,Cand1
1084,Cant1,Cant1
1085,Canx,Canx
1086,Capn1,Capn1
1087,Capn2,Capn2
1088,Capn7,Capn7
1089,Caprin1,Caprin1
1090,Capza1,Capza1
1091,Capzb,Capzb
1092,Car14,Car14
1093,Car3,Car3
1094,Car5a,Car5a
1095,Card6,Card6
1096,Cars,Cars
1097,Cars2,Cars2
1098,Casc3,Casc3
1099,Caskin2,Caskin2
1100,Casp6,Casp6
1101,Casp7,Casp7
1102,Casp8,Casp8
1103,Cast,Cast
1104,Cat,Cat
1105,Cblc,Cblc
1106,Cbll1,Cbll1
1107,Cbs,Cbs
1108,Cbwd1,Cbwd1
1109,Cbx1,Cbx1
1110,Cbx3,Cbx3
1111,Cbx5,Cbx5
1112,Ccar1,Ccar1
1113,Ccbl1,Ccbl1
1114,Ccbl2,Ccbl2
1115,Ccdc104,Ccdc104
1116,Ccdc109a,Ccdc109a
1117,Ccdc115,Ccdc115
1118,Ccdc127,Ccdc127
1119,Ccdc41,Ccdc41
1120,Ccdc43,Ccdc43
1121,Ccdc53,Ccdc53
1122,Ccdc55,Ccdc55
1123,Ccdc56,Ccdc56
1124,Ccdc58,Ccdc58
1125,Ccdc59,Ccdc59
1126,Ccdc86,Ccdc86
1127,Ccdc9,Ccdc9
1128,Ccdc90a,Ccdc90a
1129,Ccdc97,Ccdc97
1130,Ccl6,Ccl6
1131,Ccl9,Ccl9
1132,Ccnc,Ccnc
1133,Ccnd3,Ccnd3
1134,Ccnf,Ccnf
1135,Ccng2,Ccng2
1136,Ccnh,Ccnh
1137,Ccnl1,Ccnl1
1138,Cct2,Cct2
1139,Cct3,Cct3
1140,Cct4,Cct4
1141,Cct5,Cct5
1142,Cct6a,Cct6a
1143,Cct7,Cct7
1144,Cct8,Cct8
1145,Cd151,Cd151
1146,Cd164,Cd164
1147,Cd1d1,Cd1d1
1148,Cd2bp2,Cd2bp2
1149,Cd300lg,Cd300lg
1150,Cd302,Cd302
1151,Cd36,Cd36
1152,Cd47,Cd47
1153,Cd59a,Cd59a
1154,Cd5l,Cd5l
1155,Cd74,Cd74
1156,Cd82,Cd82
1157,Cd9,Cd9
1158,Cda,Cda
1159,Cdadc1,Cdadc1
1160,Cdc123,Cdc123
1161,Cdc14b,Cdc14b
1162,Cdc16,Cdc16
1163,Cdc27,Cdc27
1164,Cdc34,Cdc34
1165,Cdc37,Cdc37
1166,Cdc40,Cdc40
1167,Cdc42,Cdc42
1168,Cdc42bpb,Cdc42bpb
1169,Cdc42ep1,Cdc42ep1
1170,Cdc42se1,Cdc42se1
1171,Cdc42se2,Cdc42se2
1172,Cdh1,Cdh1
1173,Cdh2,Cdh2
1174,Cdh5,Cdh5
1175,Cdhr5,Cdhr5
1176,Cdk10,Cdk10
1177,Cdk11b,Cdk11b
1178,Cdk16,Cdk16
1179,Cdk17,Cdk17
1180,Cdk18,Cdk18
1181,Cdk2,Cdk2
1182,Cdk20,Cdk20
1183,Cdk2ap1,Cdk2ap1
1184,Cdk2ap2,Cdk2ap2
1185,Cdk4,Cdk4
1186,Cdk5,Cdk5
1187,Cdk5rap3,Cdk5rap3
1188,Cdk8,Cdk8
1189,Cdkn2aip,Cdkn2aip
1190,Cdkn2aipnl,Cdkn2aipnl
1191,Cdo1,Cdo1
1192,Cdv3,Cdv3
1193,Ceacam1,Ceacam1
1194,Ceacam2,Ceacam2
1195,Cebpz,Cebpz
1196,Cela1,Cela1
1197,Cep110,Cep110
1198,Cep57,Cep57
1199,Cept1,Cept1
1200,Ces1c,Ces1c
1201,Ces1d,Ces1d
1202,Ces1e,Ces1e
1203,Ces1f,Ces1f
1204,Ces1g,Ces1g
1205,Ces2a,Ces2a
1206,Ces2e,Ces2e
1207,Ces2g,Ces2g
1208,Cetn2,Cetn2
1209,Cetn3,Cetn3
1210,Cfdp1,Cfdp1
1211,Cfh,Cfh
1212,Cfhr1,Cfhr1
1213,Cfhr2,Cfhr2
1214,Cfhr3,Cfhr3
1215,Cfi,Cfi
1216,Cfl1,Cfl1
1217,Cflar,Cflar
1218,Cfp,Cfp
1219,Cgnl1,Cgnl1
1220,Cgrrf1,Cgrrf1
1221,Chchd10,Chchd10
1222,Chchd4,Chchd4
1223,Chchd5,Chchd5
1224,Chd1l,Chd1l
1225,Chd2,Chd2
1226,Chdh,Chdh
1227,Chfr,Chfr
1228,Chid1,Chid1
1229,Chka,Chka
1230,Chm,Chm
1231,Chmp1a,Chmp1a
1232,Chmp2a,Chmp2a
1233,Chmp2b,Chmp2b
1234,Chmp3,Chmp3
1235,Chmp5,Chmp5
1236,Chmp6,Chmp6
1237,Chn2,Chn2
1238,Chordc1,Chordc1
1239,Chpf2,Chpf2
1240,Chpt1,Chpt1
1241,Chst13,Chst13
1242,Chuk,Chuk
1243,Ciao1,Ciao1
1244,Cib1,Cib1
1245,Cideb,Cideb
1246,Cirh1a,Cirh1a
1247,Cisd1,Cisd1
1248,Cisd2,Cisd2
1249,Cisd3,Cisd3
1250,Cks1b,Cks1b
1251,Cks2,Cks2
1252,Clcc1,Clcc1
1253,Clcn2,Clcn2
1254,Clcn4-2,Clcn4-2
1255,Cldn1,Cldn1
1256,Cldn12,Cldn12
1257,Cldn14,Cldn14
1258,Cldn2,Cldn2
1259,Cldn3,Cldn3
1260,Clec16a,Clec16a
1261,Clec2d,Clec2d
1262,Clec4f,Clec4f
1263,Clec4g,Clec4g
1264,Clic1,Clic1
1265,Clic4,Clic4
1266,Clip1,Clip1
1267,Clk1,Clk1
1268,Clk3,Clk3
1269,Clk4,Clk4
1270,Clmn,Clmn
1271,Clns1a,Clns1a
1272,Clp1,Clp1
1273,Clpb,Clpb
1274,Clpp,Clpp
1275,Clptm1,Clptm1
1276,Clta,Clta
1277,Clu,Clu
1278,Clybl,Clybl
1279,Cmah,Cmah
1280,Cmas,Cmas
1281,Cmbl,Cmbl
1282,Cml1,Cml1
1283,Cml2,Cml2
1284,Cml5,Cml5
1285,Cmpk1,Cmpk1
1286,Cmtm6,Cmtm6
1287,Cndp2,Cndp2
1288,Cnn3,Cnn3
1289,Cnnm3,Cnnm3
1290,Cnot10,Cnot10
1291,Cnot2,Cnot2
1292,Cnot3,Cnot3
1293,Cnot6,Cnot6
1294,Cnot6l,Cnot6l
1295,Cnot7,Cnot7
1296,Cnpy2,Cnpy2
1297,Cnpy3,Cnpy3
1298,Coasy,Coasy
1299,Cobl,Cobl
1300,Cog3,Cog3
1301,Cog4,Cog4
1302,Cog7,Cog7
1303,Col3a1,Col3a1
1304,Col4a1,Col4a1
1305,Col4a2,Col4a2
1306,Colec10,Colec10
1307,Colec11,Colec11
1308,Colec12,Colec12
1309,Commd2,Commd2
1310,Commd3,Commd3
1311,Commd6,Commd6
1312,Comt,Comt
1313,Copa,Copa
1314,Copg,Copg
1315,Cops2,Cops2
1316,Cops3,Cops3
1317,Cops4,Cops4
1318,Cops5,Cops5
1319,Cops6,Cops6
1320,Cops7a,Cops7a
1321,Cops8,Cops8
1322,Copz2,Copz2
1323,Coq10a,Coq10a
1324,Coq3,Coq3
1325,Coq5,Coq5
1326,Coq6,Coq6
1327,Coq9,Coq9
1328,Coro1b,Coro1b
1329,Coro1c,Coro1c
1330,Cox15,Cox15
1331,Cox17,Cox17
1332,Cox19,Cox19
1333,Cox4i1,Cox4i1
1334,Cox5a,Cox5a
1335,Cox5b,Cox5b
1336,Cox6a1,Cox6a1
1337,Cox6b1,Cox6b1
1338,Cox7a2,Cox7a2
1339,Cox7a2l,Cox7a2l
1340,Cox7c,Cox7c
1341,Cox8a,Cox8a
1342,Cp,Cp
1343,Cpb2,Cpb2
1344,Cpd,Cpd
1345,Cpeb2,Cpeb2
1346,Cpeb4,Cpeb4
1347,Cpn1,Cpn1
1348,Cpn2,Cpn2
1349,Cpped1,Cpped1
1350,Cps1,Cps1
1351,Cpsf1,Cpsf1
1352,Cpsf2,Cpsf2
1353,Cpsf3,Cpsf3
1354,Cpsf3l,Cpsf3l
1355,Cpsf4,Cpsf4
1356,Cpsf6,Cpsf6
1357,Cpsf7,Cpsf7
1358,Cpt2,Cpt2
1359,Cr1l,Cr1l
1360,Cradd,Cradd
1361,Crat,Crat
1362,Crb3,Crb3
1363,Crbn,Crbn
1364,Crcp,Crcp
1365,Creg1,Creg1
1366,Creld1,Creld1
1367,Crim1,Crim1
1368,Crip1,Crip1
1369,Crip2,Crip2
1370,Crkl,Crkl
1371,Crlf3,Crlf3
1372,Crnkl1,Crnkl1
1373,Crot,Crot
1374,Crp,Crp
1375,Cryl1,Cryl1
1376,Cryz,Cryz
1377,Cs,Cs
1378,Cse1l,Cse1l
1379,Csgalnact2,Csgalnact2
1380,Csk,Csk
1381,Csnk1g2,Csnk1g2
1382,Csnk1g3,Csnk1g3
1383,Csnk2a1,Csnk2a1
1384,Csnk2a2,Csnk2a2
1385,Csnk2b,Csnk2b
1386,Csrp1,Csrp1
1387,Csrp3,Csrp3
1388,Cst3,Cst3
1389,Cstf1,Cstf1
1390,Cstf3,Cstf3
1391,Ctage5,Ctage5
1392,Ctbp1,Ctbp1
1393,Ctdnep1,Ctdnep1
1394,Ctdsp1,Ctdsp1
1395,Cth,Cth
1396,Ctnna1,Ctnna1
1397,Ctnnbip1,Ctnnbip1
1398,Ctnnbl1,Ctnnbl1
1399,Ctnnd1,Ctnnd1
1400,Ctps,Ctps
1401,Ctsa,Ctsa
1402,Ctsb,Ctsb
1403,Ctsc,Ctsc
1404,Ctsd,Ctsd
1405,Ctsf,Ctsf
1406,Ctsh,Ctsh
1407,Ctso,Ctso
1408,Ctss,Ctss
1409,Ctsz,Ctsz
1410,Cttn,Cttn
1411,Cul1,Cul1
1412,Cul3,Cul3
1413,Cul4a,Cul4a
1414,Cul4b,Cul4b
1415,Cul5,Cul5
1416,Cutc,Cutc
1417,Cwc15,Cwc15
1418,Cwc27,Cwc27
1419,Cwf19l1,Cwf19l1
1420,Cwf19l2,Cwf19l2
1421,Cxadr,Cxadr
1422,Cxcl12,Cxcl12
1423,Cxxc5,Cxxc5
1424,Cyb5,Cyb5
1425,Cyb561,Cyb561
1426,Cyb5b,Cyb5b
1427,Cyb5r3,Cyb5r3
1428,Cyba,Cyba
1429,Cyc1,Cyc1
1430,Cycs,Cycs
1431,Cyhr1,Cyhr1
1432,Cyld,Cyld
1433,Cyp1a2,Cyp1a2
1434,Cyp26a1,Cyp26a1
1435,Cyp27a1,Cyp27a1
1436,Cyp2a12,Cyp2a12
1437,Cyp2c29,Cyp2c29
1438,Cyp2c37,Cyp2c37
1439,Cyp2c38,Cyp2c38
1440,Cyp2c44,Cyp2c44
1441,Cyp2c50,Cyp2c50
1442,Cyp2c54,Cyp2c54
1443,Cyp2c55,Cyp2c55
1444,Cyp2c68,Cyp2c68
1445,Cyp2c70,Cyp2c70
1446,Cyp2d10,Cyp2d10
1447,Cyp2d12,Cyp2d12
1448,Cyp2d22,Cyp2d22
1449,Cyp2d26,Cyp2d26
1450,Cyp2d9,Cyp2d9
1451,Cyp2e1,Cyp2e1
1452,Cyp2f2,Cyp2f2
1453,Cyp2j5,Cyp2j5
1454,Cyp2j6,Cyp2j6
1455,Cyp2r1,Cyp2r1
1456,Cyp3a11,Cyp3a11
1457,Cyp3a13,Cyp3a13
1458,Cyp3a25,Cyp3a25
1459,Cyp4a31,Cyp4a31
1460,Cyp4f13,Cyp4f13
1461,Cyp4f14,Cyp4f14
1462,Cyp4f15,Cyp4f15
1463,Cyp4v3,Cyp4v3
1464,Cyp7a1,Cyp7a1
1465,Cyp7b1,Cyp7b1
1466,Cyp8b1,Cyp8b1
1467,Cyth2,Cyth2
1468,D030016E14Rik,D030016E14Rik
1469,D030056L22Rik,D030056L22Rik
1470,D0H4S114,D0H4S114
1471,D10Jhu81e,D10Jhu81e
1472,D10Wsu102e,D10Wsu102e
1473,D14Abb1e,D14Abb1e
1474,D15Ertd621e,D15Ertd621e
1475,D16Ertd472e,D16Ertd472e
1476,D16H22S680E,D16H22S680E
1477,D17H6S56E-5,D17H6S56E-5
1478,D17Wsu104e,D17Wsu104e
1479,D17Wsu92e,D17Wsu92e
1480,D19Bwg1357e,D19Bwg1357e
1481,D19Wsu162e,D19Wsu162e
1482,D1Ertd622e,D1Ertd622e
1483,D230025D16Rik,D230025D16Rik
1484,D4Bwg0951e,D4Bwg0951e
1485,D5Ertd579e,D5Ertd579e
1486,D630039A03Rik,D630039A03Rik
1487,D730039F16Rik,D730039F16Rik
1488,D9Ertd402e,D9Ertd402e
1489,Dag1,Dag1
1490,Dak,Dak
1491,Dalrd3,Dalrd3
1492,Dap3,Dap3
1493,Dapk1,Dapk1
1494,Dapk3,Dapk3
1495,Dars2,Dars2
1496,Dazap1,Dazap1
1497,Dazap2,Dazap2
1498,Dbnl,Dbnl
1499,Dbr1,Dbr1
1500,Dcaf10,Dcaf10
1501,Dcaf11,Dcaf11
1502,Dcaf12,Dcaf12
1503,Dcaf13,Dcaf13
1504,Dcaf5,Dcaf5
1505,Dcaf8,Dcaf8
1506,Dcakd,Dcakd
1507,Dclre1a,Dclre1a
1508,Dcn,Dcn
1509,Dctn1,Dctn1
1510,Dctn2,Dctn2
1511,Dctpp1,Dctpp1
1512,Dcun1d1,Dcun1d1
1513,Dcun1d5,Dcun1d5
1514,Dcxr,Dcxr
1515,Ddah1,Ddah1
1516,Ddc,Ddc
1517,Ddrgk1,Ddrgk1
1518,Ddt,Ddt
1519,Ddx10,Ddx10
1520,Ddx18,Ddx18
1521,Ddx19a,Ddx19a
1522,Ddx21,Ddx21
1523,Ddx27,Ddx27
1524,Ddx39,Ddx39
1525,Ddx39b,Ddx39b
1526,Ddx3x,Ddx3x
1527,Ddx42,Ddx42
1528,Ddx46,Ddx46
1529,Ddx47,Ddx47
1530,Ddx49,Ddx49
1531,Ddx5,Ddx5
1532,Ddx52,Ddx52
1533,Ddx54,Ddx54
1534,Ddx56,Ddx56
1535,Ddx6,Ddx6
1536,Decr1,Decr1
1537,Decr2,Decr2
1538,Degs1,Degs1
1539,Dek,Dek
1540,Dennd4a,Dennd4a
1541,Dennd4c,Dennd4c
1542,Dennd5a,Dennd5a
1543,Dennd5b,Dennd5b
1544,Denr,Denr
1545,Depdc7,Depdc7
1546,Deptor,Deptor
1547,Dera,Dera
1548,Derl2,Derl2
1549,Dgat1,Dgat1
1550,Dgat2,Dgat2
1551,Dgcr2,Dgcr2
1552,Dgcr6,Dgcr6
1553,Dgka,Dgka
1554,Dgkq,Dgkq
1555,Dgkz,Dgkz
1556,Dhdds,Dhdds
1557,Dhdh,Dhdh
1558,Dhfr,Dhfr
1559,Dhrs1,Dhrs1
1560,Dhrs11,Dhrs11
1561,Dhrs3,Dhrs3
1562,Dhrs4,Dhrs4
1563,Dhrs7,Dhrs7
1564,Dhtkd1,Dhtkd1
1565,Dhx15,Dhx15
1566,Dhx16,Dhx16
1567,Dhx29,Dhx29
1568,Dhx30,Dhx30
1569,Dhx36,Dhx36
1570,Dhx38,Dhx38
1571,Dhx40,Dhx40
1572,Dhx58,Dhx58
1573,Dhx8,Dhx8
1574,Dhx9,Dhx9
1575,Dicer1,Dicer1
1576,Dido1,Dido1
1577,Dio1,Dio1
1578,Dirc2,Dirc2
1579,Dis3,Dis3
1580,Dis3l2,Dis3l2
1581,Dkc1,Dkc1
1582,Dlat,Dlat
1583,Dld,Dld
1584,Dlg1,Dlg1
1585,Dlst,Dlst
1586,Dmgdh,Dmgdh
1587,Dmxl2,Dmxl2
1588,Dnaja3,Dnaja3
1589,Dnajb12,Dnajb12
1590,Dnajb2,Dnajb2
1591,Dnajb9,Dnajb9
1592,Dnajc10,Dnajc10
1593,Dnajc12,Dnajc12
1594,Dnajc14,Dnajc14
1595,Dnajc15,Dnajc15
1596,Dnajc19,Dnajc19
1597,Dnajc22,Dnajc22
1598,Dnajc24,Dnajc24
1599,Dnajc4,Dnajc4
1600,Dnajc7,Dnajc7
1601,Dnajc8,Dnajc8
1602,Dnajc9,Dnajc9
1603,Dnase2b,Dnase2b
1604,Dnlz,Dnlz
1605,Dnm1l,Dnm1l
1606,Dnm2,Dnm2
1607,Dnmbp,Dnmbp
1608,Dnttip1,Dnttip1
1609,Dnttip2,Dnttip2
1610,Dock1,Dock1
1611,Dock4,Dock4
1612,Dock8,Dock8
1613,Dohh,Dohh
1614,Dopey2,Dopey2
1615,Dot1l,Dot1l
1616,Dpf2,Dpf2
1617,Dph3,Dph3
1618,Dpp4,Dpp4
1619,Dpp7,Dpp7
1620,Dpy19l1,Dpy19l1
1621,Dpy30,Dpy30
1622,Dpyd,Dpyd
1623,Dpys,Dpys
1624,Dram2,Dram2
1625,Drg1,Drg1
1626,Drg2,Drg2
1627,Dsc2,Dsc2
1628,Dsg2,Dsg2
1629,Dsp,Dsp
1630,Dstn,Dstn
1631,Dtnbp1,Dtnbp1
1632,Dtwd1,Dtwd1
1633,Dtx3l,Dtx3l
1634,Dtymk,Dtymk
1635,Dus1l,Dus1l
1636,Dusp1,Dusp1
1637,Dusp11,Dusp11
1638,Dusp16,Dusp16
1639,Dusp22,Dusp22
1640,Dusp23,Dusp23
1641,Dusp3,Dusp3
1642,Dut,Dut
1643,Dym,Dym
1644,Dync1h1,Dync1h1
1645,Dynll1,Dynll1
1646,Dynll2,Dynll2
1647,Dynlt3,Dynlt3
1648,Dyrk1a,Dyrk1a
1649,E430025E21Rik,E430025E21Rik
1650,Eaf1,Eaf1
1651,Eapp,Eapp
1652,Ebag9,Ebag9
1653,Ebna1bp2,Ebna1bp2
1654,Ebpl,Ebpl
1655,Ecd,Ecd
1656,Ech1,Ech1
1657,Echdc1,Echdc1
1658,Echdc2,Echdc2
1659,Echdc3,Echdc3
1660,Echs1,Echs1
1661,Eci1,Eci1
1662,Ecm1,Ecm1
1663,Ecsit,Ecsit
1664,Edc4,Edc4
1665,Edem2,Edem2
1666,Eed,Eed
1667,Eef1a1,Eef1a1
1668,Eef1b2,Eef1b2
1669,Eef1d,Eef1d
1670,Eef1e1,Eef1e1
1671,Eef1g,Eef1g
1672,Eefsec,Eefsec
1673,Efemp1,Efemp1
1674,Efhd2,Efhd2
1675,Efna1,Efna1
1676,Efnb1,Efnb1
1677,Efr3a,Efr3a
1678,Eftud1,Eftud1
1679,Eftud2,Eftud2
1680,Egfr,Egfr
1681,Ehd1,Ehd1
1682,Ehd3,Ehd3
1683,Ehd4,Ehd4
1684,Ehhadh,Ehhadh
1685,Ehmt1,Ehmt1
1686,Ehmt2,Ehmt2
1687,Eid1,Eid1
1688,Eif1a,Eif1a
1689,Eif1ad,Eif1ad
1690,Eif1ax,Eif1ax
1691,Eif2a,Eif2a
1692,Eif2ak1,Eif2ak1
1693,Eif2c1,Eif2c1
1694,Eif2d,Eif2d
1695,Eif2s2,Eif2s2
1696,Eif2s3x,Eif2s3x
1697,Eif3a,Eif3a
1698,Eif3b,Eif3b
1699,Eif3c,Eif3c
1700,Eif3d,Eif3d
1701,Eif3e,Eif3e
1702,Eif3f,Eif3f
1703,Eif3g,Eif3g
1704,Eif3h,Eif3h
1705,Eif3i,Eif3i
1706,Eif3k,Eif3k
1707,Eif3l,Eif3l
1708,Eif3m,Eif3m
1709,Eif4a1,Eif4a1
1710,Eif4a2,Eif4a2
1711,Eif4b,Eif4b
1712,Eif4e,Eif4e
1713,Eif4ebp2,Eif4ebp2
1714,Eif4g1,Eif4g1
1715,Eif4g2,Eif4g2
1716,Eif4g3,Eif4g3
1717,Eif4h,Eif4h
1718,Eif5a,Eif5a
1719,Eif6,Eif6
1720,Elac2,Elac2
1721,Elavl1,Elavl1
1722,Ell2,Ell2
1723,Elmo3,Elmo3
1724,Elovl1,Elovl1
1725,Elovl2,Elovl2
1726,Elovl5,Elovl5
1727,Elp2,Elp2
1728,Elp3,Elp3
1729,Emg1,Emg1
1730,Emilin1,Emilin1
1731,Eml4,Eml4
1732,Endog,Endog
1733,Eng,Eng
1734,Enox2,Enox2
1735,Enpep,Enpep
1736,Enpp2,Enpp2
1737,Enpp3,Enpp3
1738,Ensa,Ensa
1739,Entpd5,Entpd5
1740,Entpd8,Entpd8
1741,Ep400,Ep400
1742,Epc1,Epc1
1743,Epha1,Epha1
1744,Epha2,Epha2
1745,Ephb4,Ephb4
1746,Ephx1,Ephx1
1747,Ephx2,Ephx2
1748,Epm2aip1,Epm2aip1
1749,Epn1,Epn1
1750,Eps15,Eps15
1751,Eps15l1,Eps15l1
1752,Eps8l2,Eps8l2
1753,Ept1,Ept1
1754,Eral1,Eral1
1755,Erap1,Erap1
1756,Erbb2ip,Erbb2ip
1757,Erbb3,Erbb3
1758,Erc1,Erc1
1759,Ercc5,Ercc5
1760,Ergic2,Ergic2
1761,Erh,Erh
1762,Eri1,Eri1
1763,Eri3,Eri3
1764,Erlec1,Erlec1
1765,Erlin2,Erlin2
1766,Ermp1,Ermp1
1767,Ern1,Ern1
1768,Ero1lb,Ero1lb
1769,Errfi1,Errfi1
1770,Esco1,Esco1
1771,Esd,Esd
1772,Esf1,Esf1
1773,Esrp2,Esrp2
1774,Esyt1,Esyt1
1775,Etf1,Etf1
1776,Etfb,Etfb
1777,Etfdh,Etfdh
1778,Ethe1,Ethe1
1779,Etnk2,Etnk2
1780,Evi5,Evi5
1781,Ewsr1,Ewsr1
1782,Exoc2,Exoc2
1783,Exoc3,Exoc3
1784,Exosc1,Exosc1
1785,Exosc10,Exosc10
1786,Exosc3,Exosc3
1787,Exosc4,Exosc4
1788,Exosc5,Exosc5
1789,Extl2,Extl2
1790,F10,F10
1791,F11,F11
1792,F12,F12
1793,F13b,F13b
1794,F2,F2
1795,F5,F5
1796,F7,F7
1797,F9,F9
1798,Faah,Faah
1799,Fabp1,Fabp1
1800,Fabp2,Fabp2
1801,Fabp4,Fabp4
1802,Fads6,Fads6
1803,Faf1,Faf1
1804,Fah,Fah
1805,Fahd1,Fahd1
1806,Faim,Faim
1807,Fam102a,Fam102a
1808,Fam105b,Fam105b
1809,Fam107b,Fam107b
1810,Fam108c,Fam108c
1811,Fam120b,Fam120b
1812,Fam126b,Fam126b
1813,Fam134a,Fam134a
1814,Fam135a,Fam135a
1815,Fam136a,Fam136a
1816,Fam149a,Fam149a
1817,Fam149b,Fam149b
1818,Fam167b,Fam167b
1819,Fam168a,Fam168a
1820,Fam168b,Fam168b
1821,Fam176a,Fam176a
1822,Fam178a,Fam178a
1823,Fam188a,Fam188a
1824,Fam193a,Fam193a
1825,Fam193b,Fam193b
1826,Fam195a,Fam195a
1827,Fam195b,Fam195b
1828,Fam20a,Fam20a
1829,Fam20c,Fam20c
1830,Fam25c,Fam25c
1831,Fam32a,Fam32a
1832,Fam35a,Fam35a
1833,Fam36a,Fam36a
1834,Fam3a,Fam3a
1835,Fam47e,Fam47e
1836,Fam48a,Fam48a
1837,Fam53c,Fam53c
1838,Fam54b,Fam54b
1839,Fam59a,Fam59a
1840,Fam82a1,Fam82a1
1841,Fam82b,Fam82b
1842,Fam83h,Fam83h
1843,Fam92a,Fam92a
1844,Fam96a,Fam96a
1845,Fam98a,Fam98a
1846,Farp2,Farp2
1847,Farsb,Farsb
1848,Fas,Fas
1849,Fastk,Fastk
1850,Fastkd2,Fastkd2
1851,Fastkd3,Fastkd3
1852,Fat1,Fat1
1853,Fau,Fau
1854,Fbl,Fbl
1855,Fbp1,Fbp1
1856,Fbrs,Fbrs
1857,Fbxl15,Fbxl15
1858,Fbxl17,Fbxl17
1859,Fbxl3,Fbxl3
1860,Fbxl6,Fbxl6
1861,Fbxo21,Fbxo21
1862,Fbxo25,Fbxo25
1863,Fbxo3,Fbxo3
1864,Fbxo31,Fbxo31
1865,Fbxo38,Fbxo38
1866,Fbxo4,Fbxo4
1867,Fbxo45,Fbxo45
1868,Fbxo8,Fbxo8
1869,Fbxw2,Fbxw2
1870,Fbxw5,Fbxw5
1871,Fbxw8,Fbxw8
1872,Fbxw9,Fbxw9
1873,Fcer1g,Fcer1g
1874,Fcgr2b,Fcgr2b
1875,Fcgrt,Fcgrt
1876,Fcho2,Fcho2
1877,Fcna,Fcna
1878,Fdx1,Fdx1
