source,target,Input
Phf5a,Fgf1,-1
Phf5a,Nrbp2,-1
Phf5a,Kat2b,-1
Phf5a,Mtus1,-1
Phf5a,2700029M09Rik,1
Phf5a,2700094K13Rik,1
Phf5a,Abt1,1
Phf5a,Actl6a,1
Phf5a,Aimp1,1
Phf5a,Anp32b,1
Phf5a,Anp32e,1
Phf5a,Apex1,1
Phf5a,Bms1,1
Phf5a,Bub3,1
Phf5a,Cbx1,1
Phf5a,Cct2,1
Phf5a,Cct5,1
Phf5a,Cct6a,1
Phf5a,Cct7,1
Phf5a,Cdc123,1
Phf5a,Cdk4,1
Phf5a,Chchd4,1
Phf5a,Clns1a,1
Phf5a,Cse1l,1
Phf5a,D19Bwg1357e,1
Phf5a,Dap3,1
Phf5a,Dcaf13,1
Phf5a,Ddx1,1
Phf5a,Ddx39,1
Phf5a,Dis3,1
Phf5a,Dkc1,1
Phf5a,Dnajc9,1
Phf5a,Dnmt1,1
Phf5a,Dtymk,1
Phf5a,Dut,1
Phf5a,Eftud2,1
Phf5a,Eif3g,1
Phf5a,Farsb,1
Phf5a,Fbl,1
Phf5a,Fen1,1
Phf5a,Gar1,1
Phf5a,Gmnn,1
Phf5a,Gnl3,1
Phf5a,Grwd1,1
Phf5a,H2afx,1
Phf5a,H2afz,1
Phf5a,Hat1,1
Phf5a,Hnrnpa1,1
Phf5a,Hnrnpm,1
Phf5a,Ilf3,1
Phf5a,Impdh2,1
Phf5a,Iws1,1
Phf5a,Kars,1
Phf5a,Kpna2,1
Phf5a,Larp7,1
Phf5a,Lrrc40,1
Phf5a,Lyar,1
Phf5a,Mak16,1
Phf5a,Mcm6,1
Phf5a,Mcm7,1
Phf5a,Mki67ip,1
Phf5a,Mphosph6,1
Phf5a,Msh6,1
Phf5a,Ncaph2,1
Phf5a,Ngdn,1
Phf5a,Nob1,1
Phf5a,Noc4l,1
Phf5a,Nop56,1
Phf5a,Npm1,1
Phf5a,Nudt1,1
Phf5a,Nup155,1
Phf5a,Nup205,1
Phf5a,Nup37,1
Phf5a,Nup62,1
Phf5a,Nup85,1
Phf5a,Nup93,1
Phf5a,Odc1,1
Phf5a,Orc6,1
Phf5a,Pcbp1,1
Phf5a,Pdcd11,1
Phf5a,Plrg1,1
Phf5a,Pold3,1
Phf5a,Polr1c,1
Phf5a,Polr2b,1
Phf5a,Polr2d,1
Phf5a,Ppan,1
Phf5a,Psma5,1
Phf5a,Rbm14,1
Phf5a,Rbm8a,1
Phf5a,Rbmxl1,1
Phf5a,Rcc2,1
Phf5a,Rfc2,1
Phf5a,Rfc4,1
Phf5a,Rfwd3,1
Phf5a,Rnps1,1
Phf5a,Rpa1,1
Phf5a,Rpl15,1
Phf5a,Rpl31,1
Phf5a,Rrp15,1
Phf5a,Rrp8,1
Phf5a,Rtcd1,1
Phf5a,Ruvbl1,1
Phf5a,Sdad1,1
Phf5a,Sf3a1,1
Phf5a,Smarcad1,1
Phf5a,Snrnp40,1
Phf5a,Snrpa1,1
Phf5a,Snrpe,1
Phf5a,Snrpf,1
Phf5a,Srpk1,1
Phf5a,Ssrp1,1
Phf5a,Taf1d,1
Phf5a,Taf5l,1
Phf5a,Tcp1,1
Phf5a,Tdg,1
Phf5a,Thoc3,1
Phf5a,Thoc6,1
Phf5a,Tipin,1
Phf5a,Topbp1,1
Phf5a,Trim28,1
Phf5a,Tsr1,1
Phf5a,Tubb2b,1
Phf5a,Uba2,1
Phf5a,Usp39,1
Phf5a,Utp15,1
Phf5a,Wdr43,1
Phf5a,Wdr74,1
Phf5a,Xpo1,1
Phf5a,Ythdf1,1
Phf5a,Zfp330,1
Phf5a,Zfp828,1
Clock,Plbd2,-1
Clock,Wdr81,-1
Clock,Aftph,1
Clock,Ankhd1,1
Clock,Appbp2,1
Clock,Arfgef1,1
Clock,Arhgap12,1
Clock,Arhgap5,1
Clock,Atad1,1
Clock,Avl9,1
Clock,Btbd1,1
Clock,Csnk1g3,1
Clock,D1Ertd622e,1
Clock,Dennd4c,1
Clock,Hook1,1
Clock,Lrba,1
Clock,Map3k2,1
Clock,Myo6,1
Clock,Plekha6,1
Clock,Prkaa1,1
Clock,Scamp1,1
Clock,Tbc1d8b,1
Clock,Tmf1,1
Clock,Usp15,1
Clock,Usp34,1
Clock,Yipf6,1
Clock,Zfp654,1
Elk4,1810006K21Rik,1
Elk4,Arfgap2,1
Elk4,Cc2d1b,1
Elk4,Ercc2,1
Elk4,Mbnl1,1
Elk4,Pcca,1
Elk4,Phactr4,1
Elk4,Sun2,1
Elk4,Tpt1,1
Med1,Flot2,-1
Med1,Col4a2,-1
Med1,Bub3,1
Med1,Ccar1,1
Med1,Cdv3,1
Med1,Chd8,1
Med1,Csnk2a1,1
Med1,Ddx39,1
Med1,Dnajc2,1
Med1,Eed,1
Med1,Ep400,1
Med1,Exosc1,1
Med1,Ggnbp2,1
Med1,Gtf3c6,1
Med1,Heatr1,1
Med1,Med13,1
Med1,Mrps15,1
Med1,Naa15,1
Med1,Naa35,1
Med1,Nol11,1
Med1,Nr2c2,1
Med1,Phf3,1
Med1,Polr1a,1
Med1,Prmt3,1
Med1,Prrc2c,1
Med1,Rae1,1
Med1,Rbm27,1
Med1,Riok1,1
Med1,Rpf2,1
Med1,Setx,1
Med1,Sltm,1
Med1,Snw1,1
Med1,Srrm1,1
Med1,Suz12,1
Med1,Tgs1,1
Med1,Tlk2,1
Med1,Tra2b,1
Med1,Twistnb,1
Med1,Wdr12,1
Med1,Wdr33,1
Med1,Zfp91,1
Med6,Mgat1,-1
Med6,Stat3,-1
Med6,Myo18a,-1
Med6,1200011M11Rik,1
Med6,1810035L17Rik,1
Med6,2410004B18Rik,1
Med6,2700062C07Rik,1
Med6,Aimp1,1
Med6,Bcas2,1
Med6,Brix1,1
Med6,Bub3,1
Med6,Cbwd1,1
Med6,Ccdc115,1
Med6,Cct2,1
Med6,Cetn3,1
Med6,Cfdp1,1
Med6,Cks1b,1
Med6,Cops4,1
Med6,Cul4b,1
Med6,Ddx18,1
Med6,Ddx52,1
Med6,Dnajc24,1
Med6,Dnttip2,1
Med6,Dpy30,1
Med6,Dtymk,1
Med6,Eef1e1,1
Med6,Eif1a,1
Med6,Eri1,1
Med6,Exosc1,1
Med6,Fkbp3,1
Med6,Fubp3,1
Med6,Fxr1,1
Med6,Gins4,1
Med6,Glrx3,1
Med6,Gtf2e2,1
Med6,Gtf2f2,1
Med6,Gtf3c4,1
Med6,Gtpbp4,1
Med6,Hars,1
Med6,Hat1,1
Med6,Haus3,1
Med6,Hmgb2,1
Med6,Kpna2,1
Med6,Krr1,1
Med6,l7Rn6,1
Med6,Larp7,1
Med6,Lrrc40,1
Med6,Lsm5,1
Med6,Lyar,1
Med6,Magoh,1
Med6,Mcm6,1
Med6,Med4,1
Med6,Mettl6,1
Med6,Mis12,1
Med6,Mnat1,1
Med6,Mnd1,1
Med6,Mphosph6,1
Med6,Mrpl13,1
Med6,Mrps33,1
Med6,Msh6,1
Med6,Myef2,1
Med6,Nbn,1
Med6,Ncbp2,1
Med6,Ndufa2,1
Med6,Nip7,1
Med6,Nkap,1
Med6,Nme7,1
Med6,Npm1,1
Med6,Nsmce1,1
Med6,Nup155,1
Med6,Nup37,1
Med6,Nup54,1
Med6,Nup85,1
Med6,Nupl1,1
Med6,Nvl,1
Med6,Orc4,1
Med6,Orc5,1
Med6,Orc6,1
Med6,Pcmt1,1
Med6,Pcna,1
Med6,Pdcd2l,1
Med6,Pdcd5,1
Med6,Pes1,1
Med6,Pgam5,1
Med6,Phax,1
Med6,Pitrm1,1
Med6,Plrg1,1
Med6,Ppih,1
Med6,Ppp1r8,1
Med6,Psip1,1
Med6,Psma2,1
Med6,Psma5,1
Med6,Psmb4,1
Med6,Psmc4,1
Med6,Psph,1
Med6,Rbm8a,1
Med6,Rbmxl1,1
Med6,Rfc4,1
Med6,Rfxap,1
Med6,Rpa3,1
Med6,Rpf2,1
Med6,Ruvbl1,1
Med6,Seh1l,1
Med6,Serbp1,1
Med6,Sf3a3,1
Med6,Smc5,1
Med6,Snrnp40,1
Med6,Snrpa1,1
Med6,Snrpb2,1
Med6,Snrpd1,1
Med6,Snrpe,1
Med6,Snrpg,1
Med6,Ssb,1
Med6,Strap,1
Med6,Sumf2,1
Med6,Taf11,1
Med6,Taf1d,1
Med6,Taf2,1
Med6,Taf9,1
Med6,Tceb1,1
Med6,Timm17a,1
Med6,Tipin,1
Med6,Tmem199,1
Med6,Txndc9,1
Med6,Utp15,1
Med6,Utp18,1
Med6,Wdr3,1
Med6,Wdr53,1
Med6,Wdr92,1
Med6,Yars2,1
Med6,Zfp180,1
Med6,Zfp930,1
Med6,Zfp958,1
Med6,Zscan21,1
Med6,Zwint,1
Gata6,Fam20c,-1
Gata6,Cdh2,-1
Gata6,Snap47,-1
Gata6,Vma21,-1
Gata6,Slc38a4,-1
Gata6,Pde3b,-1
Gata6,Tarsl2,-1
Gata6,Acadsb,-1
Gata6,Arhgef5,1
Gata6,Baiap2l1,1
Gata6,Crip1,1
Gata6,Dgkz,1
Gata6,Dsc2,1
Gata6,Dsp,1
Gata6,Efnb1,1
Gata6,Gata4,1
Gata6,Pkp2,1
Gata6,Plac8,1
Gata6,Plcb3,1
Gata6,Rhoc,1
Gata6,Rnpep,1
Gata6,Sptlc2,1
Gata6,Tmem98,1
Gata4,Adam9,-1
Gata4,Prnp,-1
Gata4,Capn2,-1
Gata4,Nfe2l1,-1
Gata4,Mid1ip1,-1
Gata4,Rit1,-1
Gata4,Fkbp9,-1
Gata4,Tmem63a,-1
Gata4,Cst3,-1
Gata4,Lrpap1,-1
Gata4,Tm2d2,-1
Gata4,1700019G17Rik,1
Gata4,1810055G02Rik,1
Gata4,5730403B10Rik,1
Gata4,Abcc2,1
Gata4,Abcg5,1
Gata4,Abcg8,1
Gata4,Abhd3,1
Gata4,Acbd4,1
Gata4,Aco1,1
Gata4,Acot12,1
Gata4,Acsl5,1
Gata4,Acy1,1
Gata4,Agmat,1
Gata4,Aldh16a1,1
Gata4,Aldh9a1,1
Gata4,Aldob,1
Gata4,Anpep,1
Gata4,Apoa1,1
Gata4,Apoa4,1
Gata4,Apob,1
Gata4,Apoc2,1
Gata4,Apoc3,1
Gata4,Aqp11,1
Gata4,Arsg,1
Gata4,Asah2,1
Gata4,Atl2,1
Gata4,Bche,1
Gata4,Bri3bp,1
Gata4,Casp6,1
Gata4,Cdk18,1
Gata4,Cml5,1
Gata4,Cps1,1
Gata4,Creb3l3,1
Gata4,Cyp3a25,1
Gata4,Dak,1
Gata4,Depdc7,1
Gata4,Dera,1
Gata4,Dgat1,1
Gata4,Dgat2,1
Gata4,Dhrs1,1
Gata4,Dhrs4,1
Gata4,Enpp3,1
Gata4,Ephx2,1
Gata4,Faah,1
Gata4,Fabp1,1
Gata4,Fbp1,1
Gata4,G6pc,1
Gata4,Galm,1
Gata4,Gata6,1
Gata4,Golt1a,1
Gata4,Gpd1,1
Gata4,Gpt,1
Gata4,Gstm7,1
Gata4,Khk,1
Gata4,Lap3,1
Gata4,Leap2,1
Gata4,Lpcat3,1
Gata4,Lpgat1,1
Gata4,Lta4h,1
Gata4,Mia2,1
Gata4,Mme,1
Gata4,Mosc2,1
Gata4,Mov10,1
Gata4,Mpp1,1
Gata4,Mttp,1
Gata4,Nags,1
Gata4,Nat8,1
Gata4,Nr1i3,1
Gata4,Onecut2,1
Gata4,Pbld2,1
Gata4,Pcyt2,1
Gata4,Pdzk1,1
Gata4,Pepd,1
Gata4,Pipox,1
Gata4,Pklr,1
Gata4,Pla2g12b,1
Gata4,Rab30,1
Gata4,Rdh7,1
Gata4,Reep6,1
Gata4,Sdsl,1
Gata4,Sec23a,1
Gata4,Sfxn1,1
Gata4,Slc25a15,1
Gata4,Slc25a45,1
Gata4,Slc27a4,1
Gata4,Slc35c2,1
Gata4,Slc39a14,1
Gata4,Slc47a1,1
Gata4,Soat2,1
Gata4,Tm6sf2,1
Gata4,Ugt2a3,1
Gata4,Vmp1,1
Gata4,Vwce,1
Gata4,Zfpm1,1
Topors,2610027L16Rik,1
Topors,2700050L05Rik,1
Topors,AI314180,1
Topors,Atrx,1
Topors,Ccnf,1
Topors,Cdc27,1
Topors,Cep57,1
Topors,Chd4,1
Topors,Cul4b,1
Topors,Cul5,1
Topors,Ddx10,1
Topors,Ddx18,1
Topors,Ddx46,1
Topors,Dhx36,1
Topors,Dnajc2,1
Topors,Dnttip2,1
Topors,Eif3a,1
Topors,Eif3c,1
Topors,Esf1,1
Topors,Exosc3,1
Topors,Fyttd1,1
Topors,Gtf2h1,1
Topors,Hat1,1
Topors,Haus4,1
Topors,Hmgb2,1
Topors,Hnrnpf,1
Topors,Hnrnpu,1
Topors,Kpnb1,1
Topors,Map3k7,1
Topors,Mcm7,1
Topors,Mettl6,1
Topors,Msh6,1
Topors,Naa15,1
Topors,Ncl,1
Topors,Nolc1,1
Topors,Nop58,1
Topors,Npm1,1
Topors,Nr2c2,1
Topors,Nsun2,1
Topors,Nudcd2,1
Topors,Nup50,1
Topors,Nupl1,1
Topors,Pcgf6,1
Topors,Pcid2,1
Topors,Pcna,1
Topors,Phf3,1
Topors,Ppp2r5e,1
Topors,Ppp4c,1
Topors,Prpf40a,1
Topors,Rbbp4,1
Topors,Rcc2,1
Topors,Rest,1
Topors,Rfc1,1
Topors,Rnf138,1
Topors,Rrm2,1
Topors,Sart3,1
Topors,Scaf11,1
Topors,Sf3a3,1
Topors,Sin3a,1
Topors,Smarca5,1
Topors,Smarcc1,1
Topors,Smc1a,1
Topors,Smc4,1
Topors,Smc6,1
Topors,Ssb,1
Topors,Suz12,1
Topors,Taf1d,1
Topors,Taf2,1
Topors,Tcerg1,1
Topors,Terf1,1
Topors,Tgs1,1
Topors,Tlk2,1
Topors,Toe1,1
Topors,Twistnb,1
Topors,Usp1,1
Topors,Wdr36,1
Topors,Wdr46,1
Topors,Xrn2,1
Jund,Polr2a,1
Hnrpdl,Sepx1,-1
Hnrpdl,Furin,-1
Hnrpdl,Mocos,-1
Hnrpdl,Actl6a,1
Hnrpdl,Akap8,1
Hnrpdl,Anp32e,1
Hnrpdl,BC018507,1
Hnrpdl,Chd2,1
Hnrpdl,Chordc1,1
Hnrpdl,Cnbp,1
Hnrpdl,Cnot2,1
Hnrpdl,Cpsf6,1
Hnrpdl,Cul1,1
Hnrpdl,Dcaf13,1
Hnrpdl,Ddx39b,1
Hnrpdl,Ddx42,1
Hnrpdl,Dek,1
Hnrpdl,Dhx15,1
Hnrpdl,Dnajc9,1
Hnrpdl,Eif3e,1
Hnrpdl,Eif3f,1
Hnrpdl,Fip1l1,1
Hnrpdl,Fubp1,1
Hnrpdl,Gar1,1
Hnrpdl,Hmgn2,1
Hnrpdl,Hnrnpa0,1
Hnrpdl,Hnrnpa1,1
Hnrpdl,Hnrnpa2b1,1
Hnrpdl,Hnrnpa3,1
Hnrpdl,Hnrnph1,1
Hnrpdl,Hnrnph3,1
Hnrpdl,Hnrnpk,1
Hnrpdl,Hnrnpm,1
Hnrpdl,Hnrnpr,1
Hnrpdl,Hnrpll,1
Hnrpdl,Ik,1
Hnrpdl,Iws1,1
Hnrpdl,Luc7l3,1
Hnrpdl,Matr3,1
Hnrpdl,Mettl3,1
Hnrpdl,Mpzl1,1
Hnrpdl,Nae1,1
Hnrpdl,Nup153,1
Hnrpdl,Parp2,1
Hnrpdl,Pnn,1
Hnrpdl,Polr2b,1
Hnrpdl,Ppil4,1
Hnrpdl,Ppp2ca,1
Hnrpdl,Prpf4b,1
Hnrpdl,Rbbp7,1
Hnrpdl,Riok1,1
Hnrpdl,Rnps1,1
Hnrpdl,Rpl15,1
Hnrpdl,Rpl30,1
Hnrpdl,Rpl31,1
Hnrpdl,Rpl41,1
Hnrpdl,Rps11,1
Hnrpdl,Rps17,1
Hnrpdl,Rtf1,1
Hnrpdl,Serbp1,1
Hnrpdl,Sf3b1,1
Hnrpdl,Sfpq,1
Hnrpdl,Sfrs18,1
Hnrpdl,Snrnp40,1
Hnrpdl,Snrnp48,1
Hnrpdl,Snrpe,1
Hnrpdl,Srsf11,1
Hnrpdl,Srsf3,1
Hnrpdl,Srsf6,1
Hnrpdl,Srsf7,1
Hnrpdl,Sumo1,1
Hnrpdl,Surf6,1
Hnrpdl,Taf1d,1
Hnrpdl,Tardbp,1
Hnrpdl,Thoc1,1
Hnrpdl,Tnks2,1
Hnrpdl,Tra2b,1
Hnrpdl,Tsr1,1
Hnrpdl,Uba2,1
Hnrpdl,Ubp1,1
Hnrpdl,Upf3b,1
Hnrpdl,Wdr3,1
Hnrpdl,Xpo1,1
Hnrpdl,Ythdc1,1
Hnrpdl,Zfp317,1
Hnrpdl,Zfp330,1
Hnrpdl,Zranb2,1
Hnrpdl,Zzz3,1
Hif1a,Crk,1
Hif1a,Man1a2,1
Terf2ip,Gsk3a,-1
Terf2ip,Gpaa1,-1
Terf2ip,2010012O05Rik,1
Terf2ip,4933411K20Rik,1
Terf2ip,Hnrnpd,1
Terf2ip,Ube2v2,1
Stat5b,Mpzl1,-1
Stat5b,Pigf,-1
Stat5b,Hn1,-1
Stat5b,Mdh2,-1
Stat5b,Rtcd1,-1
Stat5b,Atpif1,-1
Stat5b,A230050P20Rik,1
Stat5b,Abca2,1
Stat5b,Akt2,1
Stat5b,Ankrd33b,1
Stat5b,Aox1,1
Stat5b,Clip1,1
Stat5b,Dcaf8,1
Stat5b,Fah,1
Stat5b,Fam167b,1
Stat5b,Gabarapl1,1
Stat5b,Ggcx,1
Stat5b,Ghr,1
Stat5b,Gna12,1
Stat5b,Gpr146,1
Stat5b,Itih4,1
Stat5b,Lpin1,1
Stat5b,Mbnl1,1
Stat5b,Nek7,1
Stat5b,Nr3c1,1
Stat5b,Parp3,1
Stat5b,Pde8a,1
Stat5b,Ppp2r5a,1
Stat5b,Rapgef4,1
Stat5b,Rgl3,1
Stat5b,Rora,1
Stat5b,Slc29a1,1
Stat5b,Slc7a2,1
Stat5b,St3gal5,1
Stat5b,Tsc22d3,1
Stat5b,Ubr2,1
Hbp1,Dlg1,1
Hbp1,Lpar6,1
Hbp1,Man1a,1
Junb,B230118H07Rik,-1
Junb,Glrx3,-1
Junb,Ppp2r1b,-1
Junb,Rpp30,-1
Junb,Rbbp5,-1
Junb,D0H4S114,-1
Junb,1110007C09Rik,1
Junb,Cc2d1a,1
Junb,Gna13,1
Junb,Ier2,1
Junb,Klf6,1
Junb,Mark2,1
Junb,Nfkbiz,1
Junb,Nr1d1,1
Junb,Ppp1r15a,1
Junb,Ppp2r5b,1
Junb,Rnf31,1
Junb,Sertad1,1
Junb,Tapbp,1
Junb,Zfp36,1
Gatad2b,Mau2,1
Gatad2b,Myst3,1
Stat6,Pebp1,-1
Stat6,Lancl1,-1
Stat6,Klhdc2,-1
Stat6,Arl3,-1
Stat6,Cnpy2,-1
Stat6,0610009B22Rik,-1
Stat6,Acyp1,-1
Stat6,Extl2,-1
Stat6,Rwdd4a,-1
Stat6,Ssbp1,-1
Stat6,Lyplal1,-1
Stat6,Anxa7,1
Stat6,Arhgdib,1
Stat6,B2m,1
Stat6,B4galt1,1
Stat6,Capn1,1
Stat6,Casp8,1
Stat6,Cast,1
Stat6,Cflar,1
Stat6,Crip1,1
Stat6,Ctsz,1
Stat6,Ddx58,1
Stat6,Dtx3l,1
Stat6,Esyt1,1
Stat6,H2-K1,1
Stat6,Ifi35,1
Stat6,Il4ra,1
Stat6,Irak2,1
Stat6,Irf9,1
Stat6,Lgals9,1
Stat6,Lrp10,1
Stat6,Ly6e,1
Stat6,Msn,1
Stat6,Mvp,1
Stat6,Myd88,1
Stat6,Myh9,1
Stat6,Myo1c,1
Stat6,Nr1h2,1
Stat6,Numb,1
Stat6,Ostf1,1
Stat6,Parp9,1
Stat6,Pcdh1,1
Stat6,Pdcd6ip,1
Stat6,S100a10,1
Stat6,S100a13,1
Stat6,Snx9,1
Stat6,Syngr2,1
Stat6,Tapbp,1
Stat6,Tgfbr2,1
Stat6,Tspo,1
Stat6,Unc93b1,1
Stat6,Vamp8,1
Stat6,Wasf2,1
Stat6,Xdh,1
Stat6,Zfp36,1
Nfkb2,Golga7,-1
Nfkb2,B230118H07Rik,-1
Nfkb2,0610009B22Rik,-1
Nfkb2,Ccnh,-1
Nfkb2,Btf3l4,-1
Nfkb2,Rwdd4a,-1
Nfkb2,Parn,-1
Nfkb2,Gmps,-1
Nfkb2,Immp1l,-1
Nfkb2,Lyplal1,-1
Nfkb2,Cul4a,-1
Nfkb2,Cobl,1
Nfkb2,Flii,1
Nfkb2,Hmg20b,1
Nfkb2,Klf13,1
Nfkb2,Lrp10,1
Nfkb2,Nr1h2,1
Nfkb2,Plec,1
Nfkb2,Prr14,1
Nfkb2,Sertad1,1
Nfkb2,Stat6,1
Nfkb2,Zbp1,1
Nfkb2,Zfp335,1
Rara,Bak1,1
Rara,Csk,1
Rara,Dhx38,1
Rara,E2f4,1
Rara,Ehmt2,1
Rara,Erf,1
Rara,Fkbp8,1
Rara,Hcfc1,1
Rara,Mgrn1,1
Rara,Nacc1,1
Rara,Ncln,1
Rara,Plekhj1,1
Rara,Ppp6r1,1
Rara,Raver1,1
Rara,Shc1,1
Rara,Tcf3,1
Rara,Xylt2,1
Rara,Zfp524,1
Ash2l,Smpdl3a,-1
Ash2l,Itm2b,-1
Ash2l,Lmbrd1,-1
Ash2l,Snrk,-1
Ash2l,Tgfbrap1,-1
Ash2l,Ctso,-1
Ash2l,Hnmt,-1
Ash2l,Mettl7a1,-1
Ash2l,Osbpl9,-1
Ash2l,Ifitm3,-1
Ash2l,Tmem176a,-1
Ash2l,C3,-1
Ash2l,Lims2,-1
Ash2l,Nrbp2,-1
Ash2l,Rarres2,-1
Ash2l,Klhl5,-1
Ash2l,Fyco1,-1
Ash2l,Abca8a,-1
Ash2l,Mtus1,-1
Ash2l,Tspan12,-1
Ash2l,2610027L16Rik,1
Ash2l,Ccnf,1
Ash2l,Cct3,1
Ash2l,Cdc5l,1
Ash2l,Clns1a,1
Ash2l,Ctnnbip1,1
Ash2l,Ddx20,1
Ash2l,Dis3,1
Ash2l,Eftud2,1
Ash2l,Fen1,1
Ash2l,Gart,1
Ash2l,Gtf2e2,1
Ash2l,Gtf2h3,1
Ash2l,Hat1,1
Ash2l,Hnrnpu,1
Ash2l,Ilf3,1
Ash2l,Ipo5,1
Ash2l,Kdm1a,1
Ash2l,Mrto4,1
Ash2l,Nhp2l1,1
Ash2l,Npepps,1
Ash2l,Nup205,1
Ash2l,Nup62,1
Ash2l,Nup88,1
Ash2l,Nup93,1
Ash2l,Pelp1,1
Ash2l,Prmt5,1
Ash2l,Rnf2,1
Ash2l,Rqcd1,1
Ash2l,Ruvbl2,1
Ash2l,Sae1,1
Ash2l,Set,1
Ash2l,Sf3a3,1
Ash2l,Smarcc1,1
Ash2l,Tcerg1,1
Ash2l,Trim28,1
Ash2l,Ubr7,1
Ash2l,Wdr5,1
Ash2l,Wdr77,1
Nfkb1,Gstm5,-1
Nfkb1,Tpd52l1,-1
Nfkb1,Abat,-1
Nfkb1,Bcar1,-1
Nfkb1,Kif21a,-1
Nfkb1,Nicn1,-1
Nfkb1,Mcts2,-1
Nfkb1,Nckap1,-1
Nfkb1,Aldh5a1,-1
Nfkb1,Khdrbs3,-1
Nfkb1,1110065P20Rik,-1
Nfkb1,Ahcy,-1
Nfkb1,Pcbd1,-1
Nfkb1,Mrps2,-1
Nfkb1,BC048355,-1
Nfkb1,Adrbk1,1
Nfkb1,Akap13,1
Nfkb1,Arhgap17,1
Nfkb1,Arhgdib,1
Nfkb1,Arhgef1,1
Nfkb1,Arpc1b,1
Nfkb1,BC006779,1
Nfkb1,Bcl10,1
Nfkb1,Casp8,1
Nfkb1,Clic1,1
Nfkb1,Cr1l,1
Nfkb1,Crlf3,1
Nfkb1,Csk,1
Nfkb1,Ddx58,1
Nfkb1,Dock8,1
Nfkb1,Dtx3l,1
Nfkb1,Dusp11,1
Nfkb1,Ehd4,1
Nfkb1,Elf1,1
Nfkb1,Esyt1,1
Nfkb1,H2-K1,1
Nfkb1,H2-Q7,1
Nfkb1,Ifi35,1
Nfkb1,Ifi47,1
Nfkb1,Igtp,1
Nfkb1,Ikbke,1
Nfkb1,Il17ra,1
Nfkb1,Il4ra,1
Nfkb1,Irf1,1
Nfkb1,Irf9,1
Nfkb1,Itsn2,1
Nfkb1,Kctd10,1
Nfkb1,Lcp1,1
Nfkb1,Lrrfip1,1
Nfkb1,Ly6e,1
Nfkb1,Mcl1,1
Nfkb1,Mob1a,1
Nfkb1,Myd88,1
Nfkb1,Myh9,1
Nfkb1,Nfkbia,1
Nfkb1,Nfkbiz,1
Nfkb1,Nmi,1
Nfkb1,Pak2,1
Nfkb1,Parp14,1
Nfkb1,Parp9,1
Nfkb1,Pml,1
Nfkb1,Psmb8,1
Nfkb1,Psme2,1
Nfkb1,Ptpn6,1
Nfkb1,Rap1b,1
Nfkb1,Rhog,1
Nfkb1,Ripk1,1
Nfkb1,S100a11,1
Nfkb1,Samd9l,1
Nfkb1,Shisa5,1
Nfkb1,Slc50a1,1
Nfkb1,Stat1,1
Nfkb1,Stat6,1
Nfkb1,Tagln2,1
Nfkb1,Tap2,1
Nfkb1,Tgfbr2,1
Nfkb1,Tmem123,1
Nfkb1,Tmem179b,1
Nfkb1,Tmod3,1
Nfkb1,Tnfrsf1b,1
Nfkb1,Tyk2,1
Nfkb1,Ucp2,1
Nfkb1,Vasp,1
Nfkb1,Wasf2,1
Nfkb1,Zc3hav1,1
Nfkb1,Zfp36l2,1
Dedd2,Rbpj,-1
Dedd2,Tuba1a,-1
Dedd2,1300010F03Rik,1
Dedd2,Afg3l2,1
Dedd2,Atp5sl,1
Dedd2,Cyp4f13,1
Dedd2,Prrg2,1
Dedd2,Rdh9,1
Dedd2,Zfand2b,1
Cic,Ppcs,-1
Cic,Ndufs4,-1
Cic,Idh3b,-1
Cic,Uxt,-1
Cic,Oxsm,-1
Cic,Clybl,-1
Cic,Xiap,-1
Cic,Mrpl49,-1
Cic,Zbtb8os,-1
Cic,Cpped1,-1
Cic,Enox2,-1
Cic,Usp38,-1
Cic,Mob1b,-1
Cic,Nars2,-1
Cic,Vcpip1,-1
Cic,Scyl2,-1
Cic,Sra1,-1
Cic,Atg12,-1
Cic,C330018D20Rik,-1
Cic,Mrpl18,-1
Cic,Etfdh,-1
Cic,Ccdc53,-1
Cic,Mettl5,-1
Cic,Casc3,1
Cic,Ehmt1,1
Cic,Lypla2,1
Cic,Polr2a,1
Cic,Ptov1,1
Cic,Rnf40,1
Cic,Samd4b,1
Cic,Sf1,1
Cic,Sf3a2,1
Cic,Sf3b4,1
Cic,Tspyl2,1
Cic,U2af2,1
Cic,Ubtd1,1
Zfp639,Eps8l2,-1
Zfp639,Cyp2j6,-1
Zfp639,Sult1d1,-1
Zfp639,Il17rc,-1
Zfp639,Hnf4a,-1
Zfp639,Papss2,-1
Zfp639,Aadac,-1
Zfp639,Atp8b1,-1
Zfp639,Cpt2,-1
Zfp639,Cryl1,-1
Zfp639,Cog4,-1
Zfp639,Rbm47,-1
Zfp639,Atg4d,-1
Zfp639,Lsr,-1
Zfp639,Naprt1,-1
Ppard,Rdx,-1
Ppard,Reps1,-1
Ppard,Cadm1,-1
Ppard,Gkap1,-1
Ppard,Atxn10,-1
Ppard,Degs1,-1
Ppard,Cnn3,-1
Ppard,Dmxl2,-1
Ppard,2200002D01Rik,1
Ppard,Atp6v0a2,1
Ppard,Bak1,1
Ppard,Camsap3,1
Ppard,Capn1,1
Ppard,Cblc,1
Ppard,Ccdc109a,1
Ppard,Cs,1
Ppard,Dgka,1
Ppard,Fam83h,1
Ppard,Gale,1
Ppard,Gna11,1
Ppard,Lad1,1
