Arid3A,10.06500542,10.26968775,10.45445353,10.56112562,10.61345798
Arnt,6.630376347,6.955746762,6.39420543,7.178548667,6.716899466
Arx,5.46760555,5.683041386,5.617063344,5.6850057,5.691627215
Atf1,7.482807957,7.804754871,7.841532899,7.811984719,7.956076018
Atf3,5.275379596,5.910892526,5.316990447,5.473462236,5.486392594
Atf4,11.68321834,12.44009658,12.28776239,12.74493752,12.88186597
Atf6,8.040782866,7.945794957,8.145728397,8.090412399,7.978386328
Barhl1,6.717196587,6.613335194,6.531381461,6.674404154,6.712274779
Batf,7.054794223,6.737190997,6.889919652,7.060155495,7.043118446
Bcl3,8.145779337,8.930668355,8.453956489,8.652139881,8.206770189
Bcl6B,5.294436954,5.303171888,5.442058814,5.290080302,5.500483401
Brf2,9.177867975,8.948357497,9.208470113,8.990576746,9.274649931
Canx,12.87622819,12.77551975,12.88472001,12.69646264,12.70268207
Cbx7,5.693626342,5.548333865,5.403949364,5.853163979,5.812926007
Cdx1,6.555662799,6.522620761,6.385948658,6.429894881,6.561529806
Cdx2,7.309430878,7.125327363,7.33142457,6.822645181,6.535586436
Cebpa,11.20116824,10.77547037,11.68737714,10.60704976,10.77769094
Cebpb,11.44459046,12.51271578,12.07528749,12.22994135,11.61688574
Cebpd,10.6267494,11.29055457,11.09988253,10.64537022,10.18736857
Cebpg,9.586670932,10.6834216,9.895656061,10.52274498,9.749070502
Cers4,6.345715709,6.465974465,6.507424671,6.263535255,5.999549087
Cers6,10.62200147,10.44061313,10.58584513,10.38855909,10.51873183
Chd1,9.556189892,9.497006858,9.50442177,9.64439109,9.719280429
Cic,8.337153563,8.2275999,8.452007809,8.368942914,8.150678136
Clock,8.189873965,8.249113453,8.132593978,8.376993567,8.280183057
Creb3,10.45124203,10.19172549,10.31450017,10.17017127,10.30926412
Creb3L2,9.720440937,9.823324776,9.758622982,9.395391323,9.490770669
Creb5,8.154514352,9.175324989,7.969645536,9.039796408,8.872510724
Crem,8.640353405,8.64361572,8.450702644,8.826378998,9.121136312
Ctbp2,4.462052319,3.95264419,4.581752944,3.996690029,4.07153387
Ctcf,10.5223167,10.51243761,10.48142946,10.53527538,10.71316309
Cux1,9.435461914,9.442743108,9.456333878,9.503222833,9.934943986
Cux2,4.849248703,4.886712714,4.810443104,4.502075956,4.680136787
Ddit3,9.013071384,10.03120494,9.582982446,9.276527683,9.101774371
Dlx1,4.766065051,4.614513546,4.49718654,4.357317401,4.59454855
Dlx2,4.243745235,4.29130886,4.419538892,4.54122571,4.532940288
Dmrta1,4.630813152,5.014206493,4.706898869,4.805636405,4.68182404
E2F1,7.990813079,8.064599072,8.290556493,8.234402322,8.229363606
E2F2,5.192391457,5.345656578,5.011972642,5.406219181,5.358021097
E2F6,9.217351905,8.970863238,9.347606606,8.919310284,9.490523334
E2F7,7.604923816,8.182659195,7.335509457,7.583734686,7.323880423
E2F8,8.144734709,8.248370378,7.945424327,8.266286819,8.337443505
E4F1,7.996388746,7.99008505,8.041458383,8.105087868,8.008596693
Egr1,4.144454314,4.242094336,4.299879593,4.394148255,4.017921908
Elf1,9.277729092,9.373017373,9.474172369,9.641244954,9.856487779
Elf3,9.018617484,8.25045634,9.18030702,7.841637726,8.006260617
Elf4,8.427564272,8.484567825,8.325365425,8.217957698,8.23317226
Elf5,3.69265037,3.941732345,3.701549057,3.957605107,3.812498225
Elk1,7.611356837,7.435211859,7.765689439,7.532031177,7.513095909
Elk3,5.572131751,5.551310929,5.502288164,5.154075479,5.125292918
Elk4,4.758089934,4.384049807,4.868719685,4.576522138,4.733173541
Eomes,6.926414608,6.642990313,6.941967037,7.059759046,7.170225532
Ep300,6.141391916,6.340621609,5.965168603,6.322769422,6.137640136
Esrra,8.273166177,8.262783916,8.564492494,8.38590553,8.402074074
Ets2,9.371754868,9.202850296,9.491559184,9.182394353,9.42460722
Etv2,4.41040895,4.292290953,4.592556702,4.384970774,4.377123749
Etv3,6.242126102,5.872910822,5.874878916,5.511489124,5.576118982
Etv4,8.566967329,8.548975993,9.029397668,8.881909289,8.22461272
Etv5,8.6593716,8.967610542,8.781665707,9.397788704,8.724002168
Etv6,5.432625411,5.099715999,5.223808659,5.337592171,4.9960874
Etv7,5.011227255,5.091276694,5.178050631,5.142413438,5.141051248
Faap24,7.002477504,6.923109555,6.967130172,7.045450252,7.231669203
Fos,5.362995812,5.477029653,5.494948895,5.507266084,5.235599427
Fosb,5.206135253,4.904323522,5.327208302,4.911531806,5.147713722
Fosl1,7.407480222,6.652629897,7.529899012,6.339671881,6.420325193
Fosl2,6.228241497,6.816087659,6.327268194,6.682432841,6.404630684
Foxa1,8.079511451,8.214367696,8.081048411,7.936853837,7.469804595
Foxa2,9.64155506,9.788131022,9.647974011,10.2236317,9.920422333
Foxc1,6.956811732,6.070389328,6.957218149,6.628579201,7.340265534
Foxd1,6.029121549,5.86896656,6.165174998,6.322408913,7.185470146
Foxd2,4.534186139,4.861293729,4.72100802,4.825785627,4.734619308
Foxf1,3.445594291,3.550490284,3.853663038,3.635754391,3.56193706
Foxj3,9.628208565,9.656573833,9.777534785,9.815116402,9.941766573
Foxn3,6.554819051,6.791162889,6.640775153,6.730821073,6.971045327
Foxo1,8.241029774,8.347636131,8.490917713,8.840305863,8.912150838
Foxo3,9.147395745,9.871145454,9.28725834,10.05576145,9.844433779
Foxo4,5.776498832,5.584361253,5.74640235,5.402926781,5.480480562
Foxp2,6.195249158,6.210817432,5.965245578,6.58731498,6.268035087
Foxp3,4.691254979,4.781884235,4.777858025,4.631298336,4.843146382
Foxq1,9.286731013,9.581765495,9.905717929,9.551637775,9.029508101
Gabpa,6.986581591,7.34615911,6.915998852,7.403438163,7.190186834
Gata1,5.61999983,5.603576894,5.578636862,5.558369689,5.721190351
Gata2,5.791423397,6.053545818,5.916795085,5.806925485,6.150085741
Gata3,4.070389328,4.259021344,4.156504485,4.923624611,5.038845847
Gata4,9.464004511,9.579240501,9.496381122,9.678594271,9.728714172
Gata6,10.72392114,10.62048561,10.47661796,10.43185971,10.46515823
Gbx1,5.590212761,5.506737334,5.561835257,5.493134922,5.654970113
Gcm1,3.793895883,3.43784915,3.681449265,3.563971604,3.615887074
Gli1,5.032982417,5.277488891,4.986259224,5.499739607,5.42693562
Gli2,4.490249211,4.768184325,4.99034983,4.72955277,4.829342194
Glis2,7.991380121,7.773754625,8.093109405,8.084737536,8.030759083
Glis3,6.904423884,7.226187382,6.802624065,7.486660748,7.083780688
Gmeb1,6.983506695,7.442418282,7.011227255,7.456532388,7.247262961
Gmeb2,8.189651623,8.66656725,8.306365543,8.65616264,8.566916606
Gsc,4.088311236,4.204245074,4.01346226,4.083213368,4.282439805
Gsx2,5.593054922,5.572788636,5.734619308,5.599912842,5.731545318
