GeneSymbol,PValue
Nop56,0.1
Bgn,0.1
Cdk1,0.1
Has2,0.1
Sod3,0.1
Col6a2,0.1
Nr4a2,0.1
Akap2,0.1
Zfml,0.1
Rnf128,0.1
Zfp592,0.1
Vcan,0.1
Rbms2,0.1
Lamb1,0.1
Vim,0.1
Dnajc2,0.1
Adamts1,0.1
Taf1d,0.1
Pxdn,0.1
Ogn,0.1
Srsf7,0.1
Asf1b,0.1
Nexn,0.1
4930579G24Rik,0.1
Hnrnpa0,0.1
Brip1,0.1
Gtf2e1,0.1
Dnmt1,0.1
Lgals1,0.1
Hic2,0.1
Junb,0.1
Smarca5,0.1
Gja1,0.1
Tm4sf1,0.1
Mcm7,0.1
Aurka,0.1
Kif22,0.1
Plagl1,0.1
Chek1,0.1
Hand2,0.1
Thbs2,0.1
Axl,0.1
Glis2,0.1
Vcl,0.1
Kif23,0.1
Brca2,0.1
Nap1l1,0.1
Mecp2,0.1
Hnrnpab,0.1
Zeb1,0.1
Ubp1,0.1
Wisp1,0.1
Serpinh1,0.1
Sass6,0.1
Fubp1,0.1
Fen1,0.1
Gulp1,0.1
Actn1,0.1
Irs1,0.1
Nuf2,0.1
Msn,0.1
Hoxc8,0.1
Mxra8,0.1
Rbbp8,0.1
Runx1,0.1
Prr11,0.1
Nfya,0.1
Ncapg2,0.1
Kif2c,0.1
Rad51ap1,0.1
Col4a1,0.1
Rpl13a,0.1
0610031J06Rik,0.1
Plagl2,0.1
Timp2,0.1
Rbms3,0.1
Wwtr1,0.1
Postn,0.1
Hells,0.1
Srsf3,0.1
Nfatc4,0.1
Itsn2,0.1
Zhx3,0.1
Zscan18,0.1
Pdgfrb,0.1
Tgfb1i1,0.1
Arhgap28,0.1
D0H4S114,0.1
Anp32e,0.1
Akap12,0.2
Srsf1,0.2
Zfp647,0.2
4930427A07Rik,0.2
Abt1,0.2
Lrr1,0.2
Rftn2,0.2
Acvrl1,0.2
Ddx20,0.2
Fbl,0.2
Kdelr3,0.2
Ska2,0.2
Trim16,0.2
Smpd4,0.2
Sparc,0.2
Kif11,0.2
Prrc2c,0.2
Cdc7,0.2
Phc1,0.2
Hdac2,0.2
Col16a1,0.2
Fkbp7,0.2
E2f7,0.2
Phf6,0.2
Rxra,0.2
Gng11,0.2
Cenph,0.2
Hnrnpk,0.2
Fam38a,0.2
Mcm2,0.2
Prkdc,0.2
Col5a1,0.2
Kdm1a,0.2
Trim28,0.2
Msh6,0.2
Sepn1,0.2
Cst3,0.2
Scp2,0.2
Lhx9,0.2
Rpl18a,0.2
Col1a2,0.2
Rpl6,0.2
Gli2,0.2
Smo,0.2
Ccne1,0.2
Zfp182,0.2
Csrnp2,0.2
Adam12,0.2
Msrb3,0.2
Vasn,0.2
4933427D14Rik,0.2
Atad5,0.2
Stat6,0.2
Cep55,0.2
Utp18,0.2
Dsn1,0.2
Stat4,0.2
Uhrf1,0.2
Hhex,0.2
Dscc1,0.2
Impdh2,0.2
Ankrd1,0.2
Lsp1,0.2
Cdkn3,0.2
Col11a1,0.2
Gins2,0.2
Wipi1,0.2
Ptplad2,0.2
Trim27,0.2
Zbtb10,0.2
Sytl2,0.2
Pcna,0.2
Zc3h8,0.2
Ercc6l,0.2
Fbn2,0.2
Nono,0.2
Anxa3,0.2
Haus6,0.3
Cdc23,0.3
Sod1,0.3
Rpl31,0.3
Trp53bp1,0.3
Dkc1,0.3
Srek1,0.3
Hoxc5,0.3
Cxcl12,0.3
Olfml3,0.3
Mastl,0.3
Mpc1,0.3
Cdca5,0.3
4632404H12Rik,0.3
Ect2,0.3
Rbmx2,0.3
Anp32b,0.3
Carhsp1,0.3
Erbb2ip,0.3
Rtf1,0.3
Wdr89,0.3
Fbln2,0.3
H2afz,0.3
Fam76b,0.3
Depdc1a,0.3
Rrp1b,0.3
Cebpb,0.3
Hnrnpf,0.3
Zfp292,0.3
Odf2l,0.3
Ahr,0.3
Dhrs3,0.3
Thbd,0.3
Dhx38,0.3
Ccna2,0.3
Ik,0.3
Shc1,0.3
Ighmbp2,0.3
Ccnb2,0.3
Palb2,0.3
Ahctf1,0.3
Ssbp2,0.3
Lamb2,0.3
Ltbp1,0.3
Parva,0.3
Mef2a,0.3
Psma5,0.3
Kdm2b,0.3
Phf5a,0.3
Ephb4,0.3
Pbrm1,0.3
Usp1,0.3
Fscn1,0.3
Dctd,0.3
Cenpi,0.3
Tef,0.3
Spry1,0.3
Mysm1,0.3
Lphn3,0.3
Prrg2,0.3
Sf3a3,0.3
Calcrl,0.3
Mef2d,0.3
Mll2,0.3
Sp4,0.3
Tmx1,0.3
2610203C20Rik,0.3
Dimt1,0.3
Ccnb1,0.3
Rbbp7,0.3
Jdp2,0.3
Elf4,0.3
Tmem45a,0.3
Pbk,0.3
Crem,0.3
Anln,0.3
Cct2,0.3
Ckap2l,0.3
Aimp2,0.3
Ola1,0.3
1810013D15Rik,0.3
Fat4,0.3
Ccdc112,0.3
Hnrpdl,0.3
Atf2,0.3
Mcm4,0.3
Pole2,0.3
Lrch2,0.3
Rab7l1,0.3
Scara3,0.3
Nup153,0.3
Fam64a,0.3
Skp2,0.3
Tcerg1,0.3
Dram1,0.3
Igfbp6,0.3
Hs6st2,0.3
Orc6,0.3
Rpl7a,0.3
Irx1,0.3
Fkbp3,0.3
Pygm,0.4
Srpk1,0.4
St14,0.4
Rab3gap2,0.4
Pola1,0.4
Nr1h3,0.4
Ccnf,0.4
Kcnf1,0.4
Colec12,0.4
Slc44a2,0.4
Med6,0.4
Bdp1,0.4
Tk1,0.4
Trp53,0.4
Epha3,0.4
Plk1,0.4
Wbp7,0.4
Rhoj,0.4
Rcn3,0.4
Ptprm,0.4
Cdca7,0.4
Stk17b,0.4
Islr,0.4
Rfc3,0.4
Cacng4,0.4
Nhp2,0.4
Frmd6,0.4
Sez6l2,0.4
Rrm2,0.4
Ranbp17,0.4
Myo1c,0.4
Zfpm1,0.4
C1qtnf2,0.4
Cdc42ep3,0.4
Mrc2,0.4
Atad2,0.4
Ncor2,0.4
Ndc80,0.4
Tcf19,0.4
Ednra,0.4
Cbx2,0.4
2810417H13Rik,0.4
Nol9,0.4
Rps6ka6,0.4
Cmtm3,0.4
Leng8,0.4
Kif15,0.4
S1pr3,0.4
Mdc1,0.4
Tpx2,0.4
Plk4,0.4
Umps,0.4
Esf1,0.4
Melk,0.4
Dut,0.4
U2surp,0.4
Cenpm,0.4
Cstf2,0.4
Zfp593,0.4
Nfatc2,0.4
Gnl3,0.4
Nup107,0.4
Nrp1,0.4
Iws1,0.4
Ilf3,0.4
Arhgap11a,0.4
Rrm1,0.4
2410042D21Rik,0.4
Phf21b,0.4
Zfp105,0.4
Snapc3,0.4
Sall4,0.4
Gria3,0.4
Snrpd1,0.4
Lix1l,0.4
Sphk1,0.4
Triobp,0.4
Mapk13,0.4
Lsm5,0.4
Hdac7,0.4
Nfkb1,0.4
Ttc13,0.4
Lifr,0.4
Pla2g4a,0.4
Sorbs3,0.4
Metrnl,0.4
Cort,0.4
Ppp1ca,0.4
Ska1,0.4
Arid4a,0.4
Slit2,0.4
Fam48a,0.4
Ctdspl2,0.4
Nr2f2,0.4
Ythdc1,0.4
Zfp217,0.4
Clspn,0.4
Ppp1r18,0.4
Sall2,0.4
Tasp1,0.4
Ubtd1,0.4
Mxi1,0.4
Tet1,0.4
Mad2l1,0.4
Zfx,0.4
Gtse1,0.4
Topbp1,0.4
Tmem237,0.4
Zfp280d,0.4
1700066M21Rik,0.4
Casp2,0.4
Bloc1s5,0.4
Erap1,0.4
Cars,0.4
Arhgap29,0.4
Hinfp,0.4
Flnc,0.4
Rusc2,0.4
Zzz3,0.4
Tbx4,0.4
Zfp263,0.4
Vamp3,0.4
Birc5,0.4
Usp37,0.4
Hmga2,0.5
Camk2d,0.5
Msi1,0.5
She,0.5
Lpin3,0.5
Tgfb1,0.5
Amotl1,0.5
Myb,0.5
Tnpo2,0.5
Troap,0.5
Dck,0.5
Kpna2,0.5
Zfp472,0.5
Ddx41,0.5
Smc2,0.5
Nudcd2,0.5
Ybx1,0.5
Snrnp40,0.5
Rfc2,0.5
Eri1,0.5
Rcl1,0.5
Ramp2,0.5
Atrx,0.5
Relt,0.5
Dock11,0.5
Fmnl2,0.5
Ptpn6,0.5
Cep57,0.5
Eftud2,0.5
Nr3c1,0.5
Rora,0.5
Zfp184,0.5
Gprc5c,0.5
Zfp64,0.5
Lcp1,0.5
Ptk7,0.5
Suv39h2,0.5
Mki67,0.5
Cnn1,0.5
Baz1a,0.5
Haus1,0.5
Racgap1,0.5
Snrpe,0.5
Cdca3,0.5
Nudt11,0.5
Eif3f,0.5
Ehbp1l1,0.5
Pgm1,0.5
Arsi,0.5
C1qtnf1,0.5
D5Ertd579e,0.5
Pms1,0.5
Angptl2,0.5
2700050L05Rik,0.5
Anxa5,0.5
Stmn3,0.5
Slc25a24,0.5
Dnalc1,0.5
Myl4,0.5
Ash2l,0.5
Rlf,0.5
Slc7a10,0.5
Hltf,0.5
Usp39,0.5
Zfp74,0.5
Dffb,0.5
Myh14,0.5
Ddx21,0.5
Rsbn1,0.5
Nap1l3,0.5
Fra10ac1,0.5
0610010O12Rik,0.5
Erbb2,0.5
Zfp354c,0.5
Vamp8,0.5
Matr3,0.5
Plk3,0.5
E2f2,0.5
BC046404,0.5
Krt19,0.5
Psd4,0.5
Fosb,0.5
Ppp1r13l,0.5
Shcbp1,0.5
Ankrd11,0.5
Bmp6,0.5
Nup43,0.5
Ahcy,0.5
Zfp512,0.5
Rab11fip1,0.5
Shroom4,0.5
Zfp711,0.5
4632434I11Rik,0.5
Ing5,0.5
4933403G14Rik,0.5
Mtf2,0.5
Aass,0.5
Reck,0.5
Stil,0.5
Tmem246,0.5
Smc6,0.5
Upf3b,0.5
Zfp788,0.5
Ecsit,0.5
Thoc6,0.5
Bbs12,0.5
Rbl1,0.5
Mecom,0.5
Sh3bp5,0.5
Swap70,0.5
Gtf3c4,0.5
Med13,0.5
Dnajc8,0.5
Mdfic,0.5
Hook2,0.5
Mgat4a,0.5
Hnrnpa2b1,0.5
Rbbp5,0.5
Rps3,0.5
Nfkbie,0.5
Gins3,0.5
Hey2,0.5
BC055324,0.5
Bmp4,0.5
Odf2,0.5
Sdc1,0.5
Ano9,0.5
Snrpa1,0.5
Tshz1,0.5
Terf1,0.5
Wnt11,0.5
Serpinb9,0.5
Dlgap5,0.5
Zfp423,0.5
Kif4,0.5
Rnf103,0.5
Cenpk,0.5
Akna,0.5
Figf,0.5
Elmod1,0.5
Xrn2,0.5
Elfn1,0.5
Nfe2l2,0.5
Armc5,0.5
Rad51,0.5
Pcdh1,0.5
Cbr2,0.5
Cxx1c,0.5
Slco1a6,0.5
Fam83d,0.5
Gtf2b,0.5
Dbf4,0.5
Mical1,0.5
Mcm5,0.5
Cenpq,0.5
Oaz1,0.5
Sec16b,0.5
Elp4,0.5
Scarf2,0.5
2310008H09Rik,0.5
Alg13,0.5
Riok1,0.5
Gtf2f1,0.6
Hnrnpa3,0.6
Cd97,0.6
Nle1,0.6
Tgfb2,0.6
Leprel2,0.6
Cdc25c,0.6
Ezr,0.6
Atic,0.6
Plxna1,0.6
Npat,0.6
9130008F23Rik,0.6
Nrbp2,0.6
Avpr1a,0.6
Cdcp1,0.6
Nfib,0.6
Grhl2,0.6
Nup205,0.6
Foxred1,0.6
Elf1,0.6
Esco1,0.6
E2f8,0.6
Hey1,0.6
Kank3,0.6
Bub1b,0.6
Srebf2,0.6
Zfand4,0.6
4931406P16Rik,0.6
Nvl,0.6
Plekhj1,0.6
Lmo1,0.6
Tnni3,0.6
Ccdc55,0.6
Tatdn1,0.6
Gon4l,0.6
Chd1,0.6
Ski,0.6
2010300C02Rik,0.6
Dennd5a,0.6
Lbr,0.6
Ccar1,0.6
Psme1,0.6
Mgp,0.6
Gnai1,0.6
Mllt3,0.6
Ncapg,0.6
Alkbh1,0.6
Rpgr,0.6
Irf6,0.6
Tek,0.6
Nfrkb,0.6
Wrnip1,0.6
Mcm6,0.6
Rad18,0.6
Sbf1,0.6
Arap3,0.6
Maf1,0.6
Llgl2,0.6
Gins4,0.6
Nol8,0.6
Nemf,0.6
Myo1d,0.6
Lmnb1,0.6
Ghr,0.6
Ctnnbl1,0.6
Nt5dc3,0.6
Camta2,0.6
Ecscr,0.6
Rgmb,0.6
Mbd4,0.6
Shox2,0.6
Sumo1,0.6
Zbtb7b,0.6
Osmr,0.6
Hat1,0.6
Flna,0.6
Bbx,0.6
Tcof1,0.6
Thap7,0.6
Tram1,0.6
Nup93,0.6
Kdm3a,0.6
Ptprn2,0.6
D2Ertd750e,0.6
Ctxn1,0.6
Adhfe1,0.6
Hmmr,0.6
Cyth3,0.6
Gpr153,0.6
Megf10,0.6
Cdc42ep1,0.6
Gprasp1,0.6
Sertad4,0.6
Aasdhppt,0.6
Mad2l1bp,0.6
Grip1,0.6
Ska3,0.6
Cd37,0.6
Txnl1,0.6
Zfp251,0.6
Fzd1,0.6
Kcnj15,0.6
Fstl1,0.6
Amotl2,0.6
1700054N08Rik,0.6
Prdx5,0.6
Nacc1,0.6
Sema3d,0.6
Mier2,0.6
Anxa6,0.6
Mvp,0.6
Magoh,0.6
Nars2,0.6
Dzip3,0.6
Cnksr1,0.6
Med4,0.6
Tox3,0.6
Tprkb,0.6
Osbpl1a,0.6
Mettl10,0.6
Tet2,0.6
Gtpbp4,0.6
Tgfbr2,0.6
Cdh2,0.6
Hmgn2,0.6
Gemin5,0.6
Sec14l3,0.6
Zc3hav1l,0.6
Hnrnpd,0.6
Zfp37,0.6
Ager,0.6
Rpa2,0.6
Rif1,0.6
Ctsz,0.6
Sin3a,0.6
Ran,0.6
Ppip5k1,0.6
Spata24,0.6
Fads1,0.6
Cdc20,0.6
Brd8,0.6
Itpr3,0.6
Bbs2,0.6
9230110C19Rik,0.6
Hmcn1,0.6
Gabpa,0.6
Tox4,0.6
Nfyb,0.6
Rpl28,0.6
2610318N02Rik,0.6
Tex10,0.6
Cenpe,0.6
Eri2,0.6
Rnf168,0.6
5033414D02Rik,0.6
Mbd3,0.6
Birc3,0.6
Wdr8,0.6
Arhgap33,0.6
Zmym2,0.6
Mphosph9,0.6
Zfp667,0.6
Dbn1,0.6
Chd2,0.6
Pias1,0.6
Irak2,0.6
Egfl6,0.6
Sh3bgrl2,0.6
Kif26a,0.6
Smchd1,0.6
Degs1,0.6
Capn1,0.6
Pask,0.6
Phyhd1,0.6
Iqgap3,0.6
Gldc,0.6
Zfp110,0.6
Serinc2,0.6
Ddx56,0.6
Fastk,0.6
H1fx,0.6
Trim8,0.6
Atp6v1c2,0.6
Tcp1,0.6
Fkbp8,0.6
Heph,0.6
Rhog,0.6
Rfc4,0.6
Tmem209,0.6
Dhodh,0.6
Vsig10l,0.6
Zfp61,0.6
Dcaf12l1,0.7
Kcnk2,0.7
Gatad1,0.7
Bicc1,0.7
Zfp521,0.7
Gtf2i,0.7
Pemt,0.7
D9Ertd402e,0.7
Pwp1,0.7
Dtymk,0.7
Cp,0.7
Grb14,0.7
Sec24b,0.7
Fermt2,0.7
BC028528,0.7
6720489N17Rik,0.7
Nfkb2,0.7
Gjb3,0.7
D1Ertd622e,0.7
Cald1,0.7
Nedd4,0.7
Parp9,0.7
Nat2,0.7
Wdhd1,0.7
Zfp148,0.7
Eng,0.7
Rpl41,0.7
Immp1l,0.7
Rhob,0.7
Tsr2,0.7
Slc9a3r2,0.7
2410018M08Rik,0.7
Ypel1,0.7
Mphosph8,0.7
Adrb2,0.7
Snai3,0.7
Nmi,0.7
Serpinb6b,0.7
Aqp1,0.7
Sfrp2,0.7
Ccdc34,0.7
Ntn4,0.7
Zfp36,0.7
Fignl1,0.7
4933407H18Rik,0.7
Cep72,0.7
Hus1,0.7
Inadl,0.7
Lass5,0.7
Mcl1,0.7
Fbxo5,0.7
9130017N09Rik,0.7
Stom,0.7
Ctu2,0.7
Gpx3,0.7
Lmnb2,0.7
0610009B22Rik,0.7
Jarid2,0.7
Wdr53,0.7
Oplah,0.7
2310057M21Rik,0.7
Mmp23,0.7
Panx1,0.7
Smc5,0.7
Tcf12,0.7
Prkg2,0.7
Prpf38a,0.7
Pdp1,0.7
Trim59,0.7
Pmp22,0.7
Zfp618,0.7
Drap1,0.7
Zc3h12c,0.7
Flt1,0.7
Myd88,0.7
Tead2,0.7
Fam78b,0.7
Fh1,0.7
Bub3,0.7
Ddx18,0.7
Rfwd3,0.7
Sema5a,0.7
Armcx2,0.7
Fggy,0.7
Zfp597,0.7
Ikzf4,0.7
Arrdc1,0.7
Tsn,0.7
Ptger4,0.7
Rnf220,0.7
Plxnd1,0.7
Hdac4,0.7
Vdac2,0.7
Cspg4,0.7
Hc,0.7
Xpo4,0.7
Spats2,0.7
Zmynd11,0.7
Aspm,0.7
Zwint,0.7
Npr3,0.7
Mrps25,0.7
Casp12,0.7
Fosl2,0.7
2610008E11Rik,0.7
Zfp354a,0.7
Epas1,0.7
0610040B09Rik,0.7
Ebf3,0.7
2210013O21Rik,0.7
Cbwd1,0.7
Atp5sl,0.7
Zfp2,0.7
Taf6,0.7
Ranbp1,0.7
Dnttip2,0.7
Sepw1,0.7
Srpx2,0.7
Snrpg,0.7
Ruvbl1,0.7
Cenpa,0.7
Ptp4a3,0.7
C230081A13Rik,0.7
Chaf1b,0.7
Glis3,0.7
Bcl6b,0.7
Mpdz,0.7
Prim1,0.7
Tpm2,0.7
Nol11,0.7
Cux2,0.7
Arhgdib,0.7
Man1a2,0.7
Zfp384,0.7
Cdk10,0.7
Zfp653,0.7
Ddx10,0.7
Bbs10,0.7
Nr2f6,0.7
2700029M09Rik,0.7
Fanci,0.7
Casc5,0.7
Capn5,0.7
Prc1,0.7
Wdr96,0.7
Pgrmc1,0.7
Ctu1,0.7
Fads3,0.7
Pias4,0.7
AK129341,0.7
Sbsn,0.7
Rb1,0.7
Rasgrp3,0.7
Cct4,0.7
Klhdc2,0.7
Rab39b,0.7
Scaf11,0.7
Pglyrp1,0.7
Gen1,0.7
4930422G04Rik,0.7
Slc30a4,0.7
Gm7008,0.7
Irf2,0.7
Naaladl1,0.7
Six2,0.7
Egfr,0.7
Ovol2,0.7
Srcap,0.7
Mthfd1l,0.7
Klf3,0.7
Wdr6,0.7
Ankrd34a,0.7
Prickle2,0.7
Zcchc2,0.7
Pgam5,0.7
Dnaja3,0.7
Tmf1,0.7
Rnf4,0.7
Scx,0.7
Nsmce2,0.7
Ptms,0.7
Stat3,0.7
Zfp161,0.7
Zfp330,0.7
Kank2,0.7
Serpinf1,0.7
Lrp10,0.7
Stmn4,0.7
Tipin,0.7
Cend1,0.7
Dhtkd1,0.7
Fam111a,0.7
Gna12,0.7
Cct6a,0.7
Slc25a4,0.7
Necap2,0.7
Xrcc6,0.7
Tie1,0.7
Adcy9,0.7
Xpo1,0.7
Mcmbp,0.7
Frat2,0.7
Creb1,0.7
Rpl30,0.7
Psat1,0.7
Meis2,0.7
Laptm5,0.7
St3gal2,0.7
Myst4,0.7
Glt8d2,0.7
Psip1,0.7
Dmxl2,0.7
Bptf,0.7
Hnrnpa1,0.7
Ing1,0.7
Ppih,0.7
Apitd1,0.7
Glipr1,0.7
Fpgt,0.7
Tcf3,0.7
Ccne2,0.7
Fgfbp1,0.7
Gm2a,0.8
Xpo6,0.8
Arhgap31,0.8
Chd8,0.8
H2-DMa,0.8
Fancd2,0.8
Gata6,0.8
Fam71f1,0.8
Msh2,0.8
Zfp536,0.8
Itga8,0.8
Afap1l1,0.8
Tjp3,0.8
Meis1,0.8
Fmnl3,0.8
Pdk3,0.8
Prss23,0.8
Ddx42,0.8
Dpysl3,0.8
Ccdc104,0.8
Mmp16,0.8
Hmgn1,0.8
Dmpk,0.8
Fibp,0.8
Kif18a,0.8
F8,0.8
Foxo4,0.8
Hes1,0.8
Klc3,0.8
Hdac6,0.8
AI837181,0.8
1810011O10Rik,0.8
Zfp438,0.8
Wdr54,0.8
Kat2a,0.8
Ngfrap1,0.8
Tnfrsf12a,0.8
Rnf219,0.8
9030418K01Rik,0.8
Crip1,0.8
Ddx31,0.8
Cdk4,0.8
Ap1m2,0.8
Dtl,0.8
Dpep1,0.8
Phf21a,0.8
Tnfaip3,0.8
Taf13,0.8
Pola2,0.8
Lhfp,0.8
Cc2d1a,0.8
E2f6,0.8
Ppp1r13b,0.8
Coil,0.8
Amph,0.8
Cs,0.8
Parp2,0.8
Tlx2,0.8
Cacnb1,0.8
Cnot2,0.8
Cda,0.8
Mark2,0.8
Sox4,0.8
Surf6,0.8
Paqr4,0.8
Pparg,0.8
Ndufa2,0.8
Rfc5,0.8
Pls3,0.8
Bex4,0.8
Spc24,0.8
E2f4,0.8
Serping1,0.8
Prkrip1,0.8
Myl12a,0.8
Vwf,0.8
Elmo3,0.8
Traip,0.8
Lbh,0.8
Strap,0.8
Aadat,0.8
Ncaph,0.8
Samd14,0.8
Aldh7a1,0.8
Hspb11,0.8
Zfp560,0.8
Zfp36l2,0.8
Cpsf3,0.8
Yme1l1,0.8
Efnb1,0.8
Gas2l3,0.8
Cdc45,0.8
Ckap2,0.8
Nudt6,0.8
Uba6,0.8
Ropn1l,0.8
Eya2,0.8
Mknk2,0.8
Slc7a2,0.8
Taf5l,0.8
Mrps9,0.8
Sptlc2,0.8
Wwc2,0.8
Dhx15,0.8
Prkd3,0.8
Tia1,0.8
Rbbp4,0.8
St3gal5,0.8
AA987161,0.8
Tbp,0.8
Mafb,0.8
Sgpp2,0.8
Glb1l2,0.8
Zfp36l1,0.8
Slc38a4,0.8
Tmem44,0.8
Snap91,0.8
Slc12a8,0.8
Tspan3,0.8
Arl6,0.8
A830080D01Rik,0.8
Rassf5,0.8
Ift81,0.8
Sdhc,0.8
Gfi1,0.8
Tra2b,0.8
Glrx3,0.8
Mtus1,0.8
Tgif2,0.8
Prdm2,0.8
Tfap2a,0.8
Maged2,0.8
Cdk12,0.8
Rprm,0.8
Ptn,0.8
Irf9,0.8
B2m,0.8
Tspan12,0.8
Golm1,0.8
Mcm3,0.8
Abr,0.8
Tmem140,0.8
Baz2a,0.8
Kdm5a,0.8
Narg2,0.8
Sf3b1,0.8
Tarsl2,0.8
Plcd1,0.8
Zc3h12a,0.8
Frg1,0.8
Capn7,0.8
Lrrk1,0.8
Sra1,0.8
Glrb,0.8
Spnb2,0.8
Shq1,0.8
Aup1,0.8
Sap30bp,0.8
Hgs,0.8
Pold1,0.8
Zfp566,0.8
Prkcd,0.8
Hnrnpr,0.8
Fam72a,0.8
Pvrl2,0.8
1110008P14Rik,0.9
Smarca2,0.9
Ttll7,0.9
Slc35b3,0.9
Rab27b,0.9
Auts2,0.9
Atf5,0.9
Spag1,0.9
Gtf2f2,0.9
Prkcz,0.9
Dkk3,0.9
Etv1,0.9
Cpeb1,0.9
Kars,0.9
Tmbim1,0.9
Creb3l1,0.9
Rpap2,0.9
Mnd1,0.9
Cdca4,0.9
Lrrn3,0.9
Gabpb2,0.9
Zfp654,0.9
Wasf1,0.9
Rexo4,0.9
Acadsb,0.9
Pknox2,0.9
Cdc5l,0.9
Tspan9,0.9
Hmg20b,0.9
Pacsin3,0.9
Pak1,0.9
Anxa2,0.9
Gm11944,0.9
Adrbk1,0.9
Cry2,0.9
Ccbl1,0.9
Hrsp12,0.9
Tsen2,0.9
Ldb1,0.9
Limd2,0.9
Fn1,0.9
Gpc4,0.9
Whsc1,0.9
Edc4,0.9
Tmem54,0.9
Elovl5,0.9
Wipf1,0.9
Rundc3b,0.9
Ehmt2,0.9
Rae1,0.9
Pgbd5,0.9
Timp3,0.9
Brsk1,0.9
Calhm2,0.9
Kifc5b,0.9
Ubl7,0.9
Pes1,0.9
Ocln,0.9
4833427G06Rik,0.9
Slc43a3,0.9
Ddx52,0.9
Il2rg,0.9
Rars2,0.9
Esrp1,0.9
Fkbp15,0.9
Tcea2,0.9
Dhx36,0.9
Ncapd2,0.9
Zbtb24,0.9
Lancl1,0.9
Pold3,0.9
Incenp,0.9
H2-D1,0.9
Purb,0.9
Phldb2,0.9
Oxsm,0.9
Etaa1,0.9
Zfp46,0.9
Nfatc1,0.9
Foxj3,0.9
Smarce1,0.9
Edf1,0.9
Ncam1,0.9
Hoxa4,0.9
Shprh,0.9
Mmp19,0.9
Tspan11,0.9
1810019J16Rik,0.9
Ctcf,0.9
1700019D03Rik,0.9
Vps72,0.9
Med22,0.9
Sox12,0.9
Rps26,0.9
Ckmt1,0.9
Naa15,0.9
Lad1,0.9
Cic,0.9
Mll3,0.9
Cd1d1,0.9
Efna1,0.9
Rpp40,0.9
Dmap1,0.9
Mlxip,0.9
Ctnnb1,0.9
Fam122a,0.9
Mrpl14,0.9
Setx,0.9
Dlc1,0.9
Vdr,0.9
Gng10,0.9
Arhgap24,0.9
Scamp2,0.9
C330027C09Rik,0.9
Fam82a1,0.9
