GeneSymbol,PValue
Akap12,0.0
Rbpj,0.0
Gtf2f1,0.0
Dgcr2,0.0
Bicc1,0.0
Ilf2,0.0
Zfp521,0.0
Prdm5,0.0
Nop56,0.0
Leprel2,0.0
Zfp647,0.0
Exo1,0.0
Nr1h3,0.0
Haus6,0.0
Gata6,0.0
Zglp1,0.0
Klf9,0.0
Anapc4,0.0
Naca,0.0
Bgn,0.0
Tead1,0.0
Foxs1,0.0
Abt1,0.0
Ptgis,0.0
Pcdh18,0.0
Dkk3,0.0
Znfx1,0.0
Zmym1,0.0
Meis1,0.0
Zfp828,0.0
Smc2,0.0
Blm,0.0
Nae1,0.0
Oip5,0.0
Nusap1,0.0
Nfib,0.0
Ddx20,0.0
Zbtb41,0.0
Rbmxl1,0.0
Lrrfip1,0.0
Tcea1,0.0
Sulf1,0.0
Fbl,0.0
E2f8,0.0
Prdm9,0.0
Bdp1,0.0
Aebp2,0.0
Dnm3os,0.0
Ddx1,0.0
Hoxa1,0.0
Elovl2,0.0
Cdca4,0.0
Aurkb,0.0
Bub1b,0.0
Eme1,0.0
Ncl,0.0
Zfp26,0.0
Foxh1,0.0
St8sia1,0.0
Trp53,0.0
Dedd2,0.0
Ube2t,0.0
Anp32b,0.0
Zfp775,0.0
Zfp654,0.0
Itm2a,0.0
Stat1,0.0
Smpd4,0.0
Mis18bp1,0.0
Cnbp,0.0
Tgfbr3,0.0
Esrrb,0.0
Ttf2,0.0
Tfpi,0.0
Uba2,0.0
Psmc3ip,0.0
Ddah2,0.0
Rfc1,0.0
Zfp280c,0.0
Rtf1,0.0
Lbr,0.0
Sfrp2,0.0
Zfp473,0.0
Fignl1,0.0
Ssrp1,0.0
App,0.0
Phf20,0.0
Col6a1,0.0
Gstt1,0.0
Nasp,0.0
Gmeb1,0.0
Suz12,0.0
Ror2,0.0
Islr,0.0
Hlx,0.0
Rrp1b,0.0
Cdc5l,0.0
Dennd2a,0.0
Sarnp,0.0
Rora,0.0
Brca1,0.0
Hdac2,0.0
Nrf1,0.0
Topors,0.0
Tceanc,0.0
Zfp292,0.0
Mcm6,0.0
Zfp184,0.0
Sox6,0.0
Lamb1,0.0
Zfp64,0.0
Vim,0.0
Vrk1,0.0
Gtf2e2,0.0
E2f7,0.0
Pax6,0.0
Cggbp1,0.0
Stmn1,0.0
Gpx8,0.0
Dnajc2,0.0
Col1a1,0.0
Suv39h2,0.0
Ikzf1,0.0
Pa2g4,0.0
Zfpm2,0.0
Haus3,0.0
Ptgfrn,0.0
Nhp2l1,0.0
Lmnb1,0.0
Aebp1,0.0
Sgol2,0.0
Gnb4,0.0
Cdk4,0.0
Rrm2,0.0
Rxra,0.0
Lmo4,0.0
Hdac1,0.0
Atf1,0.0
Zkscan14,0.0
Snrpe,0.0
Nup133,0.0
Hoxb3,0.0
Phf21a,0.0
Trim59,0.0
Rbmx,0.0
Cenph,0.0
Fkbp10,0.0
Apex1,0.0
Tfap2c,0.0
Hnrnpk,0.0
Mta1,0.0
Atad2,0.0
Twist2,0.0
Mybl2,0.0
Taf7,0.0
Mcm2,0.0
Ccdc102a,0.0
Tead2,0.0
Bub1,0.0
Zbtb7b,0.0
Srrt,0.0
Cdh11,0.0
Osr1,0.0
Lhfp,0.0
Zfp422,0.0
Ezh2,0.0
Nexn,0.0
Cbfb,0.0
Ddx18,0.0
Nkrf,0.0
Snai1,0.0
Taf5,0.0
Col5a1,0.0
Kdm1a,0.0
Trim28,0.0
Tada2a,0.0
Zfp553,0.0
Ahctf1,0.0
Ash2l,0.0
Tsn,0.0
Nup155,0.0
Gabpb1,0.0
Fst,0.0
Hoxa2,0.0
Mms22l,0.0
Brip1,0.0
Ltbp1,0.0
D2Ertd750e,0.0
Dnmt1,0.0
Bcor,0.0
Cdc6,0.0
Taf9,0.0
Lgals1,0.0
Zfhx3,0.0
Plk4,0.0
Mtbp,0.0
Hic1,0.0
Smarca5,0.0
Kdm2b,0.0
Phf5a,0.0
Gpr153,0.0
Cd276,0.0
Melk,0.0
Pus1,0.0
Cd248,0.0
Lhx1,0.0
Sfpq,0.0
Dut,0.0
Pbrm1,0.0
Lox,0.0
G2e3,0.0
Tshz3,0.0
Usp1,0.0
Set,0.0
Aspm,0.0
Foxm1,0.0
Zik1,0.0
Gm9873,0.0
Timeless,0.0
Emp1,0.0
Pias2,0.0
Nat14,0.0
Sumo2,0.0
Cenpf,0.0
Bnc2,0.0
Dctd,0.0
Rarg,0.0
Zfp593,0.0
Creb3,0.0
Cenpi,0.0
Lpar4,0.0
Zfp329,0.0
Nxn,0.0
Fstl1,0.0
Plagl1,0.0
Nr1d1,0.0
Chek1,0.0
Tfdp1,0.0
Dmtf1,0.0
Heatr1,0.0
Smarcc1,0.0
Atf7,0.0
Dnmt3b,0.0
Zfp30,0.0
Col1a2,0.0
Gli2,0.0
Mre11a,0.0
Snrpg,0.0
Ndn,0.0
Six1,0.0
Ddx11,0.0
Aire,0.0
Glis2,0.0
Olig1,0.0
Mier2,0.0
Gpr124,0.0
Chaf1b,0.0
Fgfr1,0.0
Brca2,0.0
Col3a1,0.0
Ilf3,0.0
Nap1l1,0.0
Nup37,0.0
Tpm2,0.0
Thra,0.0
Plod3,0.0
Hnrnpab,0.0
Zeb1,0.0
Pbx1,0.0
Wisp1,0.0
Dhx33,0.0
Pdgfra,0.0
Npm1,0.0
