GeneSymbol,PValue
Mtfr1,0.6
Dmap1,0.6
Golm1,0.6
Xrcc2,0.6
Ppp1r1a,0.6
Cdkn2aip,0.6
Olr1,0.6
Cml1,0.6
Ubxn8,0.6
Spag5,0.6
Snx5,0.6
Oit1,0.6
Cntnap2,0.6
Plekhj1,0.6
Gpsm2,0.6
Tada2a,0.6
Prss32,0.6
Rbbp7,0.6
Iqgap3,0.6
Eya2,0.6
Dram1,0.6
Cyc1,0.6
Casp2,0.6
Cfh,0.6
Cnbp,0.6
D2Ertd750e,0.6
Cep192,0.6
Slc7a2,0.6
Hipk3,0.6
Thoc6,0.6
Mns1,0.6
Fam105b,0.6
Eno4,0.6
Cdk17,0.6
Dhx15,0.6
Tgs1,0.6
Ggta1,0.6
Pus1,0.6
Myst4,0.6
Phf20,0.6
Bend3,0.6
Gprasp1,0.6
Ddx21,0.6
Asb4,0.6
Psme1,0.6
Dvl2,0.6
Snx9,0.6
Trim33,0.6
Zfp39,0.6
Kif3a,0.6
Satb2,0.6
Hacl1,0.6
Laptm4b,0.6
Slc16a7,0.6
Fam76b,0.6
Lims2,0.6
Bdnf,0.6
Impdh2,0.6
Dctn2,0.6
Cacybp,0.6
Snrnp48,0.6
Rcor3,0.6
Med20,0.6
Rpap1,0.6
Sox13,0.6
Ska1,0.6
Sac3d1,0.6
Lrrc40,0.6
Pias2,0.6
Mfap4,0.6
Npr2,0.6
Tmem79,0.6
Gins1,0.6
Polr2b,0.6
Rxrg,0.6
Elf3,0.6
Tox4,0.6
A630001G21Rik,0.6
Tmcc2,0.6
E2f4,0.6
Prr14,0.6
Thrap3,0.6
BC026590,0.6
Zfp532,0.6
Epcam,0.6
Zwilch,0.6
Pdxp,0.6
Usp37,0.6
Vrk1,0.6
Lcp1,0.7
BC024479,0.7
Trmt6,0.7
Rbpj,0.7
Nr0b1,0.7
Fam169a,0.7
Coq9,0.7
Cacng4,0.7
Ube2v2,0.7
Klhl26,0.7
Rab3gap2,0.7
Atp6v0a1,0.7
Ttc3,0.7
Por,0.7
Mettl3,0.7
Smek2,0.7
Tnni1,0.7
Sult2b1,0.7
Cbwd1,0.7
1810037I17Rik,0.7
Ythdc1,0.7
Cand2,0.7
Dctn1,0.7
Noc4l,0.7
Nol6,0.7
Golga7,0.7
Atp5sl,0.7
Zfp2,0.7
Aasdh,0.7
Mlf2,0.7
Svep1,0.7
Zdhhc8,0.7
Lipm,0.7
Klhl5,0.7
Usp11,0.7
Ruvbl1,0.7
Tmpo,0.7
Cp,0.7
Pds5a,0.7
Yaf2,0.7
5730559C18Rik,0.7
Iws1,0.7
Romo1,0.7
Ldb1,0.7
Creb3l4,0.7
Ing2,0.7
Ifih1,0.7
Tnfaip3,0.7
Prim1,0.7
1110012J17Rik,0.7
Rps23,0.7
Cdca8,0.7
Nrbp2,0.7
Drap1,0.7
Zscan21,0.7
Zfp141,0.7
Nr5a2,0.7
Heatr1,0.7
Smtn,0.7
Rab11fip1,0.7
Rassf7,0.7
Slc44a2,0.7
Hsd17b10,0.7
Slc25a47,0.7
Npm1,0.7
Cds1,0.7
Elf1,0.7
Rnaseh2b,0.7
Cct6a,0.7
Gdf3,0.7
Leprel4,0.7
Sfrs18,0.7
Srp9,0.7
Ccnh,0.7
B4galt6,0.7
Sp4,0.7
Atad5,0.7
H2afx,0.7
Nxt1,0.7
Gsta3,0.7
Ccdc104,0.7
Ddx18,0.7
Mapk3,0.7
8430410K20Rik,0.7
Aim2,0.7
Aurkb,0.7
1700029J07Rik,0.7
Capn5,0.7
Thsd1,0.7
Mtf2,0.7
Wdr90,0.7
Tbc1d10b,0.7
Gabpb2,0.7
Cdo1,0.7
Coro2a,0.7
Parp2,0.7
Coro1a,0.7
Bbx,0.7
Tcof1,0.7
Atrx,0.7
Ikzf4,0.7
Sdad1,0.7
Taf4a,0.7
Zc3h7b,0.7
Hnrnph1,0.7
Klf5,0.7
Dnm2,0.7
Zrsr1,0.7
Rnase4,0.7
Tsn,0.7
Trim16,0.7
Upf3b,0.7
Rpa2,0.7
Depdc7,0.7
Kif18a,0.7
Kat5,0.7
Rif1,0.7
Myh11,0.7
Dsn1,0.7
Arxes1,0.7
Dock11,0.7
Cdc6,0.7
Pcid2,0.7
Dtna,0.7
Casp7,0.7
Slc12a8,0.7
Nfia,0.7
Pcnt,0.7
Ddx56,0.7
Fah,0.7
Camta1,0.7
Srrm1,0.7
Hn1,0.7
Tspan6,0.7
Ndufa4,0.7
Fcho1,0.7
Gja1,0.7
Lefty2,0.7
Wdr89,0.7
Chd6,0.7
Cbx1,0.7
Tmem45a,0.7
Unc93b1,0.7
Gata2,0.7
Rtkn2,0.7
Tdgf1,0.7
Kntc1,0.7
Pknox1,0.7
Xpo4,0.7
Six5,0.7
Fnbp4,0.7
Sra1,0.7
AU018091,0.7
Pgap3,0.7
Lsp1,0.7
Cul7,0.7
Zfp955a,0.7
Rcc2,0.7
BC027231,0.7
Rpgr,0.7
Klf11,0.7
Sarnp,0.7
Psmc2,0.7
Psmb10,0.7
Itm2b,0.7
Zfp934,0.7
Serpina3n,0.7
Anln,0.7
Itga4,0.7
Ppp2r5e,0.7
Cdadc1,0.7
Mcm6,0.7
E2f1,0.7
Col16a1,0.7
Pgam5,0.7
Abcf1,0.7
Ptpn18,0.7
Rbms2,0.7
Ccbl2,0.7
Pax6,0.7
Pde3b,0.8
Sde2,0.8
Bsg,0.8
Rps7,0.8
Gmnn,0.8
Nup54,0.8
Kank4,0.8
Elf5,0.8
Nup107,0.8
Eri2,0.8
4930444A02Rik,0.8
Tspan3,0.8
Usp27x,0.8
Ace,0.8
Col1a2,0.8
Sall2,0.8
Fbln1,0.8
Reep2,0.8
Calcrl,0.8
Pole2,0.8
Rpp30,0.8
ORF61,0.8
Dnajc24,0.8
Birc3,0.8
Rimkla,0.8
Il6st,0.8
Reep6,0.8
Nup160,0.8
Wdr8,0.8
Fermt2,0.8
Egr1,0.8
Tcf7l2,0.8
Ofd1,0.8
Efs,0.8
1810032O08Rik,0.8
Gar1,0.8
Dusp26,0.8
Tubgcp5,0.8
Gfi1,0.8
Csnk2b,0.8
Morf4l2,0.8
Ccdc102a,0.8
Dbn1,0.8
Pus7l,0.8
Clybl,0.8
Nusap1,0.8
Il18,0.8
Cntln,0.8
Ednra,0.8
Shroom4,0.8
Gtpbp4,0.8
Sez6,0.8
Rbx1,0.8
Psmb4,0.8
Maged2,0.8
Tmem194b,0.8
Akna,0.8
Rprm,0.8
Ddx10,0.8
Birc6,0.8
Pbld2,0.8
Sh3glb2,0.8
Prmt3,0.8
Capn1,0.8
Rtcd1,0.8
Fzd3,0.8
Nr2c2,0.8
Gpx2,0.8
Actl6a,0.8
Dcaf13,0.8
Zfp800,0.8
Epha3,0.8
Nudt6,0.8
Jph2,0.8
Tlx2,0.8
Rad51,0.8
Ikzf5,0.8
Kif20b,0.8
Camsap3,0.8
Irf7,0.8
Nr6a1,0.8
Sf3a1,0.8
Emc2,0.8
Nup93,0.8
Ankrd35,0.8
Zfp110,0.8
Kdm3a,0.8
Ppat,0.8
Pik3r3,0.8
C330027C09Rik,0.8
Dync2li1,0.8
Rab39b,0.8
Fbln5,0.8
Stat4,0.8
Rad51c,0.8
Dusp15,0.8
Rpl18,0.8
Rbl1,0.8
Msh6,0.8
Tmem119,0.8
Scand1,0.8
Nfkb1,0.8
Mak16,0.8
Sh3gl2,0.8
Hic2,0.8
Rad23a,0.8
Lbr,0.8
U2af2,0.8
Hoxc8,0.8
Zfp473,0.8
Fignl1,0.8
Cox7a1,0.8
Efhc2,0.8
Nebl,0.8
Ankrd10,0.8
L3mbtl3,0.8
Calhm2,0.8
Cep72,0.8
Psmb9,0.8
Slc24a3,0.8
Esrra,0.8
Orc1,0.8
Ets1,0.8
Arhgef26,0.8
Rrp1b,0.8
Fem1c,0.8
Acat1,0.8
Rfk,0.8
Kat2a,0.8
Hook2,0.8
Aldh16a1,0.8
Dis3,0.8
Ccne2,0.8
Ush1c,0.8
Nfyc,0.8
Polr1e,0.8
Mgll,0.8
Lin28a,0.9
Styk1,0.9
Stmn1,0.9
Maf1,0.9
Serpinb1a,0.9
Tubb2b,0.9
Snapc4,0.9
Tbx2,0.9
Srpk1,0.9
St14,0.9
Zfp518b,0.9
Ikzf1,0.9
Ctdspl2,0.9
Smarca1,0.9
Fancd2,0.9
Yipf6,0.9
Elk3,0.9
Pola1,0.9
Rbm39,0.9
Lnpep,0.9
Ankrd16,0.9
Racgap1,0.9
Htr1b,0.9
Polr1a,0.9
Asxl2,0.9
Ift81,0.9
Ppan,0.9
Mt4,0.9
Mdn1,0.9
Zfp335,0.9
Tra2b,0.9
Mdm1,0.9
Ehf,0.9
Rasef,0.9
Nup43,0.9
Arpc5l,0.9
Arid1a,0.9
Elp5,0.9
Myg1,0.9
Glmn,0.9
Rbms3,0.9
Ccdc77,0.9
Cacng7,0.9
Ddx58,0.9
Prr18,0.9
Hoxd9,0.9
Aes,0.9
Rab15,0.9
Nr2f6,0.9
Pdgfb,0.9
Eras,0.9
Zbtb43,0.9
Tmem54,0.9
Ccdc111,0.9
Hat1,0.9
Zdhhc13,0.9
Atp6v0a2,0.9
Pask,0.9
Fubp3,0.9
Pias4,0.9
Zfp46,0.9
Gnb2,0.9
Trpv2,0.9
Gipc2,0.9
Chpt1,0.9
Tex9,0.9
Klhdc2,0.9
Tomm40,0.9
Rnf144b,0.9
Lrmp,0.9
4933411K20Rik,0.9
Phf12,0.9
Smarca5,0.9
Irx5,0.9
Mga,0.9
Pdcd11,0.9
Rfx1,0.9
Rabggta,0.9
Trmt10a,0.9
Cdh1,0.9
0610010O12Rik,0.9
Shq1,0.9
Plek2,0.9
Prox1,0.9
Me2,0.9
Epb4.1l3,0.9
Pfkm,0.9
Tfap4,0.9
Fastkd2,0.9
Ripk1,0.9
Cd37,0.9
Ube2cbp,0.9
Mgat4a,0.9
Nup214,0.9
Bspry,0.9
Mbd5,0.9
Rbbp5,0.9
Agpat2,0.9
Fstl1,0.9
Safb2,1.0
Prelp,1.0
Mbnl3,1.0
H2-M3,1.0
Acyp2,1.0
1500016L03Rik,1.0
Camk2d,1.0
Nhp2,1.0
Recql,1.0
Satb1,1.0
Atf7,1.0
Chd8,1.0
Ddx31,1.0
Maf,1.0
Uqcrq,1.0
Dsg2,1.0
BC005764,1.0
Fbxl16,1.0
AW551984,1.0
Tmf1,1.0
Emp2,1.0
Myb,1.0
Mycl1,1.0
Hcfc1,1.0
Klf9,1.0
Cxxc1,1.0
Zfp526,1.0
Rpl31,1.0
Klhl24,1.0
Podxl,1.0
Mxd1,1.0
Rnf13,1.0
Acads,1.0
Zkscan17,1.0
Hmgn5,1.0
Mbd2,1.0
Hmg20a,1.0
Dsp,1.0
Ccne1,1.0
Pmp22,1.0
Gsdmd,1.0
Gfm1,1.0
Lsm2,1.0
Med26,1.0
Thra,1.0
Liph,1.0
Galm,1.0
Rps6kb2,1.0
Elovl7,1.0
Zcchc18,1.0
Zeb1,1.0
Cic,1.0
Nudcd2,1.0
9630033F20Rik,1.0
Pmpca,1.0
Mll3,1.0
Ttc25,1.0
Zbtb41,1.0
Ahi1,1.0
Cend1,1.0
Cyb5rl,1.0
Senp2,1.0
Pou2f1,1.0
Bahd1,1.0
Car4,1.0
Sox17,1.0
Tfap2a,1.0
Tor3a,1.0
Arhgef15,1.0
Ercc2,1.0
Smyd1,1.0
Fut4,1.0
Ripk3,1.0
Tspyl4,1.0
Gm98,1.0
Hivep2,1.0
Hey1,1.0
Dcaf5,1.0
Six4,1.0
Exosc10,1.0
Anapc5,1.0
Dedd2,1.0
Nfe2l3,1.0
Kitl,1.0
Gata4,1.0
Thap7,1.0
E4f1,1.0
Mynn,1.0
Tmem206,1.0
Stat5a,1.0
Gpr126,1.0
Fip1l1,1.0
Vdr,1.0
Lamb2,1.0
Grwd1,1.0
Gon4l,1.0
Bcas2,1.0
Myo1a,1.0
Kif11,1.0
C530008M17Rik,1.0
Cpped1,1.0
Fam83d,1.0
A030009H04Rik,1.0
Serpinb6b,1.0
Efcab2,1.0
Zfp821,1.0
Palmd,1.0
Irx3,1.0
Plekha6,1.0
Endod1,1.0
Ovol2,1.0
Gpbp1,1.0
Csk,1.0
Ppic,1.0
Lsg1,1.0
Eps8,1.0
Cebpb,1.0
9130017N09Rik,1.0
Ctcf,1.0
Ddrgk1,1.0
Mafb,1.0
Mybbp1a,1.0
Trim34a,1.0
Frk,1.0
Mapt,1.0
Asxl3,1.0
Tfip11,1.0
Creb3,1.0
Ptprn,1.0
Zfp64,1.0
