GeneSymbol,PValue
Melk,0.2
Crebbp,0.2
Cul7,0.2
Foxm1,0.2
Cstf2,0.2
Fstl1,0.2
Cebpa,0.2
Dnmt3b,0.2
Ddx52,0.2
Snrpg,0.2
Ddx11,0.2
Shcbp1,0.2
Rest,0.2
Letmd1,0.2
Pcolce,0.2
Fubp1,0.2
Atad5,0.2
Naa16,0.2
Prc1,0.2
Nop58,0.2
Zc3hav1l,0.2
Ccnb1,0.2
Ccnt1,0.2
Tcfl5,0.2
Cep55,0.2
S100a1,0.2
Twistnb,0.2
Rps24,0.2
Cdc20,0.2
Rad51ap1,0.2
Col4a1,0.2
Safb,0.2
Utp15,0.2
Prelp,0.2
Kank4,0.2
Noc4l,0.2
Atf2,0.2
Svep1,0.2
Birc3,0.2
Hspa14,0.2
Smc4,0.2
Gli3,0.2
Kif26a,0.2
Topbp1,0.2
Trip13,0.2
Gmps,0.2
Hells,0.2
Mcam,0.2
Rad51,0.2
Mcm3,0.2
Hnrnpm,0.2
Acbd4,0.2
Ryk,0.2
Bptf,0.2
Klf11,0.2
Pold1,0.2
Gtf2f1,0.3
Exo1,0.3
Bms1,0.3
Dkc1,0.3
Zmym1,0.3
Meis1,0.3
Cxcl12,0.3
Tro,0.3
Snrnp40,0.3
Ncl,0.3
Zfp26,0.3
Il17rc,0.3
Ube2t,0.3
Nr6a1,0.3
Camta1,0.3
Col6a1,0.3
Prdm14,0.3
Rrp1b,0.3
Eftud2,0.3
Hdac2,0.3
Nrf1,0.3
Jarid2,0.3
Rxrg,0.3
Usp48,0.3
Rpp25,0.3
Smek2,0.3
Nfkbia,0.3
Tfam,0.3
Pxdn,0.3
Fn1,0.3
Ccna2,0.3
Mcm2,0.3
Cbx2,0.3
Srsf7,0.3
Rbm12,0.3
Prmt3,0.3
Rtcd1,0.3
Mki67ip,0.3
Spata5,0.3
Ash2l,0.3
Crebzf,0.3
Nup155,0.3
Mms22l,0.3
Phf5a,0.3
Xpo4,0.3
Kifc5b,0.3
Rfc5,0.3
Ska3,0.3
Zwilch,0.3
Chchd10,0.3
Ruvbl1,0.3
Arhgap11a,0.3
Zfp750,0.3
Hmgb1,0.3
Ercc2,0.3
H2afx,0.3
Pacsin1,0.3
Col4a2,0.3
Mga,0.3
Pdcd11,0.3
9430015G10Rik,0.3
Brd8,0.3
Lyar,0.3
Impdh2,0.3
Pbx2,0.3
Tinagl1,0.3
Nr2c1,0.3
Cct2,0.3
Wdr6,0.3
Dis3,0.3
Eri2,0.3
Msx1,0.3
Nfx1,0.3
Nup85,0.3
Zfp667,0.3
Psrc1,0.3
Gli1,0.3
Wfdc2,0.3
8430410K20Rik,0.3
Xpo1,0.3
Cirh1a,0.3
Zfp451,0.3
Zfp407,0.3
Irf7,0.3
Zfp110,0.3
Dbf4,0.3
Zfp39,0.3
Rhog,0.3
Zfp566,0.3
Elf3,0.3
Dhodh,0.3
Hmga2,0.4
Tbx2,0.4
Rc3h2,0.4
Nop56,0.4
Leprel2,0.4
Trp53bp1,0.4
Abt1,0.4
Ing2,0.4
Med26,0.4
0610007P22Rik,0.4
Cdt1,0.4
Lass2,0.4
Zcchc11,0.4
Zfp580,0.4
Nat2,0.4
Smyd1,0.4
Foxh1,0.4
Trp53,0.4
Ttc9c,0.4
Sema3e,0.4
Orc5,0.4
Mis18bp1,0.4
4930566F21Rik,0.4
Chd1,0.4
Uba2,0.4
Foxo4,0.4
2410003L11Rik,0.4
Cdca7,0.4
Sart3,0.4
App,0.4
Cdc5l,0.4
Plvap,0.4
Bhlhe40,0.4
Morc3,0.4
Rfc3,0.4
Crip2,0.4
Pecam1,0.4
Ikzf1,0.4
Ercc3,0.4
Adamts1,0.4
Baz1a,0.4
Egln1,0.4
Dppa2,0.4
Hoxc4,0.4
Nip7,0.4
Tead2,0.4
Ezh2,0.4
Palb2,0.4
Eef1e1,0.4
Ccnh,0.4
Utf1,0.4
Pot1a,0.4
Rps6ka6,0.4
Nup62,0.4
Trim28,0.4
Thap7,0.4
A830007P12Rik,0.4
Kdm3a,0.4
Hif3a,0.4
Ufm1,0.4
Msh6,0.4
Mtbp,0.4
Wdr12,0.4
Tgs1,0.4
Cd248,0.4
Pbrm1,0.4
Pomc,0.4
5530601H04Rik,0.4
U2surp,0.4
Galnt7,0.4
Klf4,0.4
Tmem39a,0.4
BC027231,0.4
Mrpl42,0.4
Snip1,0.4
Npr3,0.4
Lin9,0.4
Nup54,0.4
Ino80e,0.4
Zfp575,0.4
Gli2,0.4
Ncapd3,0.4
Ndn,0.4
Aire,0.4
Nup160,0.4
Ctsd,0.4
Yif1b,0.4
Magoh,0.4
Nol11,0.4
Ncapd2,0.4
Atf4,0.4
Asb1,0.4
Snapc3,0.4
Gemin5,0.4
S100a11,0.4
Phldb2,0.4
Tatdn3,0.4
A530054K11Rik,0.4
Srsf10,0.4
Stt3a,0.4
Rpa2,0.4
Aldh4a1,0.4
Tia1,0.4
Mettl6,0.4
Usp9x,0.4
Hnrpll,0.4
Mybbp1a,0.4
Hnrnpa2b1,0.4
Zfp191,0.4
Fos,0.4
Snapc4,0.4
Ggnbp2,0.4
Zfp217,0.4
Vps72,0.4
Ooep,0.4
Skiv2l2,0.4
Cdk9,0.4
Atf6b,0.4
Zfp58,0.4
Kdm5b,0.4
A830080D01Rik,0.4
Pkd2,0.4
Farsb,0.4
Tgif2,0.4
Kif2a,0.4
Cenpk,0.4
Glod5,0.4
Lig1,0.4
Smchd1,0.4
Zfp143,0.4
Asb8,0.4
Chga,0.4
Ercc6l,0.4
Smyd3,0.4
Nsun2,0.4
Setx,0.4
Nanog,0.4
Mbnl1,0.4
Cdk5rap3,0.4
Kif18b,0.4
2810021B07Rik,0.4
Got1l1,0.4
Ssb,0.4
Tcp1,0.4
Larp7,0.4
Got1,0.4
Rnaset2a,0.4
AU018091,0.4
Hnrnpa1,0.4
Cenpl,0.4
Mnat1,0.4
Ccne2,0.4
BC024479,0.5
Hnrnpa3,0.5
Ppp3cb,0.5
Recql,0.5
Ints6,0.5
Adcy1,0.5
2610027L16Rik,0.5
Cdc23,0.5
Cgref1,0.5
Esco2,0.5
Calcoco2,0.5
Dtymk,0.5
Cdk1,0.5
Pcdh18,0.5
Tubgcp5,0.5
Apoc1,0.5
Tspyl2,0.5
Gfra1,0.5
Krt20,0.5
Psmb4,0.5
Tcea1,0.5
Bdp1,0.5
Mtf1,0.5
Bub1b,0.5
Wdr90,0.5
Exosc3,0.5
Actl6a,0.5
Grhl3,0.5
Spag5,0.5
Rbmx2,0.5
Anp32b,0.5
Bcas2,0.5
Ski,0.5
Nmi,0.5
Sh2d3c,0.5
Phf20,0.5
Arpc4,0.5
Diap3,0.5
Slc12a2,0.5
Gmeb1,0.5
Cep57,0.5
Fam76b,0.5
Acn9,0.5
Depdc1a,0.5
Gpbp1,0.5
Hmg20b,0.5
Fbxo5,0.5
9130017N09Rik,0.5
Mapk6,0.5
Topors,0.5
Crip1,0.5
Arhgap1,0.5
Zkscan14,0.5
Nup133,0.5
1700027A23Rik,0.5
Asxl2,0.5
Atad2,0.5
Dpys,0.5
Spc25,0.5
Fam176a,0.5
2810417H13Rik,0.5
Ybx2,0.5
Arl3,0.5
Masp2,0.5
Ddx18,0.5
Supt7l,0.5
Mapk12,0.5
Hdac5,0.5
Fip1l1,0.5
Nup93,0.5
Mdc1,0.5
Cisd1,0.5
Gulo,0.5
Cnot2,0.5
Adhfe1,0.5
3632451O06Rik,0.5
Zfp74,0.5
Ncaph2,0.5
Cspg4,0.5
Tmem132a,0.5
Prim2,0.5
Surf6,0.5
Opa3,0.5
Gpr85,0.5
Scn3b,0.5
Gm9873,0.5
Pias2,0.5
Ltbr,0.5
Ankrd26,0.5
Zfp354a,0.5
Tulp4,0.5
Zfand2b,0.5
Traip,0.5
Alyref,0.5
Hfe,0.5
Btf3l4,0.5
Tcea2,0.5
Nup37,0.5
4930420K17Rik,0.5
Aldh7a1,0.5
Slbp,0.5
D19Wsu162e,0.5
Sox17,0.5
Sass6,0.5
Eif2s3x,0.5
Fbxo15,0.5
Sp4,0.5
Mtf2,0.5
Gria3,0.5
Bex1,0.5
Hoxa5,0.5
Fbrs,0.5
Fastkd5,0.5
Lrriq4,0.5
Rif1,0.5
Ehd2,0.5
C530008M17Rik,0.5
Kif24,0.5
Mfge8,0.5
Parp14,0.5
Bend3,0.5
Pbk,0.5
Trim33,0.5
Six2,0.5
Lsp1,0.5
Rqcd1,0.5
Gins1,0.5
Naa38,0.5
Ptov1,0.5
Fem1a,0.5
Mrpl1,0.5
Cdc73,0.5
5033414D02Rik,0.5
Arhgap12,0.5
Zranb2,0.5
Timp2,0.5
Ndufs5,0.5
Psmd14,0.5
1500003O03Rik,0.5
Terf1,0.5
Gsn,0.5
Arid1a,0.5
Ubap2l,0.5
Ccdc77,0.5
Ttc27,0.5
Cct6a,0.5
Rnf113a2,0.5
Hoxb4,0.5
Creb1,0.5
Rpl30,0.5
Kdm5a,0.5
Zfp11,0.5
Rex2,0.5
Arrb1,0.5
Rnaseh2a,0.5
Polr1b,0.5
Nefh,0.5
Unc45b,0.5
Eif3g,0.5
Dmrta2,0.5
Lpar1,0.5
Arfgef1,0.5
Mcm5,0.5
Zfp827,0.5
Tex21,0.5
Asgr2,0.5
Sra1,0.5
Scml2,0.5
Anp32e,0.5
Cd302,0.5
Mypop,0.5
Rfc4,0.5
Fxr1,0.5
Phtf2,0.5
Ccdc115,0.5
Polr2h,0.5
Zfp263,0.5
Rcc1,0.5
Rars,0.5
Ppil4,0.6
Adamts2,0.6
Aaas,0.6
Eftud1,0.6
Zfp647,0.6
Adipor1,0.6
Dnase1,0.6
Rhbdf1,0.6
Mcph1,0.6
Gbx2,0.6
Rimkla,0.6
Gpc6,0.6
Lrr1,0.6
Irf1,0.6
Rftn2,0.6
Npat,0.6
Zfp828,0.6
Ddx41,0.6
Smc2,0.6
Gabarapl1,0.6
Elavl1,0.6
Mkx,0.6
Cks2,0.6
Srsf11,0.6
Zbtb1,0.6
Gys1,0.6
Parp9,0.6
Rfc2,0.6
Eme1,0.6
Kdm6a,0.6
Immt,0.6
Slc9a3r2,0.6
Rnmt,0.6
Tnni3,0.6
Smpd4,0.6
Grwd1,0.6
Cep192,0.6
Ddx46,0.6
Mns1,0.6
1700008O03Rik,0.6
Lbr,0.6
Fmr1nb,0.6
Kbtbd8,0.6
Kdm2a,0.6
Pomt2,0.6
Rps11,0.6
Pknox2,0.6
Prdm1,0.6
Ncapg,0.6
Nxf3,0.6
Rpap1,0.6
Lipe,0.6
Gng12,0.6
Casq1,0.6
Bard1,0.6
Myst3,0.6
Ripk1,0.6
Lamb1,0.6
Mthfd2,0.6
Sbf1,0.6
Gins4,0.6
Adrbk1,0.6
Myo9a,0.6
Ak3,0.6
Mettl3,0.6
Hdac10,0.6
Clcn1,0.6
Ankfy1,0.6
Zfp90,0.6
Tcf12,0.6
Sertad1,0.6
Ctnnbl1,0.6
Alpk3,0.6
Aasdh,0.6
Dtl,0.6
Trim9,0.6
Psph,0.6
Gng11,0.6
Pmp22,0.6
Nefm,0.6
Tcf19,0.6
Slc25a47,0.6
Nrip2,0.6
Fbxo25,0.6
Apoa2,0.6
Cyp2j6,0.6
Eif3h,0.6
Cbfb,0.6
Pacrgl,0.6
Zfp930,0.6
Hnrnpa0,0.6
Jtb,0.6
Atg16l1,0.6
Wdr4,0.6
Sestd1,0.6
Ltb4r2,0.6
Frs3,0.6
5830454E08Rik,0.6
Ptger4,0.6
Lgals1,0.6
Eif3k,0.6
Dut,0.6
Plekhh1,0.6
G2e3,0.6
Tex261,0.6
Timeless,0.6
Mrps2,0.6
Erbb2,0.6
Tmem38b,0.6
Glt8d1,0.6
Aurka,0.6
Stac2,0.6
Noc2l,0.6
Znhit1,0.6
Prpf3,0.6
Amotl2,0.6
Drg1,0.6
Ube3a,0.6
Zfp574,0.6
2610020H08Rik,0.6
Zfp748,0.6
Fkbp15,0.6
Armc1,0.6
Zfp560,0.6
Pogz,0.6
Ahi1,0.6
Sgce,0.6
Rad54l,0.6
F2rl1,0.6
Zscan10,0.6
Tmem194b,0.6
Pold3,0.6
Incenp,0.6
Cdc45,0.6
Gtf2h5,0.6
Gemin7,0.6
Ddx5,0.6
Cul1,0.6
Gulp1,0.6
Wdr36,0.6
Nfatc1,0.6
2410137M14Rik,0.6
Pigh,0.6
Trim6,0.6
Med1,0.6
Nfkb1,0.6
Ttc13,0.6
Hoxc8,0.6
3110082I17Rik,0.6
Dhx40,0.6
Eif4a1,0.6
Irf2,0.6
Irx3,0.6
Zbp1,0.6
B3gnt5,0.6
Ncapg2,0.6
Kif2c,0.6
Armc10,0.6
Serpinb6a,0.6
Nid1,0.6
Ankrd24,0.6
Csda,0.6
Angel1,0.6
Zbtb3,0.6
Zfp936,0.6
Mapk8ip2,0.6
BC055324,0.6
Dctn1,0.6
Tmf1,0.6
Clspn,0.6
Plagl2,0.6
Txndc17,0.6
Srpx,0.6
Sdc1,0.6
Hormad1,0.6
Pole2,0.6
Usp11,0.6
Ubtd1,0.6
Tenc1,0.6
Macrod2,0.6
Zfp330,0.6
Fgd5,0.6
Brsk2,0.6
Nup153,0.6
Lrp10,0.6
Gfi1,0.6
Hmgb3,0.6
Tra2b,0.6
Fgf17,0.6
Rbms3,0.6
3110001I22Rik,0.6
Aes,0.6
Akt1,0.6
Gart,0.6
Ltb,0.6
Chd4,0.6
Iqgap3,0.6
Card10,0.6
Ddb2,0.6
6330562C20Rik,0.6
Sec11a,0.6
Tm4sf5,0.6
Bcas1,0.6
Arhgap23,0.6
Mak16,0.6
Espl1,0.6
Angpt1,0.6
Fbn2,0.6
Chd6,0.6
Elp4,0.6
Shq1,0.6
Me2,0.6
Hnrnpr,0.6
Tram1l1,0.6
Wac,0.6
Usp37,0.6
Wtip,0.6
Rnf130,0.7
Bicc1,0.7
Ppp5c,0.7
Pabpc4l,0.7
Cdc25c,0.7
Raver1,0.7
4930444A02Rik,0.7
BC030336,0.7
B3galnt1,0.7
Zdhhc8,0.7
Zfp652,0.7
Loxl3,0.7
P2rx4,0.7
Malt1,0.7
Col17a1,0.7
Zfp472,0.7
Unc13a,0.7
Ncoa3,0.7
Sirt1,0.7
Alox5ap,0.7
Ehf,0.7
Cald1,0.7
Gm5617,0.7
Atp7b,0.7
Elf1,0.7
Ceacam1,0.7
Zfp42,0.7
Birc6,0.7
Gm561,0.7
Mterfd1,0.7
Gmfg,0.7
Tbk1,0.7
Dedd2,0.7
Ap2s1,0.7
Hnrnph1,0.7
Ppp6r1,0.7
Stat1,0.7
Trim16,0.7
Morc1,0.7
L1cam,0.7
Zmynd19,0.7
Fes,0.7
Rhoj,0.7
Dppa5a,0.7
Myof,0.7
Plekha7,0.7
Fbln2,0.7
Rsrc2,0.7
Cyct,0.7
Mto1,0.7
M6pr,0.7
Pak1,0.7
Rora,0.7
Arid2,0.7
Col16a1,0.7
Fgl1,0.7
Polr3c,0.7
Lemd2,0.7
Haus3,0.7
Mrfap1,0.7
Rrm2,0.7
Prpf38a,0.7
Arhgap9,0.7
Spink3,0.7
Snrpe,0.7
Zfpm1,0.7
Gtsf1,0.7
Zfp932,0.7
Lrwd1,0.7
Enox1,0.7
Nxt2,0.7
Taf13,0.7
Nfat5,0.7
Tapbp,0.7
Nob1,0.7
Ik,0.7
Zbtb7b,0.7
Ccdc18,0.7
2610021A01Rik,0.7
Cds1,0.7
Pola2,0.7
2610001J05Rik,0.7
Syce1,0.7
Rapgef4,0.7
Ptgr2,0.7
Armcx2,0.7
Rcor2,0.7
Nr2c2,0.7
Dph5,0.7
Rpl10a,0.7
Dak,0.7
S1pr3,0.7
Brip1,0.7
Eif2a,0.7
Bcor,0.7
4933403F05Rik,0.7
Zfp248,0.7
Foxa2,0.7
Phf12,0.7
Vcpip1,0.7
Slc7a5,0.7
Fbxl8,0.7
Tmem191c,0.7
Hap1,0.7
Nup188,0.7
Usp45,0.7
Fbxo16,0.7
Cenpf,0.7
Dnhd1,0.7
Mcm7,0.7
Spc24,0.7
Txnl1,0.7
Ankrd17,0.7
Epcam,0.7
Pcbp4,0.7
Pcid2,0.7
Chek1,0.7
Cep78,0.7
Lfng,0.7
Lrrc2,0.7
Parp1,0.7
Aplnr,0.7
Mfap5,0.7
Wdr43,0.7
Mre11a,0.7
Asb3,0.7
Zfp865,0.7
Phyh,0.7
Socs5,0.7
Dzip3,0.7
Cthrc1,0.7
Rps6kb2,0.7
Arhgdib,0.7
Ifitm1,0.7
Nup43,0.7
Zscan21,0.7
Usp34,0.7
Herpud1,0.7
Bmi1,0.7
Traf1,0.7
Cyfip2,0.7
Rbm14,0.7
Ddx10,0.7
Pou4f1,0.7
Tpt1,0.7
Ndufaf3,0.7
Galnt3,0.7
D15Ertd621e,0.7
Ncor1,0.7
Sphk1,0.7
Upf3b,0.7
Hibadh,0.7
Abcc10,0.7
Dsn1,0.7
Slc26a2,0.7
D17Wsu92e,0.7
Srrm1,0.7
Wwc2,0.7
Map3k7,0.7
Cort,0.7
Brix1,0.7
Runx1,0.7
Mmp19,0.7
Ncln,0.7
Abi2,0.7
Gin1,0.7
Nfya,0.7
Lgals4,0.7
Zc4h2,0.7
Ska1,0.7
Dgka,0.7
AA987161,0.7
Gabpa,0.7
Itga4,0.7
Gins2,0.7
Ppp1r12a,0.7
Baz2b,0.7
Ckap2l,0.7
Efcab4a,0.7
Setd6,0.7
Sdpr,0.7
2610318N02Rik,0.7
Cenpe,0.7
Chek2,0.7
Hnrpdl,0.7
Thoc5,0.7
Ano9,0.7
Slc7a3,0.7
Naa15,0.7
Mbd3,0.7
Mpzl1,0.7
Rps17,0.7
Cdk12,0.7
Skp2,0.7
Fam168b,0.7
Dnmt3l,0.7
Iqcb1,0.7
Mrpl14,0.7
Pfn2,0.7
Rreb1,0.7
Vdr,0.7
Smad6,0.7
Adck2,0.7
Zfp81,0.7
Prmt7,0.7
Dusp15,0.7
Tpra1,0.7
Plcd1,0.7
Mettl4,0.7
Krr1,0.7
Prom2,0.7
Gch1,0.7
Pfas,0.7
Sqstm1,0.7
Lsg1,0.7
Dirc2,0.7
Prkcd,0.7
Zzz3,0.7
Tbx4,0.7
Numb,0.7
2810004N23Rik,0.7
Pola1,0.8
Gtf2i,0.8
Zglp1,0.8
Cwf19l2,0.8
Ep400,0.8
Ftsj2,0.8
Zfp536,0.8
Cp,0.8
Gpa33,0.8
Prdm16,0.8
Arid4b,0.8
Has2,0.8
9130008F23Rik,0.8
Prpf8,0.8
Celf2,0.8
Pfdn4,0.8
Pon2,0.8
Mst1,0.8
Clk2,0.8
Eed,0.8
Nxt1,0.8
Rcl1,0.8
Gabpb2,0.8
Srgn,0.8
Atxn1l,0.8
Il13ra1,0.8
Adssl1,0.8
Gkap1,0.8
Gm5465,0.8
Col6a3,0.8
Grlf1,0.8
2900011O08Rik,0.8
Gata2,0.8
Pcmt1,0.8
Nasp,0.8
Islr,0.8
Alkbh1,0.8
Ostf1,0.8
Dek,0.8
Plrg1,0.8
Nfrkb,0.8
Pitpnc1,0.8
Vrk1,0.8
Lcp1,0.8
2700049A03Rik,0.8
Arap3,0.8
Tmem205,0.8
Arid5b,0.8
Fam135a,0.8
Pwwp2a,0.8
Sez6l2,0.8
Slc22a18,0.8
Ldb1,0.8
9430020K01Rik,0.8
Dusp9,0.8
Drap1,0.8
Ogn,0.8
Leng1,0.8
Ccdc102a,0.8
Slc6a8,0.8
Rnaseh2b,0.8
Cc2d1a,0.8
Shroom3,0.8
Coil,0.8
Stk4,0.8
Fzd3,0.8
Bbx,0.8
Klhl13,0.8
Jph2,0.8
Wdr37,0.8
Cfl1,0.8
Gtpbp10,0.8
Cand1,0.8
Hic2,0.8
Timp3,0.8
Kdm2b,0.8
Lox,0.8
Pcsk1,0.8
Pparg,0.8
Zik1,0.8
Eif2c4,0.8
Mrps25,0.8
Ptbp2,0.8
Lpar4,0.8
Zfp329,0.8
Zfp579,0.8
Dmtf1,0.8
Sde2,0.8
Apex2,0.8
Bsg,0.8
Barx1,0.8
Gmnn,0.8
Ebf3,0.8
Mysm1,0.8
Sema5b,0.8
Tmed10,0.8
Psd4,0.8
Slc43a3,0.8
Dnttip2,0.8
Wdr86,0.8
Tmem121,0.8
Tead3,0.8
Zfp41,0.8
Hirip3,0.8
Zfp57,0.8
Mfsd4,0.8
Ncaph,0.8
Orc4,0.8
Vac14,0.8
Prim1,0.8
Foxn2,0.8
Nfasc,0.8
Mecp2,0.8
Med4,0.8
AA467197,0.8
Zfp512,0.8
Ccdc14,0.8
Zfp105,0.8
Tagln,0.8
Cyyr1,0.8
Etaa1,0.8
Rbbp7,0.8
Triml1,0.8
Mtap,0.8
Tex9,0.8
Fbln5,0.8
Utp18,0.8
Sp1,0.8
Ptrh2,0.8
Tmem119,0.8
Cdkn2a,0.8
Cenpp,0.8
Kif1c,0.8
Dscc1,0.8
Ddx19a,0.8
Fryl,0.8
Serbp1,0.8
Scn8a,0.8
Zfp13,0.8
Mrpl13,0.8
Rps3,0.8
Slc38a4,0.8
Ercc5,0.8
Gtsf1l,0.8
Lck,0.8
Itch,0.8
Ckmt1,0.8
Lgals9,0.8
Nsl1,0.8
Clcn5,0.8
Polr2g,0.8
Ebag9,0.8
Cdc42bpb,0.8
Yy1,0.8
Rbck1,0.8
Irf9,0.8
Smug1,0.8
2410127L17Rik,0.8
Baz2a,0.8
Dppa4,0.8
Smarcd3,0.8
Laptm5,0.8
Trpm4,0.8
Trap1a,0.8
Nono,0.8
Pak3,0.8
Pla2g10,0.8
Alg13,0.8
1500009L16Rik,0.8
Rprd2,0.8
Rinl,0.8
Dnajc4,0.8
Hectd1,0.8
Polr2b,0.8
Tmem209,0.8
Prr14,0.8
Anxa3,0.8
BC026590,0.8
Thumpd3,0.9
Syce2,0.9
Pbx4,0.9
Utp3,0.9
Msi1,0.9
Mll1,0.9
Rab27b,0.9
Mettl2,0.9
Mxd3,0.9
1700061G19Rik,0.9
Pus7l,0.9
Arhgef15,0.9
Wdhd1,0.9
Phip,0.9
Tmem8b,0.9
Zfp148,0.9
Fubp3,0.9
Tacc1,0.9
Prl14l,0.9
Creld1,0.9
Cbx5,0.9
Calml4,0.9
Mkl1,0.9
Tdgf1,0.9
H2afz,0.9
Prpf38b,0.9
Pycard,0.9
Scrn1,0.9
Ctbp1,0.9
Gpt2,0.9
Paip2,0.9
Pax6,0.9
Nol8,0.9
Cables2,0.9
Pon3,0.9
Toe1,0.9
Fxyd5,0.9
Urb1,0.9
Phf21a,0.9
Ctdnep1,0.9
Flt1,0.9
Fam38a,0.9
Cdh11,0.9
Ina,0.9
Ndufs1,0.9
Anxa7,0.9
Rfwd3,0.9
Zfp597,0.9
Parp2,0.9
Taf4a,0.9
Hsf1,0.9
Acsl5,0.9
Mob1b,0.9
Ctxn1,0.9
Men1,0.9
Rad51c,0.9
Tomm70a,0.9
Gpr153,0.9
Sirt4,0.9
Nodal,0.9
Grip1,0.9
Afmid,0.9
Add1,0.9
H2-M3,0.9
Maf,0.9
Golga7,0.9
Klhl8,0.9
