TF,Gene,Confidence
Elf5,Chrm1,High
Elf5,Crabp1,High
Elf5,Cryba2,High
Elf5,Fam19A4,High
Elf5,Fam81A,High
Elf5,Fgf14,High
Elf5,Foxn1,High
Elf5,Hrh1,High
Elf5,Kcnj10,High
Elf5,Linc00971,High
Elf5,Linc01121,High
Elf5,Linc01497,High
Elf5,Mir124-2Hg,High
Elf5,Mir3663Hg,High
Elf5,Mpped2,High
Elf5,Otop2,High
Elf5,Pnoc,High
Elf5,Rgs13,High
Elf5,Slc6A5,High
Elf5,Smim21,High
Elf5,Stac2,High
Elf5,Tmem132E,High
Elk1,Aadacp1,High
Elk1,Aar2,High
Elk1,Abhd17A,High
Elk1,Abhd17C,High
Elk1,Ablim3,High
Elk1,Actr3B,High
Elk1,Actr3C,High
Elk1,Acvr2B,High
Elk1,Adam15,High
Elk1,Adipor1,High
Elk1,Ado,High
Elk1,Agap1,High
Elk1,Agap3,High
Elk1,Ago4,High
Elk1,Agpat3,High
Elk1,Ankh,High
Elk1,Ankrd11,High
Elk1,Ankrd2,High
Elk1,Ankrd39,High
Elk1,Ankrd44-It1,High
Elk1,Antxrlp1,High
Elk1,Ap1B1,High
Elk1,Ap1G1,High
Elk1,Ap1M1,High
Elk1,Ap3S2,High
Elk1,Apba2,High
Elk1,Apmap,High
Elk1,Appl2,High
Elk1,Arel1,High
Elk1,Arf1,High
Elk1,Arhgap1,High
Elk1,Arhgef5,High
Elk1,Arpc1A,High
Elk1,Arpc4,High
Elk1,Arpc5L,High
Elk1,Asb1,High
Elk1,Ascc2,High
Elk1,Atg16L1,High
Elk1,Atp1B1,High
Elk1,Atp5Sl,High
Elk1,Atp6V1C1,High
Elk1,Atxn1L,High
Elk1,Aurkaip1,High
Elk1,B9D1,High
Elk1,Bahd1,High
Elk1,Bcl2L1,High
Elk1,Bet1L,High
Elk1,Bfar,High
Elk1,Borcs5,High
Elk1,Brd3,High
Elk1,Btbd3,High
Elk1,C14Orf119,High
Elk1,C17Orf62,High
Elk1,C19Orf25,High
Elk1,C19Orf43,High
Elk1,C19Orf48,High
Elk1,C1Orf115,High
Elk1,C1Orf132,High
Elk1,C22Orf29,High
Elk1,Cab39,High
Elk1,Capn1,High
Elk1,Ccar2,High
Elk1,Ccdc120,High
Elk1,Ccdc6,High
Elk1,Ccnd3,High
Elk1,Cd2Bp2,High
Elk1,Cdc123,High
Elk1,Cdc42Ep4,High
Elk1,Cep104,High
Elk1,Cep170B,High
Elk1,Chmp1A,High
Elk1,Chmp2B,High
Elk1,Chpf,High
Elk1,Chtf8,High
Elk1,Chuk,High
Elk1,Cldn12,High
Elk1,Cldn7,High
Elk1,Clec16A,High
Elk1,Cln3,High
Elk1,Clpp,High
Elk1,Clptm1L,High
Elk1,Cndp2,High
Elk1,Cnot8,High
Elk1,Cog3,High
Elk1,Coro2A,High
Elk1,Cox10,High
Elk1,Crb3,High
Elk1,Csk,High
Elk1,Cuedc1,High
Elk1,Cxorf49B,High
Elk1,Cyb561A3,High
Elk1,Cyb5R4,High
Elk1,Dars-As1,High
Elk1,Dcaf12,High
Elk1,Dctd,High
Elk1,Dda1,High
Elk1,Derl1,High
Elk1,Dguok,High
Elk1,Dmtn,High
Elk1,Dnm2,High
Elk1,Doc2B,High
Elk1,Dot1L,High
Elk1,Dr1,High
Elk1,Dusp16,High
Elk1,Dusp9,High
Elk1,Ece1,High
Elk1,Edc3,High
Elk1,Edem2,High
Elk1,Eef1B2,High
Elk1,Eef2K,High
Elk1,Efhd2,High
Elk1,Eif1Ad,High
Elk1,Eif4E2,High
Elk1,Elac2,High
Elk1,Epn1,High
Elk1,Erlec1,High
Elk1,Ern1,High
Elk1,Eva1A,High
Elk1,Extl3,High
Elk1,Fam127A,High
Elk1,Fam173A,High
Elk1,Fam204A,High
Elk1,Fam207A,High
Elk1,Fam223B,High
Elk1,Fam234A,High
Elk1,Fam53C,High
Elk1,Fam83G,High
Elk1,Fam83H,High
Elk1,Fam83H-As1,High
Elk1,Fam89A,High
Elk1,Fam91A1,High
Elk1,Fbrsl1,High
Elk1,Fbxl18,High
Elk1,Fbxo25,High
Elk1,Fibp,High
Elk1,Fkbp5,High
Elk1,Fndc5,High
Elk1,Fnip2,High
Elk1,Foxj2,High
Elk1,Foxp4,High
Elk1,Frg2C,High
Elk1,Gapvd1,High
Elk1,Gata2-As1,High
Elk1,Gata4,High
Elk1,Gfod1,High
Elk1,Glce,High
Elk1,Gnb2,High
Elk1,Gnl1,High
Elk1,Golga3,High
Elk1,Golga8G,High
Elk1,Golga8Ip,High
Elk1,Gpaa1,High
Elk1,Gpc1,High
Elk1,Gpr107,High
Elk1,Grk2,High
Elk1,Gsdmd,High
Elk1,Gsk3A,High
Elk1,Gtf3A,High
Elk1,Gtf3C1,High
Elk1,Hars,High
Elk1,Hcfc1,High
Elk1,Hdac4,High
Elk1,Hipk1,High
Elk1,Hira,High
Elk1,Hpcal1,High
Elk1,Hps1,High
Elk1,Hs3St3B1,High
Elk1,Iba57,High
Elk1,Igf2R,High
Elk1,Igfbp2,High
Elk1,Il1R2,High
Elk1,Imp3,High
Elk1,Ino80,High
Elk1,Ints1,High
Elk1,Ipo13,High
Elk1,Irf2Bpl,High
Elk1,Isy1,High
Elk1,Itpa,High
Elk1,Jmjd8,High
Elk1,Josd2,High
Elk1,Jup,High
Elk1,Kctd20,High
Elk1,Kctd5,High
Elk1,Kiaa0355,High
Elk1,Kif1B,High
Elk1,Klf13,High
Elk1,Klhl2,High
Elk1,Kti12,High
Elk1,Lcmt2,High
Elk1,Lhb,High
Elk1,Lig3,High
Elk1,Linc00051,High
Elk1,Linc00305,High
Elk1,Linc00470,High
Elk1,Linc00526,High
Elk1,Linc00863,High
Elk1,Linc01163,High
Elk1,Linc01220,High
Elk1,Linc01507,High
Elk1,Linc01574,High
Elk1,Lmna,High
Elk1,Lrfn3,High
Elk1,Lrp5,High
Elk1,Lrrc20,High
Elk1,Lrrc61,High
Elk1,Lrrc8A,High
Elk1,Lypla2,High
Elk1,Macrod2-It1,High
Elk1,Manbal,High
Elk1,Mansc1,High
Elk1,Map3K11,High
Elk1,Mapkap1,High
Elk1,Mapkapk2,High
Elk1,Mapkapk3,High
Elk1,Mark2,High
Elk1,Mbp,High
Elk1,Mcrs1,High
Elk1,Mef2D,High
Elk1,Mettl23,High
Elk1,Mfn1,High
Elk1,Mfrp,High
Elk1,Mgat1,High
Elk1,Mgrn1,High
Elk1,Mkrn1,High
Elk1,Mkx,High
Elk1,Mlec,High
Elk1,Mlnr,High
Elk1,Mmp15,High
Elk1,Mmp25,High
Elk1,Mnt,High
Elk1,Mocs3,High
Elk1,Mon1B,High
Elk1,Moxd2P,High
Elk1,Mpg,High
Elk1,Mrpl28,High
Elk1,Mrpl52,High
Elk1,Mrps10,High
Elk1,Mta2,High
Elk1,Mtg2,High
Elk1,Mtrf1L,High
Elk1,Myl6B,High
Elk1,Myo1C,High
Elk1,Nacc1,High
Elk1,Nap1L4,High
Elk1,Narf,High
Elk1,Nbpf20,High
Elk1,Nckap5L,High
Elk1,Ndst1,High
Elk1,Ndufaf7,High
Elk1,Ndufs3,High
Elk1,Nek6,High
Elk1,Neurog2,High
Elk1,Nkiras2,High
Elk1,Nmt2,High
Elk1,Norad,High
Elk1,Nr1H2,High
Elk1,Ntrk3-As1,High
Elk1,Nudcd3,High
Elk1,Nup50,High
Elk1,Osbpl11,High
Elk1,Otub1,High
Elk1,Otud5,High
Elk1,Otud7B,High
Elk1,Pard6G-As1,High
Elk1,Paupar,High
Elk1,Pcdh1,High
Elk1,Pcdh9,High
Elk1,Pcdh9-As4,High
Elk1,Pcnx3,High
Elk1,Pdap1,High
Elk1,Pdcd10,High
Elk1,Pdcd11,High
Elk1,Pdcd6,High
Elk1,Pex6,High
Elk1,Pfn1,High
Elk1,Phf23,High
Elk1,Phtf2,High
Elk1,Phykpl,High
Elk1,Piezo1,High
Elk1,Pigbos1,High
Elk1,Pigt,High
Elk1,Pih1D1,High
Elk1,Pik3R2,High
Elk1,Pikfyve,High
Elk1,Plec,High
Elk1,Plekhm1,High
Elk1,Plod3,High
Elk1,Plxna2,High
Elk1,Poldip3,High
Elk1,Polr2C,High
Elk1,Ppme1,High
Elk1,Ppp1R26,High
Elk1,Ppp4C,High
Elk1,Ppp6R1,High
Elk1,Prkab1,High
Elk1,Prkaca,High
Elk1,Prss8,High
Elk1,Prx,High
Elk1,Pskh2,High
Elk1,Psmc3Ip,High
Elk1,Psme4,High
Elk1,Ptbp1,High
Elk1,Ptgfrn,High
Elk1,Ptpn3,High
Elk1,Pwwp2B,High
Elk1,Rab27A,High
Elk1,Rab35,High
Elk1,Raly,High
Elk1,Raph1,High
Elk1,Rbck1,High
Elk1,Rela,High
Elk1,Rer1,High
Elk1,Rexo4,High
Elk1,Rffl,High
Elk1,Rin3,High
Elk1,Ripk1,High
Elk1,Rmdn3,High
Elk1,Rnf10,High
Elk1,Rnf103,High
Elk1,Rnf167,High
Elk1,Rnf185,High
Elk1,Rnf220,High
Elk1,Rnf4,High
Elk1,Rnf6,High
Elk1,Rnmt,High
Elk1,Ropn1B,High
Elk1,Rpl17,High
Elk1,Rpl21,High
Elk1,Rpl22L1,High
Elk1,Rpl27,High
Elk1,Rpl27A,High
Elk1,Rpl32,High
Elk1,Rpl37A,High
Elk1,Rpl6,High
Elk1,Rpl7L1,High
Elk1,Rpl8,High
Elk1,Rps14,High
Elk1,Rps19Bp1,High
Elk1,Rps27,High
Elk1,Rps5,High
Elk1,Rps6,High
Elk1,Rsl24D1,High
Elk1,Rtfdc1,High
Elk1,Rxra,High
Elk1,Sall1,High
Elk1,Scaf1,High
Elk1,Sdccag3,High
Elk1,Sde2,High
Elk1,Sema4B,High
Elk1,Senp1,High
Elk1,45545,High
Elk1,45544,High
Elk1,Serbp1,High
Elk1,Setd7,High
Elk1,Sh2B3,High
Elk1,Sh2D6,High
Elk1,Sh3Bp2,High
Elk1,Shc1,High
Elk1,Shisa8,High
Elk1,Shkbp1,High
Elk1,Shroom1,High
Elk1,Simc1,High
Elk1,Sirt6,High
Elk1,Ski,High
Elk1,Slc23A2,High
Elk1,Slc25A11,High
Elk1,Slc25A44,High
Elk1,Slc30A6,High
Elk1,Slc35A4,High
Elk1,Slc35C2,High
Elk1,Slc39A9,High
Elk1,Snhg16,High
Elk1,Snhg20,High
Elk1,Snip1,High
Elk1,Sntb2,High
Elk1,Snu13,High
Elk1,Snx17,High
Elk1,Spata3,High
Elk1,Spry2,High
Elk1,Spry4,High
Elk1,Srf,High
Elk1,Srpra,High
Elk1,Sssca1,High
Elk1,St20-As1,High
Elk1,Stard13,High
Elk1,Stard3,High
Elk1,Stk40,High
Elk1,Sybu,High
Elk1,Syt5,High
Elk1,Tango2,High
Elk1,Tbc1D16,High
Elk1,Tbl2,High
Elk1,Tcf20,High
Elk1,Tead1,High
Elk1,Tecpr1,High
Elk1,Tinf2,High
Elk1,Tma7,High
Elk1,Tmem101,High
Elk1,Tmem33,High
Elk1,Tmem8A,High
Elk1,Tnfrsf1A,High
Elk1,Tnrc18,High
Elk1,Tomm20,High
Elk1,Topaz1,High
Elk1,Tprg1L,High
Elk1,Tpst2,High
Elk1,Trabd,High
Elk1,Traf3,High
Elk1,Traf4,High
Elk1,Traf7,High
Elk1,Trappc3,High
Elk1,Trappc4,High
Elk1,Trim35,High
Elk1,Trim39,High
Elk1,Trim61,High
Elk1,Trio,High
Elk1,Tspo,High
Elk1,Ttc39C,High
Elk1,Tunar,High
Elk1,Txn2,High
Elk1,Uba2,High
Elk1,Uba52,High
Elk1,Ubl3,High
Elk1,Ubr7,High
Elk1,Ubxn10,High
Elk1,Urm1,High
Elk1,Usp7,High
Elk1,Vezf1,High
Elk1,Vps16,High
Elk1,Vps51,High
Elk1,Vps53,High
Elk1,Wasf2,High
Elk1,Wdr18,High
Elk1,Wdr24,High
Elk1,Wdr45,High
Elk1,Wdr55,High
Elk1,Wdr74,High
Elk1,Wdr82,High
Elk1,Wrap73,High
Elk1,Ykt6,High
Elk1,Yrdc,High
Elk1,Zbed4,High
Elk1,Zc3H4,High
Elk1,Zdhhc16,High
Elk1,Zfand3,High
Elk1,Zfat,High
Elk1,Zfyve27,High
Elk1,Zmiz1,High
Elk1,Zmpste24,High
Elk1,Znf324B,High
Elk1,Znf394,High
Elk1,Znf503-As2,High
Elk1,Znf580,High
Elk1,Znf668,High
Elk1,Znf672,High
Elk1,Znf787,High
Elk1,Znf865,High
Elk1,Znhit2,High
Elk1,Zscan5A,High
Elk1,Aamp,High
Elk1,Actr1A,High
Elk1,Adcy9,High
Elk1,Adcyap1,High
Elk1,Adipor2,High
Elk1,Adrm1,High
Elk1,Akt1S1,High
Elk1,Alkbh5,High
Elk1,Anapc15,High
Elk1,Ap1Ar,High
Elk1,Ap2A1,High
Elk1,Ap2M1,High
Elk1,Ap5B1,High
Elk1,Apba3,High
Elk1,Apex2,High
Elk1,Arf3,High
Elk1,Asgr2,High
Elk1,Atad2,High
Elk1,Atg2B,High
Elk1,Atoh8,High
Elk1,Atp13A4-As1,High
Elk1,Atp5L,High
Elk1,Atp6V0E1,High
Elk1,Atxn7L3,High
Elk1,Avl9,High
Elk1,Azin1,High
Elk1,B4Galt1,High
Elk1,Bcl2L13,High
Elk1,Bcl2L2,High
Elk1,Bcr,High
Elk1,Blm,High
Elk1,Bod1,High
Elk1,Brd2,High
Elk1,Bsdc1,High
Elk1,C21Orf91,High
Elk1,C7Orf43,High
Elk1,C8G,High
Elk1,C9Orf69,High
Elk1,Caskin2,High
Elk1,Cbx3,High
Elk1,Ccdc96,High
Elk1,Ccny,High
Elk1,Cdc25B,High
Elk1,Cdc37L1,High
Elk1,Cdc42Ep1,High
Elk1,Cdv3,High
Elk1,Cenpo,High
Elk1,Cfap97,High
Elk1,Chst14,High
Elk1,Ciao1,High
Elk1,Cinp,High
Elk1,Cldn18,High
Elk1,Clp1,High
Elk1,Cltb,High
Elk1,Cnih1,High
Elk1,Cnot11,High
Elk1,Cope,High
Elk1,Coq4,High
Elk1,Cox4I1,High
Elk1,Cox8A,High
Elk1,Csnk1D,High
Elk1,Ctdnep1,High
Elk1,Ctns,High
Elk1,Cttn,High
Elk1,Cul4A,High
Elk1,Cyb561D1,High
Elk1,Dazap1,High
Elk1,Dcaf7,High
Elk1,Ddx49,High
Elk1,Dennd1A,High
Elk1,Diaph1,High
Elk1,Dlst,High
Elk1,Dnaja3,High
Elk1,Dstyk,High
Elk1,Dtx2,High
Elk1,E2F3,High
Elk1,E2F4,High
Elk1,Edem1,High
Elk1,Eif3G,High
Elk1,Eif4Ebp2,High
Elk1,Elavl1,High
Elk1,Ell,High
Elk1,Elof1,High
Elk1,Elp3,High
Elk1,Emc6,High
Elk1,Ergic1,High
Elk1,Exd1,High
Elk1,Exoc7,High
Elk1,Faap24,High
Elk1,Fam168B,High
Elk1,Fam174B,High
Elk1,Fam46A,High
Elk1,Fam58A,High
Elk1,Fem1A,High
Elk1,Fiz1,High
Elk1,Flvcr2,High
Elk1,Furin,High
Elk1,Gadd45Gip1,High
Elk1,Gak,High
Elk1,Galnt10,High
Elk1,Gcc1,High
Elk1,Gcc2,High
Elk1,Gcn1,High
Elk1,Gid4,High
Elk1,Gltp,High
Elk1,Golga7,High
Elk1,Gosr1,High
Elk1,Gpat3,High
Elk1,Gpn2,High
Elk1,Gtf2F1,High
Elk1,H2Afx,High
Elk1,Hdac11,High
Elk1,Hdac3,High
Elk1,Helz2,High
Elk1,Herpud2,High
Elk1,Hif1An,High
Elk1,Hnrnpa0,High
Elk1,Il18R1,High
Elk1,Impad1,High
Elk1,Inpp5K,High
Elk1,Irak1,High
Elk1,Irf2Bp1,High
Elk1,Isg20L2,High
Elk1,Isl1,High
Elk1,Kctd2,High
Elk1,Kdelr1,High
Elk1,Keap1,High
Elk1,Khnyn,High
Elk1,Kiaa0319L,High
Elk1,Kmt5A,High
Elk1,Lamtor1,High
Elk1,Lcn15,High
Elk1,Ldoc1L,High
Elk1,Lemd2,High
Elk1,Lepr,High
Elk1,Linc00554,High
Elk1,Linc01311,High
Elk1,Linc01547,High
Elk1,Ll22Nc03-63E9.3,High
Elk1,Llph,High
Elk1,Lrrc47,High
Elk1,Ltbr,High
Elk1,Lysmd4,High
Elk1,Mad2L1Bp,High
Elk1,Mad2L2,High
Elk1,Mak,High
Elk1,Map2K5,High
Elk1,Map3K14,High
Elk1,Map3K3,High
Elk1,Map3K5,High
Elk1,Med16,High
Elk1,Med18,High
Elk1,Med26,High
Elk1,Mfsd5,High
Elk1,Mfsd9,High
Elk1,Mien1,High
Elk1,Mogs,High
Elk1,Mrps34,High
Elk1,Mtf1,High
Elk1,Mtmr14,High
Elk1,Mtor,High
Elk1,Nabp2,High
Elk1,Ncln,High
Elk1,Ndufaf3,High
Elk1,Nelfb,High
Elk1,Nlgn2,High
Elk1,Nol9,High
Elk1,Nubp2,High
Elk1,Pax2,High
Elk1,Pdf,High
Elk1,Pdpk1,High
Elk1,Pex5,High
Elk1,Pgam5,High
Elk1,Phf5A,High
Elk1,Phox2B,High
Elk1,Pigw,High
Elk1,Pitpnm1,High
Elk1,Plagl2,High
Elk1,Plekha3,High
Elk1,Plpp6,High
Elk1,Pnkd,High
Elk1,Poldip2,High
Elk1,Polg,High
Elk1,Polr3H,High
Elk1,Pom121C,High
Elk1,Ppp1R12C,High
Elk1,Ppp2R5A,High
Elk1,Ppp2R5C,High
Elk1,Psmd3,High
Elk1,Ptpn6,High
Elk1,Pycr2,High
Elk1,Rab11B,High
Elk1,Rab4B,High
Elk1,Ranbp1,High
Elk1,Rbmx2,High
Elk1,Rgmb-As1,High
Elk1,Rgp1,High
Elk1,Ripk4,High
Elk1,Rnf121,High
Elk1,Rnf168,High
Elk1,Rpl10A,High
Elk1,Rpl11,High
Elk1,Rpl13A,High
Elk1,Rpl15,High
Elk1,Rpl18A,High
Elk1,Rpl21P28,High
Elk1,Rpl36,High
Elk1,Rpl41,High
Elk1,Rplp1,High
Elk1,Rps10,High
Elk1,Rps16,High
Elk1,Rps17,High
Elk1,Rps18,High
Elk1,Rps3A,High
Elk1,Rps6Kb2,High
Elk1,Rps7,High
Elk1,Rpsa,High
Elk1,Rrn3,High
Elk1,Rwdd4,High
Elk1,S1Pr2,High
Elk1,Sar1A,High
Elk1,Scamp2,High
Elk1,Sdf4,High
Elk1,Serpinf2,High
Elk1,Sft2D2,High
Elk1,Sgpl1,High
Elk1,Sgta,High
Elk1,Shisa5,High
Elk1,Sidt2,High
Elk1,Siglec12,High
Elk1,Slc12A9,High
Elk1,Slc1A2,High
Elk1,Slc22A18,High
Elk1,Slc25A15,High
Elk1,Slc35B2,High
Elk1,Slc35B4,High
Elk1,Slc35E1,High
Elk1,Slc35F6,High
Elk1,Slc39A1,High
Elk1,Slc44A1,High
Elk1,Slc50A1,High
Elk1,Slc52A2,High
Elk1,Slc6A14,High
Elk1,Slc9B2,High
Elk1,Smarcd2,High
Elk1,Smcr8,High
Elk1,Smg5,High
Elk1,Smg7-As1,High
Elk1,Smim4,High
Elk1,Snapc2,High
Elk1,Snapin,High
Elk1,Snhg21,High
Elk1,Snord116-6,High
Elk1,Snx12,High
Elk1,Snx19,High
Elk1,Snx9,High
Elk1,Sowahc,High
Elk1,Spata2,High
Elk1,Sppl2A,High
Elk1,Stxbp2,High
Elk1,Surf1,High
Elk1,Tbc1D1,High
Elk1,Tbc1D10A,High
Elk1,Tbcel,High
Elk1,Tbk1,High
Elk1,Tcf25,High
Elk1,Tex13C,High
Elk1,Thoc3,High
Elk1,Timm22,High
Elk1,Tlcd1,High
Elk1,Tmem102,High
Elk1,Tmem115,High
Elk1,Tnfaip1,High
Elk1,Tnfrsf10D,High
Elk1,Tnip1,High
Elk1,Tnip2,High
Elk1,Tollip,High
Elk1,Tomm22,High
Elk1,Top3A,High
Elk1,Tor1A,High
Elk1,Tor1B,High
Elk1,Tox4,High
Elk1,Tpgs1,High
Elk1,Tra2B,High
Elk1,Tram2,High
Elk1,Trappc6A,High
Elk1,Trim11,High
Elk1,Tsta3,High
Elk1,Tusc2,High
Elk1,Txnl4B,High
Elk1,Ubac1,High
Elk1,Ube2D3,High
Elk1,Ube2E3,High
Elk1,Ube2G2,High
Elk1,Ube2I,High
Elk1,Ube2Q1,High
Elk1,Ube2R2,High
Elk1,Ubr4,High
Elk1,Ubxn1,High
Elk1,Usp38,High
Elk1,Uxt,High
Elk1,Vac14,High
Elk1,Vav3-As1,High
Elk1,Vps18,High
Elk1,Vsig10,High
Elk1,Wbp1L,High
Elk1,Wrnip1,High
Elk1,Wsb2,High
Elk1,Xpnpep2,High
Elk1,Xpo6,High
Elk1,Yif1A,High
Elk1,Zbtb8Os,High
Elk1,Znf200,High
Elk1,Znf324,High
Elk1,Znf446,High
Elk1,Znf584,High
Elk1,Znf593,High
Elk1,Znf597,High
Elk1,Znf629,High
Elk1,Znf740,High
Elk1,Zzef1,High
Elk1,A2M,High
Elk1,Abhd12,High
Elk1,Actr1B,High
Elk1,Adar,High
Elk1,Apod,High
Elk1,Arfgef2,High
Elk1,Axin1,High
Elk1,C12Orf49,High
Elk1,C12Orf57,High
Elk1,C9Orf16,High
Elk1,Cc2D1B,High
Elk1,Ccdc140,High
Elk1,Cdipt,High
Elk1,Champ1,High
Elk1,Chmp4C,High
Elk1,Cma1,High
Elk1,Coa4,High
Elk1,Coasy,High
Elk1,Coro1B,High
Elk1,Cpsf1,High
Elk1,Ctdsp2,High
Elk1,Dag1,High
Elk1,Dctn5,High
Elk1,Fam120Aos,High
Elk1,Fam168A,High
Elk1,Fam189B,High
Elk1,Fbl,High
Elk1,Fbxl19,High
Elk1,Flot1,High
Elk1,Fpgs,High
Elk1,Frg1Cp,High
Elk1,Ghdc,High
Elk1,Gmcl1,High
Elk1,Gnas-As1,High
Elk1,Gpank1,High
Elk1,Gpr137,High
Elk1,Gpx1,High
Elk1,Grpel2,High
Elk1,Gucd1,High
Elk1,Herc2,High
Elk1,Hm13,High
Elk1,Ints5,High
Elk1,Katnb1,High
Elk1,Kbtbd2,High
Elk1,Kif13B,High
Elk1,Kif3B,High
Elk1,Linc00475,High
Elk1,Linc00606,High
Elk1,Linc01605,High
Elk1,Lrp10,High
Elk1,Lsm2,High
Elk1,Mageb2,High
Elk1,Mcat,High
Elk1,Megf8,High
Elk1,Mir6745,High
Elk1,Mlx,High
Elk1,N4Bp1,High
Elk1,Nedd4,High
Elk1,Nemp2,High
Elk1,Ninj2,High
Elk1,Notch2,High
Elk1,Nploc4,High
Elk1,Nptn,High
Elk1,Opa3,High
Elk1,Or3A1,High
Elk1,Pdcd2,High
Elk1,Phc2,High
Elk1,Phex,High
Elk1,Pld3,High
Elk1,Ppp1Ca,High
Elk1,Prnd,High
Elk1,Prr13,High
Elk1,Psmd12,High
Elk1,Ptprg,High
Elk1,Qsox1,High
Elk1,Rab13,High
Elk1,Rbsn,High
Elk1,Rdh14,High
Elk1,Rhbdd2,High
Elk1,Rnf216,High
Elk1,Rnf41,High
Elk1,Rnpepl1,High
Elk1,Rpl12,High
Elk1,Rpl23,High
Elk1,Rpl29,High
Elk1,Rpl35,High
Elk1,Rps11,High
Elk1,S1Pr4,High
Elk1,Sap30L,High
Elk1,Sec16A,High
Elk1,Senp2,High
Elk1,Sirpa,High
Elk1,Slc43A1,High
Elk1,Snhg25,High
Elk1,Snhg6,High
Elk1,Spcs3,High
Elk1,St3Gal6,High
Elk1,St6Galnac6,High
Elk1,Stk16,High
Elk1,Supt6H,High
Elk1,Tcf3,High
Elk1,Tcp11L1,High
Elk1,Tgif2,High
Elk1,Tmem57,High
Elk1,Tmx2,High
Elk1,Tor4A,High
Elk1,Trim8,High
Elk1,Trmt61A,High
Elk1,Trnau1Ap,High
Elk1,Trub2,High
Elk1,Tsen34,High
Elk1,Ubald2,High
Elk1,Ubn1,High
Elk1,Umps,High
Elk1,Urb1,High
Elk1,Usp54,High
Elk1,Vps26A,High
Elk1,Wbp2,High
Elk1,Zdhhc12,High
Elk1,Zdhhc5,High
Elk1,Znf219,High
Elk1,Znf707,High
Elk1,Abca1,High
Elk1,Aldh16A1,High
Elk1,Ankrd28,High
Elk1,Borcs8,High
Elk1,Ccdc85B,High
Elk1,Dnaja2,High
Elk1,Dock9,High
Elk1,Flj13224,High
Elk1,Gorasp2,High
Elk1,Gtf2H1,High
Elk1,Kcnc3,High
Elk1,Klkp1,High
Elk1,Lasp1,High
Elk1,Lilrp2,High
Elk1,Linc01114,High
Elk1,Luzp1,High
Elk1,Mfn2,High
Elk1,Mical2,High
Elk1,Nudt3,High
Elk1,Plac1,High
Elk1,Plekha1,High
Elk1,Ptrhd1,High
Elk1,Rab43,High
Elk1,Raver1,High
Elk1,Rph3Al,High
Elk1,Rps27A,High
Elk1,Rps2P32,High
Elk1,Rtel1,High
Elk1,Slc35A2,High
Elk1,St6Gal1,High
Elk1,Stat5A,High
Elk1,Surf4,High
Elk1,Taar5,High
Elk1,Tead2,High
Elk1,Tm9Sf4,High
Elk1,Trerna1,High
Elk1,Vps54,High
Elk1,Ythdf1,High
Elk1,Anxa2P3,High
Elk1,Aph1A,High
Elk1,Cox15,High
Elk1,Etv5,High
Elk1,Fgfrl1,High
Elk1,Hip1R,High
Elk1,Josd1,High
Elk1,Ptprf,High
Elk1,Rpl13Ap3,High
Elk1,Rptor,High
Elk1,Sbf1,High
Elk1,Slc10A3,High
Elk1,Spdye7P,High
Elk1,Stim1,High
Elk1,Tbc1D9B,High
Elk1,Tfap2D,High
Elk1,Tmem207,High
Elk1,Tmem62,High
Elk1,Wrap53,High
Elk1,Atp6V0A1,High
Elk1,Atp6V0C,High
Elk1,Atp6V0Cp3,High
Elk1,Bloc1S1,High
Elk1,C10Orf91,High
Elk1,Cdyl,High
Elk1,Dap,High
Elk1,Hoxa7,High
Elk1,Irs2,High
Elk1,Kcng2,High
Elk1,Linc00871,High
Elk1,Linc01364,High
Elk1,Mycbp2,High
Elk1,Pcgf5,High
Elk1,Pom121,High
Elk1,Ptdss2,High
Elk1,Sema4C,High
Elk1,St3Gal4,High
Elk1,Ttc7A,High
Elk1,Zc3H7B,High
Elk1,Fam120A,High
Elk1,Gja10,High
Elk1,Linc01497,High
Elk1,Osbpl9,High
Elk1,Sbf1P1,High
Elk1,Snn,High
Elk1,Yif1B,High
Elk1,Alg5,High
Elk1,Anpep,High
Elk1,Arpp19,High
Elk1,Bcl7B,High
Elk1,Fbrs,High
Elk1,Mif4Gd,High
Elk1,Mthfr,High
Elk1,Mtmr12,High
Elk1,Ndufs8,High
Elk1,Nfe2L1,High
Elk1,Nipa2,High
Elk1,Osgin2,High
Elk1,Pias4,High
Elk1,Pogk,High
Elk1,Spryd3,High
Elk1,Tbcc,High
Elk1,Txlna,High
Elk1,Zcchc14,High
Elk1,Amigo1,High
Elk1,Ankrd34C,High
Elk1,Asip,High
Elk1,C2Orf50,High
Elk1,Emp2,High
Elk1,Grwd1,High
Elk1,Inf2,High
Elk1,Inpp1,High
Elk1,Inpp5A,High
Elk1,Iqsec1,High
Elk1,Kctd11,High
Elk1,Kiaa1522,High
Elk1,Linc00971,High
Elk1,Linc01416,High
Elk1,Lonp2,High
Elk1,Mpdu1,High
Elk1,Napa,High
Elk1,Nfkbie,High
Elk1,Pip5K1P1,High
Elk1,Proser2,High
Elk1,Salrna1,High
Elk1,Shank2-As1,High
Elk1,Stau2-As1,High
Elk1,Tbl1X,High
Elk1,Tex261,High
Elk1,Tmbim1,High
Elk1,Tmem184B,High
Elk1,Trim55,High
Elk1,Wth3Di,High
Elk1,Znf783,High
Elk1,Acvr1B,High
Elk1,Ambra1,High
Elk1,Ascc1,High
Elk1,Atp11A,High
Elk1,Bcl10,High
