Source,Target,PValue
Phf5a,Pold3,0.0
Iws1,Ubp1,0.0
Dram1,Gata2,0.0
Gata2,Arhgap31,0.0
Gata2,Cbr2,0.0
Gata2,Ankrd1,0.0
Med6,Cetn3,0.0
Col5a1,Prrx2,0.0
Prrx2,Col12a1,0.0
Spats2,Nfatc1,0.0
Taf13,Dctn2,0.0
Acat1,Tgif1,0.0
Zfp182,Zfp944,0.0
Denr,C1d,0.0
Klk10,Zfp750,0.0
Gata2,Npr3,4.1134244632949e-297
Rpl3,Naca,4.897521438159521e-295
Phf5a,Rfc2,4.8769440386842347e-290
Gtf2f2,Uxt,1.2642234695414739e-282
Tardbp,Morn1,2.3512820718034532e-279
1810037I17Rik,Naca,1.8752362395153772e-277
Brca2,Haus3,5.621868994825714e-258
Zfp58,Mcm9,4.0992488835632645e-242
Trmt6,Dhx33,4.4722455787308133e-238
Zfp1,Cep97,4.0273008369746644e-230
Endod1,Creb3l1,1.5300874230764585e-227
Hat1,Ddx20,6.507693837728874e-217
Rad54l,Tardbp,9.022894588601052e-217
Dnttip2,Gabpb1,6.985984728384163e-207
Mybl2,Fanci,3.0807819778766705e-197
Prdm15,Bcor,1.0413717941262087e-194
Xpo1,Taf13,3.55095083144421e-182
Ebf3,Asphd2,2.3630148411021143e-177
Creb3l4,Tmc5,1.866422458924493e-169
Stat6,Anxa7,4.72231307241582e-164
Six2,Gsk3a,1.1170912837767073e-162
Nat14,Syngr3,1.7579329359542334e-160
Snai2,Cyp1b1,4.768874580579688e-159
Lrmp,Irf5,1.2079678060814663e-151
Taf5,Mcm8,4.196677543549821e-150
Klhdc2,Mta2,5.627919803596683e-150
Dnmt3b,Wdr75,9.900739366661407e-149
Lipm,Nfe2l3,9.885504611233215e-141
Tfdp1,Mettl7a1,3.9578517467369303e-126
Ldb1,Hopx,5.282621699311146e-125
Twist2,Cyp1b1,9.151922456309946e-125
Laptm4b,Ndn,1.3464468326206486e-123
Nfic,Cryab,4.5021231950130695e-121
Drap1,Rbm34,4.4350799811728113e-119
2700029M09Rik,Smad2,3.7567855616466535e-118
Fancd2,Taf4b,2.0715822066036458e-108
C530008M17Rik,Zfp239,2.7720030741032004e-106
Lsm5,Mcm8,8.159079385394944e-104
Erf,Rheb,8.859673357283524e-102
Tdh,Zscan10,1.500584551081707e-101
Lyar,Psmc3ip,1.7155331756359468e-101
Phf5a,Rfc4,3.32220990304558e-98
Sall4,Tdh,2.74990871173453e-96
Hcfc1,Taf13,1.4476873221609577e-94
Mcm8,Nup54,9.350200459544975e-94
Zc3h7b,Hdgf,1.1355491484445692e-92
Brix1,Xrcc6,8.286641532702139e-92
Gm98,Hoxd11,1.6688589109936911e-90
Zfp821,Atl1,6.695354534034154e-89
Dnajc2,Dnttip2,4.694385917040572e-87
Cdca7,Hmgb2,5.4592939378658746e-86
E2f4,Map2k3,1.532986432381936e-84
Mcm8,Cenpn,1.560219322187515e-83
Tomm40,Mybbp1a,1.072293208855112e-82
Rtf1,E130307A14Rik,1.334173474013427e-82
Gata2,Npc2,8.084507324058822e-82
Nkrf,Cstf2,2.0416425358350072e-81
Dmrt1,Tex14,4.980306605746634e-81
Tead2,Nradd,1.386012222380073e-76
Dimt1,Mcm8,6.95093923822083e-76
Elf5,Nfe2l3,1.8509050443657736e-75
Ezh2,Zbed4,4.068981658766893e-70
Nup93,Uhrf1,1.4608119572657517e-69
Mbnl3,Thap7,2.2320640176367804e-68
Gabpb2,Ndfip2,3.790158522130708e-66
Nipsnap1,Hivep2,1.3805363365433704e-65
Chaf1b,Trp53,1.8692735449629897e-65
Fam83d,Foxm1,1.1316095425594442e-64
Smek2,Bclaf1,1.0267810582765409e-63
Ttc25,Rfx2,1.0310079627820933e-62
Phf5a,Kars,1.1491999498430442e-62
Med1,Mdn1,8.451658031162554e-62
Srrt,Mmaa,1.010747607973438e-61
Phf5a,Cct5,1.816162410751839e-61
Abt1,Kars,3.0208063311878698e-61
Nol11,Gtf2e1,4.306731124622639e-61
Tcf7l2,Cops8,6.35238922805858e-61
Taf13,Stambp,9.354812912448891e-61
Dimt1,Gtf2e1,2.7807607292869623e-59
Efhc2,Zfp667,8.431484327619992e-58
Nup214,Bptf,2.5662375829748606e-57
Phb,Nme6,7.583389626466097e-57
Tbx2,Limch1,6.986041469539988e-56
Cic,Sf3b4,1.6151517675100928e-55
Yap1,Rcor3,2.3006770092005813e-53
Mphosph6,Rybp,8.49425701426642e-53
Ripk3,Fosl2,9.517554977377522e-53
Zfp36,Tec,1.3412625399054992e-51
Ezh2,Rnps1,2.2441906863129122e-51
Fam149a,Zfp239,2.4048773313491817e-51
Ezh2,Mcm8,3.331225034931863e-51
Stat4,Plekhh3,4.2557442899580076e-50
Tardbp,Ncapd3,1.1087720259427492e-49
Hoxc8,Hoxc6,1.49311654624018e-48
Eras,Tfap2c,2.904169050880883e-48
Cdc25a,Zfp239,4.065310161140318e-48
Trp53,Sh3pxd2a,5.798577454311832e-47
Lyar,Zbtb3,9.049558849541407e-47
Satb1,Lck,2.7740522087779893e-46
Rfk,Ovol2,5.863883343238606e-46
Fubp3,Cul1,9.183695805949941e-46
Pes1,Taf2,5.2688574342736646e-45
Nfe2l3,Them5,3.6933014795430904e-44
Ddx10,Ddx20,8.360688126920279e-43
Ercc2,Zc3h7b,6.063471033322338e-42
Mcm8,Mlf1ip,9.498089302168312e-42
Phf5a,Melk,1.1007058420140552e-40
Wnt5a,Olfml3,1.2888579324748272e-40
E2f3,Eif4e2,2.531612490976049e-40
Phf5a,Rfc5,6.7826593222318445e-40
Aqr,Trp53,3.430474718302522e-39
Mbd3,Vcp,2.5665622106972083e-38
Lyar,Mcm8,8.452986004749916e-38
Phf5a,Impdh2,9.525827760803124e-38
Ankrd35,Grhl3,1.3530653808933792e-37
Nfe2l3,Lgals7,1.3845008418125197e-37
Nr1d2,Dbp,1.4448656775965863e-37
Gins1,Mcm8,2.1128223643179104e-37
Runx1,Prelp,2.304086493688955e-37
Trp53,Dcp1a,3.330977898328268e-37
Tfap2a,Klk10,7.344187884914044e-37
Pknox2,Slc25a5,1.6826932604585376e-36
Fubp1,Gtf3c2,3.8499409567490257e-36
Csk,Taf13,4.230480303030405e-36
Ywhaq,Zfp326,5.201341597174604e-36
Med6,2410042D21Rik,1.0988105204087847e-35
Nfic,Sdc2,1.9524594130192605e-35
Calcrl,Gata2,2.5782432399107344e-35
Dbr1,Creb1,6.259592999053442e-35
Cdc7,Mcm8,6.34187805543731e-35
Ppil4,Trim33,7.103307524629607e-35
Hoxa1,Zfp521,9.576657794727683e-35
Trim33,Taf13,1.109225325603178e-34
Rtcd1,Stat5b,4.71693324160479e-34
D19Bwg1357e,Smarce1,6.524962250735966e-34
Zfp292,Nsd1,7.1333650611722304e-34
Ddx1,Taf13,9.181193764509364e-34
Taf13,Asf1a,1.0191424721498446e-33
Irf5,Fgd2,4.705112718826139e-33
Bend3,Taf13,5.6604385354492773e-33
Bptf,Arglu1,8.807901036564158e-33
Dnajc2,Cep57l1,1.5055864979574313e-32
Brix1,Nfyb,1.969371634284083e-32
Zfp58,Srsf10,4.8803400697998104e-32
Them5,Zfp750,3.972990702963357e-31
Taf12,Cwc15,8.848744605743241e-31
Ikzf1,Rasgrp1,1.5581617907487648e-30
Phf5a,Chaf1b,2.192160630417642e-30
Srebf2,Ubl7,1.2138584881447172e-29
Mcm8,Espl1,1.7166720090288656e-29
Pgap3,Zfp281,1.8695516787095766e-29
Grwd1,Cbx2,3.083355615572236e-29
Mcm9,Chd1,3.9209040746532844e-29
Bahd1,Ttc23,4.2903294763774917e-29
Tfap2c,Ly6g6e,5.383391536022956e-29
Pou4f1,Sap30bp,5.483037176463874e-29
Taf13,Arf5,5.618072946039584e-29
Dnmt1,Rbmxl1,5.807838700282949e-29
Atf7,Fam3a,1.051681927436976e-28
Dnttip2,Sin3a,1.1197642497347445e-28
Haus6,Adnp2,1.3148426890319607e-28
Cdc40,Foxn2,2.0636370537311076e-28
Polr2d,Zik1,2.2402402313552534e-28
Dmap1,Mark3,2.3898304478259503e-28
Lin28a,Nr6a1,2.864504499800163e-28
Lmo4,Slc37a4,3.2328426843862915e-28
Psmc2,Zbtb10,3.4263004350935276e-28
E4f1,Stk19,3.5915463655930567e-28
Foxh1,Tdh,3.8807312573861104e-28
Tet1,Tdh,4.221976754254065e-28
Phf5a,Prim2,6.773344775455722e-28
Fahd2a,E2f2,6.815399883677156e-28
Phf5a,Dlgap5,7.715572224956302e-28
Taf13,Fgfr1op,2.028256370929974e-27
Mlf2,Taf13,9.61623079169588e-27
Taf13,Ppp1r11,1.9719096273319323e-26
Cdc123,Rfxap,2.882254091445222e-26
Hmg20b,Taf13,3.1332450170956995e-26
Lcat,Olig1,4.267499173355362e-26
Rtf1,Trp53bp1,4.7780852197378675e-26
Rcor3,Stxbp5,5.749904705398648e-26
Ezh2,Hirip3,6.098640501817309e-26
Tmpo,Whsc1,7.229673163145547e-26
Zfp46,Cbfb,1.1133543516680488e-25
Phf5a,Smarce1,1.3402465215492213e-25
Kdm5a,Cpsf6,2.0252756739054775e-25
Nr2f2,Prelp,2.699114312159063e-25
Ubp1,Znhit1,3.0028495161180822e-25
Phf5a,Polr1c,4.113192864685493e-25
Pola2,Trp53,9.70091531884265e-25
Phf5a,Mcm2,1.7334965209348308e-24
Gabpb2,Creb1,1.974311145721522e-24
Mbd3,Lsm10,2.0764971200378983e-24
Mkks,Sod2,2.2474585643583896e-24
Gnb2,Mbd3,2.4044262222307397e-24
Taf1d,Mastl,5.2028948107875176e-24
Psmb4,Zzz3,7.519034432564312e-24
Cxxc1,Senp2,7.674530553122442e-24
Creb3l4,Higd2a,8.703840921525001e-24
Suz12,Nop58,9.14823742453357e-24
Tbx2,Hey1,9.873791641217641e-24
Klf11,Tmcc2,1.1087914842365918e-23
Shroom4,Muc1,1.7952134936799994e-23
Rnf217,Nfya,1.811007165841864e-23
Pde3b,Cux2,2.1783364096844874e-22
Polr2d,Zfp647,2.2545606918766997e-22
Uba2,Smad2,3.7344923687222307e-22
Rnpc3,Zfp518a,5.782698063920628e-22
Fam169a,Sall4,9.024998615278811e-22
C1d,2410002O22Rik,1.0413384503142758e-21
Phf5a,Lig1,1.8418913570369858e-21
Cep72,Zbtb3,1.8702761018226878e-21
Dzip3,Zfp326,3.6214958046425365e-21
Parp2,Tardbp,4.32009965178614e-21
Phf5a,Sf3a1,5.673334732205941e-21
Hcfc1,Arid1a,7.79866903936553e-21
Zfp647,Arl3,1.545710744216101e-20
Gata2,Slc9a3r2,1.6143871704982352e-20
Upf3b,Taf12,1.6413276595475835e-20
Eya2,Hopx,1.964090283566889e-20
Gsta3,Irf5,2.0771156651721556e-20
Bend3,Trim27,2.868833982400862e-20
Klhl24,Foxn3,3.484429900957466e-20
Hells,Brip1,3.51913675344255e-20
Phf5a,Pold1,4.876510432016944e-20
Lhx1,Rundc3a,8.055514107764103e-20
Pus7l,Zzz3,9.383394702433185e-20
Zfml,Bclaf1,1.2084081382289624e-19
Eme1,Hic2,1.213965123530773e-19
Zfp58,Crnkl1,2.199670800562585e-19
Hey1,Muc1,2.6036171315372837e-19
Prr18,Pknox2,3.8130430325903213e-19
Plagl1,Anapc5,4.02759118352584e-19
Foxm1,Rrm2,5.650430680804284e-19
Akna,Git2,6.188603402401165e-19
Rpp30,Smad2,6.403430185020133e-19
Dnajc24,Ing2,6.727457670348388e-19
Cops5,C1d,7.002752658970515e-19
Kdm5a,Rbm25,7.038521182733908e-19
Chordc1,Zfp26,7.564892512941598e-19
Sde2,Taf13,1.1984904567895488e-18
Elf5,Notch1,1.2223985855180144e-18
Zfp58,A530054K11Rik,1.2750904122357585e-18
Phf5a,Ddx11,1.36555315636396e-18
Pcna,Tpx2,1.5457018424552472e-18
Ezh2,Aox1,1.5664068244520952e-18
Ing2,Smyd3,1.7614572775696566e-18
Zfp30,Slc7a7,2.5078133258467573e-18
Ddx11,Dnajc2,2.5406459512124737e-18
Nfe2l3,Krtdap,3.831603252536693e-18
Phf5a,Bms1,3.876860141955272e-18
Cd248,Prrx2,4.032597289125345e-18
Phf5a,Trip13,4.1599424330992186e-18
Phf5a,Msh2,4.480006227904124e-18
Tbx2,Stard9,5.026834249078614e-18
Pold1,Set,8.139439599274626e-18
Ruvbl2,Thop1,1.1509286643168446e-17
Jph2,Ankrd1,1.3427986520830378e-17
Bms1,Taf13,1.407294104368159e-17
Dnttip2,Nkap,1.5328432744036826e-17
Zfp874b,Zfp1,1.6033087474234688e-17
Phf5a,Rcc2,2.2850666432377943e-17
Cnot2,Taf13,2.613787147065756e-17
Mynn,Tmem68,2.7349555994341718e-17
Gpx7,Wnt5a,2.7662341896253404e-17
Taf13,Phf12,3.36409865917628e-17
Taf13,Rnf167,3.39884765367028e-17
Dbr1,Hinfp,4.3686173061294385e-17
Osgin2,Zfp82,5.107707656407203e-17
Phf5a,Gins1,6.220614388667502e-17
Zfp39,Usp30,7.115201586629626e-17
Mybl2,Efcab11,8.778788024938265e-17
Safb,Zfp13,9.621656766269569e-17
Drap1,Arpc5l,1.0474531274299091e-16
Cad,Hnrnpab,1.613073036637882e-16
Xpo1,Ddx20,1.6791430119455507e-16
Cul7,Zfp647,2.1485705630639016e-16
Mlf1ip,Psmc3ip,2.2005659153162671e-16
Trp53,Txnrd1,3.0856744643938797e-16
Taf4a,Pigg,3.2578075904383067e-16
Rnf144b,Nfia,3.548697053363918e-16
Armcx2,Zfp512,3.555363938449471e-16
Ube2cbp,Dhx33,4.651284763611457e-16
Cbx2,Ints7,4.661919189082154e-16
Zfp41,1110007C09Rik,5.266469861197763e-16
Hook2,Ovol2,6.027075553637061e-16
Kank4,Hoxa1,7.175527047149778e-16
Serpinf1,Zfp239,7.343835687607564e-16
