Source,Target,PValue
Bcas1,Tfcp2l1,0.0
2700094K13Rik,Ppp1r8,0.0
Dtl,Ilf3,0.0
Utf1,Foxh1,0.0
Ltb,Stat4,0.0
Gtf2e2,Ddx20,0.0
Gtf2f2,Pcgf1,0.0
Ruvbl2,Ell2,0.0
Smarcc1,Lyz2,0.0
Chd4,2700049A03Rik,0.0
Sin3a,Nrf1,0.0
Hibadh,Prdm4,0.0
Tmem194b,Sp4,0.0
Tet1,Mycn,0.0
Dmrt1,Ddx4,0.0
Dmrt1,Dppa2,0.0
Dmrt1,Dppa4,0.0
Dmrt1,Dppa5a,0.0
Dmrt1,Morc1,0.0
Dmrt1,Piwil2,0.0
Dmrt1,Pnldc1,0.0
Dmrt1,Rbmxl2,0.0
Dmrt1,Rhox5,0.0
Dmrt1,Tdrd12,0.0
Dmrt1,Trap1a,0.0
Dmrt1,Triml1,0.0
Dmrt1,Zfp42,0.0
Taf6,Bhlhe40,0.0
4930566F21Rik,Zscan10,0.0
Dnmt3l,Aire,0.0
Dppa4,Prdm14,0.0
Dppa5a,Prdm14,0.0
Foxh1,Krt42,0.0
Trap1a,Prdm14,0.0
Triml1,Prdm14,0.0
Plagl1,Frmd4a,0.0
Esrrb,Gm7325,0.0
Esrrb,Nphs1,0.0
Pax6,6330407J23Rik,0.0
Pax6,Gipr,0.0
Pax6,Resp18,0.0
Pax6,Ucn3,0.0
Ctdnep1,Arid1a,0.0
Supt7l,Zfp672,0.0
Mrpl14,Carhsp1,0.0
Arid1a,Alg5,0.0
Lpar4,Prdm5,3.110887879959427e-306
Got1l1,Rcor2,2.145256496244546e-301
Rinl,Sp5,6.1808465934548625e-301
Dnmt1,Ube2c,1.3653467425852192e-295
Aaas,Cbx2,1.1200042476423364e-287
Sall4,4930566F21Rik,2.6456255501749537e-281
Spink3,Tfcp2l1,1.9980528704992595e-277
Tgif2,Capn6,3.5333433490361555e-272
Hat1,Top2a,6.529566585660822e-268
Hmg20b,Ssr3,1.124566201497298e-258
Dmrt1,1700013H16Rik,9.399787803179194e-256
Mesdc2,Taf4a,7.137702631095877e-242
Zfp930,Zfml,1.3015191380617112e-225
Rcor2,Zfp57,6.773657204455185e-222
Irx3,Scn3b,2.3618633494988915e-221
Gabpb2,Ctcf,2.2649453327735652e-218
Npm1,Nufip1,4.777201902584423e-218
Dmrt1,Dmc1,5.18357490988154e-217
Dmrt1,Hsf2bp,8.070294542312553e-214
Nfrkb,Tinf2,3.3748193453041256e-211
Elf3,Lrrc31,1.7583821780960168e-209
Klf15,Mccc2,6.391295511541359e-208
Cdk12,Zfp57,1.4513730134539793e-201
Zfp667,Klhl8,1.1875093645538093e-195
Lrrc34,Dmrt1,1.0402185006964265e-192
Gtsf1l,Nr6a1,5.605443360233154e-192
Dmrt1,Asz1,5.814638873265098e-187
Ehf,S100a14,2.191115265824046e-186
Mta3,Jakmip1,5.051459904841399e-185
Foxh1,Spnb3,2.2623648291503076e-184
Topbp1,Smarcc1,4.419574985389432e-183
Prc1,Sfpq,1.5034861037268022e-182
F2rl1,Klf15,1.4968725516255082e-174
Gemin5,Smarcc1,1.264041036742178e-173
Eri1,Hmgb2,2.1609068678844524e-171
Utp15,Set,5.809036925773478e-171
Tbk1,Zfp182,4.33460519722402e-163
Diap3,Foxm1,1.457366978498413e-162
Foxj1,Lrrc34,5.029040693234067e-161
Zcchc11,Bptf,2.1337768919284762e-160
Sin3a,Pot1a,2.787963358117313e-157
Lrrc34,Nr6a1,1.5218244738844643e-151
Ttf2,Dhx33,3.325848858084491e-149
Gart,Dhx33,1.6039683239155286e-148
Zfp105,Armcx3,2.1047305637681909e-147
Zbtb6,Slc25a40,1.2216796858250611e-145
Zfp39,4930455F23Rik,1.6020162833498763e-140
Sfpq,Tardbp,1.1710248924649113e-139
Setx,Zfp672,1.165214605967363e-138
Gsg2,Psmc3ip,5.463848214949501e-138
Trim6,Prdm14,2.547849254701645e-132
Trim9,Pax6,6.016051355458441e-129
Utf1,Zscan10,3.6820527381077777e-127
Sin3a,Sip1,4.74473126655332e-124
Dppa2,Aire,1.1061822909090613e-123
Dmrt1,Nxf3,7.873647127503192e-115
Zfp207,Zkscan3,1.6663715472514814e-114
Noc4l,Ruvbl2,2.5826400404041037e-111
Ilf3,Smarcc1,7.917488061518908e-107
Rex2,Esrrb,3.4992640935716384e-105
Ncapd2,Smarcc1,3.8855018522177236e-97
Elf3,Tfcp2l1,1.0277066241113686e-94
Aasdh,Prkdc,1.3908166051451359e-93
Foxh1,Nr6a1,3.592443877855571e-92
Apoa2,Sall1,5.64371821985653e-91
Kif22,Smarcc1,4.836251585821567e-90
Nup160,Mga,8.609072495088128e-88
Trim33,Fgfr1op,9.393001356049314e-88
Foxj1,Bcam,6.400695122686506e-85
