TF,PValue,Label
Foxm1,1.0,1
Suz12,1.3333,1
Smarca5,4.5,1
Ddx20,142.8333,1
Tet1,339.6667,1
Sall4,469.8333,1
Top2a,566.3333,1
Arid4b,744.3333,1
Lhx1,811.6667,1
Kdm2b,829.6667,1
Esrrb,839.3333,1
Atf1,877.8333,1
Cdkn2a,901.3333,1
Phf5a,1.0,0
Blm,1.0,0
Pnn,44.0,0
Thoc1,49.1667,0
Dnmt1,57.8333,0
Pcna,164.8333,0
Dnmt3b,457.0,0
Rps3,673.3333,0
Xrcc5,740.6667,0
Rfc1,754.6667,0
Ercc3,794.5,0
Ercc2,920.3333,0
Dnmt3a,922.1667,0
