TF,PValue,Label
Foxm1,1.0,1
Suz12,1.1667,1
Smarca5,3.3333,1
Ddx20,222.0,1
Tet1,273.8333,1
Sall4,416.0,1
Top2a,487.3333,1
Arid4b,646.5,1
Lhx1,703.8333,1
Kdm2b,717.1667,1
Esrrb,729.8333,1
Cdkn2a,776.3333,1
Phf5a,1.0,0
Blm,1.0,0
Dnmt1,65.6667,0
Pnn,118.3333,0
Thoc1,132.0,0
Pcna,158.0,0
Dnmt3b,386.8333,0
Rfc1,626.3333,0
Rps3,629.3333,0
Xrcc5,631.6667,0
Ercc2,787.6667,0
Tead4,793.3333,0
