source,target,p-value,model
Hnf1B,Apoc2,5.535007030137656e-33,-1
Taf1,Hnrnpa1,7.472863791147608e-33,-1
Hnf4A,Vwa8,8.893304417471395e-33,1
Znf143,Pex2,1.2695093885417657e-32,-1
Sp1,Tcf12,1.3185032526707314e-32,-1
Gtf2F1,Pgp,1.4309248008105376e-32,-1
Taf1,Ncbp3,1.696130454492123e-32,-1
Znf384,Ubxn7,2.31909177100201e-32,-1
Tbp,Setd5,2.4537207480516768e-32,-1
Cebpb,Chac1,2.677522395772004e-32,-1
Znf384,Dnmt3A,3.0133111726340905e-32,-1
Jund,Cga,3.4034183322285e-32,-1
Elk3,Spint1,3.567140698568949e-32,-1
Smad5,Rictor,3.682061576317375e-32,-1
Foxo4,Gpr146,5.112891627749304e-32,1
Pbx3,Cdh2,6.826758132513502e-32,-1
Elk4,Bcl9L,8.935235521505474e-32,-1
Gabpa,Lztfl1,9.61891241905473e-32,-1
E2F8,Klf14,1.188737893455339e-31,-1
Fosl1,Pdlim7,1.4859099142264356e-31,-1
Znf384,Agfg2,1.541123712162121e-31,-1
Kdm5A,Papolg,1.562261855607953e-31,-1
Tfdp1,Rnf2,1.7001238301833324e-31,-1
Zbtb7A,Bcl9L,4.231315131272491e-31,-1
Batf,C11Orf86,4.647388449574714e-31,-1
Hnf4A,Dgcr2,4.878724952493804e-31,-1
Hand1,Prdm13,5.0721539071135e-31,-1
Creb3,Psd,5.240116588181689e-31,1
Irf9,Ucn3,5.867895069573333e-31,-1
Znf384,Zmat4,6.292611991098042e-31,-1
Fosl1,C11Orf86,8.59783619047987e-31,-1
Thap1,Znf813,1.2487522149881431e-30,-1
Ppara,Rbfox2,1.304096581714527e-30,1
Znf143,Mtif3,1.4499348780395659e-30,-1
Znf76,Atxn1,1.5311249644045553e-30,-1
Znf384,Tmem86A,2.1091479966222307e-30,-1
Nfyb,Kcnj16,2.2933064237482748e-30,-1
Rb1,Elmod2,2.3189076999328826e-30,-1
Nfyb,Cnst,2.3574285230056547e-30,-1
Rb1,Nucb1,2.395473868888735e-30,-1
Ubtf,Pop5,3.727222628834399e-30,-1
Cebpg,Gtf2Ird1,4.4950708074090305e-30,1
Ppara,Ltbp3,4.710629140458116e-30,1
Ubtf,Cdkn2Aip,5.0851738827556305e-30,-1
Znf787,Ascc2,6.0584630048108084e-30,-1
Rbbp5,Trrap,6.50922136943176e-30,-1
Sp1,Taf5,7.497098471898986e-30,-1
Etv6,Morf4L2,9.720820882704849e-30,-1
Sp1,Agfg2,1.4827018193830535e-29,-1
Elk4,Nudt12,1.5293520906177073e-29,-1
Znf384,Iqck,1.7070736868060926e-29,-1
Creb3L2,Map7D2,2.1849312832608613e-29,-1
Ep300,Ubtf,2.888170118029719e-29,-1
Gmeb2,Actg1,3.4140303050539124e-29,-1
Stat2,Thtpa,3.678294281514395e-29,-1
Elk4,Slc22A23,3.8519204571988254e-29,-1
Thap1,Qki,3.993440662817589e-29,-1
Klf4,Prr29,4.375775730188932e-29,-1
Yy1,C14Orf28,8.50356239803125e-29,-1
Gmeb2,Fam222A,1.3361199104576312e-28,-1
Gabpa,Lamtor3,1.5384573182680236e-28,-1
Smad5,Fam107B,1.646496768191774e-28,-1
Rxra,Tunar,2.161098733331859e-28,-1
Elk3,Adgrg2,2.1714057487992537e-28,-1
Rara,Smco4,2.42737094141443e-28,-1
Rbbp5,Pphln1,2.6883974345888593e-28,1
Nfyb,Mical3,3.8332238705860767e-28,-1
Hnf4A,Epb41L4B,4.427641115364153e-28,-1
Ubtf,Fnbp1L,4.944710259739128e-28,-1
Znf441,Stim2,5.571212361243788e-28,-1
Ep300,Sos2,5.9735266359663085e-28,-1
Tfdp1,Fdx1,8.708649224062789e-28,-1
Tfdp1,Coq3,8.708695099722857e-28,-1
Taf1,Tlx2,8.941417678666917e-28,-1
Rb1,Zbtb41,1.0078602907210237e-27,-1
Taf1,Mef2A,1.22472745677129e-27,-1
Ubtf,Lmf1,1.246013109615875e-27,-1
Maz,Wiz,1.5801386480297793e-27,-1
Znf787,Cdk2Ap2,2.088906944652658e-27,-1
Atf4,Ddx49,2.2805623567726154e-27,-1
Znf143,Ccdc137,3.345490283083205e-27,1
Foxc1,Bhlhe41,3.410751530505934e-27,-1
Nfyc,Slc3A1,3.451437092917759e-27,-1
Ubtf,Bloc1S4,4.029745261871117e-27,-1
Taf1,Vav2,5.504210740210791e-27,-1
Clock,Tmem126B,8.236020089724169e-27,-1
Ubtf,Stx18,8.369396200751023e-27,-1
Taf7,Mrps21,8.88115896365778e-27,-1
Hnf4A,Tmco4,8.961554445935276e-27,-1
Hnf4A,Fmo6P,9.058965503298416e-27,-1
Sp1,Spop,1.0010224552493007e-26,-1
Hnf4A,Gtf2Ird1,1.0241837333989732e-26,-1
Hnf4A,Ctdsp2,1.1323314927271447e-26,-1
Elk3,Pla2G2F,1.1339134404955641e-26,-1
Znf143,Mpp3,1.3850434516910264e-26,1
Elk4,Ids,1.4674188723668545e-26,-1
Nfyb,Mterf2,1.592855877724402e-26,-1
Sp2,Chn1,1.606996805956386e-26,1
Hnf4A,Mmachc,1.944933594635678e-26,1
Elk4,Slc48A1,1.9721326846530505e-26,-1
Taf1,Ankhd1,2.0799262442845258e-26,-1
Thap11,Men1,3.3612739997349864e-26,-1
Hnf4A,Ncoa4,3.4249600981610485e-26,1
Nfyb,Fam185A,4.2199112106462956e-26,-1
Znf787,Rps16,4.577209283163268e-26,-1
Nfyc,Znf326,7.319224612916417e-26,-1
Tgif1,Letm2,7.923177086291166e-26,-1
Fosl2,Clcf1,1.3077373735276525e-25,-1
Rbbp5,Rbm19,1.5427070864243369e-25,1
Rfx5,Nrp2,1.7185707752718991e-25,-1
Ubtf,Ppp1Cc,2.149602170465674e-25,-1
Hoxa13,Alx1,3.031971949714094e-25,-1
Smarca4,Fam118B,4.754536217630723e-25,-1
Nr2C2,Dph7,5.052089838111819e-25,-1
Thap1,Rab3Gap1,6.509157595258091e-25,-1
Atf4,Rnps1,6.836923820870585e-25,-1
Ubtf,Tardbp,9.674604757830141e-25,-1
Fosl2,Ubxn10,1.0709018341959272e-24,-1
Jun,Cxcl8,1.1627723720191622e-24,-1
Rbbp5,Wdr48,1.2889113825246384e-24,-1
Tbp,Pfas,1.3359294090433916e-24,-1
Hnf4A,Adipor2,1.3627686405634066e-24,-1
Taf1,Aasdh,1.4017715942386853e-24,-1
Yy1,Taf5,1.51981515635733e-24,-1
Thap1,Nol12,1.8488762400135664e-24,-1
Nrf1,Pax8,2.040201183228157e-24,-1
Gmeb2,Etnk1,2.3908403981330136e-24,-1
Tgif2,Med30,2.397200138019025e-24,-1
Hnf4A,Gnai1,3.044656285247367e-24,1
Nr2C2,Znf84,3.227605229051566e-24,-1
Stat2,Btc,3.555958651294091e-24,-1
Znf143,Stxbp5,3.602224360401214e-24,1
Irf1,Apol2,3.685846483495578e-24,-1
Hcfc1,Snrpa1,3.867459465186669e-24,-1
Znf266,Znf224,3.995524163747482e-24,-1
Znf143,Ints9,4.536330429594222e-24,-1
Znf143,Csnk1G1,4.6946416867070505e-24,-1
Rbbp5,Tprg1L,4.8621896907476444e-24,-1
Taf1,Ap4B1,4.928967320635084e-24,-1
Tgif2,Siah1,5.657086490656573e-24,-1
Ubtf,Tmub2,5.961129938748918e-24,-1
Nfil3,Tiparp,6.3104536817635996e-24,-1
Ubtf,Tefm,6.507242255773086e-24,-1
Nfkb2,Ntng2,6.771822199277711e-24,-1
Rb1,Tmem126B,8.901746798460044e-24,-1
Smad5,Smchd1,9.045701846083803e-24,-1
Rest,Ubtf,1.2053901451613745e-23,-1
Ubtf,Rest,1.2053901451616461e-23,-1
Tal1,Nova2,1.2456749921951008e-23,-1
Creb3,C11Orf86,1.2908726500550583e-23,-1
E2F2,Loxl3,1.29656944766569e-23,-1
Hnf4A,Akap3,1.5617214094240152e-23,1
Rbbp5,Tpst2,1.627322500485299e-23,-1
Yy1,Mob4,1.8517201728513313e-23,-1
Elk3,Gpr132,2.4739578261961505e-23,-1
Rarg,Mdga1,2.4744564266732846e-23,-1
Znf384,Col26A1,2.765073769472792e-23,-1
Gabpa,Gmcl1,2.9565014984430796e-23,-1
Pbx3,Tmem218,2.9989944063019137e-23,-1
Fosl2,Chac1,3.3912440517094533e-23,-1
Znf384,Pttg3P,5.495952553198468e-23,-1
Tgif1,Zfand2A,5.8579946532519e-23,-1
Znf143,C14Orf28,5.885532212345555e-23,1
Mecom,Efr3B,5.923614885628047e-23,-1
Smad5,Zeb1,6.728499781345244e-23,-1
Znf35,Phox2B,1.0032602197112065e-22,1
Yy1,Norad,1.2042181039696409e-22,-1
Tgif1,Btg1,1.474009518107397e-22,-1
Hnf1B,Cacng6,1.4953762659641615e-22,-1
Elk4,Pudp,1.7010702055581832e-22,-1
Smad5,Bdp1,2.0063310018741978e-22,-1
Klf4,Gcnt3,2.315441934546294e-22,-1
Znf787,Slc25A39,2.430849468440865e-22,-1
Hnf4A,Ep300-As1,3.4633986990431786e-22,1
Nfyc,Gsto1,4.110238182116234e-22,-1
Tgif1,Bhlhe40,4.89864079120664e-22,-1
Rbbp5,Tmem186,6.116141968348017e-22,1
Foxo4,Zhx1,7.060204027757098e-22,-1
Ubtf,Cdca7L,7.755976967922664e-22,-1
Ubtf,Mterf1,8.266782139373423e-22,-1
Taf1,Tnks2,8.878981409294862e-22,-1
Ppara,Galt,9.294677052614509e-22,1
Klf4,Map1B,9.40632981012993e-22,-1
E2F2,Selplg,1.0712391350121107e-21,-1
Klf4,Adamts1,1.1333912007351137e-21,-1
Rbbp5,Klf14,1.3719227944098085e-21,1
Elk1,Zc3H7B,1.570184165884121e-21,-1
Fosl2,Klf4,1.6361617626920047e-21,-1
Tbp,Ints8,1.8742391225776692e-21,-1
Elk4,Arid1B,1.9833295561768977e-21,-1
Fosb,Chac1,2.098651719936807e-21,-1
Znf787,Cd320,2.211123375127132e-21,-1
Nfkb2,Cebpd,2.5167536985174828e-21,-1
Hnf4A,Aass,2.8223490462512e-21,1
Hnf4A,Dapk1,3.0187429448494336e-21,-1
Rbbp5,Csnk1G1,3.470983960908725e-21,-1
Cebpb,Wfdc12,3.540780112241384e-21,-1
Sp1,Naif1,3.731220285394971e-21,1
Srf,Jmjd6,3.804832628531026e-21,-1
Mesp1,Trpv3,4.152559871318939e-21,1
E2F1,Klf14,4.871748823667822e-21,-1
Creb3L2,Linc00589,4.988161966140552e-21,1
Nfil3,Cxcl8,5.240917217273373e-21,-1
Gmeb2,Slc7A1,5.488741266670693e-21,-1
Thap11,Inppl1,5.541274997401056e-21,-1
Atf4,Trib3,5.718621596843044e-21,-1
Elk4,Ube4B,6.224823034783156e-21,-1
Hnf4A,C22Orf31,6.47303745464291e-21,-1
Ubtf,Thoc5,6.754556103884622e-21,-1
Yy1,Agfg2,7.019728536559864e-21,-1
Hnf4A,Akap1,7.224264357917582e-21,1
Kdm5A,Ints8,7.259919393954514e-21,-1
Taf1,Nom1,7.344167935177473e-21,-1
Stat1,Cyfip1,7.433749604742044e-21,1
Gmeb2,Fam50A,1.0057255671627521e-20,-1
Gabpa,Synj2Bp,1.0282030895031108e-20,-1
Sp1,Ube4B,1.0633965078479005e-20,-1
Elk4,Iqck,1.2328395786097017e-20,-1
Tfdp1,Ei24,1.3668411494688535e-20,-1
Taf7,Atp7A,1.5572986139230554e-20,-1
Tgif1,Klhl15,1.6689319688014383e-20,-1
Mesp1,Arhgef16,2.0699642920181014e-20,1
Foxc1,Rbm24,2.0749670452622926e-20,-1
Znf384,Sema6A,2.131560659776356e-20,-1
Ubtf,Tnpo2,2.556735058109801e-20,-1
Wrnip1,Smim20,2.687260737126991e-20,1
Klf4,Adgre5,3.172322851858743e-20,-1
Foxc1,Clec1A,3.8655061956812166e-20,-1
Gmeb2,Linc00963,4.235867791100927e-20,-1
Znf143,Tmem167A,4.2405557097752487e-20,1
Hnf4A,Bnip3,4.656378831990309e-20,-1
Nfyb,Atf5,5.276193298996031e-20,1
Nfkb2,Psg9,5.622868747799469e-20,-1
Smad5,Mapk6,5.87910246343834e-20,-1
Nfyc,Arid1B,6.55387719130047e-20,-1
Taf1,Ccnt2,7.345482991404431e-20,-1
Sp1,Fam172A,7.491497932080702e-20,1
Rbbp5,Lasp1,7.742876470203064e-20,-1
Zfp30,Kcnq1Ot1,8.942561773013546e-20,-1
Fosl1,Ttc39A,8.985231293892335e-20,-1
Etv2,Cd207,9.932332784249062e-20,-1
Jund,Gpcpd1,1.3142173557016215e-19,-1
Rarg,Pde2A,1.446015281428763e-19,-1
Yy1,Smim15,1.537981646161097e-19,-1
Hnf4A,Lrtm1,1.9963293026114507e-19,1
Znf384,Hmg20A,2.0388725834168094e-19,-1
Tfdp1,Chchd4,2.6225740792328856e-19,-1
Pbx3,Haus8,3.0765004590329805e-19,-1
Klf4,Gprc5A,3.2239043011354604e-19,-1
Pbx3,Rbfox2,3.225981022433028e-19,-1
Rbbp5,Tmem102,3.617477107296982e-19,-1
