source,target,p-value,model
Creb3L2,Mia3,6.779227696245945e-97,-1
Fosl1,Zswim6,8.107174303544752e-91,-1
Nr1H3,Scnn1D,3.493355792570669e-90,-1
Gtf2F1,Trmt61A,5.5365029388487756e-89,-1
Znf768,Ormdl3,1.015434305333316e-88,-1
Nr1I3,Dmd,1.1549278871991914e-88,-1
Tbp,Zbtb45,5.049251265579537e-87,-1
Elk1,Ssu72,1.003060582264334e-86,-1
Srebf2,Dvl2,1.4191824936756852e-86,-1
Rbbp5,Pym1,9.726771445699974e-84,-1
Creb3,F2Rl1,5.52026675245573e-76,-1
E4F1,Rad9A,5.762986104820974e-76,-1
Rbbp5,Zmat3,9.371974498976788e-76,-1
Ppara,Ak4,1.0481815873831308e-75,-1
Nfyb,Linc01533,4.175212904896823e-75,-1
Gata6,Tagln,1.043881554486803e-74,-1
Elk1,Ltbr,5.990437156874777e-74,-1
Fosl1,Sat1,2.638707048151807e-73,-1
Znf740,Tbcc,1.4017916031260942e-72,-1
Stat1,Alas1,3.762429160405471e-71,-1
Foxp2,Ptk2B,5.462859268728781e-71,1
Ppara,Zswim3,1.2152918129446671e-70,-1
Znf143,Gcc1,1.0776233628674447e-69,-1
Junb,Letm2,1.8882057059712585e-69,1
Hnf4A,Proser2,4.1032022247273545e-68,1
Hcfc1,Prmt1,4.0517470463713247e-66,-1
Cux2,Ldlrad4-As1,1.6722663430448747e-65,1
Znf557,Zbtb6,1.7638989032178341e-65,-1
Znf143,Kif5B,2.9171530198364547e-65,-1
Junb,Ubald1,3.937068768404656e-65,-1
Srf,Ntmt1,5.3327199755666934e-65,-1
Relb,Abtb2,1.0146975327130116e-63,-1
Nfkb2,Trpv6,1.0998825372059138e-62,-1
Rb1,Tm9Sf1,1.8309717164834354e-61,-1
Nr1H3,Map4K1,4.8687008223158904e-61,-1
Polr2A,Brap,7.37902905366657e-61,-1
Mafb,Slc5A12,8.374487867074554e-61,-1
Elk1,Trappc6A,1.4086568122750441e-60,1
Stat1,Tmem185B,1.4734484625436868e-60,-1
Znf768,Lzts3,4.07925412741128e-57,-1
Zfp62,Adamts10,5.399496678400867e-57,-1
Elk4,Rbbp7,1.8104614966212596e-55,-1
Arnt,Diaph2,3.4176975960325284e-55,-1
Cebpb,Abtb2,4.933358025623437e-55,-1
Onecut2,Pax8-As1,7.512943224240436e-55,-1
Taf1,Mettl22,2.1006701048373426e-54,-1
Fosl2,Osmr,2.302698131916241e-53,-1
Znf384,Stag1,7.352484797926295e-53,-1
Eomes,Spock2,2.7596164854128684e-51,-1
Gtf2F1,Cbx4,3.1447644686613496e-51,-1
Irf1,Nfkbiz,2.1238786872300258e-50,-1
Ppara,Fosl2,3.582657358958474e-50,-1
Taf1,Rilpl1,8.375008782469831e-50,-1
Foxp2,Klhl24,2.0667016853616235e-49,1
Foxp2,Zer1,5.2532408379991665e-49,1
Foxp3,Mycnos,2.1385934107108206e-48,1
Foxp2,Cyth1,3.9045620104073574e-48,1
Hnf4A,Mgrn1,4.828644036145991e-48,1
Rarg,Rhobtb2,9.451332192427985e-48,-1
Creb3L2,Nt5Dc3,5.078685935113178e-47,-1
Foxp2,Tmem256,5.096476749055688e-47,1
Nr1H3,Twf2,1.0061571440224987e-46,-1
Nfatc3,Foxn3,1.1185251559792261e-46,-1
Nr2F6,Wnt11,6.348483338928196e-46,1
Znf787,Kxd1,1.4424645037705727e-45,-1
Nr1H3,Aifm3,2.3003145822185145e-45,-1
Yy1,Pym1,2.7257486375578623e-45,-1
Atf3,Epc1,5.749749478642229e-45,1
Irf1,Ndel1,6.882372783637637e-45,-1
Nfyb,Fbxo31,8.110086260869708e-45,-1
Foxp2,Tfdp2,1.353672984245181e-44,1
Myf6,Klhl41,1.073980719716629e-43,-1
Gtf2F1,Cdk11B,1.2038762356200075e-43,1
Tgif1,Klhdc7A,5.838942754849966e-43,-1
Mecom,Clip2,8.99616565278763e-43,-1
Thap1,Smtnl2,2.268470878999582e-42,-1
Esrra,Ppp1R16A,3.651962686305845e-42,-1
Foxp2,Pygl,1.008439385948865e-41,1
Hcfc1,Ece2,1.6307453746294915e-41,-1
Creb3L2,G6Pc2,2.4727705264000307e-41,-1
Junb,Fam131A,7.170968980647728e-41,1
Yy1,L3Mbtl2,8.115675137332258e-41,-1
Nfkb2,Ifrd1,1.4501840637828736e-40,-1
Nr1I3,Bhlha15,2.7150688570003703e-40,-1
Tgif1,Klhl31,9.675718149425848e-40,-1
Relb,Vipr1,7.564529195786221e-39,-1
Mesp1,Twf2,9.249835194361052e-39,-1
Hoxc6,Tfap2B,1.7700306606204934e-38,-1
Elk1,Surf4,6.464999904790205e-38,-1
Rbbp5,Rala,7.751926298345986e-38,-1
Foxn3,Slc22A9,1.5204687851621483e-37,1
Rela,Ppan,1.852037351378093e-37,-1
Znf471,Cep164,6.946472368382277e-37,-1
Elk3,Adcy3,2.396374052617298e-36,-1
Elf4,Sp6,3.188877058534339e-36,-1
Creb3,Camsap2,1.0956399507755317e-35,-1
Cebpd,Nfkbiz,1.8296670086260786e-35,-1
Znf768,Cyth1,2.400146757843001e-35,-1
Rb1,Rbbp7,7.61463113980439e-35,-1
Nr1H3,Pygl,8.986169613085857e-35,-1
Fosl2,Mafb,1.4950966542386834e-34,-1
Taf1,Gnl3L,9.755676788038312e-34,-1
Foxp2,Cyp11A1,9.766402403091054e-34,1
Znf76,Sugp1,1.1459163991224864e-33,-1
Srf,Anxa3,1.1496127360363036e-33,-1
Gtf2F1,Tpd52L2,1.7689217484716424e-33,-1
Hlf,Alb,2.606479467649958e-33,-1
Tbx21,Sbk1,6.962802473344305e-33,-1
Gsc,Dll3,7.286836850060433e-33,-1
Sp1,Chd8,7.388016515473029e-33,-1
Polr2A,Sms,7.76105830011162e-33,-1
Elk1,Ythdf1,9.220362441406514e-33,-1
Nr1H3,Sh3Glb2,2.2319974194672856e-32,-1
Stat1,Nkx3-2,4.063023063049198e-32,-1
Nr1H3,Znf768,4.7645750319808553e-32,-1
Irf4,Furin,5.725927038361275e-32,1
Elk1,Furin,5.725927038363093e-32,-1
Nfyb,Ccr6,5.733526375500496e-32,-1
Gtf2F1,Rhobtb2,6.218958932193334e-32,1
Mafb,Rapgefl1,7.150880508962422e-32,-1
Fosl1,Fam131A,8.251327730471011e-32,-1
Rb1,Sorbs1,1.8371515782084566e-31,1
Relb,Snora74A,2.966300789752159e-31,-1
Nfkb2,Treml1,3.0932232957874843e-31,-1
Gata6,Pdgfa,4.7820683969743085e-31,-1
Rarg,Plcg1,5.075604904474197e-31,-1
Nr2F6,Phospho1,5.969401490968614e-31,1
Tgif1,Ppara,6.510482462888064e-31,-1
Elf4,Part1,1.2208750348010673e-30,-1
Gata6,Hbegf,1.323231714417573e-30,-1
E2F8,Cep55,3.058456836612114e-30,-1
Elk1,Derl1,4.815712792510695e-30,1
Rarg,Coro1A,5.415860309225517e-30,-1
Rarg,Rassf4,8.912822449334307e-30,-1
Rbbp5,Malsu1,1.0870286487136911e-29,-1
Klf4,Slc34A2,1.3257059793559704e-29,-1
Rarg,Gcnt1,1.4013087717473167e-29,-1
Gata6,Tsc22D3,1.8935054647468714e-29,-1
Irf9,Batf2,3.240749408240743e-29,-1
Fosl2,Klhl31,6.348831681944862e-29,-1
Kdm5A,Taf1,7.096808544852484e-29,-1
Taf1,Kdm5A,7.096808544869342e-29,-1
Cux2,Cyfip2,7.204774551980709e-29,1
Foxp2,Slc13A2,1.3299780716852953e-28,1
Gtf2F1,Pdcd6,2.7103192523037307e-28,-1
Hnf4A,Alg14,2.8411720430929394e-28,1
Gata6,Fstl3,2.9365408393559546e-28,-1
Foxp2,Irs1,4.742319144382476e-28,1
Rbbp5,Vma21,1.375214428898642e-27,-1
Hnf4A,Xab2,1.7254279677288793e-27,-1
Znf76,Hcfc1R1,2.338980140507127e-27,-1
Mlx,Erp29,3.630115350327792e-27,-1
Srf,Ptp4A3,3.8900286475310846e-27,-1
Eomes,Gng2,4.312531721715524e-27,-1
Nr1H3,Ss18L1,7.286031565150025e-27,-1
Foxa2,Linc00572,9.355629947739883e-27,-1
Fosl1,Tp53Tg5,9.374370386662367e-27,1
Znf768,Zer1,1.0288506356370713e-26,-1
Gtf2F1,Kctd20,1.0749565004715541e-26,1
Foxo1,Dhrs9,1.0809919523533377e-26,-1
Mesp1,Ppdpf,1.1054129588008105e-26,-1
Znf471,Scnn1D,1.3645959420549257e-26,-1
Hcfc1,Tiprl,1.8235528263956822e-26,-1
Relb,Hs6St1,2.1046899236079985e-26,-1
Polr2A,Prdm4,3.7988268511917855e-26,-1
Foxp2,Frat1,5.379480824271099e-26,1
Taf1,Trim4,5.399416344055715e-26,-1
Fosl1,C10Orf67,9.073139956810285e-26,-1
Nr1H3,Syne3,9.39507126461236e-26,-1
Gtf2F1,Ppp1R14B,1.3767672247922755e-25,-1
Taf1,Tfcp2,1.6147834715471563e-25,-1
Foxc1,Lrrc32,2.7022036123639955e-25,-1
Thra,Fam131C,2.7364662564985157e-25,-1
Relb,Krt79,2.836856882492305e-25,-1
Nr1H3,C16Orf86,3.7531506140958564e-25,-1
Nr2F6,Blvrb,5.34951528790031e-25,1
Fosl1,Plod2,6.336423569793344e-25,-1
E2F8,Cenpm,8.722978611627113e-25,-1
Rbbp5,Smarcad1,9.187796913735594e-25,-1
Znf607,Tcap,9.583986306042291e-25,-1
Sp1,Wwp2,1.3459105860141012e-24,-1
Nr2F6,Linc01533,1.924183111483581e-24,1
Znf787,Arfgap1,2.4056936218232764e-24,-1
Ubtf,Sdc1,3.8289936454935714e-24,-1
Znf76,Znf566,4.2921886134647164e-24,-1
Crem,Fam177A1,5.7808116511112354e-24,-1
Gtf2F1,Cerk,9.248840128923169e-24,-1
Hoxc11,Caskin1,9.306933744921947e-24,-1
Znf471,Tet1,9.546768818051835e-24,-1
Elk3,Abl1,1.1508011458154795e-23,-1
Taf1,Plekhh1,1.3310545420787258e-23,-1
Nfkb2,Cdc7,1.5396129561263328e-23,-1
Srf,Flrt3,1.607746584878748e-23,-1
Hcfc1,Tuba4B,1.8165389867167794e-23,1
Thap1,Tmem128,2.106408034245739e-23,-1
Elk4,Pigm,2.1285662686386225e-23,-1
Rb1,Mzt1,3.540350598215151e-23,-1
Znf471,Cops7B,4.3169627085166864e-23,-1
Rbbp5,Wac,5.022996683002825e-23,-1
Srf,Junb,6.258471897165571e-23,1
Batf,Tnfaip8,7.640667584378104e-23,-1
Gata6,Leap2,8.182440872092437e-23,-1
E2F8,Gins1,1.205996837616859e-22,-1
Fosl1,Zfand2A,1.2063627599755626e-22,-1
Hcfc1,Rrp9,1.561368758118722e-22,-1
Bcl3,Fam89A,1.6651024298634827e-22,1
Gtf2F1,Wrap73,1.7416709554385148e-22,-1
Foxc1,Atp10A,2.118159358924804e-22,-1
Elf4,Dok3,2.471668759379767e-22,-1
Elf4,Dgka,3.1482239470296137e-22,-1
Foxp2,Angel1,3.7051263021737785e-22,1
Etv3,Gnl2,3.9688958171322427e-22,1
Nr2F6,Tob1,4.1737059986210906e-22,1
Fosl2,Rnd2,4.515950047771495e-22,-1
Hlx,Ptms,5.558264239594234e-22,-1
Snapc4,Cacnb2,6.078323702368754e-22,-1
Nr1H3,Kdm4C,7.223898818829432e-22,-1
Gtf2F1,Fkbp2,7.659587578162862e-22,-1
Elk4,Mfsd6,7.7077853350537755e-22,-1
Sp1,Arhgef18,8.662556761780084e-22,-1
Rb1,Gtdc1,1.1103545514314804e-21,-1
Ppara,Gda,1.1498434569391076e-21,-1
Nr1I3,Ttr,1.1932773200964047e-21,-1
Rfx5,Ucp2,1.24052149854836e-21,-1
Thap1,Ppfia3,1.2724428334402727e-21,-1
Eomes,Dgkk,1.3193128012309761e-21,-1
Rbbp5,Nanos1,1.5838118707714363e-21,-1
Znf143,Sprtn,1.6173262404227269e-21,-1
Foxp2,Pogz,1.7658582846930483e-21,1
Elk1,Wdr5,1.947147274184225e-21,-1
Foxp2,Cep128,1.9981457003519074e-21,1
E2F8,Ak2,2.2140876711243807e-21,-1
Znf358,Sox12,2.5979343994893427e-21,-1
Nr1H3,Celf1,2.913110182590208e-21,-1
Cebpg,Znf529,3.0116022959602123e-21,-1
Srebf2,Mmab,3.225038840048985e-21,-1
E2F1,Uqcc2,4.3057791034205585e-21,-1
Nrf1,C1Orf35,5.0139546590923865e-21,-1
Nr1H3,Atp1A1-As1,5.95981723256289e-21,-1
Rb1,Ubr7,6.990375472789068e-21,-1
Elk4,G3Bp2,7.089387758470261e-21,-1
Foxp2,Cables1,8.780053459016283e-21,1
Creb3L2,Zscan5A,8.856834232620548e-21,-1
Elk4,Slc38A9,9.368471747089857e-21,-1
Klf4,Egfl7,1.2311479668789346e-20,-1
Gtf2F1,Golga3,1.3525391611019746e-20,-1
Znf76,Rbm6,1.4600487472328623e-20,-1
Nr2F6,Ddah1,1.6193830514223713e-20,-1
Rarg,Aff2,1.6315199414430203e-20,-1
Nr1H3,Cacna1G-As1,1.9409079826391828e-20,-1
E2F8,Ube2S,2.1170801259383324e-20,1
Polr2A,Dnttip2,2.1522070908217533e-20,-1
Creb3,Znf274,2.6770231835270617e-20,-1
Nr1H3,Tpra1,3.151250658607141e-20,-1
Tcf7,Linc00572,3.1573883823420416e-20,-1
Elf4,Lrfn5,3.204522975103265e-20,-1
Nfyc,Znf330,4.280666109748276e-20,1
Taf7,Epc1,5.008745665814227e-20,-1
Nfkb2,Klhl15,5.018046269992615e-20,-1
Foxp2,Gpr137C,5.1212733512151104e-20,1
Mzf1,Kat2A,5.217446257406065e-20,-1
Elk4,Atp6V0A2,5.42635735800911e-20,-1
Rarg,Cenpm,5.780014923586823e-20,-1
Polr2A,Armc12,7.508105366338756e-20,1
Creb3,Anxa5,8.380052715827003e-20,-1
Rb1,Prox1,1.0801436897652756e-19,-1
Rbbp5,Tm9Sf1,1.1046624702326216e-19,-1
Rbbp5,Psmd13,1.1931372079526693e-19,-1
Junb,Josd1,1.3439582247260973e-19,-1
Rfx2,Drc7,1.3611845621427017e-19,-1
Creb3L2,Hyou1,1.5241899342774824e-19,-1
Znf143,Fastkd5,1.7914981007420789e-19,-1
Hcfc1,Ipo7,1.9180088317929478e-19,-1
Elk1,Irgq,2.554554083644815e-19,-1
E2F1,Abcb4,2.9257218348313557e-19,-1
Creb5,Dennd3,3.532701651172147e-19,-1
Hcfc1,Tfpt,3.8852583439610357e-19,-1
Znf787,Cpeb4,4.008385516805696e-19,-1
Srf,Plekhg2,4.424713103615003e-19,-1
Taf1,Linc01343,4.698960038848008e-19,1
Nr1H3,Ntn5,4.745143076776067e-19,-1
Nfil3,Tef,5.22182984799164e-19,-1
Taf1,Tmprss4,6.10891592274973e-19,-1
Elk1,Dnajb12,7.419077773757682e-19,-1
Foxp2,Ccdc170,9.157514680503774e-19,1
Tbx21,Pik3Cd,1.2437858950067673e-18,1
Elf3,Bhlhe40,1.3026248329230028e-18,-1
Foxc1,Gas7,1.3144015523899419e-18,-1
Rfx5,Linc00092,1.350716341516885e-18,-1
Tbx21,Cyp4F35P,1.780874223852666e-18,-1
Znf143,Eif4G3,1.8354841042646222e-18,-1
Stat5A,Zic2,1.986456864216457e-18,-1
Rb1,G3Bp2,2.1892712778848815e-18,-1
Nr2F6,Ccdc148,3.17719269824902e-18,1
E2F1,Itm2C,3.2605029589702132e-18,-1
Nrf1,Mgrn1,3.3584781279801223e-18,-1
Znf143,Ngrn,3.888514832733156e-18,-1
Mesp1,Sdc1,4.552915732776141e-18,-1
Znf787,Pemt,5.807752457568912e-18,-1
Foxp2,Hibadh,6.340133351683811e-18,1
E2F8,Plac8,8.607435991384206e-18,-1
Rela,Aurkc,9.789101448397463e-18,1
Ep300,Taf2,1.0829487765254002e-17,-1
Etv6,Camsap2,1.1403497310883616e-17,1
E2F8,Morc4,1.2981071410076538e-17,-1
Six3,Tunar,1.3419467417744026e-17,1
Klf4,Lhfpl2,1.402119183794465e-17,-1
Batf,Dusp13,1.5948307009925332e-17,-1
Crem,Cxcl8,1.635450120147213e-17,-1
Atf6,Nt5C2,1.778849336041287e-17,-1
Rfx2,Klhdc8B,1.900466670300353e-17,-1
Hcfc1,Trim73,2.2975701339307322e-17,1
Creb3L2,Tlr8-As1,2.326630795771307e-17,-1
Gata6,F3,2.3613672710656992e-17,-1
Nr1H3,Fam53A,2.716617810608463e-17,1
Nr1H3,Gjb5,2.716617810608463e-17,1
Nr1H3,Linc01118,2.716617810608463e-17,1
Crem,Hlf,3.2333790371942063e-17,-1
Nfkb2,Hs6St1,3.451442504970927e-17,-1
Znf557,Socs7,4.349144487828885e-17,-1
Nfyb,Linc00881,4.5261103440675467e-17,-1
Rarg,Trim59,4.593858172886913e-17,-1
Elk1,Cpd,4.8377856620287575e-17,-1
Batf,Itgax,4.868048205793729e-17,-1
Sp1,Smtnl2,5.318721443497832e-17,-1
Gata6,Areg,7.381182687774507e-17,-1
E2F8,Ska1,7.978216272194123e-17,-1
Junb,Abtb2,9.09967821904197e-17,-1
Rb1,Gpr108,1.0085433470721256e-16,-1
Gata6,Ell2,1.0768477257704712e-16,-1
Nr1H3,Dolpp1,1.3612782316407872e-16,1
Creb3L2,Irx3,1.388473260550203e-16,-1
Znf787,Rps19Bp1,1.4247988435589356e-16,-1
Tgif2,Asphd1,1.5110838670985027e-16,1
Atf3,Arsj,1.520495822144656e-16,1
Stat3,Irak1,1.776979577614831e-16,-1
Hcfc1,Nelfb,1.9824919723685145e-16,-1
Rb1,Reep4,2.011762240849668e-16,-1
Nr1H3,Hdac5,2.0368457929635247e-16,-1
Znf143,Mfn1,2.0651740325501108e-16,-1
Gata6,Arsj,2.3944392638569944e-16,1
Rela,Hspbp1,2.6773971552888883e-16,-1
Batf,Myrf,3.056365335020056e-16,-1
Taf1,Hnrnpa2B1,3.073790883005254e-16,-1
Taf1,Pom121,3.222522356545214e-16,-1
Fosl1,Steap1B,3.401016730648358e-16,1
Gata6,Slc7A5,3.458403298981987e-16,-1
Polr2A,Znf622,3.495438305067098e-16,-1
Hnf4A,Apoc2,3.9929622566893003e-16,-1
Rbbp5,Vps33B,4.154208045857396e-16,-1
E2F8,Dtl,4.341052632332919e-16,-1
Creb3L2,Fkbp14,4.663821394710629e-16,-1
Tp73,Pkmyt1,5.070518874118841e-16,-1
Cebpb,Il6R,5.078553656662993e-16,-1
Nfyb,Fam13A,5.158739057874813e-16,-1
Nr2C2,Stx18-As1,6.048509824145289e-16,-1
Elk1,Aadacp1,6.555068489376927e-16,1
Nr1H3,Msmo1,6.906831015959794e-16,-1
Polr2A,Parp4,7.778014781607491e-16,-1
Junb,Cebpb,7.913977507994965e-16,1
Rbbp5,Eif2B1,7.922761497911342e-16,-1
Foxp2,Tmem192,7.939832182388572e-16,1
Nr2F6,Fam13A,9.255655486307546e-16,1
Fosl2,Ccnh,9.562764971723195e-16,-1
Junb,Tsc22D1,9.628012179920167e-16,1
Kdm5A,Atraid,1.0542288141260776e-15,-1
Nfyb,Gys1,1.0848616523346726e-15,-1
Znf143,Shmt2,1.1138686680819781e-15,-1
Srf,Elf3,1.1560234509715762e-15,-1
Nfil3,Tbc1D15,1.2609353077237643e-15,-1
Gabpa,Dcun1D1,1.350815026970588e-15,-1
Rbbp5,Ccndbp1,1.3572181687795384e-15,-1
Mxd4,Rhebl1,1.4134573361672962e-15,-1
Gmeb2,Srm,1.5015530836746274e-15,-1
Rbbp5,Cse1L,1.8550430845215394e-15,-1
Nr1H3,Ormdl3,1.9717221617599006e-15,1
Fosl2,Ttbk1,2.033187035853898e-15,-1
Nr2F6,Tp53Inp2,2.4254128490367992e-15,1
Foxp2,Grb7,2.4390478950416795e-15,1
Foxp2,Copz2,2.6774135388090508e-15,1
Nfkb2,Il13,2.7599113132437634e-15,-1
Nr1H3,Eno3,2.7813053844827643e-15,1
Hnf4A,Atp2B2,2.971685850649882e-15,-1
Nr2F6,Rab11B-As1,3.0011230622104853e-15,1
Relb,Dtna,3.2397330424055956e-15,1
Rb1,Ap2S1,3.6152503368215166e-15,-1
Esrra,Ctdsp1,3.847889370690473e-15,-1
Znf384,Il27Ra,4.1685273930874166e-15,-1
Batf,Trim47,4.572715776112268e-15,-1
Cebpd,Klhl15,4.594249559060184e-15,-1
Elk1,Hdac11,4.68427822952513e-15,-1
Foxp2,Fmo6P,5.4036670080840165e-15,1
Fosl1,Ntmt1,5.438673131610546e-15,1
Znf607,C1Qtnf7,5.46049964821518e-15,-1
Creb3L2,Linc00572,6.9918634540464874e-15,-1
Nr2F6,Gucy2D,7.378117113296718e-15,-1
Nr1H3,Tsnaxip1,8.382239410346345e-15,1
Znf143,Rngtt,8.39483766181446e-15,-1
Nr1H3,Sphk2,8.736855375940519e-15,-1
Batf,Map3K8,9.239214402357132e-15,-1
Znf143,Trrap,9.277892834637253e-15,-1
Hlx,Ihh,9.287741000236179e-15,-1
Stat1,Mcm5,9.417811238268657e-15,-1
Klf5,Misp,9.616455170769154e-15,1
Tbp,Zswim3,1.098497422193649e-14,1
Elk1,Pnkd,1.121935550364751e-14,-1
Rb1,Ppp2R5A,1.1790807338927006e-14,-1
Gtf2F1,Psmc3,1.2566329976294092e-14,1
Foxo4,Panx2,1.2595297730992583e-14,-1
Taf7,Dhrs3,1.4974403408092612e-14,-1
Bcl3,Rhoq,1.8514336816004177e-14,-1
Gtf2F1,Timm22,1.9833102308764206e-14,-1
Irf1,Zc3H12A,2.0697554688405248e-14,-1
Rbbp5,Aldh18A1,2.0898083669945424e-14,-1
Foxp2,Dcun1D4,2.2175718407821677e-14,1
Srebf2,Rftn1,2.2609324406943894e-14,-1
Hnf4A,Tmco4,2.321012922053453e-14,1
Polr2A,Smyd2,2.4355217590640818e-14,-1
Znf607,Rcor2,2.6412919492177513e-14,-1
Rbbp5,Mea1,2.6511532407746782e-14,-1
Yy1,Cdc14B,2.653351522049867e-14,-1
Hcfc1,Ufc1,2.6917989237605046e-14,1
Tp73,Znf367,2.9506950186909874e-14,1
Hnf4A,Homez,3.914409643922393e-14,-1
Polr2A,Wls,3.9823399329513e-14,-1
Gata6,Gabarapl1,4.048556286063776e-14,-1
Nr1H3,Tcea2,4.84038474858378e-14,-1
Elk1,Traf7,5.200109859640622e-14,1
Relb,Slc5A9,5.268508396083906e-14,-1
Rfx1,Znf692,5.52414937453256e-14,-1
E2F8,Cdca7,5.834537279648925e-14,-1
Relb,Tead2,6.542927766524432e-14,-1
Atf4,Gzf1,7.227911947643688e-14,-1
Nr1H3,Kiaa1958,7.696601025486351e-14,-1
Sp1,Usp54,7.723754647390094e-14,-1
Crem,Rgs2,7.926935631143995e-14,-1
Nr1H3,Igip,8.343439977930939e-14,-1
Znf143,C12Orf43,8.54665541395429e-14,-1
Elk4,Slc35C2,8.875113403350624e-14,-1
Rb1,Cse1L,8.98073086661341e-14,-1
Rbbp5,Lyrm2,9.348403087300998e-14,-1
Nfyc,Nbr2,1.2477577319398178e-13,1
Nrf1,Arl6Ip4,1.283308268986392e-13,-1
Elf4,Galnt7,1.3803095644600305e-13,-1
Znf143,Nek6,1.448920556748755e-13,-1
Elk4,Znf101,1.4965804188155565e-13,-1
Tbp,Dbr1,1.725579264699701e-13,-1
Nr2F6,Unc93A,1.9205684142925244e-13,-1
E2F1,Bsg,2.180413010947293e-13,1
Sox21,Bcan,2.1957461051654355e-13,-1
Elk3,Ankrd1,2.2372699672326171e-13,-1
Znf607,Prop1,2.449090535597987e-13,-1
Fosl1,Letm2,2.4980019428657073e-13,-1
E2F7,Dhrs7B,2.5816707125895227e-13,1
Polr2A,Dhx36,2.5834520920762463e-13,-1
Ddit3,Prkxp1,2.7591149961615103e-13,-1
Tgif1,Cdc20B,2.897317281879427e-13,-1
Creb3,Trmt1,3.0881274478447896e-13,-1
Klf5,Lmcd1,3.1583641875017584e-13,1
E2F8,Kif15,3.4800232323327924e-13,-1
E2F8,Plk4,3.4951190329847436e-13,-1
Tp53,Pars2,3.6052709375683744e-13,-1
Hnf4A,Hpn,4.445872039163509e-13,-1
Junb,Ppp1R15A,4.57193511260026e-13,1
Nfyb,Phospho1,4.642696841135231e-13,-1
Znf426,Dact3-As1,5.138174820095711e-13,-1
Creb3L2,Arcn1,5.320612709295887e-13,-1
Znf557,Upf2,5.324701850409636e-13,-1
Znf211,Znf471,5.452772925557983e-13,-1
Tbx21,Tigit,5.705719604822054e-13,-1
Zfp62,Ttc23L,6.4543339058535e-13,-1
Tgif1,C14Orf180,7.327554826372229e-13,-1
Hnf4A,Zscan2,8.048568060638037e-13,-1
Gata6,Creb5,8.5832235687999e-13,-1
Nr1H3,Cd4,8.791840674939541e-13,-1
Gata6,Mcl1,9.30581457695415e-13,-1
Hcfc1,Rhobtb2,1.0284621770055837e-12,1
Nr1H3,Ctf1,1.1415959686266885e-12,-1
Foxn3,Klf12,1.2223645954881144e-12,1
Nr6A1,Slc17A9,1.2692076084596563e-12,-1
Znf76,Tbc1D17,1.3601537080550011e-12,-1
Foxp2,Atxn7,1.4752433393241845e-12,1
Hlf,Trib1,1.4923436420664982e-12,-1
Relb,Tpst1,1.5683566275455222e-12,-1
Nr2F6,Bok,1.57101713043037e-12,1
Eomes,Prf1,1.5757639355530988e-12,-1
Eomes,Il2Rb,1.5757718174902697e-12,-1
Rarg,Marcks,1.604709535448896e-12,-1
