source,target,p-value,model
Lass2,Cp,2.4397414801875185e-10,1
Taf13,Sdccag3,2.4852090230714545e-10,-1
Trim33,Ptpn2,2.6048870957407844e-10,-1
Taf5,Mdh2,2.914988777702811e-10,-1
Prdm4,Acot9,3.162038090312008e-10,1
Epas1,Abca8a,3.286075673928299e-10,-1
Tfdp1,Dcaf11,3.371826560323639e-10,-1
Onecut1,Hsd3b5,6.005258946848414e-10,-1
Trim33,Ankrd10,6.115569782028211e-10,-1
Taf9,Dpy30,6.787071552447631e-10,-1
Rbbp5,Pwp2,1.4278038818042357e-09,-1
Lass2,F7,1.8503196771607335e-09,1
Smad2,B4galnt1,2.256826130176952e-09,1
Ctcf,Smc6,2.302774523764177e-09,-1
Lass2,Rtp3,2.817509010114967e-09,1
Lass2,Hsd11b1,3.270891253536598e-09,1
Nr0b2,Adra1b,4.539284398405505e-09,-1
Sox18,Crip2,5.112352179940055e-09,-1
Ahctf1,Hcfc1r1,5.19321997716782e-09,-1
Zfp395,Hadha,5.435754392841932e-09,-1
Stat3,Nup43,6.017195700728067e-09,-1
Pus1,Srm,6.268727779957375e-09,1
Kdm5a,Ccar1,7.191077232645265e-09,-1
Atf4,Qsox2,7.657934811585269e-09,-1
Zfp593,Wdr74,9.048281996254235e-09,-1
Zbtb16,Iqsec1,9.489720544463725e-09,-1
Thoc1,Cdk12,9.858979744349488e-09,-1
Bptf,Luc7l3,1.0210601590254517e-08,-1
Nr2c1,Cdca4,1.3434347356604856e-08,1
Sp3,Cdkn2aip,1.3634842146072093e-08,-1
Nfix,Hc,1.6998424820508402e-08,-1
Zfp593,Nup62,1.8726756489089607e-08,1
Lass2,Pon1,2.1280087359996696e-08,1
Mbd3,Cyth2,2.791733522823105e-08,-1
Zzz3,Dek,2.816358401220186e-08,1
Zzz3,Med20,2.9226089751629286e-08,-1
Zfp326,Snx16,3.235398501656771e-08,-1
Med6,Nup54,3.280959912277017e-08,-1
Pml,Ctnna1,4.129743669791764e-08,-1
Rbmx,Ncapd2,5.6341408170224214e-08,-1
Zhx1,Psmc1,9.847214260843206e-08,-1
Ddx20,Mre11a,1.0397040222966421e-07,1
Ldb1,Gnb2,1.0414859302946463e-07,-1
Lass2,Hc,1.11418485105174e-07,1
Ncor2,Uqcrc2,1.1239011389153867e-07,-1
Lrrfip1,Jagn1,1.4678471205106168e-07,1
Zfp292,Irf5,1.4728913934344488e-07,-1
Zzz3,Rlim,1.4795906746523553e-07,1
Klf3,Prkcd,1.718653216133415e-07,-1
Lass2,Gpr146,1.7856054479248659e-07,1
Esrra,Mdp1,1.828559818417733e-07,1
Pnn,Qtrtd1,1.8983154057349332e-07,1
Nfix,Il6st,2.42887744018309e-07,-1
Mta2,Tox4,2.830382969128097e-07,-1
Lass2,C6,3.512248012690921e-07,1
Taf12,Rpp21,3.6209759887819033e-07,-1
Lass2,Aox3,4.275774210151076e-07,1
Epas1,Prelp,4.288558144371741e-07,-1
Stat3,Psma5,4.444313336370849e-07,-1
Drap1,Atad2b,4.8761291885869e-07,-1
Zfp593,0610007P08Rik,5.009485827368085e-07,1
Mbd3,Dohh,5.495157208693669e-07,-1
Zzz3,Srsf10,5.981731758357834e-07,1
Rora,Ropn1l,6.029039897293854e-07,1
Ncor2,Impa1,7.513898767764289e-07,-1
Ncor2,Impa1,7.513898767764289e-07,-1
Tmpo,Zdhhc16,9.828297904120515e-07,-1
Safb,Prrg2,1.0039636099907057e-06,-1
Foxa3,Sepsecs,1.1318863939338727e-06,-1
Hnrpdl,Hnrnph3,1.1885533358527885e-06,1
Cebpa,Slc25a10,1.268672653566005e-06,1
Crebbp,Luc7l3,1.301235038478386e-06,-1
Nr1h2,Srp72,1.3141824216457304e-06,-1
Zfp292,Ankrd10,1.3273189258061163e-06,-1
Zfp523,Nudt8,1.4069532338733423e-06,-1
Lass2,Hp,1.4217496846669248e-06,1
Kdm5a,Scaf11,1.4320466842390828e-06,-1
Epas1,Tns1,1.441731480168326e-06,-1
Sarnp,Znhit3,1.537686532184364e-06,-1
Drap1,Ndufs5,1.7428002438161495e-06,-1
Pbrm1,Gmps,1.7900790420173892e-06,-1
Ldb1,Zfp777,1.7978311436639563e-06,-1
Tada2a,Elp3,1.8448117354066368e-06,-1
Zfp524,Zzz3,1.8569561534684808e-06,1
Abt1,Wdr74,2.23152041957462e-06,-1
Elf1,Prkd2,2.450329663310159e-06,-1
Zfp292,Lass2,2.571706709200444e-06,-1
Rbck1,Pcnxl3,2.7385610668798325e-06,-1
Sox18,Cldn5,2.7623473571929054e-06,-1
Zfp593,Thoc6,2.801095767719165e-06,-1
Zzz3,Taf1d,2.993035547767121e-06,1
Zfp593,Nop56,3.0916208123997825e-06,-1
A930001N09Rik,Noc4l,3.156445124453578e-06,1
Zzz3,Usp48,3.167866536470826e-06,-1
Zfx,Ddx52,3.627707164443398e-06,-1
Cxxc1,Mea1,3.73863584662262e-06,-1
Tada2a,Rbbp5,3.8457649488862e-06,-1
Rbbp5,Tada2a,3.845764948886517e-06,-1
Arnt,Mgat1,3.8536510622651516e-06,-1
Rbbp5,Rbbp7,4.055051723988574e-06,-1
Zfp593,Dph5,4.543740002290242e-06,1
Gata6,Prkcd,4.578217377100991e-06,-1
Aebp2,Luc7l2,4.997169006481985e-06,-1
Atf6b,Sbf1,5.3083941057447105e-06,-1
Foxn2,Luc7l2,5.390740044250228e-06,-1
Nono,Hnrnpa0,5.397883581329092e-06,-1
Epas1,Pecam1,5.910511375450408e-06,-1
Rbmx,Srsf3,5.964613303705951e-06,-1
Sarnp,Pdcd5,6.113502848182299e-06,-1
C1d,Fam136a,7.110693898578707e-06,1
Apex1,Elp3,7.124431409519329e-06,-1
Kdm5b,Sepx1,7.176204415259345e-06,1
Thoc1,Zfp644,8.098347956509923e-06,1
Phb,Noc4l,8.150252629449e-06,1
Rb1,Fam46a,8.976866132137898e-06,-1
Zfp593,Wdr8,9.147352296582929e-06,1
Ldb1,Hopx,9.224878793800606e-06,-1
Sox18,Tie1,9.309961258297338e-06,-1
Rbmx,Mcm7,9.322607558387812e-06,-1
Stat3,Cops4,9.414982157174476e-06,-1
Irf5,Minos1,9.685102624674493e-06,1
Rbmx,Tcp1,9.708647377395935e-06,-1
Ctcf,Gmps,9.832999089178056e-06,-1
Grlf1,Bcar1,1.007917046446529e-05,-1
Thoc1,Mrpl13,1.0263910580390791e-05,-1
Drap1,Upf3b,1.0778437051099734e-05,-1
Zzz3,Rbm7,1.1339678625668409e-05,1
Stat3,Hat1,1.1500264749015417e-05,-1
Rbbp5,Rrp8,1.1559340855767587e-05,-1
Apex1,Noc4l,1.2520004270988044e-05,-1
Ppargc1a,Ndufa9,1.2843178907024826e-05,-1
Stat3,Orc6,1.307618644646646e-05,-1
Mier1,Fbxl3,1.3180460882773444e-05,-1
Epas1,Tie1,1.3259184183214832e-05,-1
Zfp367,Myef2,1.3455087194750981e-05,1
Nfil3,F10,1.4492354987841688e-05,-1
Zfp593,Snrpf,1.4599085208467652e-05,-1
Klf3,S100a10,1.475865335664578e-05,-1
Med6,Dpy30,1.506353020192957e-05,-1
Taf9,Nup54,1.5528020723358072e-05,-1
Trim33,Rmi1,1.6578463015651298e-05,-1
Thoc1,Ptpn2,1.717823040019287e-05,-1
Rbbp5,Uba2,1.721761588639287e-05,-1
Hdac1,Mlycd,1.7295283463435195e-05,1
Rbmx,Actl6a,1.8893163238343964e-05,-1
Smad1,Slc37a1,1.9041595929817418e-05,-1
Klf2,Emp2,1.9130028746850032e-05,-1
Zfml,Qtrtd1,1.9350230774096324e-05,1
Zfp280d,Luc7l3,2.014515561339505e-05,-1
Stat3,Nup85,2.156709655213669e-05,-1
Drap1,Rad23a,2.3035551213828734e-05,-1
Smarce1,Zfp828,2.405933749973164e-05,-1
Smarce1,Psma5,2.4065450574574342e-05,-1
Rora,Fah,2.4150325316128525e-05,-1
Zfp593,Nob1,2.4974304855543612e-05,-1
Zfp1,Ctu2,2.5084326379233677e-05,1
Atf4,Enc1,2.6198148123602087e-05,1
0610031J06Rik,Znfx1,2.6585733245460708e-05,-1
Ahctf1,Psmd1,2.750553455805071e-05,1
Zfx,Smc5,2.753226232772546e-05,-1
Sp1,2810474O19Rik,2.8120926414881347e-05,-1
Hnrpdl,Sepx1,3.141170008267574e-05,1
Crebbp,Thoc2,3.143440248552351e-05,-1
Med6,Nsmce2,3.1435561777152385e-05,-1
Tcf21,Tmem204,3.230490622858921e-05,-1
Zzz3,Mettl9,3.2989503777199554e-05,-1
Trim33,Ythdc1,3.425425161403455e-05,-1
Zbtb16,Adck3,3.499516222300196e-05,-1
Edf1,Hnrnpa3,3.603583836297731e-05,-1
Zfp292,G3bp2,3.632553254622633e-05,-1
Sox18,Sema3f,3.817216029283967e-05,-1
Sarnp,Siva1,3.823820719278379e-05,-1
App,Chd1l,3.838758443643274e-05,1
Tardbp,Tsr1,3.910569165945996e-05,-1
Tfip11,Sap30bp,4.107788202021399e-05,-1
Ppargc1a,Sdhb,4.1189285347668835e-05,-1
Stat3,Tipin,4.4029814404549964e-05,-1
Irf5,Cdo1,4.467049569466236e-05,1
Tcf7l1,Mmp15,4.6272878476416434e-05,-1
Esrra,Cisd2,4.710703020797335e-05,1
Zbtb7b,Zmym4,4.966389074703292e-05,1
Creb1,Sepx1,5.0767259487300974e-05,-1
Stat3,Cse1l,5.1841428883517954e-05,-1
Smad2,Fbxo45,5.245993614422786e-05,-1
Onecut1,Accn5,5.279755712672973e-05,-1
Taf5,Rora,5.349616298953071e-05,1
Bptf,Ltbr,5.555966690590757e-05,-1
Stat1,Usp18,5.843709212096332e-05,-1
Stat3,Ncbp1,5.856296347523289e-05,-1
Cenpb,Sepx1,5.869740187731722e-05,1
Zfp367,Vma21,5.9641521908641223e-05,-1
Ncor1,Rmi1,6.192952912043235e-05,-1
Rbbp5,Utp14a,6.396004483517685e-05,-1
Srebf2,Stt3a,6.570197770835139e-05,-1
Ncor2,Rela,7.131406696788533e-05,-1
Zfp143,Sirt1,7.33992887612415e-05,-1
Rbck1,Arf5,7.348147034731089e-05,-1
Zzz3,Msh6,7.471871657834949e-05,1
Rbmx,Tfdp1,7.872901072332092e-05,-1
Zzz3,Mrpl14,7.991737463410591e-05,-1
Trim33,Ltbr,8.128844503776703e-05,-1
Trim33,Ltbr,8.128844503776703e-05,-1
Dnajc2,Fam136a,8.176563694385783e-05,-1
Drap1,Trim33,8.201018700686007e-05,-1
Rora,Agtr1a,8.277883561547731e-05,-1
Zfx,Scaf11,8.319924720055605e-05,-1
Epas1,Gpr116,8.422936901404969e-05,1
Chd1,Ddx52,8.738678211422151e-05,-1
Zzz3,Cyhr1,8.788700883732583e-05,1
Thoc1,Sltm,8.907931405613068e-05,-1
Taf5,Il6ra,9.1383950443081e-05,1
Atf6b,Asna1,9.400987615479176e-05,-1
Nkrf,Adsl,9.821250422537051e-05,-1
Mafk,Mrps2,9.824986764626628e-05,-1
Epas1,Pltp,9.990267633468408e-05,-1
Ddx20,Nup62,0.00010067486726490276,1
Ncoa3,Gstm5,0.00010086754551913443,-1
Nfil3,Vamp3,0.00010088171308346718,-1
Mybbp1a,Lsm2,0.00010196981502741817,-1
Irf5,Fkbp15,0.0001021302205801624,1
Mbd3,Sf3b5,0.00010680582334261433,-1
Ldb1,Kat5,0.00010854850130487462,-1
Lass2,Ablim3,0.00011006293675996356,1
Trim33,Sepx1,0.0001122511653262875,-1
Rbl2,Hipk3,0.00011575632115328697,-1
Zfml,Cebpz,0.000118496060240104,1
Rtf1,Ddx1,0.0001236570604533276,1
Rbbp8,Tmem176a,0.0001244193317186274,-1
Ubp1,Drap1,0.0001244312478399002,-1
Drap1,Ubp1,0.00012443124783990533,-1
Irf5,C6,0.0001265240724566227,1
Hinfp,Mdh2,0.00013092762446862257,-1
Thoc1,Smchd1,0.00013689792691688198,-1
Bptf,Thoc1,0.0001381636719966208,-1
Stat3,1700029F09Rik,0.00013894831447350037,-1
Stat3,Dtymk,0.00014097507475329378,-1
Lass2,Lbp,0.00014169926546724325,1
Ldb1,Mdh1,0.00014262046797339052,-1
Hes6,1300018J18Rik,0.00014299224217142903,-1
Rbmx,Fen1,0.0001441559092842555,-1
Tmf1,Strbp,0.00014584194193074438,1
Bptf,Ythdc1,0.00014968233160215152,-1
Tcea3,Ces1f,0.00015027445315514567,-1
Srebf2,Ltbr,0.00015925251327656887,-1
Gata6,Plac8,0.0001604844838717498,-1
Med1,Rnmt,0.00016084077671299368,-1
Rbbp5,Mak16,0.0001608836367898098,-1
Cebpa,Vbp1,0.00016647183808117405,1
Zzz3,Actl6a,0.00016900300530739226,1
Stat5b,Dcaf8,0.00017444521498178692,1
Pus1,Polr1b,0.00017497968308879554,1
Foxa2,Baiap2l1,0.00017550472106231242,-1
Irf5,Cp,0.00017687872506250805,1
Ldb1,Pgk1,0.00018292105141833222,-1
Epas1,Ptprb,0.00018645398275005852,-1
Cic,Samd4b,0.0001881776017909183,-1
Trim33,Map2k3,0.0001888076175205379,1
Zfp593,Rnf220,0.00018964023964829647,1
Creb1,Sumo1,0.00018986123577375796,-1
Trim33,Sumo1,0.0001928376314307877,-1
Sp1,Prpf38b,0.0001930458196319255,-1
Ncor2,Ndufa9,0.00019656473053348506,1
Zfp292,Luc7l3,0.00019759655736339567,-1
Cdc5l,Nat6,0.00019809090065014105,1
Nolc1,2310008H09Rik,0.00019986175867500223,1
Nkrf,Srm,0.00020602958140978847,-1
Epas1,Cldn5,0.00020685008899760945,-1
Klf2,Cdh5,0.00020724034995614284,-1
Med6,Hat1,0.00021090223507811486,-1
Bclaf1,Dek,0.00021158102335336015,1
Sox18,Bcam,0.00021183363498003928,-1
Rbmx,Tcerg1,0.00021402724681463082,-1
Pa2g4,Dctpp1,0.0002155953666670195,-1
Tfdp1,Ncapd3,0.00021583161026995245,1
Nfkb1,Gstm5,0.00021608687654760129,1
Trim33,Thoc1,0.00021653484781947985,-1
Thoc1,Trim33,0.00021653484781947985,-1
Rbck1,Fzr1,0.0002170546676504142,-1
Tmpo,Nop58,0.0002184196404922076,1
Irf5,Pon1,0.00021931997280827224,1
Rbmx,Topbp1,0.00022230043301651835,-1
Tada2a,Ikbkap,0.00022452239841515032,-1
Nono,Hnrnpm,0.0002345061935383671,-1
Mbd3,Pin1,0.00023626910396631857,-1
Maf1,Etnk2,0.000237631974327966,-1
Irf5,F7,0.00024019120658397777,1
Bcl6,Cd302,0.00024522552738308594,-1
Kdm5a,Smc6,0.00024928127150492923,-1
Tfam,Prmt3,0.0002504041439971164,-1
Nkrf,Exosc1,0.0002528411478960067,-1
Nr1i2,Akr1c12,0.0002630006764588499,-1
Creb1,Gstm5,0.000268010113734068,-1
Irf5,Rtp3,0.0002743702481889956,1
Zzz3,Rrs1,0.00027445172234991295,1
Ncor2,Sdhd,0.0002752421693144968,-1
Mbd3,Med27,0.0002794578797937918,-1
Lass2,Lrg1,0.000280725317912182,1
Thoc1,Gtpbp4,0.00028427307366094413,1
Mafk,Tpra1,0.00028881020589969207,-1
Zbtb16,Fzd4,0.00029336489816507433,-1
Creb1,Smndc1,0.0003046328853406451,-1
Rbmx,Cnot6,0.0003087108828917294,-1
Smarca5,Oplah,0.00031259990952957025,1
Pus1,Grwd1,0.00031920267820558277,1
Gabpb2,Sp1,0.00032179613816105503,-1
Sp1,Gabpb2,0.000321796138161061,-1
Zzz3,Upf3b,0.00032398494102218496,-1
Stat3,Mad2l1,0.00032832538305563276,-1
Kdm5a,Luc7l3,0.00033329397307809854,-1
Zfp593,Noc3l,0.000333526059079257,-1
Klf2,Gja4,0.00033862853729560086,-1
Gatad1,Mtap,0.000344728733883069,-1
Zfp292,Ythdc1,0.00034769766565770225,-1
Dnajc2,Noc4l,0.0003486174204284468,1
Cebpb,Cmas,0.00034888785339628336,1
Rtf1,Fkbp8,0.00035088719446171683,1
Terf2ip,Gpaa1,0.0003525880933825094,-1
Ctcf,G3bp2,0.0003621258884887752,-1
Rbbp5,Sumo2,0.0003645806037540201,-1
Hinfp,Pold3,0.00036458499222945034,-1
Irf5,Hp,0.00036568260969957055,1
Rbbp5,Elp2,0.00036668292867042193,-1
Ddx58,Epha2,0.00037312535057322526,-1
Zfp36,Psmd12,0.00037431606223116843,-1
Mlx,Plxnb1,0.0003791330754024358,-1
Thoc1,Nbn,0.0003858299845441242,1
Pus1,Wdr74,0.00039758840018913513,1
Zfp593,Ddx21,0.00039785725130417305,-1
Nr0b2,Rgn,0.00039885990064444064,-1
Chd4,Thoc2,0.00040165532300631636,-1
Zfp367,Rpap2,0.000403088416813732,-1
Sfpq,Utp15,0.00040517281554248253,1
Lass2,Itih4,0.00040572615554054813,1
Atxn1l,Smcr7l,0.0004209147379873134,1
Smarce1,Nup62,0.00042220872408907275,-1
Mef2d,Gsk3a,0.00042286266923239094,-1
Trim33,Mkl1,0.00042454535325918544,1
Smarce1,D19Bwg1357e,0.00043626314283946914,-1
Nr2f2,Il6st,0.0004374456493245161,-1
Atf6b,Mlf2,0.0004443580258478718,-1
Taf5,Nek2,0.00044651206947047043,1
Ptges2,Golt1a,0.0004538293211577706,1
Stat1,Dhx58,0.0004577044580631619,-1
Rbmx,Npm1,0.00045814296988673395,-1
Stat3,Wdr36,0.00045976185897750956,-1
Irf5,Tnfrsf1b,0.00046370234038989083,1
Zzz3,Etaa1,0.00046393242526761985,1
Rbmx,Dis3,0.0004783521062148065,-1
Gtf2b,Dcxr,0.00048005173805867635,1
Ldb1,Ddx39,0.00048164130326625536,1
Nr1i3,Mbl2,0.00048283861939471887,-1
Lass2,Rin3,0.0004906119319115032,1
Maf1,Masp1,0.0004929881937639951,-1
Sox18,Egfl7,0.0004930763742710503,-1
Foxa3,Slc39a4,0.0004992758946087256,-1
Srebf2,Map3k11,0.0005096112576578233,-1
Taf13,Tnpo2,0.0005096453240684664,-1
Tcea3,Pdk4,0.0005177064655919508,-1
Hmgb2,Mcrs1,0.0005177436622959986,-1
Rbck1,Skiv2l,0.0005233369538017034,1
Tcea3,AI464131,0.0005308837236624572,-1
Smarce1,Nup85,0.0005371090768911967,-1
Rbmx,Mtf2,0.0005440466832132935,-1
Bptf,Ankrd10,0.0005522669703704465,-1
Irf5,Rin3,0.0005606190263721612,1
Irf5,Hc,0.0005627701263760879,1
Ptges2,Pdhb,0.0005654922537991758,-1
Hnrnpd,Eif1ax,0.0005669837193199739,1
Stat3,Rpa2,0.0005790929677267385,-1
Safb,Arfgef2,0.0005803046871101046,-1
Pbrm1,Zzz3,0.0005906399305558706,-1
E2f8,Lmnb2,0.0005910367545009493,1
Irf5,C4b,0.0005921918243742686,1
Aebp2,Kin,0.0005924450472700514,-1
Rbl2,Kctd3,0.0005956390268749665,1
Sp1,Kdm6a,0.0005994582458226459,-1
Rbbp5,Ilf3,0.0006142760858140538,-1
Irf6,Sel1l3,0.0006177397637739157,-1
Zbtb42,Trub1,0.0006202605615779876,-1
Mafk,Nup43,0.0006222366263011871,-1
Rbmx,Mad2l1,0.0006276519178500063,-1
Pa2g4,Timm8a1,0.0006297474203324678,1
Mybbp1a,Prpf8,0.0006410251876226461,-1
Kdm5a,Rif1,0.0006446442538805081,-1
Pbrm1,Luc7l3,0.0006513651354912903,-1
Clock,Lrba,0.0006586156231351738,-1
Prox1,Serpina10,0.0006692126921709108,-1
Rbbp5,Apex1,0.0006736990687264275,-1
Apex1,Rbbp5,0.0006736990687264381,-1
Irf5,Ly6e,0.0006739528916718051,1
Clock,Tbc1d8b,0.0006786217483941605,1
Zbtb16,H6pd,0.0006846465277585176,1
Zzz3,Chchd10,0.0006912434706459904,-1
Zfp593,Wdr43,0.0006975883564716896,-1
Esr1,Mmp19,0.0007001605021250331,-1
Rybp,Sepx1,0.0007187986628905213,1
Taf5,Gm2a,0.0007329577531080347,1
Thoc1,Llph,0.0007560114882206794,-1
Tmpo,Smpd4,0.0007610939906607872,-1
Mynn,Paxip1,0.0007632448158915846,1
Ldb1,Mlf2,0.0007656549090603128,-1
Edf1,Hmgn1,0.000770249879624406,-1
Zfml,AA987161,0.0007707742304882029,-1
Thoc1,Slc7a6os,0.0007823339828756338,-1
Edf1,Cib1,0.0007829568625849249,1
Rora,Acadsb,0.0007904764704817199,-1
Dnajc2,Mtdh,0.0008001585914797565,1
Taf5,Herpud1,0.0008015878577855029,1
Bhlhe40,Gss,0.0008043144011352655,1
Zfp592,0610030E20Rik,0.0008099284145390548,-1
Mga,Bclaf1,0.0008249373176935409,-1
Bclaf1,Mga,0.0008249373176935729,-1
Rbbp5,BC018507,0.0008292375479447571,-1
Thoc1,Snrnp48,0.0008319776551614219,-1
App,Grhpr,0.0008338804047389833,1
Zfx,Smek2,0.0008443920585581965,-1
Tcf3,Fance,0.00085277112751314,-1
Irf9,Ly6e,0.000854126548427887,-1
Irf5,Gpr146,0.0008555347864388923,1
Clock,Arhgap12,0.0008625570721593673,-1
Crebbp,Ppig,0.0008659148800903915,-1
Zzz3,Tex10,0.0009120408532508114,1
Thap7,Med29,0.0009238615774405721,-1
Lass2,Atp7b,0.0009263413241264645,1
Dnajc2,Txnl1,0.0009277186728273504,-1
Zfml,Zfp597,0.0009348491693201277,-1
Zbtb16,Fxyd1,0.0009385847287665094,-1
Rbbp5,Tsn,0.0009412226110835454,-1
Rbmx,Uba2,0.0009574647291000032,-1
Nfib,Arhgef26,0.0009818912297851288,-1
Stat3,Rfc4,0.0010046715540673243,-1
Nr0b2,Colec11,0.0010092159855407878,-1
Tcf21,Cd97,0.0010185922089732452,-1
Irf5,C3,0.0010238568814553359,1
C1d,Jup,0.001033171652064806,-1
Wbp7,Pcnxl3,0.001033523572711522,-1
Nfe2l2,1700019G17Rik,0.0010356222614297376,1
Zzz3,Topbp1,0.0010463413679998694,1
Nr0b2,Serpina11,0.001048067568130677,-1
Rbmx,Xpo1,0.0010643991130871381,-1
Rbmx,Mcm4,0.0010662879367025829,-1
Tcf12,L3mbtl3,0.0010699272117140983,-1
Atf2,Ubr3,0.0010723955899687898,-1
Mysm1,Ythdc1,0.0010769172228001463,-1
Dnmt1,Acp2,0.0010885031179681055,1
Gabpb2,Riok1,0.00109014372185245,-1
Ldb1,Acin1,0.0011086415178916665,-1
Maf1,Itih3,0.0011105894478849827,-1
Hnrpdl,Med20,0.0011300893968644711,-1
Zbtb16,D10Jhu81e,0.0011365907844875119,-1
Tcf7l2,Ppp1r1b,0.0011429846343976187,-1
Rtf1,L3mbtl3,0.0011436365349261897,1
Thoc1,Tra2b,0.0011612474847734863,-1
Arnt,Elp3,0.0011859848950491797,-1
Irf5,Apoe,0.0011963044961306297,1
Sp1,Pds5a,0.001199707748650105,-1
Stat3,Nudcd2,0.0012406994561664953,-1
Zfp800,Rif1,0.00124347011545718,-1
Cenpb,Spop,0.0012451031159630024,1
Bdp1,Eed,0.0012539862558801835,-1
Tcea3,Klf15,0.0012547483389177116,-1
Mll2,Gsk3a,0.0013037440357376226,1
Ppara,Fahd1,0.0013100769160269913,-1
Pml,Gstm5,0.0013179116558776106,-1
Hnrpdl,Iws1,0.0013380074533014285,1
Irf5,Cfh,0.0013426053928096888,1
Ncoa3,Plekhm1,0.0013472406782799537,-1
Thoc1,Ddx52,0.001351199466828118,-1
Clock,Hook1,0.0013528665647741132,-1
Irf5,Hsd11b1,0.0013546323168319775,1
Mecp2,Rab14,0.0013639484339320268,-1
Stat1,Ly6e,0.0013691566818804645,-1
Prdx5,Nacc2,0.0013798818401726252,-1
Smarca5,Nat6,0.0014093858316390707,1
Ddx20,Taf5,0.0014097691884996687,1
Ptges2,Endog,0.001412934794967425,-1
Stat3,Rfc5,0.001440127656973155,-1
E2f8,Nudt1,0.0014433609755696941,1
Prox1,Rapgef4,0.0014511659612270376,-1
Rbbp5,Cacybp,0.0014537069744671738,-1
Nr2c1,Pex19,0.0014684506560629239,1
Atf6b,Nosip,0.001485721198289953,-1
Smarcal1,Zfp12,0.001485781834602442,-1
Stat3,Rpa3,0.0014896867333628499,-1
Zzz3,Snrnp40,0.00149014001609256,1
Zbtb16,Plin5,0.0014957655989569678,-1
Ptges2,Ndufa10,0.0015040606982967134,-1
Rbbp8,S1pr1,0.0015181342833361514,1
Ldb1,Spop,0.0015184259361746635,1
Phb,Timm8a1,0.0015342227964994428,-1
Dnajc2,Ddx39,0.0015349808571213318,1
Maf1,Slc6a12,0.0015385808648163855,-1
Irf5,Aox3,0.0015431948478537222,1
Rbmx,Nup107,0.0015656355932013328,-1
Hnrnpd,Nkrf,0.0015881828635612798,-1
Cebpb,Errfi1,0.0016016222503624023,1
Rbbp5,Nup107,0.0016041344246580012,-1
Zbtb16,Hfe2,0.0016046332297869538,-1
Zfp148,2410127L17Rik,0.001613883331590188,1
E2f3,Ints5,0.001615587885646237,-1
Gabpa,Ddx52,0.001634183568634224,-1
Ptges2,Idh3a,0.0016392496162970995,-1
Fubp1,Prpf38b,0.001639577632414647,-1
