training_node.csvsource,target,Input
Cebpg,Cerk,High
Cebpg,Dusp6,High
Cebpg,G6Pc2,High
Cebpg,Ppard,High
Cebpg,Sh2B3,High
Cebpg,Sobp,High
Cebpg,Exoc3L2,High
Cebpg,Klf10,High
Cebpg,Rfk,High
Cebpg,Tbx4,High
Cebpg,Tmem70,High
Cebpg,Actg1,High
Cebpg,Arid3A,High
Cebpg,Gse1,High
Cebpg,Gtf2Ird1,High
Cebpg,Hyou1,High
Cebpg,Lonrf3,High
Cebpg,Mapk6,High
Cebpg,Msl1,High
Cebpg,Pcgf1,High
Cebpg,Prkce,High
Cebpg,Rheb,High
Cebpg,Tns3,High
Cebpg,Wnt11,High
Cebpg,Zfand6,High
Cebpg,Zmiz1,High
Cebpg,Ajuba,High
Cebpg,Atf5,High
Cebpg,Cbx4,High
Cebpg,Desi1,High
Cebpg,Eif4Ebp1,High
Cebpg,Fance,High
Cebpg,Fsd1L,High
Cebpg,Grpel2,High
Cebpg,Inhbe,High
Cebpg,Ints6,High
Cebpg,Mir4300Hg,High
Cebpg,Nbpf1,High
Cebpg,Npas2,High
Cebpg,Pxk,High
Cebpg,Slc12A8,High
Cebpg,Slc17A2,High
Cebpg,Slc6A9,High
Cebpg,Tmem263,High
Cebpg,Trib3,High
Cebpg,Xpot,High
Cebpg,Fbxo25,High
Cebpg,Nup62,High
Cebpg,Tectb,High
Cers4,Fam117A,High
Cers4,Fam83D,High
Cers4,Klhl13,High
Cers4,Nfatc2,High
Cers4,Tspan8,High
Cers4,Elovl2,High
Cers4,Shroom2,High
Cers4,Tspan33,High
Cers6,Ahcyl1,High
Cers6,Asap2,High
Cers6,Ccpg1,High
Cers6,Cnot1,High
Cers6,Ctsb,High
Cers6,Farp1,High
Cers6,Hdlbp,High
Cers6,Kif1B,High
Cers6,Lamc1,High
Cers6,Mro,High
Cers6,Mrpl44,High
Cers6,Myl12A,High
Cers6,Osbpl1A,High
Cers6,Usp34,High
Chd1,Ahctf1,High
Chd1,Cdc37L1,High
Chd1,Ivns1Abp,High
Chd1,Jade1,High
Chd1,Nkrf,High
Chd1,Rcor1,High
Cic,Ablim3,High
Cic,Ccdc120,High
Cic,Csk,High
Cic,Fndc4,High
Clock,Acp5,High
Clock,Adar,High
Clock,Akap11,High
Clock,Alg3,High
Clock,Anapc13,High
Clock,Ap1S2,High
Clock,Apc,High
Clock,Arfgef2,High
Clock,Armcx3,High
Clock,Armcx6,High
Clock,Armt1,High
Clock,Asxl2,High
Clock,Atf6B,High
Clock,Atf7,High
Clock,Atg3,High
Clock,Atic,High
Clock,Atl2,High
Clock,Atp6V0D1,High
Clock,Atp6V0E1,High
Clock,Atp6V1A,High
Clock,Atp7A,High
Clock,Atxn1L,High
Clock,Baz1B,High
Clock,Bcar3,High
Clock,Bptf,High
Clock,Btbd7,High
Clock,C1Orf43,High
Clock,Calr,High
Clock,Capn7,High
Clock,Cbx5,High
Clock,Cbx6,High
Clock,Ccdc126,High
Clock,Cd164,High
Clock,Cdk6,High
Clock,Cep63,High
Clock,Ciart,High
Clock,Clcn4,High
Clock,Cln3,High
Clock,Cltc,High
Clock,Cnot4,High
Clock,Coa7,High
Clock,Commd8,High
Clock,Commd9,High
Clock,Cops7A,High
Clock,Copz1,High
Clock,Dact3-As1,High
Clock,Dctn4,High
Clock,Ddx18,High
Clock,Dffa,High
Clock,Dnajb9,High
Clock,Dnajc13,High
Clock,Dnajc16,High
Clock,Dnajc8,High
Clock,Dnmt3A,High
Clock,Dolk,High
Clock,Dpagt1,High
Clock,Eef2K,High
Clock,Eif3A,High
Clock,Eif4G1,High
Clock,Elovl5,High
Clock,Emc2,High
Clock,Erp29,High
Clock,Fahd1,High
Clock,Fam118B,High
Clock,Fbxo10,High
Clock,Fndc3A,High
Clock,Fnip2,High
Clock,Foxred2,High
Clock,Fubp3,High
Clock,Gigyf2,High
Clock,Glyr1,High
Clock,Gmppa,High
Clock,Gns,High
Clock,Golim4,High
Clock,Gpr146,High
Clock,Grn,High
Clock,Gtf2A1,High
Clock,Hbp1,High
Clock,Hcfc2,High
Clock,Hdlbp,High
Clock,Hoxa2,High
Clock,Hoxb7,High
Clock,Hps3,High
Clock,Hsp90B1,High
Clock,Igf2R,High
Clock,Ilvbl,High
Clock,Ints6,High
Clock,Ipo7,High
Clock,Itga6,High
Clock,Kcnab1,High
Clock,Kdm6A,High
Clock,Klf11,High
Clock,Klhl12,High
Clock,Knop1,High
Clock,Lamp1,High
Clock,Laptm4A,High
Clock,Lcorl,High
Clock,Lin52,High
Clock,Lin54,High
Clock,Lmo4,High
Clock,Lmtk2,High
Clock,Lonrf3,High
Clock,Lrpprc,High
Clock,M6Pr,High
Clock,Map7D2,High
Clock,Mapk1,High
Clock,Marveld2,High
Clock,Mcoln1,High
Clock,Megf9,High
Clock,Mfsd4B,High
Clock,Mfsd5,High
Clock,Mitd1,High
Clock,Mlx,High
Clock,Mospd2,High
Clock,Mrpl49,High
Clock,Mtdh,High
Clock,Naa50,High
Clock,Neu1,High
Clock,Nfatc3,High
Clock,Oprl1,High
Clock,Orai1,High
Clock,Osbpl1A,High
Clock,Otub2,High
Clock,Pdcd6Ip,High
Clock,Pdia4,High
Clock,Per2,High
Clock,Phf20L1,High
Clock,Pi4Ka,High
Clock,Pip4K2C,High
Clock,Plbd2,High
Clock,Prdx6,High
Clock,Pura,High
Clock,Rab29,High
Clock,Rab3Gap2,High
Clock,Rab7A,High
Clock,Rad50,High
Clock,Rbbp4,High
Clock,Rchy1,High
Clock,Reln,High
Clock,Rfesd,High
Clock,Rgl1,High
Clock,Rpa1,High
Clock,Rspry1,High
Clock,Rufy1,High
Clock,Scarb2,High
Clock,Scfd2,High
Clock,Sde2,High
Clock,Sdhc,High
Clock,Sec23Ip,High
Clock,Sec24A,High
Clock,Sec24D,High
Clock,Set,High
Clock,Sgo1,High
Clock,Slc25A33,High
Clock,Slc2A13,High
Clock,Slc31A2,High
Clock,Slc33A1,High
Clock,Slc35A5,High
Clock,Slc38A9,High
Clock,Slc43A1,High
Clock,Slc4A2,High
Clock,Smad2,High
Clock,Smg6,High
Clock,Snap29,High
Clock,Snx2,High
Clock,Spty2D1,High
Clock,Srpk2,High
Clock,Stk26,High
Clock,Stt3A,High
Clock,Stt3B,High
Clock,Sumf1,High
Clock,Sumo3,High
Clock,Swap70,High
Clock,Syncrip,High
Clock,Tbcel,High
Clock,Tceal1,High
Clock,Tceal8,High
Clock,Tfdp1,High
Clock,Tgfbrap1,High
Clock,Timm8A,High
Clock,Tmed10,High
Clock,Tmem126B,High
Clock,Tmem131,High
Clock,Tpp1,High
Clock,Trappc8,High
Clock,Ttc3,High
Clock,Ube4B,High
Clock,Ubr5,High
Clock,Usp28,High
Clock,Usp31,High
Clock,Usp32,High
Clock,Utp20,High
Clock,Vps26A,High
Clock,Vps33A,High
Clock,Wdr81,High
Clock,Zbtb11,High
Clock,Znf318,High
Creb3,Armcx3,High
Creb3,C11Orf86,High
Creb3,Chpf,High
Creb3,E2F3,High
Creb3,Golt1B,High
Creb3,Hmgb3,High
Creb3,Hspa4L,High
Creb3,Isg20,High
Creb3,Lpcat1,High
Creb3,Med9,High
Creb3,Morf4L2,High
Creb3,Mydgf,High
Creb3,Rheb,High
Creb3,Sec16A,High
Creb3,Spryd3,High
Creb3,Tmem214,High
Creb3,Tmem263,High
Creb3,Akirin1,High
Creb3,Apoa4,High
Creb3,Arfip2,High
Creb3,Calu,High
Creb3,Cgref1,High
Creb3,Cope,High
Creb3,Ero1A,High
Creb3,Fam50A,High
Creb3,Gk,High
Creb3,Lrrc8A,High
Creb3,Nrbf2,High
Creb3,Prnp,High
Creb3,Ptpn23,High
Creb3,Sec24D,High
Creb3,Stx4,High
Creb3,Tmed9,High
Creb3,Uba6,High
Creb3,Acbd3,High
Creb3,Aen,High
Creb3,Arf4,High
Creb3,Fam3C,High
Creb3,Znhit2,High
Creb3,Ak1,High
Creb3,Atf5,High
Creb3,Camsap2,High
Creb3,Cidec,High
Creb3,Cyth2,High
Creb3,Fam174B,High
Creb3,Plekha1,High
Creb3,Pusl1,High
Creb3,Pxdc1,High
Creb3,Rfc2,High
Creb3,Rhod,High
Creb3,Srm,High
Creb3,Tmem184B,High
Creb3,Txnl4A,High
Creb3,Ubxn10,High
Creb3,Arfgap3,High
Creb3,Cdc42Ep1,High
Creb3,Nup62,High
Creb3,Ston2,High
Creb3,Arhgef16,High
Creb3,Ca13,High
Creb3,Ccno,High
Creb3,Rpf2,High
Creb3,Ece2,High
Creb3,Mettl1,High
Creb3,Cib1,High
Creb3,Cltb,High
Creb3,Fam177A1,High
Creb3,Ngly1,High
Creb3,Preb,High
Creb3,Pwwp2B,High
Creb3,Ywhah,High
Creb3,Desi1,High
Creb3,Slc37A3,High
Creb3,B4Galt3,High
Creb3,Chsy1,High
Creb3,Csgalnact2,High
Creb3,Gmppa,High
Creb3,Itga5,High
Creb3,Rnps1,High
Creb3,Sdf2L1,High
Creb3,Slc38A1,High
Creb3,Tagln2,High
Creb3,Ttyh3,High
Creb3,Anxa5,High
Creb3,Arl4A,High
Creb3,Bag3,High
Creb3,Cant1,High
Creb3,Cd24,High
Creb3,Cdkn1A,High
Creb3,Copb1,High
Creb3,Copb2,High
Creb3,Dhdds,High
Creb3,Dlgap4,High
Creb3,Fkbp11,High
Creb3,Homer1,High
Creb3,Ints6,High
Creb3,Lrrfip1,High
Creb3,Mnt,High
Creb3,Nufip2,High
Creb3,Osbp,High
Creb3,P3H1,High
Creb3,Psmg3,High
Creb3,Ptma,High
Creb3,Ptp4A2,High
Creb3,Rrbp1,High
Creb3,Sbno2,High
Creb3,Scfd1,High
Creb3,Sec23A,High
Creb3,Slc25A39,High
Creb3,Ssr1,High
Creb3,Ssr3,High
Creb3,Timm10B,High
Creb3,Tm9Sf3,High
Creb3,Txlna,High
Creb3,Ube2J1,High
Creb3,Ythdf1,High
Creb3,Dtx2,High
Creb3,Fkbp14,High
Creb3,Gemin8,High
Creb3,Prr7,High
Creb3,Prrc1,High
Creb3,Trmt61A,High
Creb3,Wfs1,High
Creb3,Zbtb21,High
Creb3,Cdk16,High
Creb3,Myo1E,High
Creb3,Nfkbib,High
Creb3,Rangap1,High
Creb3,Serinc2,High
Creb3,Axin1,High
Creb3,B3Gnt5,High
Creb3,Kxd1,High
Creb3,Myrf,High
Creb3,Npc1,High
Creb3,Ppp2R5E,High
Creb3,Slc39A1,High
Creb3,Spata2,High
Creb3,Trim69,High
Creb3,Znf672,High
Creb3,Acot9,High
Creb3,Aldh18A1,High
Creb3,Amd1,High
Creb3,Apln,High
Creb3,Arfgef3,High
Creb3,Arhgap39,High
Creb3,Arl1,High
Creb3,Arl13B,High
Creb3,Atad3A,High
Creb3,Atg13,High
Creb3,Atl3,High
Creb3,Atp1A1,High
Creb3,Atp6V1G1,High
Creb3,B3Galt6,High
Creb3,Batf,High
Creb3,Bcl2L1,High
Creb3,Bcl6,High
Creb3,Bcl7B,High
Creb3,Bex2,High
Creb3,Bnip3L,High
Creb3,Bod1,High
Creb3,C1Orf198,High
Creb3,Casp4,High
Creb3,Ccdc149,High
Creb3,Ccdc86,High
Creb3,Cd2Bp2,High
Creb3,Cdipt,High
Creb3,Cdv3,High
Creb3,Chmp7,High
Creb3,Cic,High
Creb3,Cisd2,High
Creb3,Clptm1L,High
Creb3,Cog3,High
Creb3,Commd8,High
Creb3,Copg1,High
Creb3,Csnk1D,High
Creb3,Csrp2,High
Creb3,Cstb,High
Creb3,Dcun1D5,High
Creb3,Ddx49,High
Creb3,Dennd5A,High
Creb3,Derl3,High
Creb3,Dguok,High
Creb3,Dnajb11,High
Creb3,Dohh,High
Creb3,Dusp23,High
Creb3,Dysf,High
Creb3,Edem1,High
Creb3,Eef1E1,High
Creb3,Eif2Ak3,High
Creb3,Eif4A1,High
Creb3,Emd,High
Creb3,Erlin1,High
Creb3,Etf1,High
Creb3,Etv6,High
Creb3,Ezh2,High
Creb3,F2Rl1,High
Creb3,Fam53C,High
Creb3,Fkbp2,High
Creb3,Flot1,High
Creb3,Fndc4,High
Creb3,Fosl1,High
Creb3,Frmd6,High
Creb3,Fundc2,High
Creb3,Furin,High
Creb3,Fyttd1,High
Creb3,Gar1,High
Creb3,Gfpt1,High
Creb3,Gls,High
Creb3,Gnb2,High
Creb3,Gnl2,High
Creb3,Gnpda1,High
Creb3,Gosr2,High
Creb3,Gpat3,High
Creb3,Gpi,High
Creb3,Gps2,High
Creb3,Gpx1,High
Creb3,Gsdmd,High
Creb3,Gsk3A,High
Creb3,Gtpbp2,High
Creb3,Guk1,High
Creb3,Habp4,High
Creb3,Hilpda,High
Creb3,Hm13,High
Creb3,Hmga1,High
Creb3,Hsp90Ab1,High
Creb3,Hspd1,High
Creb3,Ier3Ip1,High
Creb3,Ier5L,High
Creb3,Ipo7,High
Creb3,Josd1,High
Creb3,Lonp1,High
Creb3,Lysmd2,High
Creb3,Mafg,High
Creb3,Map3K9,High
Creb3,Megf10,High
Creb3,Mfhas1,High
Creb3,Mien1,High
Creb3,Mpv17L2,High
Creb3,Mrpl52,High
Creb3,Msi2,High
Creb3,Mtdh,High
Creb3,Mtrf1L,High
Creb3,Mxd3,High
Creb3,Myt1,High
Creb3,Naa15,High
Creb3,Narf,High
Creb3,Nfkb1,High
Creb3,Nme1,High
Creb3,Nptx2,High
Creb3,Ntmt1,High
Creb3,Oaz1,High
Creb3,Odc1,High
Creb3,Odf2,High
Creb3,Ostc,High
Creb3,Pak1Ip1,High
Creb3,Pgk1,High
Creb3,Pgm3,High
Creb3,Phf21A,High
Creb3,Pinx1,High
Creb3,Pitpnm1,High
Creb3,Plod3,High
Creb3,Pls3,High
Creb3,Ppa1,High
Creb3,Ppp2Ca,High
Creb3,Ppp2R2A,High
Creb3,Prkar1A,High
Creb3,Prmt1,High
Creb3,Ptbp1,High
Creb3,Ptrh2,High
Creb3,Pvt1,High
Creb3,Rab27A,High
Creb3,Rab3B,High
Creb3,Rab5A,High
Creb3,Rabac1,High
Creb3,Ranbp2,High
Creb3,Rcc2,High
Creb3,Relb,High
Creb3,Relt,High
Creb3,Rhbdf2,High
Creb3,Rit1,High
Creb3,Rnf19B,High
Creb3,Rnmt,High
Creb3,Rpl22L1,High
Creb3,Rpsa,High
Creb3,Scamp3,High
Creb3,Sco2,High
Creb3,Sec23B,High
Creb3,Sec61B,High
Creb3,Sec61G,High
Creb3,Slc10A3,High
Creb3,Slc16A3,High
Creb3,Slc30A7,High
Creb3,Smim12,High
Creb3,Smyd2,High
Creb3,Snip1,High
Creb3,Snu13,High
Creb3,Sptbn1,High
Creb3,Ssu72,High
Creb3,Stc2,High
Creb3,Surf4,High
Creb3,Tbc1D22B,High
Creb3,Tdg,High
Creb3,Tfpt,High
Creb3,Tiprl,High
Creb3,Tmem241,High
Creb3,Tmem258,High
Creb3,Tmem39A,High
Creb3,Tmf1,High
Creb3,Tomm40,High
Creb3,Tpd52,High
Creb3,Tpst1,High
Creb3,Trappc6A,High
Creb3,Trib3,High
Creb3,Trim28,High
Creb3,Txndc11,High
Creb3,Ube2G2,High
Creb3,Ube2Q1,High
Creb3,Ube2S,High
Creb3,Ufm1,High
Creb3,Utp6,High
Creb3,Wbp2,High
Creb3,Xpnpep1,High
Creb3,Yipf3,High
Creb3,Zbtb8A,High
Creb3,Zdhhc5,High
Creb3,Zdhhc9,High
Creb3,Znf410,High
Creb3,Znf576,High
Creb3,Atp9A,High
Creb3,Pdgfa,High
Creb3,Sys1,High
Creb3,Aacs,High
Creb3,Actg1,High
Creb3,Ago2,High
Creb3,Agtrap,High
Creb3,Akt1S1,High
Creb3,Ap3D1,High
Creb3,Arl5B,High
Creb3,B9D2,High
Creb3,Bhlha15,High
Creb3,Bpifb2,High
Creb3,Brms1L,High
Creb3,Cadps2,High
Creb3,Ccdc107,High
Creb3,Cct8,High
Creb3,Cdkn2D,High
Creb3,Cdr2,High
Creb3,Cep135,High
Creb3,Chmp2B,High
Creb3,Cndp2,High
Creb3,Cyp1A1,High
Creb3,Dhx37,High
Creb3,Dnajb9,High
Creb3,Dph2,High
Creb3,Dtna,High
Creb3,Efna1,High
Creb3,Eif4Ebp1,High
Creb3,Elf3,High
Creb3,Eno1,High
Creb3,Exosc5,High
Creb3,Ezr,High
Creb3,Fam167A,High
Creb3,Fam210A,High
Creb3,Fat1,High
Creb3,Fhl2,High
Creb3,Frmd8,High
Creb3,Fzd3,High
Creb3,Hspbp1,High
Creb3,Ibtk,High
Creb3,Ica1,High
Creb3,Il4I1,High
Creb3,Impdh2,High
Creb3,Inhbe,High
Creb3,Kdelr3,High
Creb3,Kifc3,High
Creb3,Lamtor1,High
Creb3,Lexm,High
Creb3,Lpar3,High
Creb3,Manf,High
Creb3,Mapre1,High
Creb3,Mgll,High
Creb3,Mllt1,High
Creb3,Msto1,High
Creb3,Odf3B,High
Creb3,Pdrg1,High
Creb3,Pes1,High
Creb3,Pfkp,High
Creb3,Pi4K2A,High
Creb3,Pim3,High
Creb3,Pip4K2A,High
Creb3,Pitpnc1,High
Creb3,Plod2,High
Creb3,Pmm2,High
Creb3,Poglut1,High
Creb3,Pole4,High
Creb3,Pprc1,High
Creb3,Psmc4,High
Creb3,Ptpn1,High
Creb3,Pus1,High
Creb3,Rab20,High
Creb3,Rap1Gap,High
Creb3,Rcc1,High
Creb3,Rhpn2,High
Creb3,Rin1,High
Creb3,Rom1,High
Creb3,Rpia,High
Creb3,Rrp12,High
Creb3,Rtkn,High
Creb3,Sall1,High
Creb3,Sap30,High
Creb3,Serf2,High
Creb3,Setx,High
Creb3,Sh2B3,High
Creb3,Slc35F6,High
Creb3,Snx10,High
Creb3,Sox4,High
Creb3,Spsb1,High
Creb3,Surf6,High
Creb3,Tbc1D25,High
Creb3,Tbl2,High
Creb3,Tmem45A,High
Creb3,Tnfaip8,High
Creb3,Tomm34,High
Creb3,Top3A,High
Creb3,Traf4,High
Creb3,Trim11,High
Creb3,Tubb6,High
Creb3,Ube2D3,High
Creb3,Xpot,High
Creb3,Yif1A,High
Creb3,Atp1B3,High
Creb3,Bach2,High
Creb3,Crnde,High
Creb3,Ets2,High
Creb3,Fbxo34,High
Creb3,Gas2L3,High
Creb3,Mcl1,High
Creb3,Rce1,High
Creb3,Ripk4,High
Creb3,Sgms2,High
Creb3,Tcf7L2,High
Creb3,Trim8,High
Creb3,Ablim3,High
Creb3,Chrdl2,High
Creb3,Dazap1,High
Creb3,Fam83G,High
Creb3,Gipc1,High
Creb3,Gmfb,High
Creb3,Gnb1L,High
Creb3,Ier3,High
Creb3,Actl10,High
Creb3,Mtg2,High
Creb3,Sf3B5,High
Creb3,Agfg1,High
Creb3,Bdh1,High
Creb3,C15Orf39,High
Creb3,Ccdc120,High
Creb3,Csk,High
Creb3,Erlec1,High
Creb3,Gorasp2,High
Creb3,Leprotl1,High
Creb3,Nelfe,High
Creb3,Pgp,High
Creb3,Rer1,High
Creb3,Sirpa,High
Creb3,Zfand3,High
Creb3,Abhd16A,High
Creb3,Rab6B,High
Creb3,Tvp23B,High
Creb3,Arhgef5,High
Creb3,Bcl3,High
Creb3,Bloc1S6,High
Creb3,Calca,High
Creb3,Cbfb,High
Creb3,Ccdc178,High
Creb3,Cnot9,High
Creb3,Cops2,High
Creb3,Cyb561,High
Creb3,Dapk3,High
Creb3,Dgkk,High
Creb3,Dio3,High
Creb3,Dusp22,High
Creb3,Eif1,High
Creb3,Eif5,High
Creb3,Flrt3,High
Creb3,Golga2,High
Creb3,Golga2P10,High
Creb3,Gpx3,High
Creb3,Hsph1,High
Creb3,Iffo2,High
Creb3,Irf8,High
Creb3,Klf16,High
Creb3,Linc00269,High
Creb3,Loxl4,High
Creb3,Mapk1Ip1L,High
Creb3,Mapk4,High
Creb3,Mcu,High
Creb3,Mpz,High
Creb3,Muc13,High
Creb3,Pdxk,High
Creb3,Pitpna,High
Creb3,Ptpn2,High
Creb3,Ptpru,High
Creb3,Scara5,High
Creb3,Sh2D5,High
Creb3,Sh3Pxd2A,High
Creb3,Shisa5,High
Creb3,Stk19,High
Creb3,Stx11,High
Creb3,Taf13,High
Creb3,Tbc1D30,High
Creb3,Tesk1,High
Creb3,Tmbim1,High
Creb3,Tmem104,High
Creb3,Tmem151A,High
Creb3,Tnfaip1,High
Creb3,Tnip1,High
Creb3,Trabd,High
Creb3,Tvp23C,High
Creb3,Vopp1,High
Creb3,Wnt11,High
Creb3,Wtap,High
Creb3,Zbed4,High
Creb3,Znf165,High
Creb3,Znf787,High
Creb3,Gnai3,High
Creb3,Cxcl17,High
Creb3,Laptm4B,High
Creb3,Ppp2R5B,High
Creb3,Rab8B,High
Creb3,Slc6A8,High
Creb3,Ykt6,High
Creb3,Dhcr7,High
Creb3,Dpysl4,High
Creb3,Pfdn2,High
Creb3,Tead4,High
Creb3,Yipf6,High
Creb3,Zmat3,High
Creb3,Sipa1L2,High
Creb3,Hnrnpc,High
Creb3,Klhl29,High
Creb3,Snx9,High
Creb3,Aass,High
Creb3,Acsl3,High
Creb3,Adam9,High
Creb3,Adnp2,High
Creb3,Aftph,High
Creb3,Ankrd30Bp2,High
Creb3,Aptx,High
Creb3,Arg2,High
Creb3,Arid3A,High
Creb3,Asah1,High
Creb3,Ascc3,High
Creb3,Asphd1,High
Creb3,Atg101,High
Creb3,Atp11A,High
Creb3,Atp6V0C,High
Creb3,B3Glct,High
Creb3,Banp,High
Creb3,Brd2,High
Creb3,Btg1,High
Creb3,Cbx4,High
Creb3,Ccdc148,High
Creb3,Ccnh,High
Creb3,Cct4,High
Creb3,Cd2Ap,High
Creb3,Cdc37,High
Creb3,Cdc42Ep4,High
Creb3,Cebpd,High
Creb3,Chchd2,High
Creb3,Chd1,High
Creb3,Chmp1B,High
Creb3,Chuk,High
Creb3,Cldn7,High
Creb3,Coro2A,High
Creb3,Ctc1,High
Creb3,Cwc25,High
Creb3,Cxcl16,High
Creb3,Cxorf38,High
Creb3,Cyld,High
Creb3,Dap,High
Creb3,Dcaf12,High
Creb3,Dda1,High
Creb3,Dhrs1,High
Creb3,Dnaja2,High
Creb3,Dnajb2,High
Creb3,Dnajb5,High
Creb3,Dnajc10,High
Creb3,Dnttip1,High
Creb3,Elmod1,High
Creb3,Elovl5,High
Creb3,Ensa,High
Creb3,Epb41,High
Creb3,Etv3,High
Creb3,Exoc2,High
Creb3,Fam107B,High
Creb3,Fam222A,High
Creb3,Fam234A,High
Creb3,Fbxo33,High
Creb3,Gart,High
Creb3,Gba3,High
Creb3,Gja10,High
Creb3,Glyctk,High
Creb3,Gnl1,High
Creb3,Golga5,High
Creb3,Golgb1,High
Creb3,Got1,High
Creb3,Grk2,High
Creb3,Grpel1,High
Creb3,Gspt1,High
Creb3,Gtf2F1,High
Creb3,Gtf2F2,High
Creb3,Gtf2H1,High
Creb3,Has1,High
Creb3,Hcfc1,High
Creb3,Hdlbp,High
Creb3,Heca,High
Creb3,Hid1,High
Creb3,Hivep2,High
Creb3,Hlf,High
Creb3,Hmgn1,High
Creb3,Hnrnpu,High
Creb3,Hspa14,High
Creb3,Hspa9,High
Creb3,Hyou1,High
Creb3,Ift27,High
Creb3,Ift43,High
Creb3,Inf2,High
Creb3,Irf2Bpl,High
Creb3,Ivns1Abp,High
Creb3,Junb,High
Creb3,Kcnj3,High
Creb3,Kif5C,High
Creb3,Klf11,High
Creb3,Kndc1,High
Creb3,Ldha,High
Creb3,Lig3,High
Creb3,Linc01010,High
Creb3,Lrrn3,High
Creb3,Lsm2,High
Creb3,Lysmd3,High
Creb3,Mad2L2,High
Creb3,Magoh,High
Creb3,Map3K10,High
Creb3,Map3K8,High
Creb3,Mapk6,High
Creb3,Mbd3,High
Creb3,Mef2D,High
Creb3,Metrnl,High
Creb3,Mfn2,High
Creb3,Mlf2,High
Creb3,Mlxip,High
Creb3,Mpg,High
Creb3,Mrm3,High
Creb3,Mxd1,High
Creb3,Myl6,High
Creb3,Myo1C,High
Creb3,Naf1,High
Creb3,Nampt,High
Creb3,Nbl1,High
Creb3,Ndufb2-As1,High
Creb3,Nfil3,High
Creb3,Noc4L,High
Creb3,Nup98,High
Creb3,Ogdhl,High
Creb3,Otub2,High
Creb3,Oxsr1,High
Creb3,Pag1,High
Creb3,Pak2,High
Creb3,Palld,High
Creb3,Pard6A,High
Creb3,Pde4D,High
Creb3,Pdzd8,High
Creb3,Pgs1,High
Creb3,Pik3C2A,High
Creb3,Pkp3,High
Creb3,Plekha4,High
Creb3,Plekhg2,High
Creb3,Plk2,High
Creb3,Pnrc1,High
Creb3,Prkce,High
Creb3,Prph2,High
Creb3,Prrc2C,High
Creb3,Ptp4A1,High
Creb3,Rab2A,High
Creb3,Rabgef1,High
Creb3,Rap1B,High
Creb3,Rbm12,High
Creb3,Rbm3,High
Creb3,Rbm42,High
Creb3,Rbsn,High
Creb3,Rhpn1,High
Creb3,Ric8B,High
Creb3,Rmdn3,High
Creb3,Rnf7,High
Creb3,Rpl13,High
Creb3,Rplp2,High
Creb3,Rprd1A,High
Creb3,Saraf,High
Creb3,Scart1,High
Creb3,Scmh1,High
Creb3,Scyl1,High
Creb3,Sde2,High
Creb3,Sgk1,High
Creb3,Sh2B2,High
Creb3,Siva1,High
Creb3,Slc38A3,High
Creb3,Smad3,High
Creb3,Snd1,High
Creb3,Snx16,High
Creb3,Spag4,High
Creb3,Spry2,High
Creb3,Srpra,High
Creb3,Stat3,High
Creb3,Suv39H2,High
Creb3,Swi5,High
Creb3,Syn1,High
Creb3,Syncrip,High
Creb3,Syt7,High
Creb3,Tbc1D7,High
Creb3,Tigar,High
Creb3,Tle3,High
Creb3,Tmem167A,High
Creb3,Tmem167B,High
Creb3,Traf7,High
Creb3,Tsc22D2,High
Creb3,Ttc3,High
Creb3,Ttll7,High
Creb3,Ubald1,High
Creb3,Ubap1,High
Creb3,Usp11,High
Creb3,Utp15,High
Creb3,Vapb,High
Creb3,Vasn,High
Creb3,Xpr1,High
Creb3,Ythdc1,High
Creb3,Zdbf2,High
Creb3,Zfyve27,High
Creb3,Zhx2,High
Creb3,Zmiz1,High
Creb3,Zmiz1-As1,High
Creb3,Zmynd15,High
Creb3,Znf219,High
Creb3,Abcf1,High
Creb3,Alg2,High
Creb3,Alg3,High
Creb3,Anapc13,High
Creb3,Ankrd37,High
Creb3,Arcn1,High
Creb3,Atg3,High
Creb3,Atic,High
Creb3,Bach1,High
Creb3,Bax,High
Creb3,Bckdhb,High
Creb3,Bckdk,High
Creb3,Bcl10,High
Creb3,Bet1L,High
Creb3,Btbd10,High
Creb3,Btf3L4,High
Creb3,C19Orf47,High
Creb3,C3P1,High
Creb3,Camk2N2,High
Creb3,Ccdc59,High
Creb3,Ccdc71L,High
Creb3,Ccnd3,High
Creb3,Ccnt1,High
Creb3,Cd99L2,High
Creb3,Cdc27,High
Creb3,Cdk4,High
Creb3,Cdk7,High
Creb3,Cdkn2B,High
Creb3,Chpf2,High
Creb3,Cks2,High
Creb3,Cnn3,High
Creb3,Cops3,High
Creb3,Copz1,High
Creb3,Crb3,High
Creb3,Ctdnep1,High
Creb3,Ctr9,High
Creb3,Cwc22,High
Creb3,Dcaf4,High
Creb3,Dctpp1,High
Creb3,Dedd2,High
Creb3,Derl1,High
Creb3,Dhx32,High
Creb3,Dnajb12,High
Creb3,Dnajc3,High
Creb3,Dpagt1,High
Creb3,Dusp11,High
Creb3,Dyrk4,High
Creb3,Edem3,High
Creb3,Ehd1,High
Creb3,Eif4A3,High
Creb3,Eif4G1,High
Creb3,Ell,High
Creb3,Entpd6,High
Creb3,Eri3,High
Creb3,Esco1,High
Creb3,Exoc3L2,High
Creb3,Exoc3L4,High
Creb3,Fads3,High
Creb3,Fastk,High
Creb3,Fau,High
Creb3,Fnip1,High
