0,1,2
2622,Cspg5,Cspg5
2623,Cspp1,Cspp1
2624,Csrnp1,Csrnp1
2625,Csrnp2,Csrnp2
2626,Csrp1,Csrp1
2627,Csrp2,Csrp2
2628,Csrp3,Csrp3
2629,Cst1,Cst1
2630,Cst2,Cst2
2631,Cst3,Cst3
2632,Cst5,Cst5
2633,Cst6,Cst6
2634,Cst7,Cst7
2635,Cst8,Cst8
2636,Cst9,Cst9
2637,Csta,Csta
2638,Cstb,Cstb
2639,Cstf1,Cstf1
2640,Cstf2,Cstf2
2641,Cstf2T,Cstf2T
2642,Cstf3,Cstf3
2643,Ctbp1,Ctbp1
2644,Ctc-338M12.4,Ctc-338M12.4
2645,Ctc1,Ctc1
2646,Ctdnep1,Ctdnep1
2647,Ctdp1,Ctdp1
2648,Ctdsp1,Ctdsp1
2649,Ctdsp2,Ctdsp2
2650,Ctdspl2,Ctdspl2
2651,Ctf1,Ctf1
2652,Cth,Cth
2653,Cthrc1,Cthrc1
2654,Ctif,Ctif
2655,Ctla4,Ctla4
2656,Ctnna1,Ctnna1
2657,Ctnnal1,Ctnnal1
2658,Ctnnb1,Ctnnb1
2659,Ctnnd2,Ctnnd2
2660,Ctns,Ctns
2661,Ctps1,Ctps1
2662,Ctps2,Ctps2
2663,Ctr9,Ctr9
2664,Ctrb2,Ctrb2
2665,Ctrc,Ctrc
2666,Ctsa,Ctsa
2667,Ctsb,Ctsb
2668,Ctsc,Ctsc
2669,Ctsd,Ctsd
2670,Ctse,Ctse
2671,Ctsf,Ctsf
2672,Ctsg,Ctsg
2673,Ctsh,Ctsh
2674,Ctsk,Ctsk
2675,Ctso,Ctso
2676,Ctsw,Ctsw
2677,Ctsz,Ctsz
2678,Cttnbp2,Cttnbp2
2679,Cttnbp2Nl,Cttnbp2Nl
2680,Ctxn1,Ctxn1
2681,Cuedc1,Cuedc1
2682,Cuedc2,Cuedc2
2683,Cul2,Cul2
2684,Cul3,Cul3
2685,Cul4A,Cul4A
2686,Cul4B,Cul4B
2687,Cul7,Cul7
2688,Cul9,Cul9
2689,Cuta,Cuta
2690,Cutc,Cutc
2691,Cwc15,Cwc15
2692,Cwc22,Cwc22
2693,Cwc25,Cwc25
2694,Cwc27,Cwc27
2695,Cx3Cl1,Cx3Cl1
2696,Cxadr,Cxadr
2697,Cxcl1,Cxcl1
2698,Cxcl10,Cxcl10
2699,Cxcl12,Cxcl12
2700,Cxcl16,Cxcl16
2701,Cxcl17,Cxcl17
2702,Cxcl2,Cxcl2
2703,Cxcl3,Cxcl3
2704,Cxcl5,Cxcl5
2705,Cxcl8,Cxcl8
2706,Cxcl9,Cxcl9
2707,Cxcr1,Cxcr1
2708,Cxcr3,Cxcr3
2709,Cxcr4,Cxcr4
2710,Cxorf38,Cxorf38
2711,Cxxc1,Cxxc1
2712,Cxxc4,Cxxc4
2713,Cxxc5,Cxxc5
2714,Cyb561,Cyb561
2715,Cyb561A3,Cyb561A3
2716,Cyb561D1,Cyb561D1
2717,Cyb561D2,Cyb561D2
2718,Cyb5A,Cyb5A
2719,Cyb5B,Cyb5B
2720,Cyb5D2,Cyb5D2
2721,Cyb5R4,Cyb5R4
2722,Cyb5Rl,Cyb5Rl
2723,Cyba,Cyba
2724,Cyc1,Cyc1
2725,Cycs,Cycs
2726,Cyfip1,Cyfip1
2727,Cyfip2,Cyfip2
2728,Cyld,Cyld
2729,Cymp,Cymp
2730,Cyp11A1,Cyp11A1
2731,Cyp11B1,Cyp11B1
2732,Cyp1A1,Cyp1A1
2733,Cyp1A2,Cyp1A2
2734,Cyp1B1,Cyp1B1
2735,Cyp26A1,Cyp26A1
2736,Cyp26B1,Cyp26B1
2737,Cyp27B1,Cyp27B1
2738,Cyp2A13,Cyp2A13
2739,Cyp2A7,Cyp2A7
2740,Cyp2B6,Cyp2B6
2741,Cyp2B7P,Cyp2B7P
2742,Cyp2C18,Cyp2C18
2743,Cyp2C19,Cyp2C19
2744,Cyp2C8,Cyp2C8
2745,Cyp2D6,Cyp2D6
2746,Cyp2E1,Cyp2E1
2747,Cyp2J2,Cyp2J2
2748,Cyp2W1,Cyp2W1
2749,Cyp3A4,Cyp3A4
2750,Cyp3A43,Cyp3A43
2751,Cyp3A7,Cyp3A7
2752,Cyp46A1,Cyp46A1
2753,Cyp4B1,Cyp4B1
2754,Cyp4F12,Cyp4F12
2755,Cyp4F2,Cyp4F2
2756,Cyp4F22,Cyp4F22
2757,Cyp4F3,Cyp4F3
2758,Cyp4F35P,Cyp4F35P
2759,Cyp4V2,Cyp4V2
2760,Cysltr2,Cysltr2
2761,Cysrt1,Cysrt1
2762,Cystm1,Cystm1
2763,Cyth1,Cyth1
2764,Cyth2,Cyth2
2765,Daam1,Daam1
2766,Daam2,Daam2
2767,Dab1-As1,Dab1-As1
2768,Dab2Ip,Dab2Ip
2769,Dach1,Dach1
2770,Dact2,Dact2
2771,Dact3,Dact3
2772,Dact3-As1,Dact3-As1
2773,Dad1,Dad1
2774,Dag1,Dag1
2775,Dagla,Dagla
2776,Daglb,Daglb
2777,Dalrd3,Dalrd3
2778,Dancr,Dancr
2779,Dand5,Dand5
2780,Dant2,Dant2
2781,Dao,Dao
2782,Dap,Dap
2783,Dapk1,Dapk1
2784,Dapk2,Dapk2
2785,Dapk3,Dapk3
2786,Dapp1,Dapp1
2787,Daxx,Daxx
2788,Dazap1,Dazap1
2789,Dazap2,Dazap2
2790,Dbf4,Dbf4
2791,Dbf4B,Dbf4B
2792,Dbh,Dbh
2793,Dbi,Dbi
2794,Dbn1,Dbn1
2795,Dbndd1,Dbndd1
2796,Dbnl,Dbnl
2797,Dbp,Dbp
2798,Dbr1,Dbr1
2799,Dbt,Dbt
2800,Dcaf10,Dcaf10
2801,Dcaf11,Dcaf11
2802,Dcaf12,Dcaf12
2803,Dcaf15,Dcaf15
2804,Dcaf16,Dcaf16
2805,Dcaf17,Dcaf17
2806,Dcaf4,Dcaf4
2807,Dcaf4L1,Dcaf4L1
2808,Dcaf4L2,Dcaf4L2
2809,Dcaf6,Dcaf6
2810,Dcaf7,Dcaf7
2811,Dcaf8,Dcaf8
2812,Dcaf8L2,Dcaf8L2
2813,Dcakd,Dcakd
2814,Dcbld1,Dcbld1
2815,Dcbld2,Dcbld2
2816,Dcd,Dcd
2817,Dchs1,Dchs1
2818,Dchs2,Dchs2
2819,Dck,Dck
2820,Dclre1A,Dclre1A
2821,Dclre1C,Dclre1C
2822,Dcp1A,Dcp1A
2823,Dcp1B,Dcp1B
2824,Dcp2,Dcp2
2825,Dcps,Dcps
2826,Dctd,Dctd
2827,Dctn2,Dctn2
2828,Dctn3,Dctn3
2829,Dctn4,Dctn4
2830,Dctn5,Dctn5
2831,Dctpp1,Dctpp1
2832,Dcun1D1,Dcun1D1
2833,Dcun1D3,Dcun1D3
2834,Dcun1D4,Dcun1D4
2835,Dcun1D5,Dcun1D5
2836,Dda1,Dda1
2837,Ddah1,Ddah1
2838,Ddah2,Ddah2
2839,Ddb1,Ddb1
2840,Ddb2,Ddb2
2841,Ddc,Ddc
2842,Ddhd1,Ddhd1
2843,Ddhd2,Ddhd2
2844,Ddias,Ddias
2845,Ddit4,Ddit4
2846,Ddit4L,Ddit4L
2847,Ddn,Ddn
2848,Ddo,Ddo
2849,Ddost,Ddost
2850,Ddr1,Ddr1
2851,Ddrgk1,Ddrgk1
2852,Ddx11,Ddx11
2853,Ddx11L2,Ddx11L2
2854,Ddx17,Ddx17
2855,Ddx18,Ddx18
2856,Ddx19B,Ddx19B
2857,Ddx20,Ddx20
2858,Ddx21,Ddx21
2859,Ddx27,Ddx27
2860,Ddx39A,Ddx39A
2861,Ddx46,Ddx46
2862,Ddx49,Ddx49
2863,Ddx5,Ddx5
2864,Ddx50,Ddx50
2865,Ddx51,Ddx51
2866,Ddx55,Ddx55
2867,Ddx56,Ddx56
2868,Ddx6,Ddx6
2869,Ddx60,Ddx60
2870,Ddx60L,Ddx60L
2871,Decr1,Decr1
2872,Decr2,Decr2
2873,Dedd2,Dedd2
2874,Def6,Def6
2875,Def8,Def8
2876,Defb118,Defb118
2877,Defb126,Defb126
2878,Degs1,Degs1
2879,Dek,Dek
2880,Dennd1A,Dennd1A
2881,Dennd1C,Dennd1C
2882,Dennd2A,Dennd2A
2883,Dennd2C,Dennd2C
2884,Dennd3,Dennd3
2885,Dennd4A,Dennd4A
2886,Dennd4B,Dennd4B
2887,Dennd4C,Dennd4C
2888,Dennd5A,Dennd5A
2889,Dennd5B,Dennd5B
2890,Dennd6A,Dennd6A
2891,Dennd6B,Dennd6B
2892,Denr,Denr
2893,Depdc1B,Depdc1B
2894,Depdc4,Depdc4
2895,Depdc5,Depdc5
2896,Depdc7,Depdc7
2897,Deptor,Deptor
2898,Dera,Dera
2899,Derl1,Derl1
2900,Derl2,Derl2
2901,Derl3,Derl3
2902,Des,Des
2903,Desi1,Desi1
2904,Desi2,Desi2
2905,Det1,Det1
2906,Dexi,Dexi
2907,Dffa,Dffa
2908,Dgat1,Dgat1
2909,Dgat2,Dgat2
2910,Dgcr2,Dgcr2
2911,Dgcr8,Dgcr8
2912,Dgka,Dgka
2913,Dgkd,Dgkd
2914,Dgkg,Dgkg
2915,Dgkh,Dgkh
2916,Dgkk,Dgkk
2917,Dgkq,Dgkq
2918,Dgkz,Dgkz
2919,Dguok,Dguok
2920,Dhcr24,Dhcr24
2921,Dhcr7,Dhcr7
2922,Dhdds,Dhdds
2923,Dhdh,Dhdh
2924,Dhfr,Dhfr
2925,Dhps,Dhps
2926,Dhrs1,Dhrs1
2927,Dhrs11,Dhrs11
2928,Dhrs12,Dhrs12
2929,Dhrs2,Dhrs2
2930,Dhrs3,Dhrs3
2931,Dhrs7,Dhrs7
2932,Dhrs7B,Dhrs7B
2933,Dhrs9,Dhrs9
2934,Dhtkd1,Dhtkd1
2935,Dhx16,Dhx16
2936,Dhx30,Dhx30
2937,Dhx32,Dhx32
2938,Dhx33,Dhx33
2939,Dhx34,Dhx34
2940,Dhx36,Dhx36
2941,Dhx37,Dhx37
2942,Dhx38,Dhx38
2943,Dhx40,Dhx40
2944,Dhx58,Dhx58
2945,Dhx8,Dhx8
2946,Dhx9,Dhx9
2947,Diablo,Diablo
2948,Diaph2,Diaph2
2949,Diaph3,Diaph3
2950,Dicer1,Dicer1
2951,Dido1,Dido1
2952,Dimt1,Dimt1
2953,Dio2,Dio2
2954,Dio3,Dio3
2955,Dio3Os,Dio3Os
2956,Dip2A,Dip2A
2957,Dip2B,Dip2B
2958,Dip2C,Dip2C
2959,Diras1,Diras1
2960,Dirc3,Dirc3
2961,Dis3,Dis3
2962,Dis3L,Dis3L
2963,Dis3L2,Dis3L2
2964,Disc1,Disc1
2965,Disp1,Disp1
2966,Disp2,Disp2
2967,Disp3,Disp3
2968,Dixdc1,Dixdc1
2969,Dkc1,Dkc1
2970,Dkk1,Dkk1
2971,Dkk4,Dkk4
2972,Dkkl1,Dkkl1
2973,Dlc1,Dlc1
2974,Dld,Dld
2975,Dlec1,Dlec1
2976,Dleu1,Dleu1
2977,Dleu2,Dleu2
2978,Dleu7-As1,Dleu7-As1
2979,Dlg1,Dlg1
2980,Dlg3,Dlg3
2981,Dlg5,Dlg5
2982,Dlgap1-As1,Dlgap1-As1
2983,Dlgap1-As2,Dlgap1-As2
2984,Dlgap2,Dlgap2
2985,Dlgap2-As1,Dlgap2-As1
2986,Dlgap3,Dlgap3
2987,Dlgap4,Dlgap4
2988,Dlgap5,Dlgap5
2989,Dlk2,Dlk2
2990,Dll3,Dll3
2991,Dll4,Dll4
2992,Dlx4,Dlx4
2993,Dlx6,Dlx6
2994,Dlx6-As1,Dlx6-As1
2995,Dmap1,Dmap1
2996,Dmbt1,Dmbt1
2997,Dmc1,Dmc1
2998,Dmd,Dmd
2999,Dmkn,Dmkn
3000,Dmpk,Dmpk
3001,Dmtf1,Dmtf1
3002,Dmtn,Dmtn
3003,Dmwd,Dmwd
3004,Dmxl1,Dmxl1
3005,Dmxl2,Dmxl2
3006,Dna2,Dna2
3007,Dnaaf1,Dnaaf1
3008,Dnaaf2,Dnaaf2
3009,Dnaaf3,Dnaaf3
3010,Dnaaf5,Dnaaf5
3011,Dnah10,Dnah10
3012,Dnah3,Dnah3
3013,Dnah5,Dnah5
3014,Dnaja1,Dnaja1
3015,Dnaja2,Dnaja2
3016,Dnaja3,Dnaja3
3017,Dnajb1,Dnajb1
3018,Dnajb11,Dnajb11
3019,Dnajb12,Dnajb12
3020,Dnajb13,Dnajb13
3021,Dnajb14,Dnajb14
3022,Dnajb2,Dnajb2
3023,Dnajb4,Dnajb4
3024,Dnajb5,Dnajb5
3025,Dnajb6,Dnajb6
3026,Dnajb8,Dnajb8
3027,Dnajb9,Dnajb9
3028,Dnajc1,Dnajc1
3029,Dnajc10,Dnajc10
3030,Dnajc11,Dnajc11
3031,Dnajc13,Dnajc13
3032,Dnajc14,Dnajc14
3033,Dnajc16,Dnajc16
3034,Dnajc17,Dnajc17
3035,Dnajc18,Dnajc18
3036,Dnajc19,Dnajc19
3037,Dnajc21,Dnajc21
3038,Dnajc22,Dnajc22
3039,Dnajc24,Dnajc24
3040,Dnajc25,Dnajc25
3041,Dnajc27,Dnajc27
3042,Dnajc28,Dnajc28
3043,Dnajc3,Dnajc3
3044,Dnajc4,Dnajc4
3045,Dnajc5B,Dnajc5B
3046,Dnajc6,Dnajc6
3047,Dnajc7,Dnajc7
3048,Dnajc8,Dnajc8
3049,Dnajc9,Dnajc9
3050,Dnal1,Dnal1
3051,Dnal4,Dnal4
3052,Dnali1,Dnali1
3053,Dnase1,Dnase1
3054,Dnase1L1,Dnase1L1
3055,Dnase2,Dnase2
3056,Dner,Dner
3057,Dnlz,Dnlz
3058,Dnm1,Dnm1
3059,Dnm1L,Dnm1L
3060,Dnm1P41,Dnm1P41
3061,Dnm2,Dnm2
3062,Dnmt1,Dnmt1
3063,Dnmt3A,Dnmt3A
3064,Dnmt3B,Dnmt3B
3065,Dnmt3L,Dnmt3L
3066,Dnpep,Dnpep
3067,Dnttip1,Dnttip1
3068,Dnttip2,Dnttip2
3069,Doc2A,Doc2A
3070,Doc2B,Doc2B
3071,Dock1,Dock1
3072,Dock11,Dock11
3073,Dock4,Dock4
3074,Dock6,Dock6
3075,Dock7,Dock7
3076,Dock8,Dock8
3077,Dock9,Dock9
3078,Dohh,Dohh
3079,Dok1,Dok1
3080,Dok2,Dok2
3081,Dok3,Dok3
3082,Dok4,Dok4
3083,Dok7,Dok7
3084,Dolk,Dolk
3085,Dolpp1,Dolpp1
3086,Donson,Donson
3087,Dot1L,Dot1L
3088,Dpagt1,Dpagt1
3089,Dpep1,Dpep1
3090,Dpep2,Dpep2
3091,Dpep3,Dpep3
3092,Dpf1,Dpf1
3093,Dpf2,Dpf2
3094,Dpf3,Dpf3
3095,Dph2,Dph2
3096,Dph3,Dph3
3097,Dph5,Dph5
3098,Dph6,Dph6
3099,Dph7,Dph7
3100,Dpm1,Dpm1
3101,Dpm3,Dpm3
3102,Dpp3,Dpp3
3103,Dpp4,Dpp4
3104,Dpp6,Dpp6
3105,Dpp8,Dpp8
3106,Dpp9,Dpp9
3107,Dpy19L1P1,Dpy19L1P1
3108,Dpy19L2,Dpy19L2
3109,Dpy19L2P2,Dpy19L2P2
3110,Dpy19L3,Dpy19L3
3111,Dpy19L4,Dpy19L4
3112,Dpyd,Dpyd
3113,Dpysl2,Dpysl2
3114,Dpysl3,Dpysl3
3115,Dpysl4,Dpysl4
3116,Dqx1,Dqx1
3117,Dr1,Dr1
3118,Draic,Draic
3119,Dram1,Dram1
3120,Drc1,Drc1
3121,Drc3,Drc3
3122,Drc7,Drc7
3123,Drd2,Drd2
3124,Drd5,Drd5
3125,Drg1,Drg1
3126,Drich1,Drich1
3127,Dscam,Dscam
3128,Dscc1,Dscc1
3129,Dscr10,Dscr10
3130,Dscr9,Dscr9
3131,Dsg1,Dsg1
3132,Dsg3,Dsg3
3133,Dsn1,Dsn1
3134,Dsp,Dsp
3135,Dst,Dst
3136,Dstn,Dstn
3137,Dtd2,Dtd2
3138,Dtl,Dtl
3139,Dtna,Dtna
3140,Dtnbp1,Dtnbp1
3141,Dtwd2,Dtwd2
3142,Dtx1,Dtx1
3143,Dtx2,Dtx2
3144,Dtx3,Dtx3
3145,Dtx3L,Dtx3L
3146,Dtx4,Dtx4
3147,Dtymk,Dtymk
3148,Dus3L,Dus3L
3149,Dus4L,Dus4L
3150,Dusp10,Dusp10
3151,Dusp11,Dusp11
3152,Dusp12,Dusp12
3153,Dusp13,Dusp13
3154,Dusp14,Dusp14
3155,Dusp15,Dusp15
3156,Dusp16,Dusp16
3157,Dusp18,Dusp18
3158,Dusp2,Dusp2
3159,Dusp22,Dusp22
3160,Dusp23,Dusp23
3161,Dusp26,Dusp26
3162,Dusp3,Dusp3
3163,Dusp4,Dusp4
3164,Dusp5,Dusp5
3165,Dusp5P1,Dusp5P1
3166,Dusp6,Dusp6
3167,Dusp7,Dusp7
3168,Dusp8,Dusp8
3169,Dusp9,Dusp9
3170,Dut,Dut
3171,Dvl1,Dvl1
3172,Dvl2,Dvl2
3173,Dvl3,Dvl3
3174,Dxo,Dxo
3175,Dydc2,Dydc2
3176,Dync1I2,Dync1I2
3177,Dync1Li1,Dync1Li1
3178,Dync1Li2,Dync1Li2
3179,Dynll1,Dynll1
3180,Dynlrb2,Dynlrb2
3181,Dynlt1,Dynlt1
3182,Dyrk1A,Dyrk1A
3183,Dyrk1B,Dyrk1B
3184,Dyrk2,Dyrk2
3185,Dyrk4,Dyrk4
3186,Dysf,Dysf
3187,Dzip1L,Dzip1L
3188,Dzip3,Dzip3
3189,E2F3,E2F3
3190,E2F4,E2F4
3191,E2F5,E2F5
3192,Eaf1,Eaf1
3193,Eapp,Eapp
3194,Ears2,Ears2
3195,Ebag9,Ebag9
3196,Ebf2,Ebf2
3197,Ebf4,Ebf4
3198,Ebi3,Ebi3
3199,Ebp,Ebp
3200,Ecd,Ecd
3201,Ece1,Ece1
3202,Ece2,Ece2
3203,Ech1,Ech1
3204,Echdc2,Echdc2
3205,Echdc3,Echdc3
3206,Echs1,Echs1
3207,Ecm2,Ecm2
3208,Ecsit,Ecsit
3209,Ect2,Ect2
3210,Eda,Eda
3211,Eda2R,Eda2R
3212,Edar,Edar
3213,Edaradd,Edaradd
3214,Edc3,Edc3
3215,Edc4,Edc4
3216,Edem1,Edem1
3217,Edem2,Edem2
3218,Edem3,Edem3
3219,Edf1,Edf1
3220,Edil3,Edil3
3221,Edn1,Edn1
3222,Edn2,Edn2
3223,Ednrb,Ednrb
3224,Eed,Eed
3225,Eef1A1,Eef1A1
3226,Eef1A2,Eef1A2
3227,Eef1B2,Eef1B2
3228,Eef1D,Eef1D
3229,Eef1E1,Eef1E1
3230,Eef1G,Eef1G
3231,Eef2,Eef2
3232,Eef2K,Eef2K
3233,Eefsec,Eefsec
3234,Eepd1,Eepd1
3235,Efcab12,Efcab12
3236,Efcab14,Efcab14
3237,Efcc1,Efcc1
3238,Efemp2,Efemp2
3239,Efhc1,Efhc1
3240,Efhd1,Efhd1
3241,Efhd2,Efhd2
3242,Efl1,Efl1
3243,Efna1,Efna1
3244,Efna2,Efna2
3245,Efna4,Efna4
3246,Efnb1,Efnb1
3247,Efnb2,Efnb2
3248,Efnb3,Efnb3
3249,Efr3A,Efr3A
3250,Efr3B,Efr3B
3251,Eftud2,Eftud2
3252,Egf,Egf
3253,Egfl7,Egfl7
3254,Egflam,Egflam
3255,Egfr,Egfr
3256,Egln1,Egln1
3257,Egln3,Egln3
3258,Ehbp1,Ehbp1
3259,Ehbp1L1,Ehbp1L1
3260,Ehd1,Ehd1
3261,Ehd2,Ehd2
3262,Ehd3,Ehd3
3263,Ehhadh,Ehhadh
3264,Ehmt1,Ehmt1
3265,Ehmt2,Ehmt2
3266,Ei24,Ei24
3267,Eid1,Eid1
3268,Eid2,Eid2
3269,Eid3,Eid3
3270,Eif1,Eif1
3271,Eif1Ad,Eif1Ad
3272,Eif1Ax,Eif1Ax
3273,Eif1B,Eif1B
3274,Eif1B-As1,Eif1B-As1
3275,Eif2A,Eif2A
3276,Eif2Ak1,Eif2Ak1
3277,Eif2Ak2,Eif2Ak2
3278,Eif2Ak3,Eif2Ak3
3279,Eif2B1,Eif2B1
3280,Eif2B2,Eif2B2
3281,Eif2B3,Eif2B3
3282,Eif2B4,Eif2B4
3283,Eif2B5,Eif2B5
3284,Eif2D,Eif2D
3285,Eif2S1,Eif2S1
3286,Eif2S2,Eif2S2
3287,Eif2S3,Eif2S3
3288,Eif3A,Eif3A
3289,Eif3B,Eif3B
3290,Eif3E,Eif3E
3291,Eif3F,Eif3F
3292,Eif3G,Eif3G
3293,Eif3H,Eif3H
3294,Eif3J,Eif3J
3295,Eif3L,Eif3L
3296,Eif3M,Eif3M
3297,Eif4A1,Eif4A1
3298,Eif4A2,Eif4A2
3299,Eif4A3,Eif4A3
3300,Eif4B,Eif4B
3301,Eif4E,Eif4E
3302,Eif4E2,Eif4E2
3303,Eif4Ebp1,Eif4Ebp1
3304,Eif4Ebp2,Eif4Ebp2
3305,Eif4Enif1,Eif4Enif1
3306,Eif4G1,Eif4G1
3307,Eif4G2,Eif4G2
3308,Eif4G3,Eif4G3
3309,Eif4H,Eif4H
3310,Eif5,Eif5
3311,Eif5A,Eif5A
3312,Eif5A2,Eif5A2
3313,Eif5B,Eif5B
3314,Eif6,Eif6
3315,Elac1,Elac1
3316,Elavl1,Elavl1
3317,Elavl2,Elavl2
3318,Elf2,Elf2
3319,Elfn1,Elfn1
3320,Elfn1-As1,Elfn1-As1
3321,Elk2Ap,Elk2Ap
3322,Ell,Ell
3323,Ell2,Ell2
3324,Ell3,Ell3
3325,Elmo1,Elmo1
3326,Elmod1,Elmod1
3327,Elmod2,Elmod2
3328,Elmod3,Elmod3
3329,Eln,Eln
3330,Elof1,Elof1
3331,Elovl1,Elovl1
3332,Elovl2,Elovl2
3333,Elovl3,Elovl3
3334,Elovl4,Elovl4
3335,Elovl5,Elovl5
3336,Elovl6,Elovl6
3337,Elp2,Elp2
3338,Elp3,Elp3
3339,Elp4,Elp4
3340,Elp5,Elp5
3341,Elp6,Elp6
3342,Elspbp1,Elspbp1
3343,Emc2,Emc2
3344,Emc3-As1,Emc3-As1
3345,Emc4,Emc4
3346,Emc6,Emc6
3347,Emc9,Emc9
3348,Emcn,Emcn
3349,Emd,Emd
3350,Eme1,Eme1
3351,Eme2,Eme2
3352,Emg1,Emg1
3353,Emid1,Emid1
3354,Emilin1,Emilin1
3355,Emilin2,Emilin2
3356,Emilin3,Emilin3
3357,Eml1,Eml1
3358,Eml3,Eml3
3359,Eml4,Eml4
3360,Eml6,Eml6
3361,Emp2,Emp2
3362,Emp3,Emp3
3363,Emsy,Emsy
3364,Enah,Enah
3365,Enam,Enam
3366,Enc1,Enc1
3367,Endov,Endov
3368,Eng,Eng
3369,Engase,Engase
3370,Enkd1,Enkd1
3371,Enkur,Enkur
3372,Eno1,Eno1
3373,Eno1-As1,Eno1-As1
3374,Eno2,Eno2
3375,Eno3,Eno3
3376,Enoph1,Enoph1
3377,Enosf1,Enosf1
3378,Enox1,Enox1
3379,Enpep,Enpep
3380,Enpp1,Enpp1
3381,Enpp2,Enpp2
3382,Enpp7,Enpp7
3383,Ensa,Ensa
3384,Entpd3-As1,Entpd3-As1
3385,Entpd4,Entpd4
3386,Entpd5,Entpd5
3387,Entpd6,Entpd6
3388,Eny2,Eny2
3389,Ep300-As1,Ep300-As1
3390,Ep400,Ep400
3391,Epas1,Epas1
3392,Epb41,Epb41
3393,Epb41L1,Epb41L1
3394,Epb41L2,Epb41L2
3395,Epb41L4A-As1,Epb41L4A-As1
3396,Epb41L4B,Epb41L4B
3397,Epb41L5,Epb41L5
3398,Epc1,Epc1
3399,Epc2,Epc2
3400,Epcam,Epcam
3401,Epha1,Epha1
3402,Epha2,Epha2
3403,Epha4,Epha4
3404,Epha8,Epha8
3405,Ephb2,Ephb2
3406,Ephb3,Ephb3
3407,Ephb4,Ephb4
3408,Ephb6,Ephb6
3409,Ephx1,Ephx1
3410,Ephx2,Ephx2
3411,Epm2A,Epm2A
3412,Epm2Aip1,Epm2Aip1
3413,Epn1,Epn1
3414,Epn2,Epn2
3415,Eppk1,Eppk1
3416,Eps15,Eps15
3417,Eps15L1,Eps15L1
3418,Eps8,Eps8
3419,Eps8L1,Eps8L1
3420,Eps8L2,Eps8L2
3421,Eps8L3,Eps8L3
3422,Epsti1,Epsti1
3423,Epyc,Epyc
3424,Erbb2,Erbb2
3425,Erbb3,Erbb3
3426,Erbb4,Erbb4
3427,Erbin,Erbin
3428,Erc1,Erc1
3429,Ercc1,Ercc1
3430,Ercc2,Ercc2
3431,Ercc3,Ercc3
3432,Ercc4,Ercc4
3433,Ercc5,Ercc5
3434,Ercc6,Ercc6
3435,Ercc6L,Ercc6L
3436,Ercc6L2,Ercc6L2
3437,Erf,Erf
3438,Ergic1,Ergic1
3439,Ergic2,Ergic2
3440,Ergic3,Ergic3
3441,Eri2,Eri2
3442,Eri3,Eri3
3443,Erich1,Erich1
3444,Erich3-As1,Erich3-As1
3445,Erich4,Erich4
3446,Erich6,Erich6
3447,Erlec1,Erlec1
3448,Erlin1,Erlin1
3449,Erlin2,Erlin2
3450,Ermap,Ermap
3451,Ermard,Ermard
3452,Ermp1,Ermp1
3453,Ern1,Ern1
3454,Ern2,Ern2
3455,Ero1A,Ero1A
3456,Ero1B,Ero1B
3457,Erp27,Erp27
3458,Erp29,Erp29
3459,Erp44,Erp44
3460,Errfi1,Errfi1
3461,Ervk13-1,Ervk13-1
3462,Ervmer34-1,Ervmer34-1
3463,Ervv-1,Ervv-1
3464,Ervw-1,Ervw-1
3465,Esam,Esam
3466,Esco1,Esco1
3467,Esd,Esd
3468,Esf1,Esf1
3469,Espl1,Espl1
3470,Espn,Espn
3471,Espnl,Espnl
3472,Esrp2,Esrp2
3473,Esrrg,Esrrg
3474,Esyt2,Esyt2
3475,Etaa1,Etaa1
3476,Etf1,Etf1
3477,Etfa,Etfa
3478,Etfbkmt,Etfbkmt
3479,Etfdh,Etfdh
3480,Ethe1,Ethe1
3481,Etnk1,Etnk1
3482,Etnk2,Etnk2
3483,Etv1,Etv1
3484,Eva1A,Eva1A
3485,Eva1B,Eva1B
3486,Eva1C,Eva1C
3487,Evc,Evc
3488,Evc2,Evc2
3489,Evi5,Evi5
3490,Evi5L,Evi5L
3491,Evl,Evl
3492,Evpll,Evpll
3493,Evx1,Evx1
3494,Ewsat1,Ewsat1
3495,Ewsr1,Ewsr1
3496,Exd2,Exd2
3497,Exo1,Exo1
3498,Exoc1,Exoc1
3499,Exoc2,Exoc2
3500,Exoc3,Exoc3
3501,Exoc3-As1,Exoc3-As1
3502,Exoc3L1,Exoc3L1
3503,Exoc3L2,Exoc3L2
3504,Exoc3L4,Exoc3L4
3505,Exoc4,Exoc4
3506,Exoc5,Exoc5
3507,Exoc6,Exoc6
3508,Exoc6B,Exoc6B
3509,Exoc7,Exoc7
3510,Exoc8,Exoc8
3511,Exosc1,Exosc1
3512,Exosc2,Exosc2
3513,Exosc3,Exosc3
3514,Exosc4,Exosc4
3515,Exosc5,Exosc5
3516,Exosc6,Exosc6
3517,Exosc8,Exosc8
3518,Exosc9,Exosc9
3519,Exph5,Exph5
3520,Ext1,Ext1
3521,Extl1,Extl1
3522,Extl2,Extl2
3523,Extl3,Extl3
3524,Ezh1,Ezh1
3525,Ezh2,Ezh2
3526,Ezr,Ezr
3527,F10,F10
3528,F11R,F11R
3529,F12,F12
3530,F2,F2
3531,F2R,F2R
3532,F2Rl1,F2Rl1
3533,F2Rl2,F2Rl2
3534,F3,F3
3535,F5,F5
3536,F7,F7
