0,1,2,3,4,5,6
Cers6,Cers6,10.622001470717894,10.440613126720939,10.585845129982212,10.388559091074388,10.518731828104475
Chd1,Chd1,9.556189891635873,9.497006858079944,9.50442176983273,9.64439109007252,9.719280429399646
Cic,Cic,8.337153563295738,8.227599900171127,8.452007808935749,8.368942914404952,8.15067813608478
Clock,Clock,8.189873965398434,8.249113452713729,8.132593978170368,8.37699356745245,8.280183057448044
Creb3,Creb3,10.451242026394835,10.191725489503158,10.314500165984715,10.170171274262996,10.30926412108767
Creb3L2,Creb3L2,9.720440937150547,9.823324775938024,9.758622982440238,9.395391322577384,9.490770669088034
Creb5,Creb5,8.15451435180477,9.175324989184903,7.969645535603404,9.039796407620026,8.872510724398618
Crem,Crem,8.64035340545595,8.64361572044134,8.450702644124819,8.82637899784768,9.121136311513549
Ctbp2,Ctbp2,4.462052318796433,3.9526441904635434,4.5817529444460865,3.9966900294388683,4.071533869546317
Ctcf,Ctcf,10.52231670228539,10.51243760626703,10.481429462090036,10.535275376620802,10.713163090424482
Cux1,Cux1,9.435461914479276,9.442743107552218,9.456333878377908,9.503222833182296,9.934943986440985
Cux2,Cux2,4.84924870276441,4.886712713508331,4.8104431038451745,4.502075956045791,4.680136786981164
Ddit3,Ddit3,9.01307138390046,10.03120494332159,9.582982446299953,9.276527682924618,9.101774370886307
Dlx1,Dlx1,4.766065051474954,4.614513545918008,4.497186540419771,4.3573174012192295,4.594548549550354
Dlx2,Dlx2,4.243745234733984,4.291308859828971,4.419538891513785,4.541225709594403,4.532940288372874
Dmrta1,Dmrta1,4.630813152299126,5.014206492647082,4.706898869048197,4.805636405003259,4.681824040161108
E2F1,E2F1,7.990813079153609,8.06459907163433,8.290556492647632,8.234402322047682,8.229363605540252
E2F2,E2F2,5.1923914569131755,5.345656578184863,5.011972641815115,5.406219180800772,5.358021097348692
E2F6,E2F6,9.217351905270334,8.970863238443254,9.347606605614581,8.919310284236046,9.490523334152057
E2F7,E2F7,7.604923816042516,8.182659195487796,7.335509457429426,7.583734685993758,7.323880423131484
E2F8,E2F8,8.144734708740447,8.248370377993297,7.945424327380367,8.266286819355715,8.337443505177529
E4F1,E4F1,7.9963887464476215,7.990085049533396,8.041458382957504,8.10508786769709,8.008596693255853
Egr1,Egr1,4.144454313926194,4.242094335524866,4.299879593322459,4.394148254523338,4.017921907997263
Elf1,Elf1,9.27772909247385,9.37301737281547,9.474172368748947,9.641244954478148,9.856487779495678
Elf3,Elf3,9.01861748442503,8.250456339596411,9.180307019969433,7.841637725658414,8.006260616698592
Elf4,Elf4,8.427564272340705,8.484567824575409,8.325365425427922,8.217957697864113,8.233172260249507
Elf5,Elf5,3.6926503700355298,3.9417323451337687,3.7015490569430707,3.957605107352588,3.812498225333564
Elk1,Elk1,7.611356837236908,7.4352118590074845,7.765689438603278,7.532031176565996,7.5130959085510085
Elk3,Elk3,5.572131751386659,5.551310929026874,5.502288163998249,5.154075478531312,5.125292917827172
Elk4,Elk4,4.758089934201813,4.38404980679516,4.868719685315617,4.576522137920503,4.733173540613828
Eomes,Eomes,6.926414608202283,6.642990312961163,6.9419670371137085,7.059759046136365,7.170225531605026
Ep300,Ep300,6.141391916170729,6.340621608608868,5.965168603346325,6.322769421691508,6.13764013619852
Esrra,Esrra,8.273166176533682,8.262783916356799,8.564492494263405,8.385905529893371,8.402074073516854
Ets2,Ets2,9.371754867644652,9.20285029552138,9.4915591840032,9.18239435340453,9.424607219914432
Etv2,Etv2,4.410408949851039,4.292290952910012,4.5925567020759805,4.384970773746531,4.377123749129487
Etv3,Etv3,6.242126101657938,5.87291082168321,5.874878916172665,5.5114891238618595,5.576118981656831
Etv4,Etv4,8.566967329006122,8.548975993158342,9.02939766829425,8.88190928904719,8.224612720094706
Etv5,Etv5,8.659371600064892,8.967610541898868,8.781665707183445,9.39778870358664,8.724002168404215
Etv6,Etv6,5.432625411432297,5.099715999160909,5.2238086586060195,5.33759217084082,4.996087400073197
Etv7,Etv7,5.011227255423254,5.091276694365222,5.178050630794368,5.142413437873741,5.141051248275278
Faap24,Faap24,7.002477503606243,6.923109554554192,6.967130172434818,7.045450252150131,7.231669203096161
Fos,Fos,5.36299581197405,5.477029653013065,5.494948895188759,5.507266083559891,5.235599427370321
Fosb,Fosb,5.206135253404591,4.904323522065305,5.327208302348582,4.911531806292342,5.147713722352154
Fosl1,Fosl1,7.407480222096657,6.6526298968407405,7.529899012330012,6.33967188139037,6.420325193242859
Fosl2,Fosl2,6.228241497033135,6.816087658600206,6.327268193732367,6.6824328412270475,6.4046306842176115
Foxa1,Foxa1,8.0795114507715,8.214367695573616,8.081048411208233,7.936853836587177,7.469804594520619
Foxa2,Foxa2,9.641555060353332,9.78813102241602,9.647974010906832,10.223631704556576,9.920422333429036
Foxc1,Foxc1,6.956811731662747,6.070389327891398,6.957218149166944,6.62857920125401,7.340265534498116
Foxd1,Foxd1,6.0291215491254055,5.868966559844608,6.165174998340927,6.3224089131625,7.185470146066942
Foxd2,Foxd2,4.534186139090097,4.8612937293338545,4.7210080200808875,4.825785627464791,4.7346193076697745
Foxf1,Foxf1,3.445594291341182,3.5504902838744563,3.8536630376998704,3.6357543912777603,3.5619370596224327
Foxj3,Foxj3,9.628208565078285,9.656573832709876,9.777534784596844,9.815116401847472,9.941766573215231
Foxn3,Foxn3,6.554819050604949,6.791162888555018,6.640775152793096,6.730821073415539,6.971045326599741
Foxo1,Foxo1,8.241029774446755,8.34763613114918,8.490917713178021,8.840305863262254,8.912150838483045
Foxo3,Foxo3,9.1473957449995,9.87114545437737,9.287258339993656,10.055761445977186,9.844433778914228
Foxo4,Foxo4,5.776498832314343,5.584361252518709,5.746402349684716,5.402926780581626,5.4804805623239865
Foxp2,Foxp2,6.195249157802179,6.210817432089213,5.965245578025616,6.587314979892235,6.26803508695456
Foxp3,Foxp3,4.691254978650136,4.781884234541486,4.77785802463781,4.631298336249859,4.843146382290607
Foxq1,Foxq1,9.286731013219265,9.581765495476867,9.905717929427622,9.55163777506703,9.029508101166385
Gabpa,Gabpa,6.986581590975394,7.346159110158654,6.915998851738901,7.403438163008279,7.1901868343924145
Gata1,Gata1,5.619999829821357,5.603576894338316,5.5786368624717415,5.5583696885670255,5.721190351299123
Gata2,Gata2,5.791423396869357,6.053545817727984,5.916795084937907,5.80692548454008,6.150085740637417
Gata3,Gata3,4.070389327891398,4.259021343578336,4.156504485410328,4.92362461136832,5.03884584685895
Gata4,Gata4,9.464004510553911,9.57924050057297,9.496381121597826,9.678594270954052,9.728714172192948
Gata6,Gata6,10.723921135012938,10.620485608877532,10.4766179583429,10.431859712874134,10.465158229664254
Gbx1,Gbx1,5.590212761408359,5.506737333521423,5.561835257159832,5.493134922305505,5.654970112859522
Gcm1,Gcm1,3.793895882548878,3.437849150238852,3.6814492653149578,3.563971604211805,3.6158870739160567
Gli1,Gli1,5.032982416699428,5.277488890728411,4.986259224478665,5.499739607397118,5.4269356196483365
Gli2,Gli2,4.490249210627085,4.768184324776926,4.99034983011757,4.729552770453971,4.829342193902803
Glis2,Glis2,7.99138012054477,7.7737546251040905,8.093109404567592,8.08473753565652,8.030759083471484
Glis3,Glis3,6.90442388399708,7.226187381709935,6.802624064667413,7.486660747953866,7.083780688012243
Gmeb1,Gmeb1,6.983506695107868,7.442418281649783,7.011227255423254,7.456532388133986,7.247262961377992
Gmeb2,Gmeb2,8.189651622740037,8.666567249520972,8.306365542791335,8.656162639725382,8.566916605917989
Gsc,Gsc,4.088311235888661,4.2042450743653035,4.013462259806563,4.083213368248981,4.282439805006387
Gsx2,Gsx2,5.593054921669878,5.572788635919532,5.73461930794072,5.599912842187128,5.731545318291445
Gtf2F1,Gtf2F1,8.862885275253417,8.729224188540154,8.634423859806432,8.834207664412745,8.387500406480985
Gtf2Ird1,Gtf2Ird1,8.826087641048492,8.910322928753585,8.981110570240496,8.938148542578766,9.194001662726905
Gtf3A,Gtf3A,11.850063742216282,11.720949612451081,11.888975309340877,11.668942584576849,11.378340018280072
Hand1,Hand1,4.224194663970433,4.3552042499966275,4.408032466130653,4.186130750714201,4.381744813659843
Hcfc1,Hcfc1,7.1382205944705746,7.203821073584091,7.293303037481166,7.371036052299704,7.411200241677378
Hdac1,Hdac1,12.368681058511521,12.253463424134868,12.299095422809385,12.047213679929222,11.893963815158191
Hes7,Hes7,5.252476214135217,5.199279721336625,5.282069075198131,5.507266083559891,5.476705706668179
Hic2,Hic2,6.549592167441751,6.092122849838679,6.403778983950306,6.158996711149978,6.444490385010598
Hinfp,Hinfp,8.243650041896966,7.874243679203144,8.333572813902467,8.160140345568893,8.545144678066416
Hivep2,Hivep2,7.101818134227409,7.296916206879289,7.264505155065714,7.658187675944579,8.293425665793272
Hivep3,Hivep3,6.2803996111265254,6.307064162255372,6.243618309491983,6.189363349831571,6.379031732028535
Hlf,Hlf,5.486231677981013,6.2024177215751815,6.400082461475367,6.348078942868169,6.088947204618769
Hltf,Hltf,9.103274692942943,9.064446382385949,8.975313006626024,8.922455562881444,8.975972126987807
Hlx,Hlx,4.698218478224414,4.897885782186006,4.885248956506661,4.972692654004264,4.9794156679963475
Hmx1,Hmx1,6.708256223231285,6.760797553889907,6.79012038464125,6.72251156291317,6.700855820160289
Hmx2,Hmx2,4.475733430966398,4.173127433480656,4.163498732282879,4.634786853631997,4.486285318525727
Hnf1A,Hnf1A,8.106589111546114,8.446724919202243,8.217780024904707,8.685005699795338,8.41451611878438
Hnf1B,Hnf1B,9.037560680776426,8.775127381192231,9.051870534237107,8.856788620944892,8.731760258500339
Hnf4A,Hnf4A,7.611725680885921,7.800533248996706,7.568690858325633,7.906108924072879,7.821433859284542
Hnf4G,Hnf4G,6.044503410297552,6.036942844798256,5.804948424436527,6.596984821063507,6.808213414056767
Hoxa10,Hoxa10,7.986666911267621,7.532966254312959,8.020757755091214,7.744295669055036,8.17429322063635
Hoxa11,Hoxa11,4.759688488427289,4.632268215499513,4.999098033705607,4.976363635732762,5.5583696885670255
Hoxa13,Hoxa13,4.520422248526446,3.993070470673376,4.360598385038639,3.7441610955704103,4.259523586785565
Hoxa3,Hoxa3,6.142515550273606,6.310279522330164,6.2152255803950185,6.647026632654853,6.591759192110035
Hoxa4,Hoxa4,6.496094790072093,6.189099735420854,6.361475954762716,6.399740766047026,6.450661409064546
Hoxa5,Hoxa5,7.568412191461279,6.494682277433874,7.759133635811091,7.290387539763883,8.053437209677277
Hoxa7,Hoxa7,4.939226577728209,4.663913842115978,4.830018642012863,4.868390453054454,5.323970466643436
Hoxb5,Hoxb5,5.6295023394919745,5.4655391968344045,5.534186139090097,5.380821784056346,5.6653359171851765
Hoxb9,Hoxb9,4.459103696135399,4.648848883763695,4.450441469000953,4.358724451110333,4.750427854151431
Hoxc10,Hoxc10,8.905823207641347,8.74361145696986,8.905286710006228,8.719616987281666,9.00883942827716
Hoxc11,Hoxc11,7.134323633645496,6.251908410241674,6.913727173005176,6.474219698544626,6.903640874457703
Hoxc12,Hoxc12,3.95884267524324,3.853330350525266,4.144862142915734,3.8028825125889867,3.8566537690173615
Hoxc13,Hoxc13,6.521364878446219,6.24995092904307,6.823494624712857,6.3403842354553985,6.513016928174842
Hoxc4,Hoxc4,7.584098127616371,7.0336799468702385,7.351969836095606,7.080266809088079,7.50530873927743
Hoxc6,Hoxc6,9.191491094505212,8.769242795140539,8.945404817826365,8.59022523913172,8.883019975415934
Hsf1,Hsf1,8.91014800735537,8.878745773896236,9.127418331400913,9.11218752349653,9.275224379219864
Hsf2,Hsf2,8.98122476171126,9.164010199825148,9.153661802311596,9.257411415948441,9.400744266284727
Ikzf2,Ikzf2,4.631977320238746,4.7529269549603415,4.537710218310029,4.55683811113563,4.681824040161108
Irf1,Irf1,7.428276414392509,7.7609305851879595,7.817601941151029,7.867319929764175,7.942279901705763
Irf2,Irf2,6.426600226169925,6.346129554247231,6.624734542765374,6.761506909778576,6.898732374841835
Irf4,Irf4,4.597531174224212,4.703026849872422,4.7297340247538875,4.709106794551003,4.837270500130116
Irf9,Irf9,8.648393536578231,9.441152835218096,9.252925567118316,9.963223634389497,9.85758710224938
Isl2,Isl2,7.31047645757726,8.663652976352655,7.913507786389728,8.416389392138047,7.724422900438414
Jun,Jun,10.028707271259123,10.776479641269875,10.84014847548695,10.580330810694687,10.50214890568216
Junb,Junb,7.540205548657919,7.547845656088968,8.000150273094679,7.1046511666010455,7.198625110969933
Jund,Jund,8.32564275666334,8.78548516342638,8.652856920618047,8.541432237028054,8.016381171696262
Kdm5A,Kdm5A,8.4639534397143,8.351204277257995,8.453805628540781,8.365505913283158,8.304130726824507
Klf1,Klf1,4.4799419014771305,4.615494770511237,4.623320637886479,4.655351828612554,4.698588922638349
Klf16,Klf16,7.207453652782325,7.218716598569095,7.426739983207895,7.204994924286974,7.211304286290469
Klf17,Klf17,4.656210320182599,4.551926107386925,4.478971805032942,4.640389560054945,4.767478246368056
Klf4,Klf4,8.183114279706123,8.118889176285045,8.609043267335505,8.697813195789621,8.69729195117357
Klf5,Klf5,7.992173604254197,8.544256108886339,8.00538127289759,8.291047878720168,8.490489907183697
Klf7,Klf7,7.7412647252552835,7.597258023283559,7.950021196280879,8.428471843029188,9.041138921119874
Lhx1,Lhx1,5.177917792195843,5.076958078271455,5.229844242500085,5.017625026472949,5.126119361447839
Lhx2,Lhx2,3.9307373375628862,3.463360885816658,3.8609627978581167,3.656877682462252,3.8489984304000227
Lhx5,Lhx5,5.4950555283680185,5.639328648358709,5.6617306007621115,5.654206377944292,5.611467500233412
Lhx6,Lhx6,5.15279185163912,5.392775348407196,5.509801390720663,5.399398989841492,5.33199177823206
Lhx8,Lhx8,5.80967167790706,5.938913050685755,5.280461477715709,5.815490039640674,6.0784532838432925
Lmx1B,Lmx1B,4.145677455195635,4.403494971863013,4.164571766679947,4.172327491657617,4.353087999048198
Mafb,Mafb,6.44003860049473,5.213606502965326,6.561122437945963,5.344118334521428,5.140506011775123
Mafg,Mafg,8.84733927848468,9.274517931218396,9.08652549232402,9.364010593881813,8.9516635548292
Mafk,Mafk,5.987661942027037,6.188638294561388,6.385028314967177,6.846033572348434,6.894009303907444
Max,Max,7.531186488552925,7.191898177241776,7.655590349502296,7.533822876826686,7.690277401023435
Maz,Maz,7.918117851031773,8.096029876307993,8.424488251922687,8.487840033823051,8.722192760895904
Mecom,Mecom,6.931505781869729,7.276620730776461,6.931407286633715,8.068437937517258,7.551721077232386
Mecp2,Mecp2,7.280167588249992,7.094060086004997,7.515594720324579,7.364893384858588,7.533277812262121
Mef2D,Mef2D,6.5229345609434555,6.5829072006595055,6.7321787337698265,6.906088875241992,6.818049522427638
Meis1,Meis1,5.640389560054945,5.40474420615954,5.332349900373874,6.05484847699562,5.762171612946335
Meis3,Meis3,5.039577103060678,5.233300107711159,5.04176864995163,5.2712762591759255,5.237130273785877
Mesp1,Mesp1,5.260590274730996,5.181632660875611,5.180704840195555,5.368419155081396,5.593453373562285
Mixl1,Mixl1,4.785027362235466,4.913607511823099,5.118664270005408,4.641738683637892,4.719548541271324
Mlx,Mlx,5.770036138597918,5.598424760527719,5.585062684298033,5.43596189543763,5.756756451307274
Mxd4,Mxd4,8.277147890238629,7.98908222511728,8.270248598750424,7.850853585043325,7.487973982843727
Mxi1,Mxi1,8.364178438715157,8.34697165876084,9.024548702540894,8.832995470368747,8.92444634121638
Myb,Myb,5.598126959919604,5.302928271569081,5.813524689297811,5.639521599510833,6.438292851579146
Mybl2,Mybl2,9.591746727571897,9.635748346243751,9.546855884638209,9.814924207653037,9.916725432196253
Mycn,Mycn,6.167518503735217,6.008017699022088,6.300428830910301,6.010108453474289,6.229587922740652
Myf6,Myf6,4.20906339534927,4.553360503335328,4.029158368362645,4.342459928255766,4.45000148924817
Myod1,Myod1,5.6869206684396625,5.853579872848759,5.94353068039219,5.783456654360239,5.786334980416971
Myog,Myog,4.625562739966372,4.494415610397496,4.538951958487691,4.5688428351552535,4.399398989499676
Mzf1,Mzf1,4.672425341971495,4.651147389359865,4.537710218310029,4.4535175792154975,4.339374963116633
Nelfe,Nelfe,11.096784323140575,10.90452925668048,11.185705521253922,11.115063163488369,11.095419001306036
Neurod2,Neurod2,4.681449265314958,4.825616048434551,4.807183162595754,4.554588851677638,4.990803626726524
Nfatc2,Nfatc2,4.931210274803932,5.239423501991589,4.972692654004264,5.481664908266419,5.164035349242862
Nfatc3,Nfatc3,7.503110174597984,7.491211756003092,7.5763709674859445,7.526747003032057,7.363112657477823
Nfe2L1,Nfe2L1,10.043423799300438,10.306927502426007,10.131445438095588,10.157831120845472,9.370592967557641
Nfe2L2,Nfe2L2,8.671257984119745,9.575835444828993,8.65576921483072,9.188366304887683,8.925257711151634
Nfe2L3,Nfe2L3,8.783538504289679,8.536998322469199,8.03366159530703,7.587114918377192,7.189099735816312
Nfib,Nfib,7.473015688249954,7.057883448899626,7.1303817949809885,7.0836034251481585,7.278573355546217
Nfil3,Nfil3,9.715781856561316,10.566196777980343,10.203865925625589,10.388820951591716,10.020016895619541
Nfkb1,Nfkb1,9.501668031429691,9.632377286102306,9.510355395793155,9.606886339275915,9.595661541180794
Nfkb2,Nfkb2,7.698044799742871,7.868452189795842,7.240664147145765,7.814208593312336,7.310309822062018
Nfya,Nfya,8.809655602146243,8.85027019800197,8.831265012918783,8.641353348734764,8.148018914689974
Nfyb,Nfyb,8.709273401591359,8.933208692775649,8.888347518773893,9.394898509822674,9.40161909032534
Nfyc,Nfyc,6.496094790072093,6.686593902948057,6.613973587380225,6.935577610232616,6.817068924636246
Nhlh1,Nhlh1,5.130930869826448,4.761994388480494,5.021775816844464,4.953886019867921,4.988533214925933
Nkx1-1,Nkx1-1,5.7348450781894975,5.89425188966478,5.760398388907197,5.805980272167344,6.1178335436790485
Nkx2-1,Nkx2-1,4.831623936820749,5.213995247308835,4.87003586255843,5.076958078271455,5.259146920772827
Nkx2-5,Nkx2-5,5.590063018812253,5.710576869777511,5.724923070266613,5.850749425896496,5.722192760895903
Nkx2-8,Nkx2-8,4.742275747540269,4.935145400759201,4.845490050944375,4.905928478173135,4.892391025913404
Nkx3-1,Nkx3-1,6.174626129942405,5.608316434701654,6.428499759029575,6.0413306068206225,7.0916998341368105
Nkx3-2,Nkx3-2,6.150864267527825,6.095432188675393,6.446311377673376,6.045486656359465,6.244633398519771
Nkx6-2,Nkx6-2,5.013015535839256,5.0171795898283245,5.038992128017633,5.084914659767938,5.1907465348865625
Npas2,Npas2,7.154615611326894,7.119459934459325,7.201699199466086,6.931486082887705,6.805808348701467
Nr1D2,Nr1D2,7.886641593148282,7.806044738282094,8.260605955275034,7.759377796906438,8.353455626247996
Nr1H3,Nr1H3,7.882643049361842,8.10472104751335,8.114939574628488,8.189429245809757,7.904102700923419
Nr1H4,Nr1H4,9.105148995502345,9.354425712808771,9.0516893061213,8.977089078104799,8.868987130815247
Nr1I2,Nr1I2,5.294620748891627,5.220716891998916,5.243618309682379,4.559695741906811,4.184015749887961
Nr1I3,Nr1I3,3.2387868595871163,3.550900664647523,3.2239373384851433,3.300123724569014,3.1259816538547156
Nr2C2,Nr2C2,6.350939181546431,6.786160700224209,6.347842793638155,6.853870927483998,6.153062183710975
Nr2F6,Nr2F6,8.8119526191583,8.81588492284864,8.880960962632544,8.857649302864521,8.630352076055447
Nr3C1,Nr3C1,9.837083863611836,10.522048554622973,9.816247693103348,10.636404091558688,10.57962393140812
Nr6A1,Nr6A1,6.00078875819407,5.794415866350106,6.072820395025048,6.005849075696688,5.857483428286672
Nrf1,Nrf1,7.1107181935506425,7.406814416513818,7.292382990444808,7.019553664796015,6.503295725169586
Nucb1,Nucb1,8.67898738780421,9.173876976320486,8.996539395864481,9.384114581519198,8.986884929187832
Onecut2,Onecut2,7.760819726957385,7.440177061834261,7.5653433011816595,7.203429577674889,7.444766440833076
Osr2,Osr2,7.0035460208467715,7.60594861066268,7.1104398082834805,7.491131568412215,7.214060027396501
Otx1,Otx1,5.944975542925487,5.88508622529017,5.788859686587479,5.974223365143073,6.064509256532333
Pax5,Pax5,5.4546694316047395,5.400651774018449,5.606837000245239,5.2265085298086795,5.405992359675837
Pax8,Pax8,7.660602089299757,7.595443984589479,7.5459941016207726,7.467034879870362,7.642653442452418
Pbx1,Pbx1,6.7438919109365685,6.704641453658651,6.956289026583943,6.818006901986738,6.711540792708334
Pbx3,Pbx3,8.13709360897494,8.120358852813078,8.03930292547364,8.128750495677998,7.973132899994098
Phox2A,Phox2A,5.299391206126829,5.5164354513563145,5.638942668908808,5.410861169799972,5.662775171937776
Phtf1,Phtf1,7.859286292209728,7.978424465440858,7.353146825498083,7.25735641140007,6.8562387598970815
Pitx1,Pitx1,7.805905058123619,7.784242222057781,7.948172522953827,7.914743892528866,7.950215656171493
Pitx2,Pitx2,4.796753476973698,4.299146950882349,4.568032104771279,4.777507388204393,4.860631790454503
Plagl1,Plagl1,9.109412799733057,9.23216506488927,9.109073203777815,9.735245733604165,10.1331893169736
Polr2A,Polr2A,8.146186791490736,8.303080536535532,8.184131493940587,8.336447050815615,8.048105374442063
Pou2Af1,Pou2Af1,4.408032466130653,5.259900155235168,4.522306892871389,4.723558561472103,4.1196328466346035
Pou2F1,Pou2F1,7.835292504380046,8.267520192664437,7.92209871502087,8.537024215863575,8.372807032140813
Pou2F2,Pou2F2,5.066519781429746,4.891905188211931,5.014652848049211,4.845991770664573,5.2001956765480175
Pou3F3,Pou3F3,4.383013015488671,4.500164679492167,4.44735878655715,4.288112431748967,4.528154535461145
Pou6F1,Pou6F1,5.420044420354169,5.237767647095917,5.329482431025636,5.398259149907484,5.167652303280712
Pou6F2,Pou6F2,5.375908263075014,5.53210912302004,5.548642122276645,6.068814098718273,6.26672408507472
Ppara,Ppara,5.356672044212097,5.4095040841396616,5.437072344150608,5.254619236691592,5.241458871274651
Pparg,Pparg,9.953141535883859,9.80444835772602,9.822204335082455,9.645574377754578,9.15035658020834
Prdm13,Prdm13,5.458119481174506,4.750963740385801,5.9618548076361595,5.237257770900372,5.963859407814641
Prdm16,Prdm16,6.692720104189343,7.136956945172064,6.975867070480712,6.859928148389939,6.597680143715891
Prkaa2,Prkaa2,7.354822378470853,7.574782720838753,6.953886019635179,7.664388023143129,7.2419672649507305
Prrx2,Prrx2,6.433877497350755,6.506314193696966,6.5874150002471135,6.402187796972864,6.616720364252224
Pura,Pura,8.88112925958699,8.75386300300658,8.925504989225677,9.029857749596147,8.953420459213955
Rab14,Rab14,10.648824921523403,10.907093460335052,10.76693742083255,11.269120833533682,11.392462329065598
Rara,Rara,3.7479244162384413,4.089724119489281,3.956056652412403,4.20163386116965,3.5668151540108965
Rarb,Rarb,8.201070198321734,7.795606789277332,7.855678308595418,7.99201305367427,8.366176480259316
Rarg,Rarg,5.939344132834478,6.1264635733478165,5.960233671694454,5.904564379117784,6.007419783571914
Rax2,Rax2,6.613310634910465,6.812369865972219,6.662158017282796,6.6649094418288,6.75817878969743
Rb1,Rb1,8.74247786700368,8.728011187360575,8.623003537732666,8.754286253961022,9.064446382385949
Rbbp5,Rbbp5,7.1866095004599595,7.02845864742548,7.229043091950896,7.308460387090547,7.70175696303795
Rcor1,Rcor1,8.335613664816016,8.40329613065787,8.37501046113127,8.48925925808824,8.633552301633957
Rela,Rela,9.212532862483513,9.35679673797984,9.356943422500414,9.579969559858377,9.784542152367713
Relb,Relb,7.198886990956932,7.7267177072545135,7.040892430646901,7.557935906950973,7.076530591746776
Rest,Rest,7.093972086561853,6.910572780323101,7.2389778817708965,7.161249478123305,7.341392801693005
Rfx1,Rfx1,5.134015530058444,5.3473113163652854,5.030188917295897,5.353911354322455,5.128183401631599
Rfx2,Rfx2,5.549515160046773,5.716442236843321,5.71699089440494,5.703119161584905,5.787815516427928
Rfx5,Rfx5,8.194190497776036,8.234881283267073,7.996482904423792,8.08762195325251,7.6552802645836255
Rhoxf1,Rhoxf1,4.533563348214512,4.886224959503217,4.578334948681608,4.524815928357506,4.3685355627085345
Rora,Rora,4.328046556270742,3.777507387678374,4.629745172670738,4.914405065787437,6.28318097894557
Rxra,Rxra,6.191996846669772,6.5402443021342735,6.298352834518747,6.519898299039447,6.237767647287087
Sall2,Sall2,8.514674608758755,8.108733527866267,7.931702752761616,7.48236429255538,6.830229967240669
Setdb1,Setdb1,7.501956575413727,7.526355777842603,7.625903624425566,7.6728024676145585,7.4775154361842375
Six2,Six2,5.777156666004501,5.765888304673841,5.897482468196102,5.810186007695356,5.968398002537367
Six3,Six3,3.924575003392735,4.236492618381302,4.292536372307777,4.257262111904616,4.647314509547136
Six5,Six5,4.696272083925863,4.902234405752944,4.752570205799722,4.988381726720168,4.853663037200898
Smad5,Smad5,7.649256177517315,7.655494946021618,7.46055145873854,7.600408528762048,7.426348629882546
Smad7,Smad7,9.712501207091714,9.423150935163216,9.761501368850949,9.662074918126784,9.748600996205393
Smad9,Smad9,4.915759896038,5.138459538727315,4.879379031876562,4.901912734938191,4.625854931368057
Smarca4,Smarca4,6.145779336841162,6.1426176554465775,6.119148639811254,5.9970665453987255,6.0759604132434015
Snapc4,Snapc4,7.553206886230258,7.292567046797248,7.58781501278806,7.177984213422539,6.721327085070672
Sox14,Sox14,3.792855352362489,3.833902076669163,3.9582240235346218,3.7366048753142485,4.080373416748294
Sox21,Sox21,4.197708157955851,4.414361077204141,4.19482250431738,4.225480603381092,4.366905003372677
Sox6,Sox6,3.9321556844320553,4.273018494157675,3.6013003353448703,3.8004685361272217,3.5869648540324968
Sp1,Sp1,7.301359006681174,7.579768476806087,7.073570339053917,7.526173169252665,7.2942224981516794
