TF,PValue,Label
Foxm1,1.0,1
Suz12,1.5,1
Smarca5,3.5,1
Ddx20,172.5,1
Tet1,297.1667,1
Sall4,483.1667,1
Top2a,597.1667,1
Arid4b,745.0,1
Lhx1,806.6667,1
Esrrb,817.6667,1
Kdm2b,824.5,1
Atf1,866.5,1
Cdkn2a,883.1667,1
Phf5a,1.0,0
Blm,1.0,0
Thoc1,45.6667,0
Dnmt1,53.6667,0
Pnn,53.8333,0
Pcna,161.8333,0
Dnmt3b,426.3333,0
Rps3,662.5,0
Rfc1,731.0,0
Xrcc5,739.1667,0
Dnmt3a,886.8333,0
Ercc2,894.6667,0
