Source,Target,PValue
Hhex,Itih2,2.505250097493271e-30
Hnrnpd,Gpr108,1.7420121390406214e-26
Nostrin,Cyp3a13,1.5737135699456652e-22
Hnrnpd,Rhbdf2,1.1097339654124577e-21
Taf9,Acp1,1.036714491322443e-20
Gata4,Acsl5,1.0451964196426088e-18
Nostrin,Fabp2,1.3296393974281692e-18
Zfp524,Ywhaq,1.8192546613273733e-18
Gata4,Rdh7,3.531506552086775e-18
Brix1,Xrcc6,1.5689179083322497e-17
Gata4,Nat8,1.987066598498996e-17
Cc2d1a,Mark2,3.25000588144758e-17
Ahr,Ctnnbip1,3.4510327319596967e-17
Carhsp1,Nbas,7.570749817881043e-16
Mybbp1a,Rrp12,7.974870490752002e-16
Atf6b,Cdk2ap2,4.071098462323928e-15
Nostrin,Entpd8,7.73391632189866e-15
Abca8a,Nfix,8.884026179767425e-15
Nr0b2,Proz,9.050695230211417e-15
Cacybp,Tfdp1,3.067095726310462e-14
Gata4,Fabp1,3.230906199436226e-14
Gtf2e1,Mphosph8,4.491531285996412e-14
Nostrin,Ces2e,1.0268391247367914e-13
Brix1,Taf2,2.353746379928707e-13
Gata4,Soat2,4.02752124690668e-13
Nfib,Wwtr1,1.3436184349577797e-12
Gtf3a,Ccdc56,2.95953230116305e-12
Carhsp1,Sec23ip,3.807966391302046e-12
Haus3,Xrcc6,5.564624281984746e-12
Gata4,Fkbp9,2.3879161641483537e-11
Carhsp1,Svip,3.2150446474184245e-11
Ahr,Aldh1a7,3.250535439043414e-11
Nostrin,Sult1b1,5.4165187689813674e-11
Mybbp1a,Ftsj3,1.533472905256663e-10
Gata4,Vwce,3.3420079588289735e-10
Nostrin,Ugt2b34,5.496547996386968e-10
Gata4,Reep6,8.061656228256416e-10
Zfp367,Tti1,8.106458426594004e-10
Gata4,Faah,8.264398745509662e-10
Gata4,Pbld2,8.693182578872207e-10
Efnb1,Nfib,1.2699201003976833e-09
Gata4,5730403B10Rik,1.5526429623712713e-09
Gata4,Pipox,1.5993555046293342e-09
Gata4,Pklr,1.7144481379534385e-09
