Source,Target,PValue
Stat5b,Mdh2,7.964979959120578e-32
Hhex,Rhobtb1,4.606426278033624e-19
Hhex,Lifr,2.8200280934283013e-18
Hhex,Aldh6a1,4.354779545390897e-14
Elovl2,Ets2,7.878789431929447e-14
Hhex,Pah,1.102540438681972e-12
Ldhd,Nfil3,9.929016319234854e-10
AI317395,Nfil3,1.2040763501086031e-09
Apex1,Ung,1.4575518760428022e-09
Kdm5c,Chd2,2.7891412990587555e-09
Hhex,Pik3ap1,6.125923062541185e-09
1600002H07Rik,Ets2,6.576977983242588e-09
Crem,Zbtb44,1.3235044362697756e-08
Hhex,D9Ertd402e,1.5786582053243853e-08
Clock,Avl9,1.6343047448559808e-08
Hhex,Cttn,3.357941763386508e-08
Klf15,Tcea3,2.3567617776014402e-07
Necab1,Sod2,2.433324930696222e-07
Hhex,Gprc5c,5.873513490784765e-07
Grlf1,Tmem41a,6.430415222099582e-07
Rilp,Zbtb16,1.0791972419527217e-06
Hhex,Stbd1,1.6834787739591217e-06
Ahr,Sh3bp5,3.0307239794221006e-06
Rhoc,Klf6,3.3381051391429508e-06
Tcea3,Plin5,6.181398336321901e-06
Gtf2b,Sdc1,8.21137470460689e-06
C4b,Gtf3a,1.1871845474894672e-05
Ruvbl2,Dctpp1,1.1952378410200517e-05
Ppard,Gale,1.268842411442294e-05
Carhsp1,Slc30a5,1.832483318472548e-05
Rilp,Cebpa,2.224701953843979e-05
Arhgef5,Klf6,3.311742957487762e-05
Carhsp1,Nbas,3.555798906769185e-05
Tapbp,Zfp36,4.6468646295139994e-05
Zbtb44,Lyrm5,4.726954759848886e-05
Pdk2,Zbtb20,8.339719386704815e-05
Maf1,Hrsp12,8.727126648966539e-05
Pecr,Zbtb44,9.055947672436717e-05
Gata6,Crip1,0.00011258442862885456
Grlf1,Ddah1,0.00011763713678365723
Hhex,Fam149a,0.0001269304016002217
Stat5b,Ankrd33b,0.00013440553170225976
Mlxipl,Slc2a2,0.0001567295510691274
Carhsp1,Sec23ip,0.00015831081034482105
Gtf2b,Ltbr,0.00016739344180720538
1700066M21Rik,Ets2,0.0001688782309814061
Xbp1,Nucb2,0.00019183651214986678
Srsf7,Fubp1,0.00022707413857327727
Klf15,Pex11a,0.0002517691407713909
Carhsp1,Sesn1,0.00028214796074020913
Zbtb44,Nars2,0.000290525320804046
Pbx2,Gpx3,0.0003076583527703398
Aldh8a1,Sod2,0.000336235320903441
Ropn1l,Ets2,0.000405303230786813
Pdk4,Tcea3,0.000410318930224662
Colec11,Sod2,0.00044274026604580356
Bcar1,Grlf1,0.0004547022269319435
Aadat,Sod2,0.000458416091040442
Gnmt,Hhex,0.00047877403179811596
Ccbl1,Rorc,0.0004942650749944658
Bahd1,Ccbl2,0.0005328934142078399
Grlf1,Snx6,0.0005356712057239771
Prodh2,Ets2,0.0005581085795544645
Hhex,Pcyox1,0.000566849317209352
Anxa2,Ets2,0.0005703971327255913
Mdh2,Zbtb20,0.0006208049429172365
App,1600002H07Rik,0.0006257447728121352
App,Fndc3b,0.0006427207847330286
Ddx1,Tnks1bp1,0.0006476990179262918
Tcea3,Acacb,0.0006631213039594316
Tcea3,Actg1,0.0006884905257630413
Cfh,Zbtb20,0.0007325719988609223
Rora,Cfh,0.000739782340945883
Carhsp1,Arf4,0.0007577748284378038
Nr1i3,Ugt2b5,0.0007596330410819597
Rpl13a,Hmgb2,0.0007776996642134838
2010003K11Rik,Thap11,0.0007926964869115342
Abcb4,Sod2,0.000808209910799968
Zfp322a,Pnrc2,0.0008176112942949112
Tcea3,Hfe2,0.0008177799295831727
Csda,C8b,0.0008410513765586291
Grlf1,Khdrbs3,0.0008810815494526335
Nfic,Lrg1,0.0009827318974296136
Hnf4a,Sephs2,0.0010096210107472712
Epas1,Rarres2,0.0010822097307114208
App,Mdm4,0.0011532074160048675
Nfil3,Cyp7b1,0.001185295804071428
Stat5b,Hn1,0.001198320561591002
Apex1,Nob1,0.001353338999447671
Ropn1l,Nfil3,0.0013599381831353463
Foxq1,Acaa1b,0.0014199755670664242
Pigr,Irf7,0.0014650182174764505
Elovl2,Nfil3,0.0014863923922184736
Arg1,Zbtb44,0.001642384848698732
Akr1c6,Klf12,0.001688555564628675
Ces1e,Hnf1b,0.0017517411986004163
Nfe2l2,Casp7,0.0017678274859983453
Gjb1,Nr2f6,0.0018147423015282167
Nr3c1,Tmem140,0.0018240601852834483
Zbtb20,Nxt1,0.0018330325911801132
Fen1,Zbtb20,0.0018669574906009395
Ets2,Cdc42se1,0.0018793027023167321
Scly,Ets2,0.0018848801399757357
Irf1,Tagln2,0.0019966297330140785
App,Cpd,0.002189396246297621
Calcoco1,Fgfr3,0.0022205345140415196
