GeneSymbol,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11
Irx1,0.31131145,-0.53912735,-0.03911951,-0.26483846,-0.1935108,-0.28893656,-0.48788077,0.8260547,-0.65210825,0.36995697,0.13869242,0.66793704
Irx3,0.25659195,-0.630152,-0.7438206,-0.6789995,0.25384605,-1.1517406,-0.1287318,0.52261114,-1.2427995,0.5876844,-0.89377505,0.26275218
Irx5,0.8575104,-0.35407162,-0.40461755,-0.50492203,0.058552653,-0.48852772,-0.57946396,0.8575013,-1.417075,0.6607259,-0.50553507,0.34400028
Jdp2,0.37021706,-0.70060796,0.5072119,-0.49453878,0.36770922,-0.698548,0.8379735,0.12030965,-0.11334958,-0.3296488,0.45127845,-0.7888665
Jun,-0.61664075,-0.48694634,0.8582526,0.51377016,-0.43352523,-0.34618336,-0.39045876,0.30716228,0.2957762,0.08514581,-0.44062966,-0.15229183
Junb,0.06479292,0.5263736,0.018090863,-0.42886305,-0.28430736,0.77361333,-0.3447531,-0.133461,0.28905255,0.85962194,0.21610418,0.37538987
Jund,0.42985147,-0.01861734,0.42985147,-0.01861734,0.3660956,-0.23219751,-1.160329,-0.10389973,0.3660956,-0.23219751,0.3660956,-0.23219751
Kdm1a,0.3703231,0.6412965,0.28609952,0.32563227,0.30566573,0.489412,0.50231254,0.29793137,0.22991052,-0.34534317,0.39845392,0.36404276
Kdm2a,0.13972598,-0.044877186,0.13972598,-0.044877186,0.13972598,-0.044877186,0.13972598,-0.044877186,0.594866,-0.40525866,0.594866,-0.40525866
Kdm5c,0.594866,-0.40525866,0.594866,-0.40525866,0.594866,-0.40525866,-0.3508559,0.07972501,-0.3508559,0.07972501,0.25787693,-0.31862396
Kdm6b,-0.3508559,0.07972501,-0.3508559,0.07972501,0.25787693,-0.31862396,-0.09227329,0.18355499,0.25787693,-0.31862396,0.594866,-0.40525866
Khsrp,0.25787693,-0.31862396,0.25787693,-0.31862396,0.25787693,-0.31862396,0.25787693,-0.31862396,-0.09227329,0.18355499,0.42985147,-0.01861734
Klf13,0.29933363,0.34491688,-0.3431645,0.060908772,0.38631177,0.3614388,0.097249396,-0.22723816,0.06721054,0.7482405,0.41654277,-0.4511552
Klf15,-0.48237866,-0.03402251,-1.050271,-0.067901894,-0.7346376,-0.06503547,-0.7989999,0.3908726,-0.5143672,0.68221194,-0.5910116,0.48597974
Klf16,-0.35801405,0.14765052,-0.35801405,0.14765052,-0.35801405,0.14765052,0.13972598,-0.044877186,0.594866,-0.40525866,-0.3508559,0.07972501
Klf2,-0.8143075,-0.012823142,-0.4757607,-0.13873102,0.32447582,-0.8719893,0.14978603,-0.018238403,-0.33324733,0.18972255,-0.9016764,0.16765915
Klf4,-0.35328734,-0.33437526,0.18115228,0.7109543,-0.17802592,-0.51316446,-0.47008792,-1.1039422,0.57576597,0.60196614,-0.07750292,0.58847535
Klf6,-0.17003742,-0.11180094,0.21817929,0.03608135,-0.48190397,0.39130163,-0.62477994,-0.5489024,0.33134404,1.0805045,-0.20465274,-0.04746773
Klf9,-0.23128372,0.13208988,-0.49114114,0.3361863,-0.50449425,0.18418199,-0.6580319,0.10409029,-0.5364386,-0.0760518,-0.19843759,0.166428
Ldb1,0.37746695,-0.07581827,0.39306808,0.065777436,0.45283622,0.17267148,0.17445014,0.29836398,0.18880336,0.0045720153,-0.2557059,-0.82909834
Lmo2,-0.32197404,-0.71565413,-0.12809357,-0.6810237,-0.17316288,-0.70387185,-0.032130264,-0.53300005,-0.08967082,0.35242718,-0.03357756,-0.23190011
Lmo4,0.25787693,-0.31862396,-0.09227329,0.18355499,-0.09227329,0.18355499,0.25787693,-0.31862396,-0.09227329,0.18355499,-1.160329,-0.10389973
Lrpprc,0.059546135,-0.15293765,0.008168763,-0.14076988,0.44908333,-0.11986503,0.29762006,-0.6236366,0.032569736,-0.85145223,0.31123832,0.98833513
Lrrfip1,-0.23426247,-0.49561477,-0.2057147,-0.10227758,-0.19722198,-0.69823277,0.0059320405,-0.14401706,0.0238865,0.7213048,0.15108618,1.0576094
Lyl1,-0.45307606,-0.7495064,-0.32032964,-0.7583315,-0.6898155,-0.67784417,-0.103013195,-0.3924561,0.119852774,0.2267759,-0.035922118,0.2237946
Maf,-0.27042186,-0.28949803,0.41151196,0.29158288,0.5288124,0.4781717,0.15435547,0.84444296,0.86999494,-0.010727242,0.09864303,-0.98798096
Maf1,0.3600009,-0.35656285,0.3600009,-0.35656285,0.3600009,-0.35656285,0.3660956,-0.23219751,0.3660956,-0.23219751,0.3660956,-0.23219751
Mafb,-0.28811303,-0.20122983,0.5470819,0.5104461,0.5470819,0.5104461,0.35267392,0.9949993,0.96907437,-0.30272043,0.09119876,-0.7035393
Mafg,-0.3508559,0.07972501,-0.3508559,0.07972501,-0.3508559,0.07972501,0.25787693,-0.31862396,-0.09227329,0.18355499,-0.09227329,0.18355499
Mafk,0.27886146,0.6896206,0.04269559,0.222147,-0.8608158,0.44816774,-0.9246412,-0.79407203,0.13310878,0.39981616,0.2081124,0.10018783
Max,-0.09227329,0.18355499,0.25787693,-0.31862396,-0.09227329,0.18355499,0.42985147,-0.01861734,-0.09227329,0.18355499,0.42985147,-0.01861734
Maz,-0.14465144,0.42780215,-0.05491925,0.34427273,0.028330335,0.563286,-0.0031346697,0.83455586,-0.21619354,-0.43047106,0.64762753,-0.13676511
Mbd1,-0.3508559,0.07972501,-0.3508559,0.07972501,-0.3508559,0.07972501,-0.09227329,0.18355499,0.25787693,-0.31862396,-0.3508559,0.07972501
Mbd2,0.33380523,-0.15865622,0.5136701,-0.033496052,0.037141256,0.80584234,-0.5344178,0.44965023,0.040121816,1.0070701,-0.13815632,-0.39730835
Mbd3,0.3936224,0.0024969205,0.5442349,0.00019391999,0.5930873,-0.021650195,0.48313722,0.2049256,-0.89947194,-0.8929119,-0.7003516,-0.7571154
Med6,0.26715982,0.8459577,0.18254833,0.8041049,0.29722694,0.87240195,0.13052101,0.20227014,0.1111259,0.18959258,0.22823504,0.46931273
Mef2a,0.25787693,-0.31862396,0.25787693,-0.31862396,0.25787693,-0.31862396,-0.3508559,0.07972501,-0.3508559,0.07972501,0.25787693,-0.31862396
Mef2d,0.0020897854,0.5362962,-0.25367835,0.4061324,-0.1124062,0.7560187,0.19768111,-0.30213803,0.16031219,0.90624785,0.3407758,-0.030112222
Meis3,0.71704763,-0.2765751,0.02942366,0.0076202005,0.02942366,0.0076202005,0.02942366,0.0076202005,0.71704763,-0.2765751,-0.35801405,0.14765052
Men1,0.6778563,0.26327235,0.7551762,-0.0186591,0.71576,0.019405507,0.62832826,0.3966785,-0.503888,-0.4393618,-0.2674669,-0.36559415
Meox1,0.017424172,-0.019963726,-0.9752857,0.1349634,0.23305789,-0.80624455,0.08444197,0.17499241,-0.522092,0.8477348,-0.66077965,0.13623917
Meox2,-0.39454812,-0.069164604,-0.9530018,-0.17820035,0.32779917,-0.71703434,0.0004724916,0.13979322,-0.589309,0.4480121,-0.86744434,0.28889894
Mier1,-0.35801405,0.14765052,0.71704763,-0.2765751,0.71704763,-0.2765751,-0.35801405,0.14765052,-0.35801405,0.14765052,0.13972598,-0.044877186
Mlx,0.34850258,0.10062368,0.37776566,0.23865579,0.38704005,0.5755191,-0.04368952,-0.64958614,0.8661971,-0.0051873103,0.52692914,0.07271529
Msl3,-0.09227329,0.18355499,-0.09227329,0.18355499,-0.09227329,0.18355499,0.25787693,-0.31862396,-0.09227329,0.18355499,-0.09227329,0.18355499
Mta1,0.42985147,-0.01861734,0.42985147,-0.01861734,0.42985147,-0.01861734,0.42985147,-0.01861734,0.42985147,-0.01861734,-1.160329,-0.10389973
Mta2,0.5429667,0.17079307,0.5524391,0.13040666,0.72627586,0.54478747,0.48615205,0.7155062,0.17367652,0.00984038,0.14602926,0.0058812723
Mta3,-0.35801405,0.14765052,-0.35801405,0.14765052,-0.35801405,0.14765052,-0.35801405,0.14765052,-0.35801405,0.14765052,0.594866,-0.40525866
Mxd3,-0.58155763,0.5540309,-0.609503,0.6945867,-0.37135178,0.5761998,-0.67702836,0.502728,-0.51252407,-0.0974285,-0.06420386,0.6438631
Mxd4,0.25787693,-0.31862396,0.25787693,-0.31862396,0.25787693,-0.31862396,-0.09227329,0.18355499,0.25787693,-0.31862396,-0.09227329,0.18355499
Mybbp1a,-0.22767851,0.60829633,0.03847173,0.85426044,0.3655014,0.8204846,0.059261598,0.47463405,-0.5236706,-0.0029941797,-0.26979893,0.36242753
Mybl2,-0.33984452,1.1032425,-0.38367006,1.2287278,-0.14488488,0.99500626,-0.73542356,0.67745435,-0.6517268,-0.017343983,-0.14103812,0.8292862
Myc,0.295279,-0.38714308,0.02942366,0.0076202005,0.71704763,-0.2765751,-0.09227329,0.18355499,0.25787693,-0.31862396,-0.3508559,0.07972501
Naca,-0.112284295,0.1534932,-0.44840106,0.2340615,-0.05592691,0.1591149,-0.56608593,0.17122069,-0.4396037,-0.2722994,-0.8790862,0.40170962
Nat14,-0.2427119,-1.0287143,-0.24976194,-0.61865044,0.07827071,-0.077346414,-0.030100511,-0.20858295,0.08704215,0.3023691,0.55705595,0.32155246
Ncoa3,0.594866,-0.40525866,0.594866,-0.40525866,-0.3508559,0.07972501,0.594866,-0.40525866,0.594866,-0.40525866,-0.3508559,0.07972501
Ncor2,0.3445136,0.44006467,0.35437196,0.312433,0.2169135,0.27007496,0.9052504,0.6803365,0.076505415,0.2835457,0.5463177,-0.58583325
Ndn,-0.0022929348,-0.031860486,0.075257994,-0.07020472,0.23382582,0.07413371,0.06947522,-0.08590241,-0.15871921,-0.24978344,0.21538097,0.025082603
Nfatc1,-0.5240518,-0.7141992,-0.5460624,-0.78859895,-0.7553031,-0.68509567,-0.17457226,-0.37216425,0.12728606,0.39703518,0.6607305,1.1148787
Nfatc4,-0.4847443,-0.9384783,-0.5446941,-0.783361,-0.5883882,-0.9837916,-0.17995247,0.27652788,-0.5618459,-1.1512287,0.040295154,-0.2012151
Nfe2l1,-0.121447004,-0.31529534,-0.121447004,-0.31529534,0.022216124,-0.08677162,-0.42766345,0.6662548,0.01808515,0.12761834,-0.28798366,-0.77358663
Nfe2l2,-0.09227329,0.18355499,-0.09227329,0.18355499,-0.09227329,0.18355499,0.42985147,-0.01861734,0.42985147,-0.01861734,-1.160329,-0.10389973
Nfib,-0.33717367,-0.8330301,-0.81503135,-0.65841305,-0.024393236,-0.26514053,-0.028526703,-0.39631766,-0.1271208,0.26390317,0.43957192,0.46296626
Nfic,-0.03917984,0.48881155,-0.05263274,0.37410647,-0.4577836,0.45952576,0.9200606,0.042983197,0.12351111,0.49420756,0.67537093,-0.6926666
Nfil3,0.594866,-0.40525866,0.13972598,-0.044877186,-0.3508559,0.07972501,-0.09227329,0.18355499,0.25787693,-0.31862396,0.25787693,-0.31862396
Nfix,-0.20822278,-0.17794971,-0.67535394,0.01662121,-0.72903705,0.36179185,0.64582086,0.113643914,0.17589517,0.58953375,0.6616582,-0.15330924
Nfkb1,-0.42668274,-0.6985424,-0.6109938,-1.0176723,-0.80991894,-0.67968667,-0.20199648,-0.704555,0.28594667,0.8399592,0.5994948,1.1836433
Nfkb2,0.32060343,0.4210621,-0.31049907,-0.0253172,0.3607931,0.47130895,0.017367046,-0.23158063,0.18957013,0.8484908,0.3763888,-0.25884312
Nfya,0.49677092,0.5366073,0.47693107,0.32198912,0.73948425,0.7096969,0.630859,0.8697506,0.17654422,0.10405245,0.38429877,0.16346508
Nfyb,-0.27084875,0.08989042,-0.2697883,0.08121766,0.3720371,0.10437339,-0.20164658,-0.73301315,-0.2492451,-0.8985476,0.043847345,0.6387142
Nfyc,0.25787693,-0.31862396,0.25787693,-0.31862396,0.25787693,-0.31862396,-0.3508559,0.07972501,0.25787693,-0.31862396,0.25787693,-0.31862396
Nolc1,-0.32633457,0.8326242,-0.20825833,1.0027351,0.24009883,0.97524565,-0.16146573,0.59226817,-0.6786984,-0.058845706,-0.38646656,0.6121309
Nono,-0.32959217,-0.23861946,-0.20535111,0.4332974,0.06749879,0.52863777,0.16423234,0.08362447,1.3058693,-0.6990351,-1.0671312,0.027463824
Nostrin,0.23624834,0.5362384,0.2767706,0.28267103,-0.87101936,0.46814835,-0.82833534,-0.6812221,0.14178374,0.27575314,0.16628954,0.2848065
Npm1,-0.34326667,1.3588403,-0.3399165,1.4189329,-0.013332661,1.2121103,-0.59218776,0.51796407,-0.4251787,-0.52697766,-0.41645697,0.82723856
Nr0b2,-0.3508559,0.07972501,-0.3508559,0.07972501,-0.3508559,0.07972501,0.594866,-0.40525866,-0.3508559,0.07972501,0.594866,-0.40525866
Nr1d1,0.06597875,0.25724432,0.0808752,-0.85504776,-0.41065815,0.9038504,0.0756061,-0.0065514,0.056126043,0.3323273,0.06358328,0.524026
Nr1d2,0.23016675,0.06319548,0.334942,-0.53523666,-0.17490345,0.89081013,0.2811714,0.27315348,0.20510904,0.6058364,-0.007556008,0.3561371
Nr1h2,0.7820653,0.6806045,0.35889536,0.1316595,0.86969304,0.6092233,0.7312129,0.44350696,0.45383057,0.30522686,0.14551389,-1.1483907
Nr1h3,0.5733924,0.61434835,0.70379597,0.79528296,0.5372351,0.7745434,0.35705486,0.073622845,0.8962724,0.31345063,-0.35216987,0.0033051744
Nr2f6,0.25787693,-0.31862396,0.25787693,-0.31862396,0.25787693,-0.31862396,-0.3508559,0.07972501,0.25787693,-0.31862396,0.42985147,-0.01861734
Nr3c1,0.33452618,-0.26865625,0.48829758,-0.39484185,0.2921648,0.5884452,-0.46107206,0.04992108,0.11993595,0.60291815,-0.13429852,0.17150825
Nr3c2,-0.4684821,-0.081426755,0.11508617,0.04623695,-0.37681925,-0.05490902,-0.41974565,-0.77961177,0.14651501,0.44592994,-0.3054052,-1.3110868
Nr4a1,-0.7458698,-0.12981026,0.8741313,0.15530208,-0.2083733,-0.30882436,-0.3156798,0.81069225,0.30078804,-0.030529827,0.16633561,-0.015350357
Nr4a3,0.295279,-0.38714308,0.295279,-0.38714308,0.71704763,-0.2765751,0.13972598,-0.044877186,0.02942366,0.0076202005,0.295279,-0.38714308
Ogg1,0.13576679,0.3662387,0.14407465,0.31343907,0.25100073,0.61910117,0.2482349,-0.11247723,-0.23444244,-0.37850273,0.45462015,0.33286786
Pa2g4,-0.66589457,0.9846554,-0.5185032,1.1949811,-0.06950811,1.0861619,-0.32445776,0.6231854,-0.61175853,-0.50665915,-0.41636804,0.36826622
Pbrm1,-0.026748711,-0.44530368,0.61094636,0.72148114,0.13847703,-0.1717363,-0.13840845,-0.35966796,0.7852952,-0.18465725,-0.50719064,0.26290494
Pbx2,0.5571071,0.20849177,-0.38969603,0.034960374,0.07471925,-0.29894686,0.59486616,-0.40525866,0.5571071,0.20849177,-0.028372815,0.65115255
Pcgf2,0.71704763,-0.2765751,0.02942366,0.0076202005,0.02942366,0.0076202005,0.02942366,0.0076202005,0.71704763,-0.2765751,0.13972598,-0.044877186
Pcna,-0.5633947,0.7010357,-0.63351387,1.0161874,-0.24537411,0.7538079,-0.9383213,0.48270637,-0.8687791,-0.60750365,-0.5943147,0.7278342
Per1,-0.2372227,-0.20715238,0.8933051,-0.31121534,0.029144129,-0.59452784,-0.45062166,0.20906937,-0.15002653,0.11053692,0.62791973,0.07389246
Phb,0.8110172,0.41571987,0.8110172,0.41571987,-0.4093211,-1.2512153,-0.4093211,-1.2512153,-0.4093211,-1.2512153,0.046180192,-0.13589036
Phf5a,0.21228254,1.0705397,0.26362714,0.8203172,-0.2576552,0.1899312,-0.13233396,-0.30540854,0.36721498,-0.2998789,-0.03579536,-0.12645032
Phtf1,0.02942366,0.0076202005,0.02942366,0.0076202005,0.02942366,0.0076202005,0.02942366,0.0076202005,0.71704763,-0.2765751,-0.35801405,0.14765052
Phtf2,0.99039674,0.5567446,0.93779224,0.38371956,0.0119263735,0.068174094,-0.13856827,0.121048525,0.51227313,0.3952648,0.56699413,0.23401868
Pias4,-0.3508559,0.07972501,-0.3508559,0.07972501,-0.3508559,0.07972501,-0.3508559,0.07972501,0.25787693,-0.31862396,0.25787693,-0.31862396
Pml,-0.07456607,-0.2643051,0.15991639,0.062047467,-0.50281537,-0.08369437,0.4522612,-0.08190687,0.6132173,0.42981344,0.4896819,0.39278996
Pnn,0.16416419,0.51838434,0.049599424,0.68320996,0.5546295,0.5839085,0.16826065,0.6900905,0.17011447,-0.0036313795,0.5238306,1.0296165
Pou2f2,-0.46539074,-0.40617973,-0.44766122,-0.43401396,-0.70940006,-0.26230508,-0.4403566,-0.45522958,0.10068516,-0.1407438,0.033607557,0.7172036
Ppara,0.06494371,-0.17346634,0.18072698,0.15359047,0.11474212,0.32385182,-1.225436,-0.29161042,0.7115367,0.016376868,-1.4259475,-0.25542378
Pparg,-0.09502538,0.38184947,0.5414862,-0.006809838,0.14530453,0.01134491,-0.027949655,-0.12936251,0.23862582,0.6735183,-0.31646514,-0.54957426
Ppargc1a,-0.40114933,-0.2761808,0.99956733,0.6461135,-0.27821487,-0.115793005,-0.4144603,-0.50856996,-0.1883519,0.024591953,-0.4285632,-0.6583787
Ppp1r8,-0.30770177,0.6996817,-0.23275173,0.80200183,0.3220914,0.83406717,-0.121339984,0.6667717,-0.6069364,-0.25579888,-0.32256064,0.61184055
Prdm4,0.30028993,0.21030806,0.30028993,0.21030806,0.30028993,0.21030806,0.30028993,0.21030806,-0.45938373,-1.233249,-1.2924216,0.14175412
Prdx5,0.43488282,0.23932539,0.43488282,0.23932539,0.43488282,0.23932539,0.43488282,0.23932539,0.43488282,0.23932539,-1.0777221,0.3301103
Preb,-0.3508559,0.07972501,-0.3508559,0.07972501,-0.3508559,0.07972501,-0.3508559,0.07972501,0.25787693,-0.31862396,0.25787693,-0.31862396
Prox1,0.8140761,-0.63771886,0.15567331,-0.22367977,0.059370466,0.088965364,-0.26221982,-0.061746843,0.01923122,-0.46493578,0.01923122,-0.46493578
Prrx1,-0.37610513,-0.88793194,-0.25656235,-0.6427462,-0.41754243,-0.808018,0.016644748,0.53291285,-0.3612708,-0.6836302,0.055429094,-0.032800235
Prrx2,-0.52513313,-0.8240639,-0.51958466,-0.80185133,-0.5152615,-0.723864,-0.22742476,0.13790002,-0.6358867,-0.9343271,0.027192904,-0.103832304
Psip1,0.7693569,1.0438731,0.7340102,0.7105001,0.5138328,0.94662356,0.5588859,-0.3016774,0.94082224,-0.25110847,0.35767937,0.08049214
Psmc3ip,0.27391735,0.6554361,0.0015702602,0.15145355,0.56552166,0.6568061,-0.08475325,-0.38022566,-0.0866213,-0.18925779,0.0018606912,0.15514016
Ptges2,0.8110172,0.41571987,0.8110172,0.41571987,-0.4093211,-1.2512153,-0.4093211,-1.2512153,-0.4093211,-1.2512153,0.046180192,-0.13589036
Puf60,0.3660956,-0.23219751,0.3600009,-0.35656285,0.3660956,-0.23219751,0.3600009,-0.35656285,0.57789075,-0.12696268,0.57789075,-0.12696268
Purb,-0.40564978,-0.20876099,-0.07801729,0.3311963,-0.36547554,-0.077487305,-0.1308289,0.18410565,0.10780937,-0.25736654,0.3732267,-0.16544709
Pus1,-0.076139785,0.5219986,-0.25486946,0.53995395,0.25784677,0.56595755,-0.075380005,0.24362583,-0.2922737,-0.1792463,-0.0023644324,0.13297401
Rara,-0.023755183,-0.18211009,0.32183555,0.21787502,0.16572025,0.40159434,0.6620059,0.48313296,-0.023193771,-0.13514832,-0.5115326,0.15738952
Rarg,-0.42299736,-0.2714613,-0.4633183,-0.62190735,-0.40271115,-0.31640774,-0.044153392,0.13568217,-0.39541823,-0.087880194,0.19379063,-0.6779259
Rbbp5,-0.07992581,0.5309781,-0.22705391,0.044035733,0.17954238,0.4500782,0.0047914963,0.022653688,1.5832231,-0.40297896,-0.8955639,0.10271329
Rbbp8,-0.462665,0.14053303,-0.53057146,0.25692475,-0.3069909,0.17225382,-0.45085454,0.45548004,0.016510507,0.19939628,0.14845718,0.67792714
Rbck1,0.66357625,0.2321857,0.67562324,0.20187262,0.7541747,0.25865892,0.69011015,0.49451637,0.007416969,-0.19946651,-0.32035795,-1.2465055
Rbmx,0.6510132,0.31210667,0.3128001,0.46588027,0.47695982,0.41836816,0.25404695,0.60212356,0.5268894,0.15185729,0.27516866,0.38068587
Rbmxl1,-0.14597212,1.3322825,-0.24898416,1.1509569,0.044734586,1.0985082,-0.3157925,0.65979373,-0.094998844,-0.654046,-0.3261481,0.7682815
Rbpj,0.71704763,-0.2765751,-0.35801405,0.14765052,0.71704763,-0.2765751,-0.35801405,0.14765052,0.13972598,-0.044877186,0.594866,-0.40525866
Rcor1,-0.39490113,-0.092233,-0.17223248,0.116525106,-0.39490113,-0.092233,-0.17223248,0.116525106,-0.030631447,-0.33633834,0.077357344,-0.29213226
Rcor2,0.13972598,-0.044877186,-0.35801405,0.14765052,0.13972598,-0.044877186,0.02942366,0.0076202005,0.13972598,-0.044877186,-0.35801405,0.14765052
Rela,0.2723793,-0.31982648,-0.41395006,-0.03962209,0.28520942,-0.34825313,-0.051806837,0.24252267,-0.28399098,0.32637286,0.5800516,-0.8645877
Relb,0.3504016,0.48305058,0.19221996,-0.103756785,0.082550816,0.56375736,-0.1590325,-0.4024918,0.7588964,1.1052684,0.29725367,0.3313036
Rere,0.5092953,-0.22018029,0.5092953,-0.22018029,0.5092953,-0.22018029,-0.20203863,0.19267285,0.17447834,-0.45587707,0.1612479,-0.31923366
Rest,-0.10273766,-0.4107427,0.2042104,0.30666447,0.29068545,0.4015516,0.05558934,0.06565548,-0.075289704,0.35338134,0.70857507,0.18001136
Rfc1,0.30520356,0.9841846,0.30288,0.82852083,0.33769023,0.8833476,-0.36718962,0.26980877,0.06480702,0.16038091,0.45752212,0.94918716
Rfx1,-0.35801405,0.14765052,-0.35801405,0.14765052,-0.35801405,0.14765052,0.71704763,-0.2765751,-0.35801405,0.14765052,0.13972598,-0.044877186
Rnf10,0.3660956,-0.23219751,0.3660956,-0.23219751,0.3660956,-0.23219751,0.3660956,-0.23219751,0.3660956,-0.23219751,0.3660956,-0.23219751
Rnf4,-0.17335683,0.03404046,0.5585369,0.29906744,-0.17335683,0.03404046,0.48076522,0.24920471,0.09919213,-0.08715965,-0.11710044,-0.00096353143
Rnf6,0.25787693,-0.31862396,0.25787693,-0.31862396,0.25787693,-0.31862396,-0.3508559,0.07972501,0.25787693,-0.31862396,-0.09227329,0.18355499
Rorc,0.043605305,-0.016596094,0.23644584,0.2127399,0.35707885,0.3263865,-1.3691956,0.098438926,0.19449988,0.6301073,-0.71071184,-0.65962374
Rps3,-0.8762471,-0.01507543,-0.53428304,0.09935772,-0.19166455,0.49640548,0.26041016,-0.10946776,1.2963629,-1.2236577,-0.9244712,0.08297613
Runx1,-0.40899953,-0.6809262,-0.52596444,-0.6488054,-0.39761078,-0.65724534,0.00508181,-0.33399683,0.008810142,0.4823208,0.18535657,0.7553696
Runx3,-0.4319745,-0.6393309,-0.44414622,-0.50739104,-0.43428612,-0.48325628,-0.19302547,-0.28297442,-0.00069443695,-0.107660696,0.5749207,0.8925621
Ruvbl2,-0.28896776,0.95069736,-0.29351017,1.0260262,0.061506495,0.86355394,-0.16079369,0.6451164,-0.4815438,-0.18112609,-0.27792406,0.2711485
Rxra,0.07197651,0.25840414,0.02782484,0.15534368,-0.082338415,0.15609266,0.055118598,-0.058587216,-0.0065313075,-1.0682992,-0.41776395,0.14071468
Rxrg,-0.48424613,0.018730965,-0.48424613,0.018730965,-0.48424613,0.018730965,0.33013642,-0.92361325,0.009091219,0.36633033,-0.54752105,-1.646048
Safb,-0.09227329,0.18355499,-0.09227329,0.18355499,-0.09227329,0.18355499,0.25787693,-0.31862396,-0.09227329,0.18355499,-0.09227329,0.18355499
Safb2,0.15803124,0.07916127,0.1644788,0.18437754,0.13505985,0.09779054,0.45647103,0.3840471,0.052288257,0.06864046,0.05274617,-0.70143926
Sap30,-0.3508559,0.07972501,-0.3508559,0.07972501,-0.3508559,0.07972501,0.25787693,-0.31862396,-0.09227329,0.18355499,0.42985147,-0.01861734
Sarnp,0.028470067,0.71333635,-0.0045522954,0.5469578,0.44017497,0.656897,-0.101683505,0.69562167,-0.27903083,-0.16629595,-0.27797565,0.66081476
Scx,0.13972598,-0.044877186,0.594866,-0.40525866,0.13972598,-0.044877186,0.594866,-0.40525866,-0.09227329,0.18355499,-0.09227329,0.18355499
Set,-0.4817554,1.0952065,-0.4984249,1.2281027,0.2651948,1.0775898,-0.49840134,0.8021121,-0.8954026,-0.37067908,-0.7134499,0.81116873
Sfpq,-0.17118256,0.8637076,-0.12944295,1.0711352,0.2854239,1.0420469,-0.2926709,0.8292465,0.10528261,-0.39086437,-0.036944315,1.0663655
Six5,0.594866,-0.40525866,0.594866,-0.40525866,0.594866,-0.40525866,-0.35801405,0.14765052,0.594866,-0.40525866,-0.3508559,0.07972501
Smad1,-0.35268947,-0.03716387,-0.28395358,0.06282609,-0.2902551,-0.00016321242,0.048088998,-0.7112368,0.036161333,-0.00527364,0.08545654,-0.7949569
Smad2,0.13972598,-0.044877186,0.13972598,-0.044877186,0.13972598,-0.044877186,0.594866,-0.40525866,0.594866,-0.40525866,-0.3508559,0.07972501
Smad3,-0.33555132,0.11568206,-0.46105477,0.04730077,-0.33555132,0.11568206,0.42980158,1.091636,0.118733354,-0.04258,0.6080884,0.19832684
