GeneSymbol,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13
Akna,-0.6355568,-0.09727459,-0.6355568,-0.09727459,-0.6355568,-0.09727456,-0.6355567,-0.09727459,-0.6355567,-0.09727453,-0.6355567,-0.09727456,-0.6355567,-0.09727453
Ankrd1,-0.7927692,-0.6451539,-1.10962,-0.5112323,-1.1096201,-0.5112323,-1.1096201,-0.51123244,-1.1096201,-0.5112323,-1.10962,-0.51123226,-1.1096203,-0.5112325
Apex1,-0.6713587,-0.09485383,-0.6713588,-0.09485383,-0.6713587,-0.09485383,-0.6713588,-0.09485383,-0.6713587,-0.09485383,-0.6713588,-0.09485383,-0.6713587,-0.09485383
App,-0.376559,-0.42994153,-0.38239148,-0.42890483,-0.38239154,-0.42890483,-0.38041136,-0.42789078,-0.38041142,-0.42789084,-0.38239148,-0.4289047,-0.3804861,-0.42672712
Arid1a,-0.26087186,-0.7977092,-0.29924574,-0.781475,-0.36728027,-0.70239407,-0.3643442,-0.7035668,-0.3673021,-0.70229316,-0.36728022,-0.70239407,-0.36662892,-0.70250195
Arid3a,-0.17676526,-0.07914661,-0.16723591,-0.08431956,-0.18017933,-0.07874617,-0.1673317,-0.08387788,-0.18027505,-0.078304484,-0.1801793,-0.07874617,-0.1773296,-0.079218626
Arid3b,-0.030786753,-0.10594563,-0.030786753,-0.10594563,-0.030786768,-0.10594563,-0.030786753,-0.10594563,-0.030786753,-0.10594563,-0.030786753,-0.10594563,-0.030786753,-0.10594563
Arid4b,-0.7137823,-0.38659745,-0.7186614,-0.3860252,-0.7186614,-0.3860252,-0.7187983,-0.38539398,-0.7187983,-0.38539392,-0.7186614,-0.38602513,-0.7184249,-0.38504845
Arid5a,-0.27746096,0.032468453,-0.27746096,0.03246844,-0.27746096,0.032468453,-0.27746093,0.032468423,-0.27746096,0.03246844,-0.27746096,0.032468453,-0.27746096,0.03246844
Arid5b,-0.7382599,-1.0597043,-1.0736723,-0.88914675,-1.0736723,-0.88914686,-1.073672,-0.88914675,-1.0736722,-0.88914686,-1.0736722,-0.88914686,-1.0736722,-0.88914686
Arnt,-0.5557922,-0.5183267,-0.55958223,-0.51765305,-0.58079886,-0.4870876,-0.5582955,-0.516994,-0.5582955,-0.51699406,-0.5595821,-0.5176529,-0.5583439,-0.51623785
Arnt2,-0.75250065,-0.8507363,-0.75250065,-0.8507362,-0.7525008,-0.85073644,-0.75250065,-0.85073656,-0.75250065,-0.8507362,-0.7525008,-0.85073644,-0.74638534,-0.8621661
Arntl2,0.030820966,-0.021261543,0.030820966,-0.021261513,0.030820966,-0.021261513,0.030820966,-0.021261513,0.030820966,-0.021261513,0.03082095,-0.021261543,0.03082095,-0.021261543
Arrb1,-0.21058756,-0.08396427,-0.21058753,-0.0839643,-0.21058753,-0.08396427,-0.21058753,-0.08396429,-0.21058753,-0.08396426,-0.21058753,-0.0839643,-0.21058753,-0.08396427
Ascl2,-1.3270984,-0.4380797,-1.3270986,-0.43807977,-1.3270984,-0.4380797,-1.3270987,-0.43807977,-1.3270986,-0.4380797,-1.3270981,-0.4380797,-1.3270983,-0.4380797
Ash1l,-0.19458345,-0.3233269,-0.16467795,-0.3767082,-0.16467798,-0.3767082,-0.16467798,-0.3767082,-0.16467798,-0.37670827,-0.16467795,-0.37670827,-0.16467798,-0.37670827
Ash2l,-0.9003155,-0.7671282,-0.8961152,-0.7737286,-0.9239967,-0.76139426,-0.8921542,-0.7836521,-0.92003584,-0.77131784,-0.92399657,-0.76139426,-0.89140165,-0.80412537
Atf1,-0.68214726,-0.8962659,-0.69237757,-0.9422236,-0.6923777,-0.94222385,-0.68586576,-0.97893864,-0.6858659,-0.9789385,-0.6923777,-0.94222397,-0.67906463,-0.96728784
Atf2,-0.3912185,-0.77116954,-0.3897752,-0.7717911,-0.3897752,-0.7717911,-0.38977525,-0.77179104,-0.3897752,-0.7717912,-0.3897752,-0.77179116,-0.38457116,-0.77403194
Atf3,-0.2502559,0.015666261,-0.19414851,-0.0023773164,-0.18460843,-0.006235853,-0.1846084,-0.006235853,-0.24101654,0.018053472,-0.18460849,-0.0062358677,-0.24101654,0.018053472
Atf4,-0.48169312,-0.51344526,-0.43404678,-0.6030784,-0.43404683,-0.6030784,-0.4340469,-0.60307837,-0.43404678,-0.6030785,-0.43404678,-0.6030784,-0.43404678,-0.60307837
Atf5,-1.2647672,-0.9115184,-1.546675,-0.765385,-1.5466751,-0.7653849,-1.546675,-0.76538485,-1.5466751,-0.7653852,-1.546675,-0.765385,-1.5466747,-0.7653849
Atf6b,-0.1653901,-1.0453072,-0.14673206,-1.0533412,-0.16410932,-1.0458585,-0.14673209,-1.0533413,-0.16410932,-1.0458586,-0.155442,-1.0495906,-0.16410935,-1.0458584
Atf7,-0.2828801,-0.31157792,-0.28288004,-0.31157792,-0.2828801,-0.31157798,-0.2828801,-0.31157792,-0.2828801,-0.31157792,-0.28288004,-0.31157786,-0.2699264,-0.33441514
Atoh8,-0.5483289,-0.7633956,-0.54861784,-0.7634757,-0.54861784,-0.7634758,-0.54863596,-0.76339126,-0.54863596,-0.76339126,-0.54861784,-0.7634757,-0.54858625,-0.76334506
Atxn1l,-0.2958642,-0.5220109,-0.2907811,-0.5241997,-0.2907811,-0.52419966,-0.2907811,-0.5241998,-0.2907811,-0.52419966,-0.2907811,-0.52419966,-0.27097246,-0.5326825
Bach1,-0.1316823,0.07836315,-0.1316823,0.07836316,-0.1316823,0.07836316,-0.1316823,0.07836316,-0.13168228,0.07836316,-0.13168228,0.07836316,-0.13168228,0.07836316
Bach2,-0.13824031,-0.15477256,-0.13824031,-0.15477256,-0.13824031,-0.15477253,-0.13824028,-0.1547725,-0.13824028,-0.1547725,-0.13824031,-0.1547726,-0.13824028,-0.15477253
Bahd1,-0.3760555,-0.15391453,-0.3760555,-0.1539145,-0.3760555,-0.15391453,-0.3760555,-0.1539145,-0.37605557,-0.15391456,-0.3760555,-0.15391453,-0.37605557,-0.15391456
Banp,-0.30716977,-0.49591762,-0.30716977,-0.49591756,-0.30716982,-0.49591762,-0.30716977,-0.49591768,-0.30716977,-0.49591756,-0.30716977,-0.49591756,-0.30716977,-0.4959175
Barx1,-0.32210246,-0.11884211,-0.32210246,-0.11884208,-0.32210246,-0.11884208,-0.32210246,-0.11884208,-0.32210246,-0.11884208,-0.32210246,-0.11884205,-0.31244555,-0.13691817
Basp1,-0.25304982,-0.54915893,-0.2752003,-0.56625646,-0.28129843,-0.5636305,-0.27503565,-0.56898,-0.28113374,-0.5663541,-0.28129855,-0.56363064,-0.25237274,-0.61244434
Baz2a,-0.28143355,0.00316526,-0.28143355,0.00316526,-0.28143355,0.00316526,-0.28143355,0.00316526,-0.2814336,0.00316526,-0.28143355,0.0031652749,-0.28143355,0.00316526
Bbx,-0.15687731,-0.07467212,-0.15960357,-0.07435234,-0.1596036,-0.07435234,-0.15968004,-0.07399963,-0.15968004,-0.07399964,-0.1596036,-0.07435234,-0.15947154,-0.0738066
Bcl11b,-1.3889967,-0.2729749,-1.3889967,-0.2729749,-1.3889968,-0.27297485,-1.3889967,-0.27297485,-1.3889964,-0.2729749,-1.3889966,-0.27297485,-1.3889967,-0.2729749
Bcl3,-0.358947,-0.51179713,-0.33631232,-0.5874236,-0.33631238,-0.5874236,-0.33631232,-0.58742374,-0.33631238,-0.5874237,-0.33631238,-0.58742374,-0.33411214,-0.5883711
Bcl6,-0.57564735,-0.44195688,-0.44003263,-0.5102217,-0.59095097,-0.43923682,-0.43483725,-0.50756115,-0.58575547,-0.43657637,-0.59095097,-0.43923682,-0.57979095,-0.44541717
Bcl6b,-0.820068,-0.19683434,-0.8200681,-0.19683434,-0.8200681,-0.19683434,-0.8200681,-0.19683434,-0.820068,-0.19683428,-0.8200681,-0.19683431,-0.820068,-0.19683431
Bclaf1,-0.7189419,-1.2703623,-0.7166064,-1.317749,-0.7217274,-1.316112,-0.71325386,-1.3439407,-0.71777844,-1.3417342,-0.72100985,-1.3161633,-0.7098658,-1.3356851
Bcor,-0.49200282,-1.0050602,-0.45758018,-1.0953938,-0.4573913,-1.0962658,-0.45329437,-1.1130475,-0.45329437,-1.1130474,-0.45739123,-1.0962658,-0.44328085,-1.1084579
Bdp1,-1.0535568,-0.7681807,-1.0524015,-0.7838321,-1.0524013,-0.7838321,-1.0524487,-0.7836145,-1.0524486,-0.78361446,-1.0524015,-0.7838319,-1.0523202,-0.7834954
Bhlha15,-0.29736677,0.0223293,-0.29736677,0.0223293,-0.29736677,0.0223293,-0.29736677,0.0223293,-0.29736677,0.022329316,-0.29736677,0.0223293,-0.29736677,0.0223293
Bhlhe40,-0.42027983,-0.51533675,-0.40641615,-0.5448321,-0.40985838,-0.54334986,-0.40502128,-0.5439872,-0.4084634,-0.5425051,-0.40985832,-0.5433499,-0.40308335,-0.55169445
Bhlhe41,0.40021992,-0.31304526,0.01840809,-0.053351372,0.018408105,-0.053351372,0.01840809,-0.053351447,0.01840809,-0.053351402,0.018408105,-0.053351387,0.01840809,-0.053351447
Blm,-1.1128049,-0.23771678,-1.1128049,-0.23771678,-1.1128049,-0.23771681,-1.1128049,-0.23771678,-1.1128048,-0.23771675,-1.1128049,-0.23771678,-1.1128049,-0.23771678
Bmi1,-0.28853187,-0.119905934,-0.28853187,-0.11990596,-0.28853187,-0.11990599,-0.28853187,-0.11990599,-0.28853187,-0.11990596,-0.28853187,-0.11990596,-0.2885318,-0.11990599
Bnc2,0.10014209,-1.3532897,-0.6995665,-0.68841374,-0.3898594,-0.73653567,-0.72135556,-0.59647506,-0.72135544,-0.596475,-0.72135544,-0.59647506,-0.72135544,-0.596475
Bptf,-0.79850674,-1.0198872,-0.7595508,-1.0956241,-0.7570791,-0.97679573,-0.7568439,-0.9806344,-0.7568439,-0.9806346,-0.7570791,-0.97679573,-0.53960097,-0.99140984
Brca1,-0.9345578,-0.19208084,-0.9345578,-0.19208084,-0.9345578,-0.19208087,-0.9345578,-0.19208084,-0.9345578,-0.19208084,-0.9345578,-0.19208084,-0.9345578,-0.19208087
Brca2,-1.0187285,-0.22965457,-1.0187284,-0.22965457,-1.0187284,-0.22965457,-1.0187285,-0.22965457,-1.0187284,-0.22965457,-1.0187284,-0.22965454,-1.0187284,-0.22965457
Brd4,-0.28537348,-0.026940659,-0.27950972,-0.037840992,-0.2795097,-0.037840992,-0.2795097,-0.037840992,-0.2795097,-0.037840977,-0.27950972,-0.037841007,-0.27950975,-0.037840992
Brd7,0.0009082854,0.031131849,0.0009082705,0.031131849,0.0009082556,0.031131849,0.0009082854,0.031131849,0.0009082705,0.031131834,0.0009082854,0.031131849,0.0009083003,0.031131849
Brip1,-1.6173974,-0.52120006,-1.6774141,-0.5136123,-1.6951374,-0.5059809,-1.6538451,-0.505066,-1.671568,-0.4974342,-1.695137,-0.505981,-1.6636211,-0.48814029
C1d,-0.47258076,-0.84864944,-0.4821916,-0.8469412,-0.4821916,-0.8469413,-0.47892883,-0.84527045,-0.4789289,-0.84527045,-0.48219153,-0.8469414,-0.4790518,-0.8433531
Calcoco1,-0.4400541,-0.70852596,-0.4400541,-0.70852596,-0.44005415,-0.70852596,-0.44005427,-0.70852596,-0.44005415,-0.7085261,-0.44005415,-0.70852584,-0.44005427,-0.70852596
Camta1,-0.25656447,-0.593956,-0.25243503,-0.5957341,-0.25243503,-0.5957341,-0.25243506,-0.5957341,-0.25243506,-0.5957342,-0.2524351,-0.5957342,-0.23249131,-0.6291363
Camta2,-0.4315854,-0.6975492,-0.44645616,-0.69429666,-0.4464561,-0.69429666,-0.4440795,-0.7073447,-0.4440796,-0.7073448,-0.4464561,-0.6942966,-0.44374362,-0.70197934
Carhsp1,-0.7023796,-0.8304379,-0.7023797,-0.8304379,-0.7023797,-0.8304378,-0.7023798,-0.83043784,-0.7023797,-0.8304379,-0.7023797,-0.8304379,-0.7023797,-0.8304378
Carm1,-0.33661518,-0.33446723,-0.3309637,-0.33753508,-0.33863994,-0.3342297,-0.33102056,-0.33727312,-0.3386967,-0.33396775,-0.33863994,-0.3342297,-0.2994875,-0.39407188
Casz1,-0.22928622,-0.16971926,-0.20997792,-0.20601644,-0.20997792,-0.2060164,-0.20997795,-0.20601647,-0.20997792,-0.20601644,-0.20997792,-0.2060164,-0.20997792,-0.20601644
Cbfb,-0.36323717,-1.0940813,-0.2534304,-1.2519786,-0.25343034,-1.2519785,-0.24446967,-1.2653794,-0.24446973,-1.2653794,-0.25343046,-1.2519784,-0.22242934,-1.2638779
Cbx2,-0.6700616,-0.6560264,-0.6803584,-0.65437716,-0.6846485,-0.6525299,-0.67919576,-0.65528005,-0.68348575,-0.65343267,-0.6846484,-0.6525301,-0.6700921,-0.6741874
Cc2d1a,-0.5264462,-0.545495,-0.52644634,-0.545495,-0.52644634,-0.545495,-0.5264462,-0.545495,-0.52644634,-0.545495,-0.52644646,-0.545495,-0.52644646,-0.54549503
Cc2d1b,-0.44409564,-0.01938337,-0.44409564,-0.01938337,-0.44409564,-0.01938337,-0.44409564,-0.01938337,-0.44409564,-0.01938337,-0.44409564,-0.01938337,-0.44409564,-0.01938337
Ccnt1,-0.108466625,-0.013754383,-0.108466595,-0.013754368,-0.108466595,-0.013754353,-0.108466655,-0.013754368,-0.108466655,-0.013754353,-0.108466625,-0.013754368,-0.108466655,-0.013754398
Cdc5l,-0.6314868,-0.9328806,-0.67283046,-0.9279588,-0.6828896,-0.9236272,-0.6656213,-0.97154564,-0.67568076,-0.9672143,-0.6828896,-0.9236273,-0.66261375,-0.96881276
Cdk5rap2,-0.73128927,-1.3831874,-0.74682426,-1.3767328,-0.74922776,-1.3756981,-0.74412715,-1.3866491,-0.74653065,-1.385614,-0.7492279,-1.3756983,-0.73207605,-1.4046892
Cdk9,-0.29270658,-0.18220441,-0.31208453,-0.1887518,-0.31208447,-0.1887518,-0.30604675,-0.19416504,-0.30604675,-0.19416498,-0.31208447,-0.18875174,-0.29609677,-0.20162182
Cdkn2a,-0.6687279,-0.38209653,-0.6733314,-0.3824833,-0.6733314,-0.38248342,-0.6720576,-0.3858704,-0.6720576,-0.3858704,-0.6733314,-0.38248336,-0.6720089,-0.38399208
Cebpa,-0.7393309,-0.5667635,-0.7114762,-0.6015081,-0.7339232,-0.59140706,-0.70979667,-0.60630476,-0.7322438,-0.59620374,-0.7339232,-0.5914068,-0.7321186,-0.5934815
Cebpb,-0.42530677,-0.102150336,-0.42530677,-0.102150306,-0.42530677,-0.102150336,-0.42530665,-0.102150306,-0.42530677,-0.102150336,-0.42530677,-0.102150336,-0.41846898,-0.10695048
Cebpg,-0.100737065,0.031006917,-0.100737065,0.031006917,-0.100737065,0.031006888,-0.100737065,0.031006902,-0.100737065,0.031006917,-0.100737065,0.031006917,-0.100737065,0.031006902
Cenpb,-0.45709547,-0.028598502,-0.45709547,-0.028598472,-0.4570954,-0.028598472,-0.4570954,-0.028598472,-0.4570954,-0.028598472,-0.4570954,-0.028598443,-0.4570954,-0.028598487
Cggbp1,-0.60762453,-0.6820468,-0.6389208,-0.6933869,-0.6412581,-0.6923804,-0.6369809,-0.71280444,-0.6139475,-0.7119616,-0.6158873,-0.69254404,-0.63844466,-0.7048399
Chd1,-0.5961406,-0.7246525,-0.629887,-0.7093378,-0.629887,-0.70933765,-0.6294279,-0.71655846,-0.629428,-0.7165585,-0.62988687,-0.7093378,-0.6290349,-0.7137791
Chd4,-0.28797296,-0.03947468,-0.28563693,-0.04148349,-0.2904642,-0.03940487,-0.28572664,-0.041069373,-0.29055402,-0.03899075,-0.29046425,-0.03940487,-0.28930804,-0.03919521
Chd7,-0.0043185055,0.12231666,-0.0043184906,0.12231666,-0.0043185055,0.12231665,-0.0043185055,0.12231665,-0.0043184906,0.12231665,-0.0043184906,0.12231665,-0.0043185055,0.12231666
Chd8,-0.45107463,-0.011377782,-0.45107463,-0.011377767,-0.45107463,-0.011377767,-0.45107463,-0.011377782,-0.45107463,-0.011377767,-0.45107463,-0.011377782,-0.45107463,-0.011377782
Chd9,-0.2542184,-0.249629,-0.25421837,-0.24962904,-0.2542184,-0.24962904,-0.2542184,-0.249629,-0.25421837,-0.249629,-0.25421834,-0.249629,-0.25421837,-0.24962898
Churc1,-0.6858094,-0.9152971,-0.7876289,-0.81434554,-0.79782724,-0.80995417,-0.79782724,-0.8099541,-0.7978271,-0.8099541,-0.79782724,-0.80995405,-0.79782724,-0.80995405
Cic,-0.3048806,0.0237495,-0.30488053,0.0237495,-0.30488053,0.0237495,-0.30488053,0.023749486,-0.3048806,0.023749486,-0.30488053,0.0237495,-0.3048806,0.023749486
Cited1,-0.212587,0.06396908,-0.212587,0.06396908,-0.212587,0.06396908,-0.212587,0.06396908,-0.212587,0.06396908,-0.212587,0.06396908,-0.212587,0.06396908
Clock,-0.29797456,0.027144656,-0.29797462,0.027144656,-0.29797462,0.027144656,-0.29797462,0.027144656,-0.29797462,0.027144656,-0.29797456,0.027144656,-0.29797456,0.027144656
Cnbp,-0.6856973,-0.65411997,-0.74909973,-0.6361275,-0.74909973,-0.6361274,-0.73403835,-0.6535864,-0.73403835,-0.65358645,-0.74909973,-0.6361274,-0.72622526,-0.64301986
Creb1,-0.33187845,-0.64950687,-0.6924101,-0.4929002,-0.6924101,-0.4929002,-0.68690467,-0.4900809,-0.6869048,-0.4900809,-0.6924101,-0.49290007,-0.6871122,-0.48684543
Creb3,-0.35946557,-0.30924356,-0.3509089,-0.31523734,-0.3509089,-0.31523746,-0.3509089,-0.3152374,-0.35090896,-0.31523746,-0.3509089,-0.31523746,-0.35090885,-0.31523746
Creb3l1,-1.1202316,-0.8166827,-1.1781163,-0.4908651,-1.1751627,-0.49205977,-1.1751623,-0.4920599,-1.192628,-0.48453897,-1.1751621,-0.49205977,-1.1926283,-0.4845389
Creb3l2,-0.4414865,-0.6997038,-0.4414865,-0.6997037,-0.44148645,-0.6997037,-0.44148657,-0.69970375,-0.44148657,-0.6997038,-0.44148657,-0.69970375,-0.44148663,-0.6997038
Creb3l4,-1.3628045,-0.31146854,-1.3628045,-0.31146854,-1.3628045,-0.31146854,-1.3628045,-0.31146854,-1.3628045,-0.31146854,-1.3628045,-0.31146854,-1.3628045,-0.31146854
Crebbp,-0.416114,-0.3481968,-0.40440747,-0.37020558,-0.4040875,-0.3716812,-0.4040875,-0.3716812,-0.40408757,-0.3716812,-0.4040877,-0.37168127,-0.39425865,-0.3723812
Crebl2,-0.58652854,-0.37278646,-0.5933956,-0.3738252,-0.6087668,-0.3672064,-0.587237,-0.37445217,-0.60260844,-0.36783344,-0.6087668,-0.3672064,-0.56830907,-0.4125538
Crebzf,-0.38731077,-0.806441,-0.39221546,-0.8058657,-0.39221552,-0.80586576,-0.39235303,-0.80523115,-0.39235303,-0.8052312,-0.39221552,-0.80586565,-0.39197782,-0.8048839
Crem,-0.371505,-0.16941415,-0.37150493,-0.16941415,-0.371505,-0.16941415,-0.37150487,-0.16941415,-0.371505,-0.16941418,-0.371505,-0.16941418,-0.37150493,-0.16941418
Cry1,-0.035616726,-0.14254461,-0.06620875,-0.13454728,-0.06620875,-0.13454728,-0.057265192,-0.13574351,-0.057265162,-0.13574351,-0.06620875,-0.13454725,-0.051959604,-0.13269286
Cry2,-0.34261027,-1.0788417,-0.34608206,-1.076586,-0.346082,-1.0765858,-0.34582666,-1.0801533,-0.34582666,-1.0801532,-0.346082,-1.076586,-0.34389207,-1.0824506
Csda,-0.054893136,-0.5589832,0.0071341395,-0.61063266,0.00327532,-0.6089711,0.007105589,-0.610501,0.0032467693,-0.60883945,0.0032752901,-0.608971,0.0041248947,-0.60911196
Csdc2,-0.11665204,-0.07772362,-0.11665204,-0.07772361,-0.11665204,-0.07772356,-0.11665207,-0.07772361,-0.11665207,-0.07772358,-0.11665207,-0.07772361,-0.11665204,-0.07772362
Csde1,-0.42970982,-0.18961833,-0.42970976,-0.18961833,-0.42970988,-0.1896183,-0.42970976,-0.18961833,-0.42970988,-0.18961833,-0.42970982,-0.18961833,-0.42970982,-0.18961833
Csrnp1,-0.3861312,-0.028965935,-0.3905755,-0.026077926,-0.3905755,-0.026077926,-0.39024863,-0.030644685,-0.39024863,-0.0306447,-0.3905755,-0.026077926,-0.3901454,-0.029136553
Csrnp2,-0.4040905,-0.07166831,-0.4040905,-0.07166831,-0.4040905,-0.07166833,-0.40409043,-0.0716683,-0.40409043,-0.07166831,-0.4040905,-0.07166831,-0.40409043,-0.0716683
Ctcf,-0.81379664,-1.2625408,-0.80515885,-1.3030958,-0.80273163,-1.1940657,-0.8005799,-1.2010891,-0.8005798,-1.2010894,-0.8027315,-1.1940653,-0.59356487,-1.2094377
Ctnnb1,0.1933154,-0.614188,-0.36960348,-0.29074615,-0.36960348,-0.29074615,-0.36960348,-0.2907462,-0.36960343,-0.2907462,-0.36960348,-0.2907462,-0.36960354,-0.2907462
Cux1,-0.33618692,-0.008530363,-0.33618686,-0.008530363,-0.33618692,-0.008530363,-0.33618692,-0.008530363,-0.33618686,-0.008530349,-0.33618686,-0.008530363,-0.33618686,-0.008530349
Cux2,-0.438413,-0.8261043,-0.43447462,-0.82780015,-0.5088073,-0.7384521,-0.48377898,-0.76854527,-0.4877176,-0.7668495,-0.4837791,-0.7685452,-0.4877176,-0.7668494
Cxxc1,-0.5056373,-0.5196356,-0.4941372,-0.5245875,-0.504163,-0.5202703,-0.4941372,-0.52458745,-0.50416315,-0.52027017,-0.5041629,-0.5202703,-0.50416327,-0.5202703
Dbp,-0.07695922,0.00880152,-0.08288908,0.009497061,-0.08288908,0.009497076,-0.08305538,0.010264233,-0.08305541,0.010264233,-0.08288908,0.009497091,-0.082601875,0.010684103
Ddx1,-0.8221797,-0.12753095,-0.8221797,-0.12753095,-0.8221797,-0.12753095,-0.8221797,-0.12753092,-0.8221797,-0.12753095,-0.8221797,-0.12753098,-0.8221797,-0.12753095
Ddx20,-1.4835856,-1.1067176,-1.4768004,-1.148678,-1.5544612,-1.1128029,-1.4553014,-1.1634551,-1.5329618,-1.1275805,-1.5544611,-1.1128027,-1.4900175,-1.1607376
Ddx41,-0.32779464,-0.349765,-0.32779464,-0.34976494,-0.32779464,-0.349765,-0.32779464,-0.34976494,-0.32779464,-0.349765,-0.32779464,-0.349765,-0.32779458,-0.349765
Ddx58,-0.54125667,-0.14736642,-0.54125667,-0.14736639,-0.54125667,-0.14736633,-0.54125667,-0.14736636,-0.54125655,-0.14736645,-0.54125655,-0.14736639,-0.53607416,-0.15708925
Deaf1,-0.1364871,-0.18000896,-0.10899648,-0.19184648,-0.132963,-0.18152644,-0.10899648,-0.19184642,-0.13296297,-0.18152644,-0.13296294,-0.18152644,-0.13296297,-0.18152647
Dedd,-0.2500788,-0.05876386,-0.23105961,-0.06695351,-0.23105964,-0.066953525,-0.23105964,-0.066953465,-0.23105958,-0.066953465,-0.23105964,-0.066953495,-0.23105967,-0.06695351
Dedd2,-0.018933997,-0.05415052,-0.07928565,-0.028045714,-0.07928565,-0.028045699,-0.07928565,-0.028045684,-0.07928562,-0.028045684,-0.07928562,-0.028045699,-0.07928562,-0.028045684
Dhx33,-1.0960853,-0.8877848,-1.1097866,-0.9043792,-1.1274221,-0.896476,-1.0990341,-0.91309184,-1.1166693,-0.90518886,-1.1274221,-0.89647573,-1.1096079,-0.906967
Dlx1,-0.089012295,-0.007825851,-0.089012295,-0.007825851,-0.089012295,-0.007825851,-0.089012295,-0.007825851,-0.089012295,-0.007825851,-0.089012295,-0.007825851,-0.089012295,-0.007825851
Dmap1,-0.54881,-1.0489256,-0.5488101,-1.0489256,-0.5488101,-1.0489256,-0.5488101,-1.0489258,-0.54881024,-1.0489256,-0.5488101,-1.0489255,-0.5488101,-1.0489256
Dmrt1,-0.41860482,-0.08898054,-0.41860494,-0.08898057,-0.41860494,-0.08898054,-0.41860494,-0.08898054,-0.41860494,-0.0889806,-0.41860488,-0.08898054,-0.40872434,-0.107541755
Dmrta1,-0.73811746,-0.6116639,-0.73811746,-0.61166376,-0.73811746,-0.6116638,-0.73811746,-0.61166376,-0.73811734,-0.61166376,-0.73811746,-0.61166376,-0.73811734,-0.61166364
Dmrta2,-0.40437934,-1.066096,-0.40437922,-1.0660961,-0.40437934,-1.066096,-0.40437928,-1.0660962,-0.40437934,-1.0660962,-0.40437928,-1.0660961,-0.40437922,-1.0660958
Dmtf1,-0.95455444,-0.8012687,-0.9514899,-0.81945866,-0.9513222,-0.82023215,-0.951362,-0.82004666,-0.9513619,-0.8200467,-0.9513221,-0.82023215,-0.9443605,-0.82106143
Dnajb6,-0.37334415,-0.85594064,-0.3733442,-0.8559405,-0.37334403,-0.85594064,-0.3733441,-0.8559404,-0.3733441,-0.8559404,-0.37334415,-0.8559405,-0.3733441,-0.85594064
Dnajc2,-0.9422245,-0.22771199,-0.99665606,-0.21821143,-0.99665606,-0.21821146,-0.97898245,-0.20860414,-0.9789828,-0.2086042,-0.99665606,-0.21821143,-0.9793694,-0.19793783
Dnmt1,-1.3451307,-0.28298414,-1.2039351,-0.34944874,-1.3451308,-0.28298414,-1.203935,-0.34944874,-1.3451306,-0.28298414,-1.3451304,-0.28298414,-1.3451306,-0.28298414
Dnmt3a,-0.13251895,-0.14919393,-0.15227246,-0.13635762,-0.15227246,-0.13635759,-0.1508196,-0.15665542,-0.15081957,-0.15665542,-0.15227243,-0.13635762,-0.15042484,-0.14975844
